Symbol,DB손해보험_시가(원),DB손해보험_종가(원),DB손해보험_거래량(주),DB손해보험_PER(IFRS-연결),DB손해보험_순매수수량(개인)(주),DB손해보험_순매수수량(기관계)(주),DB손해보험_순매수수량(외국인계)(주)
2014-08-13,60300.0,60900.0,127640.0,15.97,-7064,-30502,37463
2014-08-14,60200.0,60700.0,255625.0,15.91,-11064,8686,-4379
2014-08-18,61300.0,60300.0,116540.0,15.81,2247,-26171,24434
2014-08-19,60100.0,60900.0,122894.0,15.97,-9434,25274,-16177
2014-08-20,61600.0,62000.0,121734.0,16.25,-8554,11416,-3476
2014-08-21,63000.0,62000.0,105822.0,16.25,9429,-32019,22288
2014-08-22,61800.0,63100.0,76331.0,16.54,-29878,7791,21486
2014-08-25,61300.0,62200.0,41518.0,16.31,944,9087,-14268
2014-08-26,62600.0,61600.0,59350.0,16.15,5795,4357,-11850
2014-08-27,62500.0,63300.0,116097.0,16.59,-53292,9703,41649
2014-08-28,63200.0,62900.0,105979.0,16.49,-1980,-4594,5529
2014-08-29,62000.0,61200.0,252378.0,16.04,27120,-112652,85741
2014-09-01,60100.0,62400.0,65858.0,16.36,-20926,-833,21796
2014-09-02,61700.0,61500.0,93544.0,16.12,16949,-29729,12780
2014-09-03,60600.0,62200.0,86351.0,16.31,-36423,-9735,46166
2014-09-04,62300.0,62000.0,50176.0,16.25,-1117,-10937,12099
2014-09-05,61400.0,60200.0,191303.0,15.78,31754,-22006,-21792
2014-09-11,59600.0,61500.0,122236.0,16.12,-28083,-13033,41115
2014-09-12,62300.0,61500.0,113456.0,16.12,7142,-22422,9551
2014-09-15,61400.0,60400.0,83608.0,15.83,19703,-23858,5384
2014-09-16,60700.0,59600.0,81975.0,15.62,12037,-27285,22760
2014-09-17,60100.0,60400.0,77714.0,15.83,-4981,-21997,26994
2014-09-18,59300.0,60800.0,114216.0,15.94,-6404,-926,17830
2014-09-19,61200.0,60100.0,94584.0,15.76,-616,-20212,20924
2014-09-22,60100.0,58900.0,67908.0,15.44,11403,-35159,24172
2014-09-23,60400.0,61700.0,158925.0,16.18,-46835,-16903,63769
2014-09-24,61500.0,61700.0,128752.0,16.18,-2183,-54479,65995
2014-09-25,62300.0,61800.0,143666.0,16.2,-10979,-10367,23922
2014-09-26,61500.0,61000.0,139595.0,15.99,11429,7161,-18590
2014-09-29,60200.0,59400.0,131174.0,15.57,40260,-11453,-28654
2014-09-30,58600.0,59500.0,149210.0,15.6,6041,-10235,9422
2014-10-01,58500.0,58100.0,210820.0,15.23,35042,-66769,30848
2014-10-02,58400.0,56900.0,176569.0,14.92,16989,-42287,25547
2014-10-06,57200.0,56800.0,125151.0,14.89,1689,27650,-29343
2014-10-07,57600.0,58600.0,93426.0,15.36,-14858,-15946,20754
2014-10-08,58800.0,59200.0,95919.0,15.52,-13231,-4811,18042
2014-10-10,60700.0,58300.0,167003.0,15.28,-12757,-3899,16496
2014-10-13,58300.0,60200.0,119896.0,15.78,-32024,17297,7070
2014-10-14,60300.0,59900.0,177119.0,15.7,2929,-6354,3424
2014-10-15,58800.0,58900.0,142169.0,15.44,8898,27809,-36707
2014-10-16,58900.0,59100.0,106935.0,15.49,-19190,-17121,36304
2014-10-17,60200.0,60100.0,105275.0,15.76,-28415,6139,22276
2014-10-20,60200.0,58900.0,83917.0,15.44,20139,-19753,-245
2014-10-21,58600.0,59100.0,57157.0,15.49,-3366,-17435,20778
2014-10-22,59600.0,59100.0,79911.0,15.49,-2245,-16127,18368
2014-10-23,58700.0,58300.0,96439.0,15.28,10468,-10168,1991
2014-10-24,57600.0,59200.0,93630.0,15.52,-8126,17580,-9468
2014-10-27,59600.0,58800.0,50597.0,15.42,5153,-4786,-367
2014-10-28,58800.0,58300.0,101170.0,15.28,16818,-40992,24433
2014-10-29,59000.0,59300.0,100409.0,15.55,-15156,-28105,43093
2014-10-30,58800.0,60400.0,80771.0,15.83,-22306,6804,15472
2014-10-31,61000.0,59900.0,176103.0,15.7,7602,-26612,23683
2014-11-03,59700.0,56400.0,177110.0,14.79,69881,-92636,24445
2014-11-04,56500.0,54200.0,354325.0,14.21,39979,-63021,8026
2014-11-05,55000.0,58000.0,200362.0,15.21,-45766,41722,4044
2014-11-06,57900.0,56300.0,141345.0,14.76,14079,-63957,49879
2014-11-07,56100.0,57000.0,109354.0,14.94,1487,-58283,56796
2014-11-10,56500.0,56200.0,85699.0,14.73,1077,-50968,49891
2014-11-11,56400.0,56100.0,221182.0,14.71,29150,-75441,40681
2014-11-12,55300.0,56500.0,79821.0,14.81,-11933,-32197,44878
2014-11-13,56400.0,55200.0,144571.0,14.47,41312,-94421,52207
2014-11-14,55000.0,55600.0,109797.0,14.58,-6582,-31896,38383
2014-11-17,54500.0,54000.0,104735.0,14.16,22269,-20401,-2879
2014-11-18,54400.0,54600.0,85961.0,14.31,1012,-42773,44510
2014-11-19,54900.0,53800.0,135519.0,14.1,11995,-42398,30677
2014-11-20,53500.0,54500.0,88729.0,14.29,-10625,-17227,28752
2014-11-21,54800.0,55100.0,104985.0,14.45,-6756,-15120,21876
2014-11-24,55400.0,55600.0,83508.0,14.58,-6962,3665,658
2014-11-25,56000.0,57300.0,143278.0,15.02,-47128,56171,-9835
2014-11-26,57200.0,56800.0,52650.0,14.89,-4565,20633,-16218
2014-11-27,56100.0,56300.0,47123.0,14.76,7503,-11238,3344
2014-11-28,55500.0,55700.0,68227.0,14.6,6977,7793,-14770
2014-12-01,55000.0,54300.0,94389.0,14.24,20248,-27435,10987
2014-12-02,54100.0,55600.0,98393.0,14.58,-6702,-1704,8970
2014-12-03,55000.0,55600.0,78163.0,14.58,240,12848,-13088
2014-12-04,55100.0,54800.0,87516.0,14.37,16256,4918,-21174
2014-12-05,54600.0,55300.0,67747.0,14.5,-14866,23165,-8299
2014-12-08,54500.0,54200.0,126740.0,14.21,27033,-4814,-22249
2014-12-09,54200.0,53300.0,126873.0,13.97,11351,-25026,15182
2014-12-10,54000.0,53800.0,128129.0,14.1,-13908,-9437,23456
2014-12-11,52600.0,52000.0,211938.0,13.63,29545,32216,-62295
2014-12-12,52000.0,54200.0,121857.0,14.21,-29854,37994,-5137
2014-12-15,54200.0,54500.0,104518.0,14.29,-9360,2137,7522
2014-12-16,53700.0,54000.0,224638.0,14.16,-904,35772,-33354
2014-12-17,54900.0,54700.0,135706.0,14.34,-13747,38287,-24764
2014-12-18,55700.0,54400.0,85789.0,14.26,3659,9880,-13539
2014-12-19,54500.0,53100.0,183287.0,13.92,20339,10719,-31058
2014-12-22,53500.0,55000.0,122356.0,14.42,-21527,6538,14989
2014-12-23,55000.0,55800.0,61171.0,14.63,-9959,4262,5697
2014-12-24,55500.0,56700.0,57190.0,14.86,-15086,18429,-2810
2014-12-26,56200.0,57300.0,56780.0,15.02,-18576,31293,-12251
2014-12-29,56900.0,55500.0,46241.0,14.55,2717,5270,-7877
2014-12-30,55600.0,55000.0,119973.0,14.42,1948,-37199,37141
2015-01-02,53500.0,54900.0,98586.0,9.21,-2584,-32870,39454
2015-01-05,53600.0,54100.0,95165.0,9.08,11608,-4578,-7346
2015-01-06,53600.0,54000.0,84833.0,9.06,4998,-6573,6980
2015-01-07,54200.0,53300.0,52598.0,8.94,10219,-9829,-390
2015-01-08,53000.0,53400.0,101565.0,8.96,-2070,-12540,14624
2015-01-09,54000.0,54000.0,71755.0,9.06,-2368,7745,-5377
2015-01-12,53600.0,52900.0,78347.0,8.87,14632,-9222,-5358
2015-01-13,53200.0,53000.0,89622.0,8.89,7968,5527,-13729
2015-01-14,52600.0,52000.0,114030.0,8.72,23964,-4647,-19358
2015-01-15,52000.0,53600.0,56405.0,8.99,-16111,3258,12853
2015-01-16,53200.0,52500.0,58970.0,8.81,9039,10077,-19116
2015-01-19,53000.0,52300.0,57083.0,8.77,5067,2859,-7926
2015-01-20,52700.0,52300.0,44769.0,8.77,3410,-5541,2131
2015-01-21,52000.0,52000.0,55330.0,8.72,3798,-11613,8382
2015-01-22,52200.0,51100.0,59159.0,8.57,1369,-2267,898
2015-01-23,51200.0,51000.0,100399.0,8.56,9210,-38680,35089
2015-01-26,51100.0,51800.0,121606.0,8.69,2802,-11462,6588
2015-01-27,52000.0,51300.0,129523.0,8.61,10903,-2555,-8348
2015-01-28,50500.0,51800.0,86762.0,8.69,-905,-538,2658
2015-01-29,51900.0,52100.0,144798.0,8.74,-11115,20546,-13069
2015-01-30,52600.0,53200.0,147458.0,8.92,-27748,12743,15005
2015-02-02,52300.0,53300.0,92496.0,8.94,-594,-13688,14282
2015-02-03,53800.0,54300.0,149749.0,9.11,-31094,-4352,36746
2015-02-04,54800.0,55200.0,220817.0,9.26,-28358,13539,14819
2015-02-05,54500.0,52900.0,125427.0,8.87,28886,-14467,-14419
2015-02-06,52800.0,52800.0,86475.0,8.86,3085,1127,-2612
2015-02-09,53000.0,52200.0,53516.0,8.76,119,21071,-21190
2015-02-10,52100.0,52000.0,54882.0,8.72,3641,13614,-17264
2015-02-11,52400.0,52300.0,125416.0,8.77,5811,44097,-49908
2015-02-12,51900.0,50400.0,190260.0,8.45,54960,30336,-85296
2015-02-13,50800.0,51400.0,198997.0,8.62,7224,-61567,53923
2015-02-16,51000.0,51900.0,60106.0,8.71,-13506,18525,-4747
2015-02-17,51900.0,52700.0,70322.0,8.84,-24780,16157,8623
2015-02-23,52800.0,54400.0,87420.0,9.13,-37972,23222,15452
2015-02-24,53500.0,55700.0,133214.0,9.34,-35034,-1476,39890
2015-02-25,55800.0,54400.0,85014.0,9.13,11363,-22515,11150
2015-02-26,54600.0,53300.0,115875.0,8.94,11401,-14114,2713
2015-02-27,52900.0,53000.0,138050.0,8.89,4327,16026,-20353
2015-03-02,52800.0,53000.0,182395.0,8.89,18664,-77981,62861
2015-03-03,52200.0,52000.0,206515.0,8.72,44424,-91013,48082
2015-03-04,51800.0,51700.0,60439.0,8.67,15546,-15694,148
2015-03-05,51400.0,51300.0,63549.0,8.61,25274,-15611,-10163
2015-03-06,51300.0,50900.0,88462.0,8.54,53482,-51681,-4301
2015-03-09,50900.0,51000.0,64128.0,8.56,14034,-301,-11611
2015-03-10,50800.0,50600.0,72962.0,8.49,11122,-24149,12364
2015-03-11,50400.0,48200.0,229550.0,8.09,116658,-39690,-79468
2015-03-12,48800.0,47900.0,316151.0,8.04,63177,4925,-72751
2015-03-13,48400.0,48500.0,95278.0,8.14,-9843,-5842,15689
2015-03-16,48550.0,48950.0,74634.0,8.21,161,6574,-6735
2015-03-17,49050.0,49400.0,161665.0,8.29,16874,-18751,1020
2015-03-18,48950.0,49800.0,159022.0,8.35,-41407,7798,30496
2015-03-19,50200.0,49200.0,108106.0,8.25,12492,-22841,10368
2015-03-20,49500.0,50300.0,109593.0,8.44,-18117,8879,9238
2015-03-23,50300.0,49100.0,112955.0,8.24,27612,-17261,-10980
2015-03-24,49450.0,49650.0,120463.0,8.33,-8129,-15970,24099
2015-03-25,49550.0,49000.0,132232.0,8.22,17557,-33710,19561
2015-03-26,49150.0,49750.0,108361.0,8.35,-29483,-20960,52144
2015-03-27,49750.0,49700.0,77447.0,8.34,-8584,-6265,14849
2015-03-30,49500.0,49450.0,101131.0,8.3,8829,-118,-8711
2015-03-31,49100.0,49450.0,110881.0,8.3,-7486,-5809,13295
2015-04-01,49000.0,48950.0,61944.0,8.21,10472,-5232,-6544
2015-04-02,48800.0,49400.0,70129.0,8.29,-2038,-24645,26683
2015-04-03,49550.0,49900.0,42894.0,8.37,-14595,4428,10167
2015-04-06,49950.0,48900.0,56330.0,8.2,26268,-24178,-2935
2015-04-07,48950.0,48600.0,62222.0,8.15,4092,-11586,5536
2015-04-08,48450.0,48400.0,84868.0,8.12,4755,-9883,6211
2015-04-09,48200.0,46700.0,166658.0,7.83,77801,-39143,-36681
2015-04-10,46400.0,47500.0,104051.0,7.97,-22351,-23670,47286
2015-04-13,46850.0,47700.0,99039.0,8.0,2322,-56097,54000
2015-04-14,47750.0,50100.0,458950.0,8.4,-70881,-211909,77685
2015-04-15,50100.0,50900.0,130415.0,8.54,-29044,-19893,48242
2015-04-16,50900.0,52000.0,169975.0,8.72,-75370,-2580,78573
2015-04-17,51200.0,52900.0,126811.0,8.87,-40185,-15251,56036
2015-04-20,52700.0,52100.0,114064.0,8.74,1478,-26845,25354
2015-04-21,52200.0,51700.0,111992.0,8.67,-9023,-16282,24811
2015-04-22,51700.0,52000.0,127452.0,8.72,-20721,-23678,44414
2015-04-23,51400.0,52100.0,136034.0,8.74,22728,-47283,24555
2015-04-24,51400.0,53100.0,173128.0,8.91,-31231,6245,24036
2015-04-27,53400.0,52800.0,118389.0,8.86,-10654,-27695,38651
2015-04-28,52900.0,52100.0,64489.0,8.74,2625,11947,-14589
2015-04-29,52600.0,53300.0,86045.0,8.94,-23295,-1282,24577
2015-04-30,53500.0,54700.0,231578.0,9.18,-60461,-18344,84725
2015-05-04,54400.0,55300.0,159714.0,9.28,-49703,16041,34662
2015-05-06,55800.0,54100.0,135112.0,9.08,12449,-7170,-3261
2015-05-07,53200.0,53000.0,150046.0,8.89,10052,-34028,28296
2015-05-08,52600.0,52700.0,57600.0,8.84,-207,-19672,19880
2015-05-11,52800.0,53000.0,44780.0,8.89,-161,-7132,7593
2015-05-12,53100.0,52200.0,80199.0,8.76,14256,-18411,4155
2015-05-13,51500.0,52400.0,96830.0,8.79,9903,-50123,41598
2015-05-14,51700.0,53000.0,112612.0,8.89,-1704,-23543,24951
2015-05-15,53200.0,53000.0,78494.0,8.89,-1574,-15515,17089
2015-05-18,53000.0,51800.0,65743.0,8.69,9342,-18430,9088
2015-05-19,51500.0,52400.0,128414.0,8.79,-15714,-50280,65994
2015-05-20,51900.0,52000.0,79275.0,8.72,13892,-29774,15882
2015-05-21,51900.0,52000.0,108183.0,8.72,-1434,-66568,68002
2015-05-22,52000.0,53300.0,109369.0,8.94,-18990,-7688,30723
2015-05-26,52900.0,54300.0,121300.0,9.11,-21203,-5654,26857
2015-05-27,53200.0,51300.0,320072.0,8.61,86780,-717,-82863
2015-05-28,51200.0,50200.0,139828.0,8.42,29453,-8680,-20469
2015-05-29,49600.0,51400.0,254948.0,8.62,-10237,-1092,12521
2015-06-01,51100.0,50300.0,156607.0,8.44,15706,-62952,47246
2015-06-02,50200.0,49900.0,110865.0,8.37,7955,-20387,12432
2015-06-03,49900.0,50000.0,102227.0,8.39,3483,-26973,18490
2015-06-04,49850.0,48650.0,140607.0,8.16,56235,-37235,-21584
2015-06-05,48200.0,47450.0,143378.0,7.96,74634,-55623,-21426
2015-06-08,47900.0,48600.0,106333.0,8.15,-3299,-20773,24164
2015-06-09,48400.0,48850.0,94086.0,8.19,942,-1163,174
2015-06-10,49000.0,49200.0,101709.0,8.25,-23875,33721,-10041
2015-06-11,49300.0,50800.0,257357.0,8.52,-9761,109265,-98986
2015-06-12,50500.0,48800.0,216474.0,8.19,45477,8036,-53513
2015-06-15,48800.0,48700.0,166594.0,8.17,-2014,9665,-7651
2015-06-16,48050.0,48400.0,213873.0,8.12,6447,26534,-32981
2015-06-17,48500.0,48000.0,189662.0,8.05,47800,-12494,-35690
2015-06-18,48000.0,50200.0,308475.0,8.42,-40876,203419,-154121
2015-06-19,51200.0,54000.0,894612.0,9.06,-126991,532839,-416486
2015-06-22,53700.0,53800.0,231825.0,9.03,-5454,99873,-94505
2015-06-23,53800.0,53800.0,207843.0,9.03,-9747,73698,-61768
2015-06-24,53900.0,57000.0,361626.0,9.56,-131578,150700,-39413
2015-06-25,57000.0,56200.0,156966.0,9.43,18703,4414,-25148
2015-06-26,56300.0,58300.0,166245.0,9.78,-25095,76108,-51181
2015-06-29,57200.0,56900.0,201881.0,9.55,4126,76122,-80507
2015-06-30,56100.0,56500.0,248767.0,9.48,12298,87820,-101366
2015-07-01,56500.0,57000.0,175472.0,9.56,-6623,-30853,38303
2015-07-02,56800.0,56600.0,131632.0,9.49,-6802,15980,-9178
2015-07-03,56600.0,57600.0,179084.0,9.66,-16245,-31218,47233
2015-07-06,57300.0,56600.0,105450.0,9.49,2398,-10497,7787
2015-07-07,56600.0,58500.0,207726.0,9.81,-85497,33403,53003
2015-07-08,59000.0,56200.0,246903.0,9.43,7447,26061,-32713
2015-07-09,56500.0,55400.0,236340.0,9.29,10595,-21452,24778
2015-07-10,55000.0,56400.0,128400.0,9.46,-39379,-7498,47877
2015-07-13,55200.0,55200.0,89429.0,9.26,24954,-43928,18927
2015-07-14,55400.0,55500.0,152212.0,9.31,-1362,-31590,32917
2015-07-15,56000.0,54200.0,232191.0,9.09,22081,-62302,50761
2015-07-16,53800.0,55200.0,86626.0,9.26,-13663,-13421,27584
2015-07-17,54800.0,52900.0,159138.0,8.87,51626,-67548,15922
2015-07-20,52400.0,54400.0,116850.0,9.13,-32717,527,32939
2015-07-21,54400.0,54200.0,47080.0,9.09,-1442,-15423,16985
2015-07-22,53400.0,54300.0,87370.0,9.11,-5377,-3993,9496
2015-07-23,54400.0,53300.0,118415.0,8.94,28163,-31154,2811
2015-07-24,53200.0,52300.0,87999.0,8.77,12872,-14760,2318
2015-07-27,51700.0,51800.0,66909.0,8.69,6534,-14614,8485
2015-07-28,51800.0,53700.0,215399.0,9.01,-20500,30855,-10490
2015-07-29,52800.0,51700.0,154297.0,8.67,36296,-28328,-7746
2015-07-30,51800.0,53700.0,152107.0,9.01,-25840,16063,9699
2015-07-31,53800.0,55500.0,200979.0,9.31,-42002,53622,-12789
2015-08-03,57000.0,56900.0,579031.0,9.55,-92511,131862,-39120
2015-08-04,58000.0,57900.0,165592.0,9.71,-28813,-10681,38912
2015-08-05,57000.0,58800.0,154446.0,9.86,-30690,-17059,50848
2015-08-06,58900.0,58700.0,288918.0,9.85,-41249,-127710,169913
2015-08-07,59100.0,58000.0,107851.0,9.73,546,-31912,31526
2015-08-10,58300.0,59800.0,87196.0,10.03,-16352,33651,-16525
2015-08-11,60900.0,59900.0,145226.0,10.05,-13168,24666,-12265
2015-08-12,59800.0,58300.0,144551.0,9.78,-3407,2446,961
2015-08-13,58600.0,57300.0,159915.0,9.61,7412,-52570,45261
2015-08-17,58300.0,58500.0,158368.0,9.81,-9258,3041,6217
2015-08-18,58500.0,57300.0,119828.0,9.61,6480,-18166,11771
2015-08-19,56400.0,60200.0,225976.0,10.1,-53182,62100,-8058
2015-08-20,59300.0,58000.0,151351.0,9.73,7915,69678,-77869
2015-08-21,58900.0,57200.0,208793.0,9.6,9096,35782,-48201
2015-08-24,58100.0,54300.0,264275.0,9.11,24401,-17148,-7449
2015-08-25,55200.0,51700.0,332225.0,8.67,81911,-136715,52863
2015-08-26,51700.0,52900.0,258496.0,8.87,-762,-41341,40617
2015-08-27,52800.0,52700.0,266932.0,8.84,22513,-62728,36581
2015-08-28,52700.0,54400.0,242443.0,9.13,-11458,13838,-3580
2015-08-31,53200.0,53200.0,275188.0,8.92,36966,28546,-68286
2015-09-01,53900.0,54700.0,182682.0,9.18,-28449,14989,12766
2015-09-02,54700.0,54200.0,179140.0,9.09,5181,-2171,-3182
2015-09-03,54200.0,53200.0,135008.0,8.92,15998,-5036,-10517
2015-09-04,52900.0,53600.0,179810.0,8.99,-31398,48225,-16655
2015-09-07,54000.0,53900.0,74363.0,9.04,-8709,36064,-27355
2015-09-08,53500.0,52600.0,219018.0,8.82,21022,-19961,-1261
2015-09-09,52800.0,55400.0,197924.0,9.29,-51501,22481,29028
2015-09-10,55800.0,58900.0,274098.0,9.88,-52447,-1461,55395
2015-09-11,58200.0,56600.0,219325.0,9.49,6891,8237,-13298
2015-09-14,56700.0,57300.0,140283.0,9.61,-6805,63615,-56580
2015-09-15,58300.0,58700.0,153427.0,9.85,-17720,61316,-43709
2015-09-16,58700.0,59200.0,193843.0,9.93,-17840,38505,-20325
2015-09-17,59800.0,59800.0,182066.0,10.03,-37497,47881,-10363
2015-09-18,60400.0,57200.0,160696.0,9.6,34619,-39885,5266
2015-09-21,56900.0,58500.0,133181.0,9.81,-20049,-7921,26271
2015-09-22,59400.0,59400.0,67979.0,9.96,-11695,13044,-984
2015-09-23,58400.0,58400.0,141704.0,9.8,1508,-6604,5102
2015-09-24,58400.0,59000.0,68465.0,9.9,-10915,13807,-2892
2015-09-25,60000.0,59100.0,98922.0,9.91,-4304,25993,-21659
2015-09-30,58000.0,61300.0,189540.0,10.28,-43742,16961,26781
2015-10-01,60300.0,61200.0,157297.0,10.27,6233,54721,-61535
2015-10-02,61600.0,60700.0,170590.0,10.18,3636,-17924,13657
2015-10-05,60000.0,61400.0,154372.0,10.3,-4956,-14518,18743
2015-10-06,62000.0,61800.0,116166.0,10.37,-14053,-4935,18988
2015-10-07,61500.0,62500.0,154619.0,10.48,-8259,-16657,24764
2015-10-08,62500.0,61000.0,285434.0,10.23,24051,-124617,100498
2015-10-12,61000.0,61700.0,229003.0,10.35,-19069,-5726,24795
2015-10-13,61000.0,61900.0,133927.0,10.38,-6308,-1049,7357
2015-10-14,62500.0,61300.0,178585.0,10.28,6125,11585,-17710
2015-10-15,61800.0,63900.0,288191.0,10.72,-32490,-5104,37594
2015-10-16,62800.0,63200.0,118780.0,10.6,5815,-2782,-3033
2015-10-19,63300.0,65300.0,219189.0,10.95,-19848,7575,12273
2015-10-20,65300.0,65800.0,167103.0,11.04,1554,-6809,5255
2015-10-21,66000.0,66000.0,114747.0,11.07,-7417,-5929,13495
2015-10-22,64900.0,65300.0,174594.0,10.95,-11604,-17977,29581
2015-10-23,66800.0,67100.0,160023.0,11.26,-26134,-17907,44253
2015-10-26,67900.0,66300.0,270123.0,11.12,18142,-70197,53435
2015-10-27,65000.0,64700.0,110878.0,10.85,18320,-45019,26949
2015-10-28,65100.0,66400.0,289451.0,11.14,-31778,-87528,118439
2015-10-29,66500.0,66400.0,176828.0,11.14,141,-15794,15039
2015-10-30,66800.0,68400.0,198332.0,11.47,-19453,22261,-1919
2015-11-02,68700.0,67600.0,197162.0,11.34,24550,-25005,425
2015-11-03,67900.0,67500.0,202476.0,11.32,4109,-28881,24591
2015-11-04,67700.0,68500.0,185165.0,11.49,-21209,-41334,63031
2015-11-05,68800.0,68400.0,127371.0,11.47,6461,-27450,21110
2015-11-06,68300.0,64900.0,190769.0,10.89,47256,-86232,39113
2015-11-09,65000.0,65400.0,253195.0,10.97,8464,22248,-30464
2015-11-10,65700.0,66100.0,199985.0,11.09,-29618,-3679,33333
2015-11-11,65100.0,65900.0,187789.0,11.05,-3018,10377,-7249
2015-11-12,66400.0,68900.0,138745.0,11.56,-27540,31383,-3903
2015-11-13,68900.0,68600.0,339916.0,11.51,-15210,5740,9036
2015-11-16,68600.0,68300.0,249120.0,11.46,-7627,11186,-3559
2015-11-17,68400.0,68700.0,138462.0,11.52,-11267,-4129,15731
2015-11-18,69200.0,66400.0,128400.0,11.14,13621,6427,-18412
2015-11-19,62800.0,61300.0,6986779.0,10.28,-5315725,1042930,4274827
2015-11-20,61900.0,62000.0,771441.0,10.4,59920,36824,-100262
2015-11-23,62200.0,62000.0,564330.0,10.4,-3365,-5475,8575
2015-11-24,62200.0,62200.0,627454.0,10.43,15351,102412,-115801
2015-11-25,62300.0,63500.0,517719.0,10.65,-28606,142633,-110716
2015-11-26,63500.0,63300.0,358971.0,10.62,-36098,41119,-3924
2015-11-27,63200.0,63900.0,163047.0,10.72,-7334,12240,-4730
2015-11-30,63200.0,62100.0,329805.0,10.42,49125,34700,-84604
2015-12-01,62900.0,64500.0,601404.0,10.82,-71463,132327,-61397
2015-12-02,64500.0,63700.0,237507.0,10.69,3032,5596,-9097
2015-12-03,64100.0,64000.0,281452.0,10.74,-10971,32384,-20948
2015-12-04,63800.0,63700.0,124140.0,10.69,4872,4057,-8929
2015-12-07,64500.0,63900.0,177323.0,10.72,-21279,2411,19617
2015-12-08,64100.0,63800.0,266808.0,10.7,-8119,39888,-31768
2015-12-09,64300.0,65700.0,198502.0,11.02,-39848,51096,-12429
2015-12-10,65000.0,64900.0,460978.0,10.89,2486,-52809,52157
2015-12-11,65100.0,65900.0,365376.0,11.05,-16792,-112737,128842
2015-12-14,64900.0,64800.0,193830.0,10.87,7290,29071,-37051
2015-12-15,65400.0,65500.0,274071.0,10.99,-24298,-7773,32071
2015-12-16,66000.0,68000.0,250502.0,11.41,-51481,-3384,54918
2015-12-17,68000.0,69000.0,363239.0,11.57,-41254,-6909,48115
2015-12-18,69000.0,68800.0,243533.0,11.54,-14926,32332,-16636
2015-12-21,69400.0,68600.0,145849.0,11.51,-3616,-29503,34158
2015-12-22,69300.0,71900.0,287386.0,12.06,-50063,-21406,71020
2015-12-23,71900.0,71400.0,236842.0,11.98,-2963,-22217,25312
2015-12-24,71900.0,71300.0,116547.0,11.96,-19272,18726,1204
2015-12-28,71400.0,70500.0,85745.0,11.83,-1617,-9817,11240
2015-12-29,69000.0,70100.0,103051.0,11.76,4747,-7738,2136
2015-12-30,70200.0,70300.0,111729.0,11.79,-3597,-7392,10993
2016-01-04,68000.0,69700.0,145855.0,11.78,-11065,-45416,56412
2016-01-05,70100.0,69700.0,268983.0,11.78,-15304,-51438,65428
2016-01-06,69700.0,69100.0,174565.0,11.68,-3139,-53497,51781
2016-01-07,68600.0,69200.0,158183.0,11.7,-9952,-13875,33827
2016-01-08,69100.0,69500.0,216027.0,11.75,-9278,-21946,31814
2016-01-11,68200.0,67400.0,240907.0,11.39,24969,-2519,-22527
2016-01-12,68000.0,69000.0,127959.0,11.66,-15425,22848,-7383
2016-01-13,68700.0,69000.0,81598.0,11.66,-3173,-25081,28198
2016-01-14,67700.0,70000.0,186547.0,11.83,-18012,-1591,20483
2016-01-15,71300.0,70100.0,191500.0,11.85,-8559,-50031,58585
2016-01-18,70100.0,67100.0,324179.0,11.34,19915,-45128,26724
2016-01-19,67500.0,67100.0,148778.0,11.34,-1395,-13578,15751
2016-01-20,67100.0,65200.0,158529.0,11.02,17100,-45308,30176
2016-01-21,65600.0,63900.0,213105.0,10.8,8094,-38232,30194
2016-01-22,63600.0,64900.0,150516.0,10.97,-11806,-6509,18315
2016-01-25,65400.0,64700.0,157605.0,10.94,15002,-48059,32423
2016-01-26,64500.0,65900.0,160701.0,11.14,-8329,7470,859
2016-01-27,66800.0,64700.0,281799.0,10.94,36515,-51494,15613
2016-01-28,63200.0,65400.0,178700.0,11.06,2352,-17528,15176
2016-01-29,64300.0,68000.0,275130.0,11.5,-47223,-101296,148519
2016-02-01,67200.0,68400.0,125618.0,11.56,-3300,-15653,19153
2016-02-02,67500.0,66000.0,179317.0,11.16,30368,2006,-32989
2016-02-03,65400.0,65000.0,161630.0,10.99,15819,-74288,58469
2016-02-04,65700.0,66300.0,108465.0,11.21,-15075,-5565,20640
2016-02-05,66700.0,67500.0,88021.0,11.41,-18220,-12103,30338
2016-02-11,65000.0,65400.0,101743.0,11.06,7637,14703,-22340
2016-02-12,65400.0,65600.0,135792.0,11.09,-14068,37357,-23289
2016-02-15,66300.0,66200.0,126042.0,11.19,379,-43386,43004
2016-02-16,66300.0,68500.0,130028.0,11.58,-37392,-13380,50772
2016-02-17,69400.0,66600.0,252159.0,11.26,-2819,-91770,94627
2016-02-18,67300.0,67100.0,185135.0,11.34,18896,-913,-19675
2016-02-19,67100.0,69500.0,142468.0,11.75,-35756,-7742,43319
2016-02-22,68600.0,67300.0,152724.0,11.38,28490,-55200,28128
2016-02-23,67700.0,67400.0,213440.0,11.39,15989,-49755,33766
2016-02-24,68000.0,67800.0,88705.0,11.46,-15546,3615,11931
2016-02-25,68100.0,67000.0,118721.0,11.33,15984,-25322,9309
2016-02-26,67200.0,68500.0,148660.0,11.58,-39047,-13959,53006
2016-02-29,68500.0,67500.0,182045.0,11.41,7322,20207,-27536
2016-03-02,67900.0,68600.0,255535.0,11.6,-11352,187,11201
