Symbol,삼성SDI_시가(원),삼성SDI_종가(원),삼성SDI_거래량(주),삼성SDI_PER(IFRS-연결),삼성SDI_순매수수량(개인)(주),삼성SDI_순매수수량(기관계)(주),삼성SDI_순매수수량(외국인계)(주)
2011-08-25,134000.0,130500.0,419260.0,17.29,-253,16768,6434
2011-08-26,130500.0,131000.0,416264.0,17.35,104109,13353,-113492
2011-08-29,134000.0,141500.0,697400.0,18.75,-205304,150373,27685
2011-08-30,143500.0,138500.0,384071.0,18.35,22030,11720,-38197
2011-08-31,139500.0,140000.0,309373.0,18.55,19637,-60444,33410
2011-09-01,140000.0,138000.0,612314.0,18.28,-1311,-58791,66509
2011-09-02,137500.0,137500.0,242290.0,18.22,29621,-52908,27385
2011-09-05,135000.0,129000.0,435552.0,17.09,166512,-154161,-22932
2011-09-06,125500.0,120000.0,858570.0,15.9,223600,-278163,57544
2011-09-07,124500.0,125000.0,663892.0,16.56,-1429,-29029,44901
2011-09-08,127000.0,122500.0,544109.0,16.23,31502,-44938,19141
2011-09-09,120500.0,117000.0,865130.0,15.5,229142,-155710,-51189
2011-09-14,116000.0,110500.0,712591.0,14.64,-41743,171397,-129239
2011-09-15,115000.0,113000.0,504182.0,14.97,68286,-55420,447
2011-09-16,115000.0,116000.0,804815.0,15.37,42938,-8898,8044
2011-09-19,115000.0,114000.0,447998.0,15.1,-677,22430,-19695
2011-09-20,113000.0,122000.0,808828.0,16.16,-217806,211715,-2977
2011-09-21,120500.0,121500.0,675112.0,16.1,10010,175451,-197342
2011-09-22,117000.0,115000.0,433133.0,15.24,61904,30750,-75552
2011-09-23,110000.0,105000.0,720654.0,13.91,147116,-83262,-56022
2011-09-26,106500.0,100000.0,631005.0,13.25,-117704,129968,7625
2011-09-27,106000.0,110000.0,663502.0,14.57,-79184,42696,35862
2011-09-28,112000.0,114500.0,812641.0,15.17,-267074,89785,207797
2011-09-29,114000.0,119000.0,543213.0,15.77,-116566,143238,-20984
2011-09-30,118500.0,116000.0,400827.0,15.37,56703,-16032,-19319
2011-10-04,108500.0,111500.0,377112.0,14.77,20232,-11406,-2647
2011-10-05,112500.0,105000.0,469627.0,13.91,52538,-58854,-5183
2011-10-06,110500.0,120500.0,655548.0,15.96,-89346,67747,25250
2011-10-07,124500.0,122000.0,982274.0,16.16,-93691,74565,105
2011-10-10,122500.0,127000.0,559483.0,16.82,-87240,77239,26401
2011-10-11,130000.0,126500.0,634139.0,16.76,-28364,-24871,29020
2011-10-12,123000.0,125500.0,543823.0,16.63,31930,-73349,45953
2011-10-13,127500.0,122500.0,555989.0,16.23,137132,-155500,28653
2011-10-14,121500.0,126500.0,477219.0,16.76,-59739,-6618,51004
2011-10-17,128000.0,127000.0,354806.0,16.82,57752,-62732,3177
2011-10-18,122500.0,124000.0,343160.0,16.43,5542,-1904,7862
2011-10-19,126000.0,125000.0,323733.0,16.56,-14263,-12371,20617
2011-10-20,125000.0,128000.0,1195382.0,16.96,-163079,142072,-20583
2011-10-21,131000.0,136000.0,806511.0,18.02,-225908,238912,-18672
2011-10-24,138000.0,137500.0,495856.0,18.22,-34611,22756,-3660
2011-10-25,137000.0,137500.0,569126.0,18.22,-126830,114113,57275
2011-10-26,137500.0,139000.0,417508.0,18.41,28258,-29618,-16370
2011-10-27,139500.0,135500.0,688523.0,17.95,97686,-130757,33144
2011-10-28,138000.0,133500.0,534948.0,17.69,35900,-63566,35779
2011-10-31,133000.0,136000.0,586625.0,18.02,-62120,1163,74331
2011-11-01,137000.0,136500.0,445854.0,18.08,44229,-38049,-1407
2011-11-02,132500.0,136500.0,325562.0,18.08,16036,14832,-27007
2011-11-03,137500.0,135000.0,277036.0,17.88,-28423,58297,-18131
2011-11-04,139500.0,142000.0,458373.0,18.81,-111109,85701,8636
2011-11-07,140500.0,141000.0,234998.0,18.68,3086,-472,12836
2011-11-08,142000.0,138000.0,210203.0,18.28,12139,-16872,-2257
2011-11-09,140000.0,138500.0,172371.0,18.35,-19147,-2813,1401
2011-11-10,133000.0,128500.0,700068.0,17.02,131204,20741,-134245
2011-11-11,131000.0,130000.0,313181.0,17.22,40967,14983,-52532
2011-11-14,134000.0,131000.0,480501.0,17.35,140966,-61147,-65266
2011-11-15,129000.0,127000.0,558273.0,16.82,187214,-73519,-124654
2011-11-16,127500.0,122000.0,747473.0,16.16,227845,-122157,-92747
2011-11-17,123000.0,125500.0,306285.0,16.63,8286,-5848,-5229
2011-11-18,122000.0,121500.0,450726.0,16.1,173965,-45887,-126281
2011-11-21,120000.0,119500.0,344327.0,15.83,38500,-30056,-8912
2011-11-22,117000.0,123500.0,384828.0,16.36,-58693,97904,-29769
2011-11-23,123000.0,120500.0,253721.0,15.96,-27680,70340,-49615
2011-11-24,120000.0,123000.0,235254.0,16.29,-55836,70773,-16025
2011-11-25,122000.0,122500.0,298164.0,16.23,9760,43259,-31183
2011-11-28,126000.0,127000.0,367027.0,16.82,-74269,91899,-31650
2011-11-29,127500.0,131500.0,702484.0,17.42,-288632,178656,32926
2011-11-30,131000.0,133500.0,566049.0,17.69,-192679,149839,595
2011-12-01,140000.0,139000.0,598869.0,18.41,-198464,175766,7475
2011-12-02,138000.0,141000.0,301919.0,18.68,-157229,130567,18978
2011-12-05,141500.0,141500.0,199365.0,18.75,-19325,37236,-19871
2011-12-06,140000.0,133500.0,554242.0,17.69,137783,-102741,-29005
2011-12-07,134500.0,139500.0,492038.0,18.48,-154205,100550,34759
2011-12-08,137500.0,136500.0,310914.0,18.08,67967,-36024,-27416
2011-12-09,133500.0,140000.0,452512.0,18.55,-50157,31052,1941
2011-12-12,143000.0,149500.0,894445.0,19.81,-257675,265336,-47137
2011-12-13,148500.0,148500.0,546583.0,19.67,-75512,77358,-6805
2011-12-14,146000.0,144000.0,427301.0,19.08,-703,-4101,-1971
2011-12-15,139500.0,137500.0,421065.0,18.22,75954,-13234,-46849
2011-12-16,139000.0,139000.0,433135.0,18.41,79441,1674,-75750
2011-12-19,136500.0,130500.0,600758.0,17.29,58657,-29717,-26850
2011-12-20,132500.0,132500.0,268375.0,17.55,20384,31187,-44005
2011-12-21,136500.0,135500.0,290148.0,17.95,-14059,31662,-32055
2011-12-22,134500.0,135000.0,154526.0,17.88,-1787,5098,-3050
2011-12-23,136500.0,134000.0,308180.0,17.75,19118,-33175,17537
2011-12-26,135000.0,133000.0,138290.0,17.62,-4499,-13099,16776
2011-12-27,132500.0,132500.0,372632.0,17.55,-39483,9565,45778
2011-12-28,133000.0,134000.0,242622.0,17.75,-1165,34462,-19826
2011-12-29,132500.0,133500.0,314064.0,17.69,-30043,91584,-63402
2012-01-02,135000.0,137500.0,293425.0,20.26,31348,210,-12191
2012-01-03,138500.0,141000.0,320051.0,20.78,-48981,3617,31103
2012-01-04,141000.0,138500.0,228676.0,20.41,30327,-64520,37109
2012-01-05,139000.0,134000.0,707734.0,19.75,325672,-298434,-27741
2012-01-06,134500.0,134500.0,415046.0,19.82,62404,-68796,23780
2012-01-09,134500.0,132500.0,226995.0,19.53,62232,-9951,-26812
2012-01-10,133000.0,133500.0,382635.0,19.67,114161,-189477,61680
2012-01-11,133000.0,131500.0,373103.0,19.38,83502,-111187,45387
2012-01-12,131000.0,133000.0,322570.0,19.6,52466,-63125,21445
2012-01-13,132500.0,131000.0,429105.0,19.31,184854,-145584,-16058
2012-01-16,130000.0,129500.0,391741.0,19.09,139105,-153200,27145
2012-01-17,130000.0,128500.0,711657.0,18.94,345950,-343433,-7900
2012-01-18,128500.0,129000.0,343891.0,19.01,30057,-47764,21820
2012-01-19,131000.0,135500.0,1018130.0,19.97,-153379,131932,-3808
2012-01-20,136000.0,138500.0,834688.0,20.41,-198590,77721,108080
2012-01-25,139000.0,141500.0,738851.0,20.85,-266002,9301,256815
2012-01-26,142500.0,144500.0,727255.0,21.3,-346391,85040,269873
2012-01-27,143500.0,144500.0,311642.0,21.3,-79266,63952,19496
2012-01-30,142000.0,140500.0,420269.0,20.71,-63604,29669,19616
2012-01-31,141500.0,139500.0,488374.0,20.56,70155,44491,-119803
2012-02-01,141000.0,145000.0,614778.0,21.37,-121393,46998,69117
2012-02-02,147000.0,144500.0,802970.0,21.3,58770,-85486,51253
2012-02-03,145000.0,142500.0,481169.0,21.0,93765,-136345,40659
2012-02-06,144500.0,143000.0,458886.0,21.07,5934,-41669,37854
2012-02-07,142500.0,141500.0,326773.0,20.85,23469,-46695,27753
2012-02-08,140000.0,146000.0,760502.0,21.52,-30855,-49939,94282
2012-02-09,146000.0,150500.0,686181.0,22.18,-146858,162858,-11477
2012-02-10,151000.0,151500.0,568115.0,22.33,-119606,72287,50331
2012-02-13,150500.0,153000.0,441976.0,22.55,-154438,71607,72971
2012-02-14,154000.0,153000.0,337082.0,22.55,-76201,48056,22484
2012-02-15,150000.0,147500.0,1071377.0,21.74,145905,-219043,58734
2012-02-16,146000.0,142000.0,547757.0,20.93,122610,-140600,11718
2012-02-17,144500.0,144000.0,575449.0,21.22,48642,-85752,40250
2012-02-20,144000.0,141500.0,748366.0,20.85,263372,-232550,-43822
2012-02-21,140000.0,141500.0,397308.0,20.85,51648,-68879,24013
2012-02-22,141500.0,138000.0,609143.0,20.34,254558,-226519,6869
2012-02-23,137000.0,136500.0,544485.0,20.12,103849,-161020,51448
2012-02-24,137000.0,141000.0,484756.0,20.78,-104064,66065,43138
2012-02-27,141500.0,138000.0,360862.0,20.34,50451,-24249,-14588
2012-02-28,138000.0,139000.0,332514.0,20.49,18313,-10262,-5290
2012-02-29,139000.0,138000.0,426408.0,20.34,76910,-66297,-2085
2012-03-02,139500.0,141000.0,415634.0,20.78,-7187,-29502,36807
2012-03-05,140000.0,138500.0,376844.0,20.41,12976,-57122,48425
2012-03-06,137500.0,138500.0,196697.0,20.41,16262,341,-12916
2012-03-07,136000.0,136000.0,254884.0,20.04,22716,-7892,-9331
2012-03-08,137500.0,141000.0,463035.0,20.78,-75175,51573,17881
2012-03-09,143000.0,142500.0,306164.0,21.0,-6624,1119,1159
2012-03-12,142500.0,142000.0,164061.0,20.93,11428,-20426,11128
2012-03-13,143000.0,144000.0,352237.0,21.22,-45937,48316,-6542
2012-03-14,146000.0,144000.0,424532.0,21.22,-60266,33070,29011
2012-03-15,144000.0,142000.0,191566.0,20.93,-18549,5225,15712
2012-03-16,144500.0,146000.0,715429.0,21.52,-26306,-621,16625
2012-03-19,146000.0,145500.0,270052.0,21.44,1900,-3278,-2983
2012-03-20,145000.0,140000.0,684343.0,20.63,64884,-24496,-24044
2012-03-21,138000.0,137000.0,799367.0,20.19,109442,-35851,-74818
2012-03-22,137000.0,136000.0,249537.0,20.04,79431,-26854,-54932
2012-03-23,135000.0,137500.0,286653.0,20.26,56814,-54256,3404
2012-03-26,138000.0,136000.0,274042.0,20.04,57699,-37148,-27088
2012-03-27,137500.0,137000.0,158978.0,20.19,-48561,10648,41187
2012-03-28,137000.0,137000.0,184985.0,20.19,-33639,-16762,46966
2012-03-29,136500.0,137500.0,149035.0,20.26,-1615,19184,-6870
2012-03-30,137500.0,137000.0,127929.0,20.19,4395,2404,2446
2012-04-02,137000.0,139000.0,294996.0,20.49,-74121,76324,-3787
2012-04-03,140000.0,142000.0,470088.0,20.93,-149856,129272,-18080
2012-04-04,142000.0,141000.0,254005.0,20.78,-46046,-54,1040
2012-04-05,140000.0,138500.0,299322.0,20.41,69210,-5655,-56069
2012-04-06,137500.0,139000.0,193093.0,20.49,-7602,-1898,18504
2012-04-09,137500.0,134500.0,233077.0,19.82,46672,-5569,-15722
2012-04-10,134000.0,131000.0,517323.0,19.31,43025,1607,-15693
2012-04-12,131000.0,130000.0,366832.0,19.16,71420,-82160,18192
2012-04-13,130500.0,134500.0,380794.0,19.82,-96217,154742,-60908
2012-04-16,133000.0,134500.0,159481.0,19.82,-31905,23526,8990
2012-04-17,135000.0,136000.0,276532.0,20.04,-92275,143976,-58275
2012-04-18,137500.0,136500.0,228589.0,20.12,-56644,91919,-34323
2012-04-19,135500.0,137500.0,269230.0,20.26,-107198,112843,-7550
2012-04-20,137000.0,141500.0,592374.0,20.85,-324100,380319,-55469
2012-04-23,140500.0,140500.0,179153.0,20.71,-41593,50268,-17375
2012-04-24,138500.0,138500.0,215816.0,20.41,-49917,56658,4890
2012-04-25,141000.0,141500.0,411907.0,20.85,-130633,143137,-18306
2012-04-26,142500.0,140500.0,213357.0,20.71,-23577,40913,-29338
2012-04-27,140000.0,151000.0,1358281.0,22.25,-517370,457957,39124
2012-04-30,153500.0,163000.0,1687129.0,24.02,-653973,357174,280710
2012-05-02,166500.0,160500.0,717756.0,23.65,-77105,-14616,97699
2012-05-03,160000.0,163000.0,605649.0,24.02,-183424,123937,43304
2012-05-04,163000.0,163000.0,397500.0,24.02,-146452,73183,78522
2012-05-07,160000.0,161500.0,282527.0,23.8,-48610,58157,3863
2012-05-08,164500.0,166500.0,727378.0,24.54,-121089,177978,-55378
2012-05-09,165000.0,168000.0,526048.0,24.76,-132432,136081,-21804
2012-05-10,168500.0,167000.0,385963.0,24.61,-17419,19647,1308
2012-05-11,167500.0,165500.0,277959.0,24.39,-61813,4159,66675
2012-05-14,165000.0,166000.0,283081.0,24.46,-38079,9545,50461
2012-05-15,165000.0,167000.0,308607.0,24.61,-69555,67304,4909
2012-05-16,166500.0,154500.0,1071459.0,22.77,65119,55371,-104246
2012-05-17,156500.0,158500.0,561350.0,23.36,-80383,63249,39818
2012-05-18,155000.0,156000.0,449771.0,22.99,-42409,50085,-8252
2012-05-21,159000.0,156500.0,264968.0,23.06,13894,10129,-12957
2012-05-22,160000.0,156500.0,1001596.0,23.06,59204,-96973,88735
2012-05-23,153000.0,153500.0,487557.0,22.62,30413,70268,-101845
2012-05-24,153500.0,152000.0,208728.0,22.4,-9513,19355,-16906
2012-05-25,153500.0,153500.0,241091.0,22.62,-21472,27975,-13096
2012-05-29,154000.0,155000.0,182268.0,22.84,12002,-28630,10782
2012-05-30,155000.0,154000.0,193245.0,22.7,3889,-6169,10501
2012-05-31,151500.0,153000.0,171655.0,22.55,-5722,10758,-3854
2012-06-01,152500.0,153500.0,180602.0,22.62,-8640,21748,-21946
2012-06-04,148500.0,149000.0,276613.0,21.96,-56745,-10072,34462
2012-06-05,151500.0,150000.0,172204.0,22.11,-19332,19155,-13723
2012-06-07,154000.0,152000.0,227829.0,22.4,42866,-54073,5134
2012-06-08,152000.0,149500.0,253070.0,22.03,36318,-54346,28794
2012-06-11,151500.0,154500.0,254861.0,22.77,-35753,4947,14769
2012-06-12,152000.0,156000.0,227753.0,22.99,-14700,34106,-15167
2012-06-13,157500.0,157000.0,186766.0,23.14,18484,-3925,-26613
2012-06-14,156000.0,156000.0,328898.0,22.99,43057,-40423,-9862
2012-06-15,157000.0,152500.0,320720.0,22.47,30138,1830,-47373
2012-06-18,156000.0,155500.0,302308.0,22.92,-10362,-33449,46510
2012-06-19,154500.0,155000.0,134833.0,22.84,21077,-10553,-18349
2012-06-20,157500.0,155500.0,152118.0,22.92,12286,-17347,9558
2012-06-21,156500.0,154500.0,191854.0,22.77,40258,-35614,-2460
2012-06-22,152500.0,151500.0,201831.0,22.33,26662,11912,-871
2012-06-25,151500.0,149500.0,186943.0,22.03,19207,-6462,-11060
2012-06-26,148500.0,148500.0,156293.0,21.89,47201,-31184,-12678
2012-06-27,148500.0,148000.0,223417.0,21.81,17362,28472,-47319
2012-06-28,149500.0,149000.0,158099.0,21.96,-34230,56805,-22952
2012-06-29,149000.0,151500.0,168575.0,22.33,-16333,38901,-24845
2012-07-02,153000.0,150000.0,163366.0,22.11,10566,-12075,5218
2012-07-03,151000.0,148000.0,491922.0,21.81,88149,-103898,-17258
2012-07-04,149000.0,149500.0,357903.0,22.03,78901,-69063,-1803
2012-07-05,148500.0,147500.0,305039.0,21.74,84253,-41283,-38634
2012-07-06,148500.0,144000.0,515925.0,21.22,70029,-38306,-29687
2012-07-09,141500.0,141500.0,263223.0,20.85,39887,9187,-48434
2012-07-10,141500.0,140000.0,212598.0,20.63,29739,1693,5639
2012-07-11,140500.0,141500.0,288361.0,20.85,5397,44469,-49394
2012-07-12,142500.0,141000.0,217827.0,20.78,-25316,2419,30925
2012-07-13,142500.0,143000.0,271702.0,21.07,-20484,36778,-23032
2012-07-16,144000.0,143000.0,171322.0,21.07,17321,7180,-25173
2012-07-17,142000.0,142000.0,170489.0,20.93,-826,-1674,1478
2012-07-18,142000.0,140500.0,224094.0,20.71,3050,-61340,60413
2012-07-19,142000.0,143000.0,236518.0,21.07,-23227,7097,16272
2012-07-20,144000.0,141500.0,215912.0,20.85,44734,-22105,-35586
2012-07-23,139500.0,139500.0,180980.0,20.56,-11494,-17512,14319
2012-07-24,138500.0,139000.0,160716.0,20.49,417,-14065,12023
2012-07-25,135500.0,136000.0,286475.0,20.04,2347,-73876,70846
2012-07-26,135500.0,136500.0,223876.0,20.12,30618,-40698,12189
2012-07-27,139500.0,144000.0,337335.0,21.22,-74172,17922,65894
2012-07-30,145000.0,141000.0,409724.0,20.78,76270,-159587,73243
2012-07-31,141000.0,142500.0,324252.0,21.0,-28646,16517,4015
2012-08-01,142500.0,144500.0,247801.0,21.3,-6558,37595,-31487
2012-08-02,144500.0,141500.0,327871.0,20.85,89637,-57874,-21612
2012-08-03,139500.0,139500.0,306976.0,20.56,38760,-30058,-5611
2012-08-06,142000.0,140500.0,260813.0,20.71,76279,-15061,-62076
2012-08-07,140500.0,142000.0,253523.0,20.93,-32394,40143,23967
2012-08-08,143000.0,142000.0,308810.0,20.93,-6824,18789,-7873
2012-08-09,142500.0,145500.0,422420.0,21.44,-64168,26078,46535
2012-08-10,146500.0,145500.0,373695.0,21.44,23357,-63154,46969
2012-08-13,146000.0,146500.0,266678.0,21.59,-35948,-41746,71783
2012-08-14,147500.0,146500.0,262308.0,21.59,-10922,-27837,26814
2012-08-16,147500.0,147000.0,129527.0,21.66,-34589,8946,27626
2012-08-17,148500.0,147000.0,169825.0,21.66,-33528,11139,20546
2012-08-20,148500.0,151500.0,436685.0,22.33,-136369,-14271,164844
2012-08-21,150000.0,148500.0,356080.0,21.89,7369,-69394,53986
2012-08-22,147500.0,147500.0,173101.0,21.74,-11132,-13811,27815
2012-08-23,148000.0,146000.0,197760.0,21.52,23761,16785,-38651
2012-08-24,145000.0,144000.0,212896.0,21.22,1043,21300,-26651
2012-08-27,137000.0,141500.0,640073.0,20.85,46221,-126120,72439
2012-08-28,141500.0,142000.0,193240.0,20.93,44164,-45518,5382
2012-08-29,142500.0,143000.0,216009.0,21.07,4220,15255,-21064
2012-08-30,143000.0,141500.0,142880.0,20.85,-4795,-20453,17519
2012-08-31,141500.0,143000.0,250827.0,21.07,20213,40968,-63764
2012-09-03,143500.0,144500.0,248698.0,21.3,3402,-19748,16133
2012-09-04,144000.0,147500.0,445308.0,21.74,-79632,48293,33799
2012-09-05,147500.0,147500.0,282917.0,21.74,-57768,54565,6449
2012-09-06,149500.0,147500.0,328232.0,21.74,-68979,40500,32633
2012-09-07,150500.0,148000.0,370872.0,21.81,34615,-51322,18805
2012-09-10,149000.0,147500.0,191686.0,21.74,-15649,-44111,56396
2012-09-11,146500.0,145500.0,155764.0,21.44,10147,-36602,21371
2012-09-12,145500.0,146000.0,211123.0,21.52,18604,-52574,34176
2012-09-13,145000.0,147500.0,281538.0,21.74,-78244,67120,15929
2012-09-14,151000.0,150000.0,329029.0,22.11,-48096,-19436,65769
2012-09-17,150000.0,148500.0,167518.0,21.89,42804,-45648,2024
2012-09-18,148000.0,148000.0,150092.0,21.81,16620,-21928,4298
2012-09-19,148500.0,152000.0,395898.0,22.4,-51783,697,58218
2012-09-20,151500.0,150500.0,210151.0,22.18,-35937,-1954,37440
2012-09-21,151500.0,152000.0,222849.0,22.4,-49505,-3264,58093
2012-09-24,152000.0,156500.0,491701.0,23.06,-112051,43286,67006
2012-09-25,156500.0,155500.0,187059.0,22.92,35,-6382,5795
2012-09-26,154000.0,153000.0,211287.0,22.55,13292,4092,-14874
2012-09-27,152000.0,154000.0,206324.0,22.7,-36557,50122,-10850
2012-09-28,155500.0,158500.0,496774.0,23.36,-166797,144713,41180
2012-10-02,159500.0,157000.0,109874.0,23.14,-7888,994,4372
2012-10-04,158000.0,159500.0,287399.0,23.51,-70275,55714,12674
2012-10-05,160500.0,156500.0,324261.0,23.06,-26220,46389,-3632
2012-10-08,157000.0,153500.0,187440.0,22.62,16827,46422,-64679
2012-10-09,154500.0,156500.0,183696.0,23.06,-60433,6186,54481
2012-10-10,154500.0,151500.0,180808.0,22.33,36550,-28103,-10574
2012-10-11,150500.0,150500.0,198707.0,22.18,14049,-2063,-12929
2012-10-12,150500.0,148000.0,243271.0,21.81,34822,-43337,8896
2012-10-15,147000.0,145500.0,216284.0,21.44,4159,-35028,35623
2012-10-16,146500.0,146000.0,168212.0,21.52,47715,-28498,-19825
2012-10-17,147500.0,149000.0,216896.0,21.96,-46028,-15360,63065
2012-10-18,150000.0,150500.0,138602.0,22.18,-6413,-8510,16081
2012-10-19,150000.0,151000.0,174297.0,22.25,-40464,-11650,58359
2012-10-22,148000.0,149000.0,188789.0,21.96,33191,-22458,-11516
2012-10-23,149500.0,144500.0,231249.0,21.3,66743,-8893,-51313
2012-10-24,142500.0,144000.0,195854.0,21.22,-3224,-2182,5500
2012-10-25,143000.0,146500.0,250141.0,21.59,28375,-34545,-2035
2012-10-26,145500.0,144000.0,123951.0,21.22,-16996,36190,-19061
2012-10-29,145000.0,143500.0,103189.0,21.15,-14588,12486,2252
2012-10-30,143000.0,144000.0,302873.0,21.22,63514,-70212,15232
2012-10-31,144000.0,137000.0,893633.0,20.19,120643,-156804,40322
2012-11-01,137000.0,137500.0,274105.0,20.26,-60854,20290,42290
2012-11-02,139500.0,137500.0,185417.0,20.26,18204,-26944,8122
2012-11-05,138500.0,143500.0,372892.0,21.15,-157378,12187,148687
2012-11-06,144000.0,146500.0,248910.0,21.59,-88406,37412,53756
2012-11-07,146500.0,148500.0,181432.0,21.89,-42490,21471,22561
2012-11-08,146000.0,146500.0,167165.0,21.59,20463,-14525,-6419
2012-11-09,144000.0,150500.0,328555.0,22.18,-108620,117593,-7285
2012-11-12,150500.0,149500.0,115984.0,22.03,-13154,24527,-12070
2012-11-13,150000.0,148500.0,155038.0,21.89,-35060,26836,9500
2012-11-14,149500.0,149000.0,169736.0,21.96,-512,15863,-15261
2012-11-15,147000.0,149000.0,136270.0,21.96,-28814,10585,17296
2012-11-16,150000.0,151500.0,260174.0,22.33,-77006,1246,77561
2012-11-19,153500.0,151500.0,145704.0,22.33,-13577,812,16476
2012-11-20,153000.0,151000.0,143582.0,22.25,-1209,-11885,12852
2012-11-21,152000.0,152500.0,233764.0,22.47,-57920,-2493,57703
2012-11-22,154000.0,153000.0,178383.0,22.55,-20743,2557,13407
2012-11-23,154500.0,155000.0,214998.0,22.84,-61702,17242,45529
2012-11-26,156000.0,154000.0,145165.0,22.7,-25377,-11801,37907
2012-11-27,155500.0,153000.0,232973.0,22.55,1913,3164,-5174
2012-11-28,153500.0,155500.0,208165.0,22.92,-35162,-14101,53262
2012-11-29,156500.0,155000.0,176244.0,22.84,-27205,-9162,41333
2012-11-30,155000.0,155500.0,140455.0,22.92,-23316,-17098,40271
2012-12-03,156000.0,156000.0,102448.0,22.99,-30969,9220,21727
