Symbol,동아쏘시오홀딩스_시가(원),동아쏘시오홀딩스_종가(원),동아쏘시오홀딩스_거래량(주),동아쏘시오홀딩스_PER(IFRS-연결),동아쏘시오홀딩스_순매수수량(개인)(주),동아쏘시오홀딩스_순매수수량(기관계)(주),동아쏘시오홀딩스_순매수수량(외국인계)(주)
2001-10-29,19800.0,20200.0,232790.0,6.15,25930,19980,-40000
2001-10-30,20000.0,20250.0,167590.0,6.17,-16700,-3000,0
2001-10-31,20250.0,20950.0,334090.0,6.38,-17020,10470,34750
2001-11-01,21200.0,21400.0,317770.0,6.52,-67510,68310,0
2001-11-02,21600.0,21450.0,246080.0,6.53,-730,-9030,1770
2001-11-05,21500.0,22650.0,477730.0,6.9,-32190,-33980,76300
2001-11-06,22800.0,23000.0,470120.0,7.01,6480,-236640,217930
2001-11-07,23000.0,22450.0,188660.0,6.84,1880,-11200,-14420
2001-11-08,22100.0,22400.0,172860.0,6.82,26790,-26970,-290
2001-11-09,22100.0,21900.0,140320.0,6.67,34000,-56170,3000
2001-11-12,21850.0,22100.0,144400.0,6.73,36330,-48760,900
2001-11-13,22100.0,22000.0,162150.0,6.7,-13220,-4910,10
2001-11-14,22300.0,22100.0,139340.0,6.73,24160,-39390,540
2001-11-15,22100.0,22500.0,194390.0,6.86,-25210,20130,1020
2001-11-16,22700.0,22700.0,153430.0,6.92,-26700,11390,15860
2001-11-19,22900.0,22900.0,184470.0,6.98,-13140,14400,2090
2001-11-20,23100.0,22450.0,205710.0,6.84,-15690,-12670,60
2001-11-21,22350.0,22300.0,105920.0,6.79,-14630,-1130,120
2001-11-22,22300.0,22900.0,117600.0,6.98,-20880,22290,0
2001-11-23,23400.0,23200.0,416440.0,7.07,84200,-74600,-12040
2001-11-26,23300.0,23750.0,265040.0,7.24,-20580,26870,0
2001-11-27,23900.0,23400.0,170290.0,7.13,-4770,12900,-700
2001-11-28,23800.0,22500.0,150490.0,6.86,6290,-7970,60
2001-11-29,22500.0,22900.0,101650.0,6.98,-9540,18560,0
2001-11-30,22900.0,23350.0,131360.0,7.11,14950,-6450,290
2001-12-03,23350.0,23700.0,92410.0,7.22,-15100,-5310,0
2001-12-04,23700.0,24200.0,162170.0,7.37,-27540,25690,480
2001-12-05,24400.0,24500.0,190000.0,7.46,-2480,8170,13000
2001-12-06,24500.0,23600.0,139060.0,7.19,12650,-31110,100
2001-12-07,23700.0,25200.0,498230.0,7.68,-18750,-46030,90460
2001-12-10,25600.0,24900.0,178980.0,7.59,3970,-24540,30660
2001-12-11,25200.0,24900.0,126470.0,7.59,-54220,51290,2900
2001-12-12,24500.0,25200.0,141100.0,7.68,-58390,20890,0
2001-12-13,25000.0,25000.0,134970.0,7.62,4930,-2710,-9140
2001-12-14,25000.0,25350.0,80840.0,7.72,-17940,12470,-50
2001-12-17,25400.0,24500.0,198560.0,7.46,-29620,73460,-150
2001-12-18,24700.0,23550.0,159570.0,7.18,43740,-33890,5900
2001-12-19,23700.0,23050.0,114780.0,7.02,-44250,4930,-260
2001-12-20,22800.0,23500.0,100120.0,7.16,4090,-6380,150
2001-12-21,22600.0,23000.0,83420.0,7.01,17440,-17360,-1600
2001-12-24,22650.0,22750.0,84580.0,6.93,22200,-26870,-850
2001-12-26,22950.0,23400.0,120810.0,7.13,24760,-47870,19800
2001-12-27,22800.0,23200.0,59640.0,7.25,-7540,7660,100
2001-12-28,23400.0,23450.0,93140.0,7.33,22470,-24840,0
2002-01-02,23600.0,23900.0,77530.0,6.81,1670,-1110,0
2002-01-03,23700.0,23600.0,78760.0,6.73,7236,-6736,0
2002-01-04,23800.0,23250.0,229359.0,6.63,107536,-14316,-97350
2002-01-07,23450.0,22850.0,193658.0,6.51,75815,-60925,-10100
2002-01-08,23100.0,23150.0,172654.0,6.6,-14150,1150,-80
2002-01-09,22600.0,23150.0,153311.0,6.6,-29942,9442,0
2002-01-10,23500.0,22900.0,123840.0,6.53,27280,-17680,0
2002-01-11,23000.0,23200.0,309634.0,6.61,53320,31600,-95000
2002-01-14,23600.0,23700.0,499399.0,6.76,27090,-7940,-4110
2002-01-15,24100.0,23050.0,259119.0,6.57,7310,16240,-30210
2002-01-16,23100.0,23300.0,92980.0,6.64,-36020,35950,0
2002-01-17,23300.0,24000.0,226450.0,6.84,-117920,31360,86320
2002-01-18,24000.0,24500.0,235263.0,6.98,-37890,-33570,68430
2002-01-21,24400.0,24500.0,176866.0,6.98,42226,-28576,290
2002-01-22,24950.0,24500.0,108668.0,6.98,-10190,11300,0
2002-01-23,24800.0,25350.0,333288.0,7.23,-47960,65100,-10
2002-01-24,25350.0,25500.0,180533.0,7.27,-21350,23230,660
2002-01-25,25700.0,25900.0,197824.0,7.38,-36480,11580,26640
2002-01-28,25950.0,26900.0,230095.0,7.67,-97250,97240,5900
2002-01-29,26600.0,26900.0,105180.0,7.67,-32940,-5930,16320
2002-01-30,26450.0,25500.0,139362.0,7.27,-19040,17110,-25630
2002-01-31,25600.0,24950.0,115760.0,7.11,25580,-23010,-1090
2002-02-01,25100.0,24700.0,66776.0,7.04,-15530,15240,0
2002-02-04,24800.0,25100.0,112730.0,7.16,-31329,32019,0
2002-02-05,25200.0,25900.0,210152.0,7.38,-37700,18230,5240
2002-02-06,25900.0,25950.0,69522.0,7.4,-18868,7728,0
2002-02-07,25850.0,24900.0,86530.0,7.1,7599,-5790,-1849
2002-02-08,24500.0,25450.0,61441.0,7.26,-34420,24760,0
2002-02-14,25600.0,26900.0,87240.0,7.67,-23040,24470,-3080
2002-02-15,26050.0,25700.0,103772.0,7.33,32600,6570,-41680
2002-02-18,25500.0,24600.0,396850.0,7.01,291500,-127030,-142520
2002-02-19,24600.0,22350.0,1092628.0,6.37,672558,-435008,-209680
2002-02-20,22950.0,22550.0,628105.0,6.43,182163,-143333,-20
2002-02-21,22850.0,23000.0,256340.0,6.56,-68710,16150,3120
2002-02-22,22900.0,23050.0,170520.0,6.57,-14150,12890,0
2002-02-25,23050.0,23600.0,226236.0,6.73,-27960,56090,0
2002-02-26,23450.0,23500.0,162742.0,6.7,-22190,-18540,-1370
2002-02-27,23500.0,23500.0,283564.0,6.7,-12172,44890,-24840
2002-02-28,23700.0,23500.0,157279.0,6.7,-9410,9190,-1460
2002-03-04,23700.0,23550.0,263937.0,6.71,34170,-28260,-1910
2002-03-05,23550.0,23300.0,247035.0,6.64,65450,-73580,10320
2002-03-06,23500.0,23300.0,174194.0,6.64,40037,-62057,-360
2002-03-07,23600.0,23550.0,169585.0,6.71,-40855,28140,90
2002-03-08,23550.0,23300.0,143160.0,6.64,-7890,-8920,10000
2002-03-11,23100.0,23100.0,81538.0,6.59,4548,-8858,-710
2002-03-12,23000.0,23000.0,148370.0,6.56,31800,-45320,0
2002-03-13,23100.0,24650.0,816136.0,7.03,57230,-67020,4750
2002-03-14,24700.0,24700.0,348290.0,7.04,-4760,-13350,1730
2002-03-15,24700.0,24200.0,339282.0,6.9,15900,-15130,3780
2002-03-18,24200.0,25200.0,705930.0,7.18,34450,-34590,-270
2002-03-19,25250.0,25000.0,294418.0,7.13,-20020,14590,13950
2002-03-20,25150.0,25000.0,388144.0,7.13,-11747,10227,-1000
2002-03-21,25400.0,25800.0,458336.0,7.36,-62350,44830,10090
2002-03-22,26500.0,26000.0,403054.0,7.41,-11886,-8264,10000
2002-03-25,25900.0,26200.0,403750.0,7.47,-13579,-64371,61600
2002-03-26,26700.0,26800.0,770611.0,7.64,24869,-48869,1600
2002-03-27,27000.0,27000.0,330281.0,7.7,-41330,14650,-4000
2002-03-28,27100.0,26550.0,240930.0,7.57,1060,-640,70
2002-03-29,26500.0,26200.0,181605.0,7.47,-18270,12190,30
2002-04-01,26300.0,25100.0,216430.0,7.16,7070,-7810,30
2002-04-02,25200.0,26000.0,193584.0,7.41,-72020,59930,6210
2002-04-03,26000.0,25850.0,142950.0,7.37,-36740,19030,0
2002-04-04,25500.0,26400.0,170434.0,7.53,-31220,29310,-2440
2002-04-08,26400.0,25600.0,155665.0,7.3,4610,-22770,23660
2002-04-09,25600.0,25600.0,153110.0,7.3,-36980,22230,15750
2002-04-10,25700.0,25300.0,136470.0,7.21,-44490,41920,2790
2002-04-11,25200.0,25500.0,110470.0,7.27,1920,-10490,7040
2002-04-12,25100.0,25000.0,82211.0,7.13,21551,-26620,4999
2002-04-15,25100.0,25150.0,108143.0,7.17,27880,-12820,-5370
2002-04-16,25200.0,26150.0,673343.0,7.45,68689,-28886,-1488
2002-04-17,26200.0,26100.0,255493.0,7.44,-24615,23455,690
2002-04-18,26200.0,26000.0,222727.0,7.41,33212,-47363,13767
2002-04-19,26100.0,25350.0,200502.0,7.23,16630,-23870,8910
2002-04-22,25450.0,24500.0,161600.0,6.98,9801,-5141,-5380
2002-04-23,24500.0,24750.0,108730.0,7.06,-8453,-2657,16230
2002-04-24,24400.0,24200.0,101541.0,6.9,3581,-3021,-1500
2002-04-25,24700.0,24000.0,202564.0,6.84,24127,37683,-62330
2002-04-26,24000.0,24500.0,74390.0,6.98,-18993,9693,5260
2002-04-29,24050.0,23300.0,123267.0,6.64,-33300,54320,-14720
2002-04-30,23150.0,22800.0,148632.0,6.5,54490,-55860,-2000
2002-05-02,23050.0,23100.0,125517.0,6.59,43326,-33176,-14830
2002-05-03,22900.0,23050.0,89391.0,6.57,-25510,18120,-90
2002-05-06,22900.0,22550.0,49145.0,6.43,3240,-4930,-60
2002-05-07,22600.0,22950.0,67790.0,6.54,-11810,11220,0
2002-05-08,23050.0,23500.0,88424.0,6.7,-18610,19120,-10
2002-05-09,23750.0,23000.0,116885.0,6.56,-4047,-2213,-10500
2002-05-10,23300.0,22750.0,67454.0,6.49,-11016,3246,0
2002-05-13,22600.0,22800.0,39233.0,6.5,-5450,-3680,50
2002-05-14,22850.0,23100.0,85840.0,6.59,2250,-10750,4650
2002-05-15,23100.0,23100.0,104830.0,6.59,21340,-23870,0
2002-05-16,23300.0,23200.0,68383.0,6.61,-17280,13580,0
2002-05-17,23000.0,23150.0,112346.0,6.6,20413,-31413,0
2002-05-20,23200.0,22900.0,69436.0,6.53,26723,-23256,-4117
2002-05-21,22700.0,22000.0,165085.0,6.27,63617,-80916,329
2002-05-22,21900.0,22000.0,100616.0,6.27,5984,-10134,0
2002-05-23,21700.0,21200.0,95525.0,6.04,28876,-11790,-20156
2002-05-24,21300.0,21250.0,86406.0,6.06,-4020,28260,-24000
2002-05-27,21000.0,20800.0,79808.0,5.93,11178,17812,-19060
2002-05-28,20800.0,20200.0,92873.0,5.76,-6650,26620,-24970
2002-05-29,20050.0,19750.0,185850.0,5.63,24230,8220,-40000
2002-05-30,19600.0,19000.0,196214.0,5.42,57600,-64590,-3010
2002-05-31,19000.0,18850.0,111940.0,5.37,26020,-12470,460
2002-06-03,18800.0,19150.0,90455.0,5.46,-860,-310,0
2002-06-04,19000.0,19200.0,87110.0,5.47,-23560,27090,-6700
2002-06-05,19500.0,19150.0,72651.0,5.46,17531,149,-17680
2002-06-07,18800.0,18600.0,42040.0,5.3,11990,-11750,-150
2002-06-10,19000.0,19050.0,37368.0,5.43,-3634,5934,-200
2002-06-11,19200.0,19200.0,84650.0,5.47,13850,10190,-23780
2002-06-12,19200.0,19600.0,111304.0,5.59,-5176,37518,-25122
2002-06-14,19800.0,20200.0,95427.0,5.76,-13432,17436,-1014
2002-06-17,20400.0,20700.0,103003.0,5.9,-53440,-1380,55250
2002-06-18,20900.0,20450.0,47910.0,5.83,-7340,1550,5600
2002-06-19,20250.0,19800.0,65554.0,5.64,-19384,8360,11024
2002-06-20,19200.0,19550.0,38856.0,5.57,7887,-1706,-6001
2002-06-21,19250.0,20050.0,50889.0,5.72,5270,-6150,0
2002-06-24,19850.0,19800.0,65380.0,5.64,15620,-15650,20
2002-06-25,19800.0,19300.0,40610.0,5.5,9310,-8620,-420
2002-06-26,18900.0,18450.0,74140.0,5.26,7790,-4140,0
2002-06-27,18500.0,18300.0,46440.0,5.22,-6850,7030,0
2002-06-28,18900.0,18900.0,55423.0,5.39,-238,-9052,4270
2002-07-02,18700.0,19150.0,41106.0,5.46,1480,-1600,-50
2002-07-03,18650.0,19250.0,25710.0,5.49,-4020,3920,100
2002-07-04,19300.0,19700.0,55510.0,5.62,8020,-2900,30
2002-07-05,19500.0,19650.0,62717.0,5.6,8710,16200,-25490
2002-07-08,19750.0,19500.0,89632.0,5.56,30102,-29872,0
2002-07-09,19200.0,19950.0,44984.0,5.69,-23895,21265,0
2002-07-10,19600.0,20000.0,72755.0,5.7,-2122,1822,490
2002-07-11,20000.0,19350.0,41893.0,5.52,7270,-6540,-140
2002-07-12,19500.0,19900.0,47680.0,5.67,-20760,19430,-10
2002-07-15,19900.0,19700.0,38960.0,5.62,2670,-2670,0
2002-07-16,19700.0,19250.0,39800.0,5.49,-790,450,0
2002-07-18,19300.0,19450.0,27440.0,5.54,-2510,4260,250
2002-07-19,19050.0,19000.0,76253.0,5.42,14830,-13450,-600
2002-07-22,18250.0,18500.0,79970.0,5.27,-17270,40560,-29590
2002-07-23,18200.0,18650.0,111882.0,5.32,12061,24060,-36311
2002-07-24,18600.0,18700.0,51308.0,5.33,-2990,3170,10
2002-07-25,19000.0,18500.0,45421.0,5.27,5300,-5480,-10
2002-07-26,18400.0,17700.0,55372.0,5.05,9719,-10769,50
2002-07-29,18000.0,18050.0,53642.0,5.15,21710,-21860,-10
2002-07-30,18500.0,18400.0,68168.0,5.25,-9400,9040,-40
2002-07-31,18200.0,18550.0,121457.0,5.29,24060,-23060,0
2002-08-01,18700.0,18500.0,61880.0,5.27,7620,3800,-10960
2002-08-02,18050.0,18050.0,42668.0,5.15,12800,3310,30
2002-08-05,18050.0,17700.0,35840.0,5.05,270,-790,590
2002-08-06,17350.0,17900.0,50386.0,5.1,-13630,13210,0
2002-08-07,17800.0,17600.0,43850.0,5.02,20710,-20700,0
2002-08-08,17800.0,17500.0,64315.0,4.99,32071,-33761,300
2002-08-09,18000.0,17500.0,62715.0,4.99,-7670,3480,0
2002-08-12,17500.0,17950.0,45410.0,5.12,-16440,16060,0
2002-08-13,18100.0,18600.0,112010.0,5.3,-19028,20028,0
2002-08-14,18300.0,18650.0,46844.0,5.32,-4290,2720,-300
2002-08-16,18800.0,18700.0,53800.0,5.33,-22340,22510,0
2002-08-19,18700.0,18400.0,40194.0,5.25,11905,-11335,0
2002-08-20,18750.0,18950.0,126843.0,5.4,-13010,11820,-30
2002-08-21,19250.0,19150.0,52145.0,5.46,-10780,10730,0
2002-08-22,19150.0,19400.0,163003.0,5.53,-24557,4377,20000
2002-08-23,19300.0,19300.0,45690.0,5.5,-14670,14030,0
2002-08-26,19100.0,19300.0,27400.0,5.5,-18800,17030,-70
2002-08-27,19250.0,19050.0,52054.0,5.43,-9106,-20514,0
2002-08-28,19250.0,19200.0,28348.0,5.47,-10760,10680,-120
2002-08-29,19100.0,19050.0,22785.0,5.43,-1070,970,-4000
2002-08-30,19250.0,19900.0,90510.0,5.67,-24150,20260,0
2002-09-02,19600.0,20250.0,94293.0,5.77,-4598,32908,-23530
2002-09-03,20200.0,20150.0,29530.0,5.74,-7020,5860,230
2002-09-04,19550.0,20150.0,126190.0,5.74,17990,-23490,0
2002-09-05,20100.0,19950.0,147630.0,5.69,37780,-31810,-5470
2002-09-06,19750.0,19600.0,419263.0,5.59,65460,-62910,-5900
2002-09-09,20000.0,18700.0,129310.0,5.33,-18840,16780,-4070
2002-09-10,18800.0,18800.0,125594.0,5.36,5763,10547,360
2002-09-11,18600.0,19350.0,143160.0,5.52,-81540,-24590,105000
2002-09-12,19500.0,19500.0,126354.0,5.56,-15397,-26220,56097
2002-09-13,19500.0,19850.0,126565.0,5.66,-12353,-4667,12110
2002-09-16,19850.0,19700.0,66238.0,5.62,7690,-10280,370
2002-09-17,20000.0,20500.0,135225.0,5.84,-9020,-11670,-30
2002-09-18,20100.0,20200.0,109962.0,5.76,-34790,29600,0
2002-09-19,20200.0,20000.0,83734.0,5.7,15520,-21840,6730
2002-09-23,20200.0,20200.0,70670.0,5.76,-27730,450,26440
2002-09-24,20000.0,20450.0,779364.0,5.83,89016,-71924,5040
2002-09-25,20700.0,19500.0,282081.0,5.56,-19230,5160,36000
2002-09-26,20300.0,19700.0,308460.0,5.62,-5540,-23600,29970
2002-09-27,19550.0,20000.0,128566.0,5.7,-54340,5520,29010
2002-09-30,19600.0,19000.0,67155.0,5.42,70,-6070,2720
2002-10-01,19000.0,19300.0,80662.0,5.5,12101,-16931,1100
2002-10-02,19700.0,19450.0,76270.0,5.54,-35160,15170,19990
2002-10-04,19500.0,19700.0,40436.0,5.62,920,9790,-10710
2002-10-07,19550.0,19050.0,64510.0,5.43,9180,-10080,70
2002-10-08,18850.0,19000.0,47040.0,5.42,-16710,16550,-180
2002-10-09,19300.0,18450.0,72010.0,5.26,-9700,7070,20
2002-10-10,18100.0,17350.0,136010.0,4.95,1380,21380,-47940
2002-10-11,17700.0,17700.0,36520.0,5.05,-3090,1090,-60
2002-10-14,17800.0,17950.0,60318.0,5.12,12570,-9790,-2080
2002-10-15,18000.0,18700.0,92247.0,5.33,-45052,28252,7330
2002-10-16,18900.0,18650.0,117690.0,5.32,26910,15540,-42220
2002-10-17,18500.0,18200.0,159820.0,5.19,47910,-10340,-50000
2002-10-18,18400.0,18750.0,125033.0,5.35,6020,3170,7980
2002-10-21,18950.0,18500.0,44174.0,5.27,-5440,-1280,50
2002-10-22,18650.0,18400.0,47400.0,5.25,-15080,15420,0
2002-10-23,18300.0,18600.0,58270.0,5.3,-14700,10360,0
2002-10-24,18600.0,18550.0,56610.0,5.29,3610,-2340,0
2002-10-25,18300.0,18350.0,33430.0,5.23,-9430,5600,680
2002-10-28,18400.0,18600.0,82134.0,5.3,19804,-904,-200
2002-10-29,18700.0,18650.0,164870.0,5.32,26490,-16930,-10480
2002-10-30,19200.0,18700.0,236674.0,5.33,72827,-58887,-5010
2002-10-31,18950.0,18500.0,77526.0,5.27,-18470,17470,720
2002-11-01,18300.0,18100.0,63990.0,5.16,-18580,19340,-680
2002-11-04,18200.0,18400.0,53850.0,5.25,-4410,23290,0
2002-11-05,18400.0,18200.0,82650.0,5.19,17840,-13630,70
2002-11-06,18400.0,18300.0,119403.0,5.22,48410,-25970,-20000
2002-11-07,18450.0,18550.0,84470.0,5.29,2200,3590,0
2002-11-08,18300.0,18400.0,109963.0,5.25,-13247,14077,360
2002-11-11,18350.0,18250.0,44940.0,5.2,4470,-6860,840
2002-11-12,18200.0,18050.0,34440.0,5.15,-170,-1940,20
2002-11-13,18150.0,18200.0,52600.0,5.19,-5070,-6290,-2130
2002-11-14,18200.0,18650.0,103240.0,5.32,-44870,42510,2420
2002-11-15,18850.0,18900.0,164692.0,5.39,-19280,20500,-820
2002-11-18,19000.0,19200.0,94170.0,5.47,-51110,-850,49760
2002-11-19,19050.0,19500.0,242163.0,5.56,6750,-24440,360
2002-11-20,19700.0,20450.0,163066.0,5.83,-98646,78010,9446
2002-11-21,20550.0,20600.0,136534.0,5.87,-33344,14750,14394
2002-11-22,20400.0,20600.0,52035.0,5.87,-25130,22040,60
2002-11-25,20800.0,20300.0,29891.0,5.79,-7250,4940,1780
2002-11-26,20300.0,19900.0,148490.0,5.67,30640,3480,-49770
2002-11-27,20300.0,20200.0,53375.0,5.76,-10680,9540,860
2002-11-28,20800.0,20400.0,54616.0,5.82,2730,-4450,280
2002-11-29,20500.0,21000.0,87160.0,5.99,-2650,2250,480
2002-12-02,22800.0,21700.0,198242.0,6.19,26430,-24020,-1560
2002-12-03,21500.0,21400.0,78462.0,6.1,-14850,14070,320
2002-12-04,21100.0,20700.0,80330.0,5.9,-5630,7210,-2540
2002-12-05,20450.0,20850.0,67540.0,5.94,-13440,22340,-60
2002-12-06,20550.0,21050.0,41168.0,6.0,-1562,2542,-160
2002-12-09,21500.0,20800.0,55922.0,5.93,-8220,5320,0
2002-12-10,21200.0,20700.0,326916.0,5.9,-6276,4206,-2140
2002-12-11,20550.0,20750.0,78360.0,5.92,-8460,5820,0
2002-12-12,20800.0,20900.0,110289.0,5.96,-21532,10052,12530
2002-12-13,20900.0,21000.0,58914.0,5.99,11140,-23150,0
2002-12-16,20800.0,20550.0,62131.0,5.86,-1090,1580,0
2002-12-17,20600.0,20800.0,28915.0,5.93,-10820,10100,-600
2002-12-18,20800.0,21450.0,76774.0,6.12,-42392,42412,0
2002-12-20,20800.0,21350.0,25870.0,6.09,-15290,15110,-100
2002-12-23,21400.0,21400.0,62440.0,6.1,-36820,33840,-4970
2002-12-24,21400.0,20850.0,81047.0,5.94,-38924,33824,0
2002-12-26,21000.0,21100.0,82781.0,6.02,-7184,4444,0
2002-12-27,21000.0,20000.0,88719.0,5.84,-3136,1206,-1200
2002-12-30,20000.0,19950.0,93400.0,5.83,-36460,12910,-1200
2003-01-02,19950.0,19250.0,57015.0,2.94,17890,-6980,-12840
2003-01-03,19600.0,19650.0,53679.0,3.0,5340,-2830,-100
2003-01-06,20000.0,19750.0,35970.0,3.02,-2606,-5824,40
2003-01-07,19800.0,19900.0,43000.0,3.04,-9900,-4710,-180
2003-01-08,19900.0,19450.0,36740.0,2.97,-11380,2880,0
2003-01-09,19450.0,18800.0,52900.0,2.87,6540,-13990,-5510
2003-01-10,19200.0,18400.0,42795.0,2.81,40,-5180,80
2003-01-13,18500.0,19000.0,23115.0,2.9,-9120,4100,40
2003-01-14,19100.0,18850.0,81065.0,2.88,26460,-16610,60
2003-01-15,19150.0,18900.0,30772.0,2.89,8910,-10010,-320
2003-01-16,18900.0,19050.0,35780.0,2.91,-22870,12270,100
2003-01-17,19050.0,19050.0,38600.0,2.91,-22940,12420,120
2003-01-20,19050.0,19300.0,26258.0,2.95,-12918,10678,40
2003-01-21,19300.0,19250.0,21770.0,2.94,-1540,2460,-500
2003-01-22,19050.0,18850.0,22844.0,2.88,-1710,2670,-290
2003-01-23,19200.0,19400.0,32520.0,2.96,-21060,21680,280
2003-01-24,19400.0,19000.0,28420.0,2.9,-15350,3640,330
2003-01-27,19000.0,18650.0,64320.0,2.85,11150,-10470,0
2003-01-28,18900.0,18650.0,32632.0,2.85,8700,0,-8000
2003-01-29,18850.0,18400.0,40360.0,2.81,14900,-9070,-600
2003-01-30,18500.0,18650.0,27620.0,2.85,-2030,-6900,-110
2003-02-03,18550.0,18450.0,51590.0,2.82,-13050,12890,4300
2003-02-04,18600.0,18800.0,37173.0,2.87,-7906,-9614,10710
2003-02-05,18800.0,18800.0,26097.0,2.87,-9320,-480,1500
2003-02-06,18800.0,18800.0,30802.0,2.87,-14230,-9930,0
2003-02-07,19050.0,18950.0,37950.0,2.9,-15710,-3190,-210
2003-02-10,18950.0,19000.0,21670.0,2.9,-16780,5570,0
2003-02-11,19300.0,19000.0,38681.0,2.9,-10660,2160,-1500
2003-02-12,19000.0,19000.0,19481.0,2.9,-11040,1180,-140
2003-02-13,19200.0,18900.0,86869.0,2.89,4843,7840,10
2003-02-14,18900.0,19000.0,33340.0,2.9,-7030,-13700,10560
2003-02-17,19300.0,19600.0,45680.0,3.0,-27040,31140,-4100
2003-02-18,19750.0,19650.0,28480.0,3.0,-17830,17770,0
2003-02-19,19850.0,20100.0,56590.0,3.07,-30940,32100,-440
2003-02-20,20150.0,20600.0,75640.0,3.15,-15470,3860,0
2003-02-21,20700.0,20750.0,51380.0,3.17,-16170,9270,0
2003-02-24,20800.0,20750.0,32412.0,3.17,-13060,12380,940
2003-02-25,20300.0,20500.0,46950.0,3.13,-9430,14410,-5480
2003-02-26,20500.0,20550.0,48610.0,3.14,4190,-5570,1240
2003-02-27,20000.0,19950.0,47270.0,3.05,10290,-12310,-400
2003-02-28,19800.0,19700.0,53700.0,3.01,2060,-16910,-330
2003-03-03,19550.0,20200.0,57850.0,3.09,5000,-16290,960
2003-03-04,19850.0,19900.0,13630.0,3.04,2710,-3320,0
2003-03-05,19600.0,19300.0,21420.0,2.95,300,-140,-1640
2003-03-06,19100.0,19500.0,38911.0,2.98,-12050,4330,5980
2003-03-07,19000.0,19500.0,14413.0,2.98,-5569,660,4909
2003-03-10,19300.0,19150.0,20570.0,2.93,-2760,-8500,10000
2003-03-11,18650.0,19250.0,30300.0,2.94,-8600,1110,8400
2003-03-12,18900.0,19800.0,52639.0,3.03,-4280,4360,0
2003-03-13,19500.0,19550.0,54690.0,2.99,1190,-13840,8750
2003-03-14,20100.0,19600.0,31751.0,3.0,7240,-5440,0
2003-03-17,19750.0,19050.0,32460.0,2.91,-4330,-3670,10410
2003-03-18,19400.0,19200.0,29688.0,2.93,7256,-6636,0
2003-03-19,19450.0,19100.0,41314.0,2.92,-6404,2614,1750
2003-03-20,19350.0,19550.0,59666.0,2.99,-4050,-8900,0
2003-03-21,19550.0,20000.0,186120.0,3.06,1290,5170,50000
2003-03-24,20150.0,20800.0,80320.0,3.18,-34040,12760,23740
2003-03-25,20050.0,20750.0,81270.0,3.17,-27395,-2750,13130
2003-03-26,20800.0,20500.0,57200.0,3.13,7580,-7280,300
2003-03-27,20500.0,21100.0,49266.0,3.22,-7660,7960,200
2003-03-28,20950.0,20700.0,14881.0,3.16,3541,-3411,-230
2003-03-31,20500.0,19950.0,32140.0,3.05,-3080,-30,890
2003-04-01,19700.0,19500.0,80270.0,2.98,31513,-32003,-230
2003-04-02,19850.0,20300.0,52030.0,3.1,-10181,281,10000
2003-04-03,20900.0,20750.0,338590.0,3.17,72695,-87325,180
