Symbol,대상_시가(원),대상_종가(원),대상_거래량(주),대상_PER(IFRS-연결),대상_순매수수량(개인)(주),대상_순매수수량(기관계)(주),대상_순매수수량(외국인계)(주)
2001-10-24,2275.0,2255.0,289240.0,13.62,1910,-1910,0
2001-10-25,2260.0,2350.0,1012430.0,14.2,-187940,188900,0
2001-10-26,2325.0,2310.0,324400.0,13.96,10290,-10290,0
2001-10-29,2310.0,2315.0,314780.0,13.99,8130,-8130,0
2001-10-30,2310.0,2200.0,431260.0,13.29,96760,-96760,0
2001-10-31,2200.0,2190.0,260130.0,13.23,-2400,2400,0
2001-11-01,2160.0,2200.0,312020.0,13.29,390,-1160,0
2001-11-02,2250.0,2215.0,364370.0,13.38,3220,4160,-7380
2001-11-05,2215.0,2265.0,339900.0,13.68,94150,-94310,0
2001-11-06,2290.0,2275.0,563750.0,13.74,84180,-81060,160
2001-11-07,2295.0,2230.0,556580.0,13.47,146470,-146560,90
2001-11-08,2230.0,2260.0,592860.0,13.65,-51530,41050,0
2001-11-09,2300.0,2360.0,2450620.0,14.26,565630,-458380,-105760
2001-11-12,2420.0,2440.0,1251400.0,14.74,2780,-670,-2110
2001-11-13,2450.0,2425.0,827420.0,14.65,-3070,11730,-4000
2001-11-14,2490.0,2520.0,1222240.0,15.22,-200840,200840,-8000
2001-11-15,2500.0,2445.0,751330.0,14.77,104690,-93090,-12000
2001-11-16,2425.0,2410.0,733850.0,14.56,112590,-15260,-19200
2001-11-19,2430.0,2480.0,803310.0,14.98,42110,-37540,-8970
2001-11-20,2500.0,2400.0,997660.0,14.5,-4880,21980,-22540
2001-11-21,2380.0,2415.0,765260.0,14.59,-16380,13290,1000
2001-11-22,2480.0,2480.0,658090.0,14.98,5320,-5120,0
2001-11-23,2500.0,2510.0,1020280.0,15.16,-19910,16950,0
2001-11-26,2555.0,2670.0,1814330.0,16.13,34050,-26680,-1310
2001-11-27,2675.0,2610.0,907300.0,15.77,14720,38070,-3470
2001-11-28,2600.0,2425.0,832070.0,14.65,-65260,56300,500
2001-11-29,2480.0,2550.0,1641580.0,15.41,104880,-104840,0
2001-11-30,2620.0,2615.0,1221770.0,15.8,62770,-50510,-18260
2001-12-03,2660.0,2635.0,1185250.0,15.92,37630,-32700,0
2001-12-04,2630.0,2610.0,818970.0,15.77,53690,-50450,0
2001-12-05,2645.0,2660.0,938980.0,16.07,-1480,-1850,-1540
2001-12-06,2710.0,2615.0,873760.0,15.8,49450,-59160,500
2001-12-07,2630.0,2635.0,575680.0,15.92,-56350,20080,5750
2001-12-10,2620.0,2590.0,957380.0,15.65,165970,-165720,-250
2001-12-11,2545.0,2580.0,405570.0,15.58,-9930,-80,-250
2001-12-12,2600.0,2560.0,573420.0,15.47,4130,-14950,500
2001-12-13,2570.0,2560.0,674720.0,15.47,116470,-112760,2670
2001-12-14,2590.0,2680.0,1182190.0,16.19,-12270,27670,-250
2001-12-17,2730.0,2650.0,2677660.0,16.01,41990,-55330,19340
2001-12-18,2700.0,2550.0,1194520.0,15.41,34680,8470,15350
2001-12-19,2590.0,2470.0,1002510.0,14.92,13920,-10900,-3020
2001-12-20,2510.0,2530.0,691020.0,15.28,1080,-1080,0
2001-12-21,2455.0,2450.0,521120.0,14.8,51020,-53820,-1200
2001-12-24,2450.0,2460.0,319170.0,14.86,49280,-19280,0
2001-12-26,2465.0,2485.0,556380.0,15.01,209580,-209580,0
2001-12-27,2485.0,2520.0,631750.0,15.22,-50240,49820,500
2001-12-28,2540.0,2550.0,740370.0,15.41,-79020,85180,-6400
2002-01-02,2580.0,2590.0,942963.0,,-40959,110929,-70300
2002-01-03,2640.0,2590.0,542000.0,,-47327,47057,0
2002-01-04,2600.0,2580.0,922239.0,,23024,-26144,1430
2002-01-07,2570.0,2555.0,780576.0,,45600,-45360,-500
2002-01-08,2555.0,2660.0,1247593.0,,17092,-21872,3860
2002-01-09,2660.0,2740.0,3081500.0,,-13364,17524,-730
2002-01-10,2850.0,2925.0,3005484.0,,40600,-90800,0
2002-01-11,3010.0,2930.0,1926784.0,,50380,-58380,10000
2002-01-14,3000.0,2975.0,2753390.0,,54570,1430,0
2002-01-15,3000.0,2860.0,1294360.0,,-89570,70780,8610
2002-01-16,2870.0,2980.0,1803445.0,,-271590,273190,0
2002-01-17,2940.0,2900.0,1833751.0,,-65490,71180,1590
2002-01-18,2850.0,2785.0,1022020.0,,-44910,41290,0
2002-01-21,2850.0,2870.0,693005.0,,-35609,33799,1260
2002-01-22,2850.0,2865.0,659899.0,,-19180,16330,3490
2002-01-23,2870.0,3290.0,4090590.0,,165520,-217610,18640
2002-01-24,3280.0,3325.0,4568145.0,,-748070,70580,-4630
2002-01-25,3400.0,3800.0,4134130.0,,-1127800,270760,-37000
2002-01-28,3800.0,3950.0,2862653.0,,-293980,87830,-19350
2002-01-29,3860.0,3970.0,2590450.0,,-331790,1206840,-630
2002-01-30,3810.0,3810.0,1215747.0,,-49550,-31870,790
2002-01-31,3970.0,3820.0,1026679.0,,3300,75710,-2290
2002-02-01,3850.0,3950.0,4040279.0,,330510,-351410,0
2002-02-04,3990.0,3900.0,1580145.0,,87550,-82560,-3390
2002-02-05,3810.0,3790.0,1329466.0,,-128667,63237,-3960
2002-02-06,3750.0,4055.0,1567000.0,,46820,-59930,200
2002-02-07,4100.0,4000.0,3110326.0,,264720,-237750,-1050
2002-02-08,4000.0,4140.0,1328562.0,,67910,-72910,0
2002-02-14,4310.0,4210.0,1628000.0,,381760,-225510,-14800
2002-02-15,4240.0,4200.0,1366198.0,,177450,-108700,-13750
2002-02-18,4200.0,4200.0,1410533.0,,289101,2859,1000
2002-02-19,4250.0,4280.0,1974110.0,,83309,-77549,0
2002-02-20,4280.0,4150.0,1114684.0,,220570,-123360,0
2002-02-21,4210.0,4170.0,746073.0,,-23760,19260,0
2002-02-22,4050.0,4150.0,678053.0,,-29680,4260,1000
2002-02-25,4120.0,4135.0,711132.0,,-94436,-4784,0
2002-02-26,4190.0,4145.0,1059720.0,,85070,-177420,1190
2002-02-27,4120.0,4085.0,1067243.0,,-49738,-3832,-390
2002-02-28,4120.0,3840.0,2047984.0,,5560,2640,-200
2002-03-04,3870.0,4340.0,3551111.0,,-647230,469760,600
2002-03-05,4400.0,4165.0,1462765.0,,215210,-81770,0
2002-03-06,4250.0,4020.0,1379587.0,,393701,-139351,-520
2002-03-07,4110.0,4005.0,1048366.0,,-25110,4610,0
2002-03-08,3990.0,3870.0,1421120.0,,295950,-229950,0
2002-03-11,3900.0,3830.0,856392.0,,33790,-16580,0
2002-03-12,3830.0,3920.0,1157470.0,,190360,-214560,5200
2002-03-13,3930.0,4160.0,2257930.0,,11470,140,0
2002-03-14,4060.0,4070.0,921717.0,,-6583,973,3540
2002-03-15,4070.0,4300.0,2970440.0,,31280,-17450,0
2002-03-18,4360.0,4250.0,1495386.0,,52530,-99760,6890
2002-03-19,4350.0,4600.0,2890598.0,,-43370,56850,20000
2002-03-20,4725.0,4450.0,1668202.0,,-42058,42438,-1000
2002-03-21,4455.0,4750.0,1783381.0,,-39860,23710,0
2002-03-22,4790.0,4650.0,958709.0,,-25564,24104,0
2002-03-25,4600.0,4330.0,1321450.0,,18561,-22281,-3200
2002-03-26,4250.0,4200.0,922255.0,,566,-5196,-4070
2002-03-27,4250.0,4235.0,646799.0,,-34450,31340,0
2002-03-28,4245.0,4235.0,1124767.0,,-38420,8500,0
2002-03-29,4205.0,4100.0,884679.0,,-27281,15131,0
2002-04-01,4100.0,3870.0,834757.0,,90700,-58090,-5200
2002-04-02,3840.0,3960.0,679600.0,,-22640,25980,-4600
2002-04-03,3880.0,3980.0,762286.0,,-15060,11470,0
2002-04-04,3930.0,3900.0,821860.0,,-5930,4490,1440
2002-04-08,3905.0,3950.0,865827.0,,-37300,4970,270
2002-04-09,4000.0,3875.0,549534.0,,-18260,17260,0
2002-04-10,3810.0,3580.0,800889.0,,-10880,-8260,0
2002-04-11,3590.0,3505.0,613215.0,,92660,-93390,-15480
2002-04-12,3505.0,3505.0,503197.0,,31820,-29800,-1000
2002-04-15,3450.0,3575.0,497700.0,,-23010,-1990,0
2002-04-16,3575.0,3700.0,561987.0,,28260,11410,10
2002-04-17,3750.0,3670.0,597150.0,,-42350,36180,2220
2002-04-18,3700.0,3630.0,670391.0,,-19390,7680,0
2002-04-19,3630.0,3515.0,782958.0,,-17290,-2960,0
2002-04-22,3500.0,3380.0,527570.0,,-24380,24530,0
2002-04-23,3350.0,3230.0,544635.0,,-4280,4280,0
2002-04-24,3110.0,3060.0,552443.0,,-21480,1670,0
2002-04-25,3040.0,3175.0,934026.0,,-9420,-6320,620
2002-04-26,3225.0,3150.0,528110.0,,39790,380,-40190
2002-04-29,3025.0,2910.0,435310.0,,-4570,3830,500
2002-04-30,2940.0,2910.0,457210.0,,35240,-28020,10
2002-05-02,2990.0,3185.0,778746.0,,-81960,-20550,102750
2002-05-03,3220.0,3140.0,448187.0,,26230,-21770,-3300
2002-05-06,3095.0,3195.0,637740.0,,-30010,30230,0
2002-05-07,3100.0,3120.0,296749.0,,-53430,33330,100
2002-05-08,3160.0,3140.0,370581.0,,-8300,8890,-590
2002-05-09,3200.0,3140.0,423207.0,,58990,-54680,-2250
2002-05-10,3150.0,3150.0,316590.0,,9520,-9520,0
2002-05-13,3150.0,3080.0,292122.0,,1920,-1920,0
2002-05-14,3110.0,3100.0,263061.0,,-29600,18100,-18100
2002-05-15,3150.0,3040.0,830360.0,,-36560,34860,1700
2002-05-16,3070.0,3025.0,469520.0,,-29830,29470,0
2002-05-17,3050.0,3185.0,1038223.0,,-74140,73700,0
2002-05-20,3200.0,3200.0,440215.0,,19520,-19050,-30
2002-05-21,3150.0,3165.0,914883.0,,35353,-34990,-3
2002-05-22,3175.0,3140.0,495729.0,,46270,-44260,-1800
2002-05-23,3175.0,3240.0,1171960.0,,144661,-147970,-1
2002-05-24,3300.0,3200.0,1000305.0,,-43670,43590,0
2002-05-27,3150.0,3020.0,577007.0,,2610,-610,0
2002-05-28,3040.0,3010.0,521294.0,,-28560,28580,0
2002-05-29,3000.0,2875.0,367682.0,,54510,-54370,0
2002-05-30,2820.0,2795.0,336830.0,,-37410,10660,0
2002-05-31,2795.0,2730.0,278948.0,,-3130,-670,0
2002-06-03,2710.0,2720.0,200082.0,,13460,-1040,-840
2002-06-04,2690.0,2660.0,286890.0,,7660,-7620,0
2002-06-05,2690.0,2680.0,283321.0,,6465,-6465,0
2002-06-07,2680.0,2605.0,277817.0,,58965,-58365,0
2002-06-10,2610.0,2640.0,184147.0,,-7830,8230,0
2002-06-11,2650.0,2680.0,273981.0,,25660,-53570,-1560
2002-06-12,2620.0,2740.0,302068.0,,2577,-3007,-10150
2002-06-14,2700.0,2745.0,244610.0,,12980,-2180,0
2002-06-17,2800.0,2685.0,349170.0,,18780,-4460,-4320
2002-06-18,2730.0,2675.0,260470.0,,1870,-220,-1650
2002-06-19,2630.0,2505.0,244830.0,,12050,-11550,-500
2002-06-20,2420.0,2505.0,277313.0,,3740,-1880,-1960
2002-06-21,2480.0,2505.0,144025.0,,-2720,2730,0
2002-06-24,2450.0,2505.0,279630.0,,-76170,50170,0
2002-06-25,2505.0,2515.0,309147.0,,-28600,28600,0
2002-06-26,2500.0,2280.0,323910.0,,-8280,9280,0
2002-06-27,2310.0,2300.0,284031.0,,-9270,-1180,0
2002-06-28,2370.0,2410.0,318980.0,,4910,-4450,-460
2002-07-02,2340.0,2380.0,231686.0,,35080,-35080,0
2002-07-03,2370.0,2425.0,313305.0,,64330,-64330,0
2002-07-04,2470.0,2520.0,465072.0,,6062,-6062,0
2002-07-05,2500.0,2610.0,685390.0,,-21420,21220,0
2002-07-08,2660.0,2535.0,567050.0,,74070,-73990,0
2002-07-09,2585.0,2730.0,672970.0,,-38702,38702,0
2002-07-10,2730.0,2790.0,789425.0,,26730,-26730,0
2002-07-11,2700.0,2600.0,456075.0,,60030,-56080,-440
2002-07-12,2650.0,2690.0,422406.0,,540,11540,0
2002-07-15,2650.0,2630.0,265634.0,,-13070,13070,0
2002-07-16,2600.0,2575.0,345150.0,,-1740,1740,0
2002-07-18,2515.0,2565.0,286400.0,,-18990,4840,0
2002-07-19,2525.0,2470.0,397726.0,,25220,-37760,0
2002-07-22,2305.0,2320.0,336242.0,,26930,-4660,-17270
2002-07-23,2250.0,2410.0,349331.0,,-16890,16900,-10
2002-07-24,2335.0,2335.0,182559.0,,-1230,-5770,0
2002-07-25,2435.0,2365.0,208620.0,,-41810,11810,0
2002-07-26,2355.0,2320.0,187460.0,,280,-280,0
2002-07-29,2380.0,2340.0,149550.0,,7660,-7660,0
2002-07-30,2400.0,2480.0,375663.0,,4320,8560,0
2002-07-31,2495.0,2415.0,179949.0,,21190,-20520,0
2002-08-01,2405.0,2435.0,214760.0,,14060,-10510,-3470
2002-08-02,2395.0,2385.0,131850.0,,-500,500,0
2002-08-05,2350.0,2310.0,157950.0,,-8310,4350,-40
2002-08-06,2220.0,2325.0,217742.0,,-54690,54220,0
2002-08-07,2400.0,2470.0,727415.0,,5150,-5150,0
2002-08-08,2465.0,2460.0,398491.0,,58200,-58200,0
2002-08-09,2500.0,2420.0,218110.0,,15650,-15650,0
2002-08-12,2450.0,2405.0,198334.0,,64,-64,0
2002-08-13,2415.0,2485.0,390030.0,,-41080,41080,0
2002-08-14,2445.0,2440.0,219710.0,,-1730,1730,0
2002-08-16,2400.0,2365.0,1053140.0,,93160,-40040,0
2002-08-19,2365.0,2340.0,332340.0,,1500,-1500,0
2002-08-20,2380.0,2365.0,488807.0,,-14480,14400,0
2002-08-21,2355.0,2370.0,254045.0,,-27140,3000,0
2002-08-22,2400.0,2440.0,936942.0,,2980,4020,0
2002-08-23,2450.0,2400.0,316929.0,,-9730,9730,0
2002-08-26,2405.0,2360.0,297960.0,,-10220,10220,0
2002-08-27,2380.0,2350.0,174270.0,,11120,-11120,0
2002-08-28,2350.0,2365.0,165579.0,,-9800,9800,0
2002-08-29,2380.0,2350.0,154325.0,,31710,-2250,-31020
2002-08-30,2350.0,2400.0,304760.0,,-2340,2340,0
2002-09-02,2415.0,2435.0,435902.0,,-24604,25074,0
2002-09-03,2440.0,2400.0,270345.0,,3535,-3540,5
2002-09-04,2350.0,2350.0,352049.0,,44280,-44280,0
2002-09-05,2360.0,2375.0,284680.0,,7190,-7030,0
2002-09-06,2360.0,2295.0,550806.0,,10510,-10430,0
2002-09-09,2310.0,2245.0,212490.0,,1400,-1400,0
2002-09-10,2250.0,2255.0,164187.0,,-1970,6970,0
2002-09-11,2255.0,2320.0,198780.0,,-1520,1520,0
2002-09-12,2275.0,2370.0,417724.0,,-34178,23400,-6462
2002-09-13,2360.0,2300.0,260960.0,,13660,-17660,0
2002-09-16,2300.0,2250.0,279523.0,,6800,-14960,0
2002-09-17,2280.0,2290.0,224835.0,,-13540,13460,0
2002-09-18,2270.0,2240.0,215280.0,,16220,-15340,0
2002-09-19,2205.0,2235.0,141900.0,,5000,-5000,0
2002-09-23,2220.0,2165.0,148900.0,,-2990,-10,0
2002-09-24,2130.0,2055.0,295640.0,,-2850,2770,0
2002-09-25,2055.0,2015.0,387740.0,,19960,-18160,200
2002-09-26,2035.0,1970.0,230901.0,,1880,-1880,0
2002-09-27,1985.0,2005.0,190740.0,,-5900,5900,0
2002-09-30,1985.0,1900.0,199120.0,,1040,-1040,0
2002-10-01,1840.0,1910.0,205260.0,,-10540,10540,0
2002-10-02,1960.0,1920.0,159780.0,,460,1540,0
2002-10-04,1900.0,1885.0,150286.0,,-3690,3690,0
2002-10-07,1860.0,1840.0,195968.0,,27118,-7118,0
2002-10-08,1820.0,1855.0,172270.0,,29280,5720,0
2002-10-09,1905.0,1855.0,236122.0,,-45102,-5170,0
2002-10-10,1815.0,1760.0,207356.0,,19890,-19890,0
2002-10-11,1800.0,1760.0,220000.0,,55680,-160,0
2002-10-14,1800.0,1825.0,153002.0,,2790,-2790,0
2002-10-15,1860.0,1900.0,259830.0,,1020,-1020,0
2002-10-16,1920.0,1860.0,273733.0,,18042,-30,-18000
2002-10-17,1860.0,1890.0,206365.0,,-3010,-40,0
2002-10-18,1925.0,2035.0,911700.0,,0,0,0
2002-10-21,2020.0,1960.0,306800.0,,2000,0,0
2002-10-22,2010.0,1900.0,351161.0,,10,-10,0
2002-10-23,1890.0,1955.0,264852.0,,-8980,8980,0
2002-10-24,1955.0,1920.0,154830.0,,3480,-3480,0
2002-10-25,1870.0,1900.0,119540.0,,-2980,2980,0
2002-10-28,1935.0,1955.0,132421.0,,-4130,4050,0
2002-10-29,1980.0,1965.0,164334.0,,-4580,4580,0
2002-10-30,1955.0,1925.0,105700.0,,-2520,2520,0
2002-10-31,2210.0,2210.0,582923.0,,6050,-5000,0
2002-11-01,2540.0,2540.0,584579.0,,9125,-10130,95
2002-11-04,2890.0,2710.0,11653020.0,,64208,-56278,-100
2002-11-05,2750.0,2500.0,5578734.0,,72620,-2620,0
2002-11-06,2510.0,2875.0,10554521.0,,16662,8980,0
2002-11-07,2850.0,2790.0,23401666.0,,4830,-5010,1280
2002-11-08,2790.0,2650.0,6988611.0,,5078,-4778,-300
2002-11-11,2650.0,2480.0,4221816.0,,22980,-5400,16500
2002-11-12,2450.0,2510.0,7426351.0,,22900,1530,-18920
2002-11-13,2540.0,2360.0,3779499.0,,15440,-4610,-10830
2002-11-14,2340.0,2440.0,3905983.0,,-9140,-3250,12390
2002-11-15,2455.0,2580.0,12719779.0,,840,3000,-3840
2002-11-18,2585.0,2585.0,4195009.0,,-43200,38160,5040
2002-11-19,2610.0,2435.0,2918006.0,,-13650,14650,-1000
2002-11-20,2450.0,2490.0,2466268.0,,-20014,23854,-4000
2002-11-21,2520.0,2570.0,8701230.0,,-74042,74042,0
2002-11-22,2680.0,2510.0,2685077.0,,-7764,7554,210
2002-11-25,2550.0,2630.0,2404021.0,,-9280,8880,0
2002-11-26,2650.0,2610.0,2681837.0,,10057,-10447,390
2002-11-27,2655.0,2645.0,4441546.0,,-2354,1724,0
2002-11-28,2685.0,2660.0,2574852.0,,-810,880,0
2002-11-29,2710.0,2550.0,1999174.0,,-19710,19710,0
2002-12-02,2525.0,2540.0,2242610.0,,970,7490,-8510
2002-12-03,2550.0,2510.0,1626777.0,,-2580,2910,-350
2002-12-04,2470.0,2390.0,1645070.0,,-7810,3810,-16010
2002-12-05,2400.0,2425.0,890052.0,,-16650,16860,-210
2002-12-06,2405.0,2415.0,1493792.0,,28097,-7537,-560
2002-12-09,2405.0,2390.0,1403478.0,,-14000,-5150,0
2002-12-10,2350.0,2325.0,1025112.0,,-20430,2430,0
2002-12-11,2320.0,2280.0,824491.0,,3270,-12930,-430
2002-12-12,2255.0,2280.0,705553.0,,-6343,693,4350
2002-12-13,2310.0,2320.0,2049287.0,,35050,-24300,0
2002-12-16,2300.0,2270.0,670230.0,,9190,-8910,0
2002-12-17,2340.0,2290.0,687660.0,,-20200,10200,0
2002-12-18,2260.0,2290.0,473933.0,,-4160,4160,0
2002-12-20,2310.0,2300.0,706640.0,,-31129,7329,23800
2002-12-23,2315.0,2030.0,1081608.0,,-53640,53640,0
2002-12-24,2030.0,1950.0,469962.0,,-15535,15455,0
2002-12-26,1900.0,1985.0,405157.0,,3140,-3140,0
2002-12-27,1950.0,1900.0,574960.0,,8960,-8480,0
2002-12-30,1840.0,1790.0,516600.0,,-3220,3220,0
2003-01-02,1810.0,1855.0,445824.0,,25090,-23070,-1190
2003-01-03,1890.0,1960.0,678430.0,,22420,-21990,-350
2003-01-06,2010.0,2000.0,615135.0,,-12590,-2670,13260
2003-01-07,2040.0,2010.0,1291000.0,,14080,-21890,9810
2003-01-08,2050.0,2000.0,417060.0,,-30790,1020,29770
2003-01-09,1960.0,1930.0,418653.0,,14330,-6650,-7790
2003-01-10,1960.0,1885.0,522383.0,,-180,10,280
2003-01-13,1870.0,1940.0,280930.0,,-6859,6499,140
2003-01-14,1920.0,1945.0,288672.0,,-5750,-6010,210
2003-01-15,1945.0,1960.0,442718.0,,-46120,-2080,52420
2003-01-16,1950.0,2020.0,1116885.0,,5380,-1430,350
2003-01-17,2110.0,2040.0,2642740.0,,10580,-11000,420
2003-01-20,2030.0,1990.0,663384.0,,-7700,7560,140
2003-01-21,2025.0,1965.0,424317.0,,-3000,3000,0
2003-01-22,1920.0,1895.0,479197.0,,-4610,5300,-690
2003-01-23,1895.0,1900.0,278970.0,,-24680,23700,980
2003-01-24,1895.0,1805.0,366487.0,,105511,-105791,280
2003-01-27,1780.0,1760.0,306393.0,,8660,-7610,0
2003-01-28,1740.0,1800.0,232744.0,,4280,-4280,0
2003-01-29,1870.0,1760.0,265730.0,,1930,170,-2100
2003-01-30,1765.0,1775.0,120590.0,,360,0,-360
2003-02-03,1775.0,1820.0,202989.0,,-2110,2180,-70
2003-02-04,1820.0,1830.0,195990.0,,1338,-1338,0
2003-02-05,1810.0,1800.0,187608.0,,0,0,0
2003-02-06,1800.0,1780.0,241110.0,,-5360,5360,0
2003-02-07,1780.0,1810.0,893640.0,,10000,-10000,0
2003-02-10,1800.0,1930.0,1128543.0,,-402167,-18173,364340
2003-02-11,1960.0,2215.0,5743300.0,,-980980,-42280,1011260
2003-02-12,2300.0,2170.0,4022102.0,,2750,-19750,0
2003-02-13,2210.0,2250.0,2615830.0,,-39580,14480,24100
2003-02-14,2270.0,2080.0,1803220.0,,-20950,10180,770
2003-02-17,2130.0,2190.0,1431908.0,,1407,-4557,3150
2003-02-18,2190.0,2200.0,1773230.0,,-2060,2060,0
2003-02-19,2240.0,2210.0,2580881.0,,-5150,9220,-4070
2003-02-20,2200.0,2140.0,1130910.0,,-11270,9270,0
2003-02-21,2140.0,2120.0,580972.0,,3720,-3720,0
2003-02-24,2120.0,2105.0,769502.0,,-23970,17570,1400
2003-02-25,2080.0,2040.0,432670.0,,-6440,6440,0
2003-02-26,2070.0,2015.0,468900.0,,-6820,5910,910
2003-02-27,1990.0,1940.0,581010.0,,-7480,-3960,-560
2003-02-28,1950.0,1930.0,314970.0,,-120,470,-350
2003-03-03,1905.0,1970.0,361130.0,,-2010,2010,0
2003-03-04,1965.0,1900.0,298770.0,,3870,-3870,0
2003-03-05,1855.0,1830.0,321445.0,,-8410,3420,0
2003-03-06,1840.0,1820.0,216380.0,,-19580,-520,20100
2003-03-07,1760.0,1750.0,235733.0,,-14620,14620,0
2003-03-10,1740.0,1760.0,213910.0,,-73880,73880,0
2003-03-11,1765.0,1860.0,422060.0,,-136600,6600,130000
2003-03-12,1900.0,1890.0,558930.0,,-191010,63510,127500
2003-03-13,1920.0,1900.0,413252.0,,-166970,113780,50190
2003-03-14,1970.0,1900.0,277580.0,,-6650,6650,0
2003-03-17,1870.0,1760.0,320621.0,,-13190,13190,0
2003-03-18,1900.0,2020.0,1108776.0,,-224535,1355,223180
2003-03-19,2080.0,2020.0,1643651.0,,183570,-303690,120120
2003-03-20,2085.0,2180.0,2186235.0,,-362630,-7670,370300
2003-03-21,2190.0,2150.0,800680.0,,-96420,96420,0
2003-03-24,2200.0,2100.0,649207.0,,16123,-3063,140
2003-03-25,1980.0,2220.0,2002748.0,,-162240,9960,152280
2003-03-26,2250.0,2150.0,961981.0,,-6840,5790,1050
2003-03-27,2110.0,2120.0,371351.0,,3530,-4230,700
2003-03-28,2120.0,2180.0,490237.0,,3390,-2410,-980
2003-03-31,2155.0,2110.0,728343.0,,-4910,4910,0
2003-04-01,2085.0,2120.0,415952.0,,6080,-5590,-490
2003-04-02,2150.0,2140.0,497164.0,,-4670,4670,0
2003-04-03,2230.0,2315.0,2209893.0,,-10350,9720,630
2003-04-04,2315.0,2325.0,1230249.0,,-116110,49050,68060
2003-04-07,2370.0,2415.0,1406637.0,,-44400,38370,6030
2003-04-08,2350.0,2435.0,770250.0,,-12410,6200,6460
2003-04-09,2425.0,2400.0,460950.0,,-4532,-10128,1360
2003-04-10,2400.0,2370.0,528220.0,,-17193,-11150,22243
2003-04-11,2340.0,2400.0,518238.0,,-12565,1785,-1060
2003-04-14,2405.0,2570.0,802055.0,,-7770,4370,1400
2003-04-15,2580.0,2540.0,708506.0,,-21640,3420,0
2003-04-16,2570.0,2630.0,1259780.0,,-134170,910,22100
2003-04-17,2550.0,2600.0,418390.0,,5690,4310,0
2003-04-18,2615.0,2630.0,863268.0,,45810,-8530,720
2003-04-21,2630.0,2520.0,440222.0,,-21758,6558,-300
2003-04-22,2500.0,2570.0,677706.0,,14450,-22840,-530
2003-04-23,2660.0,2955.0,5422923.0,,-211120,165380,25740
2003-04-24,2990.0,2870.0,2154675.0,,-200480,99790,690
2003-04-25,2800.0,2670.0,1266320.0,,-76730,45640,-8670
2003-04-28,2650.0,2820.0,1594700.0,,-77440,91440,0
2003-04-29,2850.0,2950.0,2173971.0,,-102700,54830,2870
2003-04-30,2980.0,2990.0,1737978.0,,-137390,33770,3620
2003-05-02,3180.0,3020.0,1052057.0,,96820,-99820,3000
2003-05-06,3020.0,2975.0,785416.0,,-17060,20060,-3000
2003-05-07,2975.0,3045.0,1087460.0,,-141250,99760,43490
2003-05-09,3010.0,3045.0,658200.0,,-54292,54292,0
2003-05-12,3115.0,3060.0,644340.0,,-50560,13180,38380
2003-05-13,3100.0,3000.0,571147.0,,-57590,-5330,0
2003-05-14,3000.0,2885.0,675574.0,,-16640,2890,0
2003-05-15,2945.0,2935.0,581749.0,,-85110,4010,8020
2003-05-16,2970.0,3145.0,2392820.0,,-276910,-26560,300000
2003-05-19,3110.0,3270.0,889576.0,,-132270,-24000,152150
2003-05-20,3200.0,3220.0,1489588.0,,-94643,20043,0
2003-05-21,3230.0,3350.0,1784967.0,,-279120,21550,257570
2003-05-22,3400.0,3410.0,1963323.0,,-221184,15264,199920
2003-05-23,3540.0,3430.0,986584.0,,-155500,1750,149840
2003-05-26,3430.0,3430.0,977001.0,,-13055,9175,0
2003-05-27,3430.0,3320.0,769250.0,,-16040,450,11710
2003-05-28,3400.0,3360.0,889006.0,,-270439,46979,200000
2003-05-29,3390.0,3530.0,1251870.0,,-46580,12570,30200
2003-05-30,3530.0,3555.0,477180.0,,-8120,-1760,0
2003-06-02,3600.0,3495.0,684968.0,,-13358,23678,3200
2003-06-03,3450.0,3350.0,4607616.0,,143880,-22200,-9050
2003-06-04,3410.0,3320.0,749050.0,,-3080,-170,-480
2003-06-05,3370.0,3300.0,739959.0,,-57640,8290,46300
2003-06-09,3300.0,3510.0,1478292.0,,-348194,-5806,350920
2003-06-10,3550.0,3710.0,2498560.0,,-170520,7340,347380
2003-06-11,3750.0,3580.0,896375.0,,-15960,-3560,0
2003-06-12,3630.0,3700.0,1465550.0,,-161060,7320,299120
2003-06-13,3715.0,3770.0,930238.0,,-29450,9560,45690
2003-06-16,3775.0,3810.0,772180.0,,-93832,-25998,120630
