Symbol,두산_시가(원),두산_종가(원),두산_거래량(주),두산_PER(IFRS-연결),두산_순매수수량(개인)(주),두산_순매수수량(기관계)(주),두산_순매수수량(외국인계)(주)
2006-04-19,37900.0,36200.0,267393.0,400.98,41420,-51860,3140
2006-04-20,36400.0,36300.0,176529.0,402.08,-18660,3430,20200
2006-04-21,36150.0,38900.0,430749.0,430.88,-102074,26314,84210
2006-04-24,39300.0,38400.0,183141.0,425.34,0,6840,-4580
2006-04-25,37900.0,38400.0,186104.0,425.34,49020,27700,-63220
2006-04-26,38400.0,38500.0,166849.0,426.45,-10420,5780,2520
2006-04-27,39000.0,37750.0,245830.0,418.15,36800,-2650,-27470
2006-04-28,37400.0,35550.0,206062.0,393.77,20419,-8049,-14530
2006-05-02,35550.0,35000.0,157445.0,387.68,45760,-35780,-1820
2006-05-03,35050.0,34400.0,260672.0,381.04,140177,-113217,-8300
2006-05-04,34300.0,33900.0,146682.0,375.5,39696,-27036,-12740
2006-05-08,34300.0,35550.0,218102.0,393.77,11127,-15927,17160
2006-05-09,35850.0,35000.0,142692.0,387.68,20632,-17162,1530
2006-05-10,35100.0,35400.0,137903.0,392.11,-25017,10877,7500
2006-05-11,35200.0,35800.0,140726.0,396.55,-7197,43137,-47900
2006-05-12,35200.0,34800.0,110046.0,385.47,19256,-16926,-1150
2006-05-15,34250.0,32900.0,274164.0,364.42,121700,5910,-127410
2006-05-16,33600.0,31550.0,178058.0,349.47,-21790,33230,-9190
2006-05-17,31350.0,30950.0,372222.0,342.82,61710,31420,-97000
2006-05-18,29500.0,31550.0,475812.0,349.47,-17790,69070,-53470
2006-05-19,30800.0,30800.0,196276.0,341.16,57420,27080,-88750
2006-05-22,30650.0,29400.0,102900.0,325.65,-13100,16760,230
2006-05-23,29550.0,29600.0,97850.0,327.87,-29700,29460,-740
2006-05-24,29600.0,30000.0,110263.0,332.3,-21230,8210,10440
2006-05-25,30200.0,29550.0,105359.0,327.32,-27784,-17156,45450
2006-05-26,30250.0,30000.0,84392.0,332.3,-20,13150,-13330
2006-05-29,30200.0,30400.0,77146.0,336.73,-7710,5770,1740
2006-05-30,30300.0,29900.0,99330.0,331.2,-35880,16430,19590
2006-06-01,29500.0,29450.0,86655.0,326.2,-36470,10980,25490
2006-06-02,29750.0,30000.0,114050.0,332.3,-23761,14011,5880
2006-06-05,30400.0,29600.0,64700.0,327.87,-4140,-4860,9880
2006-06-07,28950.0,27500.0,157882.0,304.61,-4800,-10700,15340
2006-06-08,27900.0,27500.0,118173.0,304.61,-12505,-23985,36360
2006-06-09,28300.0,29000.0,98521.0,321.22,-15372,17902,1600
2006-06-12,28600.0,28950.0,42664.0,320.67,-4920,9730,-6980
2006-06-13,28800.0,26800.0,100480.0,296.85,47290,-25380,-23220
2006-06-14,26700.0,27000.0,92477.0,299.07,22403,2207,-26410
2006-06-15,27300.0,26450.0,155790.0,292.98,30860,-22240,-8870
2006-06-16,27200.0,27350.0,79592.0,302.94,8730,-14800,6230
2006-06-19,27000.0,27000.0,54380.0,299.07,-9320,1410,8190
2006-06-20,26900.0,26300.0,92773.0,291.32,-14010,4940,9310
2006-06-21,26600.0,26100.0,75417.0,289.1,12370,8800,-23670
2006-06-22,26700.0,26900.0,101140.0,297.96,-29870,50060,-17200
2006-06-23,26300.0,26700.0,120717.0,295.75,-11490,26540,-14770
2006-06-26,26650.0,27000.0,65840.0,299.07,-14131,15011,-6630
2006-06-27,27300.0,26850.0,87660.0,297.41,-3540,-2100,7180
2006-06-28,26400.0,28000.0,70751.0,310.15,-16170,29340,-12360
2006-06-29,27650.0,29000.0,145501.0,321.22,-31370,32810,5140
2006-06-30,29700.0,30400.0,111030.0,336.73,-48370,29150,20340
2006-07-03,30000.0,30050.0,40271.0,332.86,7790,-16920,11060
2006-07-04,30500.0,29450.0,63416.0,326.2,8271,-11881,6700
2006-07-05,28400.0,29450.0,75030.0,326.2,-12380,-15960,29150
2006-07-06,29050.0,30000.0,273587.0,332.3,-6940,-135450,157770
2006-07-07,30350.0,32350.0,267494.0,358.33,-67117,-74593,155410
2006-07-10,31650.0,32800.0,225544.0,363.31,-48370,-33470,99270
2006-07-11,32800.0,32000.0,102633.0,354.46,19986,-41006,18860
2006-07-12,32000.0,31600.0,88021.0,350.03,-1040,1390,300
2006-07-13,31500.0,31100.0,69010.0,344.48,11190,-17770,9700
2006-07-14,31000.0,30950.0,74950.0,342.82,-16509,-19180,40519
2006-07-18,30400.0,30800.0,73460.0,341.16,-20420,270,18150
2006-07-19,30800.0,31300.0,105051.0,346.69,-5504,-5096,12470
2006-07-20,32200.0,32000.0,123301.0,354.46,-6860,-36740,43020
2006-07-21,31400.0,31600.0,59942.0,350.03,-8770,15920,-2200
2006-07-24,31550.0,32200.0,62034.0,356.67,-18330,20730,-2780
2006-07-25,32550.0,33500.0,147040.0,371.06,-62033,33613,23030
2006-07-26,33550.0,34000.0,104055.0,376.61,-26280,1940,25170
2006-07-27,34000.0,33700.0,119970.0,373.29,-8890,11940,-3810
2006-07-28,33300.0,34100.0,73770.0,377.72,-21420,-11840,22460
2006-07-31,34450.0,33900.0,52161.0,375.5,-10092,2112,7860
2006-08-01,33600.0,33600.0,97969.0,372.18,-27573,8910,18363
2006-08-02,33600.0,33000.0,52466.0,365.53,4800,5560,-10640
2006-08-03,33300.0,33400.0,75433.0,369.96,-6610,960,6710
2006-08-04,33700.0,33550.0,74810.0,371.63,-13960,4840,5410
2006-08-07,33650.0,33400.0,86070.0,369.96,-28430,-11480,40270
2006-08-08,33400.0,33550.0,54523.0,371.63,-7501,27250,-22129
2006-08-09,33500.0,33500.0,95685.0,371.06,-20730,6950,4190
2006-08-10,33200.0,33050.0,76330.0,366.08,-1890,-6620,10520
2006-08-11,33500.0,32300.0,62311.0,357.78,-16520,7880,8280
2006-08-14,32350.0,31300.0,71880.0,346.69,-13209,11489,980
2006-08-16,31500.0,32450.0,65470.0,359.44,-21770,15490,5850
2006-08-17,32500.0,33600.0,90291.0,372.18,-40040,14240,24270
2006-08-18,33750.0,33950.0,1057501.0,376.06,984580,12940,-1580
2006-08-21,33800.0,32700.0,47416.0,362.21,540,-2860,5190
2006-08-22,33000.0,33700.0,75950.0,373.29,-11690,1770,5810
2006-08-23,33550.0,33900.0,55510.0,375.5,-15970,5370,10770
2006-08-24,34000.0,34050.0,100130.0,377.16,8308,-3828,-4040
2006-08-25,33500.0,34650.0,92603.0,383.81,-20910,37040,-20670
2006-08-28,34600.0,34650.0,30701.0,383.81,-8320,9470,-1040
2006-08-29,34650.0,35000.0,73910.0,387.68,-14820,20260,-6720
2006-08-30,35500.0,36200.0,173971.0,400.98,-87260,62370,23420
2006-08-31,36400.0,36100.0,90530.0,399.87,-38620,41620,-4680
2006-09-01,36000.0,35600.0,73421.0,394.33,-14060,-3720,17510
2006-09-04,36500.0,35250.0,44462.0,390.45,-9310,-6600,18930
2006-09-05,35100.0,35300.0,75460.0,391.0,-3940,-22270,31130
2006-09-06,35400.0,34700.0,54805.0,384.36,-1510,2890,400
2006-09-07,34700.0,35400.0,60341.0,392.11,-24810,10030,8680
2006-09-08,35000.0,35800.0,53090.0,396.55,-24129,5379,14090
2006-09-11,35950.0,35800.0,45051.0,396.55,-15590,4980,11100
2006-09-12,36200.0,35900.0,29240.0,397.66,-11540,6140,5220
2006-09-13,36200.0,35150.0,70310.0,389.34,-10540,-8730,19630
2006-09-14,34900.0,36300.0,108230.0,402.08,-24960,23260,8480
2006-09-15,36000.0,36100.0,25910.0,399.87,-2360,130,1600
2006-09-18,35900.0,36800.0,84613.0,407.62,-11820,7220,-15050
2006-09-19,36500.0,37500.0,127078.0,415.37,-49214,20504,27850
2006-09-20,37300.0,37300.0,51294.0,413.16,-7536,13026,5070
2006-09-21,37100.0,37400.0,55606.0,414.26,-21557,17287,5070
2006-09-22,36950.0,36550.0,51477.0,404.85,-11113,11553,-210
2006-09-25,36100.0,37750.0,66085.0,418.15,-31240,14220,10570
2006-09-26,38900.0,39450.0,425708.0,436.97,-117970,-45430,162390
2006-09-27,38900.0,40000.0,103341.0,443.07,-33290,36480,-8790
2006-09-28,40000.0,41000.0,72884.0,454.14,-41060,17310,21100
2006-09-29,41500.0,41500.0,64111.0,459.68,-22370,36880,-14170
2006-10-02,41600.0,40850.0,46727.0,452.48,-10766,9980,2400
2006-10-04,40100.0,39250.0,41200.0,434.76,2640,-1040,-5330
2006-10-09,38550.0,38050.0,90597.0,421.47,-42552,12622,28630
2006-10-10,38050.0,39400.0,68450.0,436.42,-21180,5820,21180
2006-10-11,39400.0,40000.0,152822.0,443.07,-16222,-54128,64530
2006-10-12,40600.0,40500.0,199100.0,448.61,-17600,-44810,62510
2006-10-13,41000.0,40500.0,62989.0,448.61,-14818,26028,-8900
2006-10-16,40200.0,40000.0,29581.0,443.07,370,2170,-30
2006-10-17,40500.0,39900.0,55930.0,441.96,-8690,7020,-9180
2006-10-18,40100.0,39650.0,110634.0,439.19,13670,2720,-18860
2006-10-19,39750.0,39000.0,80058.0,431.99,7335,-5179,-5700
2006-10-20,39000.0,39400.0,38400.0,436.42,-4470,-990,9250
2006-10-23,39600.0,39000.0,60424.0,431.99,644,-154,-2050
2006-10-24,39050.0,38500.0,55694.0,426.45,4460,-2240,10080
2006-10-25,38250.0,39100.0,69540.0,433.09,-3790,-5490,8790
2006-10-26,38800.0,39000.0,75024.0,431.99,-6125,-1015,-7530
2006-10-27,40000.0,39900.0,122860.0,441.96,-20145,5205,7340
2006-10-30,40400.0,40000.0,50256.0,443.07,-9900,-13230,20420
2006-10-31,39650.0,41400.0,124962.0,458.57,-19858,3888,8610
2006-11-01,41200.0,42850.0,115827.0,474.63,361,-21971,22850
2006-11-02,42850.0,43400.0,54223.0,480.72,-8960,12730,-9760
2006-11-03,43200.0,43650.0,48651.0,483.49,-19639,2239,17480
2006-11-06,43500.0,45500.0,59150.0,503.98,-17090,11700,8300
2006-11-07,45900.0,45800.0,54431.0,507.32,-9090,4890,6810
2006-11-08,45200.0,43700.0,83947.0,484.04,2925,11285,-11880
2006-11-09,43300.0,43700.0,67043.0,484.04,1181,-17971,13400
2006-11-10,43800.0,44000.0,35860.0,487.38,1839,-1439,-400
2006-11-13,43600.0,43450.0,24460.0,481.28,1845,-6535,4570
2006-11-14,44000.0,43900.0,38103.0,486.27,-4473,-4157,10090
2006-11-15,43750.0,44800.0,57680.0,496.23,-4524,-6996,12320
2006-11-16,44350.0,45300.0,43221.0,501.77,-6996,1846,3440
2006-11-17,46000.0,47100.0,171654.0,521.71,-37002,14165,17770
2006-11-20,47500.0,48700.0,212355.0,539.43,-42985,5395,29830
2006-11-21,49450.0,49500.0,240668.0,548.29,-9107,-110490,114150
2006-11-22,49750.0,50000.0,134485.0,553.84,-8268,-34212,54340
2006-11-23,50000.0,50000.0,270744.0,553.84,-6365,22922,-21254
2006-11-24,50800.0,51500.0,96121.0,570.44,-21300,19105,3344
2006-11-27,52900.0,51000.0,66581.0,564.91,16799,-9724,-6647
2006-11-28,49850.0,49900.0,82591.0,552.73,1496,-378,-2197
2006-11-29,50000.0,50800.0,86662.0,562.69,-16576,8666,15820
2006-11-30,50800.0,51800.0,83779.0,573.77,3106,-9222,11168
2006-12-01,51800.0,53400.0,62199.0,591.49,-8851,-18469,27119
2006-12-04,53400.0,53500.0,43342.0,592.6,2335,-16911,20348
2006-12-05,54000.0,53000.0,51646.0,587.06,-9173,-13918,27297
2006-12-06,53000.0,52100.0,36299.0,577.1,-4607,-1633,5003
2006-12-07,51600.0,51800.0,51367.0,573.77,12111,-5745,2701
2006-12-08,51500.0,53000.0,69712.0,587.06,-16911,1229,4811
2006-12-11,53200.0,52300.0,34429.0,579.31,2014,4744,-7388
2006-12-12,52000.0,51800.0,49175.0,573.77,-4253,-24495,23520
2006-12-13,51800.0,52000.0,63130.0,575.99,11232,-12463,-947
2006-12-14,52000.0,53500.0,119269.0,592.6,3157,-36069,36251
2006-12-15,53500.0,51600.0,90456.0,571.55,47558,-44778,-2895
2006-12-18,52000.0,52000.0,73369.0,575.99,1846,-34158,26432
2006-12-19,52500.0,51200.0,80451.0,567.12,-3237,-3799,10776
2006-12-20,51000.0,54000.0,117773.0,598.14,-10703,-21553,26104
2006-12-21,54100.0,53300.0,83269.0,590.38,-2510,-40648,44940
2006-12-22,53800.0,54200.0,41282.0,600.36,-10115,1903,7609
2006-12-26,54300.0,54100.0,42707.0,599.25,-15103,-1794,17964
2006-12-27,53900.0,55500.0,24193.0,614.75,-8382,467,4213
2006-12-28,56000.0,56900.0,94545.0,630.26,37297,-26178,-13173
2007-01-02,56900.0,57200.0,67981.0,146.74,9503,-18758,11110
2007-01-03,57900.0,57300.0,88525.0,147.0,14256,-32122,29246
2007-01-04,56800.0,56000.0,76231.0,143.66,2545,-13992,32623
2007-01-05,56100.0,55500.0,65963.0,142.38,10506,-24756,28335
2007-01-08,54600.0,54500.0,41687.0,139.81,6868,-12249,6381
2007-01-09,54000.0,53200.0,43096.0,136.48,12976,-13483,4696
2007-01-10,52700.0,51400.0,169321.0,131.86,-9846,-5569,11080
2007-01-11,50900.0,52000.0,110926.0,133.4,7055,-56401,58045
2007-01-12,52400.0,54000.0,116185.0,138.53,7356,-55967,56826
2007-01-15,55000.0,56100.0,104325.0,143.92,-2641,-30196,49685
2007-01-16,56000.0,55200.0,56049.0,141.61,14217,-21874,7931
2007-01-17,55600.0,54400.0,110791.0,139.56,24892,-48129,30674
2007-01-18,53500.0,55100.0,45325.0,141.35,-13420,6890,6577
2007-01-19,54300.0,54800.0,46813.0,140.58,-24459,-8314,33003
2007-01-22,53900.0,55500.0,70270.0,142.38,-8176,-23319,33624
2007-01-23,55200.0,56500.0,61103.0,144.95,-946,-2234,4587
2007-01-24,56500.0,55000.0,119306.0,141.1,21347,4002,-25591
2007-01-25,55200.0,55000.0,72046.0,141.1,-12519,-8094,23729
2007-01-26,54000.0,54000.0,70357.0,138.53,-589,-11296,11993
2007-01-29,53700.0,51600.0,74318.0,132.37,-3763,-10910,17712
2007-01-30,52300.0,52900.0,87961.0,135.71,1424,-16030,18219
2007-01-31,52900.0,52700.0,133820.0,135.2,-2817,-43563,37895
2007-02-01,52600.0,52100.0,132457.0,133.66,20833,-2612,-17153
2007-02-02,51800.0,52300.0,89934.0,134.17,-10639,1539,10808
2007-02-05,52400.0,52100.0,114144.0,133.66,31062,-19763,714
2007-02-06,52400.0,53000.0,119143.0,135.97,-2806,12030,-13734
2007-02-07,53200.0,53400.0,144643.0,136.99,6210,-24833,21043
2007-02-08,53500.0,53600.0,71739.0,137.5,-921,488,3663
2007-02-09,53600.0,53000.0,60080.0,135.97,-2126,2784,584
2007-02-12,52300.0,51800.0,34304.0,132.89,6786,-3409,-3177
2007-02-13,51200.0,51000.0,77453.0,130.84,26134,-18872,11435
2007-02-14,51500.0,51700.0,67744.0,132.63,-21273,10,23576
2007-02-15,52300.0,52300.0,130612.0,134.17,2709,-28003,32094
2007-02-16,52500.0,52700.0,54444.0,135.2,1885,-21861,20007
2007-02-20,52200.0,52500.0,20748.0,134.68,-1751,-2972,4723
2007-02-21,52500.0,51900.0,27777.0,133.15,-9423,-749,9899
2007-02-22,51900.0,51000.0,100528.0,130.84,9733,-11973,5942
2007-02-23,51300.0,54000.0,1815349.0,138.53,1652685,26529,31270
2007-02-26,54900.0,57800.0,202697.0,148.28,-48592,53215,-27976
2007-02-27,57900.0,58500.0,154305.0,150.08,-23317,12847,8920
2007-02-28,55000.0,57800.0,210160.0,148.28,3575,-2440,-10097
2007-03-02,57700.0,57200.0,138595.0,146.74,-5838,-13547,19927
2007-03-05,56000.0,56800.0,86677.0,145.72,-13172,21952,-3765
2007-03-06,56900.0,61400.0,215785.0,157.52,260,52984,-37414
2007-03-07,61900.0,60900.0,133953.0,156.23,710,50510,-45290
2007-03-08,60900.0,63000.0,162730.0,161.62,-25587,40974,-24615
2007-03-09,63000.0,64500.0,166573.0,165.47,-8783,45008,-42899
2007-03-12,64500.0,64200.0,86658.0,164.7,4505,4284,-6119
2007-03-13,64200.0,64500.0,83943.0,165.47,9525,-2353,-6756
2007-03-14,63700.0,66000.0,61417.0,169.32,-13411,8134,282
2007-03-15,67500.0,68000.0,138480.0,174.45,-7990,6370,992
2007-03-16,68000.0,69200.0,102216.0,177.53,12206,5984,-23266
2007-03-19,69200.0,68000.0,89293.0,174.45,1244,-706,-9279
2007-03-20,68400.0,69000.0,124659.0,177.01,-371,13961,-8128
2007-03-21,69000.0,68900.0,109262.0,176.76,31358,-5902,-30781
2007-03-22,69200.0,73000.0,314545.0,187.27,-14779,116512,-105142
2007-03-23,73300.0,80500.0,359570.0,206.52,-37190,134237,-117532
2007-03-26,79500.0,76500.0,359276.0,196.25,142842,-21140,-137631
2007-03-27,76500.0,77000.0,211195.0,197.54,25948,13178,-30415
2007-03-28,77400.0,74600.0,147082.0,191.38,-6945,8658,15954
2007-03-29,73500.0,77500.0,242643.0,198.82,29541,-6928,-24779
2007-03-30,78000.0,77000.0,165207.0,197.54,8810,-3653,-15989
2007-04-02,76000.0,79000.0,360579.0,202.67,-17560,3274,-23516
2007-04-03,78200.0,78200.0,271013.0,200.61,33408,25479,-64140
2007-04-04,78300.0,78000.0,115994.0,200.1,4478,-53159,49374
2007-04-05,78100.0,76100.0,204033.0,195.23,76240,-97445,30884
2007-04-06,76200.0,77100.0,184242.0,197.79,-12772,-30262,43544
2007-04-09,77300.0,79900.0,267344.0,204.97,-53736,30373,19433
2007-04-10,81400.0,83600.0,259246.0,214.47,-12293,-95821,109344
2007-04-11,83600.0,80500.0,130761.0,206.52,-8046,-11971,20879
2007-04-12,79200.0,78300.0,232394.0,200.87,76551,-50357,-27362
2007-04-13,79200.0,81700.0,204289.0,209.59,-63800,63599,-4734
2007-04-16,82100.0,85000.0,177683.0,218.06,-85612,71572,-24926
2007-04-17,87000.0,84500.0,135489.0,216.78,-27303,29493,-12290
2007-04-18,85500.0,86300.0,154404.0,221.39,26947,-25981,5183
2007-04-19,86300.0,83900.0,140392.0,215.24,38843,-17290,-706
2007-04-20,85300.0,87700.0,116375.0,224.99,-41476,23735,-5371
2007-04-23,87400.0,89500.0,150438.0,229.6,-17842,22023,6488
2007-04-24,89000.0,91500.0,145454.0,234.73,-18083,33531,-27748
2007-04-25,94400.0,91500.0,212547.0,234.73,52332,22287,-91551
2007-04-26,92300.0,88000.0,149059.0,225.75,43424,18546,-63129
2007-04-27,89600.0,84000.0,376510.0,215.49,51287,-67553,-2344
2007-04-30,83000.0,86500.0,188462.0,221.91,-18695,905,1254
2007-05-02,87200.0,84100.0,100368.0,215.75,9443,7592,-17078
2007-05-03,82800.0,81900.0,2122897.0,210.11,2002528,13674,-16070
2007-05-04,85000.0,90400.0,345454.0,231.91,22010,-20222,-3689
2007-05-07,90400.0,90900.0,159694.0,233.2,-8709,-9874,12209
2007-05-08,91900.0,95500.0,323792.0,245.0,-77046,9665,71727
2007-05-09,97000.0,103000.0,359096.0,264.24,-22641,88915,-171892
2007-05-10,102000.0,107000.0,333669.0,274.5,-13908,74772,-71338
2007-05-11,106000.0,113000.0,266347.0,289.89,-16538,41388,-83458
2007-05-14,111500.0,114000.0,207173.0,292.46,14943,27114,-103048
2007-05-15,112000.0,105000.0,165071.0,269.37,-13365,18992,-4958
2007-05-16,101000.0,106000.0,164389.0,271.93,12885,-22301,9644
2007-05-17,108000.0,109500.0,255854.0,280.91,30920,27564,-61650
2007-05-18,111500.0,114500.0,140060.0,293.74,-26031,14723,8668
2007-05-21,113000.0,118000.0,145795.0,302.72,-23940,3017,20920
2007-05-22,115500.0,118000.0,106862.0,302.72,-20913,-9267,29222
2007-05-23,116500.0,116000.0,102719.0,297.59,-23369,15746,-413
2007-05-25,113000.0,119500.0,126413.0,306.57,-29166,-377,25512
2007-05-28,117500.0,120000.0,68983.0,307.85,-8710,21738,-13985
2007-05-29,121500.0,123500.0,135261.0,316.83,5557,44931,-52731
2007-05-30,123500.0,124000.0,75360.0,318.11,-12841,10881,-205
2007-05-31,125000.0,133000.0,131093.0,341.2,-27038,-8173,19171
2007-06-01,131500.0,124000.0,249146.0,318.11,97341,-48907,-27206
2007-06-04,124000.0,129500.0,127815.0,332.22,-28428,-8027,30869
2007-06-05,128000.0,127500.0,65127.0,327.09,-14635,2853,9454
2007-06-07,124000.0,130000.0,54701.0,333.5,-8807,11220,-2167
2007-06-08,128500.0,125000.0,81116.0,320.67,-5490,14910,-12587
2007-06-11,124000.0,119500.0,166532.0,306.57,9792,-18949,-1971
2007-06-12,116500.0,114000.0,353961.0,292.46,75817,33748,-115598
2007-06-13,113500.0,119000.0,388863.0,305.28,-11086,82656,-130129
2007-06-14,118500.0,136500.0,424488.0,350.18,-114721,78800,-79593
2007-06-15,144000.0,150000.0,588659.0,384.81,-85122,151522,-145531
2007-06-18,148000.0,145000.0,221712.0,371.98,22118,47500,-74270
2007-06-19,145500.0,153000.0,359329.0,392.51,11664,40652,-117612
2007-06-20,153000.0,147500.0,249332.0,378.4,1705,-2018,-31525
2007-06-21,145000.0,147000.0,100850.0,377.11,21425,6262,-43693
2007-06-22,147000.0,143000.0,144609.0,366.85,16729,2314,-49781
2007-06-25,140500.0,139500.0,110141.0,357.87,-11155,22721,-32098
2007-06-26,138500.0,138000.0,202158.0,354.03,-392,14579,-35705
2007-06-27,135500.0,147000.0,120672.0,377.11,25485,97,-24924
2007-06-28,148000.0,143000.0,111708.0,366.85,32889,5741,-72613
2007-06-29,143500.0,144000.0,114789.0,369.42,-15744,32548,-28811
2007-07-02,143000.0,143000.0,57078.0,366.85,7556,-4136,-2605
2007-07-03,143000.0,145000.0,99137.0,371.98,10616,6951,-33784
2007-07-04,148500.0,153500.0,168362.0,393.79,-10784,10184,600
2007-07-05,156000.0,161000.0,226156.0,413.03,-77418,62747,-12191
2007-07-06,162500.0,154000.0,99876.0,395.07,-2526,2181,-16247
2007-07-09,153500.0,157000.0,56203.0,402.77,-2840,-8274,14360
2007-07-10,160000.0,158500.0,47681.0,406.62,-7693,152,-2283
2007-07-11,156500.0,158000.0,108023.0,405.33,-13195,7619,-31628
2007-07-12,158000.0,154000.0,93776.0,395.07,29746,-9302,-20064
2007-07-13,156000.0,158000.0,99006.0,405.33,-8935,33873,-27811
2007-07-16,159000.0,154000.0,47721.0,395.07,4066,12893,-16232
2007-07-18,155500.0,159000.0,87544.0,407.9,-34566,7724,17179
2007-07-19,161000.0,160000.0,63497.0,410.47,-24940,19986,-16190
2007-07-20,160000.0,166000.0,132971.0,425.86,-38582,5206,12695
2007-07-23,164000.0,161000.0,52236.0,413.03,9058,-11105,1515
2007-07-24,162500.0,159000.0,59825.0,407.9,20527,-4462,-15325
2007-07-25,154000.0,161000.0,36248.0,413.03,-7605,7219,382
2007-07-26,159500.0,150000.0,99541.0,384.81,44907,-14855,-29139
2007-07-27,147000.0,149000.0,124489.0,382.24,-11257,1497,13842
2007-07-30,151000.0,149000.0,89062.0,382.24,5985,20852,-39832
2007-07-31,150500.0,155000.0,138575.0,397.64,-5439,39142,-60991
2007-08-01,153500.0,145500.0,92814.0,373.27,12013,1800,-12927
2007-08-02,147000.0,141500.0,68276.0,363.01,2749,25985,-28263
2007-08-03,143500.0,138500.0,44577.0,355.31,17791,-1396,-15823
2007-08-06,132500.0,138500.0,41320.0,355.31,3506,2091,-8441
2007-08-07,142500.0,143000.0,87997.0,366.85,-7406,29111,-28273
2007-08-08,147000.0,148000.0,101238.0,379.68,-8673,43525,-46687
2007-08-09,148000.0,148000.0,90244.0,379.68,-2507,15851,-30855
2007-08-10,142500.0,141000.0,98456.0,361.72,6901,13446,-30888
2007-08-13,140000.0,136000.0,149313.0,348.9,26018,49210,-89581
2007-08-14,134500.0,136000.0,181835.0,348.9,-17544,11221,-32987
2007-08-16,126000.0,132500.0,199995.0,339.92,-56900,34848,-34674
2007-08-17,135000.0,123000.0,127682.0,315.54,16363,-9054,-21488
2007-08-20,127500.0,126000.0,73263.0,323.24,6763,-14813,7971
2007-08-21,126500.0,127000.0,74506.0,325.81,803,-13602,621
2007-08-22,127000.0,132500.0,69300.0,339.92,-35020,12881,1258
2007-08-23,136000.0,136500.0,37236.0,350.18,-15464,16990,-2180
2007-08-24,135000.0,138500.0,29667.0,355.31,-9705,8833,761
2007-08-27,140000.0,135000.0,40029.0,346.33,-47,-375,-1365
2007-08-28,136500.0,140500.0,84742.0,360.44,-24428,41259,-23182
2007-08-29,135000.0,145500.0,83054.0,373.27,-14714,38835,-33300
2007-08-30,149000.0,143500.0,64999.0,368.14,7516,3365,-12304
2007-08-31,145000.0,149000.0,111062.0,382.24,-37679,32377,1353
2007-09-03,149000.0,150000.0,51298.0,384.81,3216,-6071,-282
2007-09-04,148500.0,147000.0,65315.0,377.11,-3713,24373,-30911
2007-09-05,150000.0,147000.0,96837.0,377.11,10013,9672,-20347
2007-09-06,145000.0,150000.0,38207.0,384.81,-8193,16535,-15347
2007-09-07,148000.0,152500.0,102812.0,391.22,8507,27182,-38832
2007-09-10,150000.0,149000.0,74152.0,382.24,-15150,13573,2620
2007-09-11,149500.0,150000.0,22124.0,384.81,-8210,3968,4092
2007-09-12,151000.0,154500.0,217109.0,396.35,-74349,99737,-40128
2007-09-13,157000.0,168000.0,278517.0,430.99,-64610,36892,16117
2007-09-14,178500.0,176000.0,304135.0,451.51,-29878,-58686,89602
