Symbol,LS_시가(원),LS_종가(원),LS_거래량(주),LS_PER(IFRS-연결),LS_순매수수량(개인)(주),LS_순매수수량(기관계)(주),LS_순매수수량(외국인계)(주)
2002-07-08,13700.0,13500.0,294950.0,4.21,21620,-25770,-70
2002-07-09,13750.0,13750.0,202002.0,4.29,50642,-10622,-30000
2002-07-10,13500.0,13600.0,199390.0,4.25,57480,-27550,0
2002-07-11,13400.0,13100.0,222627.0,4.09,8417,-8167,-300
2002-07-12,13300.0,13300.0,148640.0,4.15,12710,-16490,0
2002-07-15,13300.0,13500.0,185650.0,4.21,18330,-41930,-1280
2002-07-16,13500.0,13050.0,151100.0,4.07,59850,-60610,0
2002-07-18,13350.0,13100.0,140212.0,4.09,25938,-25938,0
2002-07-19,12800.0,12600.0,298900.0,3.93,117040,-142980,-920
2002-07-22,12250.0,11700.0,423990.0,3.65,169010,-127650,-8210
2002-07-23,11550.0,11900.0,439308.0,3.72,179020,-206090,1550
2002-07-24,11700.0,11600.0,259520.0,3.62,82980,-61420,1050
2002-07-25,12400.0,11600.0,432380.0,3.62,197780,-200590,0
2002-07-26,11500.0,11400.0,283420.0,3.56,-11910,-7350,-40
2002-07-29,11500.0,11200.0,233360.0,3.5,133850,-133360,-150
2002-07-30,11450.0,11550.0,434032.0,3.61,127330,-69850,-6040
2002-07-31,11550.0,10800.0,1213933.0,3.37,541600,-623910,4790
2002-08-01,11050.0,11300.0,1261050.0,3.53,-29530,-207620,236940
2002-08-02,11200.0,11150.0,341920.0,3.48,23610,-23560,-560
2002-08-05,10900.0,10500.0,367320.0,3.28,59690,-45000,-2350
2002-08-06,10300.0,10400.0,359663.0,3.25,43340,-39780,-6260
2002-08-07,10700.0,10700.0,372479.0,3.34,-77840,-14720,29460
2002-08-08,10700.0,10700.0,174720.0,3.34,18380,-8150,-8830
2002-08-09,10900.0,11000.0,215500.0,3.43,31600,-23910,0
2002-08-12,11050.0,11100.0,203253.0,3.47,-23500,22880,0
2002-08-13,11050.0,11000.0,147870.0,3.43,67060,-62060,0
2002-08-14,11000.0,11200.0,209960.0,3.5,-32710,-570,32270
2002-08-16,11450.0,11400.0,320200.0,3.56,46260,-117660,71650
2002-08-19,11650.0,11400.0,180530.0,3.56,-47278,7118,43450
2002-08-20,11600.0,11700.0,275050.0,3.65,-93160,81260,9700
2002-08-21,11650.0,12000.0,252901.0,3.75,-30279,-64151,94830
2002-08-22,12200.0,12000.0,236526.0,3.75,-1254,-72666,86860
2002-08-23,12100.0,11950.0,175100.0,3.73,15730,-14820,17380
2002-08-26,11750.0,12000.0,83760.0,3.75,-14210,11600,4060
2002-08-27,12050.0,11950.0,137390.0,3.73,20570,-56730,26930
2002-08-28,11800.0,12200.0,178060.0,3.81,-48740,31940,15760
2002-08-29,12100.0,12200.0,132591.0,3.81,-32978,-32210,65188
2002-08-30,12100.0,12500.0,209360.0,3.9,15530,-31890,9130
2002-09-02,12600.0,12800.0,344030.0,4.0,-100360,-42370,142720
2002-09-03,12800.0,12600.0,213710.0,3.93,-11959,-21967,61456
2002-09-04,12200.0,12400.0,280830.0,3.87,14840,-106190,92090
2002-09-05,12450.0,12350.0,127940.0,3.86,17450,-41830,30330
2002-09-06,12300.0,12000.0,316509.0,3.75,-150750,-50000,211450
2002-09-09,12250.0,11750.0,229714.0,3.67,-15619,19550,18403
2002-09-10,11800.0,12200.0,180075.0,3.81,17540,11450,1200
2002-09-11,12350.0,12650.0,380582.0,3.95,-41330,28910,12310
2002-09-12,12650.0,12850.0,474200.0,4.01,-26090,-67020,121560
2002-09-13,12700.0,12600.0,234190.0,3.93,-39750,670,4420
2002-09-16,12700.0,12650.0,214140.0,3.95,31400,-43150,900
2002-09-17,12850.0,13450.0,503819.0,4.2,54460,-50260,-1490
2002-09-18,13150.0,13000.0,378302.0,4.06,-51480,49310,310
2002-09-19,13200.0,12850.0,274380.0,4.01,-670,-1180,350
2002-09-23,12450.0,12500.0,261500.0,3.9,-30560,33830,0
2002-09-24,12200.0,12200.0,173630.0,3.81,-21090,20370,0
2002-09-25,12000.0,11500.0,348187.0,3.59,2510,5910,10
2002-09-26,11800.0,11550.0,270685.0,3.61,-10470,-790,33000
2002-09-27,11600.0,11600.0,192110.0,3.62,2940,4600,1320
2002-09-30,11300.0,11050.0,163380.0,3.45,-6950,-5930,2300
2002-10-01,10950.0,11400.0,197571.0,3.56,49060,-50040,580
2002-10-02,11650.0,11650.0,229725.0,3.64,-43470,39290,-4200
2002-10-04,11550.0,11750.0,122575.0,3.67,4380,-15150,-730
2002-10-07,11750.0,11450.0,124400.0,3.57,11400,-22530,0
2002-10-08,11300.0,11650.0,133320.0,3.64,-36890,32480,-100
2002-10-09,11700.0,11250.0,142260.0,3.51,42660,-55440,6060
2002-10-10,10950.0,10650.0,277470.0,3.33,27980,-83380,0
2002-10-11,11050.0,10800.0,183842.0,3.37,48982,-40032,-9450
2002-10-14,11100.0,11300.0,153560.0,3.53,11420,-8720,-1120
2002-10-15,11400.0,11350.0,177925.0,3.54,1230,-820,-1500
2002-10-16,11500.0,11750.0,365690.0,3.67,-84560,15000,69620
2002-10-17,11650.0,11800.0,190436.0,3.68,-19824,17130,0
2002-10-18,12050.0,12100.0,302125.0,3.78,2410,-31800,28610
2002-10-21,12100.0,11900.0,179441.0,3.72,-82240,-2380,85720
2002-10-22,12100.0,11950.0,149169.0,3.73,-54590,-650,60810
2002-10-23,11950.0,12400.0,200010.0,3.87,-36610,28370,7010
2002-10-24,12500.0,12050.0,150040.0,3.76,26470,-18520,0
2002-10-25,12100.0,12150.0,154360.0,3.79,-54280,12510,36610
2002-10-28,12400.0,12400.0,176559.0,3.87,30070,-7510,-600
2002-10-29,12300.0,12300.0,163100.0,3.84,-23320,23300,0
2002-10-30,12300.0,12200.0,132050.0,3.81,-48130,21620,24410
2002-10-31,12250.0,12100.0,90260.0,3.78,-20480,6190,4290
2002-11-01,12000.0,12150.0,128368.0,3.79,-55440,-10660,63960
2002-11-04,12450.0,12900.0,608200.0,4.03,-31980,18930,90000
2002-11-05,13000.0,13100.0,405700.0,4.09,-151970,21810,130000
2002-11-06,13150.0,13100.0,277142.0,4.09,-55150,102680,0
2002-11-07,13000.0,12750.0,246420.0,3.98,25000,4640,-34500
2002-11-08,12550.0,12600.0,104710.0,3.93,-16310,13650,3200
2002-11-11,12600.0,12550.0,289890.0,3.92,-152060,-28320,202800
2002-11-12,12450.0,12700.0,123130.0,3.97,-27830,19980,110
2002-11-13,12700.0,12400.0,144150.0,3.87,30620,20660,-52190
2002-11-14,12400.0,12350.0,104470.0,3.86,520,2050,-14500
2002-11-15,12500.0,12600.0,196574.0,3.93,17960,25170,-63130
2002-11-18,12750.0,12600.0,111640.0,3.93,6190,5400,-11150
2002-11-19,12500.0,12800.0,146735.0,4.0,-23990,24660,19470
2002-11-20,12950.0,13600.0,721996.0,4.25,-153230,179760,39800
2002-11-21,13750.0,13600.0,304560.0,4.25,-94420,109140,2320
2002-11-22,13800.0,13300.0,261862.0,4.15,-6780,24480,180
2002-11-25,13300.0,13500.0,167059.0,4.21,-13930,5120,3210
2002-11-26,13600.0,13500.0,180870.0,4.21,7000,-6070,50
2002-11-27,13450.0,13850.0,215358.0,4.32,-18280,-220,20030
2002-11-28,14050.0,13800.0,299840.0,4.31,-21640,58390,1150
2002-11-29,13800.0,13900.0,449540.0,4.34,-16350,14620,1480
2002-12-02,14000.0,14000.0,143690.0,4.37,-6000,-16700,1200
2002-12-03,13850.0,14000.0,170934.0,4.37,13453,-17903,1970
2002-12-04,13850.0,13900.0,240250.0,4.34,-136520,-5520,142100
2002-12-05,13800.0,14050.0,215070.0,4.39,-16490,59720,-45180
2002-12-06,13900.0,13800.0,131121.0,4.31,-10320,3740,-680
2002-12-09,13900.0,13600.0,97355.0,4.25,21005,-15035,1300
2002-12-10,13300.0,13300.0,270280.0,4.15,76090,-22290,-53800
2002-12-11,13350.0,13100.0,158720.0,4.09,69540,-10630,-61150
2002-12-12,13100.0,13500.0,270704.0,4.21,8460,-1740,-9930
2002-12-13,13250.0,13250.0,195104.0,4.14,70470,-70830,0
2002-12-16,13050.0,12950.0,120740.0,4.04,30610,-27680,-2000
2002-12-17,13150.0,13400.0,148400.0,4.18,-52150,51390,220
2002-12-18,13150.0,13500.0,139796.0,4.21,-976,-2024,0
2002-12-20,13300.0,13400.0,126850.0,4.18,-13580,17680,-4100
2002-12-23,13400.0,13200.0,187030.0,4.12,-46933,40313,4580
2002-12-24,13150.0,12950.0,2403226.0,4.04,16086,2174264,0
2002-12-26,12900.0,13150.0,318660.0,4.11,99220,-53070,-20000
2002-12-27,12250.0,12500.0,263150.0,3.9,-69570,73710,-3450
2002-12-30,12050.0,11500.0,174670.0,3.59,12960,-20320,4150
2003-01-02,11350.0,11600.0,210730.0,5.28,-48870,40430,-1840
2003-01-03,11800.0,11850.0,266530.0,5.4,59380,-54070,-300
2003-01-06,11800.0,11650.0,102940.0,5.3,48630,-48080,-430
2003-01-07,11800.0,11350.0,206830.0,5.17,88650,-96590,-790
2003-01-08,11400.0,11250.0,115750.0,5.12,17280,-19920,-600
2003-01-09,11100.0,10800.0,179990.0,4.92,59990,-42850,-18560
2003-01-10,11000.0,10750.0,184700.0,4.89,6740,-7130,240
2003-01-13,10650.0,11300.0,159570.0,5.14,4340,5090,-9950
2003-01-14,11250.0,11500.0,99850.0,5.24,-29970,29400,180
2003-01-15,11500.0,11300.0,147510.0,5.14,-2090,4170,-1050
2003-01-16,11250.0,11200.0,92920.0,5.1,-19080,17660,1300
2003-01-17,11000.0,11000.0,86492.0,5.01,-12870,12030,360
2003-01-20,10750.0,11050.0,49470.0,5.03,-7700,4390,120
2003-01-21,11200.0,11050.0,70901.0,5.03,15260,-13090,-1700
2003-01-22,11000.0,10650.0,136051.0,4.85,52060,-51470,1210
2003-01-23,10650.0,10700.0,128579.0,4.87,-10270,8620,840
2003-01-24,10800.0,10450.0,108360.0,4.76,17540,-19270,1670
2003-01-27,10200.0,10400.0,147090.0,4.73,29980,-28980,0
2003-01-28,10400.0,10450.0,103060.0,4.76,18430,-18430,0
2003-01-29,10550.0,10450.0,94520.0,4.76,-14600,-460,-1800
2003-01-30,10400.0,10450.0,133000.0,4.76,28500,-37600,-1220
2003-02-03,10450.0,10550.0,53110.0,4.8,-5590,5650,-60
2003-02-04,10700.0,10700.0,81411.0,4.87,7860,-3730,-2630
2003-02-05,10600.0,10650.0,91131.0,4.85,48321,-36371,950
2003-02-06,10550.0,10500.0,68510.0,4.78,-7080,4490,-60
2003-02-07,10450.0,10200.0,171430.0,4.64,65820,-67280,-150
2003-02-10,10100.0,10300.0,66800.0,4.69,-14740,940,0
2003-02-11,10450.0,10250.0,82610.0,4.67,-2670,-2980,0
2003-02-12,10300.0,10500.0,44770.0,4.78,4760,1010,-120
2003-02-13,10500.0,10450.0,98930.0,4.76,-17370,27100,-8570
2003-02-14,10500.0,10700.0,47890.0,4.87,-3180,3450,60
2003-02-17,10900.0,11100.0,136430.0,5.05,9800,-10250,450
2003-02-18,11100.0,11050.0,58860.0,5.03,-8860,11440,0
2003-02-19,11100.0,10800.0,112310.0,4.92,23740,-17730,-950
2003-02-20,10900.0,11000.0,71470.0,5.01,-6950,16280,-5150
2003-02-21,10850.0,10800.0,76180.0,4.92,24140,-19170,-5700
2003-02-24,10850.0,10900.0,97995.0,4.96,-15270,19980,2460
2003-02-25,10800.0,10750.0,61270.0,4.89,7150,-7430,280
2003-02-26,10900.0,10900.0,42790.0,4.96,-810,-510,500
2003-02-27,10750.0,10750.0,56610.0,4.89,28010,-28600,1240
2003-02-28,10700.0,10750.0,52850.0,4.89,12140,-16620,480
2003-03-03,10750.0,10800.0,82990.0,4.92,-9960,14060,2900
2003-03-04,10650.0,10450.0,67270.0,4.76,16720,-16720,0
2003-03-05,10350.0,10250.0,75340.0,4.67,-12670,5170,-1460
2003-03-06,10350.0,10100.0,86390.0,4.6,21790,11150,-40000
2003-03-07,10000.0,9970.0,79280.0,4.54,-13090,11720,1120
