Symbol,현대차_시가(원),현대차_종가(원),현대차_거래량(주),현대차_PER(IFRS-연결),현대차_순매수수량(개인)(주),현대차_순매수수량(기관계)(주),현대차_순매수수량(외국인계)(주)
2010-05-17,142500.0,140500.0,1458889.0,13.49,186877,182568,-388753
2010-05-18,140500.0,135500.0,1509691.0,13.01,154443,-181321,15264
2010-05-19,133000.0,140000.0,1358933.0,13.44,-78713,40719,78965
2010-05-20,140500.0,139500.0,1579948.0,13.39,-167979,1288,136570
2010-05-24,137000.0,138500.0,1072323.0,13.3,72351,-88142,38514
2010-05-25,135500.0,135500.0,1691963.0,13.01,39960,127679,-196504
2010-05-26,133500.0,136000.0,1849539.0,13.06,294364,71293,-394403
2010-05-27,134000.0,137000.0,1822113.0,13.15,162063,334748,-519970
2010-05-28,139000.0,137500.0,1293547.0,13.2,63558,-84527,62636
2010-05-31,137000.0,140000.0,689048.0,13.44,-87995,-32278,128810
2010-06-01,138500.0,132500.0,1513081.0,12.72,464545,-409022,2041
2010-06-03,134500.0,132000.0,1800738.0,12.67,345699,-498670,140684
2010-06-04,131000.0,134000.0,904812.0,12.87,-37892,11988,43146
2010-06-07,130500.0,135000.0,784260.0,12.96,-129787,79089,16502
2010-06-08,135000.0,139000.0,1152867.0,13.35,-165676,18692,126731
2010-06-09,139500.0,136500.0,804188.0,13.11,77113,-183253,90493
2010-06-10,136500.0,135500.0,851650.0,13.01,47687,77387,-120543
2010-06-11,138000.0,137500.0,678601.0,13.2,-84121,-86946,187045
2010-06-14,138500.0,142000.0,1340287.0,13.63,-352727,145830,214883
2010-06-15,143000.0,146000.0,1169483.0,14.02,-265237,146158,139302
2010-06-16,147000.0,146000.0,857099.0,14.02,-97527,181476,-101537
2010-06-17,145500.0,145000.0,808689.0,13.92,145668,131448,-292621
2010-06-18,145500.0,144500.0,632690.0,13.87,96908,40205,-142108
2010-06-21,147000.0,145500.0,888420.0,13.97,62585,52722,-94147
2010-06-22,143500.0,146000.0,753838.0,14.02,34147,-109048,88675
2010-06-23,144000.0,141500.0,1384739.0,13.59,386429,-77512,-312660
2010-06-24,140000.0,141000.0,832735.0,13.54,131437,-36451,-82674
2010-06-25,139000.0,143500.0,636013.0,13.78,-168399,97002,87825
2010-06-28,143500.0,145000.0,459589.0,13.92,-25785,30446,-10466
2010-06-29,146000.0,142000.0,473985.0,13.63,-113835,47592,53427
2010-06-30,139500.0,144500.0,657825.0,13.87,-77937,89865,14982
2010-07-01,140000.0,137000.0,2310052.0,13.15,655398,-418393,-116176
2010-07-02,135000.0,132500.0,2326939.0,12.72,625131,-226880,-425202
2010-07-05,132000.0,131000.0,708199.0,12.58,158975,-13938,-147206
2010-07-06,130500.0,137000.0,1394049.0,13.15,-184255,148189,12444
2010-07-07,136500.0,136000.0,676378.0,13.06,-4774,99242,-91872
2010-07-08,137000.0,134500.0,986920.0,12.91,157230,-124294,-41340
2010-07-09,136000.0,139000.0,1308582.0,13.35,-237922,-52251,270264
2010-07-12,139000.0,141000.0,735124.0,13.54,-142700,25522,127815
2010-07-13,140000.0,138000.0,1155744.0,13.25,4718,-261067,230080
2010-07-14,140000.0,137000.0,1339436.0,13.15,150048,-293675,206151
2010-07-15,137500.0,139500.0,985299.0,13.39,-37655,-362842,455131
2010-07-16,137500.0,133500.0,1938084.0,12.82,546148,-813186,302754
2010-07-19,132000.0,134000.0,787011.0,12.87,141540,-241844,108361
2010-07-20,135000.0,138000.0,845026.0,13.25,-175468,-195413,431764
2010-07-21,138000.0,137000.0,828964.0,13.15,76998,-199282,155973
2010-07-22,137000.0,133500.0,1270284.0,12.82,83551,-277725,176950
2010-07-23,135500.0,137000.0,946714.0,13.15,-105502,-114738,188057
2010-07-26,136500.0,140000.0,771344.0,13.44,-271360,165421,74973
2010-07-27,141000.0,143500.0,1193333.0,13.78,-411512,129734,273481
2010-07-28,144000.0,145000.0,830139.0,13.92,-301944,174026,58907
2010-07-29,144500.0,144000.0,1082201.0,13.83,-361240,-110003,475296
2010-07-30,144500.0,149000.0,1152080.0,14.31,-478430,145654,275258
2010-08-02,150500.0,152000.0,1199523.0,14.59,-251032,77988,172068
2010-08-03,152500.0,150500.0,1075195.0,14.45,-14253,-46191,-3526
2010-08-04,151500.0,148500.0,830896.0,14.26,31137,-76406,-42972
2010-08-05,148500.0,146500.0,839701.0,14.07,69183,-45735,-101653
2010-08-06,144500.0,143000.0,1140989.0,13.73,191595,-312683,98959
2010-08-09,142000.0,144000.0,847216.0,13.83,171314,-246495,41821
2010-08-10,143500.0,137000.0,1967892.0,13.15,848735,-947577,11137
2010-08-11,136500.0,138000.0,1149760.0,13.25,67517,-23014,-151274
2010-08-12,135000.0,137000.0,973199.0,13.15,9953,8465,-118134
2010-08-13,136500.0,137500.0,924860.0,13.2,177919,-187257,-141329
2010-08-16,137000.0,137000.0,674580.0,13.15,123025,-141104,-66273
2010-08-17,136000.0,135000.0,1010469.0,12.96,270350,-365124,-29663
2010-08-18,135500.0,132000.0,1702090.0,12.67,505944,-277921,-383174
2010-08-19,132000.0,138000.0,1348760.0,13.25,-144117,96794,-21501
2010-08-20,136500.0,139500.0,718391.0,13.39,-34829,-2215,-17482
2010-08-23,138500.0,133500.0,1291546.0,12.82,436564,-568134,9392
2010-08-24,134000.0,135500.0,902869.0,13.01,-32679,-122816,114448
2010-08-25,134000.0,134500.0,668182.0,12.91,-4382,-51247,-976
2010-08-26,133500.0,136000.0,619222.0,13.06,-156080,140621,11180
2010-08-27,136000.0,138000.0,690008.0,13.25,-113961,5270,123073
2010-08-30,141500.0,141000.0,706714.0,13.54,-203802,41649,140254
2010-08-31,140000.0,141500.0,867168.0,13.59,-179264,-39777,206522
2010-09-01,140500.0,144000.0,914672.0,13.83,-322083,122979,117288
2010-09-02,146000.0,143000.0,957186.0,13.73,-18151,-36278,82544
2010-09-03,142500.0,147000.0,1146388.0,14.11,-418602,-201728,632096
2010-09-06,147000.0,149500.0,1072410.0,14.35,-436512,-45169,496658
2010-09-07,149000.0,148500.0,552209.0,14.26,-112675,-28313,156398
2010-09-08,148500.0,152000.0,1148235.0,14.59,-444385,293233,133679
2010-09-09,152000.0,151000.0,785862.0,14.5,21233,63891,-84948
2010-09-10,151500.0,148000.0,825472.0,14.21,-17781,-27380,87891
2010-09-13,149500.0,155000.0,1060524.0,14.88,-334456,157658,185983
2010-09-14,155500.0,157000.0,1261387.0,15.07,-313634,-75197,396964
2010-09-15,157000.0,158000.0,779755.0,15.17,-166788,-50516,245433
2010-09-16,156000.0,152000.0,1062830.0,14.59,160271,-192201,29256
2010-09-17,153000.0,152000.0,1186623.0,14.59,152362,-299915,132578
2010-09-20,153500.0,155500.0,624882.0,14.93,316,55795,-34233
2010-09-24,158000.0,161500.0,1322890.0,15.51,-125220,-70469,208381
2010-09-27,158500.0,161500.0,1423525.0,15.51,-9348,-9357,39505
2010-09-28,159500.0,156500.0,1089416.0,15.03,163868,-69408,-94537
2010-09-29,155500.0,152000.0,1654395.0,14.59,562179,-335876,-241410
2010-09-30,152500.0,153000.0,972431.0,14.69,23813,-69423,26888
2010-10-01,153500.0,157000.0,944613.0,15.07,-147436,-70699,189185
2010-10-04,157500.0,159000.0,1205245.0,15.27,-333140,-234899,623397
2010-10-05,159000.0,160500.0,816222.0,15.41,-174698,-79152,221875
2010-10-06,162000.0,160000.0,1148987.0,15.36,-219150,-235841,508985
2010-10-07,162000.0,158000.0,924740.0,15.17,138526,-399538,288779
2010-10-08,160000.0,160000.0,573921.0,15.36,-117506,-137698,255207
2010-10-11,162000.0,162500.0,710376.0,15.6,-303891,-40188,359157
2010-10-12,162500.0,158500.0,733125.0,15.22,48772,-103995,83935
2010-10-13,159500.0,162000.0,646655.0,15.55,-169111,-105990,301986
2010-10-14,162000.0,167500.0,974874.0,16.08,-279053,-56879,303783
2010-10-15,167500.0,163500.0,630071.0,15.7,163523,-132562,-35712
2010-10-18,163500.0,154000.0,1725831.0,14.79,812966,-322163,-413078
2010-10-19,155000.0,155000.0,713272.0,14.88,-51372,-89887,192979
2010-10-20,154000.0,160000.0,857493.0,15.36,-201219,98554,99956
2010-10-21,161500.0,162500.0,729322.0,15.6,-149695,74543,102087
2010-10-22,165000.0,168000.0,1048510.0,16.13,-582350,75944,495819
2010-10-25,169000.0,172000.0,1200182.0,16.51,-491151,-33480,482228
2010-10-26,172500.0,171500.0,646709.0,16.47,-76798,-49576,155228
2010-10-27,171500.0,171000.0,452208.0,16.42,8051,-53161,87611
2010-10-28,171500.0,169000.0,575792.0,16.23,48412,-17960,-33642
2010-10-29,171500.0,170000.0,814945.0,16.32,5493,141352,-167623
2010-11-01,172500.0,180500.0,1314662.0,17.33,-209964,163448,3580
2010-11-02,180000.0,183500.0,914281.0,17.62,-76982,64733,17700
2010-11-03,186000.0,183000.0,675323.0,17.57,69292,-78645,-35380
2010-11-04,183000.0,185500.0,886746.0,17.81,-8555,-251607,261110
2010-11-05,185000.0,181000.0,905716.0,17.38,171885,-127971,-90993
2010-11-08,178000.0,180500.0,701428.0,17.33,91847,-144408,71230
2010-11-09,181000.0,178500.0,564575.0,17.14,85740,-75510,4567
2010-11-10,178000.0,186000.0,747692.0,17.86,-160359,-30295,179727
2010-11-11,187500.0,177500.0,1434721.0,17.04,91435,234673,-404740
2010-11-12,182000.0,177000.0,1225661.0,16.99,103704,-37372,-67506
2010-11-15,178500.0,176500.0,560928.0,16.95,17710,-107329,104857
2010-11-16,177000.0,181000.0,1014037.0,17.38,-180330,215237,15803
2010-11-17,177500.0,186000.0,915425.0,17.86,-193493,65358,181937
2010-11-18,186000.0,188000.0,863447.0,18.05,42745,98300,-171963
2010-11-19,186500.0,188000.0,732382.0,18.05,58514,-28505,19413
2010-11-22,188000.0,180500.0,935948.0,17.33,148801,-174455,-4786
2010-11-23,180000.0,175000.0,1551986.0,16.8,355857,-83824,-217706
2010-11-24,171500.0,180000.0,1144294.0,17.28,-175772,76172,88578
2010-11-25,179000.0,177500.0,835889.0,17.04,195705,-25484,-207842
2010-11-26,176000.0,175000.0,617532.0,16.8,-24765,-148554,96585
2010-11-29,173500.0,176000.0,710494.0,16.9,24191,57438,-86784
2010-11-30,175500.0,172500.0,770492.0,16.56,161004,-55271,-90676
2010-12-01,173000.0,179000.0,670244.0,17.19,-85229,-13250,126041
2010-12-02,179500.0,177500.0,832358.0,17.04,29976,-141043,117785
2010-12-03,178500.0,184000.0,1240605.0,17.67,-306758,143653,128088
2010-12-06,180500.0,181000.0,510532.0,17.38,29654,-56333,-3268
2010-12-07,181000.0,178000.0,918058.0,17.09,128698,-185324,78471
2010-12-08,179000.0,180000.0,678813.0,17.28,-78888,-104499,204993
2010-12-09,180000.0,184500.0,1249056.0,17.71,-27782,-96492,103322
2010-12-10,185000.0,177000.0,1334328.0,16.99,548264,-220651,-323874
2010-12-13,178500.0,179500.0,621465.0,17.23,-8252,-124173,126098
2010-12-14,180000.0,182000.0,656740.0,17.47,-177108,80020,140622
2010-12-15,181500.0,182500.0,560451.0,17.52,78060,14799,-58811
2010-12-16,179500.0,178000.0,770015.0,17.09,230830,-113855,-154400
2010-12-17,178000.0,178000.0,739028.0,17.09,55683,-93526,48959
2010-12-20,176500.0,180500.0,725441.0,17.33,-198000,109485,66841
2010-12-21,180000.0,177500.0,948469.0,17.04,278949,-206268,-103695
2010-12-22,177500.0,181500.0,833866.0,17.43,-88439,2132,69912
2010-12-23,181500.0,182500.0,665536.0,17.52,-175625,127264,-979
2010-12-24,181500.0,178500.0,908997.0,17.14,189017,-266726,86810
2010-12-27,178000.0,172500.0,1054139.0,16.56,351355,-406273,36422
2010-12-28,173000.0,173500.0,812721.0,16.66,108243,-151043,38545
2010-12-29,173500.0,176500.0,633196.0,16.95,37514,-43676,31247
2010-12-30,175000.0,173500.0,967816.0,16.66,323837,-209041,-94114
2011-01-03,174000.0,177000.0,556135.0,9.08,-83287,16909,74296
2011-01-04,177000.0,178000.0,861467.0,9.13,73836,-27522,-1402
2011-01-05,177500.0,189000.0,2107997.0,9.69,-667577,292699,258415
2011-01-06,193000.0,194000.0,1574227.0,9.95,-529216,-14095,549281
2011-01-07,193000.0,198000.0,1042749.0,10.15,-326799,4146,302503
2011-01-10,196000.0,198000.0,837898.0,10.15,18476,-18039,-9603
2011-01-11,197000.0,196000.0,726141.0,10.05,-54464,-46355,140521
2011-01-12,196000.0,193500.0,692473.0,9.92,128920,-31932,-44919
2011-01-13,193500.0,192000.0,1110012.0,9.85,263851,-6921,-174683
2011-01-14,193000.0,200500.0,1350290.0,10.28,-331581,413808,-130006
2011-01-17,199000.0,198000.0,582443.0,10.15,72706,-12080,-37286
2011-01-18,196500.0,193500.0,1087361.0,9.92,307906,-237262,-15341
2011-01-19,193000.0,193000.0,1708093.0,9.9,290051,-190558,-102038
2011-01-20,192500.0,194000.0,841436.0,9.95,-4161,-85122,116699
2011-01-21,192000.0,185500.0,1074398.0,9.51,323224,-134747,-188912
2011-01-24,185500.0,187500.0,816132.0,9.61,94311,-38630,-74449
2011-01-25,190000.0,189500.0,798539.0,9.72,-192328,64759,91854
2011-01-26,192500.0,197500.0,923322.0,10.13,-392437,132620,251507
2011-01-27,197500.0,196000.0,967776.0,10.05,-73471,29418,76404
2011-01-28,197000.0,188000.0,1951964.0,9.64,753193,-574170,-154873
2011-01-31,182500.0,179000.0,1679241.0,9.18,657166,-141582,-545513
2011-02-01,179000.0,181000.0,922873.0,9.28,39917,-61845,54546
2011-02-07,183500.0,185000.0,961195.0,9.49,-87106,-106476,208293
2011-02-08,187500.0,181000.0,874886.0,9.28,35086,-84183,55111
2011-02-09,177500.0,176000.0,1416639.0,9.03,566816,-364782,-146105
2011-02-10,173500.0,175000.0,1017769.0,8.97,64522,-8258,-93526
2011-02-11,176000.0,175500.0,761518.0,9.0,-11625,1209,20409
2011-02-14,178000.0,182500.0,791579.0,9.36,-202166,79192,125346
2011-02-15,183000.0,180000.0,625282.0,9.23,78112,-51461,-23357
2011-02-16,180000.0,175000.0,559136.0,8.97,88942,-67186,-77858
2011-02-17,176000.0,178000.0,768063.0,9.13,-213734,-60902,285141
2011-02-18,177000.0,179500.0,787097.0,9.2,40706,54748,-83840
2011-02-21,180500.0,178500.0,575140.0,9.15,90814,-91530,40080
2011-02-22,176500.0,173500.0,585825.0,8.9,37871,-4216,-41780
2011-02-23,171000.0,170000.0,1407095.0,8.72,190626,-70454,-208587
2011-02-24,168500.0,171000.0,910031.0,8.77,-191480,185895,-51683
2011-02-25,175000.0,175000.0,939126.0,8.97,-163533,435487,-233599
2011-02-28,173500.0,178000.0,938140.0,9.13,-212891,265002,-28671
2011-03-02,175500.0,179000.0,617981.0,9.18,-154879,208396,-41131
2011-03-03,180000.0,184000.0,807834.0,9.44,-202788,200532,8379
2011-03-04,187500.0,183500.0,1101785.0,9.41,-181675,-274516,406455
2011-03-07,182500.0,182500.0,455285.0,9.36,-20327,-19954,80498
2011-03-08,183000.0,185000.0,927288.0,9.49,-199820,302907,-187508
2011-03-09,186000.0,188500.0,1182617.0,9.67,-280548,425655,-148554
2011-03-10,188500.0,188500.0,1241337.0,9.67,83721,267557,-410726
2011-03-11,184500.0,182500.0,760886.0,9.36,78139,197214,-259199
2011-03-14,188000.0,185500.0,880129.0,9.51,106036,-141767,50696
2011-03-15,184500.0,181500.0,1329072.0,9.31,69651,-39900,-2679
2011-03-16,183000.0,182000.0,1175444.0,9.33,84103,-106783,-87479
2011-03-17,178000.0,178500.0,841527.0,9.15,148795,-44058,-116696
2011-03-18,179500.0,179500.0,915781.0,9.2,37323,-16201,-51424
2011-03-21,179000.0,181000.0,432274.0,9.28,79311,-44424,-45125
2011-03-22,182000.0,189000.0,1280694.0,9.69,-303902,253364,13440
2011-03-23,189000.0,190500.0,1363379.0,9.77,-281501,264880,-14785
2011-03-24,191000.0,198500.0,1631209.0,10.18,-570514,422645,118097
2011-03-25,202000.0,199000.0,881685.0,10.2,-257595,228674,31640
2011-03-28,196500.0,199500.0,703618.0,10.23,-150527,164934,-24947
2011-03-29,199500.0,207000.0,1247442.0,10.61,-464330,234178,217378
2011-03-30,209000.0,210000.0,1521452.0,10.77,-214647,289723,-101774
2011-03-31,209500.0,203000.0,1604589.0,10.41,297311,-14857,-247347
2011-04-01,204000.0,203500.0,1260020.0,10.44,39372,-120708,96252
2011-04-04,206500.0,201500.0,994192.0,10.33,69080,-121875,48953
2011-04-05,200000.0,204000.0,946156.0,10.46,120871,13294,-123384
2011-04-06,203500.0,210500.0,1285631.0,10.79,-318127,183191,128889
2011-04-07,209000.0,205500.0,1039671.0,10.54,221613,135325,-334019
2011-04-08,204000.0,205000.0,1080248.0,10.51,243651,15083,-224805
2011-04-11,205000.0,206000.0,665981.0,10.56,10470,-42771,62811
2011-04-12,207000.0,200000.0,1003932.0,10.26,247568,51428,-271101
2011-04-13,201000.0,212500.0,1478398.0,10.9,-217819,123162,71272
2011-04-14,211000.0,222000.0,2151190.0,11.38,-473816,625345,-203973
2011-04-15,218500.0,221500.0,1286525.0,11.36,287451,246487,-547820
2011-04-18,221500.0,226000.0,1170187.0,11.59,82574,137874,-196950
2011-04-19,223500.0,225500.0,1272294.0,11.56,72074,177329,-224374
2011-04-20,227000.0,232500.0,1034926.0,11.92,4687,23558,-86605
2011-04-21,232000.0,235500.0,1329175.0,12.08,-128356,-69138,121868
2011-04-22,235500.0,233000.0,1156743.0,11.95,273027,6791,-286304
2011-04-25,233000.0,246000.0,886795.0,12.61,-67212,80383,12691
2011-04-26,246000.0,245000.0,1185292.0,12.56,104094,118507,-267498
2011-04-27,246000.0,233500.0,1503817.0,11.97,115367,-111370,5866
2011-04-28,235000.0,250500.0,1832529.0,12.85,-96306,156714,301
2011-04-29,254000.0,246500.0,1702691.0,12.64,-10786,-61823,67501
2011-05-02,245500.0,254500.0,745198.0,13.05,-119304,8547,60700
2011-05-03,251500.0,242000.0,1659912.0,12.41,286368,-159633,-124002
2011-05-04,240500.0,240000.0,1263698.0,12.31,87657,-199388,119051
2011-05-06,238500.0,238500.0,1014666.0,12.23,151104,112928,-263531
2011-05-09,238500.0,238500.0,584533.0,12.23,53671,43794,-7342
2011-05-11,240500.0,247500.0,921858.0,12.69,20050,3205,949
2011-05-12,245500.0,236000.0,1348740.0,12.1,433433,19348,-470823
2011-05-13,237500.0,229500.0,1813183.0,11.77,420595,-82025,-336988
2011-05-16,226000.0,224000.0,963980.0,11.49,265217,99285,-374001
2011-05-17,224000.0,226000.0,915326.0,11.59,113481,67050,-199738
2011-05-18,228000.0,238500.0,1188468.0,12.23,-217474,225810,-32183
2011-05-19,241500.0,233500.0,1438615.0,11.97,1938,21477,-35624
2011-05-20,234500.0,241000.0,903922.0,12.36,-60426,38954,16923
2011-05-23,232000.0,228000.0,1333785.0,11.69,269613,-84467,-193242
2011-05-24,226500.0,230500.0,1406164.0,11.82,180719,164192,-369304
2011-05-25,235000.0,230500.0,1315313.0,11.82,-53146,-149334,221212
2011-05-26,235500.0,243500.0,1161296.0,12.49,-111565,-76834,156315
2011-05-27,246500.0,248500.0,1325054.0,12.74,-106828,-90394,244621
2011-05-30,250000.0,249000.0,701822.0,12.77,3207,-94733,95913
2011-05-31,247500.0,252500.0,1210451.0,12.95,-134035,-46837,42815
2011-06-01,251500.0,243500.0,1779898.0,12.49,473814,-39808,-444241
2011-06-02,237500.0,242000.0,1084694.0,12.41,111755,-84667,-25110
2011-06-03,245000.0,241500.0,699748.0,12.38,91298,-223932,83505
2011-06-07,240500.0,238000.0,1056633.0,12.2,238565,-343121,116733
2011-06-08,236500.0,231500.0,1365981.0,11.87,383507,-259298,-83282
2011-06-09,228000.0,226500.0,1623469.0,11.61,541993,-83202,-400959
2011-06-10,225500.0,223000.0,1662374.0,11.44,400124,-311824,-45197
2011-06-13,223000.0,226500.0,1049620.0,11.61,25788,-163569,19140
2011-06-14,226500.0,236000.0,1081916.0,12.1,-152641,111228,3475
2011-06-15,238500.0,234500.0,852000.0,12.02,-29895,52808,-18435
2011-06-16,230000.0,228000.0,742707.0,11.69,52021,-47630,15834
2011-06-17,230000.0,225500.0,1024631.0,11.56,93676,-227521,51726
2011-06-20,228000.0,227500.0,795958.0,11.67,-156563,62069,93830
2011-06-21,233000.0,230000.0,927167.0,11.79,32757,-141215,93229
2011-06-22,234000.0,231500.0,530791.0,11.87,2124,-51145,43338
2011-06-23,229000.0,224000.0,1137705.0,11.49,359040,-265218,-61945
2011-06-24,223500.0,232000.0,1092691.0,11.9,-198453,23918,102717
2011-06-27,231500.0,234000.0,982854.0,12.0,-53690,150661,18278
2011-06-28,236000.0,230000.0,627273.0,11.79,-22225,9803,7432
2011-06-29,236000.0,238000.0,730297.0,12.2,-77804,4285,124541
2011-06-30,239000.0,237000.0,805500.0,12.15,-26385,-1977,6357
2011-07-01,240000.0,240500.0,657036.0,12.33,-55170,51905,-14210
2011-07-04,243500.0,244500.0,592193.0,12.54,-165345,47788,98823
2011-07-05,245000.0,244000.0,499168.0,12.51,-60518,41097,16625
2011-07-06,243500.0,246500.0,415448.0,12.64,-92581,22679,92215
2011-07-07,247000.0,248000.0,675130.0,12.72,-131974,46157,96085
2011-07-08,250500.0,247500.0,845813.0,12.69,-1680,-152402,166081
2011-07-11,247000.0,239000.0,994193.0,12.26,177646,-208909,75402
2011-07-12,235000.0,231500.0,840913.0,11.87,100658,-87975,2011
2011-07-13,233000.0,238000.0,627626.0,12.2,-3995,-5128,4361
2011-07-14,237500.0,238500.0,769975.0,12.23,173825,-106758,460
2011-07-15,238500.0,240000.0,500243.0,12.31,-8485,-50691,39653
2011-07-18,240000.0,236500.0,438497.0,12.13,61195,-15477,-4159
2011-07-19,235000.0,233000.0,768052.0,11.95,206617,-254455,14088
2011-07-20,237000.0,235500.0,728928.0,12.08,-49253,-154528,146962
2011-07-21,236500.0,233000.0,1114720.0,11.95,193482,-243154,54195
2011-07-22,234500.0,236500.0,837878.0,12.13,-53903,-183626,243688
2011-07-25,234500.0,234000.0,504395.0,12.0,33601,-58580,53041
2011-07-26,235000.0,238000.0,536116.0,12.2,-113490,-62027,161776
2011-07-27,237000.0,243000.0,842131.0,12.46,-238640,103852,131850
2011-07-28,238500.0,239000.0,903650.0,12.26,-156496,36501,130336
2011-07-29,241000.0,235000.0,736870.0,12.05,15904,-47673,62911
2011-08-01,237500.0,235500.0,966069.0,12.08,92350,-61151,-53412
2011-08-02,232000.0,224000.0,1852249.0,11.49,544000,-604244,115596
2011-08-03,219000.0,214000.0,1967344.0,10.97,513374,29820,-546675
2011-08-04,215500.0,209000.0,1134613.0,10.72,54746,-23178,-50264
2011-08-05,199000.0,204000.0,1836512.0,10.46,-231472,227274,-46558
2011-08-08,202000.0,199500.0,1727280.0,10.23,-227490,201482,-18186
2011-08-09,195000.0,194000.0,3199385.0,9.95,200466,293573,-515335
2011-08-10,203000.0,192500.0,2048190.0,9.87,272450,-102118,-147349
2011-08-11,185000.0,197000.0,1498700.0,10.1,-165615,47820,114529
