Symbol,빙그레_시가(원),빙그레_종가(원),빙그레_거래량(주),빙그레_PER(IFRS-연결),빙그레_순매수수량(개인)(주),빙그레_순매수수량(기관계)(주),빙그레_순매수수량(외국인계)(주)
2009-12-02,49000.0,48950.0,14278.0,11.6,1691,-4881,3380
2009-12-03,48700.0,49350.0,8561.0,11.7,-4490,1860,2630
2009-12-04,48900.0,49300.0,12881.0,11.69,-679,659,1920
2009-12-07,48800.0,49400.0,6510.0,11.71,1210,-470,-60
2009-12-08,49000.0,48600.0,11217.0,11.52,520,3270,510
2009-12-09,49400.0,48950.0,17102.0,11.6,-168,2918,-1740
2009-12-10,49300.0,50300.0,48762.0,11.92,5268,10002,-10220
2009-12-11,50400.0,52500.0,67941.0,12.45,4356,1667,3335
2009-12-14,53500.0,54000.0,77728.0,12.8,10611,-17211,11322
2009-12-15,54800.0,52400.0,43895.0,12.42,4470,7114,-9274
2009-12-16,52800.0,51600.0,37545.0,12.23,5192,6569,-11781
2009-12-17,51300.0,52800.0,15413.0,12.52,525,1965,-2570
2009-12-18,53000.0,51900.0,16697.0,12.3,985,2730,-3805
2009-12-21,51200.0,50900.0,16133.0,12.07,-555,2853,-1782
2009-12-22,50600.0,50800.0,13624.0,12.04,-1254,1742,-447
2009-12-23,51000.0,52600.0,13917.0,12.47,-3584,2458,2026
2009-12-24,51900.0,52800.0,17016.0,12.52,-6773,8204,57
2009-12-28,52400.0,51000.0,31085.0,12.09,4491,-10853,6822
2009-12-29,50100.0,51000.0,15748.0,12.09,-4381,7533,-3052
2009-12-30,50200.0,51500.0,21519.0,12.21,-4172,11639,-7637
2010-01-04,51500.0,50800.0,7615.0,10.26,-2104,1052,829
2010-01-05,50400.0,48800.0,23841.0,9.85,6560,-9050,2760
2010-01-06,48800.0,49900.0,24166.0,10.08,-5581,5281,250
2010-01-07,49900.0,49850.0,11618.0,10.07,-1666,1766,-280
2010-01-08,49800.0,48850.0,109210.0,9.86,4065,5174,-9249
2010-01-11,48350.0,48200.0,26509.0,9.73,6143,6757,-12620
2010-01-12,48200.0,47700.0,24094.0,9.63,-449,-2621,3370
2010-01-13,47100.0,47300.0,9117.0,9.55,394,-1134,900
2010-01-14,47200.0,47700.0,19131.0,9.63,3251,2871,-6452
2010-01-15,47400.0,48000.0,12433.0,9.69,-98,-900,1568
2010-01-18,47600.0,47550.0,5683.0,9.6,1900,-1338,-472
2010-01-19,47300.0,47700.0,16720.0,9.63,1007,3176,-1193
2010-01-20,47550.0,47150.0,12462.0,9.52,1768,-1429,-99
2010-01-21,47100.0,47400.0,10767.0,9.57,-1806,1656,-490
2010-01-22,47400.0,47500.0,24600.0,9.59,425,-3535,3910
2010-01-25,47500.0,47700.0,8003.0,9.63,-1006,816,200
2010-01-26,47250.0,46450.0,19792.0,9.38,3443,-303,-3050
2010-01-27,46100.0,47600.0,26922.0,9.61,-6696,5751,425
2010-01-28,47600.0,47350.0,28921.0,9.56,986,5891,-6117
2010-01-29,47500.0,46800.0,10449.0,9.45,-1940,3013,-1453
2010-02-01,46200.0,46400.0,8977.0,9.37,492,-416,-156
2010-02-02,46450.0,46100.0,9735.0,9.31,1049,-3085,2376
2010-02-03,46150.0,46000.0,7025.0,9.29,193,-1643,1710
2010-02-04,46050.0,45500.0,12414.0,9.19,-1370,-3840,5350
2010-02-05,45350.0,45400.0,8361.0,9.17,-4386,1110,3146
2010-02-08,45100.0,45900.0,8528.0,9.27,-347,-1003,1550
2010-02-09,46400.0,45300.0,8391.0,9.15,2709,-921,-1188
2010-02-10,45300.0,44900.0,15803.0,9.07,1531,-4468,2947
2010-02-11,44900.0,45600.0,10223.0,9.21,-3710,3173,-413
2010-02-12,45050.0,45200.0,19246.0,9.13,4535,-7985,2310
2010-02-16,45300.0,46100.0,14473.0,9.31,-3493,5683,-3160
2010-02-17,46100.0,46600.0,17240.0,9.41,880,3520,-4580
2010-02-18,46800.0,46700.0,5482.0,9.43,1383,-155,-858
2010-02-19,46900.0,46900.0,7112.0,9.47,540,160,-450
2010-02-22,47150.0,48200.0,17077.0,9.73,-9660,4970,3970
2010-02-23,48300.0,48350.0,12285.0,9.76,-2360,-1770,3930
2010-02-24,48700.0,48200.0,13377.0,9.73,902,-3333,3651
2010-02-25,47800.0,46600.0,11540.0,9.41,4820,-4650,820
2010-02-26,46250.0,47000.0,8010.0,9.49,-2050,-170,2000
2010-03-02,46700.0,47500.0,14430.0,9.59,1162,880,760
2010-03-03,47600.0,47400.0,16681.0,9.57,2381,776,3260
2010-03-04,47250.0,46500.0,10313.0,9.39,7093,-4861,-1642
2010-03-05,46600.0,47200.0,12069.0,9.53,-1356,-1324,1610
2010-03-08,47200.0,48000.0,10845.0,9.69,-1350,910,250
2010-03-09,48000.0,47700.0,5580.0,9.63,460,-210,-340
2010-03-10,47450.0,48700.0,16482.0,9.83,-5479,6579,-1390
2010-03-11,49000.0,47600.0,27997.0,9.61,11190,-10340,-950
2010-03-12,47600.0,48150.0,10320.0,9.72,500,-4100,3350
2010-03-15,48550.0,47800.0,7758.0,9.65,-381,-2350,2791
2010-03-16,47850.0,48050.0,12760.0,9.7,-1276,-294,1380
2010-03-17,48400.0,48600.0,16253.0,9.81,472,-282,-30
2010-03-18,48100.0,47700.0,12231.0,9.63,3950,-430,-3170
2010-03-19,47800.0,48000.0,9601.0,9.69,-493,-446,389
2010-03-22,47700.0,47550.0,14280.0,9.6,1580,-1400,1120
2010-03-23,47450.0,47600.0,11354.0,9.61,512,-2042,-710
2010-03-24,48150.0,47250.0,10810.0,9.54,1398,-28,-1740
2010-03-25,47300.0,47300.0,14878.0,9.55,-830,-4410,5240
2010-03-26,47200.0,46600.0,16864.0,9.41,8957,-841,-7046
2010-03-29,46300.0,47050.0,19584.0,9.5,-3809,179,3570
2010-03-30,46750.0,47000.0,15421.0,9.49,2465,-5295,2500
2010-03-31,46650.0,47350.0,21295.0,9.56,-1557,700,730
2010-04-01,47300.0,47400.0,19530.0,9.57,600,-2930,1600
2010-04-02,47500.0,47750.0,11021.0,9.64,280,-2820,4620
2010-04-05,47750.0,48850.0,14606.0,9.86,-4065,-1315,3140
2010-04-06,48900.0,49800.0,23759.0,10.06,-1451,-4929,5760
2010-04-07,49550.0,49650.0,36028.0,10.03,-4151,-3079,6520
2010-04-08,49550.0,49350.0,20437.0,9.96,5319,-1545,-2844
2010-04-09,49350.0,49400.0,20008.0,9.97,-622,-5720,6772
2010-04-12,49150.0,51000.0,12685.0,10.3,-2970,-1650,3900
2010-04-13,50500.0,50800.0,11208.0,10.26,-2057,-897,4446
2010-04-14,51600.0,51800.0,11825.0,10.46,-4869,2718,4284
2010-04-15,51800.0,51900.0,14577.0,10.48,-1152,-4927,8675
2010-04-16,52100.0,50700.0,17229.0,10.24,3297,-5303,3022
2010-04-19,50300.0,50000.0,13300.0,10.1,-1265,-2546,3701
2010-04-20,50100.0,49950.0,14336.0,10.09,3307,-5658,2399
2010-04-21,50700.0,50300.0,7791.0,10.16,-583,-1237,1550
2010-04-22,50200.0,50400.0,11520.0,10.18,2054,-4267,3003
2010-04-23,50400.0,50700.0,7098.0,10.24,-1821,-1411,3205
2010-04-26,50900.0,51800.0,9542.0,10.46,-3714,640,1583
2010-04-27,51500.0,51700.0,7598.0,10.44,-724,165,409
2010-04-28,51500.0,49450.0,18336.0,9.98,9698,-2545,-5067
2010-04-29,49200.0,48650.0,23571.0,9.82,8087,-11150,2893
2010-04-30,48700.0,49050.0,19659.0,9.9,508,-10110,9482
2010-05-03,48900.0,49800.0,20294.0,10.06,4,-8714,7030
2010-05-04,49500.0,50600.0,12418.0,10.22,-2092,-402,4054
2010-05-06,49900.0,49400.0,13077.0,9.97,2336,-376,-1422
2010-05-07,48900.0,47700.0,25204.0,9.63,6159,-3069,-2840
2010-05-10,48450.0,47400.0,14736.0,9.57,4126,-6086,2070
2010-05-11,47750.0,48800.0,15758.0,9.85,2093,-3203,1410
2010-05-12,48450.0,49900.0,14107.0,10.08,-8772,-739,7341
2010-05-13,50300.0,50100.0,11563.0,10.12,2461,-2830,1759
2010-05-14,50100.0,50300.0,19114.0,10.16,631,-333,162
2010-05-17,49800.0,49900.0,16375.0,10.08,4851,-1669,-5962
2010-05-18,49950.0,51300.0,22411.0,10.36,-9672,2841,2311
2010-05-19,51200.0,51000.0,19134.0,10.3,4347,-2444,-129
2010-05-20,51000.0,49850.0,13079.0,10.07,-1646,755,-439
2010-05-24,49700.0,50100.0,7186.0,10.12,-2862,562,1280
2010-05-25,50000.0,48800.0,31077.0,9.85,-5422,-2248,5535
2010-05-26,48850.0,49550.0,22254.0,10.0,-3899,3623,-1104
2010-05-27,48400.0,48500.0,23061.0,9.79,6850,-4450,-2210
2010-05-28,48300.0,48400.0,29219.0,9.77,726,-4614,3548
2010-05-31,48500.0,48400.0,11914.0,9.77,563,413,-1796
2010-06-01,48400.0,49200.0,14483.0,9.93,-690,3520,-3630
2010-06-03,49800.0,49250.0,12843.0,9.94,-1260,-1210,1160
2010-06-04,49700.0,49150.0,13225.0,9.92,3312,-1529,-883
2010-06-07,48500.0,48300.0,14961.0,9.75,260,-1070,30
2010-06-08,48300.0,49300.0,9261.0,9.95,-3210,400,2360
2010-06-09,49100.0,49800.0,12404.0,10.06,-50,-2990,4550
2010-06-10,50000.0,49800.0,21259.0,10.06,-4406,3198,1838
2010-06-11,50000.0,50800.0,20131.0,10.26,-7620,-410,8820
2010-06-14,51400.0,51500.0,24112.0,10.4,-9693,-4319,15937
2010-06-15,51500.0,51600.0,23288.0,10.42,-14398,-1226,19101
2010-06-16,51700.0,52000.0,20891.0,10.5,-4809,-4580,13322
2010-06-17,52000.0,52000.0,13644.0,10.5,-8656,246,8240
2010-06-18,51600.0,51800.0,7517.0,10.46,-4503,392,3851
2010-06-21,51800.0,51800.0,16341.0,10.46,-3076,-2211,5767
2010-06-22,51800.0,51700.0,12417.0,10.44,9,-3650,3521
2010-06-23,51900.0,52000.0,8844.0,10.5,-3064,3309,-185
2010-06-24,52000.0,50900.0,17272.0,10.28,-1530,1059,1861
2010-06-25,51400.0,51100.0,15962.0,10.32,-641,4281,-2230
2010-06-28,50900.0,52100.0,6218.0,10.52,-1198,301,279
2010-06-29,51600.0,52400.0,9810.0,10.58,-2699,618,691
2010-06-30,52300.0,50500.0,16199.0,10.2,2799,-1352,-967
2010-07-01,50200.0,49100.0,24528.0,9.91,10368,-1313,-4745
2010-07-02,49600.0,49150.0,20216.0,9.92,-192,3522,-2610
2010-07-05,49750.0,48950.0,4284.0,9.88,1190,160,-880
2010-07-06,48800.0,48100.0,15014.0,9.71,8540,-790,-7390
2010-07-07,48250.0,46700.0,30247.0,9.43,20084,-430,-19620
2010-07-08,46900.0,47000.0,34013.0,9.49,5530,2710,-10300
2010-07-09,47200.0,47350.0,11274.0,9.56,1271,1697,-3488
2010-07-12,47750.0,47400.0,11627.0,9.57,4743,-983,-4710
2010-07-13,47400.0,47950.0,21127.0,9.68,-1915,110,475
2010-07-14,47650.0,48200.0,29732.0,9.73,-7,8250,-8773
2010-07-15,48200.0,47250.0,41656.0,9.54,7695,2600,-9195
2010-07-16,47300.0,47200.0,20021.0,9.53,2382,-4782,2380
2010-07-19,46950.0,47100.0,13331.0,9.51,826,4264,-4700
2010-07-20,47000.0,47000.0,9884.0,9.49,3560,-2260,880
2010-07-21,47100.0,47100.0,21212.0,9.51,3663,-3585,-188
2010-07-22,46900.0,47200.0,10424.0,9.53,-1436,1106,-1750
2010-07-23,47200.0,47450.0,22458.0,9.58,652,-1029,937
2010-07-26,47550.0,47500.0,16615.0,9.59,432,-3042,3070
2010-07-27,47700.0,47700.0,13675.0,9.63,1813,-1153,-240
2010-07-28,47800.0,47550.0,9750.0,9.6,-1050,40,-230
2010-07-29,47550.0,47600.0,14924.0,9.61,-1417,-2013,3240
2010-07-30,47500.0,47600.0,21907.0,9.61,-1463,2120,-687
2010-08-02,47950.0,48050.0,18368.0,9.7,-5629,5899,-290
2010-08-03,47800.0,48150.0,35088.0,9.72,-5022,5252,-140
2010-08-04,48050.0,47550.0,9349.0,9.6,-135,135,-970
2010-08-05,47350.0,47600.0,17221.0,9.61,11,-2191,1830
2010-08-06,47800.0,47500.0,6337.0,9.59,-1148,508,600
2010-08-09,47250.0,47400.0,9811.0,9.57,-1850,1200,-980
2010-08-10,47200.0,47500.0,13201.0,9.59,-3869,6819,-1970
2010-08-11,47600.0,47400.0,13258.0,9.57,-834,6254,-3110
2010-08-12,47350.0,47000.0,14580.0,9.49,-740,-1020,3520
2010-08-13,46950.0,46800.0,11297.0,9.45,2057,-3627,2580
2010-08-16,46700.0,46850.0,8967.0,9.46,-1114,-840,2074
2010-08-17,46700.0,47700.0,19770.0,9.63,-5710,-330,5120
2010-08-18,47600.0,48150.0,12866.0,9.72,-2661,-595,3346
2010-08-19,48150.0,48350.0,15853.0,9.76,-1460,-5032,3572
2010-08-20,48400.0,48150.0,8313.0,9.72,-4963,2030,2403
2010-08-23,48500.0,48450.0,29250.0,9.78,-1946,710,1390
2010-08-24,48450.0,48150.0,10066.0,9.72,-1268,-532,2490
2010-08-25,48050.0,48300.0,7647.0,9.75,-3076,42,2964
2010-08-26,48000.0,47800.0,8691.0,9.65,1490,-2390,1410
2010-08-27,47800.0,47700.0,21561.0,9.63,530,-3520,5130
2010-08-30,48450.0,49650.0,16311.0,10.03,-10960,7250,4060
2010-08-31,49650.0,49600.0,17031.0,10.02,-6510,-840,10800
2010-09-01,49900.0,52100.0,29092.0,10.52,-18670,660,14980
2010-09-02,51900.0,52500.0,19265.0,10.6,-10190,4538,5389
2010-09-03,52600.0,53000.0,19174.0,10.7,-6696,1063,5548
2010-09-06,52100.0,53000.0,9998.0,10.7,-4473,4619,-57
2010-09-07,52100.0,53000.0,7079.0,10.7,-2777,-1667,5246
2010-09-08,52500.0,51300.0,5954.0,10.36,358,816,-1477
2010-09-09,51100.0,51700.0,12030.0,10.44,595,384,-985
2010-09-10,51200.0,53100.0,10024.0,10.72,-6789,1560,4889
2010-09-13,52700.0,54500.0,16129.0,11.0,-2678,1891,2072
2010-09-14,53700.0,53200.0,10853.0,10.74,1042,-2248,1178
2010-09-15,52800.0,55200.0,20258.0,11.15,-1981,1368,-139
2010-09-16,54600.0,54300.0,29784.0,10.96,-367,-10685,11029
2010-09-17,55900.0,54900.0,16811.0,11.09,-3024,-9457,13021
2010-09-20,54200.0,55500.0,3689.0,11.21,226,404,447
2010-09-24,54500.0,55200.0,31836.0,11.15,-2100,-15827,18044
2010-09-27,55200.0,55800.0,4918.0,11.27,-320,163,699
2010-09-28,55400.0,55500.0,15472.0,11.21,847,-12582,11532
2010-09-29,55200.0,57100.0,16646.0,11.53,-4729,3686,433
2010-09-30,57100.0,56800.0,14239.0,11.47,-546,-931,2995
2010-10-01,56800.0,58000.0,13594.0,11.71,-1203,-5763,6753
2010-10-04,58000.0,56200.0,17697.0,11.35,6631,-2123,-2988
2010-10-05,57000.0,56700.0,10577.0,11.45,-3096,-1346,2990
2010-10-06,56200.0,56700.0,4799.0,11.45,-1475,1046,1119
2010-10-07,56500.0,56900.0,4684.0,11.49,-1396,-267,1173
2010-10-08,56500.0,56600.0,11194.0,11.43,-2468,3235,-122
2010-10-11,57300.0,56500.0,6562.0,11.41,-1407,2097,-1030
2010-10-12,56200.0,55500.0,8869.0,11.21,-1107,3200,-348
2010-10-13,55500.0,54800.0,33826.0,11.06,-562,7728,-7217
2010-10-14,54100.0,54400.0,17489.0,10.98,1414,-4513,2052
2010-10-15,54500.0,54400.0,31687.0,10.98,2117,-4190,1034
2010-10-18,54000.0,54500.0,12446.0,11.0,-1046,4492,-1256
2010-10-19,54100.0,54000.0,16181.0,10.9,460,-4123,5761
2010-10-20,55200.0,53100.0,11639.0,10.72,-1033,-1888,2521
2010-10-21,54000.0,53100.0,21787.0,10.72,3700,-8230,5745
2010-10-22,53000.0,53900.0,19943.0,10.88,502,-6399,5807
2010-10-25,54000.0,53000.0,26245.0,10.7,9380,-5317,-5272
2010-10-26,52700.0,53300.0,26585.0,10.76,4676,-13258,8156
2010-10-27,53000.0,53000.0,17955.0,10.7,5666,-9802,5678
2010-10-28,53400.0,53600.0,14234.0,10.82,-3398,-4922,7884
2010-10-29,53600.0,54400.0,44426.0,10.98,-2226,-13213,13544
2010-11-01,53000.0,56000.0,24271.0,11.31,-8665,12403,-6464
2010-11-02,55300.0,53800.0,19576.0,10.86,2546,3828,-6107
2010-11-03,54000.0,55400.0,23216.0,11.19,-2143,8684,-8626
2010-11-04,55100.0,55400.0,9187.0,11.19,-284,884,-869
2010-11-05,55400.0,53100.0,31078.0,10.72,7301,-9175,526
2010-11-08,53100.0,53300.0,16641.0,10.76,228,-2853,2238
2010-11-09,53200.0,53900.0,18589.0,10.88,-1335,-1037,2417
2010-11-10,54400.0,54300.0,7892.0,10.96,-2856,2419,45
2010-11-11,54300.0,52500.0,44275.0,10.6,1745,7783,-12644
2010-11-12,53900.0,54100.0,11161.0,10.92,-5314,1094,4340
2010-11-15,54100.0,53300.0,9602.0,10.76,-758,-2287,3445
2010-11-16,53200.0,51700.0,20004.0,10.44,3763,-7867,7067
2010-11-17,51500.0,50800.0,20215.0,10.26,5669,-1681,-3245
2010-11-18,50500.0,52500.0,17681.0,10.6,-4059,-421,2784
2010-11-19,52500.0,53000.0,13416.0,10.7,-1530,-1495,4744
2010-11-22,53200.0,53800.0,15327.0,10.86,-2683,-3385,4491
2010-11-23,53800.0,54000.0,11214.0,10.9,-2932,481,4250
2010-11-24,54400.0,54600.0,20166.0,11.02,-4086,1092,2729
2010-11-25,54700.0,54800.0,14355.0,11.06,-2317,-661,2496
2010-11-26,55500.0,55600.0,13261.0,11.23,-4087,-6563,7264
2010-11-29,56000.0,55300.0,9827.0,11.17,-1651,1367,-937
2010-11-30,58900.0,56700.0,15632.0,11.45,-1022,550,448
2010-12-01,56100.0,55600.0,4894.0,11.23,1312,769,-1565
2010-12-02,55200.0,55300.0,6619.0,11.17,355,-2570,3343
2010-12-03,56900.0,54100.0,20490.0,10.92,368,-4114,4232
2010-12-06,54400.0,55400.0,11457.0,11.19,-1473,-718,2486
2010-12-07,56300.0,54900.0,7998.0,11.09,146,-2749,2848
2010-12-08,54500.0,55100.0,6949.0,11.13,-984,1477,847
2010-12-09,55700.0,56700.0,12870.0,11.45,-2270,952,146
2010-12-10,56900.0,55100.0,8575.0,11.13,2447,192,-1814
2010-12-13,55500.0,56500.0,3821.0,11.41,-1049,843,1628
2010-12-14,55800.0,55500.0,8476.0,11.21,541,922,917
2010-12-15,55300.0,56300.0,8028.0,11.37,77,-727,3284
2010-12-16,56600.0,55700.0,5504.0,11.25,-281,1805,-2066
2010-12-17,56000.0,55100.0,9730.0,11.13,-1628,1836,77
2010-12-20,54600.0,55000.0,10705.0,11.11,-1137,-1946,2763
2010-12-21,55000.0,55100.0,8171.0,11.13,-541,-2390,1826
2010-12-22,55800.0,54200.0,6005.0,10.94,888,-2024,1196
2010-12-23,54900.0,55000.0,7530.0,11.11,-3060,-696,2377
2010-12-24,54600.0,54200.0,11430.0,10.94,1436,-4977,4189
2010-12-27,54200.0,55700.0,16358.0,11.25,-5910,-156,5107
2010-12-28,55500.0,56700.0,11277.0,11.45,-3353,3998,1879
2010-12-29,55500.0,54700.0,36182.0,11.04,7267,-25453,18481
2010-12-30,55100.0,56000.0,8575.0,11.31,-3862,-1149,4852
2011-01-03,55900.0,55100.0,7438.0,11.21,-1278,-36,1624
2011-01-04,55100.0,55400.0,10352.0,11.27,-1610,-1040,4038
2011-01-05,55900.0,57700.0,11043.0,11.74,-3711,473,3059
2011-01-06,57400.0,56300.0,5520.0,11.45,-519,1718,-893
2011-01-07,56300.0,57900.0,5490.0,11.78,-2104,2168,289
2011-01-10,58500.0,57900.0,6938.0,11.78,-2531,796,874
2011-01-11,58200.0,56300.0,8168.0,11.45,2899,-285,-2297
2011-01-12,56000.0,55000.0,9272.0,11.19,5131,-4213,895
2011-01-13,55000.0,54500.0,15361.0,11.09,2802,-4549,5522
2011-01-14,54600.0,55300.0,5787.0,11.25,134,-829,1104
2011-01-17,55100.0,54600.0,9430.0,11.11,2395,-4339,3329
2011-01-18,54600.0,54400.0,7526.0,11.07,-730,-1355,3305
2011-01-19,54500.0,55000.0,8169.0,11.19,-1830,-1851,3899
2011-01-20,55500.0,54500.0,6660.0,11.09,1647,-1644,777
2011-01-21,54600.0,54600.0,6420.0,11.11,-1231,270,1415
2011-01-24,54600.0,54500.0,7360.0,11.09,-167,-1573,2398
2011-01-25,54500.0,55900.0,6980.0,11.37,-1656,-1769,2504
2011-01-26,55400.0,55100.0,5270.0,11.21,1177,-2150,1118
2011-01-27,54900.0,54500.0,6276.0,11.09,1133,-1695,1788
2011-01-28,54500.0,54800.0,23370.0,11.15,-897,-903,1887
2011-01-31,55000.0,55200.0,13158.0,11.23,-709,-268,-6
2011-02-01,54800.0,55000.0,3490.0,11.19,650,64,436
2011-02-07,56300.0,56700.0,10874.0,11.53,-4001,-2867,7059
2011-02-08,56700.0,56700.0,10840.0,11.53,149,-2811,3102
2011-02-09,56800.0,57100.0,4863.0,11.62,-485,-1561,2116
2011-02-10,58000.0,57000.0,10569.0,11.6,-695,-4977,4263
2011-02-11,57200.0,58500.0,13972.0,11.9,-1762,-1664,3384
2011-02-14,58800.0,59800.0,13990.0,12.17,522,3531,-3718
2011-02-15,59300.0,59000.0,7837.0,12.0,857,-448,-237
2011-02-16,59700.0,62200.0,11842.0,12.65,-2799,-777,1258
2011-02-17,62600.0,59600.0,9896.0,12.12,749,-229,-156
2011-02-18,60000.0,59300.0,8795.0,12.06,507,-1378,1519
2011-02-21,60000.0,60000.0,11950.0,12.21,1120,-1763,2424
2011-02-22,61100.0,59400.0,5724.0,12.08,-518,-546,1124
2011-02-23,59900.0,60000.0,9833.0,12.21,403,-1763,-647
2011-02-24,60000.0,60000.0,19629.0,12.21,347,-1643,196
2011-02-25,60000.0,62500.0,16716.0,12.71,-304,-2181,3152
2011-02-28,62600.0,61200.0,13708.0,12.45,-768,124,1805
2011-03-02,60900.0,63900.0,15519.0,13.0,-4301,3009,2061
2011-03-03,66700.0,64500.0,30314.0,13.12,-2559,784,245
2011-03-04,64500.0,63000.0,24209.0,12.82,-66,-4092,5803
2011-03-07,63000.0,61000.0,18075.0,12.41,4604,-794,-2233
2011-03-08,61300.0,61200.0,24605.0,12.45,-9258,201,5518
2011-03-09,61200.0,60900.0,10998.0,12.39,792,40,-844
2011-03-10,61000.0,59800.0,27439.0,12.17,1826,-2917,-1670
2011-03-11,60000.0,59100.0,16157.0,12.02,-153,1754,-328
2011-03-14,58500.0,61400.0,18974.0,12.49,-7018,588,4243
2011-03-15,60000.0,58400.0,24764.0,11.88,1117,-809,-4645
2011-03-16,58000.0,58400.0,9718.0,11.88,-1750,22,-502
2011-03-17,58500.0,57100.0,8468.0,11.62,3033,42,-2592
2011-03-18,57000.0,56700.0,13020.0,11.53,1204,3261,-4557
2011-03-21,56700.0,56700.0,14473.0,11.53,6910,-838,-6297
2011-03-22,57000.0,58000.0,33923.0,11.8,-402,1201,-1300
2011-03-23,57800.0,57600.0,8928.0,11.72,1054,892,-2981
2011-03-24,57700.0,58000.0,14915.0,11.8,38,2973,-1041
2011-03-25,58400.0,59000.0,27325.0,12.0,-327,1432,-740
2011-03-28,59700.0,60400.0,16289.0,12.29,-7111,9928,-2837
2011-03-29,60900.0,61000.0,10443.0,12.41,-2944,6398,-3312
2011-03-30,60600.0,61700.0,22500.0,12.55,-6690,5379,-1047
2011-03-31,62400.0,64800.0,20280.0,13.18,-9586,6326,3652
2011-04-01,64900.0,64800.0,22390.0,13.18,-4858,9437,-4615
2011-04-04,63900.0,65700.0,17809.0,13.37,755,1705,-2926
2011-04-05,65100.0,66400.0,19398.0,13.51,-440,5668,-5379
2011-04-06,65800.0,64100.0,12093.0,13.04,3640,1851,-4624
2011-04-07,63700.0,64000.0,8415.0,13.02,314,282,445
2011-04-08,63300.0,63800.0,6805.0,12.98,311,840,256
2011-04-11,63300.0,60900.0,16728.0,12.39,3380,3763,-6173
2011-04-12,61400.0,61000.0,13793.0,12.41,3657,2633,-3973
2011-04-13,61000.0,62100.0,7069.0,12.63,2330,-1392,-346
2011-04-14,61500.0,63400.0,15717.0,12.9,850,-402,-1315
2011-04-15,62500.0,61500.0,10304.0,12.51,4408,-3636,-1548
2011-04-18,61200.0,64600.0,18208.0,13.14,-5433,5399,-2266
2011-04-19,63700.0,63000.0,12367.0,12.82,1420,4336,-5374
2011-04-20,63000.0,62000.0,13211.0,12.61,5618,-3898,-3923
2011-04-21,61900.0,61600.0,15209.0,12.53,611,3741,-6886
2011-04-22,62500.0,63100.0,21325.0,12.84,-1203,5291,-4437
2011-04-25,63200.0,61700.0,18941.0,12.55,4112,4930,-8090
2011-04-26,61700.0,63000.0,18349.0,12.82,-1414,-5891,1857
2011-04-27,63100.0,62200.0,16123.0,12.65,-968,3188,-2454
2011-04-28,62400.0,62600.0,25612.0,12.73,-1136,5644,-4514
2011-04-29,61700.0,64100.0,14289.0,13.04,-1852,3955,-2579
2011-05-02,63300.0,64200.0,17216.0,13.06,156,4446,-6423
2011-05-03,64200.0,63900.0,11054.0,13.0,-734,3563,-2692
2011-05-04,63400.0,63200.0,10505.0,12.86,753,-5,-759
2011-05-06,63700.0,61300.0,18977.0,12.47,4712,-10709,6730
2011-05-09,61500.0,59900.0,16988.0,12.19,6504,-7161,4261
2011-05-11,60400.0,61600.0,16547.0,12.53,-3774,6094,-1434
2011-05-12,60900.0,60400.0,21789.0,12.29,2956,5429,-8037
2011-05-13,60800.0,61000.0,12971.0,12.41,2953,-4343,1418
2011-05-16,60500.0,60300.0,8173.0,12.27,1912,101,-1926
2011-05-17,60100.0,59900.0,18965.0,12.19,3256,-2878,-333
2011-05-18,59800.0,60000.0,49364.0,12.21,1549,-3052,1483
2011-05-19,60500.0,60200.0,15783.0,12.25,985,-5512,4675
2011-05-20,60700.0,60000.0,17709.0,12.21,335,-4985,4952
2011-05-23,60400.0,60500.0,11177.0,12.31,-1624,-1593,3052
2011-05-24,60700.0,61100.0,10843.0,12.43,-781,71,851
2011-05-25,62100.0,60500.0,19821.0,12.31,-1352,-5068,6432
2011-05-26,60500.0,61500.0,10770.0,12.51,-1013,-1349,1481
2011-05-27,60800.0,61500.0,21497.0,12.51,-1257,8032,-5922
2011-05-30,62600.0,61100.0,8853.0,12.43,1582,-2572,800
2011-05-31,61100.0,62900.0,17983.0,12.8,-4123,-3083,2256
2011-06-01,62100.0,63400.0,21526.0,12.9,-1803,9086,-7779
2011-06-02,63000.0,61500.0,12844.0,12.51,1161,-1683,2527
2011-06-03,61700.0,62500.0,9494.0,12.71,-3123,1347,-366
2011-06-07,62700.0,61600.0,20407.0,12.53,5136,-5405,227
2011-06-08,61500.0,60600.0,20300.0,12.33,1751,-6563,6366
2011-06-09,60500.0,59700.0,56303.0,12.15,20293,-38133,18921
2011-06-10,59700.0,59900.0,13032.0,12.19,737,-835,1873
2011-06-13,60400.0,60200.0,11047.0,12.25,-3481,-1137,2869
2011-06-14,60200.0,59700.0,9268.0,12.15,121,-2691,1884
2011-06-15,59800.0,60100.0,16015.0,12.23,2222,-4103,1800
2011-06-16,60200.0,60600.0,14713.0,12.33,-1178,5129,-2922
2011-06-17,60100.0,60900.0,23812.0,12.39,-4479,4233,-1579
2011-06-20,61400.0,60900.0,16689.0,12.39,2382,-1702,-902
2011-06-21,61000.0,60000.0,32305.0,12.21,2853,14705,-18794
2011-06-22,60600.0,61000.0,9349.0,12.41,-3128,2113,827
2011-06-23,60800.0,59900.0,14922.0,12.19,5669,-4354,-110
2011-06-24,60100.0,61000.0,16521.0,12.41,-7866,3891,2474
