Symbol,한솔테크닉스_시가(원),한솔테크닉스_종가(원),한솔테크닉스_거래량(주),한솔테크닉스_PER(IFRS-연결),한솔테크닉스_순매수수량(개인)(주),한솔테크닉스_순매수수량(기관계)(주),한솔테크닉스_순매수수량(외국인계)(주)
2009-11-10,20850.0,20500.0,43312.0,19.46,-4830,4570,2260
2009-11-11,20550.0,20800.0,36507.0,19.74,-6870,9160,210
2009-11-12,21000.0,20700.0,42541.0,19.65,-7750,290,7460
2009-11-13,20800.0,21000.0,47936.0,19.93,-4063,7583,-3520
2009-11-16,20700.0,20950.0,40584.0,19.89,-9072,12602,-3530
2009-11-17,21200.0,20400.0,39971.0,19.36,-460,-1660,-1880
2009-11-18,20250.0,20450.0,31704.0,19.41,-2600,2200,400
2009-11-19,20500.0,20550.0,38043.0,19.51,-1990,-1050,3040
2009-11-20,20700.0,20500.0,28036.0,19.46,5060,-6160,1100
2009-11-23,20550.0,21050.0,55273.0,19.98,-5273,303,5470
2009-11-24,21200.0,21000.0,35892.0,19.93,-7680,9460,-1780
2009-11-25,20850.0,21700.0,62506.0,20.6,-14160,14680,-480
2009-11-26,21800.0,22700.0,188806.0,21.55,3000,9370,-12370
2009-11-27,22250.0,22650.0,143440.0,21.5,-47980,50660,-5840
2009-11-30,22950.0,23600.0,223487.0,22.4,-51541,50301,-7710
2009-12-01,23800.0,24450.0,225201.0,23.21,-26794,26654,-3570
2009-12-02,24700.0,24500.0,125790.0,23.25,-10937,13597,-2440
2009-12-03,24250.0,24050.0,57361.0,22.83,-3990,7590,-2300
2009-12-04,24000.0,24600.0,60953.0,23.35,-23260,17680,5270
2009-12-07,24900.0,24750.0,62345.0,23.49,-14910,17660,-2210
2009-12-08,25150.0,24750.0,59380.0,23.49,-24860,25910,-1050
2009-12-09,24700.0,25550.0,92728.0,24.25,-27032,8760,-450
2009-12-10,25450.0,25700.0,90660.0,24.39,-8268,18898,-10060
2009-12-11,25700.0,27000.0,198590.0,25.63,-87840,79100,-890
2009-12-14,27850.0,28900.0,346127.0,27.43,-103859,65264,1305
2009-12-15,29000.0,29000.0,156277.0,27.53,-76610,54360,2980
2009-12-16,29000.0,29150.0,96175.0,27.67,-17540,12700,1820
2009-12-17,29400.0,28800.0,76398.0,27.34,-9670,9430,80
2009-12-18,28350.0,29550.0,174630.0,28.05,-10701,16961,-10280
2009-12-21,29950.0,31350.0,261039.0,29.76,-47370,50305,-2650
2009-12-22,31150.0,30200.0,173393.0,28.66,-30440,20920,880
2009-12-23,30800.0,30050.0,90889.0,28.52,-3430,3260,840
2009-12-24,30100.0,28950.0,192397.0,27.48,-38997,18577,16390
2009-12-28,29400.0,30150.0,161070.0,28.62,-42740,21250,18440
2009-12-29,30150.0,29900.0,146181.0,28.38,39535,-32694,-6250
2009-12-30,29850.0,30300.0,145122.0,28.76,-32044,33364,-750
2010-01-04,30300.0,33000.0,288921.0,9.49,-112925,103225,4210
2010-01-05,33300.0,33800.0,219250.0,9.72,-33538,42178,-4330
2010-01-06,34100.0,34400.0,205815.0,9.89,-63022,82890,11852
2010-01-07,34800.0,32600.0,163420.0,9.37,-32970,40090,2050
2010-01-08,32950.0,33250.0,176018.0,9.56,-8210,6610,16750
2010-01-11,33400.0,31600.0,94561.0,9.09,12123,-14893,3040
2010-01-12,31900.0,31550.0,109586.0,9.07,-550,-6550,13880
2010-01-13,31700.0,32000.0,131522.0,9.2,-11439,10269,5810
2010-01-14,32300.0,33600.0,157504.0,9.66,-25350,30340,-6070
2010-01-15,33800.0,34800.0,155571.0,10.01,-57910,65390,-8340
2010-01-18,34800.0,34600.0,131199.0,9.95,-12900,20830,-10830
2010-01-19,35300.0,34900.0,78100.0,10.03,-20260,12710,-1270
2010-01-20,34900.0,34400.0,137091.0,9.89,-9555,21075,-6630
2010-01-21,33800.0,33650.0,100372.0,9.67,23350,-4650,-8840
2010-01-22,33500.0,35450.0,174226.0,10.19,-72880,78130,-3230
2010-01-25,35600.0,35650.0,119557.0,10.25,-31770,35460,-3080
2010-01-26,36000.0,34300.0,105886.0,9.86,8101,5039,-13080
2010-01-27,33700.0,34300.0,87827.0,9.86,-14689,19309,-5450
2010-01-28,34500.0,34500.0,47175.0,9.92,-5570,6250,-130
2010-01-29,33950.0,31850.0,143357.0,9.16,-4880,8870,-1890
2010-02-01,32000.0,31950.0,85754.0,9.19,8900,2300,-3050
2010-02-02,32400.0,31950.0,68882.0,9.19,8170,-6550,-1820
2010-02-03,32500.0,31200.0,43543.0,8.97,7493,-6863,-980
2010-02-04,31200.0,32150.0,49934.0,9.24,-6941,7811,-10
2010-02-05,31000.0,31250.0,76760.0,8.98,-14630,14180,-4280
2010-02-08,31400.0,30550.0,34493.0,8.78,1170,1430,-2490
2010-02-09,30000.0,30900.0,102356.0,8.88,-983,-1687,4840
2010-02-10,31200.0,30050.0,108419.0,8.64,46090,-47890,1900
2010-02-11,30400.0,30300.0,106488.0,8.71,20450,-28190,5130
2010-02-12,30500.0,30100.0,105469.0,8.65,26305,-17190,-1700
2010-02-16,30150.0,31550.0,96466.0,9.07,-22023,12353,1710
2010-02-17,31800.0,33350.0,192797.0,9.59,-79430,85470,-6990
2010-02-18,33350.0,33500.0,58190.0,9.63,-22690,9970,-6770
2010-02-19,32950.0,33100.0,75832.0,9.52,-8410,13830,-4600
2010-02-22,33500.0,34400.0,65291.0,9.89,-6108,-292,-4180
2010-02-23,34300.0,33700.0,73682.0,9.69,-10343,11153,-1450
2010-02-24,33600.0,33400.0,41470.0,9.6,-3349,3460,1009
2010-02-25,33450.0,32300.0,118779.0,9.29,20860,-6730,3290
2010-02-26,32050.0,32750.0,59738.0,9.42,4490,-210,-4790
2010-03-02,32750.0,32450.0,43722.0,9.33,9500,-9230,-840
2010-03-03,32100.0,31700.0,54292.0,9.11,13006,-16886,3480
2010-03-04,31650.0,30600.0,158820.0,8.8,43110,-62680,16020
2010-03-05,31000.0,31650.0,107160.0,9.1,9420,-29010,12520
2010-03-08,32300.0,31650.0,99336.0,9.1,-19450,19090,200
2010-03-09,31800.0,31400.0,78614.0,9.03,-2730,3650,-1670
2010-03-10,31400.0,32050.0,50926.0,9.22,-19850,15960,820
2010-03-11,32100.0,31900.0,57605.0,9.17,-9040,10310,-1210
2010-03-12,31800.0,32100.0,44859.0,9.23,360,2150,-2670
2010-03-15,31900.0,31400.0,33568.0,9.03,-140,-350,-200
2010-03-16,31400.0,33450.0,210652.0,9.62,-65090,32620,12690
2010-03-17,33500.0,34150.0,137429.0,9.82,-30150,16420,-380
2010-03-18,34150.0,34400.0,91240.0,9.89,-24315,23055,-460
2010-03-19,34850.0,34600.0,60935.0,9.95,-13347,11937,80
2010-03-22,34500.0,35300.0,100549.0,10.15,-5085,11415,-1480
2010-03-23,35300.0,35000.0,109907.0,10.06,26730,-27590,-540
2010-03-24,35100.0,35050.0,125672.0,10.08,-366,-7934,6070
2010-03-25,35200.0,37000.0,256561.0,10.64,5720,8250,7180
2010-03-26,37650.0,36600.0,185954.0,10.52,68560,-66470,-3810
2010-03-29,36400.0,38250.0,222665.0,11.0,-29595,14625,7210
2010-03-30,38600.0,37750.0,166137.0,10.85,27170,-16380,-3400
2010-03-31,38000.0,37700.0,81469.0,10.84,-2790,880,-600
2010-04-01,37700.0,41700.0,360219.0,11.99,-138430,51410,87710
2010-04-02,41900.0,41550.0,253040.0,11.95,-10830,28650,-8190
2010-04-05,42000.0,42500.0,146020.0,12.22,-4255,9545,-1650
2010-04-06,43000.0,42000.0,91409.0,12.08,13870,-14870,760
2010-04-07,41650.0,40800.0,130611.0,11.73,11080,3380,-9100
2010-04-08,40400.0,41500.0,117405.0,11.93,-1220,-15410,18720
2010-04-09,41100.0,41900.0,134687.0,12.05,-3650,-19610,19450
2010-04-12,41900.0,40200.0,130465.0,11.56,4170,260,-5760
2010-04-13,40500.0,41500.0,125056.0,11.93,-15740,10080,6610
2010-04-14,42150.0,43700.0,310637.0,12.56,-61731,51931,8440
2010-04-15,44300.0,44950.0,291430.0,12.92,-69550,54440,-8400
2010-04-16,44800.0,45750.0,148529.0,13.15,-14630,13130,3180
2010-04-19,44950.0,45950.0,133228.0,13.21,7820,-1590,-6770
2010-04-20,46100.0,46800.0,166694.0,13.46,-13310,16580,280
2010-04-21,47200.0,47950.0,136215.0,13.79,-46110,36190,9690
2010-04-22,48000.0,49650.0,207379.0,14.28,-1014,-16366,17720
2010-04-23,50000.0,51700.0,223160.0,14.86,-21827,-21062,40649
2010-04-26,52200.0,51800.0,224150.0,14.89,4120,4217,5843
2010-04-27,51600.0,52000.0,164395.0,14.95,-26882,26489,537
2010-04-28,50600.0,53300.0,215282.0,15.32,-27409,-4589,24385
2010-04-29,53300.0,51300.0,154768.0,14.75,18297,-18009,-580
2010-04-30,52000.0,51900.0,232158.0,14.92,18788,-12150,-3439
2010-05-03,51200.0,50700.0,152670.0,14.58,-24422,17293,1714
2010-05-04,51000.0,49650.0,129271.0,14.28,8112,-1483,-4315
2010-05-06,48100.0,49200.0,151534.0,14.15,-20040,9270,15300
2010-05-07,47850.0,49100.0,195016.0,14.12,10370,-18280,350
2010-05-10,49600.0,48400.0,281541.0,13.92,137049,-109379,-7780
2010-05-11,48400.0,52600.0,917766.0,15.12,-141668,42688,81570
2010-05-12,53700.0,54100.0,242676.0,15.55,-50100,53939,-7651
2010-05-13,55400.0,58000.0,368877.0,16.68,-89209,92326,-2621
2010-05-14,58000.0,60200.0,269795.0,17.31,11536,-824,-12826
2010-05-17,59800.0,63800.0,232343.0,18.34,-59115,68952,-8079
2010-05-18,65800.0,61100.0,419854.0,17.57,78812,-80454,-10063
2010-05-19,61500.0,61500.0,356217.0,17.68,34327,-29502,417
2010-05-20,61500.0,57600.0,254637.0,16.56,24017,-12125,-16473
2010-05-24,56700.0,58100.0,231363.0,16.7,1215,-21471,20407
2010-05-25,57600.0,54900.0,285716.0,15.78,-9746,25883,-5963
2010-05-26,55500.0,57400.0,300574.0,16.5,16259,17780,-32062
2010-05-27,55500.0,59900.0,284883.0,17.81,-46843,65254,-5790
2010-05-28,60800.0,58200.0,184104.0,17.31,-6097,32164,-26961
2010-05-31,58200.0,59800.0,115928.0,17.78,-20915,19402,8820
2010-06-01,59500.0,57000.0,123009.0,16.95,26636,-2176,-14930
2010-06-03,57600.0,56100.0,138707.0,16.68,19738,-15801,-2787
2010-06-04,56400.0,56600.0,139815.0,16.83,21738,-20175,8363
2010-06-07,54400.0,55400.0,92479.0,16.47,-16311,5347,2317
2010-06-08,55400.0,57500.0,154618.0,17.1,-35435,20994,5100
2010-06-09,58500.0,56900.0,171206.0,16.92,28385,-19952,-8731
2010-06-10,57000.0,57500.0,97182.0,17.1,-4942,-7948,12472
2010-06-11,58300.0,56000.0,107407.0,16.65,6673,-17913,-6046
2010-06-14,55900.0,52700.0,310767.0,15.67,127107,-109186,6656
2010-06-15,53000.0,53500.0,240504.0,15.91,11889,-35553,16487
2010-06-16,54800.0,56800.0,275996.0,16.89,-79213,47566,29196
2010-06-17,57500.0,58900.0,368837.0,17.51,12853,-90885,73860
2010-06-18,60000.0,57500.0,159019.0,17.1,12040,-17943,-1524
2010-06-21,57800.0,58000.0,189353.0,17.25,2067,2005,4108
2010-06-22,57300.0,56900.0,130924.0,16.92,10580,-735,-8778
2010-06-23,57000.0,55800.0,96053.0,16.59,5614,-12097,7247
2010-06-24,56200.0,55900.0,57552.0,16.62,-3059,-5218,9193
2010-06-25,55900.0,58500.0,142543.0,17.4,-23028,25897,-380
2010-06-28,58000.0,57700.0,127170.0,17.16,-11905,14060,-4158
2010-06-29,56400.0,55300.0,128643.0,17.25,-2813,-916,3213
2010-06-30,54200.0,54400.0,131432.0,16.97,19952,-27773,3014
2010-07-01,54300.0,54100.0,807532.0,16.88,14305,265747,27324
2010-07-02,54400.0,51800.0,212598.0,16.16,79577,-64300,-16894
2010-07-05,52000.0,50000.0,187220.0,15.6,38426,-8858,-32753
2010-07-06,50000.0,54000.0,288553.0,16.85,-26820,-10763,22152
2010-07-07,54600.0,54500.0,218913.0,17.0,-47308,2737,43488
2010-07-08,55300.0,54000.0,146092.0,16.85,11640,5377,-3836
2010-07-09,54300.0,54200.0,132564.0,16.91,45034,-10362,-31519
2010-07-12,54800.0,58000.0,403487.0,18.09,-4601,-9338,19777
2010-07-13,58500.0,57800.0,269161.0,18.03,6145,-5816,1820
2010-07-14,58900.0,58500.0,189751.0,18.25,-17771,1992,13173
2010-07-15,59100.0,58800.0,180395.0,18.34,-1959,-14220,12073
2010-07-16,59500.0,61800.0,479508.0,19.28,-76202,76028,11701
2010-07-19,61000.0,61500.0,230895.0,19.19,50933,-31985,-12085
2010-07-20,61600.0,59000.0,325557.0,18.41,29317,-26079,-1827
2010-07-21,60000.0,57600.0,291354.0,17.97,74928,-64230,1306
2010-07-22,58100.0,54500.0,311799.0,17.0,66765,-47518,3455
2010-07-23,55600.0,53100.0,685454.0,16.56,178551,-171274,-5896
2010-07-26,53100.0,53700.0,269316.0,16.75,87470,-76341,-4373
2010-07-27,54300.0,51100.0,325148.0,15.94,121824,-89832,-3682
2010-07-28,51500.0,51300.0,182700.0,16.0,19394,-28014,7678
2010-07-29,51600.0,49600.0,275657.0,15.47,85664,-77561,-8586
2010-07-30,50000.0,50900.0,191802.0,15.88,15212,-42002,29090
2010-08-02,50900.0,51100.0,213257.0,15.94,12360,-41848,29480
2010-08-03,51800.0,52400.0,373195.0,16.35,-19572,-28493,55751
2010-08-04,52900.0,53400.0,220952.0,16.66,-59659,5255,56296
2010-08-05,54000.0,50000.0,390944.0,15.6,109839,-80094,-20665
2010-08-06,49400.0,48100.0,336705.0,15.01,69993,-70724,-1019
2010-08-09,48200.0,46950.0,220347.0,14.65,66136,-55716,6174
2010-08-10,47250.0,48100.0,187239.0,15.01,-1245,-19575,15270
2010-08-11,47750.0,43900.0,401839.0,13.69,207152,-146127,-48725
2010-08-12,42200.0,43400.0,225893.0,13.54,24522,7743,-28960
2010-08-13,44100.0,45300.0,125357.0,14.13,-5393,10624,-5822
2010-08-16,45150.0,46000.0,100933.0,14.35,-14703,-1204,12687
2010-08-17,45800.0,45550.0,74191.0,14.21,16666,-5791,-12105
2010-08-18,45700.0,44100.0,187945.0,13.76,48003,-42084,-163
2010-08-19,44500.0,44400.0,146814.0,13.85,4989,6133,-2641
2010-08-20,44350.0,44400.0,130574.0,13.85,14346,-15250,8340
2010-08-23,44500.0,41800.0,259395.0,13.04,84089,-79165,7771
2010-08-24,41900.0,42000.0,207506.0,13.1,8484,-24823,23880
2010-08-25,41200.0,41250.0,110410.0,12.87,19049,-14449,-2720
2010-08-26,41600.0,41900.0,133985.0,13.07,-12731,14251,130
2010-08-27,41600.0,40850.0,131168.0,12.74,36218,-23524,-9140
2010-08-30,41600.0,39850.0,246808.0,12.43,89770,-87460,1450
2010-08-31,39450.0,38450.0,345091.0,11.99,66838,-83496,20340
2010-09-01,38800.0,38800.0,205160.0,12.1,62212,-68412,4010
2010-09-02,39600.0,40900.0,349388.0,12.76,13689,-47857,16398
2010-09-03,41250.0,42100.0,254431.0,13.13,-36289,27006,-2097
2010-09-06,42700.0,43500.0,269435.0,13.57,-5473,22963,-21050
2010-09-07,43850.0,43550.0,307916.0,13.59,-26115,37201,-6446
2010-09-08,43500.0,44050.0,149016.0,13.74,-13956,6995,8507
2010-09-09,44150.0,43750.0,179732.0,13.65,27192,-19977,-7725
2010-09-10,43900.0,43200.0,210279.0,13.48,27534,-26413,2720
2010-09-13,43000.0,43950.0,263850.0,13.71,-19199,-5141,25200
2010-09-14,44550.0,42700.0,159386.0,13.32,18235,-6151,-12270
2010-09-15,42800.0,41450.0,223313.0,12.93,20190,-11730,-1730
2010-09-16,41850.0,42900.0,148035.0,13.38,-24705,-10805,36620
2010-09-17,43350.0,46350.0,583191.0,14.46,-111531,77573,30370
2010-09-20,46300.0,45800.0,252025.0,14.29,14065,-18736,5081
2010-09-24,45750.0,44750.0,225806.0,13.96,-17815,-12969,23667
2010-09-27,45450.0,46700.0,278220.0,14.57,-4666,2866,-10
2010-09-28,46600.0,48000.0,269896.0,14.97,-73656,62346,3740
2010-09-29,48000.0,48900.0,262376.0,15.25,-17369,36019,-10550
2010-09-30,48900.0,51800.0,486315.0,16.16,-192282,162782,33530
2010-10-01,51900.0,52000.0,319818.0,16.22,-75804,92977,-16883
2010-10-04,51500.0,52000.0,280878.0,16.22,-117524,106540,1985
2010-10-05,52000.0,54500.0,451883.0,17.0,-161354,116244,48093
2010-10-06,55800.0,54500.0,230357.0,17.0,-39550,36630,8742
2010-10-07,55100.0,59300.0,852795.0,18.5,-414872,351790,6470
2010-10-08,60000.0,60000.0,295310.0,18.72,-85944,90108,-5022
2010-10-11,60700.0,57400.0,315847.0,17.91,-8370,-23659,33051
2010-10-12,56900.0,60000.0,391104.0,18.72,-58452,-30527,86764
2010-10-13,60500.0,59900.0,185334.0,18.69,-12616,6049,5964
2010-10-14,60300.0,62700.0,376263.0,19.56,-146104,109496,32811
2010-10-15,63000.0,62900.0,156088.0,19.62,-1890,12064,-11292
2010-10-18,62900.0,62800.0,193321.0,19.59,-45213,31624,19699
2010-10-19,64000.0,60200.0,271728.0,18.78,15759,-12046,350
2010-10-20,59300.0,64800.0,334768.0,20.21,-119559,80646,34721
2010-10-21,66100.0,65200.0,272198.0,20.34,-21476,40494,-20596
2010-10-22,65200.0,65000.0,161518.0,20.28,-12489,23934,-12042
2010-10-25,65000.0,67500.0,206582.0,21.06,-62744,53558,8343
2010-10-26,68000.0,67000.0,123672.0,20.9,-3143,9884,-7743
2010-10-27,67000.0,65600.0,201820.0,20.46,32,13626,-7017
2010-10-28,66000.0,62900.0,226863.0,19.62,-18065,18788,1510
2010-10-29,64200.0,64000.0,594845.0,19.97,12739,-6325,-13994
2010-11-01,63800.0,64200.0,158034.0,20.03,-35327,48118,-7416
2010-11-02,64500.0,63800.0,102900.0,19.9,8368,-6424,-1850
2010-11-03,63400.0,62500.0,157910.0,19.5,-13562,-1604,1804
2010-11-04,62200.0,64800.0,205666.0,20.21,-22240,22862,5887
2010-11-05,66000.0,63100.0,168803.0,19.68,37972,-18165,-16539
2010-11-08,63400.0,62900.0,102819.0,19.62,14946,-16441,3149
2010-11-09,64800.0,66000.0,525324.0,20.59,-40056,33643,2279
2010-11-10,65700.0,66500.0,152579.0,20.75,-12950,26040,-12533
2010-11-11,66700.0,65000.0,126098.0,20.28,-7925,26981,-20106
2010-11-12,65700.0,64000.0,269672.0,19.97,66,8541,-12460
2010-11-15,63600.0,63800.0,141779.0,19.9,-24399,32623,-8243
2010-11-16,63900.0,63400.0,85638.0,19.78,-10085,15251,-9205
2010-11-17,62300.0,63500.0,125000.0,19.81,7895,-2007,-5294
2010-11-18,63500.0,66300.0,150688.0,20.68,-23974,11192,4166
2010-11-19,66300.0,66800.0,113095.0,20.84,3839,11791,-22581
2010-11-22,66700.0,68600.0,199043.0,21.4,2122,21930,-24692
2010-11-23,68200.0,67800.0,123266.0,21.15,7758,-799,-7293
2010-11-24,65500.0,67000.0,130392.0,20.9,-26363,28423,-4440
2010-11-25,67500.0,68800.0,135772.0,21.46,-14076,26657,-7900
2010-11-26,69200.0,66400.0,110387.0,20.71,10784,16629,-25940
2010-11-29,65300.0,65200.0,125147.0,20.34,-3455,6207,-9917
2010-11-30,65700.0,65100.0,98229.0,20.31,19143,-23691,1023
2010-12-01,65700.0,67400.0,105661.0,21.03,-38265,32096,9179
2010-12-02,68300.0,71200.0,343738.0,22.21,-41268,29387,10576
2010-12-03,71400.0,72400.0,172519.0,22.59,-9603,28661,-20707
2010-12-06,71900.0,70500.0,129400.0,21.99,27687,-23642,-2018
2010-12-07,70900.0,71000.0,185036.0,22.15,5063,-20755,13882
2010-12-08,71300.0,68200.0,180367.0,21.28,20613,-33418,7195
2010-12-09,68500.0,69100.0,97966.0,21.56,-2578,-10161,15060
2010-12-10,67800.0,69300.0,74894.0,21.62,8755,-11852,3666
2010-12-13,69300.0,67300.0,166062.0,20.99,37684,-35416,2720
2010-12-14,67000.0,65900.0,404175.0,20.56,38550,-42907,17121
2010-12-15,66700.0,66300.0,140998.0,20.68,36651,-35995,36
2010-12-16,65900.0,64100.0,187837.0,20.0,83758,-95915,12305
2010-12-17,64300.0,66400.0,255827.0,20.71,-18337,7748,-84
2010-12-20,64900.0,65000.0,172623.0,20.28,23014,2225,-26112
2010-12-21,65500.0,63400.0,202488.0,19.78,70738,-37588,-34534
2010-12-22,63600.0,60700.0,539730.0,18.94,155643,-85418,-38275
2010-12-23,61500.0,59300.0,221386.0,18.5,58539,-52796,3405
2010-12-24,59800.0,58500.0,230617.0,18.25,42428,-50867,7324
2010-12-27,59100.0,58300.0,163408.0,18.19,60033,-60483,-201
2010-12-28,58500.0,60900.0,216467.0,19.0,-22953,24720,-2100
2010-12-29,61400.0,61000.0,100118.0,19.03,-2324,17388,-14082
2010-12-30,61200.0,61500.0,126080.0,19.19,-13689,20799,-7238
2011-01-03,62200.0,62300.0,179558.0,35.72,-6423,-4794,-2499
2011-01-04,62000.0,62400.0,128653.0,35.78,-7073,10104,-3983
2011-01-05,62200.0,60500.0,166378.0,34.69,28146,-28591,2268
2011-01-06,61000.0,60600.0,209161.0,34.74,25293,-18287,4544
2011-01-07,60000.0,63600.0,532420.0,36.46,-9645,27094,-36344
2011-01-10,64700.0,62700.0,373587.0,35.95,78528,-70303,-3572
2011-01-11,63400.0,61700.0,145226.0,35.37,4709,-9246,3478
2011-01-12,61700.0,60000.0,241878.0,34.4,89420,-25902,-56144
2011-01-13,60100.0,60300.0,248262.0,34.57,70101,-6166,-32131
2011-01-14,60600.0,58400.0,327653.0,33.48,133705,-19904,-95347
2011-01-17,58200.0,56000.0,298836.0,32.11,82453,-94012,15459
2011-01-18,55500.0,54100.0,409309.0,31.02,138740,-86416,-50413
2011-01-19,54300.0,57200.0,288644.0,32.79,-30029,13728,14610
2011-01-20,58400.0,58800.0,310387.0,33.71,31104,3424,-35928
2011-01-21,58300.0,57500.0,166679.0,32.97,11058,16475,-27885
2011-01-24,57000.0,57900.0,118508.0,33.2,-25338,28327,-15752
2011-01-25,58300.0,60100.0,226939.0,34.46,-54279,65487,-14452
2011-01-26,60200.0,60000.0,132112.0,34.4,-10055,29221,-16084
2011-01-27,60400.0,59300.0,116098.0,34.0,-1879,3358,-1148
2011-01-28,59000.0,59000.0,96308.0,33.83,-29064,27911,-795
2011-01-31,58000.0,58800.0,96335.0,33.71,-5258,6030,2967
2011-02-01,59500.0,57900.0,122930.0,33.2,15096,-10986,-5340
2011-02-07,58800.0,59600.0,145363.0,34.17,-12736,27851,-12590
2011-02-08,59600.0,58200.0,110208.0,33.37,7579,1977,-11264
2011-02-09,57600.0,56800.0,106349.0,32.56,6343,-1872,-2956
2011-02-10,56200.0,56200.0,96554.0,32.22,-11322,13468,-2682
2011-02-11,56000.0,53200.0,129543.0,30.5,20061,-22745,3148
2011-02-14,53800.0,54500.0,93190.0,31.25,-8463,4218,4515
2011-02-15,54500.0,54000.0,65163.0,30.96,8741,-6378,-3369
2011-02-16,53400.0,51500.0,167516.0,29.53,5226,-9306,9567
2011-02-17,51200.0,50500.0,266063.0,28.95,-959,-34851,24039
2011-02-18,50600.0,51800.0,86516.0,29.7,10862,-9354,-577
2011-02-21,51400.0,51900.0,71166.0,29.76,918,247,602
2011-02-22,51300.0,50600.0,96278.0,29.01,538,12610,-11515
2011-02-23,50000.0,49600.0,63105.0,28.44,-9193,13129,-7033
2011-02-24,49050.0,48300.0,95406.0,27.69,-8394,1464,1780
2011-02-25,48300.0,49300.0,50894.0,28.26,6425,-6455,6190
2011-02-28,48700.0,48550.0,43691.0,27.83,-8686,7574,1000
2011-03-02,47850.0,47650.0,82177.0,27.32,-10656,14666,2880
2011-03-03,47650.0,49500.0,111204.0,28.38,574,3081,3778
2011-03-04,50400.0,50000.0,99764.0,28.67,28717,-26927,930
2011-03-07,50100.0,49150.0,74539.0,28.18,2659,-243,44
2011-03-08,48650.0,51100.0,118479.0,29.3,3299,1211,-7410
2011-03-09,51500.0,49650.0,132794.0,28.47,35730,-7037,-27968
2011-03-10,49150.0,48250.0,117314.0,27.66,25189,-16877,-17012
2011-03-11,47100.0,47250.0,151569.0,27.09,22351,-22241,980
2011-03-14,46500.0,44750.0,121056.0,25.66,-4891,3641,2270
2011-03-15,44350.0,44900.0,152034.0,25.74,-8106,-674,9950
2011-03-16,45000.0,44800.0,110306.0,25.68,-750,-2190,-3280
2011-03-17,43650.0,43350.0,108693.0,24.85,16363,-13583,1230
2011-03-18,44000.0,45500.0,202678.0,26.09,22868,-39754,27640
2011-03-21,45500.0,46400.0,96282.0,26.6,10544,-2924,-11150
2011-03-22,46400.0,45900.0,90162.0,26.32,-9317,7807,-5400
2011-03-23,46000.0,45700.0,79752.0,26.2,386,-696,-920
2011-03-24,45700.0,47450.0,118928.0,27.2,-1001,-2616,-1770
2011-03-25,47700.0,48900.0,223152.0,28.04,19450,-2828,-18822
2011-03-28,49450.0,48600.0,150669.0,27.86,-10086,23216,-13480
2011-03-29,48100.0,47300.0,259139.0,27.12,105923,-109943,-9640
2011-03-30,47400.0,47400.0,196351.0,27.18,32959,-48559,11710
2011-03-31,47800.0,49450.0,184112.0,28.35,7032,-14933,6451
2011-04-01,49400.0,50700.0,184942.0,29.07,-12823,10463,3750
2011-04-04,50800.0,49450.0,127767.0,28.35,27416,-4315,-23621
2011-04-05,49750.0,51500.0,186601.0,29.53,-47014,43748,3476
2011-04-06,51300.0,51000.0,195063.0,29.24,-15327,31173,-13758
2011-04-07,51500.0,51100.0,142729.0,29.3,-8063,19411,-4247
2011-04-08,50800.0,50500.0,120349.0,28.95,-7593,9863,1786
2011-04-11,50300.0,49350.0,121106.0,28.29,-4616,229,3171
2011-04-12,49350.0,47850.0,138136.0,27.43,-2551,3541,1120
2011-04-13,48000.0,48150.0,95515.0,27.61,33161,-26391,3710
2011-04-14,48000.0,46850.0,187387.0,26.86,33866,-20691,-11575
2011-04-15,46600.0,47200.0,75530.0,27.06,-4195,-7715,10210
