Symbol,삼성엔지니어링_시가(원),삼성엔지니어링_종가(원),삼성엔지니어링_거래량(주),삼성엔지니어링_PER(IFRS-연결),삼성엔지니어링_순매수수량(개인)(주),삼성엔지니어링_순매수수량(기관계)(주),삼성엔지니어링_순매수수량(외국인계)(주)
2009-03-03,40000.0,42000.0,584880.0,6.95,28468,-58739,15011
2009-03-04,41700.0,45000.0,417947.0,7.45,-46633,54535,-26322
2009-03-05,45600.0,45400.0,522585.0,7.51,-94000,38652,29328
2009-03-06,44400.0,44800.0,298248.0,7.41,25153,-32043,2580
2009-03-09,45600.0,45200.0,370188.0,7.48,60297,9323,-58600
2009-03-10,44600.0,47000.0,426226.0,7.78,-86207,32107,46160
2009-03-11,48350.0,48500.0,425288.0,8.03,-69487,59213,6494
2009-03-12,48550.0,47900.0,395886.0,7.93,-22657,70969,-54232
2009-03-13,48400.0,47800.0,369772.0,7.91,-64703,43383,9230
2009-03-16,48000.0,47800.0,345676.0,7.91,43486,-15826,-31610
2009-03-17,48400.0,50500.0,518518.0,8.36,-107553,82869,21460
2009-03-18,51300.0,51000.0,353991.0,8.44,-72883,48352,18241
2009-03-19,51200.0,50000.0,372404.0,8.28,13309,13455,-26237
2009-03-20,50000.0,50500.0,800689.0,8.36,-81461,129245,-119226
2009-03-23,51300.0,54100.0,661751.0,8.95,-246527,128493,88798
2009-03-24,55600.0,55500.0,543335.0,9.19,-141744,123539,1074
2009-03-25,55500.0,58800.0,811140.0,9.73,-392553,320666,66574
2009-03-26,58900.0,58600.0,627292.0,9.7,-21084,-3771,11666
2009-03-27,59200.0,57300.0,530867.0,9.48,-65579,-36864,106902
2009-03-30,56700.0,55800.0,372534.0,9.23,-85477,111251,-28084
2009-03-31,55900.0,57800.0,462654.0,9.57,-77808,138145,-47316
2009-04-01,57900.0,60500.0,579931.0,10.01,-242727,146032,93373
2009-04-02,61600.0,61900.0,610088.0,10.24,-180260,138183,39902
2009-04-03,62400.0,61700.0,434036.0,10.21,-10925,-2239,12157
2009-04-06,61300.0,61000.0,404502.0,10.1,58807,-8419,-37768
2009-04-07,61000.0,60200.0,476524.0,9.96,162760,32304,-155517
2009-04-08,59300.0,58100.0,538253.0,9.62,177059,-77216,-96900
2009-04-09,58600.0,61000.0,597352.0,10.1,5767,-13379,86
2009-04-10,61700.0,60100.0,630960.0,9.95,115884,-86533,-18501
2009-04-13,60000.0,59700.0,430110.0,9.88,-18616,5517,5504
2009-04-14,60100.0,63000.0,854696.0,10.43,-140327,42571,92953
2009-04-15,62500.0,64000.0,921746.0,10.59,-180486,205095,-19111
2009-04-16,66000.0,66000.0,738598.0,10.92,-263003,240933,30963
2009-04-17,65600.0,64000.0,515241.0,10.59,-24061,49167,-22713
2009-04-20,64000.0,66500.0,326659.0,11.01,-91876,-11531,90526
2009-04-21,65100.0,68800.0,542437.0,11.39,-191687,77062,109825
2009-04-22,69600.0,71500.0,821601.0,11.83,-186064,-73382,257874
2009-04-23,72600.0,75000.0,749830.0,12.41,-260821,109309,148982
2009-04-24,75600.0,75900.0,381410.0,12.56,-121498,-37442,163846
2009-04-27,75700.0,74000.0,380017.0,12.25,-64268,-68819,145709
2009-04-28,74200.0,71900.0,458974.0,11.9,-1563,25537,-19341
2009-04-29,71900.0,73000.0,277044.0,12.08,-29254,76174,-5860
2009-04-30,73600.0,77000.0,508637.0,12.74,-104111,92117,94030
2009-05-04,78200.0,78500.0,222210.0,12.99,11643,-54096,61761
2009-05-06,78500.0,76800.0,557385.0,12.71,142608,-118741,-10243
2009-05-07,76900.0,79400.0,322369.0,13.14,-39537,5328,6883
2009-05-08,79400.0,79100.0,242013.0,13.09,39332,-29233,691
2009-05-11,79000.0,78600.0,258331.0,13.01,14998,20601,-5852
2009-05-12,79000.0,79000.0,162922.0,13.07,-10838,27276,-12784
2009-05-13,79500.0,84400.0,781983.0,13.97,-33061,1711,67129
2009-05-14,84400.0,83500.0,418709.0,13.82,-2947,-35939,31760
2009-05-15,84100.0,81500.0,338288.0,13.49,133834,-32645,-105663
2009-05-18,80500.0,81200.0,315789.0,13.44,23156,-70489,61085
2009-05-19,82900.0,82200.0,312274.0,13.6,26065,-61843,57498
2009-05-20,82100.0,88600.0,481256.0,14.66,-181880,103748,82363
2009-05-21,88500.0,91300.0,391019.0,15.11,-113086,94086,23847
2009-05-22,90000.0,93000.0,396569.0,15.39,-101944,104053,-2519
2009-05-25,90600.0,93300.0,262108.0,15.44,-11691,15994,1166
2009-05-26,92800.0,90900.0,290697.0,15.04,-49604,-30091,81748
2009-05-27,90400.0,85200.0,455556.0,14.1,46392,-53890,9818
2009-05-28,82500.0,88900.0,373426.0,14.71,-20935,2899,18874
2009-05-29,90900.0,89300.0,420486.0,14.78,-96519,-81822,177768
2009-06-01,88000.0,90500.0,176707.0,14.98,-19539,-32385,57137
2009-06-02,92700.0,87600.0,316498.0,14.5,114622,-147892,32246
2009-06-03,88500.0,88300.0,311321.0,14.61,78118,-46651,-39989
2009-06-04,88000.0,85600.0,321688.0,14.17,76233,-51564,-54645
2009-06-05,84600.0,83000.0,293484.0,13.74,84674,-40429,-27484
2009-06-08,85600.0,86700.0,426133.0,14.35,3392,41638,-44705
2009-06-09,89000.0,86400.0,186352.0,14.3,-16208,6586,8166
2009-06-10,86200.0,89500.0,393279.0,14.81,15520,-47034,29879
2009-06-11,90000.0,90000.0,520896.0,14.9,38963,-122589,91349
2009-06-12,91000.0,88600.0,248931.0,14.66,63408,-41326,-19698
2009-06-15,88600.0,86800.0,229793.0,14.37,47942,-51170,-28769
2009-06-16,85800.0,86000.0,130272.0,14.23,-4891,-38710,2055
2009-06-17,86700.0,85600.0,206815.0,14.17,31375,-40921,-39532
2009-06-18,85600.0,85000.0,186676.0,14.07,-8835,-90943,30724
2009-06-19,85000.0,84800.0,282548.0,14.03,75690,-84371,-53079
2009-06-22,85000.0,83300.0,238401.0,13.79,99719,-48006,-39706
2009-06-23,84200.0,80000.0,530896.0,13.24,160990,-145924,-34549
2009-06-24,80500.0,82100.0,316233.0,13.59,-49964,-150,44240
2009-06-25,82000.0,85000.0,226713.0,14.07,-76537,27083,46225
2009-06-26,84400.0,84300.0,133943.0,13.95,-10166,5312,4828
2009-06-29,84300.0,83600.0,129769.0,13.84,-40855,-6408,46716
2009-06-30,84400.0,84700.0,164873.0,14.02,-65674,16756,45312
2009-07-01,83600.0,83500.0,167605.0,13.82,2851,-27949,-5366
2009-07-02,84000.0,81200.0,440416.0,13.44,144511,-113009,-106387
2009-07-03,80600.0,83500.0,283854.0,13.82,-38837,27173,6129
2009-07-06,88000.0,85000.0,616944.0,14.07,190080,-202845,50440
2009-07-07,85000.0,84900.0,266633.0,14.05,7327,4489,-12201
2009-07-08,84000.0,83500.0,468256.0,13.82,114152,-59418,-61234
2009-07-09,83600.0,82400.0,252645.0,13.64,19456,-31079,9607
2009-07-10,82200.0,80600.0,243648.0,13.34,41854,-81698,20967
2009-07-13,80600.0,78800.0,319828.0,13.04,19917,-52120,15518
2009-07-14,80000.0,78100.0,384256.0,12.93,64518,-20957,-51181
2009-07-15,78100.0,78300.0,306768.0,12.96,46838,-138726,89904
2009-07-16,79300.0,81300.0,311366.0,13.46,-81446,69117,8927
2009-07-17,81600.0,81400.0,194143.0,13.47,14410,-44455,29678
2009-07-20,81100.0,82500.0,312233.0,13.65,-32080,6798,29370
2009-07-21,83700.0,81900.0,401378.0,13.55,67619,-22511,-32830
2009-07-22,82500.0,84000.0,303659.0,13.9,-76299,8233,67475
2009-07-23,84500.0,83500.0,515124.0,13.82,140098,-95398,-43744
2009-07-24,84000.0,83300.0,343463.0,13.79,42830,-116129,68000
2009-07-27,83600.0,82600.0,484977.0,13.67,112957,-179898,82115
2009-07-28,83600.0,84700.0,501322.0,14.02,-12314,-74613,87594
2009-07-29,85200.0,83600.0,396335.0,13.84,-10636,-27244,34840
2009-07-30,83700.0,83000.0,183275.0,13.74,15547,-4961,-10847
2009-07-31,83500.0,88900.0,840764.0,14.71,-83832,-87505,153023
2009-08-03,89700.0,88800.0,350193.0,14.7,45353,-45227,15487
2009-08-04,88800.0,88700.0,561865.0,14.68,-9383,18058,-10922
2009-08-05,90000.0,89000.0,574816.0,14.73,-15894,-44535,58128
2009-08-06,89500.0,87500.0,327167.0,14.48,25607,-26134,5773
2009-08-07,87900.0,88800.0,288690.0,14.7,-43566,-37213,62816
2009-08-10,89400.0,87500.0,245099.0,14.48,39973,-21159,-16188
2009-08-11,86500.0,86200.0,304015.0,14.27,80823,-44554,-33427
2009-08-12,86700.0,85900.0,211853.0,14.22,36344,-25996,103
2009-08-13,86700.0,86400.0,294714.0,14.3,72384,-54554,-23878
2009-08-14,87500.0,87000.0,245189.0,14.4,10474,-26495,15431
2009-08-17,86600.0,82600.0,324836.0,13.67,62424,-12696,-38976
2009-08-18,81700.0,82000.0,317774.0,13.57,41846,49057,-87166
2009-08-19,82100.0,81600.0,225775.0,13.51,4887,-70680,66038
2009-08-20,81700.0,81500.0,239312.0,13.49,53422,-10417,-17269
2009-08-21,82900.0,80200.0,368344.0,13.27,129002,-126612,-45610
2009-08-24,80200.0,82300.0,495096.0,13.62,-37241,-32622,77595
2009-08-25,82500.0,81500.0,189448.0,13.49,30334,11250,-40546
2009-08-26,81800.0,85900.0,468234.0,14.22,-89987,-42156,130520
2009-08-27,86300.0,83700.0,261816.0,13.85,22189,11912,-34963
2009-08-28,84600.0,84100.0,231304.0,13.92,-16275,-10977,30445
2009-08-31,83800.0,81200.0,273964.0,13.44,72181,-20280,-59353
2009-09-01,80500.0,82000.0,276076.0,13.57,-2495,23644,-18885
2009-09-02,81000.0,83500.0,345502.0,13.82,-107269,-20560,142637
2009-09-03,83500.0,82400.0,296782.0,13.64,-34145,-29515,64437
2009-09-04,83000.0,85700.0,669240.0,14.18,-154694,-28317,177161
2009-09-07,86400.0,89100.0,890085.0,14.75,-292561,38209,251647
2009-09-08,90200.0,94500.0,1000082.0,15.64,-288359,12809,273959
2009-09-09,95700.0,96000.0,493094.0,15.89,-156129,1374,185993
2009-09-10,96900.0,96200.0,513179.0,15.92,-99214,-109807,215051
2009-09-11,95500.0,96000.0,341344.0,15.89,-92439,14205,82062
2009-09-14,96000.0,93600.0,294932.0,15.49,-24795,-19671,40584
2009-09-15,93900.0,92300.0,348325.0,15.28,43827,-16038,-25405
2009-09-16,93800.0,98400.0,761312.0,16.29,-163694,14971,146841
2009-09-17,100000.0,104000.0,717013.0,17.21,-221034,123784,101545
2009-09-18,103000.0,102500.0,466705.0,16.96,16857,-30109,20464
2009-09-21,103000.0,104000.0,286891.0,17.21,-32822,-43955,75944
2009-09-22,104000.0,104500.0,251774.0,17.3,-1803,-28022,32913
2009-09-23,103500.0,108500.0,477494.0,17.96,-74757,-7443,96441
2009-09-24,107500.0,109500.0,349335.0,18.12,-20240,10535,16240
2009-09-25,108000.0,109500.0,271096.0,18.12,-4323,2116,4865
2009-09-28,110500.0,108000.0,272145.0,17.87,8342,-20749,11470
2009-09-29,109500.0,103500.0,368534.0,17.13,17015,-24145,5007
2009-09-30,103500.0,104000.0,331972.0,17.21,-101221,37229,59657
2009-10-01,104500.0,102000.0,463731.0,16.88,-88399,52570,30842
2009-10-05,100500.0,105000.0,431952.0,17.38,-28139,4296,21293
2009-10-06,107000.0,104500.0,269668.0,17.3,11006,14165,-28238
2009-10-07,106000.0,99100.0,525227.0,16.4,-7441,67089,-66872
2009-10-08,98300.0,104000.0,439742.0,17.21,-89818,43174,46226
2009-10-09,104000.0,109500.0,480606.0,18.12,-95356,15746,102674
2009-10-12,112000.0,109000.0,138482.0,18.04,16853,-9792,-4343
2009-10-13,108000.0,115000.0,489883.0,19.03,-8502,-35425,44766
2009-10-14,115500.0,114000.0,324702.0,18.87,37421,4678,-40130
2009-10-15,115500.0,116500.0,236382.0,19.28,-3507,-32126,32341
2009-10-16,114500.0,113500.0,232453.0,18.78,-21387,19690,4800
2009-10-19,112500.0,116500.0,357282.0,19.28,-31762,-104994,152568
2009-10-20,118000.0,118000.0,259132.0,19.53,-88002,979,91722
2009-10-21,117000.0,115500.0,266882.0,19.12,50100,-11568,-37376
2009-10-22,115500.0,118500.0,365604.0,19.61,-97209,-45306,159633
2009-10-23,118500.0,115000.0,230202.0,19.03,60306,-47700,-4040
2009-10-26,114500.0,115000.0,160768.0,19.03,-37361,18452,20006
2009-10-27,114000.0,117500.0,226480.0,19.45,-52533,-37952,94890
2009-10-28,117000.0,117000.0,440934.0,19.36,-28152,150378,-133499
2009-10-29,115500.0,112000.0,453077.0,18.54,49182,17732,-58980
2009-10-30,114000.0,107000.0,303059.0,17.71,81394,-61694,-12540
2009-11-02,103000.0,107000.0,189850.0,17.71,-56074,11064,47388
2009-11-03,107500.0,106500.0,156176.0,17.63,-4528,-11841,14272
2009-11-04,107000.0,109500.0,143410.0,18.12,-22198,-17713,35574
2009-11-05,108500.0,107000.0,158587.0,17.71,-5348,16056,-10998
2009-11-06,110000.0,111500.0,158729.0,18.45,-27333,-6598,26603
2009-11-09,112000.0,112000.0,190758.0,18.54,-24340,32343,152
2009-11-10,114000.0,112500.0,167808.0,18.62,-44442,-609,46181
2009-11-11,113500.0,115500.0,163680.0,19.12,-64193,67440,11852
2009-11-12,116500.0,116000.0,322962.0,19.2,-89979,-57079,163265
2009-11-13,117500.0,117500.0,305729.0,19.45,-92146,33834,87452
2009-11-16,117000.0,119000.0,149106.0,19.69,-33954,14169,32651
2009-11-17,120000.0,119500.0,238434.0,19.78,-33631,-32312,99091
2009-11-18,118000.0,120500.0,347548.0,19.94,-112385,13523,102174
2009-11-19,119000.0,118500.0,265300.0,19.61,28024,13294,-33226
2009-11-20,120000.0,117500.0,243272.0,19.45,-14977,23607,-15936
2009-11-23,118500.0,117500.0,156402.0,19.45,35615,-7681,-22086
2009-11-24,117500.0,118500.0,206702.0,19.61,-148,-14081,12710
2009-11-25,117500.0,116000.0,353719.0,19.2,101125,-6046,-92692
2009-11-26,114500.0,112000.0,470395.0,18.54,81494,30801,-103417
2009-11-27,110000.0,101000.0,566754.0,16.72,82861,-40926,-64114
2009-11-30,106000.0,108500.0,587325.0,17.96,-54483,-53367,134729
2009-12-01,108500.0,107000.0,259733.0,17.71,28275,-9048,-16029
2009-12-02,110000.0,111000.0,357359.0,18.37,-28635,-22642,63143
2009-12-03,110500.0,115000.0,217847.0,19.03,-113391,65102,58865
2009-12-04,116500.0,115000.0,246515.0,19.03,-76742,60832,22388
2009-12-07,115500.0,113500.0,165370.0,18.78,52148,-17360,-36694
2009-12-08,113500.0,114500.0,138210.0,18.95,-29523,14068,8762
2009-12-09,111500.0,115000.0,200149.0,19.03,-18131,4196,15853
2009-12-10,114500.0,115500.0,284829.0,19.12,3511,1915,-13645
2009-12-11,115000.0,112500.0,262819.0,18.62,104227,-80644,-25316
2009-12-14,112000.0,115000.0,354671.0,19.03,-59250,66262,-1052
2009-12-15,115500.0,110500.0,551627.0,18.29,239556,-203533,-14557
2009-12-16,111500.0,110000.0,141197.0,18.21,-33054,12996,20298
2009-12-17,112000.0,107500.0,209783.0,17.79,5831,-18675,18055
2009-12-18,106500.0,107000.0,159590.0,17.71,-14001,16542,-1393
2009-12-21,107500.0,105500.0,206699.0,17.46,57119,16231,-71977
2009-12-22,106500.0,107500.0,170301.0,17.79,-19130,-8955,24342
2009-12-23,107500.0,105500.0,191705.0,17.46,31717,-66300,31333
2009-12-24,106000.0,107500.0,302116.0,17.79,-111040,22548,87057
2009-12-28,109500.0,106000.0,302075.0,17.54,14945,-61130,38803
2009-12-29,106000.0,107000.0,177637.0,17.71,-24917,-45513,71913
2009-12-30,107500.0,108000.0,177126.0,17.87,-24817,-38515,63388
2010-01-04,108000.0,108500.0,118663.0,13.14,-11249,-8488,18169
2010-01-05,109500.0,112500.0,442662.0,13.63,-216841,3914,208218
2010-01-06,114000.0,117000.0,425185.0,14.17,-195198,116534,79567
2010-01-07,116000.0,113500.0,160669.0,13.75,-18264,32608,-16964
2010-01-08,114000.0,116000.0,220362.0,14.05,-51953,78212,-6501
2010-01-11,116000.0,118500.0,236740.0,14.35,-37153,4748,31413
2010-01-12,118500.0,118500.0,163362.0,14.35,-11762,10697,826
2010-01-13,117500.0,116000.0,93518.0,14.05,-525,5130,-3511
2010-01-14,114500.0,113500.0,229540.0,13.75,73924,542,-78768
2010-01-15,113000.0,114000.0,149527.0,13.81,16054,-33661,31443
2010-01-18,113000.0,115000.0,118897.0,13.93,-3229,7995,-4889
2010-01-19,114000.0,111500.0,113318.0,13.51,36957,-26075,-11679
2010-01-20,112500.0,110000.0,221326.0,13.32,-11381,-65801,80103
2010-01-21,110500.0,115000.0,197388.0,13.93,-13082,-40927,50875
2010-01-22,113500.0,112500.0,220578.0,13.63,-5688,12056,2866
2010-01-25,110000.0,108500.0,217038.0,13.14,11227,-36308,30753
2010-01-26,109000.0,105500.0,181697.0,12.78,44886,-7911,6913
2010-01-27,105000.0,105500.0,191757.0,12.78,-23525,-15092,31383
2010-01-28,106500.0,112500.0,265791.0,13.63,-49016,-4724,84496
2010-01-29,110500.0,113500.0,384500.0,13.75,-134223,-28522,190120
2010-02-01,112000.0,114000.0,295416.0,13.81,-44541,37849,48776
2010-02-02,115000.0,111000.0,370969.0,13.45,-113456,87333,35539
2010-02-03,113000.0,111500.0,200067.0,13.51,1382,20615,-3425
2010-02-04,111500.0,111500.0,158698.0,13.51,341,-25746,26610
2010-02-05,108000.0,105500.0,293622.0,12.78,22884,-23000,2934
2010-02-08,107000.0,101500.0,201598.0,12.29,25393,-44861,19342
2010-02-09,102500.0,105000.0,224714.0,12.72,-35207,30684,27872
2010-02-10,107500.0,109000.0,215913.0,13.2,-42593,-41053,111666
2010-02-11,111500.0,115000.0,396642.0,13.93,-157955,-12534,208169
2010-02-12,114000.0,115000.0,245338.0,13.93,-45474,5926,42195
2010-02-16,114000.0,116000.0,150872.0,14.05,-54963,-14522,81372
2010-02-17,116500.0,119500.0,229728.0,14.48,-111927,5604,134135
2010-02-18,120000.0,120500.0,425309.0,14.6,-138025,-45388,206909
2010-02-19,118500.0,115000.0,177320.0,13.93,33876,-45400,15152
2010-02-22,118000.0,118000.0,148401.0,14.29,-25542,13208,35316
2010-02-23,119500.0,122000.0,255517.0,14.78,-59058,-21451,97921
2010-02-24,121500.0,119000.0,163727.0,14.41,34424,-30994,-2555
2010-02-25,119500.0,116500.0,90800.0,14.11,-4058,3664,8335
2010-02-26,117500.0,122500.0,646086.0,14.84,-49110,341120,-301583
2010-03-02,124500.0,127000.0,308295.0,15.38,-77965,22424,51683
2010-03-03,126000.0,129500.0,370600.0,15.69,-109096,66111,51713
2010-03-04,131000.0,129000.0,188952.0,15.63,-40130,-37675,86613
2010-03-05,128500.0,130000.0,107871.0,15.75,-20489,-10244,27613
2010-03-08,131000.0,132000.0,210905.0,15.99,-32556,46822,-25516
2010-03-09,131500.0,130500.0,231892.0,15.81,-12908,4750,14618
2010-03-10,130000.0,130000.0,173637.0,15.75,18381,-26660,15423
2010-03-11,131000.0,126500.0,226911.0,15.32,65276,13780,-73320
2010-03-12,126000.0,123000.0,341564.0,14.9,146469,-77906,-68845
2010-03-15,124000.0,125500.0,129689.0,15.2,-19312,18811,4054
2010-03-16,125500.0,124500.0,145318.0,15.08,-21604,21996,137
2010-03-17,127000.0,123000.0,361774.0,14.9,74403,61433,-135544
2010-03-18,123500.0,125000.0,283415.0,15.14,31041,40762,-67453
2010-03-19,125500.0,125000.0,128587.0,15.14,282,-30251,27414
2010-03-22,123500.0,125500.0,188823.0,15.2,-8534,-12203,27117
2010-03-23,127500.0,131000.0,452774.0,15.87,-120793,104965,25381
2010-03-24,132000.0,129000.0,309005.0,15.63,33715,-93667,52556
2010-03-25,127500.0,126500.0,438245.0,15.32,62318,-87459,49344
2010-03-26,126500.0,127500.0,239838.0,15.44,30139,-52762,32416
2010-03-29,124500.0,124500.0,196078.0,15.08,19291,-41724,6911
2010-03-30,123500.0,120000.0,788164.0,14.54,398701,-474251,88768
2010-03-31,121000.0,117000.0,427641.0,14.17,170748,-142253,-25186
2010-04-01,119000.0,119000.0,384119.0,14.41,58755,-56458,41514
2010-04-02,121000.0,121000.0,349594.0,14.66,-14227,-12757,69343
2010-04-05,121500.0,119000.0,245402.0,14.41,37176,-5869,-36440
2010-04-06,120000.0,118500.0,157250.0,14.35,45810,-23313,-19169
2010-04-07,117500.0,117000.0,462598.0,14.17,63447,-284427,230071
2010-04-08,118000.0,120000.0,314237.0,14.54,126,-30231,33947
2010-04-09,120500.0,118000.0,241334.0,14.29,69507,-52967,-14562
2010-04-12,118000.0,119000.0,350508.0,14.41,6450,-51034,62566
2010-04-13,119000.0,120000.0,200757.0,14.54,-9347,-23287,33983
2010-04-14,120000.0,118500.0,199790.0,14.35,12006,30770,-41383
2010-04-15,118500.0,117500.0,281600.0,14.23,85061,19081,-108640
2010-04-16,118000.0,124500.0,674301.0,15.08,-167005,44774,148508
2010-04-19,123000.0,120000.0,231180.0,14.54,31604,21250,-31290
2010-04-20,121500.0,118500.0,225274.0,14.35,13118,10185,-18770
2010-04-21,119500.0,119000.0,318402.0,14.41,82699,-8375,-79844
2010-04-22,120500.0,117000.0,438753.0,14.17,160449,-64119,-86155
2010-04-23,117000.0,114000.0,570083.0,13.81,108862,-179549,82013
2010-04-26,114500.0,113500.0,252029.0,13.75,13611,7596,-27372
2010-04-27,114500.0,115000.0,243537.0,13.93,16046,-87741,70981
2010-04-28,112000.0,111500.0,339543.0,13.51,38734,-33304,9593
2010-04-29,112500.0,106000.0,628110.0,12.84,117197,-30270,-90209
2010-04-30,108500.0,107500.0,581617.0,13.02,37688,-82016,36266
2010-05-03,107000.0,108500.0,383150.0,13.14,-74778,-85612,153433
2010-05-04,109000.0,108500.0,364334.0,13.14,11276,-56188,50366
2010-05-06,104500.0,101500.0,478321.0,12.29,149032,2316,-153644
2010-05-07,97100.0,98800.0,473458.0,11.97,29808,4061,-36467
2010-05-10,99500.0,102500.0,340890.0,12.42,59584,6102,-56194
2010-05-11,104000.0,104000.0,464790.0,12.6,-2560,48500,-44725
2010-05-12,103500.0,102000.0,294783.0,12.36,-32033,94656,-75775
2010-05-13,103000.0,104000.0,218321.0,12.6,-37833,-400,52802
2010-05-14,103000.0,104500.0,359677.0,12.66,20433,-29109,11875
2010-05-17,102500.0,102000.0,299416.0,12.36,-10595,35873,-26427
2010-05-18,102500.0,101000.0,178310.0,12.23,-36430,22479,5382
2010-05-19,100000.0,100000.0,177949.0,12.11,-7469,54080,-30204
2010-05-20,98500.0,97900.0,202042.0,11.86,-15887,63592,-50256
2010-05-24,97900.0,100500.0,187433.0,12.17,-25767,44184,-15373
2010-05-25,99600.0,102000.0,331569.0,12.36,-76646,82769,-4462
2010-05-26,102000.0,100000.0,176670.0,12.11,-4325,57690,-53576
2010-05-27,101000.0,101500.0,254226.0,12.29,7197,15651,-21295
2010-05-28,104000.0,103000.0,340176.0,12.48,-21627,17915,15129
2010-05-31,103000.0,106500.0,307455.0,12.9,-25981,13693,9033
2010-06-01,106500.0,108000.0,292358.0,13.08,-76650,-5225,71310
2010-06-03,107000.0,108500.0,123200.0,13.14,-27691,18866,7683
2010-06-04,107500.0,109000.0,182698.0,13.2,-43752,-5334,51858
2010-06-07,105500.0,108500.0,135899.0,13.14,-40993,8385,31461
2010-06-08,109500.0,110000.0,169796.0,13.32,-48273,18584,23341
2010-06-09,112000.0,110500.0,217206.0,13.38,-54254,-21380,82954
2010-06-10,109500.0,109000.0,325471.0,13.2,-7581,113104,-104925
2010-06-11,110000.0,109500.0,264645.0,13.26,-61517,121641,-54628
2010-06-14,110000.0,111000.0,263125.0,13.45,-38072,23740,2328
2010-06-15,110500.0,111000.0,162422.0,13.45,-37828,21403,-961
2010-06-16,112000.0,112500.0,93870.0,13.63,-45397,7591,40294
2010-06-17,112500.0,113000.0,132339.0,13.69,-21246,7272,17575
2010-06-18,115000.0,115000.0,255023.0,13.93,-43656,-876,46217
2010-06-21,115000.0,118500.0,201430.0,14.35,-91557,14518,75649
2010-06-22,118000.0,114500.0,261824.0,13.87,25135,35614,-61965
2010-06-23,114000.0,115500.0,105830.0,13.99,-33899,20040,15970
2010-06-24,114000.0,117500.0,101653.0,14.23,-38058,24233,18282
2010-06-25,116000.0,114500.0,147760.0,13.87,19472,12980,-27844
2010-06-28,114000.0,113000.0,103181.0,13.69,3859,5603,-9256
2010-06-29,113000.0,113000.0,169738.0,13.69,-44786,-4585,45111
2010-06-30,110000.0,114500.0,240202.0,13.87,-31729,41465,-11111
2010-07-01,113500.0,112500.0,96301.0,13.63,2424,-15556,28353
2010-07-02,114000.0,111500.0,87811.0,13.51,-25543,35577,-7542
2010-07-05,111500.0,111500.0,73889.0,13.51,-15169,7026,10203
2010-07-06,111500.0,110500.0,105724.0,13.38,8835,15629,-27133
2010-07-07,111000.0,109000.0,102301.0,13.2,-1060,-11315,11066
2010-07-08,110000.0,112000.0,139815.0,13.57,-14400,5132,2194
2010-07-09,112000.0,112500.0,99975.0,13.63,10881,4219,-18854
2010-07-12,111500.0,112500.0,147905.0,13.63,-33778,25750,5803
2010-07-13,114500.0,119000.0,492065.0,14.41,-97156,-16255,103187
2010-07-14,118500.0,118000.0,193917.0,14.29,-52690,11861,40746
2010-07-15,117500.0,117000.0,311800.0,14.17,25496,67374,-94282
2010-07-16,117000.0,117000.0,160693.0,14.17,-4721,6623,-201
2010-07-19,115000.0,120000.0,170356.0,14.54,-38344,180,31356
2010-07-20,120500.0,124000.0,772730.0,15.02,-251096,225581,26948
2010-07-21,124000.0,123500.0,230918.0,14.96,-24160,-30561,45427
2010-07-22,123000.0,123500.0,267255.0,14.96,-9206,-41870,23167
2010-07-23,124500.0,123000.0,236362.0,14.9,-33342,10002,7341
2010-07-26,124000.0,124000.0,148004.0,15.02,-34012,-19877,40239
2010-07-27,124000.0,123500.0,138463.0,14.96,-35730,9772,7227
2010-07-28,123500.0,123500.0,94078.0,14.96,-14756,-16417,4476
2010-07-29,124000.0,125500.0,132280.0,15.2,-70279,11366,39342
2010-07-30,125500.0,123500.0,178704.0,14.96,-44850,9616,4390
2010-08-02,124000.0,123500.0,128371.0,14.96,-23294,-16646,10457
2010-08-03,124000.0,124000.0,108181.0,15.02,-15375,-39203,34817
2010-08-04,126500.0,130000.0,427608.0,15.75,-97966,-49977,131297
2010-08-05,131500.0,129500.0,288613.0,15.69,-57120,-41471,76754
2010-08-06,129000.0,125000.0,175903.0,15.14,-14903,-20440,17537
2010-08-09,126000.0,128500.0,152204.0,15.57,-28841,-6241,16996
2010-08-10,128500.0,127500.0,321206.0,15.44,-230,-45280,17537
2010-08-11,126000.0,129000.0,150941.0,15.63,-54751,427,41433
2010-08-12,126500.0,126500.0,154751.0,15.32,-32360,-8097,20653
2010-08-13,127000.0,129000.0,203962.0,15.63,-20836,-5901,1180
2010-08-16,129000.0,126500.0,153482.0,15.32,18573,-4135,-33327
2010-08-17,126500.0,127000.0,128746.0,15.38,-16896,-1845,-3251
2010-08-18,127000.0,127000.0,131371.0,15.38,-11097,29832,-43560
2010-08-19,127000.0,126500.0,178542.0,15.32,2220,11738,-45049
2010-08-20,125000.0,129000.0,188298.0,15.63,-38913,66174,-54216
2010-08-23,129500.0,130000.0,123221.0,15.75,-46087,14519,14807
2010-08-24,131000.0,135000.0,313846.0,16.35,-96811,12644,88413
2010-08-25,133500.0,133000.0,142283.0,16.11,-33472,3594,-732
2010-08-26,134500.0,132000.0,178517.0,15.99,-53757,25416,2369
2010-08-27,131000.0,130500.0,137002.0,15.81,811,3447,-21627
2010-08-30,132000.0,137000.0,228645.0,16.59,-105015,70900,20623
2010-08-31,135500.0,132000.0,331836.0,15.99,47189,-35738,-42591
