Symbol,경방_시가(원),경방_종가(원),경방_거래량(주),경방_PER(IFRS-연결),경방_순매수수량(개인)(주),경방_순매수수량(기관계)(주),경방_순매수수량(외국인계)(주)
2014-06-05,120500.0,117000.0,712.0,21.98,-407,53,354
2014-06-09,119000.0,116500.0,1480.0,21.89,162,-181,29
2014-06-10,117500.0,119500.0,2251.0,22.45,-370,615,15
2014-06-11,119500.0,120000.0,2310.0,22.55,-914,1031,-17
2014-06-12,119000.0,120000.0,1362.0,22.55,-71,143,28
2014-06-13,119000.0,120000.0,965.0,22.55,-62,172,-10
2014-06-16,118000.0,120000.0,799.0,22.55,-76,149,27
2014-06-17,119500.0,120500.0,915.0,22.64,-111,228,-17
2014-06-18,120000.0,118000.0,1409.0,22.17,610,-175,-335
2014-06-19,118000.0,118000.0,1563.0,22.17,-320,450,80
2014-06-20,118500.0,118500.0,1605.0,22.26,30,69,1
2014-06-23,117500.0,118500.0,1053.0,22.26,-278,342,36
2014-06-24,119000.0,115500.0,2489.0,21.7,-13,219,4
2014-06-25,116500.0,114500.0,1893.0,21.51,-110,221,-11
2014-06-26,115000.0,114500.0,867.0,21.51,126,-1,18
2014-06-27,114500.0,113500.0,1152.0,21.33,565,-209,235
2014-06-30,114000.0,115500.0,963.0,21.7,-653,346,407
2014-07-01,115500.0,115500.0,595.0,21.7,57,-181,124
2014-07-02,114500.0,116000.0,1684.0,21.8,-440,-77,644
2014-07-03,115000.0,117500.0,990.0,22.08,-216,-55,371
2014-07-04,116500.0,117500.0,580.0,22.08,51,-182,231
2014-07-07,117500.0,118500.0,1420.0,22.26,-540,343,297
2014-07-08,118000.0,125000.0,3212.0,23.49,-1253,754,372
2014-07-09,125000.0,122000.0,2942.0,22.92,1534,348,-911
2014-07-10,122500.0,122500.0,1886.0,23.02,238,-204,-34
2014-07-11,122500.0,120500.0,1854.0,22.64,771,-750,-81
2014-07-14,122000.0,119500.0,724.0,22.45,-111,178,-7
2014-07-15,119500.0,121000.0,2981.0,22.73,-1574,169,405
2014-07-16,121000.0,119500.0,784.0,22.45,-110,-125,35
2014-07-17,118500.0,121000.0,3391.0,22.73,-884,-1195,91
2014-07-18,121500.0,117500.0,2657.0,22.08,921,-1093,-28
2014-07-21,118000.0,123000.0,3473.0,23.11,-485,228,57
2014-07-22,121000.0,127500.0,4663.0,23.96,-2014,798,34
2014-07-23,127000.0,131000.0,3512.0,24.61,-1166,47,-81
2014-07-24,132500.0,129500.0,2154.0,24.33,-173,144,-171
2014-07-25,129500.0,130000.0,1582.0,24.43,-525,690,-85
2014-07-28,132000.0,129000.0,1721.0,24.24,-1446,1346,-100
2014-07-29,131000.0,127500.0,1364.0,23.96,-103,87,-184
2014-07-30,128000.0,124500.0,4239.0,23.39,-1520,289,221
2014-07-31,125500.0,124000.0,2501.0,23.3,-961,429,532
2014-08-01,124500.0,124000.0,1105.0,23.3,-524,429,95
2014-08-04,124500.0,132000.0,5303.0,24.8,-275,-1114,89
2014-08-05,132000.0,147000.0,24541.0,27.62,-1309,-3182,-422
2014-08-06,150000.0,142500.0,11946.0,26.77,611,-1787,1176
2014-08-07,145500.0,146000.0,18305.0,27.43,7517,-12333,-35
2014-08-08,146000.0,153000.0,10319.0,28.75,-1974,500,-761
2014-08-11,153000.0,162500.0,13401.0,30.53,-2490,-1081,2040
2014-08-12,162500.0,164000.0,7956.0,30.81,-268,-417,377
2014-08-13,164000.0,166500.0,10700.0,31.28,-176,800,-105
2014-08-14,165500.0,166000.0,1128.0,31.19,-75,39,36
2014-08-18,166000.0,159000.0,7593.0,29.87,-572,-25,-1864
2014-08-19,158000.0,157000.0,2607.0,29.5,-923,-11,809
2014-08-20,156000.0,158000.0,3821.0,29.69,-1384,-230,974
2014-08-21,156000.0,153500.0,5208.0,28.84,-719,-3,691
2014-08-22,158000.0,155000.0,11289.0,29.12,-449,2092,40
2014-08-25,156500.0,177000.0,26531.0,33.26,890,2484,-1074
2014-08-26,177500.0,175500.0,4431.0,32.97,-252,871,-659
2014-08-27,174000.0,175500.0,4409.0,32.97,-876,1743,170
2014-08-28,176500.0,182000.0,20804.0,34.2,307,1040,106
2014-08-29,184000.0,179000.0,13873.0,33.63,-2766,905,-374
2014-09-01,179000.0,180000.0,7320.0,33.82,-1767,568,-240
2014-09-02,180000.0,180000.0,2772.0,33.82,-1456,1166,-81
2014-09-03,183000.0,180000.0,2626.0,33.82,-904,95,-76
2014-09-04,182000.0,177000.0,3766.0,33.26,-1000,1476,112
2014-09-05,178500.0,182500.0,4917.0,34.29,-4005,-244,509
2014-09-11,180000.0,183500.0,1886.0,34.48,-601,959,-188
2014-09-12,183500.0,185500.0,6603.0,34.85,-2465,-89,-304
2014-09-15,185000.0,188000.0,8355.0,35.32,-715,193,-81
2014-09-16,188500.0,184000.0,5395.0,34.57,-1064,-797,-282
2014-09-17,184000.0,180000.0,6236.0,33.82,-77,-2325,-98
2014-09-18,180000.0,178000.0,10239.0,33.44,-1091,1132,319
2014-09-19,179500.0,179000.0,2539.0,33.63,89,-583,454
2014-09-22,178500.0,173000.0,5524.0,32.5,-1336,734,241
2014-09-23,175000.0,171000.0,8054.0,32.13,1324,-6168,157
2014-09-24,170000.0,169500.0,8358.0,31.85,-412,65,282
2014-09-25,168000.0,172000.0,4334.0,32.32,-1332,-2000,632
2014-09-26,169500.0,173500.0,8394.0,32.6,-6058,5293,765
2014-09-29,172000.0,169500.0,2182.0,31.85,323,0,-323
2014-09-30,168500.0,165500.0,5284.0,31.1,-112,-2360,474
2014-10-01,167000.0,164500.0,5320.0,30.91,1726,-1947,116
2014-10-02,162500.0,169000.0,1878.0,31.75,-111,213,-96
2014-10-06,167500.0,164000.0,3716.0,30.81,-1399,261,277
2014-10-07,162500.0,165000.0,4006.0,31.0,206,-1973,689
2014-10-08,164000.0,165000.0,4948.0,31.0,1685,-2388,603
2014-10-10,162500.0,162000.0,1160.0,30.44,541,-443,-97
2014-10-13,162000.0,161500.0,1755.0,30.34,75,-456,381
2014-10-14,162000.0,162500.0,1652.0,30.53,355,-786,431
2014-10-15,162500.0,165500.0,1371.0,31.1,-421,167,231
2014-10-16,165500.0,165500.0,1732.0,31.1,-570,18,552
2014-10-17,167000.0,168500.0,2793.0,31.66,-1883,184,1699
2014-10-20,171500.0,182000.0,12119.0,34.2,-4992,3466,-441
2014-10-21,180500.0,187500.0,9594.0,35.23,-5854,7507,72
2014-10-22,184000.0,197000.0,10713.0,37.01,47,2448,429
2014-10-23,197000.0,193500.0,2616.0,36.36,461,-520,-48
2014-10-24,194500.0,190000.0,3100.0,35.7,-1395,1978,-113
2014-10-27,188000.0,189500.0,1872.0,35.6,21,-462,559
2014-10-28,186000.0,190000.0,1704.0,35.7,-620,1200,-60
2014-10-29,190500.0,192000.0,4132.0,36.07,-770,2790,-721
2014-10-30,190500.0,192000.0,1886.0,36.07,-874,988,-114
2014-10-31,191000.0,191000.0,1720.0,35.89,-527,784,-57
2014-11-03,187500.0,189500.0,2291.0,35.6,-1399,1112,45
2014-11-04,189500.0,188500.0,3013.0,35.42,-1367,1157,-111
2014-11-05,188000.0,191000.0,3968.0,35.89,-1115,422,124
2014-11-06,195000.0,190500.0,5346.0,35.79,-979,1685,-26
2014-11-07,189000.0,186500.0,687.0,35.04,121,-91,-30
2014-11-10,186500.0,183000.0,742.0,34.38,-125,0,27
2014-11-11,181000.0,192000.0,3731.0,36.07,-2467,2535,320
2014-11-12,194000.0,189000.0,975.0,35.51,150,-70,-116
2014-11-13,189000.0,188000.0,1987.0,35.32,-425,800,-604
2014-11-14,192000.0,186000.0,170.0,34.95,-2,-10,12
2014-11-17,186000.0,193500.0,2522.0,36.36,-1754,909,-163
2014-11-18,191500.0,188500.0,2115.0,35.42,-58,11,-700
2014-11-19,193000.0,186000.0,4830.0,34.95,-1972,628,344
2014-11-20,183500.0,183000.0,1567.0,34.38,460,-443,-17
2014-11-21,182500.0,184000.0,2751.0,34.57,199,-56,29
2014-11-24,184000.0,181000.0,7126.0,34.01,2541,-900,-1841
2014-11-25,181000.0,177000.0,2935.0,33.26,1401,-713,-688
2014-11-26,175000.0,181500.0,1694.0,34.1,744,0,-744
2014-11-27,179000.0,184500.0,7406.0,34.67,-1890,543,-290
2014-11-28,182500.0,189000.0,2937.0,35.51,-1612,1857,-245
2014-12-01,186000.0,188000.0,4484.0,35.32,-620,626,-23
2014-12-02,186500.0,190000.0,4554.0,35.7,-1521,1815,-294
2014-12-03,190500.0,196000.0,15379.0,36.83,-2923,2798,235
2014-12-04,198000.0,195000.0,2400.0,36.64,3,-96,143
2014-12-05,193500.0,194500.0,3039.0,36.54,-144,616,-42
2014-12-08,192000.0,191000.0,3400.0,35.89,-822,-418,-21
2014-12-09,189500.0,187000.0,1009.0,35.14,381,-135,-246
2014-12-10,185500.0,184500.0,2118.0,34.67,-962,1124,-162
2014-12-11,186500.0,184000.0,757.0,34.57,-96,172,-76
2014-12-12,182500.0,184000.0,3244.0,34.57,-573,1092,-519
2014-12-15,180000.0,187000.0,1907.0,35.14,-418,287,-81
2014-12-16,185000.0,187000.0,1267.0,35.14,-455,99,-144
2014-12-17,185000.0,190000.0,4957.0,35.7,-2432,2749,-358
2014-12-18,186500.0,183500.0,5880.0,34.48,-762,736,-474
2014-12-19,184500.0,179000.0,4837.0,33.63,117,-301,-80
2014-12-22,180500.0,186000.0,2968.0,34.95,228,-113,-115
2014-12-23,184000.0,181500.0,2771.0,34.1,-972,617,261
2014-12-24,181000.0,179000.0,2302.0,33.63,-27,-69,96
2014-12-26,180500.0,177000.0,8464.0,33.26,-3137,1091,46
2014-12-29,175000.0,182000.0,3789.0,34.2,-68,1,-72
2014-12-30,182000.0,182000.0,2290.0,34.2,515,-24,-356
2015-01-02,183000.0,187500.0,2755.0,44.75,254,-163,-91
2015-01-05,187500.0,185500.0,926.0,44.27,-41,50,-14
2015-01-06,187000.0,180000.0,1937.0,42.96,563,-351,-232
2015-01-07,182000.0,175500.0,1457.0,41.88,-189,253,-64
2015-01-08,175500.0,176500.0,971.0,42.12,-63,0,53
2015-01-09,175500.0,169500.0,7678.0,40.45,-792,211,611
2015-01-12,171000.0,165500.0,2208.0,39.5,313,-411,128
2015-01-13,167500.0,170000.0,3350.0,40.57,-224,661,-437
2015-01-14,170000.0,169500.0,2038.0,40.45,116,0,-336
2015-01-15,169000.0,170500.0,1570.0,40.69,87,177,-284
2015-01-16,169500.0,171000.0,2114.0,40.81,976,-826,-350
2015-01-19,171000.0,169000.0,302.0,40.33,132,-13,-119
2015-01-20,169500.0,166500.0,907.0,39.73,579,-405,-174
2015-01-21,167500.0,169000.0,991.0,40.33,-464,424,40
2015-01-22,172000.0,174000.0,4397.0,41.52,-1134,-76,341
2015-01-23,176500.0,176000.0,784.0,42.0,122,-66,-56
2015-01-26,178500.0,173500.0,1013.0,41.4,286,-636,350
2015-01-27,173500.0,172500.0,1350.0,41.17,100,-213,113
2015-01-28,172500.0,173000.0,2553.0,41.28,1008,-1487,179
2015-01-29,176500.0,174000.0,526.0,41.52,-265,300,-35
2015-01-30,174000.0,167000.0,6782.0,39.85,2362,-2897,645
2015-02-02,166000.0,157000.0,7457.0,37.47,4092,-4058,-34
2015-02-03,158500.0,165000.0,8233.0,39.38,3144,-3137,-61
2015-02-04,166000.0,171500.0,8227.0,40.93,-5216,3867,349
2015-02-05,174000.0,173000.0,3299.0,41.28,-1250,1298,-48
2015-02-06,171500.0,173500.0,2118.0,41.4,-1477,1425,52
2015-02-09,172500.0,173000.0,2541.0,41.28,-1419,1689,-48
2015-02-10,172000.0,173000.0,2096.0,41.28,-1330,1337,-7
2015-02-11,174000.0,172000.0,2623.0,41.05,-1208,1118,90
2015-02-12,173000.0,174500.0,2646.0,41.64,-1819,1495,324
2015-02-13,176500.0,176000.0,2106.0,42.0,-1793,1612,181
2015-02-16,176500.0,174000.0,1827.0,41.52,-783,788,-5
2015-02-17,172500.0,170500.0,1314.0,40.69,-36,-75,111
2015-02-23,173000.0,174000.0,3025.0,41.52,-1807,-218,357
2015-02-24,176500.0,174000.0,1064.0,41.52,-34,-88,122
2015-02-25,173500.0,176000.0,1435.0,42.0,191,-15,-81
2015-02-26,175000.0,170000.0,1191.0,40.57,272,-174,-98
2015-02-27,170500.0,171000.0,1573.0,40.81,-924,898,26
2015-03-02,171000.0,168000.0,676.0,40.09,422,-480,18
2015-03-03,169500.0,167500.0,733.0,39.97,443,-215,-228
2015-03-04,168500.0,175000.0,3142.0,41.76,-2040,2126,-86
2015-03-05,174500.0,170500.0,730.0,40.69,100,-3,-97
2015-03-06,171000.0,167500.0,802.0,39.97,516,-500,-16
2015-03-09,169000.0,167000.0,3254.0,39.85,-425,1118,107
2015-03-10,169000.0,167500.0,2749.0,39.97,-798,668,130
2015-03-11,167500.0,167000.0,4357.0,39.85,-90,21,69
2015-03-12,167000.0,161000.0,6332.0,38.42,3684,782,34
2015-03-13,163000.0,171000.0,5960.0,40.81,-275,988,-96
2015-03-16,171000.0,173500.0,827.0,41.4,-481,495,-14
2015-03-17,175000.0,175000.0,2209.0,41.76,-152,-8,160
2015-03-18,175000.0,171000.0,1561.0,40.81,-16,119,-103
2015-03-19,173500.0,175500.0,2145.0,41.88,-1404,491,-70
2015-03-20,177500.0,188000.0,6452.0,44.86,852,1070,-322
2015-03-23,187000.0,190000.0,1100.0,45.34,-90,557,69
2015-03-24,189500.0,192500.0,1655.0,45.94,138,-178,215
2015-03-25,198500.0,200500.0,2325.0,47.85,-830,888,19
2015-03-26,200500.0,187500.0,6533.0,44.75,520,1263,277
2015-03-27,187500.0,189500.0,2745.0,45.22,84,143,273
2015-03-30,191500.0,194000.0,911.0,46.3,-450,448,2
2015-03-31,200000.0,194000.0,2458.0,46.3,1480,-694,214
2015-04-01,198000.0,200000.0,2625.0,47.73,-1650,585,314
2015-04-02,200000.0,203500.0,2964.0,48.56,-566,1119,394
2015-04-03,204500.0,205000.0,1616.0,48.92,-423,441,311
2015-04-06,207000.0,207500.0,2520.0,49.52,-324,-47,681
2015-04-07,209500.0,210500.0,4064.0,50.23,-1249,1856,680
2015-04-08,213500.0,212000.0,4548.0,50.59,-161,149,1062
2015-04-09,210500.0,213000.0,3087.0,50.83,-946,251,955
2015-04-10,213500.0,215000.0,3737.0,51.31,-1132,542,933
2015-04-13,215000.0,212500.0,8908.0,50.71,1352,-1480,1228
2015-04-14,211000.0,229500.0,11487.0,54.77,2175,-1142,15
2015-04-15,235000.0,240500.0,4768.0,57.39,-185,306,404
2015-04-16,238000.0,241500.0,3636.0,57.63,316,-624,469
2015-04-17,245500.0,246500.0,4532.0,58.82,-282,-785,1067
2015-04-20,241500.0,248500.0,2110.0,59.3,139,293,-432
2015-04-21,249000.0,263500.0,5560.0,62.88,-323,-670,1014
2015-04-22,262500.0,250500.0,3697.0,59.78,1513,-1669,-165
2015-04-23,249000.0,251000.0,2529.0,59.9,-732,451,281
2015-04-24,252000.0,252500.0,605.0,60.26,-318,311,-48
2015-04-27,248000.0,242500.0,2257.0,57.87,699,-1116,388
2015-04-28,240000.0,243000.0,1880.0,57.99,-236,-743,448
2015-04-29,246000.0,245000.0,820.0,58.47,-135,104,31
2015-04-30,247500.0,262000.0,2800.0,62.52,-868,1214,-507
2015-05-04,259500.0,246000.0,2517.0,58.71,760,-865,105
2015-05-06,242500.0,254000.0,3494.0,60.61,228,-529,138
2015-05-07,254000.0,256000.0,2320.0,61.09,113,-179,389
2015-05-08,256000.0,259500.0,3332.0,61.93,-674,887,452
2015-05-11,259000.0,253500.0,3295.0,60.5,930,-1170,533
2015-05-12,254000.0,239000.0,4291.0,57.04,181,-496,692
2015-05-13,237000.0,237500.0,4224.0,56.68,597,53,735
2015-05-14,239000.0,239000.0,1915.0,57.04,-333,767,-34
2015-05-15,240000.0,230500.0,3083.0,55.01,58,121,428
2015-05-18,230500.0,229000.0,2705.0,54.65,-108,-500,1027
2015-05-19,229500.0,236500.0,3760.0,56.44,-873,212,1061
2015-05-20,238000.0,227000.0,5815.0,54.17,-151,-116,2411
2015-05-21,228500.0,228500.0,7652.0,54.53,-367,-1569,1881
2015-05-22,232000.0,227000.0,7945.0,54.17,590,-1765,1323
2015-05-26,232500.0,218000.0,3410.0,52.02,-400,-645,680
2015-05-27,219500.0,218500.0,3891.0,52.14,-1389,186,1084
2015-05-28,219000.0,233000.0,9175.0,55.6,-3882,3320,1435
2015-05-29,236000.0,243000.0,5193.0,57.99,-1234,-51,1285
2015-06-01,246500.0,245000.0,3679.0,58.47,-2488,1739,749
2015-06-02,256000.0,234000.0,4991.0,55.84,-1829,231,1639
2015-06-03,242000.0,237500.0,6384.0,56.68,-3330,2362,1338
2015-06-04,241000.0,229000.0,3826.0,54.65,133,-148,254
2015-06-05,226000.0,229500.0,3031.0,54.77,-484,59,1146
2015-06-08,237000.0,230500.0,3536.0,55.01,190,494,-354
2015-06-09,239500.0,246000.0,8207.0,58.71,-2640,1737,1203
2015-06-10,249500.0,247000.0,7906.0,58.94,-993,3552,-2259
2015-06-11,247000.0,233000.0,20678.0,55.6,-1988,14906,-12038
2015-06-12,233000.0,225000.0,11057.0,53.69,1234,436,-1370
2015-06-15,224000.0,214000.0,11674.0,51.07,861,1877,-2238
2015-06-16,218000.0,222500.0,6001.0,53.1,-580,2625,-1545
2015-06-17,222500.0,231500.0,9012.0,55.25,834,-766,245
2015-06-18,240500.0,241000.0,6805.0,57.51,772,131,434
2015-06-19,237500.0,245500.0,3509.0,58.59,-939,103,836
2015-06-22,240500.0,250500.0,4172.0,59.78,-1535,282,1778
2015-06-23,246500.0,252500.0,4781.0,60.26,-502,88,2703
2015-06-24,251000.0,242500.0,2052.0,57.87,188,-131,443
2015-06-25,242000.0,249000.0,5124.0,59.42,-1901,2721,242
2015-06-26,252500.0,246500.0,476.0,58.82,10,169,-179
2015-06-29,246500.0,250000.0,4981.0,59.66,-2149,-285,2634
2015-06-30,249000.0,248000.0,3660.0,59.18,-603,1072,-159
2015-07-01,245000.0,238500.0,4415.0,56.92,1863,-533,913
2015-07-02,238500.0,239000.0,11072.0,57.04,-1896,-438,5298
2015-07-03,240500.0,238000.0,1635.0,56.8,-622,-509,1131
2015-07-06,231500.0,234500.0,2078.0,55.96,-37,539,-512
2015-07-07,233000.0,243000.0,2677.0,57.99,-175,739,-584
2015-07-08,250000.0,246500.0,3857.0,58.82,-40,-375,379
2015-07-09,248500.0,243000.0,3389.0,57.99,410,169,-232
2015-07-10,245000.0,251000.0,2510.0,59.9,-759,-197,1156
2015-07-13,248000.0,248500.0,1481.0,59.3,469,-274,-206
2015-07-14,243000.0,249000.0,2648.0,59.42,-566,222,425
2015-07-15,248500.0,249500.0,2762.0,59.54,-595,709,199
2015-07-16,247000.0,239500.0,1543.0,57.15,842,-900,41
2015-07-17,239500.0,237500.0,1216.0,56.68,164,-394,219
2015-07-20,240000.0,244000.0,1097.0,58.23,-96,112,232
2015-07-21,246000.0,247000.0,3204.0,58.94,-1084,483,1083
2015-07-22,243000.0,245500.0,3460.0,58.59,301,1094,-1219
2015-07-23,245500.0,244500.0,1557.0,58.35,-264,356,112
2015-07-24,246000.0,241000.0,964.0,57.51,516,-338,-193
2015-07-27,238000.0,235000.0,2937.0,56.08,667,-525,-155
2015-07-28,237500.0,247000.0,2236.0,58.94,-510,891,-497
2015-07-29,243000.0,247000.0,3216.0,58.94,-1041,1470,-421
2015-07-30,248500.0,244500.0,1207.0,58.35,-71,309,-39
2015-07-31,243000.0,240500.0,1371.0,57.39,-248,279,169
2015-08-03,241500.0,249500.0,2482.0,59.54,-964,964,211
2015-08-04,250000.0,237500.0,1678.0,56.68,798,-70,-542
2015-08-05,236500.0,239000.0,1744.0,57.04,-167,342,13
2015-08-06,240000.0,244000.0,770.0,58.23,-281,120,351
2015-08-07,245500.0,241000.0,1103.0,57.51,135,-50,103
2015-08-10,246000.0,239500.0,1318.0,57.15,48,271,-133
2015-08-11,241500.0,239500.0,1351.0,57.15,814,270,-900
2015-08-12,241000.0,237500.0,4342.0,56.68,813,-796,115
2015-08-13,240000.0,238500.0,2932.0,56.92,1090,711,-88
2015-08-17,241000.0,236000.0,557.0,56.32,-47,307,-110
2015-08-18,237500.0,239000.0,2955.0,57.04,-309,594,274
2015-08-19,235000.0,234000.0,3497.0,55.84,-150,-407,488
2015-08-20,231500.0,227500.0,1315.0,54.29,723,-449,-274
2015-08-21,231000.0,229000.0,1822.0,54.65,-829,1181,-264
2015-08-24,237000.0,230000.0,2110.0,54.89,71,498,-569
2015-08-25,230500.0,212500.0,6159.0,50.71,2966,-322,-1977
2015-08-26,211500.0,208000.0,4651.0,49.64,1159,-509,-224
2015-08-27,206500.0,211000.0,3163.0,50.35,-222,-27,249
2015-08-28,209000.0,208500.0,2505.0,49.76,408,-135,-561
2015-08-31,208000.0,209500.0,1919.0,50.0,-68,-39,-39
2015-09-01,208000.0,198500.0,1830.0,47.37,463,-711,248
2015-09-02,200000.0,203000.0,3186.0,48.44,-1796,306,1490
2015-09-03,200500.0,205000.0,2184.0,48.92,-234,-505,745
2015-09-04,201000.0,204000.0,1765.0,48.68,-139,640,-78
2015-09-07,200500.0,196500.0,1825.0,46.89,-391,-171,562
2015-09-08,200000.0,204500.0,1410.0,48.8,-221,-425,696
2015-09-09,205000.0,205500.0,3894.0,49.04,-893,362,531
2015-09-10,208500.0,227000.0,2394.0,54.17,-1084,1262,-128
2015-09-11,217500.0,222000.0,3342.0,52.98,-615,1145,-472
2015-09-14,222000.0,206500.0,1644.0,49.28,595,-550,93
2015-09-15,210000.0,206000.0,654.0,49.16,204,-353,249
2015-09-16,210000.0,209500.0,1930.0,50.0,-258,-371,729
2015-09-17,214500.0,218000.0,1310.0,52.02,-262,77,325
2015-09-18,218500.0,219000.0,1707.0,52.26,-60,6,154
2015-09-21,218000.0,220000.0,1572.0,52.5,-68,423,-255
2015-09-22,222000.0,217000.0,493.0,51.79,187,-38,-49
2015-09-23,212500.0,219000.0,1389.0,52.26,-211,444,-133
2015-09-24,219000.0,218000.0,337.0,52.02,22,70,8
2015-09-25,219500.0,214500.0,608.0,51.19,-198,257,41
2015-09-30,212000.0,208000.0,1385.0,49.64,-53,-242,395
2015-10-01,206000.0,208000.0,1362.0,49.64,72,-355,383
2015-10-02,211500.0,208500.0,422.0,49.76,40,-84,144
2015-10-05,209000.0,209500.0,477.0,50.0,-55,-29,184
2015-10-06,213000.0,218000.0,2576.0,52.02,284,-95,-89
2015-10-07,215500.0,215000.0,1918.0,51.31,122,462,-484
2015-10-08,211500.0,210500.0,2966.0,50.23,1076,-1378,402
2015-10-12,207000.0,207000.0,2101.0,49.4,356,-692,436
2015-10-13,203500.0,197000.0,4403.0,47.01,2061,-2573,635
2015-10-14,198500.0,199000.0,1193.0,47.49,-384,101,383
2015-10-15,203000.0,203500.0,836.0,48.56,-39,-125,246
2015-10-16,200500.0,199500.0,1844.0,47.61,346,-1012,666
2015-10-19,203000.0,201500.0,1552.0,48.09,29,-403,374
2015-10-20,203500.0,201500.0,1455.0,48.09,394,-395,1
2015-10-21,201500.0,196500.0,877.0,46.89,120,-216,96
2015-10-22,194500.0,200000.0,994.0,47.73,-254,368,-114
2015-10-23,200500.0,198000.0,927.0,47.25,-174,-96,270
2015-10-26,201500.0,200000.0,726.0,47.73,-92,15,77
2015-10-27,202000.0,196000.0,951.0,46.77,278,-159,-19
2015-10-28,196000.0,193500.0,716.0,46.18,160,-292,132
2015-10-29,190500.0,194500.0,799.0,46.42,-126,-261,387
2015-10-30,195500.0,192000.0,988.0,45.82,2,-290,288
2015-11-02,192000.0,184000.0,1761.0,43.91,998,-1011,13
2015-11-03,183500.0,185500.0,1412.0,44.27,-437,95,342
2015-11-04,187500.0,187000.0,2289.0,44.63,479,-1193,411
2015-11-05,185500.0,180000.0,1522.0,42.96,938,-1082,144
2015-11-06,179500.0,178500.0,1401.0,42.6,267,-652,385
2015-11-09,178500.0,173000.0,1761.0,41.28,543,-932,389
2015-11-10,171500.0,178000.0,3177.0,42.48,-483,-770,853
2015-11-11,172000.0,184500.0,3592.0,44.03,-2185,1851,334
2015-11-12,184500.0,185000.0,262.0,44.15,-13,45,-32
2015-11-13,180500.0,183500.0,3049.0,43.79,-129,582,602
2015-11-16,180000.0,176500.0,1559.0,42.12,313,-867,554
2015-11-17,176500.0,180000.0,2509.0,42.96,545,-222,528
2015-11-18,180500.0,177500.0,2369.0,42.36,-372,212,46
2015-11-19,183000.0,183500.0,2660.0,43.79,818,16,127
2015-11-20,185500.0,184500.0,3073.0,44.03,1213,-823,884
2015-11-23,184500.0,188000.0,2490.0,44.86,-45,-406,742
2015-11-24,189500.0,195500.0,1493.0,46.65,-574,561,13
2015-11-25,190500.0,193500.0,1030.0,46.18,31,-136,-117
2015-11-26,192000.0,194500.0,492.0,46.42,-250,311,-61
2015-11-27,190000.0,193500.0,671.0,46.18,247,-123,-124
2015-11-30,190000.0,189500.0,1692.0,45.22,-126,-257,173
2015-12-01,189000.0,183500.0,1551.0,43.79,241,-522,281
2015-12-02,181500.0,184000.0,1428.0,43.91,-265,-455,720
2015-12-03,183000.0,181000.0,518.0,43.19,139,-70,-69
2015-12-04,180000.0,178000.0,773.0,42.48,179,-35,-144
2015-12-07,178000.0,176000.0,751.0,42.0,489,-105,-384
2015-12-08,175000.0,173000.0,1461.0,41.28,187,-76,-111
2015-12-09,173000.0,171500.0,744.0,40.93,139,-52,-237
2015-12-10,176500.0,171000.0,1940.0,40.81,-271,425,-159
2015-12-11,169000.0,167000.0,7171.0,39.85,3816,-327,-479
2015-12-14,167000.0,167000.0,2680.0,39.85,618,-213,-445
2015-12-15,167000.0,168000.0,2648.0,40.09,1130,-171,-329
2015-12-16,166500.0,174000.0,1170.0,41.52,-178,430,-102
2015-12-17,177000.0,179000.0,840.0,42.72,-266,-2,-139
2015-12-18,179000.0,180500.0,1252.0,43.07,-150,469,-319
2015-12-21,189500.0,188000.0,1636.0,44.86,-716,828,-112
2015-12-22,184500.0,187500.0,1914.0,44.75,-676,984,-208
2015-12-23,188000.0,192500.0,1401.0,45.94,-655,559,96
2015-12-24,194500.0,190000.0,1376.0,45.34,-699,303,396
2015-12-28,190000.0,187500.0,2752.0,44.75,-1064,240,569
2015-12-29,185000.0,188000.0,1410.0,44.86,578,-665,87
2015-12-30,185500.0,192500.0,1201.0,45.94,530,-452,-75
2016-01-04,187500.0,180000.0,3307.0,29.56,2224,-627,-207
2016-01-05,180000.0,182500.0,1004.0,29.97,-206,-352,558
2016-01-06,178000.0,185500.0,1167.0,30.46,-130,130,39
2016-01-07,189500.0,184500.0,543.0,30.3,-68,-61,129
2016-01-08,197000.0,188500.0,901.0,30.96,-196,246,-50
2016-01-11,183500.0,184000.0,575.0,30.22,147,-190,33
2016-01-12,182500.0,181000.0,1365.0,29.72,354,34,-61
2016-01-13,182500.0,179000.0,905.0,29.4,357,-273,119
2016-01-14,181000.0,173500.0,540.0,28.49,148,-68,-80
2016-01-15,176000.0,177000.0,945.0,29.07,114,-422,18
2016-01-18,183500.0,189500.0,10832.0,31.12,-8048,59,-61
2016-01-19,190500.0,193500.0,3324.0,31.78,-446,248,-479
2016-01-20,195500.0,193500.0,2031.0,31.78,48,231,-437
2016-01-21,198000.0,197000.0,2575.0,32.35,950,-319,-11
2016-01-22,213500.0,201000.0,1369.0,33.01,-112,-153,230
2016-01-25,195000.0,198000.0,2011.0,32.52,-788,103,642
2016-01-26,194000.0,198500.0,25776.0,32.6,-23905,479,401
2016-01-27,203000.0,199500.0,870.0,32.76,-110,-59,220
2016-01-28,193500.0,192500.0,1729.0,31.61,-501,-84,475
2016-01-29,190000.0,200000.0,873.0,32.85,-459,357,177
2016-02-01,198500.0,195500.0,2426.0,32.11,86,-678,602
