Symbol,에스원_시가(원),에스원_종가(원),에스원_거래량(주),에스원_PER(IFRS-연결),에스원_순매수수량(개인)(주),에스원_순매수수량(기관계)(주),에스원_순매수수량(외국인계)(주)
2006-09-08,40050.0,39900.0,23272.0,20.92,6050,2980,-10900
2006-09-11,39500.0,38500.0,84094.0,20.18,45278,-14288,-30010
2006-09-12,38450.0,37650.0,108401.0,19.74,70020,-15280,-55570
2006-09-13,37800.0,37300.0,69500.0,19.55,41470,-6140,-36320
2006-09-14,37650.0,37550.0,182510.0,19.69,43580,13860,-46310
2006-09-15,37350.0,37450.0,116619.0,19.63,63620,-3410,-60060
2006-09-18,37700.0,38600.0,115740.0,20.24,-21443,33410,-16260
2006-09-19,38550.0,37550.0,74551.0,19.69,48840,-25130,-23530
2006-09-20,37550.0,37200.0,87260.0,19.5,50170,-13280,-40120
2006-09-21,37450.0,37400.0,75181.0,19.61,18820,3950,-23920
2006-09-22,37300.0,36950.0,90330.0,19.37,21230,12180,-33030
2006-09-25,36650.0,36800.0,95690.0,19.29,25280,22380,-36240
2006-09-26,36500.0,36200.0,100680.0,18.98,32594,-24180,-7520
2006-09-27,36200.0,36400.0,220969.0,19.08,64745,43210,-110200
2006-09-28,36400.0,36500.0,136740.0,19.13,35190,42710,-77700
2006-09-29,36450.0,36850.0,103707.0,19.32,250,37760,-46050
2006-10-02,36950.0,36700.0,65924.0,19.24,-5352,47680,-42330
2006-10-04,36650.0,35550.0,103050.0,18.64,31400,17810,-47570
2006-10-09,36500.0,34750.0,189846.0,18.22,-94107,55330,40097
2006-10-10,34900.0,36100.0,90350.0,18.93,-28390,37680,-13020
2006-10-11,35550.0,36500.0,89632.0,19.13,-7110,26430,-25010
2006-10-12,36800.0,37050.0,82858.0,19.42,-38410,5210,32380
2006-10-13,37800.0,37700.0,85304.0,19.76,-46254,10904,33940
2006-10-16,37000.0,37700.0,38158.0,19.76,-4840,-940,8900
2006-10-17,37700.0,37600.0,57611.0,19.71,-10230,-6490,16380
2006-10-18,37950.0,38200.0,81699.0,20.03,-34990,15800,16520
2006-10-19,38250.0,38200.0,39357.0,20.03,-13917,1387,12530
2006-10-20,38150.0,38100.0,99734.0,19.97,-9930,-47930,57490
2006-10-23,38100.0,38400.0,70701.0,20.13,-14990,16790,3940
2006-10-24,38500.0,38600.0,35411.0,20.24,-23640,10060,13970
2006-10-25,38050.0,38500.0,37730.0,20.18,-16742,16551,-220
2006-10-26,38250.0,38750.0,33322.0,20.31,-15119,4789,9600
2006-10-27,38750.0,39100.0,59766.0,20.5,-27285,10590,14825
2006-10-30,39050.0,40000.0,79190.0,20.97,-60420,18530,41330
2006-10-31,40000.0,40550.0,90633.0,21.26,-23280,-15520,39020
2006-11-01,40600.0,42550.0,130115.0,22.31,-96726,9520,92880
2006-11-02,42000.0,42050.0,45163.0,22.04,-10835,18005,-11510
2006-11-03,41500.0,42000.0,36310.0,22.02,-3920,10530,-9360
2006-11-06,41400.0,42000.0,16537.0,22.02,-6010,1010,4880
2006-11-07,41700.0,41500.0,82554.0,21.76,-8360,44740,-38570
2006-11-08,40850.0,40350.0,27287.0,21.15,380,13460,-14660
2006-11-09,40300.0,40000.0,124883.0,20.97,13710,10346,-26526
2006-11-10,39800.0,39950.0,60868.0,20.94,15706,5874,-21590
2006-11-13,39950.0,39000.0,56240.0,20.45,30110,9810,-41960
2006-11-14,39000.0,39650.0,70922.0,20.79,8520,26750,-33720
2006-11-15,39650.0,38950.0,43260.0,20.42,23090,-1360,-21520
2006-11-16,38700.0,39400.0,43611.0,20.66,8671,3070,-11690
2006-11-17,39900.0,39500.0,31940.0,20.71,-152,15070,-15558
2006-11-20,39150.0,38600.0,82025.0,20.24,30160,10160,-41320
2006-11-21,39000.0,40000.0,119303.0,20.97,-32051,12333,20238
2006-11-22,40000.0,41050.0,122495.0,21.52,-28120,7440,18870
2006-11-23,41200.0,41800.0,63250.0,21.91,-35680,-3700,38760
2006-11-24,42200.0,42000.0,287980.0,22.02,-36573,12140,22993
2006-11-27,42000.0,42000.0,43580.0,22.02,-14370,7270,5460
2006-11-28,40750.0,41000.0,233617.0,21.49,4227,5610,-9707
2006-11-29,40950.0,41150.0,151850.0,21.57,-6720,99440,-94020
2006-11-30,40500.0,40100.0,107850.0,21.02,7638,33140,-42170
2006-12-01,40100.0,39800.0,139042.0,20.86,14240,8850,-23190
2006-12-04,39800.0,40400.0,155010.0,21.18,20670,32620,-73870
2006-12-05,40950.0,41000.0,41538.0,21.49,-11590,17970,-9720
2006-12-06,40950.0,41300.0,81102.0,21.65,-13610,48320,-37800
2006-12-07,41000.0,41900.0,91381.0,21.97,-27100,28940,-2510
2006-12-08,41500.0,41300.0,79080.0,21.65,690,-3720,-19920
2006-12-11,40550.0,40900.0,148290.0,21.44,1780,17450,-20310
2006-12-12,40700.0,39650.0,41200.0,20.79,3890,4230,-8600
2006-12-13,39650.0,39600.0,126541.0,20.76,31658,33080,-69070
2006-12-14,40000.0,39200.0,173046.0,20.55,40906,-28796,-4210
2006-12-15,39200.0,39900.0,211547.0,20.92,19460,110870,-145390
2006-12-18,40700.0,41650.0,181815.0,21.83,-38430,18230,16950
2006-12-19,41300.0,41800.0,80380.0,21.91,-34100,44650,-920
2006-12-20,42200.0,42800.0,111893.0,22.44,-59260,920,58220
2006-12-21,43150.0,42050.0,33873.0,22.04,-10330,7460,2500
2006-12-22,41350.0,41950.0,50317.0,21.99,-4558,8728,-1890
2006-12-26,41400.0,43000.0,127070.0,22.54,-18240,6680,-10760
2006-12-27,42950.0,43000.0,40530.0,22.54,-9580,3460,-5880
2006-12-28,43300.0,43350.0,31860.0,22.73,-6020,12930,-7340
2007-01-02,43400.0,42400.0,40380.0,19.59,4440,-5220,990
2007-01-03,42100.0,41500.0,121944.0,19.18,5230,12820,-25580
2007-01-04,40600.0,40400.0,100368.0,18.67,34381,-9171,-44560
2007-01-05,40000.0,40300.0,182100.0,18.62,13280,-27620,15600
2007-01-08,40000.0,40200.0,69121.0,18.58,4370,12040,-34420
2007-01-09,39950.0,39950.0,37531.0,18.46,13250,-6920,-6150
2007-01-10,39600.0,39400.0,68494.0,18.21,12884,-15330,-134
