Symbol,SKC_시가(원),SKC_종가(원),SKC_거래량(주),SKC_PER(IFRS-연결),SKC_순매수수량(개인)(주),SKC_순매수수량(기관계)(주),SKC_순매수수량(외국인계)(주)
2001-11-08,9280.0,9600.0,161870.0,29.0,-63440,62140,1500
2001-11-09,9600.0,9500.0,53500.0,28.7,-13490,13970,0
2001-11-12,9600.0,9400.0,20010.0,28.4,1350,-1350,0
2001-11-13,9200.0,9200.0,34620.0,27.79,5310,-5430,0
2001-11-14,9550.0,9200.0,75740.0,27.79,5910,-5950,0
2001-11-15,9200.0,9110.0,85410.0,27.52,9890,-8040,0
2001-11-16,9200.0,9100.0,129700.0,27.49,-9140,30830,-500
2001-11-19,9200.0,9400.0,119870.0,28.4,-3010,2200,180
2001-11-20,9400.0,9500.0,83430.0,28.7,-37320,4170,60
2001-11-21,9590.0,9350.0,83150.0,28.25,16310,-17300,240
2001-11-22,9490.0,9840.0,228580.0,29.73,51500,-43630,0
2001-11-23,9900.0,11300.0,1419020.0,34.14,607180,-602440,0
2001-11-26,11250.0,11400.0,587350.0,34.44,84990,-87440,0
2001-11-27,11450.0,11400.0,371280.0,34.44,-64490,62140,2100
2001-11-28,11050.0,10750.0,191350.0,32.48,17870,-15140,120
2001-11-29,10400.0,10650.0,119510.0,32.18,21560,-28540,0
2001-11-30,10700.0,10900.0,2213470.0,32.93,377030,470010,100500
2001-12-03,11000.0,10800.0,184520.0,32.63,-36170,12340,18190
2001-12-04,10500.0,11100.0,387970.0,33.53,-110700,55860,0
2001-12-05,11200.0,10900.0,284040.0,32.93,42970,-46430,-800
2001-12-06,11050.0,10600.0,299610.0,32.02,85600,-81130,180
2001-12-07,10600.0,10600.0,202780.0,32.02,-33320,25700,2160
2001-12-10,10400.0,10200.0,142910.0,30.82,9260,-9040,-220
2001-12-11,10100.0,9940.0,122410.0,30.03,-11760,11020,-90
2001-12-12,9960.0,10600.0,256180.0,32.02,-26520,2080,14440
2001-12-13,10600.0,10400.0,210470.0,31.42,-24690,14270,360
2001-12-14,10200.0,10350.0,85950.0,31.27,-3890,3830,110
2001-12-17,10200.0,10100.0,94800.0,30.51,9150,-8690,-460
2001-12-18,10000.0,9780.0,163710.0,29.55,-15830,13610,2220
2001-12-19,9760.0,9650.0,113170.0,29.15,15220,-14820,-400
2001-12-20,9520.0,9800.0,94990.0,29.61,-25730,23730,0
2001-12-21,9850.0,9560.0,1367950.0,28.88,-66530,1166980,-450
2001-12-24,9570.0,9500.0,112860.0,28.7,-21910,21250,0
2001-12-26,9510.0,10050.0,376550.0,30.36,-24410,10070,25000
2001-12-27,10600.0,10500.0,200990.0,31.72,-6660,10280,-4820
2001-12-28,10600.0,11900.0,474090.0,35.95,-207640,210950,-10200
2002-01-02,11900.0,11900.0,233596.0,,-47250,49340,0
2002-01-03,11900.0,11900.0,286750.0,,-37740,44280,-10000
2002-01-04,12000.0,11700.0,278770.0,,-21562,17442,-13930
2002-01-07,11500.0,11500.0,367504.0,,61590,-31360,-360
2002-01-08,11700.0,12000.0,375526.0,,-99310,114470,0
2002-01-09,11700.0,12800.0,554740.0,,49120,-2100,0
2002-01-10,13200.0,12700.0,260150.0,,-18420,61240,0
2002-01-11,12800.0,12500.0,250810.0,,37310,-38810,0
2002-01-14,12300.0,12000.0,250886.0,,93180,-94180,0
2002-01-15,12000.0,12000.0,149020.0,,-33600,18630,30
2002-01-16,12000.0,11900.0,169110.0,,-64490,54490,0
2002-01-17,11300.0,11800.0,251560.0,,24070,-35780,1190
2002-01-18,12000.0,12000.0,423210.0,,70390,-58130,0
2002-01-21,12000.0,12600.0,232610.0,,-42370,53410,3440
2002-01-22,12600.0,13100.0,675584.0,,106530,-21660,0
2002-01-23,13100.0,13400.0,515451.0,,61610,-43040,-140
2002-01-24,13500.0,13850.0,536840.0,,-169360,152070,5240
2002-01-25,14000.0,14000.0,413770.0,,-105270,34980,62040
2002-01-28,14100.0,14000.0,288342.0,,-35880,58350,0
2002-01-29,14000.0,14100.0,184870.0,,-44170,62390,320
2002-01-30,13800.0,13800.0,163320.0,,-45330,44750,340
2002-01-31,13800.0,13600.0,157930.0,,-38180,37280,2830
2002-02-01,13500.0,13600.0,175390.0,,-13990,34790,0
2002-02-04,13500.0,13500.0,105850.0,,-52880,43350,0
2002-02-05,13250.0,14000.0,155212.0,,-75920,37040,28050
2002-02-06,14200.0,13900.0,87250.0,,-4720,10100,0
2002-02-07,13700.0,13850.0,109660.0,,-24860,14930,0
2002-02-08,13850.0,14100.0,111508.0,,-59830,57190,0
2002-02-14,14100.0,14300.0,269500.0,,12360,31280,-10780
2002-02-15,14550.0,14550.0,281951.0,,-58679,58749,0
2002-02-18,14650.0,14700.0,152350.0,,-40040,41420,0
2002-02-19,14500.0,14700.0,121260.0,,-38100,38770,0
2002-02-20,14400.0,14300.0,169345.0,,450,370,0
2002-02-21,14700.0,14400.0,225490.0,,-4360,5880,16000
2002-02-22,14300.0,14200.0,67080.0,,-18220,15720,0
2002-02-25,14050.0,14200.0,111117.0,,-48507,45287,0
2002-02-26,14050.0,13550.0,308162.0,,56220,-68362,0
2002-02-27,13600.0,14200.0,369512.0,,-65968,66850,1000
2002-02-28,14100.0,13700.0,216400.0,,50640,-23380,-30000
2002-03-04,13850.0,13850.0,470680.0,,-128380,195890,-49550
2002-03-05,13850.0,13750.0,193000.0,,22110,12000,-38190
2002-03-06,13550.0,13700.0,138620.0,,-28236,28636,-370
2002-03-07,13850.0,14000.0,244230.0,,-24390,39390,0
2002-03-08,14100.0,13900.0,95420.0,,-13790,13420,0
2002-03-11,13900.0,13450.0,125805.0,,-6165,21075,0
2002-03-12,13450.0,13650.0,152784.0,,29330,-5990,-5000
2002-03-13,13900.0,14500.0,395020.0,,-67200,66910,0
2002-03-14,14450.0,15200.0,374870.0,,-108250,104510,320
2002-03-15,15000.0,15800.0,965248.0,,-55517,472597,0
2002-03-18,16500.0,15800.0,242262.0,,64459,-37669,300
2002-03-19,16000.0,16000.0,325200.0,,30680,43620,0
2002-03-20,16000.0,15700.0,275900.0,,-55290,38380,-2480
2002-03-21,15200.0,15300.0,310540.0,,20800,-22040,500
2002-03-22,15050.0,15500.0,663393.0,,-80868,68118,0
2002-03-25,15300.0,14800.0,284142.0,,88890,-55750,-33800
2002-03-26,14550.0,14000.0,151079.0,,4644,-13034,4720
2002-03-27,14000.0,14500.0,366610.0,,102690,-95200,0
2002-03-28,14300.0,14300.0,201722.0,,-17660,29140,-10000
2002-03-29,14000.0,14350.0,269720.0,,-25610,-7840,0
2002-04-01,14400.0,13600.0,198580.0,,18660,-41800,2150
2002-04-02,13600.0,13800.0,140974.0,,18930,-29460,3600
2002-04-03,13900.0,14100.0,333913.0,,120452,-78712,0
2002-04-04,14200.0,14250.0,467790.0,,78538,-47538,-220
2002-04-08,14200.0,13700.0,158868.0,,21988,-22208,180
2002-04-09,13550.0,13300.0,224310.0,,21840,-27570,5650
2002-04-10,13350.0,12550.0,163020.0,,-20120,16820,0
2002-04-11,12600.0,12450.0,228386.0,,50500,-40390,-10070
2002-04-12,12450.0,12500.0,130470.0,,54030,-58500,0
2002-04-15,12700.0,12800.0,122508.0,,20260,-23430,0
2002-04-16,12800.0,13600.0,177768.0,,-840,-3720,4190
2002-04-17,13700.0,14200.0,233070.0,,-69550,39210,2490
2002-04-18,14200.0,14100.0,167151.0,,741,-5521,0
2002-04-19,13850.0,13800.0,78213.0,,-16090,16470,0
2002-04-22,13700.0,13100.0,138512.0,,-17920,32860,0
2002-04-23,13000.0,12750.0,142044.0,,40462,-60632,10
2002-04-24,12850.0,12350.0,198360.0,,16180,-15750,0
2002-04-25,12300.0,11600.0,202350.0,,-33380,27780,420
2002-04-26,11550.0,12400.0,114396.0,,-10500,3810,0
2002-04-29,11800.0,12100.0,47660.0,,-15010,14700,0
2002-04-30,12300.0,12300.0,68960.0,,-23880,24280,0
2002-05-02,12450.0,12300.0,104328.0,,6269,-12559,6000
2002-05-03,12100.0,12400.0,118382.0,,-22170,20870,0
2002-05-06,12100.0,11900.0,37297.0,,-11740,-400,0
2002-05-07,11900.0,11850.0,67060.0,,-11940,10190,200
2002-05-08,11950.0,11800.0,240500.0,,43070,-108660,0
2002-05-09,12200.0,11650.0,368500.0,,57200,-51400,-1500
2002-05-10,11650.0,11300.0,144900.0,,5760,4360,0
2002-05-13,11400.0,11050.0,63690.0,,6160,5230,20
2002-05-14,11050.0,11250.0,157820.0,,11760,-18760,16060
2002-05-15,11500.0,11500.0,213578.0,,-14140,13100,0
2002-05-16,11500.0,11550.0,141000.0,,28860,-19260,0
2002-05-17,11700.0,11600.0,141820.0,,-12490,15650,-5000
2002-05-20,11600.0,11050.0,395658.0,,121020,25990,10
2002-05-21,11100.0,10900.0,168980.0,,-3180,15540,-300
2002-05-22,10650.0,10600.0,475931.0,,66380,-50570,60
2002-05-23,10600.0,9920.0,418219.0,,52330,-45140,-2470
2002-05-24,9900.0,9420.0,777994.0,,269800,-242490,50
2002-05-27,9450.0,9010.0,289990.0,,41850,-42320,0
2002-05-28,9100.0,9110.0,398258.0,,103111,-44131,-30
2002-05-29,9070.0,9090.0,316670.0,,45220,-45520,0
2002-05-30,9150.0,9200.0,138111.0,,-6890,7250,0
2002-05-31,9300.0,9100.0,133734.0,,5290,14710,0
2002-06-03,9100.0,9230.0,76230.0,,-25510,25970,0
2002-06-04,9020.0,9330.0,141890.0,,-10460,10720,0
2002-06-05,9560.0,9590.0,184290.0,,6250,-6250,0
2002-06-07,9450.0,9510.0,146210.0,,-61210,62660,0
2002-06-10,9510.0,9730.0,100760.0,,-29530,24900,0
2002-06-11,9650.0,9850.0,135907.0,,-27000,1880,7060
2002-06-12,9830.0,9820.0,146223.0,,-16980,9420,3500
2002-06-14,9900.0,10200.0,304540.0,,29030,-35930,2000
2002-06-17,10200.0,10500.0,205700.0,,-65280,-4580,66430
2002-06-18,10600.0,10200.0,381156.0,,29350,-96550,135000
2002-06-19,10300.0,9500.0,171318.0,,-26340,5410,13590
2002-06-20,9320.0,9300.0,158381.0,,18881,22859,-49850
2002-06-21,9100.0,9100.0,260435.0,,125690,-33430,-96600
2002-06-24,8900.0,8890.0,146550.0,,35250,20060,-64970
2002-06-25,9030.0,8630.0,141957.0,,-19100,20720,0
2002-06-26,8500.0,7500.0,386563.0,,53783,-35983,-50
2002-06-27,7660.0,7500.0,813667.0,,122150,-392490,-30
2002-06-28,7530.0,8490.0,698880.0,,-44910,45520,-520
2002-07-02,8200.0,8220.0,202041.0,,24690,-12350,0
2002-07-03,8200.0,8250.0,233210.0,,81480,-81840,0
2002-07-04,8320.0,8700.0,339010.0,,-10110,7070,0
2002-07-05,8700.0,8800.0,333890.0,,-76450,8680,0
2002-07-08,9020.0,8880.0,192730.0,,7280,-6380,0
2002-07-09,9050.0,9180.0,253400.0,,-28410,22510,0
2002-07-10,9000.0,9040.0,197510.0,,69740,-74000,2260
2002-07-11,8900.0,8810.0,143960.0,,-14900,2810,-340
2002-07-12,8900.0,9300.0,268346.0,,35153,48827,-24940
2002-07-15,9350.0,9370.0,432870.0,,-11160,-13630,25240
2002-07-16,9410.0,9020.0,196600.0,,-52230,52470,0
2002-07-18,9020.0,8800.0,89606.0,,-32750,32750,0
2002-07-19,8800.0,8510.0,176670.0,,1680,-190,-1460
2002-07-22,8190.0,8100.0,80760.0,,-41650,36620,1130
2002-07-23,8100.0,8900.0,154846.0,,-69176,49926,0
2002-07-24,8460.0,8770.0,162340.0,,-88950,89200,0
2002-07-25,9060.0,9000.0,91410.0,,-16040,21940,0
2002-07-26,8900.0,9200.0,161751.0,,-56980,59480,0
2002-07-29,9240.0,9110.0,91040.0,,8820,-13940,0
2002-07-30,9300.0,9190.0,75970.0,,220,-420,0
2002-07-31,9060.0,8700.0,188500.0,,76960,-15000,0
2002-08-01,8760.0,8870.0,136600.0,,5180,3200,-1620
2002-08-02,8530.0,8970.0,145310.0,,-25530,45370,0
2002-08-05,8970.0,8710.0,120440.0,,-16630,12970,0
2002-08-06,8450.0,8740.0,87474.0,,-17750,31470,-14700
2002-08-07,8770.0,8780.0,61047.0,,-19140,23140,0
2002-08-08,8780.0,8780.0,127330.0,,-10210,29300,-390
2002-08-09,9000.0,8800.0,155790.0,,19900,-20450,0
2002-08-12,8800.0,8610.0,53725.0,,8490,-11990,-2200
2002-08-13,8760.0,8640.0,48940.0,,29680,-29680,0
2002-08-14,8400.0,8460.0,111790.0,,5090,-6220,0
2002-08-16,8750.0,8670.0,98840.0,,10810,3680,-300
2002-08-19,8610.0,8600.0,75580.0,,28710,-29960,0
2002-08-20,8890.0,9000.0,155640.0,,-71440,57490,10740
2002-08-21,9240.0,9300.0,190170.0,,9840,12970,0
2002-08-22,9390.0,9950.0,286139.0,,-34756,-12264,140
2002-08-23,9900.0,9750.0,190108.0,,-32320,39090,0
2002-08-26,9600.0,9900.0,66220.0,,-15740,12530,0
2002-08-27,10000.0,9510.0,92840.0,,26990,-37340,0
2002-08-28,9410.0,9800.0,158300.0,,-59330,64830,2000
2002-08-29,9600.0,9500.0,96590.0,,17132,-9900,-2582
2002-08-30,9450.0,9640.0,105260.0,,50670,-51200,0
2002-09-02,9710.0,9660.0,86000.0,,20910,-22850,0
2002-09-03,9730.0,9400.0,83120.0,,19740,-10490,0
2002-09-04,9200.0,8990.0,208230.0,,46550,1540,-140
2002-09-05,9210.0,9140.0,68470.0,,-24940,24500,0
2002-09-06,9170.0,8830.0,65000.0,,-18050,18320,0
2002-09-09,8850.0,8770.0,50542.0,,-20300,20300,0
2002-09-10,8750.0,9000.0,72550.0,,-17400,20400,0
2002-09-11,9190.0,9150.0,196930.0,,20210,-20210,0
2002-09-12,9020.0,9300.0,210934.0,,-10,-2340,10900
2002-09-13,9100.0,9100.0,257360.0,,65890,-69440,-50
2002-09-16,9200.0,8720.0,127770.0,,24690,-25340,1350
2002-09-17,8980.0,9050.0,74370.0,,-26440,37010,-3000
2002-09-18,8880.0,8850.0,103200.0,,4040,-6310,0
2002-09-19,8760.0,8620.0,68262.0,,19540,-19540,0
2002-09-23,8600.0,8400.0,41314.0,,-15480,12380,0
2002-09-24,8350.0,8220.0,47359.0,,-16830,16340,0
2002-09-25,8200.0,7600.0,193898.0,,68360,-71450,0
2002-09-26,7800.0,8050.0,157970.0,,-87140,89020,0
2002-09-27,8100.0,8200.0,91893.0,,-38775,48425,100
2002-09-30,7800.0,8150.0,90580.0,,12260,4590,-13550
2002-10-01,7770.0,8150.0,39220.0,,-19270,18900,0
2002-10-02,8350.0,8150.0,49336.0,,1560,-1440,0
2002-10-04,7880.0,8150.0,40110.0,,-5040,5040,0
2002-10-07,8010.0,7780.0,59618.0,,29758,-25828,0
2002-10-08,7700.0,8000.0,45910.0,,-24920,24920,0
2002-10-09,8100.0,7790.0,84840.0,,39370,-43200,0
2002-10-10,7510.0,7250.0,114790.0,,15250,-22970,7170
2002-10-11,7510.0,7180.0,210720.0,,79430,-52670,-26820
2002-10-14,7220.0,7480.0,172850.0,,15450,-44400,-7170
2002-10-15,7400.0,7530.0,100610.0,,8400,-8440,-2400
2002-10-16,7740.0,7430.0,178540.0,,42650,-34920,-7900
2002-10-17,7490.0,7690.0,125280.0,,4760,-5460,0
2002-10-18,8840.0,8480.0,397741.0,,21289,-61319,1090
2002-10-21,8460.0,8390.0,72480.0,,-31940,31940,0
2002-10-22,8500.0,8100.0,64230.0,,-4900,4650,0
2002-10-23,8000.0,8270.0,178740.0,,-22160,99630,210
2002-10-24,8270.0,8020.0,107220.0,,30050,-34870,0
2002-10-25,8010.0,8030.0,54500.0,,-17980,15880,900
2002-10-28,8060.0,8350.0,123863.0,,-13240,13760,-600
2002-10-29,8270.0,8350.0,82450.0,,-6580,6100,0
2002-10-30,8310.0,8100.0,105040.0,,17760,-18210,0
2002-10-31,8200.0,8150.0,137080.0,,42060,-60,0
2002-11-01,8050.0,8100.0,65690.0,,-18050,25600,-7700
2002-11-04,8100.0,8300.0,79510.0,,-42810,42330,0
2002-11-05,8370.0,8300.0,95310.0,,-40070,36980,0
2002-11-06,8290.0,8400.0,193771.0,,4761,-6831,0
2002-11-07,8380.0,8250.0,80770.0,,16720,-36500,0
2002-11-08,8200.0,8150.0,66881.0,,1380,-5400,0
2002-11-11,8100.0,7960.0,86500.0,,6840,-23740,0
2002-11-12,7820.0,7940.0,74710.0,,15440,4870,-1690
2002-11-13,8000.0,7720.0,106520.0,,35520,-42830,-7190
2002-11-14,7850.0,7790.0,85713.0,,610,-9610,9150
2002-11-15,7860.0,7870.0,79560.0,,33110,-30280,-2830
2002-11-18,7790.0,7910.0,95490.0,,9100,-9100,-600
2002-11-19,7860.0,8100.0,65660.0,,-8170,9560,-6230
2002-11-20,8180.0,8450.0,114844.0,,-49590,43300,0
2002-11-21,8480.0,8600.0,191730.0,,-18640,16440,0
2002-11-22,8750.0,8950.0,426100.0,,-42510,-7310,180
2002-11-25,8950.0,9170.0,199564.0,,-99149,54739,3330
2002-11-26,9170.0,9300.0,343420.0,,-44940,86250,60
2002-11-27,9160.0,9500.0,172040.0,,-26200,18070,3130
2002-11-28,9550.0,9760.0,432850.0,,-108380,180950,-2650
2002-11-29,9620.0,9800.0,69600.0,,-21270,30020,300
2002-12-02,9750.0,9700.0,133200.0,,26500,-46760,0
2002-12-03,9700.0,9900.0,186470.0,,-71806,87246,1960
2002-12-04,9800.0,9690.0,101510.0,,-53600,58470,-4620
2002-12-05,9580.0,9600.0,119333.0,,9920,3280,-180
2002-12-06,9600.0,9540.0,76786.0,,-21970,23150,-480
2002-12-09,9690.0,9600.0,118320.0,,44670,-42370,0
2002-12-10,9570.0,9610.0,32992.0,,-7168,7168,0
2002-12-11,9750.0,9660.0,71270.0,,25190,-25010,-60
2002-12-12,9880.0,10300.0,317231.0,,-41020,44760,3260
2002-12-13,10100.0,10500.0,175200.0,,22750,-34330,0
2002-12-16,10400.0,10300.0,101600.0,,-15890,30350,0
2002-12-17,10550.0,11150.0,542100.0,,42754,-57084,70000
2002-12-18,11100.0,11150.0,325250.0,,40446,3474,0
2002-12-20,11000.0,11300.0,362899.0,,-41159,47569,0
2002-12-23,11000.0,10900.0,194640.0,,-56770,54720,0
2002-12-24,10900.0,10900.0,176474.0,,-53073,52893,0
2002-12-26,10900.0,11300.0,222321.0,,-54340,25460,0
2002-12-27,11200.0,10800.0,148100.0,,51150,-25500,-4200
2002-12-30,10500.0,10700.0,203450.0,,-90640,120650,-4500
2003-01-02,10500.0,10200.0,253650.0,,11730,7790,-1020
2003-01-03,10500.0,10400.0,248234.0,,36780,-26790,-300
2003-01-06,10400.0,10800.0,135654.0,,-15860,16540,140
2003-01-07,11150.0,10600.0,380580.0,,125230,-109820,10
2003-01-08,10900.0,10950.0,152224.0,,-5156,5306,0
2003-01-09,10800.0,10650.0,1829414.0,,-1423380,1432870,-10950
2003-01-10,10800.0,9700.0,662900.0,,217760,-202380,-760
2003-01-13,9710.0,10400.0,267070.0,,-76690,58460,-2170
2003-01-14,10350.0,10400.0,104460.0,,5660,-6180,180
2003-01-15,10400.0,10150.0,179601.0,,7891,3039,-29640
2003-01-16,9970.0,10200.0,186290.0,,8980,-9280,300
2003-01-17,9910.0,10000.0,106996.0,,-26990,26280,360
2003-01-20,9800.0,9830.0,44394.0,,-4780,4660,120
2003-01-21,9780.0,9750.0,96450.0,,-15610,2520,-1700
2003-01-22,9600.0,9600.0,116900.0,,-35610,34300,-690
2003-01-23,9600.0,9600.0,140684.0,,4714,1780,840
2003-01-24,9700.0,9110.0,191930.0,,-37430,35100,1680
2003-01-27,9050.0,8950.0,134080.0,,-17290,11820,0
2003-01-28,9000.0,9030.0,50500.0,,-31360,25360,0
2003-01-29,9000.0,8800.0,110990.0,,2960,-6060,-1800
2003-01-30,8820.0,9290.0,85690.0,,-15990,4300,-310
2003-02-03,9090.0,9400.0,52450.0,,-4430,1490,-60
2003-02-04,9450.0,9500.0,45920.0,,-6750,3370,3380
2003-02-05,9380.0,9250.0,58089.0,,21993,-25043,-750
2003-02-06,9170.0,9150.0,90360.0,,-13330,-23860,0
2003-02-07,9090.0,9040.0,81076.0,,-13160,37250,-24090
2003-02-10,8860.0,8960.0,41161.0,,-12210,1440,0
2003-02-11,9050.0,9100.0,99209.0,,5350,-5400,0
2003-02-12,9060.0,9280.0,28090.0,,-310,730,-420
2003-02-13,9350.0,9590.0,140690.0,,16580,-4590,0
2003-02-14,9650.0,9640.0,66790.0,,14430,-5050,-50
2003-02-17,9780.0,9930.0,109600.0,,15200,-15400,2250
2003-02-18,9650.0,9640.0,207268.0,,-54620,48200,0
2003-02-19,9800.0,9650.0,205180.0,,-17910,24360,850
2003-02-20,9700.0,9740.0,92480.0,,-26620,46620,0
2003-02-21,9650.0,9530.0,68613.0,,13590,-20870,0
2003-02-24,9650.0,9900.0,181420.0,,-63910,66970,2350
2003-02-25,9740.0,9700.0,155290.0,,2280,-2580,300
2003-02-26,9640.0,9600.0,125830.0,,-24560,15010,350
2003-02-27,9450.0,9620.0,121440.0,,-37770,37360,-1000
2003-02-28,9520.0,9120.0,108910.0,,25900,-21930,-850
2003-03-03,9060.0,9120.0,79830.0,,14520,-15920,900
2003-03-04,9050.0,8790.0,55490.0,,10970,-11450,0
2003-03-05,8710.0,8270.0,129146.0,,17010,-790,-16660
2003-03-06,8440.0,8240.0,106864.0,,-2210,11840,0
2003-03-07,8040.0,8000.0,141860.0,,22570,-23770,1200
2003-03-10,7920.0,7710.0,237710.0,,20250,17850,0
2003-03-11,7600.0,6560.0,757474.0,,192940,-100940,0
2003-03-12,5580.0,5580.0,178940.0,,110960,-48000,0
2003-03-13,4750.0,4750.0,6871482.0,,2054960,-1976810,-1300
2003-03-14,4750.0,4425.0,4140892.0,,67006,-116976,-3350
2003-03-17,4550.0,4430.0,2263935.0,,217570,-219750,0
2003-03-18,4680.0,4840.0,1914420.0,,35300,-35320,0
2003-03-19,4980.0,5150.0,1678161.0,,53730,-63580,0
2003-03-20,5310.0,5620.0,1178486.0,,69482,-66482,0
2003-03-21,5750.0,6330.0,1339798.0,,16290,-46190,0
2003-03-24,6500.0,6500.0,3177189.0,,299380,-300980,100
2003-03-25,6050.0,6060.0,1941227.0,,238230,-238430,200
2003-03-26,6300.0,5940.0,1259957.0,,89250,-90000,750
2003-03-27,5820.0,5680.0,1377690.0,,361990,-359040,500
2003-03-28,5630.0,5800.0,1287102.0,,-54150,54000,150
2003-03-31,5500.0,5000.0,1124437.0,,202950,-210220,-850
2003-04-01,4800.0,5350.0,1660910.0,,-5660,6010,-350
2003-04-02,5440.0,5490.0,952421.0,,-74590,74910,-200
2003-04-03,5690.0,5530.0,638910.0,,8620,-9550,450
2003-04-04,5580.0,5750.0,1130478.0,,-95862,118732,1620
2003-04-07,5910.0,6300.0,2249911.0,,285440,-297770,2910
2003-04-08,6300.0,6420.0,1949637.0,,-57963,49253,8080
2003-04-09,6430.0,5900.0,1274411.0,,-28569,12309,-3980
2003-04-10,5770.0,5870.0,925075.0,,176240,-209930,17660
2003-04-11,5890.0,5610.0,1312853.0,,78497,-102997,2860
2003-04-14,5800.0,6450.0,3297892.0,,556030,-543370,3950
2003-04-15,6790.0,6690.0,3838375.0,,-17850,-92910,99300
2003-04-16,6900.0,6770.0,1668606.0,,-30840,2840,1700
2003-04-17,6550.0,6160.0,2057730.0,,347130,-315950,2100
2003-04-18,6180.0,5730.0,2526120.0,,586830,-472180,1490
2003-04-21,5860.0,6100.0,2379880.0,,92690,-85280,-330
2003-04-22,5900.0,5840.0,1068820.0,,14620,-20010,190
2003-04-23,5840.0,5610.0,1063448.0,,65034,-69324,1310
2003-04-24,5510.0,5510.0,742600.0,,22430,-25440,0
2003-04-25,5360.0,5180.0,778816.0,,13720,-22850,1800
2003-04-28,4880.0,5140.0,883750.0,,-16100,18900,0
2003-04-29,5260.0,5280.0,708873.0,,-50060,46270,1790
2003-04-30,5250.0,5310.0,436241.0,,-880,25580,2300
2003-05-02,5350.0,5300.0,448490.0,,16330,-16160,0
2003-05-06,5350.0,5100.0,737528.0,,135920,-140740,0
2003-05-07,5150.0,5150.0,771024.0,,71940,-87620,15560
2003-05-09,5080.0,5220.0,883328.0,,-94010,-5990,0
2003-05-12,5450.0,6000.0,1670909.0,,-10830,15680,150
2003-05-13,6000.0,5660.0,1531933.0,,-7310,1010,1500
2003-05-14,5730.0,5730.0,945901.0,,107450,-10350,-100
2003-05-15,5840.0,5720.0,559880.0,,-62200,19120,0
2003-05-16,5800.0,5900.0,1389029.0,,50840,-30180,0
2003-05-19,5760.0,5670.0,479810.0,,30060,-37170,-40
2003-05-20,5600.0,5510.0,448783.0,,4820,-6590,-1280
2003-05-21,5510.0,5410.0,645328.0,,75060,30980,-106040
2003-05-22,5250.0,5360.0,659570.0,,-7620,11450,-3700
2003-05-23,5430.0,5420.0,406414.0,,17280,-29830,-2180
2003-05-26,5400.0,5400.0,520758.0,,-29318,28858,-2500
2003-05-27,5440.0,5360.0,346281.0,,15511,-18291,-180
2003-05-28,5590.0,5700.0,1565950.0,,-104194,105314,14940
2003-05-29,5390.0,5400.0,1229714.0,,43290,-26890,0
2003-05-30,5430.0,5480.0,467883.0,,-22350,-10,0
2003-06-02,5800.0,6300.0,1569716.0,,-199721,219871,-50
2003-06-03,6800.0,6650.0,3449557.0,,-14944,31854,3690
2003-06-04,6880.0,6500.0,900152.0,,-560,-4750,-290
2003-06-05,6590.0,6180.0,833991.0,,15300,-9500,0
2003-06-09,6180.0,6480.0,804965.0,,-71400,3630,75000
2003-06-10,6450.0,6870.0,1579325.0,,-147330,8380,123260
2003-06-11,7020.0,7050.0,1301576.0,,-78630,-21370,100000
2003-06-12,7200.0,7620.0,1984525.0,,-235760,1480,235760
2003-06-13,7740.0,7670.0,3101743.0,,53580,-48080,0
2003-06-16,7880.0,7460.0,1042386.0,,21410,26340,-50000
2003-06-17,7650.0,7500.0,812697.0,,-23450,22240,-1000
2003-06-18,7500.0,7650.0,822341.0,,-213830,39710,175000
2003-06-19,7700.0,7900.0,784510.0,,-75920,83770,-2700
2003-06-20,7700.0,7850.0,464581.0,,-49220,51320,1000
2003-06-23,7750.0,7850.0,547730.0,,-157490,157940,0
2003-06-24,7620.0,7830.0,366328.0,,-119820,119130,1000
2003-06-25,7830.0,8400.0,1112400.0,,-171800,22150,175000
2003-06-26,8200.0,8350.0,375328.0,,-46350,69140,-30000
2003-06-27,8450.0,8060.0,522368.0,,-33850,37290,0
2003-06-30,7950.0,7880.0,406740.0,,-7540,33290,0
2003-07-01,7800.0,7800.0,379000.0,,-24100,114500,-93400
2003-07-02,7900.0,7800.0,349560.0,,-35350,39240,-1000
2003-07-03,7840.0,7630.0,446310.0,,43460,-35800,0
2003-07-04,7550.0,7680.0,381375.0,,-20950,23450,-25000
2003-07-07,7680.0,7610.0,565626.0,,92530,-112980,3450
2003-07-08,7640.0,7390.0,712392.0,,297360,-327360,-24000
2003-07-09,7340.0,7200.0,508755.0,,108120,-110320,0
2003-07-10,7150.0,7370.0,466933.0,,15170,-45070,8900
