Symbol,DB하이텍_시가(원),DB하이텍_종가(원),DB하이텍_거래량(주),DB하이텍_PER(IFRS-연결),DB하이텍_순매수수량(개인)(주),DB하이텍_순매수수량(기관계)(주),DB하이텍_순매수수량(외국인계)(주)
2001-11-14,6580.0,6700.0,60730.0,4.84,690,-710,0
2001-11-15,6710.0,6890.0,166340.0,4.98,7410,-7240,0
2001-11-16,6870.0,6800.0,26330.0,4.91,-2030,2040,0
2001-11-19,6810.0,7010.0,87600.0,5.07,-2820,2640,180
2001-11-20,7100.0,6920.0,63400.0,5.0,-80,20,60
2001-11-21,6950.0,6820.0,54170.0,4.93,-610,380,240
2001-11-22,6820.0,6840.0,38890.0,4.94,1970,-1960,0
2001-11-23,6880.0,6850.0,51950.0,4.95,-1730,1750,0
2001-11-26,6900.0,7000.0,123680.0,5.06,52580,-52580,0
2001-11-27,7140.0,6910.0,71970.0,4.99,-5580,4140,1440
2001-11-28,6990.0,6900.0,63650.0,4.99,-10010,9910,120
2001-11-29,6900.0,6790.0,44630.0,4.91,410,-480,0
2001-11-30,6820.0,6890.0,33510.0,4.98,1420,-1420,0
2001-12-03,6900.0,6950.0,57410.0,5.02,7530,-7530,0
2001-12-04,6990.0,7040.0,46470.0,5.09,6170,-6170,0
2001-12-05,7100.0,7120.0,77960.0,5.14,-13580,11860,0
2001-12-06,7290.0,7000.0,69590.0,5.06,5700,-5010,120
2001-12-07,7160.0,7460.0,116560.0,5.39,14010,-20240,5690
2001-12-10,8010.0,7800.0,417060.0,5.64,12590,-9120,-30
2001-12-11,7800.0,7500.0,100420.0,5.42,3260,-880,-60
2001-12-12,7640.0,7410.0,77720.0,5.35,-2700,3060,0
2001-12-13,7410.0,7390.0,74610.0,5.34,13200,-12620,60
2001-12-14,7390.0,7330.0,62540.0,5.3,2330,-2270,-60
2001-12-17,7360.0,7150.0,48360.0,5.17,5120,-5050,-150
2001-12-18,7200.0,7100.0,30080.0,5.13,-5420,4640,780
2001-12-19,7150.0,7000.0,53430.0,5.06,4950,-6330,1300
2001-12-20,7010.0,7010.0,49870.0,5.07,3430,-4130,0
2001-12-21,6920.0,7020.0,64520.0,5.07,9450,-4000,-4550
2001-12-24,7060.0,7270.0,48620.0,5.25,690,-690,0
2001-12-26,7270.0,7320.0,58030.0,5.29,3300,-3300,0
2001-12-27,7200.0,7030.0,37690.0,5.08,390,-490,120
2001-12-28,7080.0,7020.0,43340.0,5.07,-2930,2930,0
2002-01-02,7100.0,7010.0,51301.0,12.45,20620,-20620,0
2002-01-03,7010.0,7000.0,66760.0,12.43,35795,-35785,0
2002-01-04,7000.0,7020.0,41800.0,12.46,-940,790,150
2002-01-07,7030.0,6980.0,36430.0,12.39,500,-380,-120
2002-01-08,6950.0,6940.0,25800.0,12.32,1100,-1100,0
2002-01-09,6880.0,6870.0,81526.0,12.2,3121,-3121,0
2002-01-10,6870.0,6830.0,34500.0,12.13,5880,-5880,0
2002-01-11,6850.0,6890.0,37640.0,12.23,660,-660,0
2002-01-14,6910.0,6910.0,33330.0,12.27,20,-20,0
2002-01-15,6910.0,6800.0,38340.0,12.07,-60,300,-220
2002-01-16,6710.0,6800.0,26960.0,12.07,10,-70,0
2002-01-17,6730.0,6680.0,34221.0,11.86,-909,539,370
2002-01-18,6630.0,6660.0,23920.0,11.82,410,-410,0
2002-01-21,6660.0,6720.0,12190.0,11.93,-950,650,300
2002-01-22,6700.0,6680.0,20700.0,11.86,730,-730,0
2002-01-23,6670.0,6680.0,17610.0,11.86,-660,620,50
2002-01-24,6700.0,6800.0,34280.0,12.07,-1380,680,700
2002-01-25,6900.0,7270.0,111241.0,12.91,-3840,1720,2200
2002-01-28,7520.0,7470.0,133500.0,13.26,420,-270,0
2002-01-29,7540.0,7360.0,71390.0,13.07,-1120,1020,100
2002-01-30,7210.0,7140.0,42290.0,12.68,130,-210,0
2002-01-31,7240.0,7180.0,51560.0,12.75,-4540,4540,0
2002-02-01,7180.0,7370.0,68280.0,13.08,1820,-1820,0
2002-02-04,7420.0,7360.0,42849.0,13.07,-340,-10,0
2002-02-05,7200.0,7130.0,32658.0,12.66,-3512,3522,0
2002-02-06,7110.0,7170.0,18660.0,12.73,-30,30,0
2002-02-07,7110.0,7090.0,19920.0,12.59,-2420,2430,0
2002-02-08,7010.0,7090.0,16010.0,12.59,-70,0,0
2002-02-14,7240.0,7180.0,31320.0,12.75,11140,-2760,-3320
2002-02-15,7200.0,7430.0,70780.0,13.19,7440,-7440,0
2002-02-18,7500.0,8100.0,305620.0,14.38,-19620,20070,0
2002-02-19,8010.0,7970.0,118440.0,14.15,-18880,18800,0
2002-02-20,7750.0,7850.0,57469.0,13.94,158,-158,0
2002-02-21,7850.0,8290.0,144641.0,14.72,290,-210,0
2002-02-22,8250.0,8050.0,65146.0,14.29,150,-150,0
2002-02-25,8190.0,7900.0,61890.0,14.03,-450,450,0
2002-02-26,7960.0,8000.0,85090.0,14.2,-940,930,0
2002-02-27,8030.0,8190.0,53170.0,14.54,-1790,1580,200
2002-02-28,8250.0,8050.0,60150.0,14.29,5250,130,0
2002-03-04,8160.0,8070.0,63170.0,14.33,-5510,5360,150
2002-03-05,8100.0,7900.0,76980.0,14.03,2720,-2720,0
2002-03-06,7900.0,7950.0,46460.0,14.11,220,-100,-120
2002-03-07,8000.0,7770.0,37810.0,13.79,-140,140,0
2002-03-08,7850.0,7790.0,26840.0,13.83,1390,-1390,0
2002-03-11,7900.0,7830.0,39310.0,13.9,930,-930,0
2002-03-12,8010.0,8000.0,52686.0,14.2,210,-210,0
2002-03-13,7950.0,8120.0,66810.0,14.42,110,-110,0
2002-03-14,8180.0,8260.0,201620.0,14.66,560,1760,-2170
2002-03-15,8290.0,8230.0,86650.0,14.61,70,-70,0
2002-03-18,8310.0,8500.0,84950.0,15.09,-3050,3050,0
2002-03-19,8740.0,8690.0,116910.0,15.43,-2840,2810,0
2002-03-20,8750.0,8470.0,68932.0,15.04,-1878,1998,0
2002-03-21,8400.0,8500.0,45640.0,15.09,-650,640,0
2002-03-22,8780.0,8800.0,208630.0,15.62,-30750,30820,0
2002-03-25,8700.0,8680.0,90210.0,15.41,-500,100,400
2002-03-26,8700.0,8400.0,48189.0,14.91,-3755,2225,1460
2002-03-27,8340.0,8450.0,41245.0,15.0,1150,-1150,0
2002-03-28,8400.0,8390.0,48230.0,14.9,9450,1350,0
2002-03-29,8490.0,8480.0,35903.0,15.06,-800,800,0
2002-04-01,8400.0,8050.0,44010.0,14.29,7190,-1260,-6000
2002-04-02,8010.0,8050.0,35180.0,14.29,11160,510,-11670
2002-04-03,8160.0,8630.0,240287.0,15.32,4350,-4260,0
2002-04-04,8780.0,8830.0,130820.0,15.68,-21490,21170,320
2002-04-08,9000.0,9110.0,693240.0,16.17,7580,2730,60
2002-04-09,9350.0,8900.0,105030.0,15.8,-1310,1240,0
2002-04-10,8800.0,8280.0,92650.0,14.7,-10000,9190,0
2002-04-11,8310.0,8050.0,53221.0,14.29,14800,-11490,-3440
2002-04-12,8110.0,8210.0,50220.0,14.58,920,-920,0
2002-04-15,8500.0,8320.0,37070.0,14.77,-9160,9160,0
2002-04-16,8230.0,8550.0,56550.0,15.18,-660,660,0
2002-04-17,8680.0,8610.0,33660.0,15.29,-1910,1620,360
2002-04-18,8510.0,8640.0,18500.0,15.34,650,-650,0
2002-04-19,8650.0,8390.0,25160.0,14.9,690,-690,0
2002-04-22,8400.0,8230.0,21870.0,14.61,-1320,1320,0
2002-04-23,8060.0,8290.0,19490.0,14.72,-170,100,0
2002-04-24,8150.0,8150.0,11100.0,14.47,-250,180,0
2002-04-25,8000.0,7300.0,38010.0,12.96,-1100,820,140
2002-04-26,7490.0,7510.0,18550.0,13.33,-330,330,0
2002-04-29,7500.0,7260.0,16020.0,12.89,-220,220,0
2002-04-30,7020.0,7140.0,13720.0,12.68,-230,-40,0
2002-05-02,7290.0,7500.0,16680.0,13.32,550,-550,0
2002-05-03,7510.0,7490.0,10610.0,13.3,1080,-1080,0
2002-05-06,7490.0,7500.0,13910.0,13.32,280,-280,0
2002-05-07,7450.0,7300.0,13090.0,12.96,60,-60,0
2002-05-08,7350.0,7400.0,5860.0,13.14,-90,-30,0
2002-05-09,7500.0,7440.0,21830.0,13.21,-270,770,-500
2002-05-10,7600.0,7360.0,8860.0,13.07,-80,80,0
2002-05-13,7410.0,7400.0,5860.0,13.14,420,-420,0
2002-05-14,7400.0,7500.0,16950.0,13.32,-1110,1110,-1110
2002-05-15,7500.0,7560.0,21570.0,13.42,-170,170,0
2002-05-16,7590.0,7500.0,12200.0,13.32,240,-240,0
2002-05-17,7600.0,7760.0,24150.0,13.78,-350,350,0
2002-05-20,8000.0,7920.0,19920.0,14.06,710,-640,0
2002-05-21,7920.0,7800.0,27980.0,13.85,100,-100,0
2002-05-22,7600.0,7970.0,18080.0,14.15,-60,40,0
2002-05-23,8050.0,8120.0,40070.0,14.42,560,-520,0
2002-05-24,8280.0,7890.0,16480.0,14.01,-170,150,0
2002-05-27,8100.0,7800.0,11680.0,13.85,110,-110,0
2002-05-28,7600.0,7600.0,28220.0,13.49,-720,720,0
2002-05-29,7410.0,7300.0,17630.0,12.96,370,-370,0
2002-05-30,7150.0,7300.0,10580.0,12.96,-1130,1160,0
2002-05-31,7200.0,7400.0,23080.0,13.14,-20,50,0
2002-06-03,7310.0,7300.0,8734.0,12.96,160,-70,0
2002-06-04,7140.0,7200.0,7510.0,12.78,590,-560,0
2002-06-05,7250.0,7230.0,25620.0,12.84,30,-30,0
2002-06-07,7180.0,7050.0,20260.0,12.52,2070,-2070,0
2002-06-10,7050.0,7200.0,13030.0,12.78,-1440,1440,0
2002-06-11,7070.0,7200.0,10520.0,12.78,-2870,-700,3600
2002-06-12,7120.0,7120.0,18038.0,12.64,3418,-4728,1340
2002-06-14,7250.0,7250.0,9110.0,12.87,1130,-1130,0
2002-06-17,7300.0,7170.0,15100.0,12.73,1770,-750,-1020
2002-06-18,7200.0,7230.0,11880.0,12.84,-40,490,-450
2002-06-19,7210.0,7020.0,18670.0,12.46,-930,-130,1060
2002-06-20,6910.0,7000.0,15790.0,12.43,1980,-940,-1040
2002-06-21,6910.0,6950.0,13060.0,12.34,20,0,0
2002-06-24,7150.0,6960.0,20970.0,12.36,-190,190,0
2002-06-25,7060.0,6840.0,23920.0,12.14,-920,920,0
2002-06-26,6830.0,6310.0,18580.0,11.2,-620,620,0
2002-06-27,6400.0,6560.0,30310.0,11.65,-10810,-190,11000
2002-06-28,6790.0,7050.0,23500.0,12.52,-9890,-950,10840
2002-07-02,7000.0,7500.0,47280.0,13.32,-25760,-710,26470
2002-07-03,7500.0,7770.0,126710.0,13.79,-22130,-100,22580
2002-07-04,7810.0,7990.0,56095.0,14.19,330,-330,0
2002-07-05,7850.0,7850.0,55810.0,13.94,-1710,1660,0
2002-07-08,7750.0,7350.0,46660.0,13.05,750,-640,0
2002-07-09,7350.0,7380.0,38900.0,13.1,-690,690,0
2002-07-10,7450.0,7300.0,32330.0,12.96,-80,80,0
2002-07-11,7050.0,7070.0,59080.0,12.55,1410,-1340,-100
2002-07-12,7120.0,7200.0,43750.0,12.78,-1770,1730,0
2002-07-15,7200.0,7100.0,34970.0,12.61,-60,60,0
2002-07-16,7000.0,6890.0,32890.0,12.23,190,-190,0
2002-07-18,6800.0,6800.0,36700.0,12.07,8880,-8880,0
2002-07-19,6800.0,6930.0,36190.0,12.3,1970,-1950,0
2002-07-22,6710.0,6700.0,22190.0,11.9,1330,30,-1360
2002-07-23,6890.0,6750.0,22041.0,11.98,-1630,1630,0
2002-07-24,6700.0,6400.0,21760.0,11.36,3080,-3080,0
2002-07-25,6450.0,6530.0,30610.0,11.59,-1090,1090,0
2002-07-26,6530.0,6360.0,15580.0,11.29,370,-370,0
2002-07-29,6400.0,6320.0,13390.0,11.22,310,-310,0
2002-07-30,6420.0,6590.0,28830.0,11.7,-390,370,0
2002-07-31,6680.0,6660.0,27890.0,11.82,1050,-890,0
2002-08-01,6650.0,6530.0,7510.0,11.59,1140,-870,0
2002-08-02,6400.0,6680.0,14390.0,11.86,660,-660,0
2002-08-05,6480.0,6350.0,11220.0,11.27,-10,10,0
2002-08-06,6250.0,6380.0,10630.0,11.33,-1850,1850,0
2002-08-07,6700.0,6740.0,44698.0,11.97,80,-80,0
2002-08-08,6890.0,6780.0,50311.0,12.04,4860,-4860,0
2002-08-09,6850.0,6780.0,51650.0,12.04,-12060,-6840,18900
2002-08-12,6900.0,6760.0,24320.0,12.0,2890,-2890,0
2002-08-13,6850.0,6760.0,36930.0,12.0,5000,-5000,0
2002-08-14,6590.0,6600.0,16039.0,11.72,-200,200,0
2002-08-16,6710.0,6620.0,23609.0,11.75,-110,90,0
2002-08-19,6630.0,6520.0,8910.0,11.58,-120,120,0
2002-08-20,6540.0,6560.0,12909.0,11.65,-610,590,0
2002-08-21,6660.0,6470.0,10200.0,11.49,-400,400,0
2002-08-22,6520.0,6470.0,20760.0,11.49,-50,50,0
2002-08-23,6470.0,6490.0,13620.0,11.52,-250,250,0
2002-08-26,6430.0,6450.0,6840.0,11.45,-500,500,0
2002-08-27,6500.0,6410.0,26940.0,11.38,530,-530,0
2002-08-28,6360.0,6400.0,14116.0,11.36,-440,440,0
2002-08-29,6400.0,6400.0,11430.0,11.36,760,240,-1000
2002-08-30,6480.0,6750.0,43760.0,11.98,-240,240,0
2002-09-02,7300.0,7400.0,377284.0,13.14,-299,299,0
2002-09-03,7400.0,7050.0,88640.0,12.52,180,-180,0
2002-09-04,6810.0,6700.0,39210.0,11.9,420,-420,0
2002-09-05,6800.0,6730.0,31560.0,11.95,240,-200,0
2002-09-06,6700.0,6620.0,39800.0,11.75,1160,-1140,0
2002-09-09,6620.0,6380.0,47290.0,11.33,-240,240,0
2002-09-10,6300.0,6390.0,17612.0,11.34,-1344,1344,0
2002-09-11,6410.0,6510.0,11150.0,11.56,-1080,1080,0
2002-09-12,6520.0,6510.0,8450.0,11.56,2560,-2560,0
2002-09-13,6450.0,6570.0,17590.0,11.66,-6390,6390,0
2002-09-16,6600.0,6400.0,10760.0,11.36,410,-410,0
2002-09-17,6600.0,6510.0,10640.0,11.56,-1190,1170,0
2002-09-18,6380.0,6500.0,3840.0,11.54,1580,-1560,0
2002-09-19,6410.0,6450.0,5390.0,11.45,-160,160,0
2002-09-23,6410.0,6360.0,13380.0,11.29,0,0,0
2002-09-24,6360.0,6300.0,11289.0,11.18,955,-975,0
2002-09-25,6400.0,6300.0,34810.0,11.18,-120,120,0
2002-09-26,6400.0,6310.0,5580.0,11.2,-270,270,0
2002-09-27,6320.0,6330.0,7500.0,11.24,-470,470,0
2002-09-30,6270.0,6270.0,12060.0,11.13,320,-320,0
2002-10-01,6310.0,6220.0,5540.0,11.04,-740,740,0
2002-10-02,6320.0,6280.0,9490.0,11.15,0,0,0
2002-10-04,6020.0,6290.0,7040.0,11.17,-80,80,0
2002-10-07,6180.0,6220.0,10230.0,11.04,110,-110,0
2002-10-08,6130.0,6190.0,5730.0,10.99,-230,170,0
2002-10-09,6280.0,6160.0,2950.0,10.94,10,10,0
2002-10-10,6300.0,6060.0,20020.0,10.76,1090,-1090,0
2002-10-11,6110.0,6080.0,10260.0,10.79,-60,0,0
2002-10-14,6280.0,6150.0,9730.0,10.92,-280,280,0
2002-10-15,6070.0,6130.0,11420.0,10.88,260,-260,0
2002-10-16,6180.0,6150.0,6510.0,10.92,1000,0,-1000
2002-10-17,6110.0,6180.0,9800.0,10.97,1000,0,-1000
2002-10-18,6200.0,6300.0,18591.0,11.18,0,0,0
2002-10-21,6340.0,6250.0,13120.0,11.1,0,0,0
2002-10-22,6300.0,6520.0,43730.0,11.58,-21540,21540,0
2002-10-23,6400.0,6360.0,7800.0,11.29,-1100,1100,0
2002-10-24,6360.0,6350.0,17480.0,11.27,-1020,1020,0
2002-10-25,6230.0,6310.0,3850.0,11.2,-1620,1620,0
2002-10-28,6320.0,6340.0,9710.0,11.26,-1030,1010,0
2002-10-29,6320.0,6350.0,7050.0,11.27,-570,630,0
2002-10-30,6400.0,6280.0,5170.0,11.15,-580,580,0
2002-10-31,6280.0,6340.0,12870.0,11.26,-190,190,0
2002-11-01,6340.0,6250.0,1240.0,11.1,140,-140,0
2002-11-04,6380.0,6300.0,10290.0,11.18,-1980,1960,0
2002-11-05,6300.0,6250.0,3880.0,11.1,20,-20,0
2002-11-06,6260.0,6300.0,6802.0,11.18,-620,620,0
2002-11-07,6300.0,6340.0,5290.0,11.26,-930,930,0
2002-11-08,6340.0,6380.0,14800.0,11.33,40,-40,0
2002-11-11,6390.0,6300.0,12370.0,11.18,320,-300,0
2002-11-12,6260.0,6270.0,3430.0,11.13,550,-30,-520
2002-11-13,6270.0,6240.0,7920.0,11.08,3230,-710,-2520
2002-11-14,6290.0,6450.0,26790.0,11.45,-1970,-740,2710
2002-11-15,6370.0,6410.0,8000.0,11.38,790,70,-860
2002-11-18,6500.0,6480.0,4830.0,11.5,70,-70,0
2002-11-19,6430.0,6520.0,6010.0,11.58,10,-10,0
2002-11-20,6540.0,6570.0,7370.0,11.66,-30,-10,0
2002-11-21,6570.0,6700.0,17150.0,11.9,-620,620,0
2002-11-22,6800.0,6670.0,19040.0,11.84,-510,450,60
2002-11-25,6630.0,6790.0,7700.0,12.05,-1400,1380,0
2002-11-26,6790.0,6740.0,5670.0,11.97,550,-550,0
2002-11-27,6670.0,6850.0,8280.0,12.16,-360,360,0
2002-11-28,6900.0,6750.0,26920.0,11.98,20890,0,0
2002-11-29,6830.0,6780.0,16040.0,12.04,-40,40,0
2002-12-02,6740.0,6830.0,6520.0,12.13,-190,-10,0
2002-12-03,6860.0,6820.0,7950.0,12.11,-530,630,-100
2002-12-04,6720.0,6710.0,12040.0,11.91,-30,1150,-1120
2002-12-05,6660.0,6720.0,5960.0,11.93,-1990,2050,-60
2002-12-06,6720.0,6630.0,14236.0,11.77,880,-720,-160
2002-12-09,6520.0,6550.0,16890.0,11.63,330,-130,0
2002-12-10,6550.0,6450.0,15890.0,11.45,-770,770,0
2002-12-11,6470.0,6450.0,16220.0,11.45,210,-210,0
2002-12-12,6450.0,6530.0,23005.0,11.59,9315,-10275,960
2002-12-13,6600.0,6580.0,16868.0,11.68,3220,-2570,0
2002-12-16,6500.0,6550.0,13240.0,11.63,830,-830,0
2002-12-17,6610.0,6560.0,21452.0,11.65,16180,110,0
2002-12-18,6590.0,6590.0,16340.0,11.7,3640,60,0
2002-12-20,6700.0,6650.0,26780.0,11.81,-850,350,500
2002-12-23,6680.0,6620.0,29640.0,11.75,-440,940,-500
2002-12-24,6590.0,6630.0,15500.0,11.77,-710,690,0
2002-12-26,6600.0,6660.0,40480.0,11.82,-10,10,0
2002-12-27,6330.0,5960.0,30820.0,10.58,270,-150,0
2002-12-30,5940.0,5680.0,15020.0,10.08,-320,320,0
2003-01-02,5680.0,5770.0,7080.0,3.52,1830,-610,-340
2003-01-03,5790.0,5960.0,12140.0,3.63,1850,-630,-100
2003-01-06,5860.0,5950.0,2890.0,3.63,-200,160,40
2003-01-07,6070.0,5830.0,4760.0,3.55,1580,-880,0
2003-01-08,5920.0,5850.0,5791.0,3.56,410,-410,0
2003-01-09,6160.0,5730.0,8990.0,3.49,4800,-460,-4340
2003-01-10,6040.0,5630.0,10060.0,3.43,230,-310,80
2003-01-13,5650.0,5670.0,8360.0,3.45,100,-140,40
2003-01-14,5590.0,5760.0,6020.0,3.51,120,-180,60
2003-01-15,5870.0,5860.0,6720.0,3.57,-90,-30,120
2003-01-16,5830.0,5980.0,4810.0,3.64,-570,470,100
2003-01-17,5890.0,5860.0,1680.0,3.57,90,-210,120
2003-01-20,5760.0,5900.0,4170.0,3.59,-60,20,40
2003-01-21,5820.0,5890.0,4290.0,3.59,210,-210,0
2003-01-22,5800.0,5660.0,4010.0,3.45,240,-50,-190
2003-01-23,5980.0,5840.0,4080.0,3.56,-2360,2080,280
2003-01-24,5720.0,5700.0,2440.0,3.47,-410,330,80
2003-01-27,5550.0,5550.0,4374.0,3.38,1660,-1600,0
2003-01-28,5680.0,5550.0,7390.0,3.38,760,-760,0
2003-01-29,5530.0,5600.0,30470.0,3.41,890,-290,-600
2003-01-30,5700.0,5550.0,10350.0,3.38,110,0,-110
2003-02-03,6080.0,5750.0,15800.0,3.5,-490,510,-20
2003-02-04,5670.0,5700.0,14030.0,3.47,540,-540,0
2003-02-05,5680.0,5600.0,8830.0,3.41,95,-95,0
2003-02-06,5610.0,5600.0,10270.0,3.41,-2680,-20,0
2003-02-07,5530.0,5490.0,15720.0,3.34,-2280,80,0
2003-02-10,5440.0,5460.0,6590.0,3.33,-530,530,0
2003-02-11,5480.0,5420.0,10590.0,3.3,340,-540,0
2003-02-12,5400.0,5380.0,5610.0,3.28,-100,100,0
2003-02-13,5690.0,5450.0,12890.0,3.32,-380,-110,0
2003-02-14,5360.0,5390.0,7450.0,3.28,-1900,850,220
2003-02-17,5470.0,5640.0,9850.0,3.44,-1760,860,900
2003-02-18,5600.0,5600.0,5130.0,3.41,-900,320,0
2003-02-19,5740.0,5630.0,10870.0,3.43,-770,550,340
2003-02-20,5600.0,5600.0,4140.0,3.41,-560,560,0
2003-02-21,5600.0,5620.0,1040.0,3.42,380,-380,0
2003-02-24,5620.0,5680.0,5990.0,3.46,-1870,1470,400
2003-02-25,5680.0,5460.0,3470.0,3.33,700,-400,0
2003-02-26,5500.0,5600.0,13950.0,3.41,-420,160,260
2003-02-27,5600.0,5500.0,5710.0,3.35,870,-710,-160
2003-02-28,5430.0,5440.0,5870.0,3.31,950,-850,-100
2003-03-03,5550.0,5550.0,1720.0,3.38,-420,420,0
2003-03-04,5500.0,5410.0,16200.0,3.3,950,-950,0
2003-03-05,5330.0,5410.0,14420.0,3.3,190,-190,0
2003-03-06,5580.0,5340.0,2130.0,3.25,30,-130,100
2003-03-07,5350.0,5270.0,6120.0,3.21,90,-90,0
2003-03-10,5180.0,5160.0,2930.0,3.14,270,-270,0
2003-03-11,5100.0,5070.0,2930.0,3.09,110,-110,0
2003-03-12,5140.0,5060.0,7170.0,3.08,-1530,1530,0
2003-03-13,5150.0,5050.0,15360.0,3.08,-110,1970,-1860
2003-03-14,5190.0,5020.0,11190.0,3.06,50,-50,0
2003-03-17,4930.0,4600.0,19400.0,2.8,-80,80,0
2003-03-18,4720.0,4710.0,11620.0,2.87,220,-220,0
2003-03-19,4720.0,4875.0,7670.0,2.97,480,-480,0
2003-03-20,4940.0,5110.0,16000.0,3.11,1130,-1130,0
2003-03-21,5090.0,5180.0,11190.0,3.16,-580,580,0
2003-03-24,5280.0,5230.0,11010.0,3.19,660,-700,40
2003-03-25,4895.0,5050.0,8700.0,3.08,-810,930,80
2003-03-26,5100.0,5060.0,19130.0,3.08,-2200,1909,300
2003-03-27,5100.0,5010.0,7890.0,3.05,-150,-50,200
2003-03-28,5020.0,5100.0,9340.0,3.11,600,-120,-280
2003-03-31,5050.0,4970.0,7240.0,3.03,440,60,0
2003-04-01,4970.0,5020.0,3302.0,3.06,370,-230,-140
2003-04-02,5050.0,5020.0,23102.0,3.06,18690,210,-18900
2003-04-03,5140.0,5140.0,50450.0,3.13,-550,370,180
2003-04-04,5140.0,5360.0,40830.0,3.27,-710,170,540
2003-04-07,5440.0,5580.0,53091.0,3.4,-1540,720,820
2003-04-08,5580.0,5430.0,14690.0,3.31,-890,50,840
2003-04-09,5430.0,5430.0,9680.0,3.31,-20,-320,340
2003-04-10,5320.0,5520.0,16340.0,3.36,-3730,-1610,6010
2003-04-11,5520.0,5550.0,25240.0,3.38,280,-800,440
2003-04-14,5650.0,5640.0,34720.0,3.44,-2120,1720,400
2003-04-15,5780.0,5760.0,15430.0,3.51,-690,690,0
2003-04-16,5720.0,5870.0,27140.0,3.58,-6540,2540,0
2003-04-17,5820.0,5850.0,13380.0,3.56,-990,-10,0
2003-04-18,5980.0,6270.0,41520.0,3.82,-2750,2560,190
2003-04-21,6200.0,6130.0,15490.0,3.73,-560,630,-70
2003-04-22,6130.0,5940.0,25820.0,3.62,5340,-5220,-100
2003-04-23,5930.0,5990.0,21700.0,3.65,-1470,1570,-100
2003-04-24,5950.0,5680.0,15600.0,3.46,-160,160,0
2003-04-25,5610.0,5420.0,19280.0,3.3,900,-840,0
2003-04-28,5630.0,5630.0,12290.0,3.43,-80,80,0
2003-04-29,5690.0,5830.0,14810.0,3.55,-1140,1050,90
2003-04-30,5730.0,5940.0,19560.0,3.62,-1830,1510,320
2003-05-02,5900.0,5820.0,11970.0,3.55,3750,-1250,0
2003-05-06,5800.0,5850.0,8970.0,3.56,60,-60,0
2003-05-07,5680.0,5840.0,19520.0,3.56,110,-2700,2590
2003-05-09,5870.0,5880.0,12580.0,3.58,-1780,1780,0
2003-05-12,5900.0,5950.0,20620.0,3.63,-1110,990,120
2003-05-13,5980.0,5920.0,14660.0,3.61,-920,0,0
2003-05-14,5980.0,5890.0,11730.0,3.59,720,-1620,0
2003-05-15,5970.0,5970.0,11440.0,3.64,-1710,790,0
2003-05-16,6040.0,5960.0,14733.0,3.63,-920,-10,0
2003-05-19,5960.0,5680.0,14250.0,3.46,1380,-2650,0
2003-05-20,5580.0,5760.0,3770.0,3.51,-10,-500,-450
2003-05-21,5570.0,5710.0,22991.0,3.48,11740,30,-640
2003-05-22,5740.0,5700.0,19459.0,3.47,-1350,1570,-220
2003-05-23,5680.0,5770.0,13741.0,3.52,-1180,280,-20
2003-05-26,5710.0,5770.0,8587.0,3.52,-2080,1170,0
2003-05-27,5780.0,5780.0,14990.0,3.52,40,-450,0
2003-05-28,5780.0,5830.0,15486.0,3.55,3590,3080,0
2003-05-29,5750.0,5840.0,13280.0,3.56,-2440,1450,60
2003-05-30,5830.0,5830.0,7940.0,3.55,230,-1140,0
2003-06-02,5890.0,5880.0,21240.0,3.58,-1260,430,0
2003-06-03,5930.0,5800.0,19350.0,3.53,-240,-590,-50
2003-06-04,5770.0,5800.0,11520.0,3.53,-710,-170,0
2003-06-05,5820.0,5850.0,11220.0,3.56,-840,-40,0
2003-06-09,5800.0,5810.0,9370.0,3.54,-540,-190,0
2003-06-10,5810.0,5830.0,11301.0,3.55,-1380,720,0
2003-06-11,5800.0,5800.0,13230.0,3.53,640,-640,0
2003-06-12,5800.0,5850.0,37900.0,3.56,-5076,3096,1980
2003-06-13,5910.0,6020.0,36364.0,3.67,8830,-1860,0
2003-06-16,6060.0,5990.0,16330.0,3.65,870,-870,0
2003-06-17,6030.0,6040.0,32860.0,3.68,-3210,3210,0
2003-06-18,6080.0,6150.0,47980.0,3.75,3127,-3127,0
2003-06-19,6210.0,6300.0,43920.0,3.84,1500,-1400,-100
2003-06-20,6200.0,6210.0,26610.0,3.78,-1660,1660,0
2003-06-23,6260.0,6360.0,99461.0,3.88,-3890,3890,0
2003-06-24,6300.0,5910.0,116220.0,3.6,67520,3480,-71000
2003-06-25,5950.0,5940.0,23160.0,3.62,240,-240,0
2003-06-26,5860.0,5960.0,47100.0,3.63,270,-270,0
2003-06-27,6140.0,6290.0,133100.0,3.83,-2080,2070,0
2003-06-30,6210.0,6180.0,29000.0,3.77,60,-70,0
2003-07-01,6150.0,6090.0,29150.0,3.71,-160,160,0
2003-07-02,6040.0,6110.0,21212.0,3.72,-1050,1050,0
2003-07-03,6190.0,6000.0,42020.0,3.66,7540,-7540,0
2003-07-04,5940.0,6000.0,19170.0,3.66,-2100,2100,0
2003-07-07,5970.0,6040.0,26922.0,3.68,-3140,3140,0
2003-07-08,6040.0,6020.0,38080.0,3.67,3210,-3210,0
2003-07-09,6030.0,6030.0,17850.0,3.67,1270,-1270,0
2003-07-10,6060.0,6060.0,64760.0,3.69,1570,-3810,2240
2003-07-11,6100.0,6000.0,37330.0,3.66,380,-380,0
