Symbol,LG상사_시가(원),LG상사_종가(원),LG상사_거래량(주),LG상사_PER(IFRS-연결),LG상사_순매수수량(개인)(주),LG상사_순매수수량(기관계)(주),LG상사_순매수수량(외국인계)(주)
2002-12-17,6200.0,6130.0,706032.0,15.8,329355,-17275,-300000
2002-12-18,6040.0,6100.0,758671.0,15.72,-46970,78070,0
2002-12-20,6170.0,6070.0,701657.0,15.64,61809,142021,-198530
2002-12-23,6020.0,5800.0,1259029.0,14.95,297590,-27750,-291640
2002-12-24,5740.0,5850.0,748350.0,15.08,53520,-75930,19910
2002-12-26,5850.0,5870.0,1910775.0,15.13,306550,-61930,-196400
2002-12-27,5410.0,5200.0,953845.0,13.4,-80571,78281,1990
2002-12-30,5010.0,4700.0,905750.0,12.11,91500,-106510,2000
2003-01-02,4700.0,4820.0,576687.0,4.33,76680,-61880,0
2003-01-03,4910.0,5500.0,1905917.0,4.94,163030,-168030,-3000
2003-01-06,5340.0,5100.0,1777897.0,4.58,803540,-756580,-36000
2003-01-07,5210.0,4955.0,1179284.0,4.45,234970,-157370,-64400
2003-01-08,4910.0,4955.0,846847.0,4.45,44750,-14950,-19000
2003-01-09,4830.0,4910.0,622675.0,4.41,-59380,72130,-12750
2003-01-10,4925.0,4800.0,736950.0,4.31,-123480,133830,-10750
2003-01-13,4700.0,4830.0,458581.0,4.34,70439,-75439,5000
2003-01-14,4850.0,4820.0,535843.0,4.33,178290,-183890,-4400
2003-01-15,4880.0,4905.0,3235352.0,4.41,637542,-398462,-238050
2003-01-16,4960.0,4830.0,966516.0,4.34,37456,-195096,-36200
2003-01-17,4770.0,4750.0,731626.0,4.27,-148385,41255,-87090
2003-01-20,4750.0,4585.0,854220.0,4.12,15960,-43630,-212330
2003-01-21,4605.0,4550.0,766010.0,4.09,-36920,-109570,-4000
2003-01-22,4550.0,4480.0,759129.0,4.02,-290580,76900,-1100
2003-01-23,4480.0,4495.0,575699.0,4.04,-235100,10000,-4900
2003-01-24,4505.0,4500.0,3860804.0,4.04,650491,-621031,-96900
2003-01-27,4355.0,4280.0,733770.0,3.84,-75040,13140,-3000
2003-01-28,4230.0,4315.0,716298.0,3.88,4442,-46222,-62200
2003-01-29,4360.0,4270.0,559511.0,3.84,-128940,63430,-7000
2003-01-30,4285.0,4600.0,781651.0,4.13,-234670,242170,-40000
2003-02-03,4525.0,4850.0,1819750.0,4.36,683130,-682240,0
2003-02-04,4800.0,4745.0,576262.0,4.26,161440,-127330,0
2003-02-05,4710.0,4765.0,957850.0,4.28,-192560,118210,11000
2003-02-06,4750.0,4680.0,1399520.0,4.2,-297040,270890,-16000
2003-02-07,4635.0,4535.0,519840.0,4.07,-30570,10960,-3000
2003-02-10,4500.0,4430.0,914463.0,3.98,-160700,34460,2620
2003-02-11,4485.0,4510.0,1825341.0,4.05,-225930,218950,-12000
2003-02-12,4510.0,4805.0,5045441.0,4.32,317360,-273570,209200
2003-02-13,4830.0,4750.0,1501680.0,4.27,-485710,292810,192900
2003-02-14,4760.0,4800.0,1109227.0,4.31,-232990,67640,165300
2003-02-17,4910.0,5000.0,1376470.0,4.49,-189050,-7530,218640
2003-02-18,5010.0,4920.0,759695.0,4.42,84970,-26420,-47550
2003-02-19,4990.0,4755.0,1235636.0,4.27,-190350,66130,43520
2003-02-20,4710.0,4750.0,433950.0,4.27,66250,5640,-4800
2003-02-21,4715.0,4830.0,701980.0,4.34,-223160,19640,160520
2003-02-24,4800.0,4920.0,839080.0,4.42,-277430,235960,41470
2003-02-25,4850.0,4900.0,1083160.0,4.4,-366360,77360,290000
2003-02-26,4965.0,5090.0,1160851.0,4.57,-299440,276290,-5390
2003-02-27,5030.0,4850.0,3078316.0,4.36,-45970,-1460780,1508880
2003-02-28,5030.0,4950.0,1308786.0,4.45,-240990,57690,73500
2003-03-03,4950.0,5000.0,684961.0,4.49,-253440,364360,-110120
2003-03-04,4900.0,4910.0,287386.0,4.41,-82450,69640,-8000
2003-03-05,4820.0,4910.0,693346.0,4.41,-316850,320840,-4000
2003-03-06,4930.0,4930.0,2608763.0,4.43,505250,-106590,-366180
2003-03-07,4850.0,4600.0,1417853.0,4.13,19089,572321,-380330
2003-03-10,4520.0,4400.0,703230.0,3.95,10870,132580,-200450
2003-03-11,4210.0,4500.0,943461.0,4.04,-285340,445730,-158390
2003-03-12,4425.0,4390.0,660506.0,3.94,129600,116840,-144330
2003-03-13,4335.0,4270.0,438227.0,3.84,80050,-84250,200
2003-03-14,4460.0,4450.0,585560.0,4.0,-56021,47021,50000
2003-03-17,4400.0,4300.0,514410.0,3.86,-139560,50390,90000
2003-03-18,4450.0,4450.0,467742.0,4.0,2700,-4500,0
2003-03-19,4470.0,4470.0,503032.0,4.01,23060,-45480,-2580
2003-03-20,4520.0,4830.0,2045269.0,4.34,-294658,239548,6710
2003-03-21,4840.0,4860.0,725106.0,4.37,-247690,-1510,250000
2003-03-24,4920.0,4850.0,953246.0,4.36,-123500,83500,0
2003-03-25,4635.0,4670.0,330981.0,4.2,-55590,20590,0
2003-03-26,4720.0,4625.0,536337.0,4.15,45781,-96981,51200
2003-03-27,4555.0,4530.0,269874.0,4.07,74830,-77830,0
2003-03-28,4530.0,4610.0,230516.0,4.14,21928,-21878,0
2003-03-31,4520.0,4470.0,332430.0,4.01,43010,-43010,0
2003-04-01,4540.0,4565.0,291410.0,4.1,-51830,50830,0
2003-04-02,4570.0,4610.0,279910.0,4.14,-74600,17750,55850
2003-04-03,4750.0,4650.0,334221.0,4.18,-56750,28490,27000
2003-04-04,4630.0,4930.0,1526430.0,4.43,-510360,-37680,547780
2003-04-07,5050.0,5570.0,3099965.0,5.0,-792420,-200720,970020
2003-04-08,5500.0,5570.0,2642611.0,5.0,184580,-143120,-10190
2003-04-09,5500.0,5150.0,1492225.0,4.63,304115,-315955,11120
2003-04-10,5120.0,5250.0,866631.0,4.72,-112940,73170,39350
2003-04-11,5260.0,5500.0,1823771.0,4.94,-652919,-55128,768887
2003-04-14,5510.0,5650.0,946335.0,5.07,-9460,-2000,13790
2003-04-15,5730.0,5610.0,1599830.0,5.04,-82050,-38590,143430
