Symbol,미래에셋대우_시가(원),미래에셋대우_종가(원),미래에셋대우_거래량(주),미래에셋대우_PER(IFRS-연결),미래에셋대우_순매수수량(개인)(주),미래에셋대우_순매수수량(기관계)(주),미래에셋대우_순매수수량(외국인계)(주)
2001-10-29,7610.0,7450.0,2024020.0,19.81,-35610,33540,-300
2001-10-30,7260.0,7180.0,1844020.0,19.09,115950,-124940,3900
2001-10-31,7100.0,7300.0,1402300.0,19.41,-75770,-34870,112020
2001-11-01,7300.0,7450.0,1969320.0,19.81,-163580,147080,-1500
2001-11-02,7510.0,7570.0,4808810.0,20.13,-773690,749290,-72950
2001-11-05,7720.0,7760.0,2484080.0,20.63,-81280,112530,-23520
2001-11-06,7860.0,7850.0,4472360.0,20.87,-613530,452920,181430
2001-11-07,7900.0,7800.0,2889040.0,20.74,-561150,486870,-36840
2001-11-08,7800.0,8240.0,6695150.0,21.91,-62280,-21100,261210
2001-11-09,8240.0,8360.0,5384110.0,22.23,92600,-42690,90890
2001-11-12,8610.0,8580.0,4918020.0,22.81,462190,-373890,-58000
2001-11-13,8460.0,8600.0,3998020.0,22.87,43320,44130,-50080
2001-11-14,8790.0,9020.0,7074710.0,23.98,71990,-125730,109020
2001-11-15,8920.0,9020.0,6340840.0,23.98,-319740,169540,209280
2001-11-16,9100.0,9260.0,3973740.0,24.62,-20590,169500,-124870
2001-11-19,9210.0,9180.0,4792520.0,24.41,332190,-385850,129370
2001-11-20,9400.0,8880.0,7752160.0,23.61,1010450,-1030800,-70510
2001-11-21,8700.0,8750.0,4175320.0,23.27,-67380,250370,-169590
2001-11-22,8770.0,9000.0,3936310.0,23.93,298010,39420,-6710
2001-11-23,9000.0,9580.0,14104910.0,25.47,587880,-578210,-39960
2001-11-26,9970.0,10950.0,19299530.0,29.12,523520,-1020150,185900
2001-11-27,10900.0,10950.0,21750370.0,29.12,734630,-217530,-184400
2001-11-28,10550.0,9630.0,12055720.0,25.61,2311620,-1840890,-564870
2001-11-29,9690.0,10100.0,10686410.0,26.86,-244570,-39660,57310
2001-11-30,10300.0,9890.0,9630090.0,26.3,-69360,247890,-30920
2001-12-03,9900.0,10300.0,6588790.0,27.39,150720,-210830,-6960
2001-12-04,10200.0,10200.0,6478030.0,27.12,237940,-14750,-214320
2001-12-05,10450.0,10500.0,9491670.0,27.92,-615030,570490,84740
2001-12-06,11100.0,10700.0,19748820.0,28.45,759940,-764380,20790
2001-12-07,10700.0,11000.0,5932240.0,29.25,-135950,100850,41020
2001-12-10,10900.0,10150.0,6064320.0,26.99,881650,-683280,-21130
2001-12-11,9800.0,10300.0,6182220.0,27.39,343270,-229020,-99280
2001-12-12,10250.0,10150.0,4190450.0,26.99,115330,-18390,-182890
2001-12-13,10050.0,10950.0,13158350.0,29.12,734100,-509830,48070
2001-12-14,10650.0,10700.0,12476910.0,28.45,198450,-79510,11060
2001-12-17,10600.0,10000.0,6087890.0,26.59,34060,-195160,-36710
2001-12-18,10150.0,9600.0,7018010.0,25.52,-176020,90390,31080
2001-12-19,9800.0,9320.0,4418890.0,24.78,91840,-29250,-64100
2001-12-20,9330.0,9690.0,4853880.0,25.76,-25670,18770,22860
2001-12-21,9050.0,9230.0,3523900.0,24.54,71210,-24860,-19340
2001-12-24,9280.0,9080.0,2382560.0,24.14,157110,-101960,-60130
2001-12-26,9010.0,9090.0,3108910.0,24.17,299600,-175770,-15000
2001-12-27,9300.0,9800.0,7011880.0,26.06,18600,-14040,1710
2001-12-28,9900.0,10200.0,4877920.0,27.12,-323250,175070,158170
2002-01-02,10400.0,10550.0,5475799.0,28.05,182734,34436,-76450
2002-01-03,10550.0,10200.0,5334158.0,27.12,38686,72656,-59592
2002-01-04,10550.0,10400.0,5974602.0,27.65,-339330,279660,128880
2002-01-07,10600.0,10800.0,9335058.0,28.72,-756260,282750,321960
2002-01-08,10600.0,10250.0,4291094.0,27.25,116864,-72574,-23720
2002-01-09,10300.0,10900.0,6260488.0,28.98,107249,-124598,-24540
2002-01-10,10750.0,11200.0,12434649.0,29.78,-800600,320710,460140
2002-01-11,11400.0,10600.0,6207111.0,28.18,-49880,-268860,51850
2002-01-14,10300.0,10500.0,3888970.0,27.92,110930,-112550,21810
2002-01-15,10150.0,9860.0,5049655.0,26.22,224230,-223250,30270
2002-01-16,9900.0,9580.0,2734629.0,25.47,150850,-141820,-6490
2002-01-17,9400.0,9750.0,2821260.0,25.92,-178460,131730,-6250
2002-01-18,9500.0,9420.0,2448661.0,25.05,102860,-130310,-7000
2002-01-21,9350.0,9580.0,1795689.0,25.47,-70591,21571,18120
2002-01-22,9580.0,9650.0,2625253.0,25.66,196240,-92950,210
2002-01-23,9500.0,9740.0,2223548.0,25.9,-74230,18690,31060
2002-01-24,9840.0,10250.0,6444426.0,27.25,-660200,529720,112300
2002-01-25,10400.0,10250.0,5084569.0,27.25,-149790,-1000,109320
2002-01-28,10400.0,10400.0,6746264.0,27.65,86893,-45790,-12400
2002-01-29,10300.0,9920.0,4546209.0,26.38,332230,-336520,-21190
2002-01-30,9610.0,9450.0,2804180.0,25.13,208030,-69660,-38350
2002-01-31,9610.0,9470.0,2359809.0,25.18,306330,-224790,-12610
2002-02-01,9500.0,9310.0,2184288.0,24.75,199580,-209640,42160
2002-02-04,9110.0,8980.0,1837104.0,23.88,98350,-49710,-34200
2002-02-05,8880.0,9000.0,2282742.0,23.93,156380,-85980,-32230
2002-02-06,8900.0,8960.0,1948182.0,23.82,107180,-72440,-33850
2002-02-07,8860.0,8550.0,2173300.0,22.73,15340,-35740,28850
2002-02-08,8620.0,8730.0,2405428.0,23.21,445160,-178640,-271920
2002-02-14,9050.0,9280.0,3419907.0,24.67,-132866,311490,51836
2002-02-15,9240.0,9200.0,2175999.0,24.46,-30510,27710,42800
2002-02-18,9100.0,9160.0,1855401.0,24.35,13530,70050,-98150
2002-02-19,9180.0,8980.0,2014690.0,23.88,169110,-183880,-100
2002-02-20,8860.0,9220.0,3824120.0,24.52,-6020,60720,-62180
2002-02-21,9450.0,9300.0,2273277.0,24.73,78250,-36990,-37710
2002-02-22,9000.0,9230.0,1578107.0,24.54,-5388,55708,-110
2002-02-25,9230.0,9070.0,1415140.0,24.12,-102910,113270,0
2002-02-26,9150.0,9200.0,2885099.0,24.46,38810,234360,-225700
2002-02-27,9210.0,9620.0,4960954.0,25.58,-156023,234740,46600
2002-02-28,9800.0,9830.0,8862903.0,26.14,-88120,-403750,491510
2002-03-04,10200.0,9730.0,4597696.0,25.87,-69010,-23860,117290
2002-03-05,9890.0,9680.0,4291335.0,25.74,459780,-315600,-16590
2002-03-06,9600.0,9600.0,4474656.0,25.52,189620,-31322,-74640
2002-03-07,9760.0,9310.0,3325678.0,24.75,366467,-293317,60600
2002-03-08,9260.0,9400.0,3348227.0,24.99,145577,-180267,830
2002-03-11,9400.0,9250.0,1927770.0,24.6,45040,-49600,-2140
2002-03-12,9160.0,9180.0,3321994.0,24.41,10760,12740,-82440
2002-03-13,9150.0,9080.0,2672491.0,24.14,-14654,30380,-18396
2002-03-14,9100.0,9300.0,2697566.0,24.73,35610,-36280,23850
2002-03-15,9200.0,9560.0,5121222.0,25.42,-14076,17306,-16200
2002-03-18,9710.0,9460.0,4128024.0,25.15,261774,-226404,260
2002-03-19,9500.0,9890.0,9587675.0,26.3,-504522,501122,98750
2002-03-20,10050.0,9780.0,7110568.0,26.0,210700,-265230,108430
2002-03-21,9650.0,10200.0,9110116.0,27.12,-113310,116940,-14820
2002-03-22,10150.0,9980.0,5154690.0,26.53,-257348,83388,27260
2002-03-25,10050.0,10000.0,7519651.0,26.59,-70860,119980,8360
2002-03-26,9860.0,10300.0,7248950.0,27.39,-950605,-38535,1048830
2002-03-27,10500.0,10200.0,5369542.0,27.12,-594734,240004,228260
2002-03-28,10200.0,9800.0,3711542.0,26.06,41828,-53878,-9350
2002-03-29,9800.0,9540.0,2977051.0,25.37,20630,-29590,50060
2002-04-01,9440.0,9200.0,3266233.0,34.37,327090,-322880,1120
2002-04-02,9210.0,9360.0,2102303.0,34.96,-208650,192970,-6460
2002-04-03,9220.0,9310.0,2318167.0,34.77,212210,-167240,-3800
2002-04-04,9300.0,9660.0,3011681.0,36.08,-139881,243841,-7690
2002-04-08,10150.0,10200.0,10811654.0,38.1,-447200,196140,421640
2002-04-09,10100.0,9770.0,2714970.0,36.49,-180530,155430,-10600
2002-04-10,9770.0,9350.0,2555091.0,34.92,111720,-32480,-78800
2002-04-11,9350.0,9460.0,2049613.0,35.34,222270,-178020,-43910
2002-04-12,9200.0,9800.0,3028989.0,36.6,60470,-160900,103500
2002-04-15,9730.0,9650.0,1662865.0,36.05,-82150,73150,-24240
2002-04-16,9550.0,9800.0,2766181.0,36.6,-203620,84240,122560
2002-04-17,9990.0,9800.0,3749236.0,36.6,-252220,281300,-85300
2002-04-18,9850.0,9710.0,2349623.0,36.27,-104690,32730,76200
2002-04-19,9650.0,9700.0,2500663.0,36.23,-86480,-138350,159280
2002-04-22,9610.0,9300.0,2331502.0,34.74,134270,-4150,-93500
2002-04-23,9210.0,9200.0,1778692.0,34.37,188980,-79220,-42130
2002-04-24,9200.0,9190.0,2243746.0,34.33,77730,-11540,-60310
2002-04-25,9010.0,8620.0,2150691.0,32.2,-78530,68330,-21440
2002-04-26,8500.0,8490.0,1689913.0,31.71,54740,-2000,-54790
2002-04-29,8250.0,7900.0,2022485.0,29.51,185330,-57750,-125430
2002-04-30,7900.0,7790.0,1703543.0,29.1,29600,-47030,-2270
2002-05-02,7890.0,7960.0,2152064.0,29.73,390230,-149100,-240600
2002-05-03,7800.0,7830.0,1624354.0,29.25,86860,-68610,-50000
2002-05-06,7600.0,7500.0,1169610.0,28.02,99820,-113040,-36780
2002-05-07,7310.0,7180.0,2102264.0,26.82,295250,54810,-403720
2002-05-08,7300.0,7470.0,3387924.0,27.9,280060,-23020,-154520
2002-05-09,7840.0,7480.0,2493128.0,27.94,248120,-222920,-29900
2002-05-10,7480.0,7250.0,1335298.0,27.08,73070,-71690,1800
2002-05-13,7200.0,7280.0,1042704.0,27.19,-19890,20930,0
2002-05-14,7350.0,7280.0,1530855.0,27.19,156957,68890,-69590
2002-05-15,7350.0,7600.0,1897655.0,28.39,-475950,529340,-188110
2002-05-16,7550.0,7620.0,1805168.0,28.46,-11510,174080,-144520
2002-05-17,7710.0,7720.0,3221498.0,28.84,239025,62800,-238905
2002-05-20,7780.0,8060.0,4848380.0,30.1,438435,-333770,81580
2002-05-21,8000.0,7520.0,3257584.0,28.09,98670,-83570,-81670
2002-05-22,7390.0,7700.0,1942446.0,28.76,-15775,160250,-100
2002-05-23,7610.0,7350.0,1490172.0,27.45,231475,-204650,-375
2002-05-24,7350.0,7380.0,1240088.0,27.57,-84340,189390,15900
2002-05-27,7300.0,7230.0,899046.0,27.0,121670,-87500,-6450
2002-05-28,7210.0,7310.0,924631.0,27.31,-57740,39340,0
2002-05-29,7180.0,7050.0,1328545.0,26.33,279470,-255110,-6940
2002-05-30,6950.0,6630.0,2118710.0,24.77,744710,-12690,-561630
2002-05-31,6650.0,6460.0,1481204.0,24.13,224600,-96200,-131280
2002-06-03,6400.0,6400.0,2006649.0,23.91,463680,-419620,-172940
2002-06-04,6250.0,6270.0,2081120.0,23.42,596600,-136900,-477740
2002-06-05,6340.0,6300.0,1838371.0,23.53,56300,-63670,-90150
2002-06-07,6190.0,6100.0,2256096.0,22.78,675420,-282520,-689180
2002-06-10,6200.0,6300.0,1600099.0,23.53,2627,132653,50000
2002-06-11,6290.0,6420.0,1543390.0,23.98,153310,-101430,-47740
2002-06-12,6340.0,6530.0,1614984.0,24.39,69167,-30897,-50480
2002-06-14,6480.0,6630.0,2913374.0,24.77,34340,-29340,-2700
2002-06-17,6630.0,6470.0,1327050.0,24.17,58160,-112580,-33080
2002-06-18,6650.0,6460.0,1270396.0,24.13,-11690,36750,-77120
2002-06-19,6330.0,6050.0,1275096.0,22.6,-109920,-125880,-13860
2002-06-20,5920.0,6040.0,1443610.0,22.56,259680,-152960,-4410
2002-06-21,5980.0,6060.0,821240.0,22.64,43940,-27470,-16210
2002-06-24,5860.0,5900.0,889267.0,22.04,-60390,63680,500
2002-06-25,5920.0,5830.0,886438.0,21.78,-128374,112480,-3936
2002-06-26,5670.0,5260.0,1350107.0,19.65,-82510,-98330,152940
2002-06-27,5360.0,5330.0,1151320.0,19.91,103890,97270,-201600
2002-06-28,5500.0,5680.0,1442717.0,21.21,160640,-77550,-62630
2002-07-02,5460.0,5580.0,1132937.0,20.84,279490,-108890,-167930
2002-07-03,5500.0,5730.0,967244.0,21.4,-3280,2830,-260
2002-07-04,5820.0,5750.0,1159516.0,21.48,45980,-50170,-60
2002-07-05,5790.0,6110.0,3088195.0,22.82,-207630,252990,-55700
2002-07-08,6440.0,6210.0,3292475.0,23.2,-74390,-233740,273420
2002-07-09,6300.0,6480.0,1973061.0,24.2,-210550,224940,46840
2002-07-10,6410.0,6540.0,2259562.0,24.43,4480,-54580,23670
2002-07-11,6400.0,6250.0,1577899.0,23.35,157580,-178280,-27450
2002-07-12,6310.0,6360.0,1983611.0,23.75,393130,155710,-551900
2002-07-15,6210.0,6170.0,1619229.0,23.05,216510,4760,0
2002-07-16,6300.0,6550.0,6020650.0,24.46,212730,-163950,21800
2002-07-18,6790.0,6630.0,3821642.0,24.77,-66940,90420,5780
2002-07-19,6500.0,6330.0,2060132.0,23.64,173150,-277290,-23380
2002-07-22,6000.0,5850.0,1773527.0,21.85,-23600,9370,-32870
2002-07-23,5700.0,6110.0,1837270.0,22.82,-25940,105290,20540
2002-07-24,5910.0,6000.0,1143120.0,22.41,-85470,-99590,166150
2002-07-25,6500.0,6130.0,1558290.0,22.9,-48300,38170,90
2002-07-26,6010.0,5960.0,1126552.0,22.26,-11190,23690,-3390
2002-07-29,6000.0,5910.0,1027237.0,22.07,124690,-14290,-167000
2002-07-30,6190.0,6160.0,1804983.0,23.01,47250,49370,-17960
2002-07-31,6200.0,6080.0,949280.0,22.71,59985,-53920,-3945
2002-08-01,6070.0,6000.0,972250.0,22.41,-17765,-70900,46195
2002-08-02,5880.0,5930.0,822385.0,22.15,159750,13720,-79280
2002-08-05,5810.0,5770.0,799975.0,21.55,-39870,10540,29460
2002-08-06,5620.0,5850.0,947030.0,21.85,-280145,280190,-1275
2002-08-07,6010.0,5960.0,1131051.0,22.26,15860,-12860,0
2002-08-08,6020.0,5920.0,869903.0,22.11,246747,-246337,0
2002-08-09,6110.0,6060.0,1681984.0,22.64,-70780,58290,-200
2002-08-12,6060.0,6040.0,850226.0,22.56,-967,15047,-15460
2002-08-13,6030.0,6100.0,735380.0,22.78,-42250,22250,10000
2002-08-14,6010.0,6060.0,772430.0,22.64,-45720,43500,0
2002-08-16,6160.0,6230.0,1332691.0,23.27,-426350,303250,103520
2002-08-19,6310.0,6550.0,7397834.0,24.46,128630,12260,-95310
2002-08-20,6800.0,6850.0,6389057.0,25.59,-345660,449370,15060
2002-08-21,6800.0,7320.0,7280056.0,27.34,234010,-12330,-8080
2002-08-22,7370.0,7100.0,5293625.0,26.52,-47955,138420,8955
2002-08-23,7150.0,7020.0,2725940.0,26.22,124760,58360,-113660
2002-08-26,6530.0,6600.0,5220478.0,24.65,908262,-699900,-207250
2002-08-27,6690.0,6620.0,2685770.0,24.73,10700,-98060,88510
2002-08-28,6500.0,6640.0,2462029.0,24.8,-66950,90120,-52750
2002-08-29,6700.0,6920.0,4387948.0,25.85,-46192,-4830,40342
2002-08-30,6850.0,6930.0,2236077.0,25.88,-49461,85080,-7130
2002-09-02,7000.0,7170.0,3362171.0,26.78,-62101,7751,-17600
2002-09-03,7150.0,6980.0,3547687.0,26.07,174858,-119850,-28500
2002-09-04,6850.0,6790.0,2116770.0,25.36,275439,-229630,-137369
2002-09-05,6830.0,6730.0,1948582.0,25.14,86400,-25920,-55680
2002-09-06,6580.0,6430.0,1595088.0,24.02,195722,-168240,-5040
2002-09-09,6350.0,6020.0,1495794.0,22.49,-46860,-4760,31490
2002-09-10,6050.0,6160.0,1421400.0,23.01,-24330,51950,17100
2002-09-11,6180.0,6290.0,992716.0,23.49,-118740,58380,57900
2002-09-12,6200.0,6500.0,1584388.0,24.28,-116420,64140,42910
2002-09-13,6320.0,6350.0,1157050.0,23.72,-13630,139990,-124460
2002-09-16,6350.0,6220.0,769460.0,23.23,57200,-68530,11700
2002-09-17,6370.0,6490.0,1192928.0,24.24,-3420,110640,-108430
2002-09-18,6270.0,6260.0,896414.0,23.38,249510,-249550,11250
2002-09-19,6220.0,6190.0,906440.0,23.12,17320,-28590,-6480
2002-09-23,6000.0,5900.0,878801.0,22.04,21430,-43610,-6640
2002-09-24,5820.0,5810.0,731891.0,21.7,-69080,49250,-500
2002-09-25,5710.0,5550.0,1173240.0,20.73,131260,60290,-239850
2002-09-26,5650.0,5450.0,1218402.0,20.36,372620,-141350,-230170
2002-09-27,5510.0,5380.0,1197301.0,20.1,257330,24150,-302320
2002-09-30,5210.0,5060.0,945420.0,18.9,69420,-54070,-5560
2002-10-01,4960.0,5240.0,849468.0,19.57,-91260,69260,23520
2002-10-02,5400.0,5140.0,1001380.0,19.2,89980,25770,-95000
2002-10-04,5130.0,5190.0,717830.0,19.39,-74410,93410,-1000
2002-10-07,5080.0,5030.0,737244.0,18.79,104323,-98103,-3230
2002-10-08,4960.0,5090.0,688080.0,19.01,-172080,201040,1890
2002-10-09,5190.0,5010.0,821230.0,18.71,44970,-62780,-500
2002-10-10,4950.0,4780.0,1135347.0,17.85,89267,-79410,-69387
2002-10-11,4950.0,4750.0,898830.0,17.74,166290,-116030,2840
2002-10-14,4900.0,5030.0,2019390.0,18.79,153670,-24740,0
2002-10-15,5100.0,5130.0,1940926.0,19.16,-51230,44130,-6100
2002-10-16,5260.0,5110.0,1744690.0,19.09,-24234,-74420,-76940
2002-10-17,5100.0,5500.0,4175416.0,20.54,18460,52160,-17500
2002-10-18,5650.0,5600.0,3287520.0,20.92,138150,20090,127430
2002-10-21,5560.0,5390.0,1215431.0,20.13,61310,-62430,1120
2002-10-22,5510.0,5230.0,1589302.0,19.53,-61870,-103270,-103030
2002-10-23,5230.0,5510.0,1586584.0,20.58,-140390,96010,41560
2002-10-24,5530.0,5470.0,1838630.0,20.43,255620,-205280,-20000
2002-10-25,5370.0,5380.0,900036.0,20.1,-127900,55380,12500
2002-10-28,5520.0,5650.0,2267086.0,21.1,-36210,94720,-3800
2002-10-29,5580.0,5520.0,1232244.0,20.62,-82424,106714,3400
2002-10-30,5590.0,5400.0,1249650.0,20.17,78170,18050,-16250
2002-10-31,5460.0,5340.0,1033902.0,19.95,12900,27190,6770
2002-11-01,5310.0,5250.0,669980.0,19.61,78040,-23670,-55060
2002-11-04,5360.0,5570.0,1373591.0,20.81,-173040,270490,-41500
2002-11-05,5520.0,5390.0,1036794.0,20.13,174010,-95460,-85000
2002-11-06,5500.0,5600.0,4212326.0,20.92,14132,65868,-43000
2002-11-07,5600.0,5440.0,2436585.0,20.32,262270,-207780,-89750
2002-11-08,5310.0,5400.0,1053707.0,20.17,202340,-110510,4800
2002-11-11,5320.0,5210.0,1111410.0,19.46,88940,-48080,21430
2002-11-12,5070.0,5120.0,1079853.0,19.13,-62730,65910,-2490
2002-11-13,5110.0,5020.0,1097713.0,18.75,113990,-109480,-42680
2002-11-14,4990.0,5050.0,1076282.0,18.86,259120,-237450,51430
2002-11-15,5110.0,4995.0,3677239.0,18.66,445960,-50040,-16000
2002-11-18,4975.0,4810.0,1696202.0,17.97,143150,-84450,-2700
2002-11-19,4760.0,4800.0,1195629.0,17.93,232220,59650,4805
2002-11-20,4740.0,4810.0,1475906.0,17.97,-42740,159270,-107000
2002-11-21,4920.0,4960.0,1912681.0,18.53,-94050,183170,0
2002-11-22,5100.0,5020.0,2405542.0,18.75,-233245,37700,243170
2002-11-25,5050.0,5100.0,1127253.0,19.05,-89340,89010,18180
2002-11-26,5120.0,5080.0,1301620.0,18.98,161790,-127890,1200
2002-11-27,5020.0,5130.0,1234562.0,19.16,84170,21180,-69130
2002-11-28,5270.0,5180.0,2422939.0,19.35,92400,-6360,10200
2002-11-29,5210.0,5240.0,1079194.0,19.57,20690,-15060,-4710
2002-12-02,5240.0,5280.0,1490050.0,19.72,34070,-39130,5080
2002-12-03,5320.0,5350.0,1736739.0,19.98,-174290,159810,13580
2002-12-04,5270.0,5130.0,1540530.0,19.16,-46901,76710,-33979
2002-12-05,5130.0,5200.0,1143131.0,19.42,-180620,154730,18840
2002-12-06,5150.0,5200.0,2585643.0,19.42,4710,-104560,98280
2002-12-09,5200.0,5120.0,1057228.0,19.13,21030,-14840,200
2002-12-10,5050.0,5060.0,1168956.0,18.9,384980,99450,-487910
2002-12-11,5120.0,5000.0,1059400.0,18.68,118010,-115360,-160
2002-12-12,5010.0,5150.0,1289590.0,19.24,-249240,234090,6310
2002-12-13,5100.0,5060.0,813118.0,18.9,258778,-247118,-3400
2002-12-16,5010.0,4990.0,824210.0,18.64,186580,-174100,-8000
2002-12-17,5050.0,5110.0,2017552.0,19.09,-93930,90470,1520
2002-12-18,5070.0,5200.0,1472084.0,19.42,-56310,50790,5810
2002-12-20,5150.0,5120.0,999532.0,19.13,57350,66220,-123260
2002-12-23,5110.0,4920.0,1168327.0,18.38,-158070,147850,-900
2002-12-24,4825.0,4710.0,987174.0,17.59,-17746,16066,60
2002-12-26,4630.0,4585.0,854820.0,17.13,-11870,5300,0
2002-12-27,4510.0,4580.0,928330.0,17.11,140100,-102330,-21590
2002-12-30,4505.0,4520.0,1166411.0,16.88,1190,26320,-24900
2003-01-02,4650.0,4620.0,773281.0,17.26,161150,-149000,-2830
2003-01-03,4730.0,4820.0,1770716.0,18.0,99470,-156520,16600
2003-01-06,4830.0,4900.0,1059109.0,18.3,43543,-41610,187
2003-01-07,4995.0,4710.0,1193400.0,17.59,105536,-98360,-1676
2003-01-08,4700.0,4620.0,902430.0,17.26,235500,5860,-178700
2003-01-09,4560.0,4500.0,858040.0,16.81,245480,-153190,-83130
2003-01-10,4600.0,4420.0,1408690.0,16.51,47830,-19230,-29960
2003-01-13,4395.0,4555.0,616600.0,17.02,-115080,118680,-3390
2003-01-14,4510.0,4530.0,507615.0,16.92,52910,-59250,4960
2003-01-15,4585.0,4480.0,724250.0,16.73,78770,-78600,4100
2003-01-16,4420.0,4450.0,483890.0,16.62,-35808,65388,-29580
2003-01-17,4400.0,4355.0,625200.0,16.27,55460,-58480,1140
2003-01-20,4260.0,4315.0,456824.0,16.12,-57210,8420,47190
2003-01-21,4320.0,4370.0,605128.0,16.32,-19680,-41080,62600
2003-01-22,4290.0,4230.0,641180.0,15.8,12440,-53200,42540
2003-01-23,4200.0,4270.0,809054.0,15.95,-135184,195050,-61121
2003-01-24,4250.0,4055.0,817970.0,15.15,7190,-4920,-1580
2003-01-27,4000.0,3890.0,873271.0,14.53,295295,-289320,1000
2003-01-28,3850.0,3915.0,745649.0,14.62,70290,-75120,16030
2003-01-29,3920.0,3725.0,785510.0,13.91,119230,-111810,-9200
2003-01-30,3730.0,3900.0,1575060.0,14.57,9744,-9444,1580
2003-02-03,3910.0,4070.0,979880.0,15.2,-216720,217240,-340
2003-02-04,4050.0,4130.0,1189710.0,15.43,-131250,157170,-25920
2003-02-05,4080.0,4055.0,513640.0,15.15,-14290,-5350,19540
2003-02-06,4060.0,3955.0,574867.0,14.77,-820,-36350,39140
2003-02-07,3900.0,3840.0,820855.0,14.34,104030,-19550,-3260
2003-02-10,3800.0,3820.0,593710.0,14.27,81290,61230,-142530
2003-02-11,3850.0,3725.0,1191040.0,13.91,321825,-115130,-210000
2003-02-12,3660.0,3750.0,1041752.0,14.01,270370,4320,-274690
2003-02-13,3750.0,3735.0,1652140.0,13.95,206030,30280,-233970
2003-02-14,3705.0,3780.0,1018550.0,14.12,221850,-33440,-186490
2003-02-17,3950.0,4065.0,3133819.0,15.18,305336,77074,-377270
2003-02-18,4080.0,4000.0,1559466.0,14.94,62560,36970,-200
2003-02-19,4120.0,3920.0,1631409.0,14.64,33550,-32620,-2930
2003-02-20,3900.0,4050.0,3428440.0,15.13,-37320,99070,-69760
2003-02-21,4020.0,4010.0,878480.0,14.98,55530,-51860,0
2003-02-24,4040.0,4060.0,1412598.0,15.17,-256030,242590,16880
2003-02-25,3965.0,3850.0,1080070.0,14.38,38910,-45480,-25500
