Symbol,한국타이어월드와이드_시가(원),한국타이어월드와이드_종가(원),한국타이어월드와이드_거래량(주),한국타이어월드와이드_PER(IFRS-연결),한국타이어월드와이드_순매수수량(개인)(주),한국타이어월드와이드_순매수수량(기관계)(주),한국타이어월드와이드_순매수수량(외국인계)(주)
2001-10-10,2140.0,2140.0,597260.0,6.65,-9580,133060,6520
2001-10-11,2180.0,2190.0,1614440.0,6.8,-247220,613100,500
2001-10-12,2235.0,2190.0,1064480.0,6.8,269310,-151090,0
2001-10-15,2190.0,2190.0,622880.0,6.8,-93770,192040,0
2001-10-16,2190.0,2220.0,884500.0,6.9,-64560,165620,0
2001-10-17,2220.0,2225.0,717470.0,6.92,125310,-123440,0
2001-10-18,2200.0,2215.0,423180.0,6.89,-21350,21350,0
2001-10-19,2230.0,2215.0,469950.0,6.89,-109400,108810,0
2001-10-22,2215.0,2210.0,407380.0,6.87,41260,-42260,0
2001-10-23,2220.0,2170.0,1425640.0,6.75,613670,-99600,-545300
2001-10-24,2150.0,2195.0,965170.0,6.82,247260,-252260,0
2001-10-25,2210.0,2230.0,799850.0,6.93,-48510,2350,0
2001-10-26,2245.0,2220.0,764230.0,6.9,-129080,336900,0
2001-10-29,2200.0,2165.0,1111140.0,6.73,459060,32530,-440970
2001-10-30,2145.0,2090.0,1036560.0,6.5,378660,-257880,8800
2001-10-31,2090.0,2110.0,295850.0,6.56,-8680,-1320,0
2001-11-01,2140.0,2125.0,538790.0,6.6,121890,-72480,0
2001-11-02,2125.0,2110.0,729270.0,6.56,169090,-13940,-159840
2001-11-05,2155.0,2200.0,1139120.0,6.84,-75060,76300,0
2001-11-06,2210.0,2205.0,1198940.0,6.85,50150,-51310,1170
2001-11-07,2200.0,2180.0,798980.0,6.78,14400,-3290,1650
2001-11-08,2190.0,2215.0,906750.0,6.89,-102110,96650,-3000
2001-11-09,2290.0,2300.0,2900530.0,7.15,244970,-262620,-600
2001-11-12,2270.0,2320.0,1088790.0,7.21,-80550,62480,-30
2001-11-13,2315.0,2265.0,759130.0,7.04,-77650,92690,-38180
2001-11-14,2300.0,2380.0,2556030.0,7.4,139710,-305690,225670
2001-11-15,2380.0,2390.0,1517340.0,7.43,-19540,61540,16460
2001-11-16,2400.0,2460.0,1214550.0,7.65,-382660,372760,2740
2001-11-19,2500.0,2480.0,1683060.0,7.71,-118770,118230,2520
2001-11-20,2520.0,2510.0,5803510.0,7.8,206700,-595450,438760
2001-11-21,2520.0,2490.0,1536920.0,7.74,-241850,270600,-810
2001-11-22,2490.0,2580.0,1699850.0,8.02,-37740,44820,-3740
2001-11-23,2530.0,2575.0,1387940.0,8.0,-235300,274500,0
2001-11-26,2580.0,2640.0,2502210.0,8.2,362390,-376000,-2880
2001-11-27,2660.0,2600.0,1766720.0,8.08,-281790,240860,4240
2001-11-28,2560.0,2420.0,1422810.0,7.52,-400110,63590,347190
2001-11-29,2440.0,2570.0,2046200.0,7.99,-59940,-65430,131070
2001-11-30,2610.0,2580.0,1592410.0,8.02,135480,-132950,540
2001-12-03,2580.0,2595.0,1140720.0,8.07,119550,-118110,5560
2001-12-04,2580.0,2550.0,886510.0,7.93,8070,-14800,7760
2001-12-05,2570.0,2560.0,1647510.0,7.96,-89920,66530,21450
2001-12-06,2610.0,2540.0,1563040.0,7.9,51960,-49580,-7760
2001-12-07,2540.0,2635.0,1283770.0,8.19,-166330,127270,34080
2001-12-10,2660.0,2650.0,3733840.0,8.24,559540,-156610,-209040
2001-12-11,2700.0,2670.0,1625660.0,8.3,37880,26640,110000
2001-12-12,2700.0,2595.0,1396130.0,8.07,18910,32320,48150
2001-12-13,2510.0,2510.0,2182470.0,7.8,653170,-519450,-1750
2001-12-14,2500.0,2430.0,1515740.0,7.55,672020,-151040,-515850
2001-12-17,2430.0,2360.0,757700.0,7.34,41640,-44160,-2820
2001-12-18,2380.0,2400.0,1469860.0,7.46,-266710,252740,14390
2001-12-19,2400.0,2335.0,656470.0,7.26,89700,540,-91410
2001-12-20,2380.0,2420.0,562330.0,7.52,-40390,43500,-4000
2001-12-21,2380.0,2380.0,778090.0,7.4,8200,-146320,-37150
2001-12-24,2390.0,2400.0,531360.0,7.46,-14610,34730,-21930
2001-12-26,2420.0,2460.0,1027630.0,7.65,36940,-43170,0
2001-12-27,2400.0,2390.0,581430.0,7.43,13330,-13450,1700
2001-12-28,2430.0,2470.0,965700.0,7.68,-133980,8500,120000
2002-01-02,2480.0,2490.0,956473.0,6.16,61319,152171,-215490
2002-01-03,2490.0,2435.0,766815.0,6.02,-114167,105127,0
2002-01-04,2480.0,2400.0,1540583.0,5.93,582410,-591990,2310
2002-01-07,2500.0,2505.0,2337303.0,6.19,34507,-5177,-1700
2002-01-08,2500.0,2500.0,1264052.0,6.18,104580,-106810,-1020
2002-01-09,2500.0,2465.0,1111980.0,6.1,197906,-183136,10
2002-01-10,2480.0,2480.0,2149615.0,6.13,180880,-169800,-10
2002-01-11,2540.0,2440.0,1368644.0,6.03,55095,-166615,10
2002-01-14,2440.0,2555.0,2497583.0,6.32,-259360,-65860,323600
2002-01-15,2580.0,2500.0,1271322.0,6.18,-62340,-141240,208540
2002-01-16,2540.0,2505.0,1219262.0,6.19,-23640,5310,1000
2002-01-17,2490.0,2525.0,1310631.0,6.24,-248995,-50155,283990
2002-01-18,2525.0,2570.0,2455160.0,6.36,-76310,41410,27970
2002-01-21,2570.0,2595.0,1120928.0,6.42,86089,89981,-188900
2002-01-22,2600.0,2530.0,1605361.0,6.26,132240,-137100,-1650
2002-01-23,2500.0,2560.0,1110005.0,6.33,-121540,133680,6030
2002-01-24,2580.0,2840.0,9194830.0,7.02,-1262070,414790,680420
2002-01-25,2900.0,2870.0,5804666.0,7.1,-182870,120020,32560
2002-01-28,2930.0,2880.0,4806113.0,7.12,608620,-568530,0
2002-01-29,2860.0,2800.0,2137570.0,6.93,-125110,77130,4360
2002-01-30,2690.0,2700.0,1654314.0,6.68,90500,-28540,-1690
2002-01-31,2750.0,2695.0,1339563.0,6.67,126220,-126690,7730
2002-02-01,2700.0,2670.0,1328349.0,6.6,19720,-28560,0
2002-02-04,2630.0,2660.0,801990.0,6.58,5600,-3710,-10
2002-02-05,2610.0,2625.0,1063331.0,6.49,-71474,65444,0
2002-02-06,2650.0,2700.0,1870542.0,6.68,179441,-176351,12860
2002-02-07,2705.0,2650.0,2826208.0,6.55,-46080,-155500,166590
2002-02-08,2690.0,2780.0,1841370.0,6.88,-196966,197706,0
2002-02-14,2850.0,2910.0,3286100.0,7.2,-194520,334580,-52920
2002-02-15,2870.0,2860.0,1694330.0,7.07,-110420,183220,10200
2002-02-18,2850.0,2920.0,3282270.0,7.22,553420,-331500,0
2002-02-19,2955.0,2890.0,1921192.0,7.15,-36130,22690,0
2002-02-20,2860.0,2860.0,1760155.0,7.07,-114070,106120,0
2002-02-21,2890.0,3020.0,3918087.0,7.47,-217480,235310,0
2002-02-22,2970.0,2950.0,1405769.0,7.3,-175530,171450,200
2002-02-25,3010.0,3085.0,3723228.0,7.63,49143,-35413,0
2002-02-26,3140.0,3090.0,2318125.0,7.64,-140900,120360,-19750
2002-02-27,3080.0,3065.0,2504641.0,7.58,-79427,-8523,35500
2002-02-28,3065.0,3145.0,2726069.0,7.78,-356840,-33360,321340
2002-03-04,3235.0,3120.0,2180520.0,7.72,14410,222380,2070
2002-03-05,3140.0,3005.0,2806107.0,7.43,161140,-58710,-70010
2002-03-06,3000.0,3000.0,2735635.0,7.42,125979,761301,-884230
2002-03-07,3035.0,3005.0,1563270.0,7.43,-324100,2730,306500
2002-03-08,3000.0,3020.0,1653169.0,7.47,-260090,93350,157700
2002-03-11,3050.0,3020.0,1365228.0,7.47,-205080,131290,49380
2002-03-12,2815.0,3015.0,9700843.0,7.46,-774930,-44450,850740
2002-03-13,3015.0,3025.0,3405770.0,7.48,-344210,53310,291900
2002-03-14,3095.0,3055.0,4011199.0,7.56,1252289,-1804109,412170
2002-03-15,3055.0,3270.0,5604320.0,8.09,-316660,-11640,377960
2002-03-18,3395.0,3300.0,4371644.0,8.16,-171524,68374,65800
2002-03-19,3350.0,3310.0,2113793.0,8.19,-140130,92820,18000
2002-03-20,3330.0,3190.0,2400813.0,7.89,-210100,103890,109600
2002-03-21,3180.0,3365.0,2894250.0,8.32,-108110,97990,-7960
2002-03-22,3350.0,3380.0,2129144.0,8.36,-259584,274034,1650
2002-03-25,3530.0,3385.0,2707602.0,8.37,-28830,16950,16400
2002-03-26,3330.0,3270.0,1650902.0,8.09,29224,-55434,19320
2002-03-27,3380.0,3300.0,1113962.0,8.16,-65120,45840,10360
2002-03-28,3250.0,3200.0,1531728.0,7.92,-53970,48410,1470
2002-03-29,3210.0,3240.0,1043895.0,8.01,-95960,73200,0
2002-04-01,3210.0,3060.0,1572213.0,7.57,87610,-102650,0
2002-04-02,3005.0,3090.0,1512060.0,7.64,-25540,14290,16780
2002-04-03,3050.0,3130.0,1107930.0,7.74,-126230,-25930,168000
2002-04-04,3130.0,3395.0,4147225.0,8.4,-226062,-149068,395170
2002-04-08,3400.0,3500.0,5045962.0,8.66,-344310,71580,276860
2002-04-09,3530.0,3510.0,2305540.0,8.68,-335690,82100,251390
2002-04-10,3500.0,3430.0,2092396.0,8.49,57890,-63040,25140
2002-04-11,3320.0,3390.0,1799610.0,8.39,239440,-187820,-46430
2002-04-12,3240.0,3285.0,1289359.0,8.13,84870,-83960,-40
2002-04-15,3280.0,3330.0,1157454.0,8.24,49040,400,-53400
2002-04-16,3330.0,3280.0,1146531.0,8.11,25340,-72560,22800
2002-04-17,3310.0,3400.0,2955734.0,8.41,-690,9670,5520
2002-04-18,3450.0,3470.0,2470259.0,8.58,-195320,137080,52340
2002-04-19,3590.0,3500.0,3833023.0,8.66,8520,-22760,0
2002-04-22,3450.0,3365.0,1682303.0,8.32,-73420,97440,6180
2002-04-23,3390.0,3360.0,1519194.0,8.31,90080,-54160,160
2002-04-24,3350.0,3260.0,1286878.0,8.06,-37090,35510,-1180
2002-04-25,3215.0,3095.0,1287738.0,7.66,-116230,105660,2090
2002-04-26,3090.0,3110.0,1083795.0,7.69,208150,-99810,-113220
2002-04-29,3050.0,2890.0,1369230.0,7.15,75400,9240,-93530
2002-04-30,2890.0,2765.0,1640047.0,6.84,302020,31850,-323350
2002-05-02,2850.0,2840.0,1433338.0,7.02,397010,-41490,-355000
2002-05-03,2800.0,2850.0,1167926.0,7.05,104470,-109440,0
2002-05-06,2850.0,2800.0,927501.0,6.93,121590,-79420,-34250
2002-05-07,2750.0,2770.0,726990.0,6.85,-9550,18530,-450
2002-05-08,2840.0,2860.0,1451210.0,7.07,-115180,89350,23510
2002-05-09,2950.0,2805.0,1518130.0,6.94,102920,-96160,-13750
2002-05-10,2805.0,2750.0,1032483.0,6.8,65800,26850,-100000
2002-05-13,2750.0,2740.0,741183.0,6.78,71400,30190,-100000
2002-05-14,2785.0,2710.0,2204440.0,6.7,-20260,79410,-72320
2002-05-15,2760.0,2885.0,3083240.0,7.14,-222460,196010,15030
2002-05-16,2850.0,2825.0,876402.0,6.99,-112730,111440,0
2002-05-17,2850.0,2880.0,1080918.0,7.12,-169330,163340,-6150
2002-05-20,2895.0,2840.0,755221.0,7.02,217370,-179760,-32660
2002-05-21,2800.0,2725.0,917649.0,6.74,112402,-130160,-2452
2002-05-22,2725.0,2730.0,868271.0,6.75,-60150,59440,-100
2002-05-23,2700.0,2640.0,1172863.0,6.53,291109,-160160,-118009
2002-05-24,2650.0,2620.0,720321.0,6.48,-161020,161010,-2400
2002-05-27,2600.0,2515.0,738248.0,6.22,-34900,43950,0
2002-05-28,2520.0,2520.0,764260.0,6.23,-6880,12420,0
2002-05-29,2500.0,2450.0,657070.0,6.06,191830,-185910,0
2002-05-30,2405.0,2460.0,372475.0,6.08,-61830,61660,-960
2002-05-31,2410.0,2400.0,491602.0,5.93,-4120,30120,-27900
2002-06-03,2360.0,2395.0,561068.0,5.92,121860,4130,-125460
2002-06-04,2360.0,2390.0,441564.0,5.91,7270,-66810,58130
2002-06-05,2420.0,2425.0,427618.0,6.0,-37180,-1890,0
2002-06-07,2440.0,2485.0,688010.0,6.15,32110,-150300,161170
2002-06-10,2500.0,2540.0,564740.0,6.28,-140100,100940,21210
2002-06-11,2540.0,2490.0,372293.0,6.16,82660,-92950,11790
2002-06-12,2455.0,2500.0,601040.0,6.18,48710,-15050,-19940
2002-06-14,2470.0,2480.0,352630.0,6.13,34750,-6630,0
2002-06-17,2520.0,2450.0,341470.0,6.06,105930,-101510,-4440
2002-06-18,2500.0,2480.0,324270.0,6.13,-81470,51540,29090
2002-06-19,2480.0,2400.0,516140.0,5.93,-128970,-82030,170320
2002-06-20,2410.0,2455.0,664370.0,6.07,-62880,-80780,182470
2002-06-21,2390.0,2480.0,393890.0,6.13,-82500,-15910,119910
2002-06-24,2470.0,2590.0,735490.0,6.41,-196070,97670,97980
2002-06-25,2610.0,2480.0,788020.0,6.13,-26153,54810,-27767
2002-06-26,2425.0,2400.0,826017.0,5.93,-296680,50120,250050
2002-06-27,2410.0,2390.0,530210.0,5.91,66300,-28310,-39810
2002-06-28,2445.0,2460.0,797085.0,6.08,243160,-41540,-201620
2002-07-02,2430.0,2430.0,817993.0,6.01,19450,-114480,97510
2002-07-03,2420.0,2435.0,802250.0,6.02,288170,55390,-344400
2002-07-04,2450.0,2680.0,3103421.0,6.63,-341990,-155870,-160590
2002-07-05,2630.0,2625.0,1763552.0,6.49,-101920,281940,-182920
2002-07-08,2695.0,2600.0,1276420.0,6.43,103120,-225300,0
2002-07-09,2650.0,2680.0,907149.0,6.63,-192153,180343,15350
2002-07-10,2650.0,2635.0,623740.0,6.52,42700,-42990,0
2002-07-11,2560.0,2500.0,715997.0,6.18,180710,-176810,-1560
2002-07-12,2560.0,2600.0,603807.0,6.43,-173030,160510,0
2002-07-15,2620.0,2650.0,1504440.0,6.55,-251413,-1930,243903
2002-07-16,2650.0,2710.0,3386970.0,6.7,-255830,-318030,596510
2002-07-18,2730.0,2650.0,810358.0,6.55,-123380,84400,-1080
2002-07-19,2640.0,2540.0,1000492.0,6.28,261640,-247010,-3630
2002-07-22,2440.0,2360.0,974880.0,5.84,105920,-89880,-19120
2002-07-23,2340.0,2480.0,862260.0,6.13,-344080,102290,250000
2002-07-24,2450.0,2590.0,2288140.0,6.41,-522130,-311700,943370
2002-07-25,2650.0,2510.0,1141700.0,6.21,31400,-96360,62130
2002-07-26,2505.0,2410.0,700933.0,5.96,-32310,34310,0
2002-07-29,2420.0,2420.0,421270.0,5.98,28970,-28970,0
2002-07-30,2470.0,2545.0,604234.0,6.29,-79540,71900,0
2002-07-31,2550.0,2460.0,459745.0,6.08,134400,-118180,-9560
2002-08-01,2480.0,2420.0,433478.0,5.98,74380,-63750,-8460
2002-08-02,2390.0,2390.0,585412.0,5.91,182540,37250,-222130
2002-08-05,2420.0,2335.0,466470.0,5.77,62150,-51420,-10120
2002-08-06,2300.0,2335.0,733980.0,5.77,-171770,280980,-115180
2002-08-07,2390.0,2350.0,545510.0,5.81,220460,-3460,-217000
2002-08-08,2350.0,2330.0,527475.0,5.76,239660,-212430,-27910
2002-08-09,2370.0,2340.0,527720.0,5.79,95610,-96440,0
2002-08-12,2350.0,2345.0,306214.0,5.8,-20070,18410,0
2002-08-13,2360.0,2420.0,1348406.0,5.98,297990,-109000,-188990
2002-08-14,2410.0,2425.0,1179180.0,6.0,-40320,43180,-6380
2002-08-16,2455.0,2400.0,596265.0,5.93,200,11820,3540
2002-08-19,2380.0,2395.0,380201.0,5.92,22820,-34170,11740
2002-08-20,2425.0,2435.0,655450.0,6.02,-210220,202420,0
2002-08-21,2405.0,2450.0,424371.0,6.06,-69130,68560,0
2002-08-22,2470.0,2500.0,1086619.0,6.18,-98480,-48780,150100
2002-08-23,2520.0,2510.0,938210.0,6.21,-187570,61580,120900
2002-08-26,2490.0,2495.0,349595.0,6.17,-70520,68660,-870
2002-08-27,2495.0,2440.0,534850.0,6.03,213140,-210790,0
2002-08-28,2410.0,2430.0,532144.0,6.01,122030,98740,-210000
2002-08-29,2425.0,2415.0,490307.0,5.97,203946,-48360,-156366
2002-08-30,2405.0,2420.0,847041.0,5.98,398460,-166830,-250000
2002-09-02,2440.0,2445.0,983903.0,6.05,425076,-67016,-262460
2002-09-03,2455.0,2420.0,614600.0,5.98,21380,-28290,-30
2002-09-04,2395.0,2360.0,776045.0,5.84,-39300,-133010,1350
2002-09-05,2405.0,2370.0,597660.0,5.86,76190,-54610,-2000
2002-09-06,2390.0,2330.0,513540.0,5.76,86250,-52840,0
2002-09-09,2340.0,2270.0,458150.0,5.61,-28880,28880,0
2002-09-10,2270.0,2300.0,347034.0,5.69,11631,48349,5820
2002-09-11,2300.0,2330.0,301562.0,5.76,-27710,37250,0
2002-09-12,2330.0,2445.0,1033643.0,6.05,-186690,84060,244250
2002-09-13,2390.0,2340.0,428806.0,5.79,134800,-125170,-9250
2002-09-16,2360.0,2325.0,304751.0,5.75,26320,-70170,0
2002-09-17,2360.0,2380.0,317505.0,5.89,-111550,102050,0
2002-09-18,2330.0,2305.0,683080.0,5.7,398070,-214530,-284650
2002-09-19,2310.0,2320.0,244450.0,5.74,-14370,3070,7010
2002-09-23,2300.0,2260.0,397640.0,5.59,55880,-57000,0
2002-09-24,2190.0,2200.0,353350.0,5.44,-6460,26030,-1020
2002-09-25,2180.0,2135.0,438660.0,5.28,96220,66050,-163990
2002-09-26,2200.0,2150.0,282838.0,5.32,57180,-61530,3050
2002-09-27,2160.0,2130.0,363510.0,5.27,3970,-23790,18300
2002-09-30,2120.0,2080.0,378936.0,5.15,40080,-52310,9600
2002-10-01,2060.0,2105.0,299977.0,5.21,-19250,4770,2410
2002-10-02,2165.0,2150.0,299860.0,5.32,-30970,17720,14960
2002-10-04,2110.0,2160.0,246560.0,5.34,-67370,70400,-3030
2002-10-07,2140.0,2080.0,382584.0,5.15,120710,-116040,0
2002-10-08,2050.0,2130.0,307210.0,5.27,-170180,169830,-380
2002-10-09,2155.0,2120.0,335840.0,5.25,45270,-73690,-50
2002-10-10,2085.0,2030.0,744812.0,5.02,-106630,-93580,194410
2002-10-11,2085.0,2045.0,456397.0,5.06,7580,-108860,107700
2002-10-14,2065.0,2100.0,465520.0,5.2,-6580,-31810,34860
2002-10-15,2120.0,2160.0,702318.0,5.34,-86740,-25740,111750
2002-10-16,2200.0,2130.0,623643.0,5.27,-11257,-47000,110580
2002-10-17,2130.0,2200.0,542079.0,5.44,-132890,650,125000
2002-10-18,2260.0,2240.0,712219.0,5.54,42560,-9730,13190
2002-10-21,2220.0,2200.0,365620.0,5.44,17640,-15450,0
2002-10-22,2250.0,2150.0,279322.0,5.32,-180,-13070,5460
2002-10-23,2140.0,2275.0,763277.0,5.63,-357510,200440,118400
2002-10-24,2280.0,2195.0,470610.0,5.43,210640,-199760,-1500
2002-10-25,2175.0,2200.0,258034.0,5.44,-82180,62660,12160
2002-10-28,2245.0,2240.0,506726.0,5.54,43850,8130,-2700
2002-10-29,2240.0,2260.0,441074.0,5.59,-15480,10540,2000
2002-10-30,2270.0,2205.0,293460.0,5.45,54520,-46320,0
2002-10-31,2220.0,2205.0,257600.0,5.45,-22560,12420,8680
2002-11-01,2200.0,2190.0,267307.0,5.41,-5970,-34000,40010
2002-11-04,2210.0,2450.0,5707273.0,6.06,-753210,131720,751200
2002-11-05,2475.0,2390.0,1179244.0,5.91,119060,-119430,1000
2002-11-06,2495.0,2475.0,2683840.0,6.12,-285450,114860,155400
2002-11-07,2500.0,2405.0,980811.0,5.95,270000,-59810,-184840
2002-11-08,2330.0,2350.0,913719.0,5.81,227346,-82726,-144180
2002-11-11,2310.0,2330.0,648493.0,5.76,58680,-68020,13580
2002-11-12,2300.0,2350.0,599724.0,5.81,-30150,29030,930
2002-11-13,2350.0,2320.0,865324.0,5.74,131150,-90810,-34020
2002-11-14,2320.0,2360.0,1516280.0,5.84,-21610,-19510,41910
2002-11-15,2420.0,2410.0,877194.0,5.96,13668,-17298,2530
2002-11-18,2450.0,2400.0,909760.0,5.93,-148490,-10510,147240
2002-11-19,2400.0,2405.0,691343.0,5.95,-64600,58390,5820
2002-11-20,2405.0,2435.0,490140.0,6.02,-147060,155940,0
2002-11-21,2480.0,2440.0,652105.0,6.03,-197310,180490,0
2002-11-22,2490.0,2400.0,646466.0,5.93,20110,35420,-62220
2002-11-25,2400.0,2430.0,436740.0,6.01,-108241,79591,15480
2002-11-26,2450.0,2400.0,477206.0,5.93,94280,-90750,-1690
2002-11-27,2400.0,2530.0,2309675.0,6.26,-480910,212180,266000
2002-11-28,2560.0,2570.0,1345530.0,6.36,-303580,130940,175050
2002-11-29,2520.0,2610.0,1277430.0,6.45,-97872,66182,9510
2002-12-02,2620.0,2610.0,610485.0,6.45,37600,-43560,8110
2002-12-03,2580.0,2585.0,639057.0,6.39,-57620,46990,9270
2002-12-04,2560.0,2520.0,745070.0,6.23,-102880,34610,21920
2002-12-05,2510.0,2555.0,479353.0,6.32,-142555,160355,-780
2002-12-06,2510.0,2525.0,572838.0,6.24,123858,-102128,-2080
2002-12-09,2500.0,2490.0,495870.0,6.16,70720,-49470,0
2002-12-10,2460.0,2485.0,498277.0,6.15,-25810,9840,14840
2002-12-11,2505.0,2480.0,326512.0,6.13,63860,-80850,17540
2002-12-12,2490.0,2645.0,846460.0,6.54,-227150,214970,-4400
2002-12-13,2580.0,2600.0,1110140.0,6.43,125530,-455700,339340
2002-12-16,2565.0,2520.0,603231.0,6.23,349960,-331480,-9700
2002-12-17,2550.0,2550.0,383063.0,6.31,-70687,61637,3300
2002-12-18,2490.0,2550.0,461220.0,6.31,-1888,-6772,9440
2002-12-20,2525.0,2535.0,435357.0,6.27,-46460,83530,-46950
2002-12-23,2535.0,2500.0,614450.0,6.18,-158810,129790,20820
2002-12-24,2490.0,2390.0,665316.0,5.91,59992,-88452,24720
2002-12-26,2380.0,2420.0,402316.0,5.98,-57794,45130,14044
2002-12-27,2340.0,2310.0,439450.0,5.71,66860,-45200,-17300
2002-12-30,2280.0,2205.0,458070.0,5.45,-171300,109140,61800
2003-01-02,2215.0,2230.0,314784.0,2.27,155760,-146400,-4420
2003-01-03,2285.0,2295.0,583863.0,2.33,218030,-202550,-310
2003-01-06,2290.0,2310.0,274108.0,2.35,8840,-55120,50480
2003-01-07,2340.0,2240.0,453252.0,2.28,102900,-115370,22220
2003-01-08,2230.0,2260.0,418986.0,2.3,-51060,-18180,79300
2003-01-09,2260.0,2200.0,661350.0,2.24,143470,-138570,15900
2003-01-10,2250.0,2245.0,654242.0,2.28,-144632,68190,40990
2003-01-13,2230.0,2310.0,349102.0,2.35,-130980,121790,520
2003-01-14,2310.0,2295.0,261570.0,2.33,46900,-52010,780
2003-01-15,2280.0,2300.0,358195.0,2.34,28820,-41430,16190
2003-01-16,2265.0,2290.0,253553.0,2.33,-70440,31850,37860
2003-01-17,2295.0,2290.0,621485.0,2.33,-62450,33500,31700
2003-01-20,2270.0,2300.0,385131.0,2.34,-28720,23830,4880
2003-01-21,2330.0,2410.0,2107985.0,2.45,-378815,61445,324090
2003-01-22,2420.0,2470.0,2028246.0,2.51,-649119,140439,524120
2003-01-23,2510.0,2610.0,2702402.0,2.65,-697740,137360,508230
2003-01-24,2645.0,2500.0,1050530.0,2.54,-230938,174290,-6352
2003-01-27,2430.0,2450.0,744968.0,2.49,-197960,79050,74000
2003-01-28,2405.0,2570.0,1659435.0,2.61,-238322,226172,-47390
2003-01-29,2660.0,2755.0,8336381.0,2.8,-1149140,-169950,1360810
2003-01-30,2840.0,2820.0,1839179.0,2.87,-866121,259141,456980
2003-02-03,2770.0,2835.0,1050460.0,2.88,-631720,589870,-4140
2003-02-04,2800.0,2790.0,650317.0,2.84,-67050,126360,-58630
2003-02-05,2750.0,2700.0,633908.0,2.74,11809,-69209,51720
2003-02-06,2710.0,2720.0,717121.0,2.76,-327840,126530,151460
2003-02-07,2760.0,2870.0,1934731.0,2.92,-334690,41300,341800
2003-02-10,2900.0,2900.0,1753550.0,2.95,-577660,276520,299300
2003-02-11,2905.0,2710.0,1529478.0,2.75,27430,138390,-175320
2003-02-12,2710.0,2790.0,1100380.0,2.84,-202600,211510,-23910
2003-02-13,2790.0,2700.0,922037.0,2.74,-138560,60330,74960
2003-02-14,2675.0,2700.0,537530.0,2.74,-19200,-156830,176650
2003-02-17,2765.0,2780.0,638594.0,2.83,10297,-53045,23150
2003-02-18,2800.0,2730.0,2177113.0,2.77,145540,-125670,-28050
2003-02-19,2800.0,2760.0,1405370.0,2.81,-26660,-96670,123620
2003-02-20,2760.0,2870.0,1564008.0,2.92,-460680,386070,7250
2003-02-21,2865.0,2900.0,868233.0,2.95,-216830,93790,3450
2003-02-24,2910.0,2895.0,578661.0,2.94,-136450,130550,11610
2003-02-25,2885.0,2840.0,339980.0,2.89,-28120,-8430,1550
2003-02-26,2880.0,2720.0,1001707.0,2.76,391100,-111260,-342090
2003-02-27,2680.0,2700.0,521070.0,2.74,-42660,4180,-5660
2003-02-28,2740.0,2605.0,436772.0,2.65,117332,-116232,7400
2003-03-03,2580.0,2680.0,301900.0,2.72,-147670,143490,4180
2003-03-04,2630.0,2600.0,266622.0,2.64,106380,-125370,2990
2003-03-05,2570.0,2505.0,493300.0,2.55,-73650,30730,36900
2003-03-06,2565.0,2560.0,832412.0,2.6,-139830,-35460,201430
