Symbol,S-Oil_시가(원),S-Oil_종가(원),S-Oil_거래량(주),S-Oil_PER(IFRS-연결),S-Oil_순매수수량(개인)(주),S-Oil_순매수수량(기관계)(주),S-Oil_순매수수량(외국인계)(주)
2001-10-18,40000.0,40250.0,59460.0,427.55,-740,-5560,-10110
2001-10-19,40250.0,40350.0,27870.0,428.62,-2860,10370,-14490
2001-10-22,40350.0,40250.0,42860.0,427.55,6030,-5190,-20990
2001-10-23,40250.0,40650.0,96240.0,431.8,4030,15510,-56800
2001-10-24,40650.0,40500.0,64310.0,430.21,38970,-12730,-26240
2001-10-25,40500.0,40000.0,87650.0,424.9,59220,-21910,-35220
2001-10-26,40000.0,40250.0,82290.0,427.55,55300,-14030,-40950
2001-10-29,40100.0,40950.0,72890.0,434.99,9010,-880,-43080
2001-10-30,41000.0,40800.0,14570.0,433.4,1930,1720,-7740
2001-10-31,40500.0,40550.0,36730.0,430.74,-4740,10970,-21370
2001-11-01,40950.0,40700.0,45740.0,432.33,8150,-19030,-6560
2001-11-02,41000.0,41250.0,38750.0,438.18,-1010,7610,-13950
2001-11-05,41300.0,41600.0,61570.0,441.9,7060,17190,-47350
2001-11-06,41600.0,41600.0,194260.0,441.9,13410,27420,-48720
2001-11-07,41600.0,41550.0,103450.0,441.36,9400,-14960,630
2001-11-08,41950.0,41400.0,189450.0,439.77,65460,3310,-43250
2001-11-09,41400.0,41450.0,337790.0,440.3,31120,-20460,-126490
2001-11-12,41400.0,41300.0,95960.0,438.71,73610,10170,-13780
2001-11-13,41600.0,41350.0,89510.0,439.24,4950,21430,-31690
2001-11-14,41550.0,43500.0,63620.0,462.08,3020,-2440,-5940
2001-11-15,43000.0,42800.0,91660.0,454.64,-11060,47640,-34440
2001-11-16,42500.0,44500.0,69090.0,472.7,-9670,43760,-30060
2001-11-19,42900.0,43000.0,131160.0,456.77,21650,36670,-61730
2001-11-20,43000.0,41800.0,225820.0,444.02,27330,16540,-48380
2001-11-21,41850.0,43800.0,89060.0,465.26,-16820,22850,-9210
2001-11-22,44700.0,43500.0,29910.0,462.08,8700,-8750,-1310
2001-11-23,43450.0,44000.0,149180.0,467.39,40,28800,-31690
2001-11-26,44000.0,44400.0,188570.0,471.64,35430,55540,-107300
2001-11-27,44400.0,44350.0,142240.0,471.11,-1910,59140,-66550
2001-11-28,44250.0,43000.0,237690.0,456.77,116120,40770,-168140
2001-11-29,43000.0,43000.0,0.0,456.77,0,0,0
2001-11-30,43000.0,43000.0,0.0,456.77,0,0,0
2001-12-03,21500.0,21550.0,534040.0,457.83,343850,-146400,-236460
2001-12-04,21900.0,20800.0,406190.0,441.9,84900,-15130,-70270
2001-12-05,21400.0,21700.0,323670.0,461.02,-87250,147640,-49500
2001-12-06,22000.0,21700.0,514110.0,461.02,99480,16510,-101810
2001-12-07,21900.0,22950.0,226920.0,487.57,-72450,99870,-32140
2001-12-10,23600.0,21750.0,192550.0,462.08,48550,-41400,-5500
2001-12-11,22000.0,22350.0,158450.0,474.82,36860,-11860,-32910
2001-12-12,22900.0,22750.0,193260.0,483.32,-26280,-18460,32480
2001-12-13,21800.0,21550.0,664750.0,457.83,390720,-349590,6350
2001-12-14,21550.0,21700.0,372960.0,461.02,77960,-72470,2780
2001-12-17,21900.0,21050.0,117100.0,447.21,9070,-2540,-18230
2001-12-18,21050.0,21950.0,156680.0,466.33,-51070,16520,11880
2001-12-19,21950.0,22100.0,420210.0,469.51,-37810,26530,-1060
2001-12-20,22200.0,22500.0,192180.0,478.01,-56780,34260,-5320
2001-12-21,22450.0,22000.0,198020.0,467.39,98010,-81070,-11130
2001-12-24,22000.0,22150.0,114840.0,470.58,-29770,39330,-16420
2001-12-26,22300.0,22100.0,102830.0,469.51,5920,-4470,-2000
2001-12-27,20300.0,21200.0,185640.0,450.39,-9020,10280,1300
2001-12-28,21500.0,21900.0,155640.0,465.26,-61310,47430,0
2002-01-02,21900.0,22050.0,187660.0,131.07,-10740,78820,-68490
2002-01-03,22100.0,21400.0,185794.0,127.21,14604,32896,-49510
2002-01-04,21850.0,21500.0,167186.0,127.8,-16094,44674,-14460
2002-01-07,22100.0,21600.0,200354.0,128.4,30130,-13150,3000
2002-01-08,21900.0,21200.0,91920.0,126.02,29610,-23760,-7720
2002-01-09,21200.0,21000.0,201100.0,124.83,124880,-113240,-17020
2002-01-10,21000.0,19550.0,282750.0,116.21,136060,-164210,7200
2002-01-11,20000.0,21350.0,286640.0,126.91,-20000,-37450,0
2002-01-14,21000.0,21000.0,117370.0,124.83,27350,-8680,-26680
2002-01-15,20950.0,20950.0,215230.0,124.53,52960,-105090,44540
2002-01-16,21000.0,20950.0,100210.0,124.53,-18580,7690,10320
2002-01-17,20950.0,21200.0,168610.0,126.02,-68430,83880,-17720
2002-01-18,21700.0,21400.0,168980.0,127.21,18020,-22320,3390
2002-01-21,21400.0,21150.0,115670.0,125.72,-16530,62840,-50600
2002-01-22,21500.0,21200.0,117554.0,126.02,68114,-32184,-24190
2002-01-23,21200.0,21200.0,127900.0,126.02,-31180,59810,-17690
2002-01-24,21550.0,21900.0,202800.0,130.18,-75180,106460,7540
2002-01-25,22000.0,22900.0,256450.0,136.12,-101570,77260,24580
2002-01-28,24200.0,24250.0,106440.0,144.15,-15830,5040,10020
2002-01-29,24950.0,25800.0,164320.0,153.36,-33880,78680,-50160
2002-01-30,25800.0,23100.0,153550.0,137.31,73240,12000,-84300
2002-01-31,23900.0,22550.0,234990.0,134.04,126600,-89840,-29730
2002-02-01,22800.0,21900.0,386240.0,130.18,68930,-104170,17340
2002-02-04,22200.0,21800.0,141277.0,129.58,33850,-30300,-1210
2002-02-05,21300.0,21800.0,94550.0,129.58,39120,-37240,0
2002-02-06,21500.0,21750.0,96020.0,129.29,40820,-20040,-20000
2002-02-07,21500.0,21150.0,112240.0,125.72,44580,-39900,-4830
2002-02-08,21300.0,21500.0,78600.0,127.8,29510,-25630,-2400
2002-02-14,22000.0,24700.0,188290.0,146.82,-54930,89900,-36260
2002-02-15,24000.0,23500.0,144470.0,139.69,-65570,68490,-4630
2002-02-18,23500.0,23950.0,99674.0,142.36,-25380,35780,-9770
2002-02-19,23700.0,22600.0,144210.0,134.34,103860,-95530,-6180
2002-02-20,22600.0,22200.0,62050.0,131.96,24590,-2430,-21730
2002-02-21,22600.0,22700.0,108670.0,134.93,-19680,54160,-36200
2002-02-22,22300.0,23600.0,139960.0,140.28,-43430,40040,-50
2002-02-25,24100.0,23100.0,132760.0,137.31,-5130,57310,-31770
2002-02-26,23700.0,24000.0,159090.0,142.66,-52560,90440,-23120
2002-02-27,24000.0,24800.0,218530.0,147.42,-47250,124200,-70780
2002-02-28,25300.0,24100.0,169380.0,143.26,33960,18980,-34730
2002-03-04,24200.0,24000.0,199860.0,142.66,-39656,127970,-45200
2002-03-05,24000.0,23400.0,191974.0,139.1,96160,-83390,-2140
2002-03-06,23500.0,23400.0,132490.0,139.1,-8060,36670,-10460
2002-03-07,23500.0,23750.0,105920.0,141.18,-22840,23990,-1220
2002-03-08,24000.0,23500.0,141242.0,139.69,27142,-29032,190
2002-03-11,23700.0,23150.0,177540.0,137.61,80410,-85840,1310
2002-03-12,23650.0,23450.0,205025.0,139.39,38300,-38520,-1000
2002-03-13,23550.0,23400.0,142113.0,139.1,-46010,44750,0
2002-03-14,23750.0,26000.0,345230.0,154.55,-710,-8510,11520
2002-03-15,24200.0,24150.0,228200.0,143.55,87708,-18508,-72160
2002-03-18,24800.0,24450.0,176620.0,145.34,-44790,43620,100
2002-03-19,24400.0,24300.0,236710.0,144.45,3890,49560,-50820
2002-03-20,24300.0,24000.0,202340.0,142.66,18810,19170,-34060
2002-03-21,24000.0,24700.0,125170.0,146.82,-81420,78430,-2220
2002-03-22,24700.0,24700.0,213570.0,146.82,-1340,66450,-77450
2002-03-25,24750.0,24200.0,113680.0,143.85,16330,21490,-41740
2002-03-26,24150.0,25400.0,181740.0,150.98,-137750,139310,-6530
2002-03-27,25200.0,25450.0,157970.0,151.28,-22476,87316,-70710
2002-03-28,25850.0,25450.0,85790.0,151.28,-14210,16790,-2290
2002-03-29,26200.0,26800.0,99990.0,159.31,-34250,37840,-4900
2002-04-01,27000.0,24600.0,316810.0,146.23,183280,-104750,-85100
2002-04-02,24750.0,24600.0,610170.0,146.23,-232500,168270,-228350
2002-04-03,25000.0,25500.0,433540.0,151.58,101690,-4570,-96600
2002-04-04,25200.0,25800.0,158690.0,153.36,-49760,51930,-4390
2002-04-08,25800.0,25300.0,145670.0,150.39,-44410,24620,18910
2002-04-09,25500.0,25500.0,114920.0,151.58,-43770,44440,-100
2002-04-10,25500.0,24800.0,207030.0,147.42,54630,-38280,-14120
2002-04-11,24300.0,24800.0,392527.0,147.42,82210,-174500,92500
2002-04-12,24550.0,24700.0,254407.0,146.82,50710,-41700,-8240
2002-04-15,24900.0,24700.0,80630.0,146.82,-13920,13080,-1060
2002-04-16,24700.0,24950.0,83005.0,148.31,-18220,16820,0
2002-04-17,24950.0,26200.0,186160.0,155.74,-89000,115950,60
2002-04-18,26300.0,25750.0,125570.0,153.06,-3850,10150,-4370
2002-04-19,25800.0,25500.0,106510.0,151.58,34240,-31670,-4000
2002-04-22,25500.0,27000.0,295360.0,160.49,-75590,56450,19120
2002-04-23,26900.0,25750.0,137190.0,153.06,20220,-18160,-1350
2002-04-24,26150.0,26300.0,77684.0,156.33,-15920,15370,-1060
2002-04-25,26600.0,25500.0,92520.0,151.58,5730,-6510,-2130
2002-04-26,25600.0,25700.0,104540.0,152.77,18170,-26790,6060
2002-04-29,25800.0,25000.0,116500.0,148.61,4030,-2350,0
2002-04-30,24900.0,25450.0,85360.0,151.28,-730,-110,1620
2002-05-02,25050.0,25000.0,94801.0,148.61,50611,-51791,900
2002-05-03,25200.0,25950.0,216430.0,154.25,4870,-5490,2680
2002-05-06,25600.0,25850.0,72620.0,153.66,15360,-15740,0
2002-05-07,25700.0,26350.0,89690.0,156.63,-44090,43640,0
2002-05-08,26050.0,25650.0,118470.0,152.47,70160,-610,-70600
2002-05-09,25700.0,24800.0,387510.0,147.42,92980,-94890,0
2002-05-10,25050.0,24450.0,170510.0,145.34,33640,-34250,2400
2002-05-13,24400.0,24550.0,76440.0,145.93,-6000,3000,2040
2002-05-14,24350.0,25400.0,148340.0,150.98,-60170,36090,-36880
2002-05-15,25400.0,26150.0,91430.0,155.44,-59760,73070,-16450
2002-05-16,26000.0,26050.0,56680.0,154.85,-11010,22500,-12480
2002-05-17,26050.0,28500.0,130080.0,169.41,-100590,105210,-8200
2002-05-20,28500.0,26100.0,191690.0,155.14,101880,-114720,18380
2002-05-21,26000.0,24950.0,154770.0,148.31,82760,-64910,-16860
2002-05-22,25000.0,26000.0,142540.0,154.55,5830,38660,-44600
2002-05-23,25550.0,24550.0,239190.0,145.93,171010,-134400,-24450
2002-05-24,24600.0,25400.0,177740.0,150.98,-81030,120240,-40400
2002-05-27,24900.0,24900.0,121860.0,148.01,-7510,-18560,25620
2002-05-28,25050.0,26000.0,131540.0,154.55,-88670,75080,13120
2002-05-29,25700.0,24750.0,206270.0,147.12,127530,-149750,25290
2002-05-30,24750.0,25300.0,103480.0,150.39,-53210,29130,23560
2002-05-31,25600.0,25700.0,227350.0,152.77,-98770,-27520,124750
2002-06-03,26300.0,25200.0,100950.0,149.79,-18820,6530,13440
2002-06-04,25000.0,25000.0,88990.0,148.61,37320,-37940,0
2002-06-05,25050.0,25200.0,66960.0,149.79,-11830,580,11250
2002-06-07,25200.0,24450.0,162600.0,145.34,114110,-114190,2580
2002-06-10,24600.0,25350.0,82530.0,150.69,-62480,63680,0
2002-06-11,24900.0,24650.0,181880.0,146.53,85090,1500,-83360
2002-06-12,24500.0,24400.0,323160.0,145.04,84690,-46290,-40960
2002-06-14,24350.0,24350.0,92890.0,144.74,20130,-26560,6030
2002-06-17,24200.0,24000.0,125490.0,142.66,45630,-47770,2300
2002-06-18,24100.0,23900.0,116960.0,142.07,-26730,17920,8470
2002-06-19,23600.0,21900.0,230420.0,130.18,126600,-93670,-2580
2002-06-20,21500.0,22000.0,279359.0,130.77,35901,-47671,11790
2002-06-21,22000.0,21100.0,161099.0,125.42,38009,-52919,14350
2002-06-24,20450.0,22000.0,157410.0,130.77,-43030,58710,-16210
2002-06-25,21700.0,21900.0,117612.0,130.18,-32807,57470,-25253
2002-06-26,21600.0,21000.0,127170.0,124.83,-25890,11940,15970
2002-06-27,21200.0,20500.0,97590.0,121.86,16050,-18020,720
2002-06-28,20700.0,20850.0,160510.0,123.94,57250,-56290,-1720
2002-07-02,20200.0,20200.0,129570.0,120.07,54180,-65930,13390
2002-07-03,20200.0,20300.0,94790.0,120.67,2290,6930,0
2002-07-04,20200.0,20300.0,124010.0,120.67,38720,-55720,17000
2002-07-05,20650.0,21850.0,268880.0,129.88,-158520,157680,-3000
2002-07-08,22100.0,20900.0,208625.0,124.23,139220,-136550,0
2002-07-09,21150.0,22400.0,208270.0,133.15,-134300,127390,5630
2002-07-10,22200.0,22000.0,117920.0,130.77,33460,-38290,3400
2002-07-11,21900.0,20900.0,201800.0,124.23,79020,-76490,-1790
2002-07-12,21350.0,22150.0,180818.0,131.66,-92908,85158,0
2002-07-15,22000.0,21600.0,187652.0,128.4,10040,-9530,-80
2002-07-16,21700.0,21400.0,131720.0,127.21,5250,-4410,0
2002-07-18,21700.0,19650.0,262080.0,116.8,-29470,30380,90
2002-07-19,17500.0,16750.0,237827.0,99.57,89780,-78290,-10850
2002-07-22,14250.0,14900.0,2722790.0,88.57,728830,-639870,-91690
2002-07-23,15300.0,15300.0,1313556.0,90.95,296622,-168352,-126170
2002-07-24,14800.0,14300.0,690050.0,85.0,195630,-181230,-17980
2002-07-25,15400.0,14850.0,940710.0,88.27,54780,-45970,1780
2002-07-26,14500.0,14900.0,659110.0,88.57,37600,-95830,63150
2002-07-29,15300.0,16800.0,1580105.0,99.86,250,-153570,157620
2002-07-30,17150.0,16350.0,994590.0,97.19,-59600,-42840,94070
2002-07-31,16300.0,15600.0,615640.0,92.73,117920,-109540,-2570
2002-08-01,15200.0,15400.0,461260.0,91.54,39710,-29960,-6460
2002-08-02,14800.0,15300.0,244715.0,90.95,-18470,17020,-750
2002-08-05,15000.0,15700.0,611738.0,93.32,-169660,-16620,187970
2002-08-06,15700.0,16750.0,975415.0,99.57,-215910,146370,67400
2002-08-07,17000.0,16200.0,319900.0,96.3,54590,-50030,0
2002-08-08,16500.0,16550.0,543199.0,98.38,-69120,-127160,193410
2002-08-09,16750.0,16300.0,373300.0,96.89,94550,-10130,-84830
2002-08-12,16100.0,16350.0,159460.0,97.19,-23520,22700,0
2002-08-13,16450.0,16550.0,190750.0,98.38,-44820,32640,7180
2002-08-14,16400.0,17150.0,375995.0,101.94,-76480,14280,70000
2002-08-16,17800.0,18550.0,673710.0,110.27,-194850,-37970,238020
2002-08-19,18550.0,18550.0,281375.0,110.27,-37290,-15190,53710
2002-08-20,18800.0,18750.0,274410.0,111.45,-87770,124960,-1290
2002-08-21,18900.0,18950.0,152160.0,112.64,-43950,43350,0
2002-08-22,18950.0,18750.0,183610.0,111.45,-6070,30870,14680
2002-08-23,18750.0,19200.0,231150.0,114.13,-50060,62890,-640
2002-08-26,19200.0,19500.0,104050.0,115.91,-52660,48720,3510
2002-08-27,19500.0,19150.0,212180.0,113.83,42980,-108500,66860
2002-08-28,19150.0,19250.0,242850.0,114.43,-74730,74620,-100
2002-08-29,19250.0,19050.0,112708.0,113.24,7438,-33990,25362
2002-08-30,19100.0,19600.0,214170.0,116.51,-28480,10470,42640
2002-09-02,19400.0,19600.0,128118.0,116.51,30398,-32548,22080
2002-09-03,19800.0,19200.0,155695.0,114.13,30140,-32100,1510
2002-09-04,19000.0,18600.0,273180.0,110.56,82620,-89390,8810
2002-09-05,18700.0,18500.0,107630.0,109.97,24180,-18700,-2300
2002-09-06,18300.0,18000.0,148608.0,107.0,-23110,-36490,58500
2002-09-09,17900.0,18350.0,148193.0,109.08,9930,670,17360
2002-09-10,18500.0,18900.0,131670.0,112.35,-23430,33780,9490
2002-09-11,18900.0,19150.0,129300.0,113.83,-29760,11740,16280
2002-09-12,19000.0,19700.0,287025.0,117.1,-110810,61560,40520
2002-09-13,19400.0,18650.0,216280.0,110.86,132390,-82330,-49360
2002-09-16,18550.0,18000.0,174218.0,107.0,86430,-55000,-30820
2002-09-17,18350.0,18900.0,164998.0,112.35,-95320,85390,4030
2002-09-18,18350.0,18000.0,231020.0,107.0,168900,-168080,2520
2002-09-19,18300.0,18550.0,220220.0,110.27,-87640,10200,75040
2002-09-23,18900.0,19000.0,252790.0,112.94,-56850,8910,46840
2002-09-24,18800.0,18950.0,350000.0,112.64,-19390,106510,-88440
2002-09-25,18700.0,18950.0,159200.0,112.64,-89060,76890,6370
2002-09-26,19000.0,18900.0,150610.0,112.35,-190,6300,-7040
2002-09-27,19100.0,19450.0,221040.0,115.62,-103200,44140,58150
2002-09-30,19050.0,19000.0,161510.0,112.94,-2340,-15650,15190
2002-10-01,19000.0,19900.0,145360.0,118.29,-65190,68720,-3900
2002-10-02,20400.0,20300.0,147890.0,120.67,-50530,1990,42290
2002-10-04,20000.0,20350.0,142030.0,120.97,-450,44240,-57290
2002-10-07,20050.0,19100.0,158782.0,113.54,75962,-66292,-24050
2002-10-08,19100.0,19200.0,173040.0,114.13,-21580,111610,-94080
2002-10-09,19550.0,19450.0,152220.0,115.62,-13090,-21420,1970
2002-10-10,18800.0,18700.0,297750.0,111.16,16810,-59340,33160
2002-10-11,19050.0,19000.0,145620.0,112.94,5960,-48830,46110
2002-10-14,19200.0,19400.0,161290.0,115.32,5520,12170,-6160
2002-10-15,19600.0,19400.0,154470.0,115.32,-22630,-10120,29000
2002-10-16,19700.0,19200.0,283964.0,114.13,-29486,-27550,42500
2002-10-17,19100.0,19250.0,121220.0,114.43,-22680,10580,100
2002-10-18,19350.0,19350.0,135780.0,115.02,150,5640,-8440
2002-10-21,19400.0,19000.0,78050.0,112.94,19230,-10600,-16430
2002-10-22,19200.0,18850.0,91830.0,112.05,12790,-19350,0
2002-10-23,18750.0,20150.0,367960.0,119.78,-187450,119830,53540
2002-10-24,20300.0,19050.0,303014.0,113.24,184370,-207700,25000
2002-10-25,19000.0,19050.0,130570.0,113.24,-13120,38010,-31700
2002-10-28,19200.0,19150.0,157380.0,113.83,30770,1550,-13500
2002-10-29,19050.0,18950.0,193740.0,112.64,48510,-2190,-52600
2002-10-30,19200.0,19000.0,121900.0,112.94,6250,-3930,0
2002-10-31,19100.0,19000.0,139210.0,112.94,-830,18300,-19270
2002-11-01,18900.0,18800.0,118450.0,111.75,63920,-23380,-43040
2002-11-04,18900.0,19200.0,182550.0,114.13,-69970,140070,-50950
2002-11-05,19050.0,18800.0,167400.0,111.75,93110,-82230,-16070
2002-11-06,19050.0,19200.0,156740.0,114.13,-88260,83290,420
2002-11-07,19050.0,19000.0,183459.0,112.94,90290,-61870,-30000
2002-11-08,19000.0,18850.0,107770.0,112.05,72655,-62385,-9060
2002-11-11,18850.0,18950.0,116013.0,112.64,45890,-41150,-6800
2002-11-12,18850.0,18950.0,114700.0,112.64,-19990,33520,-13150
2002-11-13,18800.0,18800.0,148721.0,111.75,76120,-71080,-1390
2002-11-14,18850.0,18850.0,122160.0,112.05,-17670,-13700,31770
2002-11-15,19000.0,18900.0,112490.0,112.35,28160,-9550,-19110
2002-11-18,19000.0,18900.0,168766.0,112.35,37440,240,-44000
2002-11-19,19000.0,19150.0,136269.0,113.83,-30140,33650,14090
2002-11-20,19300.0,19650.0,182630.0,116.8,-49900,76670,0
2002-11-21,19650.0,19300.0,298930.0,114.72,-38300,111100,-2850
2002-11-22,19500.0,19400.0,128730.0,115.32,4670,24480,-6400
2002-11-25,19400.0,19500.0,172060.0,115.91,-22560,52550,3920
2002-11-26,19500.0,19400.0,144424.0,115.32,47710,-53350,6820
2002-11-27,19200.0,19200.0,165180.0,114.13,42310,-61870,10810
2002-11-28,19300.0,18950.0,435530.0,112.64,167392,-82502,-110550
2002-11-29,18900.0,18900.0,143818.0,112.35,17880,-29360,4880
2002-12-02,18900.0,18900.0,120507.0,112.35,25190,-22530,-260
2002-12-03,18850.0,19000.0,105107.0,112.94,-18620,17340,7900
2002-12-04,19050.0,19100.0,151929.0,113.54,10599,11580,-21729
2002-12-05,19000.0,19000.0,332950.0,112.94,-54450,106910,-53600
2002-12-06,19000.0,18850.0,122710.0,112.05,55110,-53300,-1600
2002-12-09,19000.0,18800.0,181100.0,111.75,8310,-26560,23060
2002-12-10,18800.0,18850.0,90860.0,112.05,-38000,46810,-9860
2002-12-11,18900.0,18700.0,113880.0,111.16,59760,-56200,-4770
2002-12-12,18800.0,19900.0,386020.0,118.29,-144680,147260,7730
2002-12-13,19200.0,19100.0,230358.0,113.54,165130,-155540,-6010
2002-12-16,18800.0,18700.0,186500.0,111.16,100150,-88580,-5010
2002-12-17,18800.0,18800.0,116507.0,111.75,-5660,40510,-14820
2002-12-18,18850.0,18950.0,148080.0,112.64,6850,-3780,30130
2002-12-20,18700.0,19000.0,141118.0,112.94,-49460,61290,5170
2002-12-23,19100.0,19500.0,235150.0,115.91,-53354,86780,-5880
2002-12-24,19500.0,19500.0,166450.0,115.91,1271,22670,3090
2002-12-26,19400.0,19500.0,232695.0,115.91,79525,11070,-13000
2002-12-27,18400.0,17500.0,234700.0,104.02,-3590,-60460,65870
2002-12-30,17300.0,16250.0,192879.0,96.59,-60340,40800,20040
2003-01-02,16250.0,15600.0,204590.0,9.47,117070,-104910,-9000
2003-01-03,15900.0,15700.0,287110.0,9.53,150050,-142230,-1000
2003-01-06,16000.0,15700.0,166960.0,9.53,44748,-42350,152
2003-01-07,15850.0,15650.0,317902.0,9.5,61432,-53970,-2642
2003-01-08,15600.0,15500.0,187535.0,9.41,18990,-2450,-13350
2003-01-09,15500.0,14700.0,284410.0,8.93,101030,-79640,-11970
2003-01-10,15000.0,14400.0,330590.0,8.74,31960,-10100,-26180
2003-01-13,14250.0,15200.0,220471.0,9.23,-76810,88460,-14300
2003-01-14,15200.0,15350.0,128879.0,9.32,18550,-34390,600
2003-01-15,15500.0,15200.0,209160.0,9.23,63030,-60430,15240
2003-01-16,14950.0,15800.0,184630.0,9.59,-81660,42130,38600
2003-01-17,15700.0,15100.0,158594.0,9.17,-9370,-7390,16200
2003-01-20,14800.0,15150.0,81760.0,9.2,-3680,410,430
2003-01-21,15000.0,15000.0,141663.0,9.11,48490,-44680,340
2003-01-22,14700.0,14850.0,115295.0,9.02,6080,-39880,27170
2003-01-23,14900.0,15800.0,241947.0,9.59,-174300,125470,46470
2003-01-24,15650.0,15000.0,102770.0,9.11,-8660,-2620,5770
2003-01-27,14850.0,14300.0,190020.0,8.68,108410,-84200,-31550
2003-01-28,14450.0,14450.0,111910.0,8.77,-35730,-9610,53250
2003-01-29,14450.0,13850.0,245721.0,8.41,86380,-55430,-29880
2003-01-30,13750.0,13900.0,156884.0,8.44,51430,7170,-63310
2003-02-03,14000.0,13900.0,150601.0,8.44,37300,12080,-53270
2003-02-04,14050.0,13850.0,212920.0,8.41,84070,-14350,-85100
2003-02-05,13650.0,13650.0,226398.0,8.29,72508,-1418,-68480
2003-02-06,13600.0,13400.0,145522.0,8.14,38460,-28050,-22370
2003-02-07,13100.0,13050.0,167616.0,7.92,-3220,-19430,18250
2003-02-10,12800.0,13400.0,166040.0,8.14,-50120,36880,26000
2003-02-11,13350.0,13050.0,203720.0,7.92,53050,-75680,11900
2003-02-12,12900.0,13500.0,141710.0,8.2,-31330,1650,27400
2003-02-13,13600.0,14200.0,491305.0,8.62,-121700,15340,103990
2003-02-14,14400.0,15200.0,365220.0,9.23,-123590,-4530,139230
2003-02-17,15100.0,17050.0,456600.0,10.35,-285540,35420,265200
2003-02-18,17000.0,16400.0,187990.0,9.96,-43660,32830,8450
