Symbol,오뚜기_시가(원),오뚜기_종가(원),오뚜기_거래량(주),오뚜기_PER(IFRS-연결),오뚜기_순매수수량(개인)(주),오뚜기_순매수수량(기관계)(주),오뚜기_순매수수량(외국인계)(주)
2010-09-17,143500.0,143500.0,2281.0,8.11,-175,-259,434
2010-09-20,142500.0,146000.0,2514.0,8.25,-428,-241,797
2010-09-24,149500.0,155000.0,6622.0,8.76,-3261,10,3274
2010-09-27,154000.0,157500.0,7607.0,8.9,-2407,-511,2912
2010-09-28,156000.0,156000.0,4901.0,8.82,-205,-987,1164
2010-09-29,155000.0,160000.0,5167.0,9.04,-2618,-69,2620
2010-09-30,160000.0,163000.0,2937.0,9.21,-362,-243,620
2010-10-01,163500.0,162000.0,3707.0,9.16,-418,-120,528
2010-10-04,160500.0,155500.0,3496.0,8.79,1570,-74,446
2010-10-05,155500.0,158500.0,4688.0,8.96,1352,-459,-1061
2010-10-06,156000.0,152500.0,2378.0,8.62,1390,-886,-467
2010-10-07,153500.0,154000.0,1514.0,8.71,454,-940,432
2010-10-08,154000.0,153000.0,4621.0,8.65,1696,-3866,1920
2010-10-11,153500.0,149500.0,4152.0,8.45,2262,-1246,-1034
2010-10-12,149500.0,151500.0,1110.0,8.56,-25,48,182
2010-10-13,153000.0,150500.0,4078.0,8.51,1292,-428,1662
2010-10-14,150500.0,151500.0,3256.0,8.56,1077,-897,-169
2010-10-15,152000.0,151000.0,2697.0,8.54,553,-264,-279
2010-10-18,151000.0,152000.0,2045.0,8.59,540,-213,-123
2010-10-19,152000.0,152000.0,2751.0,8.59,383,-71,-20
2010-10-20,153000.0,149500.0,1794.0,8.45,843,-741,-191
2010-10-21,153000.0,145500.0,5226.0,8.22,3069,-2555,-290
2010-10-22,145500.0,146500.0,2516.0,8.28,925,281,-1418
2010-10-25,146000.0,144000.0,4879.0,8.14,1542,-2066,356
2010-10-26,144000.0,147000.0,3211.0,8.31,-94,-893,704
2010-10-27,146500.0,146500.0,2083.0,8.28,-50,-431,781
2010-10-28,144500.0,148000.0,6144.0,8.37,-265,-4046,4348
2010-10-29,146500.0,146000.0,2719.0,8.25,1468,-418,-977
2010-11-01,146500.0,147000.0,6456.0,8.31,770,-3473,2615
2010-11-02,146000.0,150000.0,19368.0,8.48,545,1633,-2073
2010-11-03,148000.0,147000.0,1544.0,8.31,-28,-172,-77
2010-11-04,148000.0,144500.0,4475.0,8.17,1672,-987,-731
2010-11-05,144500.0,141000.0,7111.0,7.97,4683,-2556,-2354
2010-11-08,141000.0,141500.0,5291.0,8.0,2414,-2390,4
2010-11-09,141500.0,141500.0,3983.0,8.0,716,-1947,1435
2010-11-10,142000.0,142000.0,6649.0,8.03,298,-1758,1358
2010-11-11,142000.0,139500.0,12594.0,7.89,-1137,2737,-2143
2010-11-12,141500.0,138500.0,3566.0,7.83,-199,-121,370
2010-11-15,138000.0,140000.0,6075.0,7.91,889,-4557,3773
2010-11-16,140000.0,138000.0,2924.0,7.8,52,35,534
2010-11-17,135500.0,136500.0,1660.0,7.72,502,-11,-188
2010-11-18,136000.0,138500.0,1723.0,7.83,-381,95,244
2010-11-19,140500.0,138000.0,2507.0,7.8,194,17,147
2010-11-22,138000.0,137000.0,1869.0,7.74,204,-18,-483
2010-11-23,137000.0,135500.0,9582.0,7.66,1303,756,-1735
2010-11-24,135500.0,139000.0,3415.0,7.86,-973,785,199
2010-11-25,138500.0,140000.0,4029.0,7.91,-1767,1520,60
2010-11-26,140000.0,139000.0,4045.0,7.86,412,834,-1999
2010-11-29,139000.0,135500.0,2911.0,7.66,918,485,-1660
2010-11-30,133000.0,132000.0,8647.0,7.46,6989,577,-7591
2010-12-01,134000.0,133500.0,753.0,7.55,56,-183,198
2010-12-02,133500.0,133000.0,2099.0,7.52,1144,-456,-381
2010-12-03,133000.0,133000.0,1660.0,7.52,516,75,-663
2010-12-06,133000.0,131000.0,2523.0,7.4,1108,-31,-1138
2010-12-07,132000.0,131000.0,2794.0,7.4,729,-27,-701
2010-12-08,130000.0,129500.0,6520.0,7.32,2402,1151,-3303
2010-12-09,129500.0,132000.0,7738.0,7.46,-839,3061,-2493
2010-12-10,132000.0,130000.0,3733.0,7.35,1324,622,-2049
2010-12-13,130000.0,132000.0,2383.0,7.46,-552,461,87
2010-12-14,133000.0,130000.0,3325.0,7.35,1608,-472,-631
2010-12-15,130000.0,129500.0,2361.0,7.32,414,-101,37
2010-12-16,130000.0,129500.0,4051.0,7.32,1791,462,-2391
2010-12-17,129000.0,128000.0,7491.0,7.24,2767,-626,-2106
2010-12-20,128000.0,128500.0,6559.0,7.26,-201,-1342,1505
2010-12-21,128500.0,130000.0,5042.0,7.35,1153,-71,-1358
2010-12-22,130000.0,130000.0,3618.0,7.35,2579,-79,-2516
2010-12-23,130000.0,129500.0,5784.0,7.32,1420,204,-3563
2010-12-24,129500.0,130000.0,1568.0,7.35,296,-503,118
2010-12-27,130000.0,131000.0,2426.0,7.4,-544,187,-52
2010-12-28,131000.0,131500.0,6387.0,7.43,2743,-487,-2645
2010-12-29,132000.0,129000.0,3830.0,7.29,1713,-1208,-611
2010-12-30,128500.0,130000.0,5438.0,7.35,480,589,-1156
2011-01-03,131000.0,134000.0,5354.0,7.41,-3767,3651,154
2011-01-04,134000.0,135000.0,6397.0,7.46,-1984,3118,-739
2011-01-05,135000.0,136000.0,6435.0,7.52,-1078,1132,-140
2011-01-06,134000.0,135000.0,6484.0,7.46,-743,3525,-2798
2011-01-07,135000.0,137500.0,6032.0,7.6,-2070,2289,-403
2011-01-10,137500.0,136500.0,2700.0,7.54,45,441,49
2011-01-11,136500.0,136000.0,6371.0,7.52,123,-1509,1463
2011-01-12,135000.0,134500.0,2528.0,7.43,211,785,-673
2011-01-13,134500.0,132500.0,4934.0,7.32,329,-560,923
2011-01-14,132500.0,131500.0,5112.0,7.27,1049,-855,-153
2011-01-17,131000.0,130500.0,3935.0,7.21,-488,-385,1261
2011-01-18,130500.0,127500.0,5243.0,7.05,2150,-1455,2
2011-01-19,128000.0,127500.0,8189.0,7.05,1522,-3017,1341
2011-01-20,127500.0,126500.0,3069.0,6.99,379,-82,-95
2011-01-21,126500.0,126000.0,7343.0,6.96,3496,-1654,-1835
2011-01-24,126000.0,127000.0,3623.0,7.02,252,-1273,1098
2011-01-25,127000.0,128500.0,4300.0,7.1,-439,-1844,2561
2011-01-26,127000.0,131000.0,2871.0,7.24,-1464,583,837
2011-01-27,130000.0,131000.0,6391.0,7.24,-418,-3585,4273
2011-01-28,130000.0,129500.0,5914.0,7.16,-274,-4315,4624
2011-01-31,127500.0,129000.0,2330.0,7.13,-318,-844,962
2011-02-01,128500.0,129000.0,1032.0,7.13,-149,-170,555
2011-02-07,129500.0,128000.0,2872.0,7.07,1126,-1619,530
2011-02-08,127500.0,126500.0,2530.0,6.99,370,-76,-231
2011-02-09,127000.0,128500.0,2177.0,7.1,-231,-60,1122
2011-02-10,127500.0,127000.0,2654.0,7.02,-263,136,-133
2011-02-11,127000.0,126000.0,4028.0,6.96,401,-132,671
2011-02-14,126000.0,126000.0,956.0,6.96,140,-12,-90
2011-02-15,126000.0,125000.0,2840.0,6.91,-313,185,161
2011-02-16,126000.0,127500.0,5602.0,7.05,-2031,338,1230
2011-02-17,127500.0,126500.0,2829.0,6.99,1163,-1440,347
2011-02-18,126500.0,126000.0,3490.0,6.96,473,-1183,836
2011-02-21,126500.0,126000.0,3993.0,6.96,1012,-1912,1207
2011-02-22,127000.0,124500.0,4395.0,6.88,2118,-2577,481
2011-02-23,125000.0,125500.0,2911.0,6.94,-12,-1532,1075
2011-02-24,125000.0,125000.0,2693.0,6.91,173,-989,476
2011-02-25,125000.0,124000.0,2146.0,6.85,-45,-438,713
2011-02-28,124000.0,123000.0,2717.0,6.8,228,-287,349
2011-03-02,124000.0,123000.0,1693.0,6.8,229,-881,785
2011-03-03,122000.0,123000.0,2324.0,6.8,587,-1051,602
2011-03-04,123000.0,124500.0,3486.0,6.88,382,-1536,835
2011-03-07,125000.0,124000.0,2482.0,6.85,-312,-846,1422
2011-03-08,123500.0,125500.0,2732.0,6.94,4,-855,1253
2011-03-09,125500.0,124500.0,1987.0,6.88,119,-378,214
2011-03-10,126000.0,126000.0,3946.0,6.96,29,-240,-2
2011-03-11,125500.0,124500.0,3228.0,6.88,743,-1258,714
2011-03-14,123500.0,124500.0,2151.0,6.88,-341,67,363
2011-03-15,124000.0,123500.0,4256.0,6.83,-299,-807,1593
2011-03-16,123500.0,124500.0,2814.0,6.88,-1647,28,969
2011-03-17,124500.0,126500.0,7083.0,6.99,581,-3242,2690
2011-03-18,126500.0,125000.0,5864.0,6.91,1122,202,-1329
2011-03-21,123500.0,124000.0,4953.0,6.85,393,421,-546
2011-03-22,124000.0,126000.0,3628.0,6.96,-270,27,969
2011-03-23,125500.0,125000.0,1071.0,6.91,-208,53,203
2011-03-24,126000.0,136000.0,13081.0,7.52,625,850,484
2011-03-25,141500.0,131500.0,17858.0,7.27,4115,-2066,-1642
2011-03-28,133500.0,132000.0,5999.0,7.3,1584,-1446,704
2011-03-29,132000.0,130000.0,5462.0,7.18,692,-933,374
2011-03-30,129000.0,131000.0,4901.0,7.24,-435,86,764
2011-03-31,133000.0,131000.0,4376.0,7.24,-215,-748,1433
2011-04-01,132000.0,130500.0,4530.0,7.21,-316,-915,1798
2011-04-04,131000.0,132500.0,6352.0,7.32,-690,-538,1128
2011-04-05,131500.0,132000.0,4240.0,7.3,1034,-611,1020
2011-04-06,132000.0,129500.0,5202.0,7.16,873,-813,164
2011-04-07,130000.0,129000.0,2711.0,7.13,733,-1089,887
2011-04-08,130500.0,128500.0,3222.0,7.1,1418,-1448,276
2011-04-11,129000.0,128500.0,5755.0,7.1,422,-2908,2669
2011-04-12,129000.0,127500.0,8291.0,7.05,271,-3134,3283
2011-04-13,127500.0,128500.0,6140.0,7.1,446,-3273,2957
2011-04-14,127500.0,128000.0,6739.0,7.07,2057,-3620,1477
2011-04-15,126500.0,126500.0,4037.0,6.99,1350,-1504,22
2011-04-18,126500.0,126500.0,1855.0,6.99,-256,214,204
2011-04-19,126000.0,127000.0,2449.0,7.02,184,231,-347
2011-04-20,126500.0,127500.0,4598.0,7.05,-1136,295,493
2011-04-21,129000.0,130500.0,4885.0,7.21,-2011,1081,1174
2011-04-22,130500.0,131000.0,1506.0,7.24,-488,129,298
2011-04-25,131000.0,134500.0,6934.0,7.43,-2023,4016,-156
2011-04-26,134500.0,132500.0,2891.0,7.32,-477,368,45
2011-04-27,132500.0,134000.0,5013.0,7.41,-2330,1575,754
2011-04-28,134000.0,133500.0,2150.0,7.38,-466,457,475
2011-04-29,132000.0,132500.0,2191.0,7.32,-257,214,-70
2011-05-02,131000.0,134000.0,3117.0,7.41,-1622,952,388
2011-05-03,134000.0,133000.0,1244.0,7.35,-178,5,208
2011-05-04,132000.0,136000.0,2290.0,7.52,-786,68,728
2011-05-06,136000.0,131500.0,3134.0,7.27,1157,-2174,1139
2011-05-09,131500.0,129000.0,3130.0,7.13,501,789,-731
2011-05-11,129500.0,126500.0,3086.0,6.99,1741,-439,-1088
2011-05-12,126000.0,125000.0,3661.0,6.91,1608,-287,-1269
2011-05-13,126000.0,125500.0,2391.0,6.94,487,-116,-213
2011-05-16,125000.0,124000.0,3554.0,6.85,722,206,-934
2011-05-17,125000.0,126500.0,2702.0,6.99,-575,116,465
2011-05-18,128000.0,131500.0,4411.0,7.27,-578,15,540
2011-05-19,131500.0,131000.0,3816.0,7.24,-629,300,-427
2011-05-20,131500.0,130500.0,1547.0,7.21,-583,899,-343
2011-05-23,131500.0,128500.0,2036.0,7.1,76,-93,-23
2011-05-24,129000.0,125000.0,2734.0,6.91,799,-1213,442
2011-05-25,125500.0,126000.0,3412.0,6.96,300,-1307,1004
2011-05-26,125000.0,125500.0,3661.0,6.94,528,-1825,1202
2011-05-27,125000.0,128500.0,2029.0,7.1,-1384,869,609
2011-05-30,128500.0,129500.0,1504.0,7.16,-481,476,-20
2011-05-31,127000.0,130500.0,3178.0,7.21,-752,-1483,1556
2011-06-01,129000.0,131000.0,1829.0,7.24,-853,119,635
2011-06-02,130500.0,129000.0,3862.0,7.13,168,-1136,1170
2011-06-03,129000.0,133000.0,4964.0,7.35,-3223,309,2571
2011-06-07,133000.0,134000.0,3490.0,7.41,-1188,-724,1839
2011-06-08,134000.0,131000.0,3294.0,7.24,712,-1933,1513
2011-06-09,129500.0,127500.0,7653.0,7.05,2144,-5202,3136
2011-06-10,128000.0,128500.0,9098.0,7.1,286,-6678,6705
2011-06-13,128500.0,132500.0,4618.0,7.32,-1569,554,987
2011-06-14,131500.0,134000.0,3280.0,7.41,-1379,-765,1673
2011-06-15,134000.0,135000.0,2233.0,7.46,-1132,225,469
2011-06-16,135000.0,136000.0,2777.0,7.52,-1231,526,228
2011-06-17,135000.0,137000.0,3357.0,7.57,-2667,639,1426
2011-06-20,137000.0,139000.0,4421.0,7.68,-3416,1339,1673
2011-06-21,139500.0,140500.0,2749.0,7.77,-1839,-108,1379
2011-06-22,140000.0,141500.0,5158.0,7.82,-1403,1444,-554
2011-06-23,140000.0,139000.0,2784.0,7.68,-117,1543,-1475
2011-06-24,138500.0,137500.0,5035.0,7.6,-940,691,-225
2011-06-27,138500.0,137500.0,7567.0,7.6,-65,-1509,1147
2011-06-28,137500.0,137500.0,3786.0,7.6,-592,2459,-1295
2011-06-29,135000.0,138000.0,3496.0,7.63,-1266,782,181
2011-06-30,139500.0,141500.0,3504.0,7.82,-2065,1847,188
2011-07-01,141500.0,137000.0,5291.0,7.57,-1681,1501,138
2011-07-04,139000.0,140000.0,2462.0,7.74,91,-310,156
2011-07-05,139000.0,141000.0,2782.0,7.79,-1231,1880,-662
2011-07-06,141000.0,143000.0,2176.0,7.9,-1422,1080,321
2011-07-07,143000.0,145500.0,3112.0,8.04,-1256,101,1072
2011-07-08,143000.0,145500.0,1660.0,8.04,-980,609,368
2011-07-11,144000.0,147000.0,1714.0,8.12,-1099,638,461
2011-07-12,144500.0,141000.0,1364.0,7.79,358,-218,-127
2011-07-13,141500.0,140000.0,1596.0,7.74,705,-870,470
2011-07-14,140000.0,139000.0,2979.0,7.68,2183,-1960,-76
2011-07-15,138000.0,140500.0,2396.0,7.77,-988,72,820
2011-07-18,141500.0,141000.0,2442.0,7.79,1223,-1028,-99
2011-07-19,142500.0,143000.0,837.0,7.9,-465,356,85
2011-07-20,144000.0,149000.0,3758.0,8.23,-1202,1117,-2
2011-07-21,147000.0,151000.0,6140.0,8.35,-2589,2010,556
2011-07-22,151000.0,158000.0,10369.0,8.73,-5573,1013,-963
2011-07-25,159000.0,153000.0,5681.0,8.46,1334,-2702,1190
2011-07-26,153500.0,154000.0,3881.0,8.51,-546,-2353,2816
2011-07-27,152500.0,154500.0,5083.0,8.54,-909,-935,1844
2011-07-28,154500.0,158500.0,1433.0,8.76,-1033,-45,1128
2011-07-29,155500.0,161000.0,6541.0,8.9,-570,-2957,2282
2011-08-01,159500.0,164000.0,5369.0,9.06,-1860,-1251,3208
2011-08-02,164000.0,160500.0,3122.0,8.87,-1075,733,428
2011-08-03,158000.0,156000.0,7171.0,8.62,-1725,417,1606
2011-08-04,156000.0,162500.0,4093.0,8.98,-1800,1335,453
2011-08-05,157500.0,159000.0,8092.0,8.79,-4784,3678,955
2011-08-08,157000.0,154500.0,7128.0,8.54,-1671,1524,147
2011-08-09,151500.0,144000.0,9426.0,7.96,807,-1484,495
2011-08-10,150000.0,146000.0,7955.0,8.07,468,381,-793
2011-08-11,140000.0,143500.0,6857.0,7.93,140,159,-281
2011-08-12,144500.0,149000.0,5113.0,8.23,-918,764,154
2011-08-16,150000.0,144500.0,36025.0,7.99,8535,-19342,9117
2011-08-17,145500.0,149000.0,7932.0,8.23,-2051,941,869
2011-08-18,149000.0,158500.0,7272.0,8.76,-2391,1917,619
2011-08-19,152500.0,148500.0,6245.0,8.21,716,223,-1291
2011-08-22,148500.0,145500.0,6581.0,8.04,-988,1378,-1672
2011-08-23,148500.0,148000.0,4431.0,8.18,-819,398,370
2011-08-24,148000.0,145500.0,5852.0,8.04,-215,2357,-1661
2011-08-25,145500.0,143500.0,3217.0,7.93,-646,1031,-313
2011-08-26,145000.0,141500.0,1773.0,7.82,454,-103,-1
2011-08-29,140500.0,139000.0,4095.0,7.68,961,435,-1358
2011-08-30,139500.0,144000.0,2724.0,7.96,-269,-242,484
2011-08-31,143000.0,145000.0,2441.0,8.01,-126,-356,348
2011-09-01,145000.0,144500.0,3895.0,7.99,-1467,1511,10
2011-09-02,144500.0,141500.0,2209.0,7.82,610,-326,-191
2011-09-05,141500.0,140000.0,1524.0,7.74,-199,353,-153
2011-09-06,137500.0,135000.0,3776.0,7.46,-29,105,-76
2011-09-07,138000.0,139000.0,675.0,7.68,-134,-34,-40
2011-09-08,142000.0,138000.0,1010.0,7.63,231,-474,180
2011-09-09,138000.0,137500.0,2149.0,7.6,-199,174,165
2011-09-14,136000.0,130500.0,8169.0,7.21,-1777,2071,670
2011-09-15,133000.0,139000.0,3303.0,7.68,-1971,1920,5
2011-09-16,139000.0,145000.0,2874.0,8.01,-1194,374,1005
2011-09-19,143000.0,145000.0,1524.0,8.01,-610,1086,-208
2011-09-20,145000.0,145000.0,1553.0,8.01,-727,796,-169
2011-09-21,145000.0,144000.0,650.0,7.96,-60,-41,94
2011-09-22,141000.0,141500.0,1343.0,7.82,-128,440,-5
2011-09-23,136500.0,131000.0,2050.0,7.24,1161,-849,-319
2011-09-26,129000.0,127000.0,2502.0,7.02,-500,647,-298
2011-09-27,128000.0,127500.0,2994.0,7.05,2207,-1428,-862
2011-09-28,130000.0,128000.0,1676.0,7.07,909,-54,-604
2011-09-29,127000.0,128000.0,1666.0,7.07,1135,110,-1191
2011-09-30,127000.0,130000.0,2806.0,7.18,-347,988,-629
2011-10-04,127500.0,127000.0,1741.0,7.02,-371,51,314
2011-10-05,127000.0,127500.0,1709.0,7.05,-179,14,3
2011-10-06,127500.0,132500.0,2315.0,7.32,-3,143,-177
2011-10-07,131000.0,132000.0,2916.0,7.3,-305,1430,-1104
2011-10-10,130000.0,132500.0,1013.0,7.32,-168,380,-156
2011-10-11,134000.0,131000.0,2307.0,7.24,991,-341,-691
2011-10-12,131000.0,129000.0,1201.0,7.13,477,-322,-85
2011-10-13,129500.0,131000.0,1662.0,7.24,60,-182,92
2011-10-14,131000.0,130500.0,851.0,7.21,143,-196,71
2011-10-17,130500.0,131500.0,2169.0,7.27,422,-1395,970
2011-10-18,131500.0,130500.0,1265.0,7.21,413,-176,-198
2011-10-19,130000.0,130500.0,2241.0,7.21,335,-417,52
2011-10-20,129000.0,130000.0,1792.0,7.18,-564,651,-81
2011-10-21,130000.0,130000.0,2139.0,7.18,-199,469,-304
2011-10-24,130500.0,132500.0,769.0,7.32,77,29,-237
2011-10-25,131500.0,130000.0,1346.0,7.18,235,-427,198
2011-10-26,129000.0,131000.0,1177.0,7.24,29,-189,78
2011-10-27,130500.0,131000.0,1868.0,7.24,1053,-1349,19
2011-10-28,132000.0,133000.0,3866.0,7.35,622,448,-1078
2011-10-31,135000.0,131000.0,8719.0,7.24,4611,-4358,-297
2011-11-01,131000.0,129000.0,4010.0,7.13,45,476,-363
2011-11-02,128500.0,129500.0,5273.0,7.16,-1374,1429,29
2011-11-03,130000.0,133000.0,2105.0,7.35,-1048,1037,75
2011-11-04,135500.0,131500.0,3968.0,7.27,1808,-1684,-600
2011-11-07,132000.0,131000.0,2815.0,7.24,-740,730,95
2011-11-08,130500.0,131000.0,2209.0,7.24,231,73,-446
2011-11-09,130500.0,130500.0,2312.0,7.21,-492,781,-466
2011-11-10,130500.0,130000.0,3360.0,7.18,-609,1635,-891
2011-11-11,131500.0,136000.0,6375.0,7.52,146,76,-84
2011-11-14,136500.0,138000.0,2743.0,7.63,-510,104,395
2011-11-15,136500.0,139000.0,1424.0,7.68,82,579,-349
2011-11-16,139500.0,135500.0,2818.0,7.49,809,-100,-607
2011-11-17,135000.0,136000.0,2638.0,7.52,68,142,-249
2011-11-18,135000.0,132500.0,1835.0,7.32,415,-825,357
2011-11-21,134000.0,130500.0,1146.0,7.21,223,-324,78
2011-11-22,129500.0,131000.0,874.0,7.24,247,-153,-79
2011-11-23,130500.0,131500.0,2271.0,7.27,-345,-52,292
2011-11-24,131500.0,131500.0,1080.0,7.27,60,120,-159
2011-11-25,131000.0,131000.0,5781.0,7.24,-950,3312,-2353
2011-11-28,131000.0,131000.0,1371.0,7.24,250,34,-423
2011-11-29,131000.0,129500.0,5828.0,7.16,1734,-1336,-215
2011-11-30,130000.0,130000.0,3518.0,7.18,586,631,-1771
2011-12-01,132500.0,131500.0,5847.0,7.27,1864,58,-2003
2011-12-02,132500.0,137000.0,6670.0,7.57,-270,525,-530
2011-12-05,137500.0,137500.0,2785.0,7.6,188,69,-300
2011-12-06,137500.0,137000.0,3076.0,7.57,277,165,-499
2011-12-07,138000.0,157500.0,23672.0,8.7,3018,-250,-2737
2011-12-08,157500.0,150500.0,94122.0,8.32,28304,-10218,-17971
2011-12-09,149000.0,139000.0,29877.0,7.68,-563,511,115
2011-12-12,142000.0,141500.0,14833.0,7.82,-2090,924,680
2011-12-13,141500.0,141500.0,8396.0,7.82,-261,858,469
2011-12-14,141000.0,143000.0,4913.0,7.9,-1536,855,438
2011-12-15,144000.0,146000.0,11441.0,8.07,-4835,1767,162
2011-12-16,147000.0,146000.0,6030.0,8.07,-2033,1142,-160
2011-12-19,147500.0,143000.0,56715.0,7.9,874,1254,-2077
2011-12-20,144000.0,142000.0,9456.0,7.85,-3435,1414,1941
2011-12-21,145000.0,150000.0,11223.0,8.29,-5116,2352,2515
2011-12-22,148000.0,153500.0,9337.0,8.48,1504,483,-2056
2011-12-23,153500.0,153500.0,4750.0,8.48,-204,381,-300
2011-12-26,153500.0,154500.0,4872.0,8.54,-784,701,-1195
2011-12-27,155500.0,154500.0,5654.0,8.54,-3270,3401,-1553
2011-12-28,154000.0,152000.0,1439.0,8.4,-303,637,-228
2011-12-29,151000.0,155000.0,5540.0,8.57,1276,1964,-3233
2012-01-02,154000.0,153000.0,5518.0,7.52,149,2550,-2816
2012-01-03,154500.0,154500.0,9853.0,7.59,1679,1262,-3211
2012-01-04,155000.0,164000.0,9243.0,8.06,-3119,2403,965
2012-01-05,164000.0,163000.0,5416.0,8.01,-757,1480,-32
2012-01-06,162500.0,163500.0,3287.0,8.04,-1174,1826,-265
2012-01-09,163500.0,169000.0,6654.0,8.31,-821,1348,-295
2012-01-10,170000.0,162500.0,3995.0,7.99,713,-25,267
2012-01-11,167000.0,168000.0,9786.0,8.26,972,-610,-219
2012-01-12,167000.0,165000.0,4254.0,8.11,-505,742,-104
2012-01-13,164500.0,158500.0,7154.0,7.79,2363,-2470,969
2012-01-16,158500.0,158000.0,2348.0,7.77,-585,798,-61
2012-01-17,159500.0,162000.0,2343.0,7.96,-1299,1028,109
2012-01-18,162000.0,162000.0,1704.0,7.96,-274,698,-157
2012-01-19,164000.0,158000.0,4669.0,7.77,798,-2118,1230
2012-01-20,158000.0,159500.0,4300.0,7.84,-115,-77,1633
2012-01-25,159500.0,160000.0,5186.0,7.87,-2467,569,1909
2012-01-26,161500.0,157000.0,4401.0,7.72,864,-1430,1201
2012-01-27,157500.0,157500.0,3269.0,7.74,504,-1301,792
2012-01-30,157000.0,159500.0,2644.0,7.84,-1776,822,571
2012-01-31,161000.0,160000.0,3158.0,7.87,-1157,566,599
2012-02-01,160000.0,158500.0,1189.0,7.79,113,-168,-59
2012-02-02,158500.0,158500.0,1102.0,7.79,-256,-91,402
2012-02-03,159500.0,152500.0,2134.0,7.5,368,-948,545
2012-02-06,153000.0,161000.0,2756.0,7.91,-1490,745,711
2012-02-07,160000.0,157500.0,1747.0,7.74,284,-107,-159
2012-02-08,157000.0,156000.0,2399.0,7.67,-130,-185,345
2012-02-09,156000.0,155000.0,3541.0,7.62,-1828,1687,216
2012-02-10,155000.0,161000.0,6776.0,7.91,-4374,3662,814
2012-02-13,163500.0,158500.0,1877.0,7.79,361,-348,5
2012-02-14,157500.0,158500.0,1667.0,7.79,28,-799,926
2012-02-15,159500.0,157000.0,2226.0,7.72,380,-942,438
2012-02-16,157000.0,158500.0,2150.0,7.79,-188,-718,923
2012-02-17,155000.0,157500.0,1476.0,7.74,-461,283,86
2012-02-20,157000.0,158000.0,1889.0,7.77,-794,232,466
2012-02-21,157000.0,158000.0,2051.0,7.77,-1265,329,399
2012-02-22,157000.0,161000.0,2516.0,7.91,-860,940,315
2012-02-23,158000.0,159000.0,2004.0,7.82,-239,-42,278
2012-02-24,158500.0,157500.0,2814.0,7.74,-89,-338,568
2012-02-27,157500.0,157500.0,1725.0,7.74,293,-302,37
2012-02-28,157500.0,160000.0,1938.0,7.87,-508,480,1
2012-02-29,160000.0,160000.0,1057.0,7.87,-162,564,-300
2012-03-02,161000.0,159000.0,1847.0,7.82,158,497,-690
2012-03-05,157500.0,158000.0,1641.0,7.77,-16,477,-420
2012-03-06,159500.0,161500.0,3324.0,7.94,-1713,2592,-958
2012-03-07,161500.0,162500.0,4821.0,7.99,-1909,2752,-704
2012-03-08,161500.0,158500.0,4265.0,7.79,143,1234,-1500
2012-03-09,158500.0,158500.0,1469.0,7.79,815,-757,-120
2012-03-12,159500.0,156000.0,1869.0,7.67,460,-390,-47
2012-03-13,154000.0,158000.0,2116.0,7.77,-557,-474,884
2012-03-14,157000.0,157500.0,3156.0,7.74,431,-1308,885
2012-03-15,156500.0,164000.0,5881.0,8.06,-2245,2729,-521
2012-03-16,164000.0,163000.0,3902.0,8.01,-7,743,-737
2012-03-19,165000.0,160500.0,2087.0,7.89,322,-480,163
2012-03-20,160500.0,156000.0,2097.0,7.67,1269,-857,-303
2012-03-21,156500.0,159500.0,3132.0,7.84,-716,1329,-628
2012-03-22,159500.0,155000.0,2499.0,7.62,812,-548,-325
2012-03-23,155000.0,150000.0,2901.0,7.37,1700,-1411,-166
2012-03-26,151000.0,153000.0,1450.0,7.52,371,-539,63
2012-03-27,153500.0,155000.0,1264.0,7.62,-686,717,-22
2012-03-28,156000.0,152500.0,1099.0,7.5,-588,7,-28
2012-03-29,152000.0,155000.0,1740.0,7.62,-518,703,79
2012-03-30,155000.0,156000.0,3330.0,7.67,-801,13,847
2012-04-02,155500.0,159500.0,2264.0,7.84,-1048,419,680
2012-04-03,158000.0,156000.0,2983.0,7.67,304,379,-490
2012-04-04,157000.0,153000.0,2539.0,7.52,573,-59,-710
2012-04-05,153000.0,155500.0,3389.0,7.64,-212,2169,-1809
2012-04-06,153500.0,153000.0,1508.0,7.52,535,769,-1200
2012-04-09,152000.0,151500.0,821.0,7.45,72,263,-270
2012-04-10,153500.0,153000.0,2924.0,7.52,-43,904,-1013
2012-04-12,150500.0,149500.0,3677.0,7.35,1437,344,-1874
2012-04-13,151000.0,152500.0,2746.0,7.5,-342,585,-1244
2012-04-16,150500.0,152500.0,1895.0,7.5,-619,137,-100
2012-04-17,154000.0,157500.0,7434.0,7.74,-4543,3650,-936
2012-04-18,157000.0,159000.0,3155.0,7.82,-1347,792,-256
2012-04-19,158500.0,158500.0,1358.0,7.79,-598,744,95
2012-04-20,159000.0,162000.0,3138.0,7.96,-1637,2322,-407
2012-04-23,162500.0,161500.0,1720.0,7.94,-257,625,-215
2012-04-24,160000.0,159000.0,2568.0,7.82,-253,1504,-47
2012-04-25,160000.0,165000.0,3068.0,8.11,-1190,1541,-353
2012-04-26,165000.0,167500.0,6541.0,8.23,-1333,3294,-2343
2012-04-27,168000.0,169000.0,1734.0,8.31,67,371,-288
