Symbol,삼성증권_시가(원),삼성증권_종가(원),삼성증권_거래량(주),삼성증권_PER(IFRS-연결),삼성증권_순매수수량(개인)(주),삼성증권_순매수수량(기관계)(주),삼성증권_순매수수량(외국인계)(주)
2015-10-19,47300.0,47750.0,385338.0,15.99,-107166,48412,61132
2015-10-20,47900.0,47800.0,360028.0,16.01,-34864,65966,-20698
2015-10-21,47550.0,48500.0,409628.0,16.24,-126085,109831,16333
2015-10-22,48150.0,47850.0,385555.0,16.03,-67213,145365,-78123
2015-10-23,49550.0,48950.0,857654.0,16.4,-144130,147300,-8055
2015-10-26,49800.0,49200.0,377734.0,16.48,3091,41686,-47785
2015-10-27,49000.0,49400.0,346606.0,16.55,-74359,103240,-23670
2015-10-28,49400.0,48950.0,313216.0,16.4,-4050,62962,-57343
2015-10-29,49200.0,47850.0,346218.0,16.03,19075,50711,-69443
2015-10-30,47800.0,48300.0,273184.0,16.18,-79748,87512,-5032
2015-11-02,48050.0,46900.0,359453.0,15.71,54755,-7564,-44250
2015-11-03,47550.0,48300.0,327670.0,16.18,-92884,68836,20333
2015-11-04,48000.0,48450.0,424124.0,16.23,-98902,82998,14349
2015-11-05,48050.0,48000.0,214382.0,16.08,-12391,17772,3750
2015-11-06,47500.0,48100.0,302195.0,16.11,-57763,74875,-12000
2015-11-09,47950.0,46600.0,295281.0,15.61,73278,-35300,-34857
2015-11-10,46300.0,45000.0,367534.0,15.07,55852,30414,-84903
2015-11-11,45050.0,44650.0,292815.0,14.96,84364,-10048,-73807
2015-11-12,44700.0,44800.0,185349.0,15.01,-30014,29521,494
2015-11-13,44500.0,44550.0,155886.0,14.92,744,18836,-19495
2015-11-16,44000.0,43900.0,219929.0,14.7,-984,19339,-18070
2015-11-17,44400.0,44000.0,241177.0,14.74,86675,-71110,-16798
2015-11-18,44150.0,43950.0,144024.0,14.72,710,34422,-32270
2015-11-19,44550.0,45350.0,228872.0,15.19,-65273,32605,34247
2015-11-20,45400.0,45550.0,164771.0,15.26,-38374,81322,-43128
2015-11-23,45650.0,45150.0,184494.0,15.12,31624,50810,-81706
2015-11-24,45200.0,45900.0,245561.0,15.37,-39277,-1317,40591
2015-11-25,46100.0,45600.0,170846.0,15.27,8485,45722,-36821
2015-11-26,45600.0,45400.0,212562.0,15.21,21481,26842,-45992
2015-11-27,45400.0,45550.0,146153.0,15.26,-26931,37690,-9536
2015-11-30,45550.0,44250.0,333463.0,14.82,74832,9429,-85351
2015-12-01,44700.0,44350.0,242268.0,14.85,89445,24795,-115917
2015-12-02,44400.0,43850.0,288217.0,14.69,107630,15292,-106573
2015-12-03,43700.0,43300.0,271402.0,14.5,91645,253,-92732
2015-12-04,42700.0,42800.0,231242.0,14.34,82575,-18955,-63710
2015-12-07,43300.0,42250.0,241962.0,14.15,103515,-31155,-72085
2015-12-08,42200.0,41150.0,333233.0,13.78,105416,-90084,-15231
2015-12-09,41050.0,40800.0,238125.0,13.67,61239,-15328,-44042
2015-12-10,40700.0,41250.0,287158.0,13.82,-49635,39395,15551
2015-12-11,41400.0,41250.0,166861.0,13.82,-2494,70646,-68431
2015-12-14,40750.0,40600.0,219399.0,13.6,1160,22533,-21007
2015-12-15,40600.0,40650.0,145449.0,13.62,35862,13253,-49215
2015-12-16,41100.0,41600.0,273351.0,13.93,12321,57725,-70046
2015-12-17,41800.0,41450.0,284347.0,13.88,51720,83691,-135389
2015-12-18,40900.0,41200.0,229407.0,13.8,13509,16184,-29743
2015-12-21,41050.0,43350.0,365520.0,14.52,-106847,72442,33873
2015-12-22,43100.0,42700.0,198337.0,14.3,27961,11650,-34716
2015-12-23,43000.0,43500.0,254863.0,14.57,-52220,66581,-15034
2015-12-24,43850.0,43100.0,235099.0,14.44,-11640,23671,-9795
2015-12-28,43300.0,42400.0,244065.0,14.2,-32289,1424,46467
2015-12-29,41650.0,42400.0,229622.0,14.2,-4387,4350,2037
2015-12-30,42550.0,41750.0,212513.0,13.98,66113,-71179,5066
2016-01-04,41550.0,40250.0,323472.0,11.25,53876,-26222,-17238
2016-01-05,40000.0,41000.0,270187.0,11.46,-37723,34152,3565
2016-01-06,41000.0,40650.0,209740.0,11.36,10302,28415,-36217
2016-01-07,40200.0,39700.0,375207.0,11.09,110684,-20525,-90159
2016-01-08,39000.0,39250.0,577985.0,10.97,159436,-35644,-123387
2016-01-11,38750.0,38500.0,291515.0,10.76,14308,-23930,9804
2016-01-12,39000.0,38150.0,320930.0,10.66,67470,5840,-72805
2016-01-13,38300.0,39000.0,250835.0,10.9,-11016,21210,-10130
2016-01-14,38300.0,37700.0,629197.0,10.53,312750,-120864,-190869
2016-01-15,38300.0,36600.0,550919.0,10.23,83733,-69961,-27094
2016-01-18,35800.0,36000.0,562171.0,10.06,243489,-147369,-98147
2016-01-19,35700.0,36600.0,363395.0,10.23,52441,36283,-88700
2016-01-20,36200.0,34750.0,519827.0,9.71,204412,-76621,-143452
2016-01-21,34750.0,34400.0,430476.0,9.61,26920,-14926,-11704
2016-01-22,34750.0,35650.0,466842.0,9.96,-34196,43179,40339
2016-01-25,36400.0,35950.0,338152.0,10.05,10102,5722,-17105
2016-01-26,35600.0,35300.0,291235.0,9.86,75074,-68072,7287
2016-01-27,35950.0,35500.0,475475.0,9.92,97315,-126168,29782
2016-01-28,36000.0,36850.0,652203.0,10.3,188,-62005,57272
2016-01-29,37500.0,37600.0,833229.0,10.51,6543,157490,-166313
2016-02-01,38200.0,38650.0,753037.0,10.8,-79996,189082,-116782
2016-02-02,38400.0,37600.0,346884.0,10.51,41134,32322,-73253
2016-02-03,37050.0,36400.0,364055.0,10.17,100175,-111490,12140
2016-02-04,36850.0,37000.0,425313.0,10.34,77129,-62624,-13896
2016-02-05,37100.0,38200.0,458904.0,10.67,-130603,25445,106139
2016-02-11,36000.0,35750.0,758462.0,9.99,203678,-45173,-166006
2016-02-12,35300.0,34500.0,724954.0,9.64,230209,-94587,-138542
2016-02-15,35300.0,36250.0,320737.0,10.13,-114018,69400,47822
2016-02-16,36550.0,36900.0,340268.0,10.31,-56316,9328,46493
2016-02-17,36800.0,36950.0,319331.0,10.32,-59286,86200,-29723
2016-02-18,37900.0,38000.0,449952.0,10.62,-151407,38682,109039
2016-02-19,37800.0,38050.0,261490.0,10.63,-47946,41217,5479
2016-02-22,37700.0,38350.0,261824.0,10.72,-73449,65699,7724
2016-02-23,39000.0,38550.0,342126.0,10.77,-108234,57230,50929
2016-02-24,38000.0,38500.0,263112.0,10.76,-34341,29147,4779
2016-02-25,38700.0,38100.0,336698.0,10.65,4498,12345,-17008
2016-02-26,38450.0,38600.0,308828.0,10.79,-89847,58189,32014
2016-02-29,38900.0,39050.0,427908.0,10.91,2717,46845,-57195
2016-03-02,39900.0,40700.0,547617.0,11.37,-262392,173532,92713
2016-03-03,40800.0,40900.0,408672.0,11.43,-72870,38329,35579
2016-03-04,41150.0,41050.0,284911.0,11.47,-48105,26863,20995
2016-03-07,41400.0,42050.0,539319.0,11.75,-152263,78350,73737
2016-03-08,42450.0,42050.0,349236.0,11.75,-99769,68187,34911
2016-03-09,41600.0,41100.0,247164.0,11.48,52434,-43460,-11359
2016-03-10,41300.0,41350.0,338745.0,11.55,-20549,-67035,81143
2016-03-11,41300.0,41100.0,211068.0,11.48,7982,-3524,-4558
2016-03-14,41900.0,40450.0,390192.0,11.3,128378,-61535,-71837
2016-03-15,40400.0,39650.0,314237.0,11.08,56275,-54844,-1771
2016-03-16,39800.0,40100.0,252687.0,11.21,20670,-52533,33056
2016-03-17,40750.0,42000.0,666312.0,11.74,-181649,123297,62221
2016-03-18,42550.0,42000.0,362583.0,11.74,19778,-268,-19751
2016-03-21,42450.0,41550.0,317055.0,11.61,-12672,67720,-56112
2016-03-22,41550.0,41750.0,251338.0,11.67,19843,-40952,18428
2016-03-23,41750.0,41450.0,142001.0,11.58,-32994,14782,18722
2016-03-24,41100.0,40600.0,305043.0,11.35,60723,-28348,-33896
2016-03-25,40600.0,40100.0,237983.0,11.21,21123,-39920,17697
2016-03-28,39900.0,40100.0,157822.0,11.21,15613,-38873,23240
2016-03-29,40100.0,41100.0,254692.0,11.48,-60667,24653,36197
2016-03-30,41650.0,41250.0,254034.0,11.53,33105,-9804,-23607
2016-03-31,41500.0,39950.0,568936.0,11.16,30943,9773,-46371
2016-04-01,40000.0,39250.0,476687.0,10.97,71936,-61248,-5748
2016-04-04,39650.0,38950.0,226767.0,10.88,66975,-90115,19138
2016-04-05,38950.0,38800.0,224107.0,10.84,80949,-58128,-23031
2016-04-06,38550.0,38250.0,278089.0,10.69,142627,-134998,-7185
2016-04-07,38550.0,38400.0,230818.0,10.73,68877,-53904,-18450
2016-04-08,37900.0,38250.0,327905.0,10.69,98866,-107441,15888
2016-04-11,38250.0,37900.0,315568.0,10.59,165766,-151761,-14305
2016-04-12,37700.0,37950.0,232159.0,10.6,81506,-58166,-23340
2016-04-14,38700.0,39600.0,692541.0,11.07,-202546,65779,143777
2016-04-15,39700.0,39550.0,236795.0,11.05,-613,22408,-21795
2016-04-18,38900.0,39000.0,221431.0,10.9,41611,-19398,-22537
2016-04-19,39550.0,39450.0,279783.0,11.02,13935,22266,-37001
2016-04-20,39700.0,39650.0,428431.0,11.08,-45375,24614,12986
2016-04-21,40200.0,41150.0,531234.0,11.5,-176199,40399,104530
2016-04-22,40700.0,41050.0,245013.0,11.47,14067,45039,-59316
2016-04-25,41050.0,40300.0,242507.0,11.26,36234,-356,-36138
2016-04-26,40000.0,40250.0,228950.0,11.25,14337,-17541,3094
2016-04-27,40050.0,39700.0,253342.0,11.09,54992,-34021,-21071
2016-04-28,39950.0,39750.0,251609.0,11.11,-12073,26488,-14425
2016-04-29,39650.0,39400.0,266359.0,11.01,67565,-24182,-33525
2016-05-02,39150.0,38350.0,295932.0,10.72,134864,-123493,-3837
2016-05-03,38700.0,38250.0,267324.0,10.69,112159,-103133,-6179
2016-05-04,37800.0,37000.0,709749.0,10.34,314491,-264123,-27395
2016-05-09,37000.0,36700.0,311925.0,10.26,80093,-9737,-70698
2016-05-10,36800.0,37250.0,168190.0,10.41,39659,-27058,-12601
2016-05-11,37700.0,37000.0,228985.0,10.34,71139,-51562,-22537
2016-05-12,36800.0,36750.0,158448.0,10.27,72797,-74537,1230
2016-05-13,36900.0,37100.0,181680.0,10.37,46802,-47760,1621
2016-05-16,36850.0,37100.0,383967.0,10.37,36117,-29034,-8983
2016-05-17,37150.0,35750.0,692848.0,9.99,306653,-179032,-128780
2016-05-18,35750.0,35100.0,492031.0,9.81,137165,-76780,-61885
2016-05-19,35400.0,35100.0,303606.0,9.81,98121,-121421,22070
2016-05-20,35150.0,35100.0,212408.0,9.81,98793,12156,-112386
2016-05-23,35150.0,35200.0,248424.0,9.84,65049,-20050,-44999
2016-05-24,35200.0,34650.0,245005.0,9.68,68788,-13720,-56394
2016-05-25,35700.0,35300.0,281219.0,9.86,52597,-57276,-1044
2016-05-26,35400.0,35200.0,169151.0,9.84,-8130,23518,-10555
2016-05-27,35450.0,36000.0,272987.0,10.06,1917,31051,-32868
2016-05-30,36000.0,35600.0,223913.0,9.95,53547,-7053,-46583
2016-05-31,35500.0,35650.0,367233.0,9.96,53627,-1151,-52486
2016-06-01,35600.0,35800.0,259542.0,10.0,-7094,-25284,32296
2016-06-02,35800.0,35600.0,204812.0,9.95,23163,-21662,-1421
2016-06-03,35700.0,35500.0,203238.0,9.92,-3030,19270,-16380
2016-06-07,35500.0,36200.0,388677.0,10.12,4304,37071,-41848
2016-06-08,36250.0,36450.0,315182.0,10.19,5663,59865,-57034
2016-06-09,36700.0,36800.0,685491.0,10.28,-121332,145147,-22338
2016-06-10,36950.0,36800.0,325029.0,10.28,-36694,133154,-97065
2016-06-13,36300.0,35650.0,384875.0,9.96,116224,3952,-121466
2016-06-14,35500.0,35150.0,263711.0,9.82,121560,-69799,-54943
2016-06-15,35100.0,35050.0,243127.0,9.79,93728,-73427,-13920
2016-06-16,35050.0,34850.0,233388.0,9.74,20375,-2774,-18811
2016-06-17,35100.0,35100.0,243688.0,9.81,-35146,46965,-10819
2016-06-20,35500.0,35900.0,185490.0,10.03,-23526,14208,9696
2016-06-21,35900.0,35650.0,133526.0,9.96,20915,-17898,-3817
2016-06-22,35500.0,36150.0,250031.0,10.1,-87756,8812,77907
2016-06-23,36000.0,36600.0,285860.0,10.23,-146582,45155,98994
2016-06-24,37100.0,35000.0,797191.0,9.78,-28164,-38417,64593
2016-06-27,33850.0,34650.0,364156.0,9.68,-62575,30674,31965
2016-06-28,34250.0,34600.0,241672.0,9.67,52955,188,-53476
2016-06-29,35000.0,35250.0,278567.0,9.85,-543,17683,-17140
2016-06-30,35850.0,35300.0,267283.0,9.86,-6485,-53665,60690
2016-07-01,35550.0,36250.0,288405.0,10.13,-129119,-26362,156051
2016-07-04,36050.0,36400.0,193639.0,10.17,-70170,22171,48539
2016-07-05,36150.0,36250.0,95560.0,10.13,-29684,-1390,30647
2016-07-06,36000.0,35300.0,320310.0,9.86,61735,-23468,-38276
2016-07-07,35600.0,35250.0,207468.0,9.85,74949,-59853,-14896
2016-07-08,35200.0,34800.0,199453.0,9.72,71430,-51307,-18001
2016-07-11,35300.0,35500.0,202249.0,9.92,-47312,6365,40860
2016-07-12,35750.0,36100.0,297566.0,10.09,-115555,-2004,117477
2016-07-13,36450.0,36400.0,363688.0,10.17,-53843,-74685,128628
2016-07-14,36400.0,37000.0,398296.0,10.34,-234719,1503,233216
2016-07-15,37150.0,37050.0,478634.0,10.35,-117027,6637,109756
2016-07-18,37200.0,37000.0,172541.0,10.34,14454,-26182,12680
2016-07-19,37150.0,36700.0,152462.0,10.26,12453,-39657,29092
2016-07-20,36700.0,36950.0,132392.0,10.32,11120,-30337,17991
2016-07-21,37350.0,37300.0,293584.0,10.42,-56235,52958,3725
2016-07-22,37050.0,37500.0,227280.0,10.48,17213,-23039,1730
2016-07-25,37800.0,37950.0,399049.0,10.6,-615,-43373,44536
2016-07-26,38000.0,38050.0,213589.0,10.63,-43243,38980,4091
2016-07-27,38200.0,38200.0,259745.0,10.67,-36708,-12801,49560
2016-07-28,38100.0,37600.0,272540.0,10.51,21167,-8756,-12411
2016-07-29,37650.0,37800.0,363312.0,10.56,-12410,-9607,22017
2016-08-01,38100.0,38450.0,325929.0,10.74,16898,-8938,-6162
2016-08-02,38200.0,37300.0,371856.0,10.42,17498,-99328,81930
2016-08-03,37350.0,36500.0,298687.0,10.2,12948,-65301,49052
2016-08-04,36900.0,36850.0,154362.0,10.3,22690,-45039,22349
2016-08-05,36900.0,36950.0,191798.0,10.32,-3667,-35275,38742
2016-08-08,37250.0,36850.0,208357.0,10.3,35653,1456,-36809
2016-08-09,36950.0,37050.0,288588.0,10.35,73960,-51938,-21935
2016-08-10,37050.0,36900.0,159422.0,10.31,20047,15645,-35692
2016-08-11,36950.0,36550.0,179343.0,10.21,51422,-19426,-32420
2016-08-12,36850.0,37050.0,278347.0,10.35,15557,-14240,-3023
2016-08-16,37400.0,37300.0,240032.0,10.42,28667,-34040,6854
2016-08-17,37000.0,36900.0,231757.0,10.31,41781,-5771,-35188
2016-08-18,37000.0,38200.0,635748.0,10.67,-247643,73048,154535
2016-08-19,38200.0,36950.0,394688.0,10.32,142253,-45345,-97580
2016-08-22,36850.0,36200.0,342147.0,10.12,110705,-84422,-22277
2016-08-23,36300.0,35800.0,289370.0,10.0,73622,-65863,-6478
2016-08-24,35950.0,35550.0,245154.0,9.93,104744,-34354,-72543
2016-08-25,35400.0,35600.0,187460.0,9.95,22633,4422,-27075
2016-08-26,35350.0,35400.0,142696.0,9.89,27637,-22503,-6195
2016-08-29,35250.0,35350.0,157117.0,9.88,6465,-34425,16190
2016-08-30,35350.0,35550.0,140356.0,9.93,7745,-2753,-5192
2016-08-31,35450.0,35050.0,256446.0,9.79,88034,-14961,-74960
2016-09-01,35000.0,35900.0,333053.0,10.03,-50742,45482,5230
2016-09-02,35950.0,35600.0,171553.0,9.95,74567,-44567,-30000
2016-09-05,35650.0,35750.0,204071.0,9.99,2455,1172,-3581
2016-09-06,35850.0,35950.0,159270.0,10.05,-16762,-40871,57645
2016-09-07,35900.0,35750.0,242226.0,9.99,10973,416,-11487
2016-09-08,35750.0,36150.0,265364.0,10.1,-54218,-57604,109579
2016-09-09,35900.0,35800.0,144981.0,10.0,17659,-23735,5989
2016-09-12,35300.0,35250.0,170279.0,9.85,-14971,30000,-15934
2016-09-13,35650.0,34950.0,348119.0,9.77,178986,-108393,-71250
2016-09-19,34650.0,34900.0,195972.0,9.75,62574,-45197,-22881
2016-09-20,34800.0,34950.0,137149.0,9.77,37735,-35197,-2638
2016-09-21,34800.0,35200.0,155305.0,9.84,10335,-15694,4639
2016-09-22,35600.0,35350.0,272639.0,9.88,-6558,-13832,10074
2016-09-23,35750.0,35500.0,115564.0,9.92,-34029,6315,27714
2016-09-26,35500.0,35200.0,83160.0,9.84,-8042,3816,-774
2016-09-27,35000.0,35300.0,106263.0,9.86,-28150,35677,-7527
2016-09-28,35350.0,34850.0,265304.0,9.74,50771,45748,-97000
2016-09-29,35050.0,35000.0,162134.0,9.78,-537,6981,-16219
2016-09-30,35000.0,34600.0,312866.0,9.67,11192,-3326,-4587
2016-10-04,34700.0,34650.0,142767.0,9.68,29719,-11018,-31992
2016-10-05,34500.0,34350.0,200519.0,9.6,47887,-11655,-36736
2016-10-06,34400.0,34550.0,186680.0,9.65,16180,-38851,13071
2016-10-07,34350.0,34900.0,203307.0,9.75,-18991,23265,-4274
2016-10-10,35100.0,34850.0,153076.0,9.74,-35572,26001,6571
2016-10-11,35150.0,35200.0,175600.0,9.84,-49906,13415,15006
2016-10-12,35000.0,35200.0,155296.0,9.84,-39112,10603,28509
2016-10-13,35200.0,34550.0,252915.0,9.65,93417,-81756,-11661
2016-10-14,34600.0,35000.0,123330.0,9.78,-9003,1431,7573
2016-10-17,35150.0,34550.0,248845.0,9.65,83279,-87738,3419
2016-10-18,34650.0,34850.0,151007.0,9.74,-33870,8527,24843
2016-10-19,34900.0,34550.0,179650.0,9.65,51053,-17556,-33497
2016-10-20,34600.0,34850.0,6296975.0,9.74,-44073,14605,29468
2016-10-21,34950.0,35000.0,175401.0,9.78,-34135,44534,-10499
2016-10-24,34800.0,35800.0,298972.0,10.0,-119300,53004,60064
2016-10-25,35850.0,35650.0,185998.0,9.96,-14450,47135,-32895
2016-10-26,35750.0,34900.0,254816.0,9.75,25277,44283,-67404
2016-10-27,34950.0,35200.0,144009.0,9.84,9090,16889,-25979
2016-10-28,35300.0,35000.0,119665.0,9.78,-3460,1482,1978
2016-10-31,34650.0,34550.0,229583.0,9.65,26578,22502,-44762
2016-11-01,34500.0,34350.0,157025.0,9.6,17436,-26850,9114
2016-11-02,34250.0,33900.0,204640.0,9.47,-27708,34227,-7524
2016-11-03,33900.0,33950.0,135086.0,9.49,27546,-937,-26778
2016-11-04,34100.0,34200.0,142470.0,9.56,9010,14023,-22833
2016-11-07,34300.0,34450.0,113888.0,9.63,-11168,10044,-869
2016-11-08,34600.0,35000.0,164655.0,9.78,-69919,-1626,71726
2016-11-09,35000.0,34000.0,459640.0,9.5,-6873,-26096,31507
2016-11-10,34400.0,34550.0,291458.0,9.65,-7811,-12675,12976
2016-11-11,34750.0,34700.0,208405.0,9.7,-16013,-1181,20064
2016-11-14,34700.0,34900.0,192754.0,9.75,-25924,32731,-6941
2016-11-15,35050.0,35000.0,175844.0,9.78,-43776,41530,2281
2016-11-16,35100.0,35000.0,189915.0,9.78,10844,-23304,12460
2016-11-17,34900.0,34650.0,163418.0,9.68,43127,-34395,1790
2016-11-18,34650.0,34000.0,311784.0,9.5,118094,-67979,-41895
2016-11-21,33950.0,33200.0,357980.0,9.28,116292,-45655,-72090
2016-11-22,33400.0,33150.0,280061.0,9.26,8144,-2112,-8241
2016-11-23,33000.0,32900.0,297365.0,9.19,22375,-35491,13659
2016-11-24,32900.0,32400.0,236740.0,9.05,18349,5130,-24019
2016-11-25,32600.0,32400.0,154883.0,9.05,19429,-19314,-315
2016-11-28,32400.0,32250.0,188045.0,9.01,-328,-13114,13742
2016-11-29,32250.0,32250.0,164610.0,9.01,21885,-447,-21355
2016-11-30,32300.0,32050.0,222115.0,8.96,40326,-32877,-7424
2016-12-01,32100.0,32150.0,123893.0,8.98,27776,-14312,-13475
2016-12-02,32200.0,32250.0,105845.0,9.01,-4791,-4610,9423
2016-12-05,32250.0,31600.0,209016.0,8.83,1558,15302,-16860
2016-12-06,31800.0,32100.0,138197.0,8.97,-13117,19409,-6092
2016-12-07,32000.0,32000.0,102424.0,8.94,-1440,19906,-18816
2016-12-08,32350.0,32650.0,288370.0,9.12,-31911,-1651,35062
2016-12-09,32600.0,32500.0,154606.0,9.08,-3585,1636,9013
2016-12-12,32750.0,32950.0,190598.0,9.21,20860,-27995,11035
2016-12-13,32900.0,33100.0,189347.0,9.25,16078,-1219,-14843
2016-12-14,33300.0,32800.0,156107.0,9.17,24031,-6240,-16910
2016-12-15,32650.0,33750.0,345354.0,9.43,-93623,-18813,113936
2016-12-16,33800.0,33750.0,190976.0,9.43,356,-21372,21266
2016-12-19,33650.0,33500.0,104287.0,9.36,-17922,44064,-25642
2016-12-20,33400.0,33600.0,189788.0,9.39,-42942,41540,2402
2016-12-21,32300.0,31950.0,1103709.0,8.93,97478,149493,-248087
2016-12-22,31900.0,32100.0,316592.0,8.97,-115935,103680,12455
2016-12-23,32200.0,32200.0,301013.0,9.0,-89311,100441,2725
2016-12-26,32150.0,32500.0,242305.0,9.08,-61782,56032,7250
2016-12-27,32550.0,32300.0,225457.0,9.03,-134,-5580,4602
2016-12-28,31950.0,31850.0,212276.0,8.9,96469,-79398,-16514
2016-12-29,31900.0,31700.0,168595.0,8.86,59810,-55616,-4527
2017-01-02,31850.0,31450.0,130763.0,13.87,40327,-5229,-35098
2017-01-03,31700.0,31800.0,157501.0,14.03,30609,-9763,-21646
2017-01-04,31800.0,32450.0,425688.0,14.31,27215,63522,-89142
2017-01-05,32450.0,32650.0,294678.0,14.4,-11152,9800,-5184
2017-01-06,32650.0,32600.0,152616.0,14.38,20119,-8496,-10499
2017-01-09,32600.0,32100.0,187893.0,14.16,76804,-51795,-19688
2017-01-10,31900.0,32150.0,148176.0,14.18,35707,-23323,-12384
2017-01-11,32000.0,32950.0,361809.0,14.53,-113067,93202,26969
2017-01-12,33200.0,33000.0,358644.0,14.56,32121,-91684,64548
2017-01-13,33000.0,33200.0,232050.0,14.64,7190,-18021,10881
2017-01-16,33400.0,32950.0,213349.0,14.53,39635,-22206,-22429
2017-01-17,33000.0,33400.0,309115.0,14.73,-13526,36553,-18427
2017-01-18,33400.0,33400.0,220698.0,14.73,-33430,27378,6052
2017-01-19,33700.0,32750.0,272285.0,14.45,54894,-30649,-24745
2017-01-20,32800.0,32550.0,212271.0,14.36,46465,-19410,-28055
2017-01-23,32600.0,32150.0,217719.0,14.18,92254,-77567,-15037
2017-01-24,32100.0,32000.0,202571.0,14.11,65612,-27259,-39353
2017-01-25,32100.0,31700.0,274727.0,13.98,131677,-100526,-31651
2017-01-26,31650.0,33300.0,509266.0,14.69,-128966,48895,76122
2017-01-31,32350.0,32400.0,392551.0,14.73,5239,-368,-2108
2017-02-01,32550.0,32650.0,286916.0,14.85,2425,57137,-59192
2017-02-02,32450.0,32100.0,186087.0,14.6,14440,26244,-40684
2017-02-03,32200.0,32100.0,227114.0,14.6,40504,14225,-55657
2017-02-06,32600.0,33100.0,506840.0,15.05,-117721,66355,62964
2017-02-07,33200.0,33400.0,251537.0,15.19,-26627,28430,-1103
2017-02-08,33350.0,33250.0,255260.0,15.12,-1442,45345,-43903
2017-02-09,33250.0,33750.0,464197.0,15.35,-172521,31131,145440
2017-02-10,33900.0,33800.0,212014.0,15.37,-28130,38044,-10114
2017-02-13,33900.0,33800.0,170303.0,15.37,-23112,19581,4531
2017-02-14,33800.0,33750.0,130263.0,15.35,-29034,28413,621
2017-02-15,33550.0,33600.0,207049.0,15.28,-34016,-2132,36712
2017-02-16,33800.0,33250.0,159027.0,15.12,23950,-14442,-10288
2017-02-17,32850.0,33500.0,322238.0,15.23,-49414,62500,1368
2017-02-20,33500.0,32650.0,260293.0,14.85,39013,2293,-41926
2017-02-21,32650.0,33450.0,419729.0,15.21,-43849,-25441,54701
2017-02-22,33450.0,33900.0,481385.0,15.42,-123164,13278,109996
2017-02-23,34000.0,33900.0,284836.0,15.42,2052,-13834,11193
2017-02-24,33950.0,33600.0,183831.0,15.28,-37831,42896,-3091
2017-02-27,33700.0,33200.0,161891.0,15.1,12884,-820,-10891
2017-02-28,33200.0,33150.0,345323.0,15.07,14704,12880,-27584
2017-03-02,33500.0,33500.0,681909.0,15.23,-30569,68495,-51926
2017-03-03,33250.0,32700.0,496484.0,14.87,20878,13026,-20583
2017-03-06,32700.0,32250.0,314741.0,14.67,4509,17960,-24889
