Symbol,오리온홀딩스_시가(원),오리온홀딩스_종가(원),오리온홀딩스_거래량(주),오리온홀딩스_PER(IFRS-연결),오리온홀딩스_순매수수량(개인)(주),오리온홀딩스_순매수수량(기관계)(주),오리온홀딩스_순매수수량(외국인계)(주)
2010-08-24,373000.0,398000.0,27633.0,61.0,-6066,-6676,13490
2010-08-25,394000.0,381500.0,31566.0,58.47,6802,4095,-11713
2010-08-26,385000.0,384000.0,15902.0,58.86,103,1644,-646
2010-08-27,383500.0,381000.0,12005.0,58.4,519,-2548,2975
2010-08-30,385000.0,388000.0,12373.0,59.47,-5141,1064,3997
2010-08-31,389000.0,390500.0,9968.0,59.85,-1478,361,1268
2010-09-01,390500.0,410000.0,43359.0,62.84,-6477,-17607,25849
2010-09-02,409500.0,428500.0,26238.0,65.68,-3290,-7120,10819
2010-09-03,428000.0,414500.0,38467.0,63.53,4106,-3620,1274
2010-09-06,405500.0,418500.0,28333.0,64.15,-2255,-677,3478
2010-09-07,418500.0,403500.0,62493.0,61.85,9341,9288,-16039
2010-09-08,399000.0,395000.0,94834.0,60.54,5935,-68076,61537
2010-09-09,400500.0,403000.0,32287.0,61.77,-1463,8301,-6966
2010-09-10,410000.0,397500.0,34888.0,60.93,8275,-1460,-6026
2010-09-13,397500.0,387000.0,146037.0,59.32,9573,-83284,71871
2010-09-14,387000.0,381500.0,84381.0,58.47,4031,390,-6270
2010-09-15,379500.0,379500.0,30039.0,58.17,-340,2607,910
2010-09-16,379500.0,388000.0,36725.0,59.47,283,12237,-7879
2010-09-17,394500.0,391000.0,102443.0,59.93,-1068,-2425,53011
2010-09-20,393000.0,392500.0,17372.0,60.16,-611,-6419,7356
2010-09-24,388000.0,394000.0,45844.0,60.39,-1307,2518,28508
2010-09-27,397000.0,403000.0,23532.0,61.77,-1355,-1845,3085
2010-09-28,399000.0,400000.0,24822.0,61.31,-2683,-4094,6760
2010-09-29,400000.0,411000.0,45872.0,62.99,-6024,-3216,9480
2010-09-30,409500.0,414000.0,41400.0,63.46,-3734,-15809,20208
2010-10-01,409000.0,398500.0,24625.0,61.08,9032,-12266,3151
2010-10-04,398500.0,389000.0,22978.0,59.62,3670,-10781,8180
2010-10-05,393500.0,395000.0,19756.0,60.54,-2451,-3245,5154
2010-10-06,392500.0,388000.0,27652.0,59.47,5113,-6895,3085
2010-10-07,383500.0,388000.0,32582.0,59.47,4923,-8844,4084
2010-10-08,388000.0,393000.0,24138.0,60.24,-5348,87,2066
2010-10-11,396000.0,391500.0,42826.0,60.01,-2533,-30332,34664
2010-10-12,389000.0,386000.0,22385.0,59.16,-1789,11366,-7708
2010-10-13,387000.0,379500.0,33822.0,58.17,5744,5740,-8095
2010-10-14,377500.0,379500.0,32402.0,58.17,5196,-13505,4000
2010-10-15,378500.0,391500.0,34869.0,60.01,-6839,-4007,9681
2010-10-18,391500.0,390000.0,16675.0,59.78,-2109,5046,-1507
2010-10-19,391500.0,382500.0,10907.0,58.63,1580,-2999,2420
2010-10-20,385500.0,385500.0,19200.0,59.09,-1746,8992,-7154
2010-10-21,386000.0,375000.0,27488.0,57.48,10497,-4805,-6031
2010-10-22,374500.0,363500.0,49883.0,55.71,16484,-13741,-3640
2010-10-25,364000.0,364500.0,69337.0,55.87,2910,9201,-14651
2010-10-26,367000.0,366500.0,63597.0,56.18,6541,9859,-17783
2010-10-27,364000.0,378000.0,50207.0,57.94,-18360,18514,-629
2010-10-28,375500.0,385500.0,30702.0,59.09,-9995,12839,-2919
2010-10-29,385500.0,377000.0,62453.0,57.78,7174,15462,-22458
2010-11-01,377000.0,378500.0,27369.0,58.01,663,6515,-8071
2010-11-02,375000.0,388000.0,22341.0,59.47,-8022,6803,1687
2010-11-03,391500.0,398500.0,39282.0,61.08,-15110,-2161,15905
2010-11-04,398500.0,406000.0,41745.0,62.23,-8856,-9959,20497
2010-11-05,403000.0,401500.0,20346.0,61.54,-2552,-7503,9355
2010-11-08,395500.0,395000.0,16233.0,60.54,1937,-4624,3755
2010-11-09,391500.0,394500.0,10955.0,60.47,-1028,-1226,2533
2010-11-10,393500.0,393000.0,36320.0,60.24,2223,-250,-736
2010-11-11,389500.0,379000.0,38103.0,58.09,12892,-2701,-11808
2010-11-12,382500.0,384000.0,31094.0,58.86,-3079,-3623,8094
2010-11-15,377000.0,381000.0,17158.0,58.4,-162,-4813,5335
2010-11-16,378500.0,385500.0,23141.0,59.09,-1605,-12333,16116
2010-11-17,381500.0,399000.0,30332.0,61.16,-8272,4371,4961
2010-11-18,399000.0,410000.0,33575.0,62.84,-13663,-3579,16953
2010-11-19,415000.0,406000.0,22674.0,62.23,-2353,-6034,9859
2010-11-22,403000.0,407500.0,20524.0,62.46,-1276,-9039,10209
2010-11-23,403000.0,400500.0,17254.0,61.39,1924,-2695,3158
2010-11-24,390500.0,414500.0,24118.0,63.53,-6846,-180,6721
2010-11-25,415000.0,426000.0,33835.0,65.29,-5002,-6853,11747
2010-11-26,426000.0,415000.0,19877.0,63.61,-699,-2604,1496
2010-11-29,406000.0,403000.0,18328.0,61.77,316,-605,1217
2010-11-30,404500.0,408000.0,39159.0,62.54,-1143,-338,2676
2010-12-01,408000.0,402000.0,22424.0,61.62,2670,2985,-5739
2010-12-02,400500.0,401000.0,31336.0,61.46,3660,3142,-6073
2010-12-03,401000.0,400500.0,131423.0,61.39,2950,-98978,96100
2010-12-06,399500.0,390000.0,31356.0,59.78,7484,-8553,1395
2010-12-07,390000.0,382500.0,38012.0,58.63,11555,-11054,-729
2010-12-08,382500.0,392000.0,31121.0,60.08,-2355,-4652,7877
2010-12-09,397500.0,395000.0,27395.0,60.54,971,3133,-2552
2010-12-10,391000.0,388000.0,38201.0,59.47,7024,-4867,-616
2010-12-13,389000.0,391500.0,18002.0,60.01,-1255,1748,593
2010-12-14,392000.0,386000.0,17766.0,59.16,4428,-4724,2600
2010-12-15,388500.0,386000.0,35997.0,59.16,9927,-7487,786
2010-12-16,385500.0,376500.0,21767.0,57.71,10180,-11889,2062
2010-12-17,377500.0,381500.0,20031.0,58.47,1981,-6050,4887
2010-12-20,376500.0,373000.0,28514.0,57.17,6979,-3378,-2845
2010-12-21,375000.0,380500.0,25768.0,58.32,-350,-2763,2307
2010-12-22,380500.0,383000.0,34885.0,58.7,-4249,-11624,16129
2010-12-23,384500.0,380000.0,10347.0,58.25,363,-2919,1860
2010-12-24,380500.0,381000.0,8700.0,58.4,-1005,-1629,2327
2010-12-27,380500.0,377500.0,7567.0,57.86,-725,373,-219
2010-12-28,377500.0,380000.0,18173.0,58.25,-1990,3194,-1757
2010-12-29,380000.0,390000.0,23354.0,59.78,-4308,4775,-355
2010-12-30,389000.0,386000.0,22908.0,59.16,1248,-2683,2119
2011-01-03,389000.0,399500.0,34301.0,5.98,-15530,-523,15607
2011-01-04,399500.0,405000.0,29664.0,6.06,-6606,1766,6071
2011-01-05,419000.0,410000.0,74829.0,6.13,-6955,-8674,17095
2011-01-06,410000.0,411500.0,56005.0,6.16,-5642,-32999,46436
2011-01-07,408000.0,418000.0,17932.0,6.25,-3924,276,3187
2011-01-10,416500.0,419500.0,17818.0,6.28,-2733,-400,3370
2011-01-11,419500.0,425500.0,40410.0,6.37,-7978,-19006,27820
2011-01-12,427500.0,431000.0,41872.0,6.45,-3855,-18896,25893
2011-01-13,429000.0,438500.0,47729.0,6.56,-3740,-23303,33125
2011-01-14,435500.0,440000.0,27928.0,6.58,-1122,-9971,11329
2011-01-17,434500.0,436500.0,24965.0,6.53,-1358,-7679,12240
2011-01-18,432000.0,429500.0,20601.0,6.43,662,-15684,15666
2011-01-19,429500.0,427000.0,19865.0,6.39,477,-11052,10231
2011-01-20,421500.0,414000.0,38144.0,6.19,3432,-3610,2692
2011-01-21,417000.0,416000.0,34427.0,6.22,-963,-3087,5252
2011-01-24,418000.0,418500.0,25451.0,6.26,208,-2824,2378
2011-01-25,416500.0,423000.0,15815.0,6.33,-470,-2553,3618
2011-01-26,420500.0,421000.0,32181.0,6.3,2362,43,-2175
2011-01-27,420000.0,418000.0,15237.0,6.25,1372,-4910,5595
2011-01-28,413500.0,419500.0,17134.0,6.28,-606,-5961,5664
2011-01-31,419500.0,419000.0,9072.0,6.27,-642,-1963,2272
2011-02-01,422500.0,415500.0,5637.0,6.22,427,-348,908
2011-02-07,417000.0,416000.0,9539.0,6.22,800,-2756,2492
2011-02-08,414000.0,411000.0,22799.0,6.15,545,-4116,3299
2011-02-09,407000.0,404000.0,20891.0,6.04,668,-3559,2877
2011-02-10,401000.0,404000.0,17416.0,6.04,-820,-4433,4485
2011-02-11,413000.0,398000.0,24621.0,5.95,-483,808,-1016
2011-02-14,390500.0,395000.0,44791.0,5.91,2530,5478,-8318
2011-02-15,395000.0,387500.0,19018.0,5.8,1616,-5623,4109
2011-02-16,388000.0,398500.0,15400.0,5.96,-2064,-926,1418
2011-02-17,394000.0,398000.0,17937.0,5.95,-2074,455,2070
2011-02-18,394500.0,402000.0,22132.0,6.01,-459,-3030,3997
2011-02-21,398500.0,387000.0,40544.0,5.79,5565,-533,-4434
2011-02-22,389500.0,379500.0,46661.0,5.68,2192,6814,-8990
2011-02-23,382500.0,380500.0,13908.0,5.69,403,-1836,-115
2011-02-24,370000.0,377000.0,23181.0,5.64,-1057,-596,-496
2011-02-25,375500.0,379000.0,24333.0,5.67,713,-2950,3689
2011-02-28,380000.0,379000.0,30275.0,5.67,177,-4393,4928
2011-03-02,379000.0,369000.0,24416.0,5.52,3183,4580,-7411
2011-03-03,363500.0,358000.0,62564.0,5.36,7899,24063,-32176
2011-03-04,365000.0,381000.0,26167.0,5.7,-5035,-1627,5060
2011-03-07,383000.0,376000.0,14929.0,5.63,487,6632,-6324
2011-03-08,371500.0,379500.0,11481.0,5.68,-2102,3907,-2878
2011-03-09,381000.0,375000.0,24040.0,5.61,2919,7194,-12052
2011-03-10,373500.0,376000.0,15529.0,5.63,65,7045,-8541
2011-03-11,376000.0,373500.0,10881.0,5.59,-445,1696,-787
2011-03-14,369000.0,370000.0,17783.0,5.54,-1231,-2422,4181
2011-03-15,370000.0,369000.0,27375.0,5.52,-775,-4987,6258
2011-03-16,367000.0,369000.0,13185.0,5.52,829,-484,-3354
2011-03-17,368500.0,362500.0,12414.0,5.42,1446,-982,-192
2011-03-18,363000.0,359500.0,22745.0,5.38,6417,-8194,1558
2011-03-21,361000.0,361000.0,6717.0,5.4,2605,-1301,-1498
2011-03-22,364500.0,365000.0,21868.0,5.46,6569,-8124,708
2011-03-23,352500.0,363000.0,37473.0,5.43,-2849,16961,-14479
2011-03-24,363000.0,364000.0,42591.0,5.45,4450,11812,-17971
2011-03-25,365000.0,380000.0,50394.0,5.69,-5935,4245,843
2011-03-28,381000.0,375000.0,11605.0,5.61,3940,334,-3970
2011-03-29,375000.0,374000.0,10274.0,5.6,2935,-2232,-757
2011-03-30,374000.0,376500.0,23160.0,5.63,634,8480,-8994
2011-03-31,380000.0,394500.0,25499.0,5.9,-8707,6182,2676
2011-04-01,396000.0,400000.0,22367.0,5.98,-5735,6148,712
2011-04-04,398000.0,408000.0,27818.0,6.1,-5625,-4218,10505
2011-04-05,410000.0,407000.0,12708.0,6.09,-1912,-3267,5496
2011-04-06,409000.0,397000.0,14946.0,5.94,1763,-7059,5908
2011-04-07,397000.0,394000.0,25652.0,5.89,-290,-5499,6883
2011-04-08,391000.0,400000.0,11558.0,5.98,-1296,1787,236
2011-04-11,400000.0,387000.0,11355.0,5.79,4343,-2912,-702
2011-04-12,385000.0,385500.0,14933.0,5.77,391,-1330,2680
2011-04-13,388000.0,401000.0,18354.0,6.0,-3056,3848,-1165
2011-04-14,396000.0,410000.0,12376.0,6.13,-2546,2491,-1892
2011-04-15,404000.0,408500.0,20563.0,6.11,1266,-704,-1133
2011-04-18,408000.0,397500.0,11658.0,5.95,2223,-1696,1039
2011-04-19,392000.0,389000.0,15973.0,5.82,2571,-3242,779
2011-04-20,387500.0,405000.0,13382.0,6.06,-4961,4125,-769
2011-04-21,404000.0,421500.0,19239.0,6.31,-5164,1032,2439
2011-04-22,415500.0,411000.0,9009.0,6.15,3200,-3004,159
2011-04-25,407500.0,407500.0,8430.0,6.1,-261,540,381
2011-04-26,402500.0,416000.0,12392.0,6.22,-4383,3127,768
2011-04-27,413000.0,416000.0,16633.0,6.22,-4314,-2874,7559
2011-04-28,416000.0,416000.0,7519.0,6.22,-1431,-415,3725
2011-04-29,410500.0,415500.0,13500.0,6.22,479,-1316,1656
2011-05-02,410000.0,421000.0,14633.0,6.3,464,-2706,-1070
2011-05-03,416000.0,428000.0,17579.0,6.4,-3956,5864,-2575
2011-05-04,429500.0,435500.0,38510.0,6.52,-2258,-9743,12403
2011-05-06,440000.0,434500.0,40436.0,6.5,-2134,7157,-4288
2011-05-09,430500.0,420000.0,13686.0,6.28,2204,-2934,4159
2011-05-11,420000.0,438500.0,27112.0,6.56,-3462,-2435,7740
2011-05-12,431000.0,440500.0,34622.0,6.59,-1333,-1368,3053
2011-05-13,445000.0,446500.0,29566.0,6.68,-3154,8038,-3212
2011-05-16,442000.0,454500.0,18256.0,6.8,-1265,899,1298
2011-05-17,450000.0,449000.0,12816.0,6.72,-783,660,191
2011-05-18,444000.0,443000.0,14388.0,6.63,472,133,303
2011-05-19,443000.0,442000.0,34992.0,6.61,636,-4772,4239
2011-05-20,446000.0,452500.0,13736.0,6.77,-2187,3690,-1495
2011-05-23,459000.0,447000.0,9044.0,6.69,281,-1624,1244
2011-05-24,455500.0,446000.0,17078.0,6.67,-592,-6668,7349
2011-05-25,446000.0,435000.0,22699.0,6.51,781,-5707,4961
2011-05-26,447000.0,440500.0,52636.0,6.59,-1084,-5380,6469
2011-05-27,439000.0,433500.0,32253.0,6.49,1273,-4639,3898
2011-05-30,437500.0,439500.0,14335.0,6.57,-210,320,994
2011-05-31,439500.0,462500.0,29055.0,6.92,-3239,-386,-21
2011-06-01,464000.0,445500.0,29021.0,6.66,3329,4482,-7131
2011-06-02,445000.0,431500.0,32392.0,6.46,5910,-2154,-1856
2011-06-03,433500.0,440000.0,21926.0,6.58,-2312,-5582,7753
2011-06-07,440000.0,454000.0,21234.0,6.79,-5563,3252,2442
2011-06-08,460000.0,452000.0,24631.0,6.76,-248,-6178,7895
2011-06-09,451500.0,457500.0,30626.0,6.84,-16,1951,-752
2011-06-10,460000.0,453000.0,8966.0,6.78,-159,1975,-536
2011-06-13,459500.0,469500.0,12121.0,7.02,-1940,336,238
2011-06-14,470000.0,471000.0,26097.0,7.05,-1016,-3328,4406
2011-06-15,471000.0,472000.0,21400.0,7.06,-378,-216,465
2011-06-16,469500.0,465500.0,14718.0,6.96,-183,-2268,3304
2011-06-17,462000.0,470000.0,24692.0,7.03,359,-2833,446
2011-06-20,470000.0,470500.0,14593.0,7.04,202,-2844,2465
2011-06-21,470000.0,467000.0,14199.0,6.99,-31,-4033,3761
2011-06-22,467000.0,465000.0,12146.0,6.96,1377,-6490,6031
2011-06-23,465000.0,464500.0,15180.0,6.95,307,-853,1000
2011-06-24,464500.0,470500.0,16469.0,7.04,-1022,3736,-3244
2011-06-27,474500.0,453000.0,9606.0,6.78,4172,667,-1960
2011-06-28,456000.0,460000.0,10145.0,6.88,-1185,250,-1050
2011-06-29,460000.0,460000.0,16899.0,6.88,1261,2278,-3758
2011-06-30,461000.0,456000.0,12943.0,6.82,-5,2729,-2668
2011-07-01,456000.0,459000.0,10835.0,6.87,327,-5813,5042
2011-07-04,460000.0,456000.0,37536.0,6.82,1207,-8648,6953
2011-07-05,453000.0,470000.0,8236.0,7.03,-3959,1441,2322
2011-07-06,466000.0,486000.0,14169.0,7.27,-2528,2046,1528
2011-07-07,485000.0,481000.0,18011.0,7.2,1706,1291,-1231
2011-07-08,482500.0,485000.0,14806.0,7.26,32,-6649,6723
2011-07-11,480500.0,493000.0,11395.0,7.38,-1733,2616,-890
2011-07-12,499000.0,478500.0,22787.0,7.16,1653,427,-1787
2011-07-13,476500.0,480000.0,6594.0,7.18,553,-839,1050
2011-07-14,484500.0,481500.0,13830.0,7.2,136,-2851,4403
2011-07-15,483000.0,508000.0,12196.0,7.6,-4149,-3427,7170
2011-07-18,508000.0,511000.0,14462.0,7.64,-30,-7388,9076
2011-07-19,518000.0,528000.0,25186.0,7.9,-1094,-13799,15508
2011-07-20,529000.0,541000.0,28861.0,8.09,-156,-19989,19091
2011-07-21,560000.0,538000.0,18889.0,8.05,691,-14062,13015
2011-07-22,549000.0,536000.0,28072.0,8.02,-77,-19150,21007
2011-07-25,535000.0,538000.0,8796.0,8.05,88,-4408,4705
2011-07-26,545000.0,539000.0,10926.0,8.06,188,-2681,2304
2011-07-27,535000.0,527000.0,16676.0,7.88,1823,-10309,8470
2011-07-28,522000.0,522000.0,13677.0,7.81,804,-10540,10081
2011-07-29,525000.0,512000.0,18106.0,7.66,2193,1461,-3253
2011-08-01,516000.0,533000.0,18120.0,7.97,-1220,1665,-1512
2011-08-02,527000.0,520000.0,12131.0,7.78,1512,1401,-1792
2011-08-03,515000.0,510000.0,18087.0,7.63,2141,3324,-3638
2011-08-04,517000.0,530000.0,33264.0,7.93,-2769,-1452,3047
2011-08-05,527000.0,529000.0,42071.0,7.91,-1941,11226,-12702
2011-08-08,529000.0,505000.0,46135.0,7.55,787,28700,-30120
2011-08-09,515000.0,472500.0,73648.0,7.07,1987,17440,-22161
2011-08-10,448000.0,507000.0,56628.0,7.58,-2237,10422,-8572
2011-08-11,499500.0,507000.0,38135.0,7.58,430,11211,-10985
2011-08-12,517000.0,540000.0,22809.0,8.08,-3175,-3269,8386
2011-08-16,535000.0,575000.0,31577.0,8.6,-1527,-3751,5696
2011-08-17,561000.0,560000.0,45140.0,8.38,3994,9837,-14687
2011-08-18,560000.0,564000.0,36752.0,8.44,1767,12147,-13354
2011-08-19,560000.0,564000.0,38909.0,8.44,-1265,9093,-10187
2011-08-22,560000.0,547000.0,20398.0,8.18,224,4409,-6195
2011-08-23,548000.0,526000.0,37240.0,7.87,3058,4730,-5947
2011-08-24,515000.0,540000.0,21988.0,8.08,-3745,9307,-3324
2011-08-25,532000.0,541000.0,20055.0,8.09,1091,1133,-6103
2011-08-26,538000.0,535000.0,15950.0,8.0,493,2585,-3005
2011-08-29,535000.0,500000.0,65514.0,7.48,13331,-10743,-893
2011-08-30,490000.0,510000.0,111948.0,7.63,3959,27362,-31167
2011-08-31,510000.0,530000.0,32775.0,7.93,-6612,15049,-9919
2011-09-01,514000.0,507000.0,60543.0,7.58,9953,11234,-20685
2011-09-02,503000.0,501000.0,21487.0,7.5,633,2437,-2576
2011-09-05,501000.0,495000.0,20770.0,7.41,973,4469,-6194
2011-09-06,491000.0,491500.0,15625.0,7.35,-644,3745,-2232
2011-09-07,498000.0,520000.0,15812.0,7.78,-5788,5157,-273
2011-09-08,524000.0,548000.0,32654.0,8.2,-11033,1611,9722
2011-09-09,540000.0,541000.0,12255.0,8.09,-1112,2452,-147
2011-09-14,533000.0,531000.0,15767.0,7.94,-90,-58,-2026
2011-09-15,536000.0,534000.0,12967.0,7.99,-997,-657,1418
2011-09-16,541000.0,523000.0,28097.0,7.82,449,845,-3260
2011-09-19,526000.0,523000.0,8222.0,7.82,249,356,419
2011-09-20,523000.0,542000.0,14320.0,8.11,-4144,743,1865
2011-09-21,533000.0,539000.0,13473.0,8.06,443,1898,-1701
2011-09-22,540000.0,537000.0,18530.0,8.03,815,7094,-4836
2011-09-23,526000.0,537000.0,23388.0,8.03,-1419,7706,-5895
2011-09-26,543000.0,530000.0,18019.0,7.93,-2540,6188,-5123
2011-09-27,542000.0,534000.0,19371.0,7.99,1016,40,-4522
2011-09-28,540000.0,527000.0,21802.0,7.88,1103,1169,164
2011-09-29,530000.0,525000.0,27358.0,7.85,-85,7690,-7517
2011-09-30,521000.0,515000.0,29299.0,7.7,3068,-1336,-1231
2011-10-04,499000.0,518000.0,9192.0,7.75,-2507,1077,1451
2011-10-05,502000.0,538000.0,13918.0,8.05,-4760,2277,1121
2011-10-06,545000.0,539000.0,17083.0,8.06,-592,2681,-2596
2011-10-07,536000.0,539000.0,13705.0,8.06,77,4911,-3867
2011-10-10,534000.0,525000.0,10338.0,7.85,2133,-2769,1308
2011-10-11,525000.0,540000.0,16182.0,8.08,-960,1349,-1219
2011-10-12,537000.0,527000.0,7248.0,7.88,1751,-615,-27
2011-10-13,527000.0,522000.0,17640.0,7.81,1541,2385,-4305
2011-10-14,522000.0,533000.0,17763.0,7.97,-3022,1923,1302
2011-10-17,534000.0,547000.0,13994.0,8.18,-2936,6922,-5034
2011-10-18,550000.0,540000.0,11916.0,8.08,2136,182,-4089
2011-10-19,540000.0,565000.0,12681.0,8.45,-2398,5554,-4062
2011-10-20,570000.0,559000.0,16455.0,8.36,140,506,-202
2011-10-21,554000.0,555000.0,9942.0,8.3,604,-667,55
2011-10-24,555000.0,565000.0,10056.0,8.45,-1277,1762,-1946
2011-10-25,561000.0,564000.0,13515.0,8.44,-213,-2863,3033
2011-10-26,574000.0,588000.0,23046.0,8.8,-856,-5599,5811
2011-10-27,583000.0,615000.0,14992.0,9.2,-2282,-1533,4083
2011-10-28,614000.0,618000.0,20029.0,9.25,-760,-1731,3983
2011-10-31,606000.0,596000.0,21920.0,8.92,4684,-3389,19
2011-11-01,589000.0,591000.0,11409.0,8.84,692,-4141,4193
2011-11-02,591000.0,584000.0,10238.0,8.74,705,-103,189
2011-11-03,584000.0,592000.0,6295.0,8.86,-182,-1291,2797
2011-11-04,593000.0,598000.0,18433.0,8.95,-1034,-2700,2510
2011-11-07,609000.0,605000.0,13277.0,9.05,-786,-5604,7624
2011-11-08,611000.0,607000.0,11467.0,9.08,-136,-2487,1735
2011-11-09,607000.0,625000.0,12575.0,9.35,-1855,-2653,2459
2011-11-10,631000.0,619000.0,18461.0,9.26,-91,-645,2430
2011-11-11,629000.0,623000.0,19366.0,9.32,9,-986,2855
2011-11-14,620000.0,644000.0,10618.0,9.63,-1034,-1241,3049
2011-11-15,639000.0,646000.0,21377.0,9.66,1808,-6770,5176
2011-11-16,665000.0,646000.0,40810.0,9.66,-217,-8750,11828
2011-11-17,650000.0,654000.0,25043.0,9.78,393,-5847,6185
2011-11-18,642000.0,649000.0,43903.0,9.71,2393,-11911,9411
2011-11-21,655000.0,651000.0,34440.0,9.74,170,-16541,17421
2011-11-22,644000.0,657000.0,29163.0,9.83,-27,-10330,11185
2011-11-23,661000.0,650000.0,36123.0,9.72,1174,-11612,10576
2011-11-24,651000.0,650000.0,39312.0,9.72,145,2842,-1291
2011-11-25,644000.0,646000.0,30750.0,9.66,411,962,768
2011-11-28,642000.0,646000.0,47215.0,9.66,-1033,-5702,5845
2011-11-29,644000.0,623000.0,83943.0,9.32,7436,-16829,6754
2011-11-30,613000.0,617000.0,284513.0,9.23,-2579,-45607,56388
2011-12-01,621000.0,584000.0,60775.0,8.74,21725,-29780,7639
2011-12-02,584000.0,588000.0,46966.0,8.8,7812,-12347,3442
2011-12-05,598000.0,603000.0,25758.0,9.02,-4695,3499,1782
2011-12-06,601000.0,603000.0,20684.0,9.02,-2714,8636,-6261
2011-12-07,608000.0,602000.0,36031.0,9.01,1157,-929,-444
2011-12-08,604000.0,604000.0,28400.0,9.04,-6084,6995,-490
2011-12-09,600000.0,594000.0,18338.0,8.89,2714,4309,-6018
2011-12-12,600000.0,593000.0,18041.0,8.87,0,-3129,1746
2011-12-13,606000.0,600000.0,17209.0,8.98,-2315,3790,-463
2011-12-14,604000.0,620000.0,29076.0,9.28,-5607,2332,1956
2011-12-15,628000.0,619000.0,16169.0,9.26,-1808,-1671,4252
2011-12-16,623000.0,622000.0,9391.0,9.31,-1857,541,2487
2011-12-19,617000.0,609000.0,9517.0,9.11,-207,1314,-555
2011-12-20,614000.0,629000.0,16391.0,9.41,-3034,4806,-3798
2011-12-21,635000.0,645000.0,14698.0,9.65,-2783,3256,-1589
2011-12-22,648000.0,662000.0,11632.0,9.9,-2530,-424,3140
2011-12-23,662000.0,664000.0,14073.0,9.93,628,-3779,1215
2011-12-26,665000.0,670000.0,8537.0,10.02,-126,-720,1496
2011-12-27,674000.0,682000.0,11965.0,10.2,-1065,3684,-2162
2011-12-28,672000.0,678000.0,11279.0,10.14,94,56,-648
2011-12-29,669000.0,678000.0,167280.0,10.14,-267,1704,-1068
2012-01-02,681000.0,660000.0,6223.0,19.46,2514,-876,-780
2012-01-03,660000.0,669000.0,15072.0,19.73,-788,-2929,655
2012-01-04,669000.0,672000.0,12427.0,19.81,145,-1903,1654
2012-01-05,675000.0,656000.0,13378.0,19.34,3406,1282,-4319
2012-01-06,659000.0,649000.0,13787.0,19.14,1638,-1896,1563
2012-01-09,643000.0,633000.0,29994.0,18.66,1603,-13215,13980
2012-01-10,637000.0,635000.0,20170.0,18.72,1192,-9354,5433
2012-01-11,639000.0,635000.0,16610.0,18.72,-295,971,-835
2012-01-12,642000.0,640000.0,15608.0,18.87,415,-1969,1384
2012-01-13,635000.0,642000.0,17410.0,18.93,528,1136,-1834
2012-01-16,644000.0,610000.0,22101.0,17.99,7005,-1329,-5023
2012-01-17,613000.0,608000.0,20831.0,17.93,2443,977,-4778
2012-01-18,609000.0,613000.0,20295.0,18.07,1860,-792,-1349
2012-01-19,618000.0,606000.0,26143.0,17.87,7384,-2369,-6428
2012-01-20,603000.0,616000.0,22755.0,18.16,-4154,926,1411
2012-01-25,626000.0,641000.0,38151.0,18.9,-7886,5064,2741
2012-01-26,639000.0,643000.0,17616.0,18.96,-2905,241,2936
2012-01-27,648000.0,657000.0,13987.0,19.37,-4724,5177,457
2012-01-30,653000.0,656000.0,11262.0,19.34,-320,-2832,2654
2012-01-31,660000.0,684000.0,15527.0,20.17,-4314,1167,4384
2012-02-01,685000.0,665000.0,22630.0,19.61,2717,-6418,4168
2012-02-02,666000.0,640000.0,32253.0,18.87,10558,-7904,-2429
2012-02-03,640000.0,624000.0,30524.0,18.4,6904,-8059,821
2012-02-06,627000.0,620000.0,14316.0,18.28,2033,-692,-1553
2012-02-07,617000.0,633000.0,15414.0,18.66,-1897,1320,601
2012-02-08,633000.0,645000.0,15739.0,19.02,-4254,-3631,8539
2012-02-09,649000.0,640000.0,19101.0,18.87,1067,-3019,2489
2012-02-10,635000.0,628000.0,17361.0,18.52,2019,-3276,1942
