Symbol,한국가스공사_시가(원),한국가스공사_종가(원),한국가스공사_거래량(주),한국가스공사_PER(IFRS-연결),한국가스공사_순매수수량(개인)(주),한국가스공사_순매수수량(기관계)(주),한국가스공사_순매수수량(외국인계)(주)
2001-11-01,16600.0,16700.0,52610.0,13.32,22040,-24970,0
2001-11-02,16700.0,16500.0,53520.0,13.16,9810,-3980,-4240
2001-11-05,16700.0,16750.0,56960.0,13.36,-4790,-10160,18000
2001-11-06,16900.0,16900.0,189510.0,13.48,-8330,-36370,50250
2001-11-07,16900.0,16400.0,90140.0,13.08,60220,-65200,0
2001-11-08,16450.0,16400.0,116880.0,13.08,-12840,24020,-21790
2001-11-09,16400.0,16100.0,166220.0,12.84,118160,-43470,-71500
2001-11-12,16250.0,16400.0,60180.0,13.08,520,12500,-13020
2001-11-13,16400.0,16600.0,92490.0,13.24,-34160,42300,-10000
2001-11-14,16600.0,16800.0,147720.0,13.4,16500,7570,-23730
2001-11-15,16550.0,16950.0,207250.0,13.52,18720,5100,-36010
2001-11-16,16950.0,17350.0,244590.0,13.84,38200,17370,-49550
2001-11-19,17300.0,17550.0,334280.0,14.0,-10120,62910,-59860
2001-11-20,17650.0,17300.0,234260.0,13.8,-17820,87780,-76250
2001-11-21,17000.0,17300.0,162170.0,13.8,-14660,57030,-47850
2001-11-22,17350.0,17100.0,195130.0,13.64,90790,-16510,-41940
2001-11-23,17000.0,17400.0,164650.0,13.88,-6950,53610,-50000
2001-11-26,17500.0,17800.0,277750.0,14.2,9540,31330,-43020
2001-11-27,17900.0,18450.0,441460.0,14.71,-42730,20420,7220
2001-11-28,18450.0,17600.0,255800.0,14.04,-47330,18600,40580
2001-11-29,17600.0,17400.0,152560.0,13.88,8740,-8440,970
2001-11-30,18000.0,17750.0,187090.0,14.16,10330,-37750,28300
2001-12-03,17800.0,17500.0,160440.0,13.96,63910,-61530,0
2001-12-04,17400.0,17300.0,108760.0,13.8,29310,-30420,0
2001-12-05,17450.0,17750.0,345770.0,14.16,-64820,14650,42190
2001-12-06,17900.0,17400.0,210100.0,13.88,19780,-18930,4480
2001-12-07,17550.0,18050.0,233010.0,14.39,-79990,51480,20670
2001-12-10,18150.0,17800.0,159810.0,14.2,29990,-29250,3500
2001-12-11,17600.0,17850.0,117230.0,14.24,-5880,9130,-440
2001-12-12,17850.0,17950.0,144500.0,14.32,3630,-2650,0
2001-12-13,17950.0,17250.0,419060.0,13.76,246930,-221190,3430
2001-12-14,17450.0,17450.0,164720.0,13.92,38430,-27980,-7430
2001-12-17,17300.0,17500.0,141110.0,13.96,17630,34120,-54470
2001-12-18,17400.0,17550.0,127290.0,14.0,-45340,32520,8680
2001-12-19,17300.0,17500.0,83850.0,13.96,-18850,21740,-3360
2001-12-20,17500.0,17700.0,122810.0,14.12,-36840,45280,-2100
2001-12-21,17500.0,17500.0,145840.0,13.96,68190,-48280,-16930
2001-12-24,17500.0,18000.0,136460.0,14.36,-35400,46340,-12900
2001-12-26,17900.0,18100.0,237990.0,14.44,79810,-94790,-10
2001-12-27,17000.0,17450.0,187980.0,13.92,-33470,33190,880
2001-12-28,17200.0,17350.0,167040.0,13.84,-21190,75950,-60000
2002-01-02,17200.0,17100.0,185117.0,4.43,5681,57639,-65020
2002-01-03,17100.0,16900.0,174524.0,4.38,-19020,7980,5860
2002-01-04,16900.0,17050.0,184940.0,4.42,-17550,-18600,33300
2002-01-07,16900.0,16500.0,240537.0,4.28,116990,-48870,-51330
2002-01-08,16600.0,15900.0,301052.0,4.12,202680,-124370,-88470
2002-01-09,15900.0,15800.0,199356.0,4.09,121960,-93320,-26260
2002-01-10,15950.0,15100.0,380457.0,3.91,228440,-192110,-49120
2002-01-11,15300.0,15400.0,192137.0,3.99,53380,-34390,0
2002-01-14,15550.0,15400.0,109993.0,3.99,21090,-28430,200
2002-01-15,15200.0,15000.0,259740.0,3.89,144880,-53420,-91190
2002-01-16,15000.0,14950.0,81652.0,3.87,-4600,2210,0
2002-01-17,14950.0,15150.0,108366.0,3.93,-36830,32420,2550
2002-01-18,15150.0,15050.0,102316.0,3.9,21550,-21180,-860
2002-01-21,15000.0,15500.0,112990.0,4.02,-38565,33345,12340
2002-01-22,15700.0,15400.0,90739.0,3.99,24362,-28412,10290
2002-01-23,15350.0,15700.0,119690.0,4.07,-33210,31320,330
2002-01-24,15700.0,15900.0,164500.0,4.12,-79340,71340,5460
2002-01-25,15900.0,16200.0,196058.0,4.2,-92650,76140,17250
2002-01-28,16400.0,16200.0,184349.0,4.2,16030,-75860,61000
2002-01-29,16200.0,15900.0,136823.0,4.12,-12758,18778,1780
2002-01-30,15600.0,15450.0,98514.0,4.0,10010,7150,-5070
2002-01-31,15600.0,15300.0,110193.0,3.96,70520,-65230,-730
2002-02-01,15300.0,15200.0,129273.0,3.94,67455,-63730,0
2002-02-04,15300.0,15300.0,85530.0,3.96,6520,-9340,0
2002-02-05,15100.0,15050.0,97199.0,3.9,32680,-31670,0
2002-02-06,15000.0,15100.0,71841.0,3.91,-3480,4060,0
2002-02-07,15000.0,14900.0,83496.0,3.86,6610,-7520,0
2002-02-08,15100.0,14900.0,68996.0,3.86,35480,-33150,-1700
2002-02-14,15100.0,15000.0,312564.0,3.89,175870,48690,-225710
2002-02-15,15000.0,15100.0,147253.0,3.91,15230,9970,-25200
2002-02-18,15250.0,15500.0,147752.0,4.02,-16450,23960,0
2002-02-19,15500.0,15200.0,104750.0,3.94,64647,-64147,330
2002-02-20,15150.0,15150.0,63652.0,3.93,7090,-5800,0
2002-02-21,15150.0,15400.0,172924.0,3.99,27990,-15060,100
2002-02-22,15300.0,15800.0,186331.0,4.09,-49466,1466,47000
2002-02-25,15900.0,15750.0,213893.0,4.08,-28640,23270,-30
2002-02-26,15800.0,16050.0,178541.0,4.16,-90160,70890,16500
2002-02-27,16000.0,16750.0,339850.0,4.34,-163520,99700,60160
2002-02-28,16700.0,16400.0,133055.0,4.25,-4580,4740,-300
2002-03-04,16600.0,17000.0,345491.0,4.4,-133866,7846,120680
2002-03-05,17200.0,16800.0,230983.0,4.35,-16750,-70060,90630
2002-03-06,16700.0,16950.0,154279.0,4.39,-61860,4390,57390
2002-03-07,17000.0,16450.0,174080.0,4.26,-33340,43720,-10470
2002-03-08,16450.0,16450.0,164413.0,4.26,-22670,11720,9820
2002-03-11,16500.0,16000.0,222342.0,4.15,160100,-32590,-128750
2002-03-12,16000.0,15600.0,308890.0,4.04,202160,-10030,-185770
2002-03-13,15600.0,15700.0,294005.0,4.07,178271,-230,-138811
2002-03-14,15700.0,15900.0,328118.0,4.12,94790,-890,-91380
2002-03-15,15900.0,16350.0,335027.0,4.24,53690,-62890,330
2002-03-18,16800.0,17050.0,561272.0,4.42,20160,-56710,40840
2002-03-19,17100.0,16950.0,310830.0,4.39,-22080,9170,0
2002-03-20,16950.0,16750.0,306960.0,4.34,-8230,-25570,35980
2002-03-21,16500.0,17400.0,418590.0,4.51,-201352,268612,-69680
2002-03-22,17400.0,18000.0,496735.0,4.66,-150670,81410,68360
2002-03-25,18300.0,17700.0,236010.0,4.59,-17740,9640,19500
2002-03-26,17500.0,17700.0,201747.0,4.59,-56988,43558,11680
2002-03-27,17950.0,17850.0,283632.0,4.62,106,67574,-72000
2002-03-28,17900.0,17700.0,153330.0,4.59,-69604,67624,-370
2002-03-29,17900.0,17700.0,108690.0,4.59,-19580,17980,0
2002-04-01,17600.0,17000.0,296300.0,4.4,15780,-4500,-7680
2002-04-02,17200.0,17600.0,164090.0,4.56,-61650,46570,12070
2002-04-03,17800.0,17750.0,158261.0,4.6,6450,-3020,-1540
2002-04-04,17400.0,18000.0,238212.0,4.66,2770,24350,2400
2002-04-08,17800.0,18100.0,226440.0,4.69,-43210,55650,3450
2002-04-09,18450.0,18350.0,264409.0,4.75,-81908,13478,72990
2002-04-10,18200.0,17800.0,144292.0,4.61,-47010,45470,0
2002-04-11,17500.0,17400.0,297007.0,4.51,31022,-11270,-17422
2002-04-12,17400.0,17300.0,161075.0,4.48,3730,-2970,40
2002-04-15,17300.0,17400.0,84224.0,4.51,-2680,1560,0
2002-04-16,17400.0,17200.0,190482.0,4.46,77070,40380,-118330
2002-04-17,17250.0,17150.0,388248.0,4.44,150150,35260,-209800
2002-04-18,16900.0,17000.0,262263.0,4.4,116470,-4340,-111460
2002-04-19,17000.0,16500.0,339753.0,4.28,141400,-31300,-112150
2002-04-22,16500.0,16650.0,178557.0,4.31,-48490,46480,2230
2002-04-23,16700.0,16700.0,105924.0,4.33,7270,-5370,-140
2002-04-24,16650.0,16700.0,81219.0,4.33,-9589,8490,-41
2002-04-25,16700.0,16250.0,107556.0,4.21,-30380,33990,-5650
2002-04-26,16200.0,16250.0,67466.0,4.21,-660,-4570,4160
2002-04-29,16200.0,16000.0,83192.0,4.15,-480,1220,40
2002-04-30,16000.0,16250.0,72030.0,4.21,-13890,-5190,19900
2002-05-02,16250.0,16000.0,83217.0,4.15,39340,-39010,0
2002-05-03,16000.0,15950.0,145488.0,4.13,31340,-29690,0
2002-05-06,15700.0,15700.0,53232.0,4.07,14960,-16730,0
2002-05-07,15700.0,15750.0,74640.0,4.08,-25560,25410,0
2002-05-08,15750.0,15900.0,65036.0,4.12,-3730,1280,1600
2002-05-09,16150.0,15550.0,301328.0,4.03,47500,-83280,36250
2002-05-10,15800.0,16250.0,388440.0,4.21,16900,82490,-98190
2002-05-13,16250.0,16600.0,138620.0,4.3,-74620,68340,5960
2002-05-14,16550.0,16400.0,124240.0,4.25,-49620,21870,-22220
2002-05-15,16400.0,16700.0,93048.0,4.33,-21830,19590,0
2002-05-16,16650.0,16700.0,44264.0,4.33,-13440,12740,0
2002-05-17,16650.0,16700.0,95814.0,4.33,-36700,39020,-300
2002-05-20,16750.0,16350.0,109010.0,4.24,72140,-67820,-930
2002-05-21,16300.0,16100.0,103798.0,4.17,2490,-24880,23090
2002-05-22,16100.0,16400.0,78780.0,4.25,-28290,26880,1400
2002-05-23,16300.0,16000.0,131682.0,4.15,60610,-85300,25590
2002-05-24,16250.0,16400.0,126750.0,4.25,-61640,46080,19190
2002-05-27,16400.0,16150.0,116050.0,4.18,14030,-14330,0
2002-05-28,16600.0,16650.0,294640.0,4.31,-2910,-23950,26330
2002-05-29,16600.0,16500.0,177432.0,4.28,71940,-85420,15190
2002-05-30,16400.0,16300.0,99503.0,4.22,-49230,33930,13290
2002-05-31,16200.0,16000.0,151476.0,4.15,-7930,-510,6830
2002-06-03,16000.0,16050.0,125670.0,4.16,-11160,-28350,45100
2002-06-04,16000.0,16200.0,100560.0,4.2,-32550,-180,32890
2002-06-05,16200.0,16200.0,77540.0,4.2,6760,-14870,8110
2002-06-07,16000.0,16000.0,110920.0,4.15,20510,-63020,44160
2002-06-10,16100.0,16200.0,68960.0,4.2,-34310,34470,0
2002-06-11,16100.0,16000.0,104570.0,4.15,31530,-71390,20490
2002-06-12,16000.0,16050.0,230449.0,4.16,5580,-36250,34300
2002-06-14,16200.0,16250.0,66781.0,4.21,-11570,-15430,36210
2002-06-17,16300.0,16250.0,122562.0,4.21,-14840,-19130,38150
2002-06-18,16500.0,16500.0,184350.0,4.28,-44770,-38360,82360
2002-06-19,16500.0,16150.0,154540.0,4.18,-32290,-47120,78600
2002-06-20,16150.0,16650.0,156458.0,4.31,-49780,-9870,59910
2002-06-21,16500.0,16900.0,180030.0,4.38,-39650,-11090,50880
2002-06-24,16850.0,16900.0,185369.0,4.38,-52060,-17030,75000
2002-06-25,17000.0,16750.0,189160.0,4.34,-82550,32540,49950
2002-06-26,16650.0,16350.0,219942.0,4.24,-100430,21840,80500
2002-06-27,16500.0,17000.0,262350.0,4.4,-72600,-49840,121630
2002-06-28,17300.0,17000.0,200423.0,4.4,5971,-65151,49160
2002-07-02,16850.0,17200.0,146878.0,4.46,-23970,-43070,68110
2002-07-03,17200.0,17450.0,144356.0,4.52,-56090,-13830,65640
2002-07-04,17500.0,17850.0,213872.0,4.62,-3920,-69930,88350
2002-07-05,17950.0,17850.0,252850.0,4.62,-105060,70890,35970
2002-07-08,17950.0,17750.0,255815.0,4.6,-24782,-109648,136460
2002-07-09,17800.0,18300.0,269410.0,4.74,-105340,63650,39320
2002-07-10,18200.0,18050.0,119941.0,4.68,-19220,-15010,36160
2002-07-11,17950.0,17650.0,181112.0,4.57,22370,-95100,72380
2002-07-12,17700.0,18400.0,220790.0,4.77,-68950,17900,47240
2002-07-15,18100.0,17850.0,149251.0,4.62,-17690,17980,0
2002-07-16,17500.0,17600.0,155039.0,4.56,-43020,-6300,50000
2002-07-18,17600.0,17800.0,98695.0,4.61,-18950,16510,2440
2002-07-19,17500.0,17600.0,170580.0,4.56,10660,-82710,76110
2002-07-22,17500.0,17500.0,118170.0,4.53,-73050,8110,64940
2002-07-23,17500.0,18000.0,116690.0,4.66,-50480,28140,22060
2002-07-24,17650.0,17500.0,124400.0,4.53,8460,-31470,23290
2002-07-25,17800.0,18000.0,99920.0,4.66,-49570,24290,25000
2002-07-26,17800.0,17950.0,169774.0,4.65,-56300,8460,51200
2002-07-29,18300.0,18100.0,84520.0,4.69,-9700,-18470,34510
2002-07-30,18350.0,18100.0,161283.0,4.69,-1910,-1170,800
2002-07-31,18150.0,18000.0,99838.0,4.66,-6840,-20960,30660
2002-08-01,18000.0,18000.0,90884.0,4.66,-31090,-27390,59350
2002-08-02,18000.0,18000.0,138517.0,4.66,-41164,1294,38870
2002-08-05,18000.0,18350.0,692200.0,4.75,-3360,-457680,504910
2002-08-06,18100.0,19450.0,784478.0,5.04,-138360,-148250,294580
2002-08-07,19700.0,19050.0,266402.0,4.94,34159,12070,-56500
2002-08-08,19200.0,18900.0,211880.0,4.9,-7020,-64090,81850
2002-08-09,19100.0,18500.0,236545.0,4.79,-11750,-85310,91450
2002-08-12,18550.0,18400.0,132740.0,4.77,-32090,-19410,50940
2002-08-13,18600.0,19000.0,71868.0,4.92,-41310,16090,26000
2002-08-14,19000.0,19750.0,182883.0,5.12,-72150,50840,19790
2002-08-16,19500.0,19750.0,130060.0,5.12,-12561,6471,3110
2002-08-19,19750.0,19450.0,96533.0,5.04,5430,-18130,11540
2002-08-20,19500.0,20000.0,155210.0,5.18,-55420,54890,0
2002-08-21,20000.0,20300.0,112235.0,5.26,-39050,39440,4040
2002-08-22,20150.0,19900.0,224819.0,5.16,57740,-92820,35000
2002-08-23,19900.0,19650.0,485699.0,5.09,58150,-270050,210000
2002-08-26,19650.0,19900.0,272537.0,5.16,-38520,34390,3000
2002-08-27,19800.0,19500.0,114005.0,5.05,14850,-18070,4140
2002-08-28,19200.0,19800.0,98720.0,5.13,-30000,48480,-19110
2002-08-29,19700.0,19800.0,64620.0,5.13,-12980,4150,8560
2002-08-30,19650.0,20250.0,132934.0,5.25,-43520,41200,0
2002-09-02,20200.0,20000.0,110407.0,5.18,17809,-26829,9930
2002-09-03,20000.0,20200.0,150850.0,5.23,-11600,-27310,36860
2002-09-04,20050.0,20300.0,143483.0,5.26,-48640,-49970,100000
2002-09-05,20350.0,20600.0,133070.0,5.34,7200,-37240,25650
2002-09-06,20600.0,20550.0,74792.0,5.32,5040,-34890,24680
2002-09-09,20300.0,20400.0,80690.0,5.29,-20880,-15070,35080
2002-09-10,20100.0,20550.0,102751.0,5.32,-16160,11910,14920
2002-09-11,20550.0,20950.0,115254.0,5.43,760,-12210,10000
2002-09-12,20750.0,21500.0,221388.0,5.57,-36841,20461,5850
2002-09-13,21300.0,20800.0,131575.0,5.39,34371,-25211,-8540
2002-09-16,20800.0,20750.0,101712.0,5.38,-8840,-27400,36510
2002-09-17,20800.0,21500.0,146391.0,5.57,-20367,-12173,28560
2002-09-18,21250.0,21350.0,220951.0,5.53,34850,-83960,57820
2002-09-19,21500.0,22000.0,218131.0,5.7,8313,-72293,74980
2002-09-23,21800.0,22250.0,224520.0,5.76,-6340,-97200,104570
2002-09-24,22050.0,21650.0,132666.0,5.61,-5174,14694,0
2002-09-25,21650.0,21800.0,431697.0,5.65,-48980,-79930,133370
2002-09-26,21900.0,21800.0,342126.0,5.65,32850,-24750,1260
2002-09-27,21600.0,21600.0,227710.0,5.6,-26380,40760,-4510
2002-09-30,21250.0,20600.0,216841.0,5.34,-76090,47830,27420
2002-10-01,20100.0,20550.0,82414.0,5.32,-31930,29260,1510
2002-10-02,20700.0,20600.0,79175.0,5.34,-1360,3740,-2130
2002-10-04,20400.0,20750.0,64710.0,5.38,-19980,20880,-900
2002-10-07,20750.0,19900.0,153992.0,5.16,-780,9210,-6930
2002-10-08,19600.0,20100.0,140767.0,5.21,-74940,92420,-18500
2002-10-09,20500.0,20700.0,145072.0,5.36,-27845,-7575,31440
2002-10-10,20700.0,19150.0,252498.0,4.96,-5650,-78120,37920
2002-10-11,19900.0,20350.0,217645.0,5.27,-14820,-76170,76080
2002-10-14,20500.0,20700.0,116329.0,5.36,-6845,11645,-6210
2002-10-15,20700.0,20500.0,105889.0,5.31,1540,11540,770
2002-10-16,20700.0,20550.0,128382.0,5.32,21030,-49370,48020
2002-10-17,20450.0,20350.0,159515.0,5.27,-16811,17520,7240
2002-10-18,20400.0,20250.0,242023.0,5.25,-1360,15230,-16880
2002-10-21,20000.0,20300.0,113180.0,5.26,3610,-13040,9620
2002-10-22,20500.0,20300.0,90341.0,5.26,-21260,-1320,22200
2002-10-23,20200.0,20700.0,168774.0,5.36,-45873,43623,-7040
2002-10-24,20950.0,20700.0,122946.0,5.36,27460,-63230,37280
2002-10-25,20500.0,20550.0,77680.0,5.32,-13080,19290,-8820
2002-10-28,20600.0,20500.0,124588.0,5.31,-15590,14450,-5790
2002-10-29,20800.0,20600.0,82660.0,5.34,2250,-2740,0
2002-10-30,20850.0,21200.0,401940.0,5.49,-12310,-44720,31010
2002-10-31,21200.0,21000.0,230264.0,5.44,6280,-97090,90720
2002-11-01,21000.0,21200.0,308090.0,5.49,-3750,-17360,20810
2002-11-04,21400.0,21200.0,303710.0,5.49,-18441,108001,-102710
2002-11-05,21050.0,21200.0,120730.0,5.49,-3940,-49390,44130
2002-11-06,21400.0,21950.0,173190.0,5.69,-65100,10170,44900
2002-11-07,22000.0,22000.0,251354.0,5.7,9470,-183720,163940
2002-11-08,21850.0,22200.0,110030.0,5.75,-16318,-34152,36930
2002-11-11,22200.0,22200.0,131720.0,5.75,-5170,-43190,31690
2002-11-12,22200.0,22200.0,96173.0,5.75,-26110,11280,5240
2002-11-13,22400.0,22200.0,122274.0,5.75,510,-45520,15530
2002-11-14,22400.0,22500.0,146982.0,5.83,-17520,-37830,35190
2002-11-15,22700.0,23000.0,202217.0,5.96,-24459,-51781,79930
2002-11-18,23000.0,22600.0,112804.0,5.86,6120,16350,-28690
2002-11-19,22900.0,23300.0,129880.0,6.04,-18870,-21710,37310
2002-11-20,23300.0,24200.0,238305.0,6.27,-54478,26708,21750
2002-11-21,24300.0,24000.0,240252.0,6.22,-3662,80542,-97130
2002-11-22,24500.0,24400.0,138301.0,6.32,-42020,7080,29400
2002-11-25,24050.0,25000.0,127390.0,6.48,-36967,29167,6680
2002-11-26,25000.0,24750.0,181450.0,6.41,31730,-49650,43670
2002-11-27,24500.0,25000.0,127680.0,6.48,-6731,-25839,31710
2002-11-28,25100.0,25000.0,154263.0,6.48,-12100,10830,4840
2002-11-29,25000.0,24200.0,259578.0,6.27,89140,-179800,85150
2002-12-02,24000.0,23500.0,381526.0,6.09,209499,-52580,-135180
2002-12-03,23500.0,23100.0,337098.0,5.99,72487,16594,37850
2002-12-04,23000.0,23000.0,203729.0,5.96,-21150,2360,17790
2002-12-05,22900.0,23950.0,228061.0,6.21,-120050,45640,71340
2002-12-06,23700.0,23500.0,109217.0,6.09,28040,-44970,18470
2002-12-09,23800.0,23500.0,106312.0,6.09,-17670,-23920,42170
2002-12-10,23100.0,23550.0,109110.0,6.1,-13020,42470,-31060
2002-12-11,23500.0,22850.0,105621.0,5.92,13479,-40591,28720
2002-12-12,23050.0,25000.0,288370.0,6.48,-95810,62120,32470
2002-12-13,24450.0,23600.0,184990.0,6.11,72840,-101380,30160
2002-12-16,23600.0,23650.0,102020.0,6.13,5700,-59340,52170
2002-12-17,24000.0,24150.0,84873.0,6.26,-48624,19944,23910
2002-12-18,24150.0,23800.0,79160.0,6.17,-4089,-7681,10340
2002-12-20,24100.0,24250.0,101153.0,6.28,-35720,30720,4970
2002-12-23,24700.0,24600.0,137580.0,6.37,-41780,23990,12660
2002-12-24,24800.0,24250.0,108026.0,6.28,-24046,20706,2290
2002-12-26,24200.0,24300.0,146237.0,6.3,-3030,-3800,3440
2002-12-27,23500.0,23500.0,208960.0,6.09,-60730,-59020,137970
2002-12-30,23500.0,22150.0,197910.0,5.74,-67150,-34680,101740
2003-01-02,21750.0,21100.0,150221.0,5.59,48710,-71690,29320
2003-01-03,21400.0,21000.0,180643.0,5.56,102650,-96500,-520
2003-01-06,21250.0,20750.0,106732.0,5.49,23780,-19440,-3660
2003-01-07,20950.0,21000.0,188584.0,5.56,8510,-12550,730
2003-01-08,21200.0,20750.0,94960.0,5.49,-13250,320,-900
2003-01-09,20600.0,19600.0,216170.0,5.19,41450,-21880,-12700
2003-01-10,20000.0,19300.0,202302.0,5.11,-34340,49220,-18160
2003-01-13,19650.0,21550.0,372221.0,5.71,-58290,-118040,173720
2003-01-14,21800.0,21500.0,101094.0,5.69,6100,-8910,2250
2003-01-15,21600.0,22300.0,223060.0,5.91,-63700,-87590,154880
2003-01-16,22150.0,22700.0,164173.0,6.01,-60218,-1022,61510
2003-01-17,22700.0,23200.0,166651.0,6.14,-76060,-3160,71750
2003-01-20,22900.0,23350.0,180441.0,6.18,-23000,-38700,63620
2003-01-21,23650.0,23000.0,100144.0,6.09,-8160,-38020,50590
2003-01-22,23000.0,23000.0,117764.0,6.09,-44680,-43390,88330
2003-01-23,23300.0,24200.0,220823.0,6.41,-129150,29330,87890
2003-01-24,23650.0,23200.0,61370.0,6.14,-6180,-3470,9940
2003-01-27,23200.0,23700.0,116520.0,6.28,12880,-61810,52780
2003-01-28,22800.0,23650.0,76486.0,6.26,-24635,-23975,48200
2003-01-29,23700.0,23800.0,161690.0,6.3,6920,-45540,50680
2003-01-30,23450.0,23550.0,74010.0,6.24,-7420,-4600,13050
2003-02-03,23250.0,23250.0,66475.0,6.16,-28310,23540,1200
2003-02-04,23250.0,24000.0,160573.0,6.36,-24043,523,27730
2003-02-05,23700.0,24150.0,124130.0,6.39,-54361,19461,32130
2003-02-06,24300.0,24100.0,109420.0,6.38,-16160,-21310,39180
2003-02-07,23950.0,24350.0,208599.0,6.45,-62120,-39000,99400
2003-02-10,24500.0,25000.0,286240.0,6.62,-92440,-14840,106460
2003-02-11,25000.0,25550.0,226130.0,6.77,-21710,-66870,96420
2003-02-12,25150.0,24750.0,88970.0,6.55,9170,-4290,-5150
2003-02-13,25000.0,24650.0,178390.0,6.53,-39720,9420,33510
2003-02-14,24150.0,22800.0,258855.0,6.04,55119,-20039,-34740
2003-02-17,23400.0,23900.0,113793.0,6.33,-43991,23561,19630
2003-02-18,24600.0,23700.0,82550.0,6.28,-15830,13420,1660
2003-02-19,24500.0,23150.0,121622.0,6.13,-4192,28782,-23520
2003-02-20,23700.0,25000.0,187550.0,6.62,-80570,5720,65050
2003-02-21,25000.0,24800.0,61424.0,6.57,4540,-24680,21440
2003-02-24,25150.0,26600.0,267223.0,7.04,-72700,-11870,77660
2003-02-25,26550.0,26900.0,206320.0,7.12,-32910,-31590,65050
2003-02-26,27000.0,26650.0,89887.0,7.06,2080,-22580,21760
2003-02-27,26150.0,25400.0,113930.0,6.73,31190,-41530,13810
2003-02-28,25400.0,25000.0,85160.0,6.62,13230,-16920,3720
2003-03-03,24600.0,25300.0,92775.0,6.7,-28130,880,26080
2003-03-04,24900.0,24800.0,82550.0,6.57,27010,-29580,5250
2003-03-05,24200.0,23800.0,74142.0,6.3,-1910,-1480,4540
2003-03-06,24300.0,23400.0,73475.0,6.2,2470,14750,-16730
2003-03-07,22800.0,23000.0,129480.0,6.09,-19420,23850,-1810
2003-03-10,23000.0,24900.0,90190.0,6.59,-44970,24940,13630
2003-03-11,23850.0,24950.0,47530.0,6.61,-20540,18290,-1720
2003-03-12,25150.0,25100.0,183470.0,6.65,-45780,61820,-17250
2003-03-13,24550.0,25800.0,208120.0,6.83,-44240,27950,9660
2003-03-14,25750.0,25000.0,103494.0,6.62,15300,15020,-30590
2003-03-17,25300.0,24200.0,80303.0,6.41,-14100,44650,-31590
2003-03-18,25400.0,24300.0,96530.0,6.43,-3670,11900,-13940
2003-03-19,24000.0,23850.0,113576.0,6.32,26930,10160,-35780
2003-03-20,24250.0,24000.0,228280.0,6.36,40057,-36287,-3160
2003-03-21,24100.0,25100.0,155376.0,6.65,-22470,-19060,39640
2003-03-24,25100.0,25000.0,96200.0,6.62,-870,-24670,24890
2003-03-25,24500.0,24800.0,90665.0,6.57,-28210,35960,-8140
2003-03-26,24550.0,24500.0,102734.0,6.49,4871,-12731,7480
2003-03-27,24600.0,25000.0,85030.0,6.62,-4900,-45700,51940
2003-03-28,25500.0,26000.0,240703.0,6.88,-77510,-35610,115510
2003-03-31,26300.0,27000.0,194757.0,7.15,-66350,9250,70160
