Symbol,삼성화재_시가(원),삼성화재_종가(원),삼성화재_거래량(주),삼성화재_PER(IFRS-연결),삼성화재_순매수수량(개인)(주),삼성화재_순매수수량(기관계)(주),삼성화재_순매수수량(외국인계)(주)
2001-10-17,39000.0,38450.0,187690.0,21.16,42490,-35160,-7020
2001-10-18,38900.0,38900.0,167670.0,21.4,-3460,-28230,34870
2001-10-19,38900.0,40000.0,299000.0,22.01,-55650,-96420,164410
2001-10-22,40400.0,41000.0,225280.0,22.56,-50770,-94120,147300
2001-10-23,41000.0,41050.0,284990.0,22.59,-46650,-53690,122080
2001-10-24,40850.0,41800.0,120940.0,23.0,-48490,-16700,69190
2001-10-25,41800.0,40800.0,84160.0,22.45,-17100,-21030,41590
2001-10-26,41000.0,41000.0,88410.0,22.56,-23840,-7590,41420
2001-10-29,40300.0,40300.0,84800.0,22.17,25530,-11570,-13860
2001-10-30,40200.0,39200.0,55200.0,21.57,-5720,-22140,27760
2001-10-31,39200.0,40500.0,93850.0,22.28,90,-10330,16240
2001-11-01,40400.0,42000.0,217450.0,23.11,-80710,-13610,95320
2001-11-02,42400.0,43000.0,218770.0,23.66,-96090,42330,53640
2001-11-05,43900.0,45500.0,441720.0,25.04,-168050,-62330,247910
2001-11-06,46400.0,45000.0,510100.0,24.76,-79370,-182550,262060
2001-11-07,45500.0,46050.0,380440.0,25.34,-67250,-131790,217720
2001-11-08,46700.0,46150.0,316140.0,25.39,-73790,-110160,194300
2001-11-09,46200.0,45500.0,150630.0,25.04,-21860,-56770,84280
2001-11-12,47000.0,45250.0,121870.0,24.9,-18600,-52150,68750
2001-11-13,45000.0,44000.0,437100.0,24.21,2520,19090,-30960
2001-11-14,44000.0,46900.0,636220.0,25.81,86340,-20620,-82930
2001-11-15,44900.0,43850.0,471120.0,24.13,111600,-68650,-29160
2001-11-16,43850.0,44200.0,412030.0,24.32,5600,17990,-14850
2001-11-19,44200.0,45500.0,295370.0,25.04,-64020,9120,25520
2001-11-20,45500.0,46000.0,530760.0,25.31,-64710,-96270,169270
2001-11-21,46000.0,46650.0,268450.0,25.67,-18810,11270,11030
2001-11-22,47000.0,46050.0,204390.0,25.34,5210,28330,-39590
2001-11-23,46100.0,48600.0,406160.0,26.74,-98900,102920,-20680
2001-11-26,49850.0,52600.0,483760.0,28.94,-77790,-40620,130430
2001-11-27,52500.0,52500.0,388110.0,28.89,-70460,-27600,88990
2001-11-28,51300.0,48200.0,230130.0,26.52,-11210,26090,-12140
2001-11-29,47500.0,48500.0,310830.0,26.69,25870,42990,-74050
2001-11-30,50500.0,52500.0,398880.0,28.89,-52930,-24780,71320
2001-12-03,52000.0,51500.0,241950.0,28.34,2240,-2880,-4000
2001-12-04,50500.0,50800.0,255070.0,27.95,36510,-12080,-28520
2001-12-05,51000.0,54500.0,491630.0,29.99,-110990,47440,53130
2001-12-06,56200.0,55300.0,501900.0,30.43,-89490,-163370,262390
2001-12-07,55000.0,56500.0,432020.0,31.09,-89380,-1610,87920
2001-12-10,56400.0,55100.0,252010.0,30.32,-980,-53390,58470
2001-12-11,53000.0,55600.0,224120.0,30.59,9610,-19230,-2800
2001-12-12,55100.0,57000.0,365690.0,31.36,-23870,-2130,20610
2001-12-13,58000.0,56000.0,364520.0,30.81,84930,-69600,-620
2001-12-14,54500.0,53500.0,217550.0,29.44,66230,-27410,-42260
2001-12-17,53000.0,53700.0,293060.0,29.55,-15490,-21840,28300
2001-12-18,52500.0,53000.0,233750.0,29.16,-32180,17620,9050
2001-12-19,52300.0,51000.0,227330.0,28.06,13790,15190,-29740
2001-12-20,51100.0,52500.0,281640.0,28.89,31390,60390,-104890
2001-12-21,50700.0,52000.0,145110.0,28.61,-25580,-7110,23420
2001-12-24,51500.0,51500.0,90750.0,28.34,-9240,22790,-17000
2001-12-26,51100.0,50400.0,133280.0,27.73,10650,-650,-10570
2001-12-27,51000.0,51600.0,134990.0,28.39,-720,-10890,6310
2001-12-28,52600.0,56000.0,254350.0,30.81,-81300,-8800,77100
2002-01-02,56900.0,56700.0,229089.0,31.2,-33766,34316,-9290
2002-01-03,56700.0,58700.0,354430.0,32.3,-115700,-41720,159180
2002-01-04,58700.0,59200.0,178960.0,32.57,-7236,-26684,27640
2002-01-07,59000.0,59900.0,268029.0,32.96,-13461,-76839,95500
2002-01-08,59500.0,56500.0,178470.0,31.09,23669,-9039,-15330
2002-01-09,57000.0,59800.0,181032.0,32.9,-32300,-45010,79210
2002-01-10,60000.0,59900.0,494656.0,32.96,-51920,-160850,256300
2002-01-11,61000.0,63600.0,405815.0,34.99,-52979,-99651,180780
2002-01-14,63600.0,63900.0,153993.0,35.16,-22270,-14250,49030
2002-01-15,63300.0,60800.0,280398.0,33.45,29580,-7080,-17770
2002-01-16,60000.0,57300.0,471238.0,31.53,71920,80730,-185190
2002-01-17,56500.0,58000.0,482253.0,31.91,-1144,38314,-50270
2002-01-18,58000.0,58000.0,379619.0,31.91,6100,4410,-14710
2002-01-21,56300.0,61000.0,234410.0,33.56,-68567,-58633,138250
2002-01-22,60700.0,60900.0,210682.0,33.51,-7426,-27200,35896
2002-01-23,59900.0,62900.0,268500.0,34.61,-60330,-25030,102390
2002-01-24,61900.0,62400.0,178489.0,34.33,-2470,51970,-47520
2002-01-25,62400.0,62200.0,247792.0,34.22,-6572,79832,-67350
2002-01-28,62200.0,63000.0,266324.0,34.66,-24970,-14250,43460
2002-01-29,63200.0,63500.0,309548.0,34.94,-37690,-4350,42010
2002-01-30,60800.0,60500.0,256924.0,33.29,27400,25970,-53630
2002-01-31,60500.0,62000.0,301220.0,34.11,20588,-41988,22750
2002-02-01,63000.0,61500.0,205272.0,33.84,-16514,-95956,126270
2002-02-04,60500.0,60500.0,186840.0,33.29,-27760,-18850,44100
2002-02-05,60000.0,60600.0,252394.0,33.34,-3270,-1730,11580
2002-02-06,60600.0,59800.0,127531.0,32.9,15001,3299,-19100
2002-02-07,59100.0,58600.0,235352.0,32.24,7722,-8262,1570
2002-02-08,58600.0,58900.0,142619.0,32.41,-4710,20,130
2002-02-14,63700.0,65600.0,294790.0,36.1,-141435,-28125,172910
2002-02-15,64600.0,65000.0,125070.0,35.76,-35820,13750,27950
2002-02-18,65800.0,66500.0,184090.0,36.59,-41720,-54900,100140
2002-02-19,66900.0,66000.0,217037.0,36.32,-18510,-45930,73050
2002-02-20,64200.0,64100.0,157526.0,35.27,22090,44030,-69120
2002-02-21,64100.0,65500.0,154911.0,36.04,-20329,-2311,24040
2002-02-22,64500.0,64500.0,133510.0,35.49,7720,2060,-8100
2002-02-25,64500.0,65000.0,334903.0,35.76,-6077,261307,-250720
2002-02-26,65300.0,63500.0,126731.0,34.94,-6160,61870,-57320
2002-02-27,64500.0,65000.0,183290.0,35.76,-5877,26147,-16160
2002-02-28,64400.0,65000.0,186780.0,35.76,17927,-567,-16490
2002-03-04,67200.0,67300.0,354083.0,37.03,-79663,28630,77493
2002-03-05,68900.0,68500.0,275250.0,37.69,-19610,-71760,128080
2002-03-06,67500.0,67900.0,172670.0,37.36,7640,13140,-21780
2002-03-07,67900.0,67500.0,210450.0,37.14,38510,40420,-83420
2002-03-08,66500.0,67000.0,174810.0,36.87,-3390,10100,-7260
2002-03-11,66300.0,66700.0,178870.0,36.7,25790,19210,-52210
2002-03-12,66800.0,69800.0,331416.0,38.41,-47800,-43780,78830
2002-03-13,69800.0,70000.0,138018.0,38.52,-33387,-8653,50860
2002-03-14,70000.0,71500.0,284930.0,39.34,-50266,-15284,76870
2002-03-15,70900.0,75500.0,229380.0,41.54,-35664,-5746,43320
2002-03-18,76500.0,73200.0,178839.0,40.28,40416,-1016,-53790
2002-03-19,73200.0,73600.0,219936.0,40.5,24160,20160,-44990
2002-03-20,73600.0,72200.0,143638.0,39.73,-1620,18990,-19470
2002-03-21,70500.0,71400.0,112823.0,39.29,-9364,26464,-20060
2002-03-22,71000.0,72000.0,226544.0,39.62,9727,24493,-40560
2002-03-25,72000.0,73000.0,153710.0,40.17,10006,-19396,11000
2002-03-26,72100.0,73000.0,117890.0,40.17,-31040,39510,-12900
2002-03-27,73400.0,74700.0,162770.0,41.1,-39463,45484,3789
2002-03-28,75000.0,71500.0,169446.0,39.34,-30597,-10732,45009
2002-03-29,73300.0,73700.0,101030.0,40.55,-8820,410,8830
2002-04-01,74600.0,78300.0,478211.0,15.09,-10021,-104580,58031
2002-04-02,78500.0,80000.0,322400.0,15.41,-77978,32528,7600
2002-04-03,81500.0,80500.0,337570.0,15.51,-30909,-71281,69750
2002-04-04,80000.0,85000.0,214455.0,16.38,-52118,46789,7559
2002-04-08,86000.0,87200.0,286976.0,16.8,-23481,-33169,56260
2002-04-09,87100.0,81500.0,287410.0,15.7,42210,57400,-134510
2002-04-10,76700.0,72500.0,427831.0,13.97,122573,78747,-211320
2002-04-11,74000.0,76900.0,449444.0,14.82,-33700,-52660,82880
2002-04-12,77000.0,78000.0,177072.0,15.03,-1908,-11832,14350
2002-04-15,78500.0,78600.0,255679.0,15.14,18457,-9347,4990
2002-04-16,78600.0,81900.0,217658.0,15.78,-2480,16690,-2470
2002-04-17,82500.0,84100.0,336406.0,16.2,-40013,50363,20280
2002-04-18,84500.0,89600.0,326235.0,17.26,-94964,-41026,149440
2002-04-19,89400.0,88400.0,351768.0,17.03,-17124,-13880,18344
2002-04-22,88600.0,87700.0,323888.0,16.9,-20898,-3132,22940
2002-04-23,87300.0,89000.0,249572.0,17.15,32570,-28520,26580
2002-04-24,91000.0,87000.0,382338.0,16.76,19632,-22540,7210
2002-04-25,87500.0,83500.0,238852.0,16.09,21911,-14171,-21520
2002-04-26,83000.0,81300.0,284580.0,15.66,21980,30430,-57610
2002-04-29,80200.0,83500.0,280685.0,16.09,-37895,-65425,132150
2002-04-30,83800.0,87500.0,323501.0,16.86,830,-93450,99800
2002-05-02,88500.0,87500.0,288330.0,16.86,-12670,-33641,58631
2002-05-03,87000.0,83800.0,225029.0,16.15,24495,19585,-44980
2002-05-06,81400.0,81000.0,330200.0,15.61,14210,53970,-69390
2002-05-07,80000.0,81000.0,247523.0,15.61,-6860,6160,2120
2002-05-08,81000.0,83000.0,214170.0,15.99,15780,39260,-16550
2002-05-09,83200.0,80200.0,409430.0,15.45,71781,18919,-96890
2002-05-10,80500.0,77500.0,498251.0,14.93,96550,70200,-179380
2002-05-13,77500.0,80000.0,337642.0,15.41,-52910,1290,52040
2002-05-14,81000.0,80200.0,264760.0,15.45,-24327,-11028,4638
2002-05-15,82000.0,83800.0,238230.0,16.15,-61940,19100,28170
2002-05-16,83800.0,83000.0,107370.0,15.99,-21410,4300,23180
2002-05-17,83500.0,83500.0,177882.0,16.09,-17360,21570,13170
2002-05-20,84900.0,82600.0,108408.0,15.91,1475,-20375,12980
2002-05-21,82000.0,81200.0,144320.0,15.65,-4240,790,-4520
2002-05-22,81200.0,82800.0,97421.0,15.95,-1600,33820,-33840
2002-05-23,82800.0,82800.0,233580.0,15.95,-6804,-34026,50100
2002-05-24,83000.0,85000.0,188455.0,16.38,-69055,13220,60935
2002-05-27,84900.0,81000.0,136345.0,15.61,32675,10665,-42750
2002-05-28,81700.0,83500.0,93680.0,16.09,-39990,31530,5010
2002-05-29,81500.0,82000.0,200980.0,15.8,37234,-39650,246
2002-05-30,80600.0,78700.0,308791.0,15.16,36079,42450,-75999
2002-05-31,79000.0,74100.0,220775.0,14.28,28110,41690,-70240
2002-06-03,76500.0,77500.0,145993.0,14.93,-19300,-23780,42730
2002-06-04,74500.0,77200.0,144781.0,14.87,21960,16110,-38730
2002-06-05,77500.0,79000.0,239020.0,15.22,-29820,-16860,47180
2002-06-07,79000.0,78100.0,194900.0,15.05,-3910,2920,1990
2002-06-10,79000.0,79800.0,123860.0,15.38,-7360,26780,-19930
2002-06-11,79800.0,80000.0,82490.0,15.41,-1419,-7320,4439
2002-06-12,78200.0,79700.0,147370.0,15.36,4844,-10184,-2160
2002-06-14,78600.0,78600.0,73150.0,15.14,8950,15860,-24920
2002-06-17,78300.0,77000.0,77410.0,14.84,5260,-9490,7950
2002-06-18,77100.0,74800.0,187034.0,14.41,46150,41150,-88550
2002-06-19,73800.0,71200.0,215010.0,13.72,20950,13230,-49580
2002-06-20,69200.0,70000.0,371494.0,13.49,3510,44400,-49250
2002-06-21,66800.0,67100.0,406413.0,12.93,43950,119770,-167900
2002-06-24,67100.0,69800.0,211860.0,13.45,-20790,-36750,59680
2002-06-25,70000.0,70000.0,244795.0,13.49,-33849,-8740,42359
2002-06-26,69500.0,66500.0,205078.0,12.81,-8810,-35700,48520
2002-06-27,67000.0,69100.0,177233.0,13.31,-27815,-25085,68970
2002-06-28,70000.0,74000.0,183753.0,14.26,-42150,-16020,58540
2002-07-02,74000.0,74700.0,218864.0,14.39,-16710,-32660,46110
2002-07-03,74000.0,74800.0,194947.0,14.41,2780,11140,-19290
2002-07-04,77000.0,77600.0,174180.0,14.95,-49630,-47100,96730
2002-07-05,77000.0,77400.0,206682.0,14.91,-13750,21360,-4910
2002-07-08,80000.0,77500.0,134183.0,14.93,-7450,-56140,61630
2002-07-09,78000.0,78700.0,93065.0,15.16,-32096,24816,5300
2002-07-10,78700.0,81300.0,199740.0,15.66,-40530,-37220,102300
2002-07-11,81700.0,77500.0,160849.0,14.93,29860,-39750,15380
2002-07-12,78000.0,79400.0,93072.0,15.3,-19080,55440,-38820
2002-07-15,79300.0,76500.0,118110.0,14.74,17240,19460,-37960
2002-07-16,76600.0,74700.0,120554.0,14.39,10920,-3210,-10290
2002-07-18,75000.0,74600.0,108371.0,14.37,9180,29070,-47300
2002-07-19,74200.0,72000.0,154820.0,13.87,27100,-10870,-33850
2002-07-22,69600.0,70000.0,79672.0,13.49,1070,24070,-25890
2002-07-23,70000.0,78000.0,263430.0,15.03,-43030,-81650,128550
2002-07-24,76400.0,74500.0,199290.0,14.35,6700,-4010,-8710
2002-07-25,78000.0,75000.0,117590.0,14.45,-8380,4340,3460
2002-07-26,73500.0,71500.0,225380.0,13.78,41330,40110,-78490
2002-07-29,71500.0,73200.0,119340.0,14.1,-15040,-6630,21060
2002-07-30,75000.0,77600.0,195740.0,14.95,-44720,-14060,59930
2002-07-31,78000.0,80800.0,448120.0,15.57,-25630,-126610,206420
2002-08-01,81000.0,78800.0,119276.0,15.18,-3392,16242,-12950
2002-08-02,77500.0,80000.0,182056.0,15.41,-15035,8765,2310
2002-08-05,78100.0,75500.0,121830.0,14.55,43570,12590,-55580
2002-08-06,73000.0,75600.0,124237.0,14.57,-25160,33260,-9110
2002-08-07,76200.0,75000.0,212970.0,14.45,29910,330,-70710
2002-08-08,75000.0,74500.0,207450.0,14.35,12590,1660,-23580
2002-08-09,76000.0,77400.0,108921.0,14.91,-30221,-13400,32931
2002-08-12,78000.0,79000.0,254718.0,15.22,8778,-49098,48390
2002-08-13,79000.0,79800.0,88933.0,15.38,-5917,14767,-70
2002-08-14,78000.0,79900.0,95292.0,15.39,1322,-5192,2030
2002-08-16,81000.0,81300.0,237330.0,15.66,-36130,-20230,56070
2002-08-19,81000.0,80000.0,140748.0,15.41,1122,-10590,8308
2002-08-20,81900.0,82500.0,224836.0,15.9,-45640,-20700,73900
2002-08-21,82000.0,84100.0,137616.0,16.2,-47113,33403,20150
2002-08-22,85000.0,85000.0,134140.0,16.38,-30860,10700,20730
2002-08-23,86400.0,84100.0,158470.0,16.2,-18248,20638,-3130
2002-08-26,82200.0,82500.0,101162.0,15.9,6548,39950,-49348
2002-08-27,82400.0,79800.0,166835.0,15.38,47245,22282,-78517
2002-08-28,78700.0,80000.0,112985.0,15.41,-1850,17520,-16610
2002-08-29,80000.0,81700.0,159820.0,15.74,6610,-10470,4680
2002-08-30,82100.0,82500.0,233052.0,15.9,-13848,35331,31877
2002-09-02,83000.0,84000.0,108802.0,16.18,-31026,-22604,49800
2002-09-03,84900.0,83800.0,148200.0,16.15,-33900,-26610,59130
2002-09-04,82500.0,82000.0,146200.0,15.8,12450,-30870,28160
2002-09-05,82000.0,82000.0,126200.0,15.8,-6390,-5170,7460
2002-09-06,82000.0,82000.0,163260.0,15.8,-1880,-7650,9670
2002-09-09,82500.0,81800.0,195555.0,15.76,-37915,8035,37960
2002-09-10,81800.0,82500.0,125030.0,15.9,11790,2230,-16270
2002-09-11,83000.0,86800.0,181980.0,16.72,-82140,7550,74110
2002-09-12,86700.0,87000.0,215270.0,16.76,-27040,11810,10270
2002-09-13,85000.0,83000.0,158756.0,15.99,48146,8764,-56540
2002-09-16,84800.0,80000.0,208455.0,15.41,61400,26100,-87360
2002-09-17,81000.0,80000.0,331055.0,15.41,87532,44950,-139432
2002-09-18,79000.0,78100.0,279950.0,15.05,47120,-2450,-41100
2002-09-19,78000.0,75300.0,256288.0,14.51,82378,18710,-100488
2002-09-23,72100.0,70000.0,437841.0,13.49,113280,81220,-192880
2002-09-24,69100.0,66700.0,662230.0,12.85,197690,185500,-366390
2002-09-25,66800.0,67800.0,407240.0,13.06,8131,20509,-36890
2002-09-26,69700.0,69200.0,482522.0,13.33,-63540,-78010,145260
2002-09-27,70100.0,69500.0,320289.0,13.39,-22478,38430,-25622
2002-09-30,67600.0,71400.0,204142.0,13.76,-55622,-28768,83120
2002-10-01,70900.0,73000.0,155355.0,14.07,-12280,25930,-13660
2002-10-02,74700.0,70600.0,155689.0,13.6,7403,8757,-17570
2002-10-04,70500.0,71800.0,172151.0,13.83,-38971,8420,30851
2002-10-07,72500.0,71400.0,162660.0,13.76,-22490,-17630,42240
2002-10-08,70000.0,71000.0,150940.0,13.68,-21570,42030,-21130
2002-10-09,71000.0,67000.0,203107.0,12.91,10687,-24117,23550
2002-10-10,64600.0,65800.0,392590.0,12.68,15120,-26810,6600
2002-10-11,68700.0,63600.0,240844.0,12.25,10220,-12580,14760
2002-10-14,66300.0,68000.0,159862.0,13.1,-29350,-18730,47520
2002-10-15,68000.0,68700.0,161220.0,13.24,-12647,-3133,15620
2002-10-16,70000.0,71100.0,236110.0,13.7,-22813,-30430,61330
2002-10-17,70700.0,74200.0,256851.0,14.3,-98520,48070,50520
2002-10-18,76000.0,77600.0,234510.0,14.95,-70543,-30227,101000
2002-10-21,76200.0,76500.0,106610.0,14.74,-25610,-14960,42180
2002-10-22,77900.0,73800.0,136388.0,14.22,7468,-25308,23500
2002-10-23,74800.0,77000.0,238900.0,14.84,-750,26190,-47910
2002-10-24,78000.0,76200.0,134635.0,14.68,21460,-30030,6340
2002-10-25,74500.0,75100.0,187855.0,14.47,6790,59250,-64940
2002-10-28,75100.0,75100.0,213943.0,14.47,32202,-12640,-21342
2002-10-29,74700.0,75100.0,158393.0,14.47,20420,-10590,-16060
2002-10-30,75200.0,74400.0,143143.0,14.34,-3390,-25380,31220
2002-10-31,74000.0,74000.0,195794.0,14.26,-14518,-8060,23788
2002-11-01,73600.0,70500.0,163324.0,13.58,54070,-15620,-38490
2002-11-04,70500.0,71700.0,154432.0,13.81,-5388,47980,-45382
2002-11-05,72500.0,70700.0,224410.0,13.62,63650,-10760,-58110
2002-11-06,71500.0,71600.0,395356.0,13.8,65340,94390,-162680
2002-11-07,71100.0,70700.0,431885.0,13.62,124310,54750,-176430
2002-11-08,69800.0,72000.0,223126.0,13.87,250,-21040,15710
2002-11-11,71000.0,67900.0,289284.0,13.08,102965,18310,-117225
2002-11-12,66400.0,66300.0,443221.0,12.77,135634,87010,-222294
2002-11-13,67000.0,65400.0,390485.0,12.6,90875,64010,-155245
2002-11-14,65400.0,67000.0,270475.0,12.91,877,13183,-17540
2002-11-15,68200.0,68200.0,238542.0,13.14,-12281,20001,-25170
2002-11-18,67600.0,68000.0,141313.0,13.1,-17829,17009,-8080
2002-11-19,67300.0,67500.0,135547.0,13.01,16162,-2322,-10550
2002-11-20,67500.0,70000.0,243300.0,13.49,-86331,45991,41450
2002-11-21,71200.0,69900.0,208144.0,13.47,-52558,57468,9650
2002-11-22,71200.0,71000.0,425711.0,13.68,-81310,67220,-52760
2002-11-25,70900.0,71900.0,262500.0,13.85,-23090,54240,-49620
2002-11-26,73000.0,72200.0,268780.0,13.91,-10740,-18130,-33180
2002-11-27,70500.0,70800.0,282734.0,13.64,113624,-30864,-91960
2002-11-28,71800.0,73800.0,413980.0,14.22,-126258,-48372,180630
2002-11-29,75500.0,74100.0,216619.0,14.28,-24007,-18113,39970
2002-12-02,74100.0,73800.0,308109.0,14.22,48879,-15999,-4610
2002-12-03,73100.0,73400.0,211222.0,14.14,67924,-18694,-47310
2002-12-04,72600.0,71000.0,242740.0,13.68,31704,49901,-99345
2002-12-05,70300.0,72000.0,122950.0,13.87,-10740,38890,-31100
2002-12-06,70900.0,71400.0,123949.0,13.76,-4371,-35619,39340
2002-12-09,70600.0,71900.0,146750.0,13.85,-11470,320,5510
2002-12-10,71500.0,73100.0,386472.0,14.08,-64665,-77995,158050
2002-12-11,74000.0,72100.0,216150.0,13.89,-500,-98340,100040
2002-12-12,72600.0,73500.0,334670.0,14.16,14345,-77415,77080
2002-12-13,73900.0,74000.0,375200.0,14.26,-73389,-146321,248260
2002-12-16,72600.0,72300.0,135190.0,13.93,17820,-24770,26300
2002-12-17,72700.0,73200.0,158845.0,14.1,-18858,-19271,44419
2002-12-18,73200.0,72200.0,150596.0,13.91,15026,-14586,7150
2002-12-20,72000.0,72000.0,126268.0,13.87,-18750,3720,18730
2002-12-23,72900.0,71000.0,144180.0,13.68,-21740,6640,11730
2002-12-24,69400.0,69000.0,124159.0,13.29,5732,-2142,10950
2002-12-26,68200.0,67800.0,102170.0,13.06,-2670,24900,10
2002-12-27,66500.0,67000.0,184110.0,12.91,-28460,-11340,80350
2002-12-30,66200.0,64800.0,175865.0,12.49,-11500,42480,-10900
2003-01-02,64700.0,66500.0,119250.0,12.81,16410,-62900,58850
2003-01-03,68100.0,68400.0,257066.0,13.18,2390,-106180,121190
2003-01-06,68500.0,69200.0,157440.0,13.33,-20426,-30784,70590
2003-01-07,69800.0,67000.0,177917.0,12.91,-2010,-76270,79630
2003-01-08,67000.0,66000.0,133855.0,12.72,27200,-1910,-19720
2003-01-09,65100.0,64000.0,205670.0,12.33,59140,-36420,-18540
2003-01-10,64900.0,64800.0,146022.0,12.49,-27212,-3300,28330
2003-01-13,64000.0,65800.0,149570.0,12.68,-20600,8070,13580
2003-01-14,66800.0,66000.0,153480.0,12.72,19260,-18570,-11850
2003-01-15,66300.0,65400.0,307870.0,12.6,38870,-80980,44190
2003-01-16,64500.0,64400.0,198113.0,12.41,22053,727,-29270
2003-01-17,64000.0,64000.0,147407.0,12.33,-17799,-13301,31780
2003-01-20,63900.0,64000.0,133893.0,12.33,-13516,8916,2670
2003-01-21,64000.0,62400.0,220247.0,12.02,26230,7370,-33230
2003-01-22,62000.0,60900.0,179523.0,11.73,13470,-13520,7530
2003-01-23,60300.0,60700.0,160570.0,11.7,16850,60280,-88580
2003-01-24,60900.0,60000.0,146542.0,11.56,-23670,1040,22240
2003-01-27,58400.0,56000.0,425216.0,10.79,107793,11067,-115340
2003-01-28,55700.0,58500.0,235173.0,11.27,-30340,-11490,42370
2003-01-29,59000.0,58500.0,314640.0,11.27,-16770,-86630,114300
2003-01-30,58800.0,60700.0,138190.0,11.7,-37424,-22580,60974
2003-02-03,62000.0,61800.0,129276.0,11.91,-14380,-43426,58636
2003-02-04,62400.0,63000.0,195669.0,12.14,-36759,-24861,64450
