Symbol,GS건설_시가(원),GS건설_종가(원),GS건설_거래량(주),GS건설_PER(IFRS-연결),GS건설_순매수수량(개인)(주),GS건설_순매수수량(기관계)(주),GS건설_순매수수량(외국인계)(주)
2010-06-29,79100.0,78000.0,432248.0,10.13,45942,-75111,25628
2010-06-30,76000.0,75000.0,426872.0,9.74,225070,-80663,-141818
2010-07-01,75300.0,75700.0,324851.0,9.83,61429,-80305,27693
2010-07-02,73500.0,72400.0,748297.0,9.4,182370,-226121,43625
2010-07-05,72400.0,73100.0,222512.0,9.49,-29284,2166,25467
2010-07-06,72900.0,73200.0,238102.0,9.51,38112,3241,-41871
2010-07-07,73500.0,71700.0,197533.0,9.31,38039,-21609,-17736
2010-07-08,72200.0,73500.0,164574.0,9.55,-40883,1195,42548
2010-07-09,73700.0,74200.0,314777.0,9.64,-60524,-60593,128095
2010-07-12,74300.0,74100.0,254240.0,9.62,-29977,-39413,81525
2010-07-13,74100.0,75700.0,252960.0,9.83,-54952,20192,17357
2010-07-14,76900.0,79200.0,441477.0,10.29,-173084,88140,74899
2010-07-15,78600.0,78400.0,209559.0,10.18,-32158,6832,30061
2010-07-16,78400.0,78900.0,255484.0,10.25,-46605,-49590,107862
2010-07-19,78300.0,80600.0,329858.0,10.47,-43872,45605,-6728
2010-07-20,81900.0,80000.0,389039.0,10.39,-50589,22536,35335
2010-07-21,79900.0,78800.0,316770.0,10.23,17798,-28009,17153
2010-07-22,77000.0,77800.0,233826.0,10.1,-19963,-16119,37788
2010-07-23,78500.0,79500.0,448480.0,10.32,31599,13083,-59756
2010-07-26,79000.0,78100.0,315572.0,10.14,103768,-8731,-90108
2010-07-27,78400.0,77900.0,201689.0,10.12,19298,-13734,1151
2010-07-28,77600.0,79100.0,157621.0,10.27,-46226,2766,33562
2010-07-29,78200.0,79000.0,155437.0,10.26,-26002,8847,16114
2010-07-30,78500.0,80000.0,180941.0,10.39,-70738,23535,47225
2010-08-02,80700.0,79000.0,423246.0,10.26,63019,-126629,73105
2010-08-03,79000.0,79100.0,247470.0,10.27,15327,-70858,73316
2010-08-04,79000.0,81000.0,380961.0,10.52,-21172,-40936,64325
2010-08-05,80500.0,78500.0,292453.0,10.2,18243,-14912,-12263
2010-08-06,77300.0,76600.0,415211.0,9.95,141222,-21096,-120450
2010-08-09,76900.0,75700.0,387221.0,9.83,179596,-71840,-105408
2010-08-10,75100.0,75900.0,231626.0,9.86,65610,-89447,38486
2010-08-11,76200.0,76200.0,297460.0,9.9,-50966,69053,-9231
2010-08-12,74300.0,73000.0,366763.0,9.48,143495,-762,-134839
2010-08-13,73100.0,74000.0,248837.0,9.61,44267,16544,-59907
2010-08-16,73100.0,73600.0,319535.0,9.56,77975,-5364,-71739
2010-08-17,73200.0,75800.0,309837.0,9.84,-98824,2204,85259
2010-08-18,76500.0,78000.0,464309.0,10.13,-133766,-40971,170166
2010-08-19,77900.0,79400.0,400001.0,10.31,-162649,-2254,148032
2010-08-20,78300.0,79200.0,206612.0,10.29,-51274,46825,-57
2010-08-23,80500.0,81600.0,689452.0,10.6,-246708,147500,101257
2010-08-24,82300.0,82000.0,383308.0,10.65,-128311,7032,125981
2010-08-25,81200.0,81700.0,273615.0,10.61,-84002,-12545,98917
2010-08-26,82000.0,81000.0,311824.0,10.52,-120586,-20259,144094
2010-08-27,81000.0,80900.0,165607.0,10.51,-30438,-1239,40421
2010-08-30,83500.0,85300.0,652362.0,11.08,-209135,79565,124063
2010-08-31,84700.0,85600.0,452675.0,11.12,-130772,92532,38152
2010-09-01,86600.0,86800.0,438249.0,11.27,-130269,54247,60028
2010-09-02,87800.0,87700.0,390449.0,11.39,-149100,147142,-14124
2010-09-03,88100.0,88000.0,268630.0,11.43,-116685,94598,20382
2010-09-06,88000.0,87800.0,309232.0,11.4,-41842,53883,-14440
2010-09-07,88600.0,87800.0,389521.0,11.4,-61661,32789,39079
2010-09-08,88200.0,86500.0,291119.0,11.23,-33631,520,35351
2010-09-09,85500.0,88800.0,515321.0,11.53,-50064,13044,21749
2010-09-10,88800.0,90900.0,359780.0,11.81,-148865,68998,62088
2010-09-13,92000.0,90200.0,211819.0,11.71,-24159,-10472,38426
2010-09-14,90900.0,89900.0,155284.0,11.68,2888,-5007,7917
2010-09-15,89100.0,92000.0,315552.0,11.95,-98823,74842,-2378
2010-09-16,91900.0,92000.0,292481.0,11.95,-27046,84433,-57121
2010-09-17,93900.0,92400.0,319816.0,12.0,-16817,22049,-16143
2010-09-20,93200.0,92700.0,122915.0,12.04,-40084,42133,3494
2010-09-24,93700.0,94400.0,271515.0,12.26,-68437,38358,31970
2010-09-27,94100.0,94100.0,239279.0,12.22,8651,11014,-27499
2010-09-28,93800.0,91000.0,548405.0,11.82,80378,9728,-85711
2010-09-29,91000.0,91700.0,311647.0,11.91,16520,-3351,-18360
2010-09-30,91000.0,87700.0,609848.0,11.39,152951,-34255,-99128
2010-10-01,87800.0,87400.0,367978.0,11.35,-22125,-13335,34674
2010-10-04,88300.0,92600.0,491718.0,12.03,-167133,115817,35800
2010-10-05,92700.0,94200.0,416105.0,12.23,-71129,43510,21701
2010-10-06,92200.0,95500.0,336252.0,12.4,-20848,-61265,73649
2010-10-07,95600.0,97100.0,264011.0,12.61,-66359,-26327,72568
2010-10-08,96900.0,101000.0,384618.0,13.12,-105528,12551,94234
2010-10-11,101000.0,103000.0,414722.0,13.38,-132714,98113,25479
2010-10-12,103000.0,100500.0,203418.0,13.05,11471,19064,-16733
2010-10-13,100500.0,101500.0,190611.0,13.18,-37786,3916,34355
2010-10-14,101500.0,104500.0,307776.0,13.57,-15494,67983,-60412
2010-10-15,103000.0,101500.0,337495.0,13.18,62726,62865,-124977
2010-10-18,101000.0,100000.0,158890.0,12.99,23911,3680,-11838
2010-10-19,99700.0,98500.0,203010.0,12.79,31064,12357,-32442
2010-10-20,97100.0,98900.0,206821.0,12.84,2421,28319,-35156
2010-10-21,98000.0,95400.0,310572.0,12.39,127211,25939,-142282
2010-10-22,95400.0,94800.0,404110.0,12.31,142591,-61417,-88685
2010-10-25,94800.0,95200.0,320193.0,12.36,88158,-23593,-72101
2010-10-26,95800.0,95800.0,514562.0,12.44,33223,230667,-267182
2010-10-27,97900.0,99500.0,1100314.0,12.92,10126,356853,-413756
2010-10-28,100500.0,99000.0,250124.0,12.86,26511,44341,-73746
2010-10-29,99300.0,95500.0,401449.0,12.4,18300,106735,-123262
2010-11-01,95000.0,95300.0,396741.0,12.38,78335,-54087,-10683
2010-11-02,95300.0,97000.0,308063.0,12.6,-4081,-22182,29163
2010-11-03,97000.0,102500.0,863313.0,13.31,-171283,75861,44385
2010-11-04,102000.0,102500.0,389205.0,13.31,-56227,1923,57794
2010-11-05,102500.0,98700.0,436476.0,12.82,7596,-64588,51908
2010-11-08,98200.0,98400.0,179587.0,12.78,-26808,15821,16874
2010-11-09,98700.0,99500.0,179004.0,12.92,37774,-22768,-4681
2010-11-10,99500.0,99600.0,189535.0,12.94,-15476,-10724,12598
2010-11-11,100500.0,94900.0,456548.0,12.32,87693,10605,-117547
2010-11-12,96000.0,94300.0,313114.0,12.25,19525,6325,-19817
2010-11-15,93400.0,93000.0,196174.0,12.08,6487,14735,-23837
2010-11-16,92600.0,94600.0,366562.0,12.29,-54077,49506,14409
2010-11-17,94000.0,93400.0,382792.0,12.13,89488,69238,-146314
2010-11-18,95600.0,95200.0,389594.0,12.36,-29431,21037,-18714
2010-11-19,96000.0,98800.0,430873.0,12.83,-66097,61696,4886
2010-11-22,99700.0,99900.0,414559.0,12.97,-136876,45398,75582
2010-11-23,100500.0,102500.0,518043.0,13.31,-86781,76362,8000
2010-11-24,100000.0,101500.0,468656.0,13.18,-57051,135445,-134033
2010-11-25,103500.0,104500.0,380725.0,13.57,-59959,50666,7049
2010-11-26,104500.0,102000.0,346178.0,13.25,-9500,106208,-119758
2010-11-29,100000.0,100000.0,406931.0,12.99,64462,-7107,-80503
2010-11-30,99200.0,100000.0,271063.0,12.99,-17034,70566,-44502
2010-12-01,101000.0,105000.0,452041.0,13.64,-93443,205279,-115114
2010-12-02,106500.0,107000.0,395196.0,13.9,-79400,122406,-46681
2010-12-03,106000.0,105000.0,730445.0,13.64,93239,16919,-125694
2010-12-06,104500.0,108500.0,475090.0,14.09,-64927,31739,38554
2010-12-07,108500.0,110500.0,489934.0,14.35,-106607,53649,41651
2010-12-08,110000.0,109000.0,279316.0,14.16,-16537,-30058,58355
2010-12-09,107500.0,108000.0,417669.0,14.03,43385,-23268,-33278
2010-12-10,107500.0,105000.0,478323.0,13.64,195155,-25351,-163911
2010-12-13,104500.0,106500.0,491174.0,13.83,58377,146906,-214010
2010-12-14,107500.0,107500.0,274937.0,13.96,-12919,12546,9302
2010-12-15,108000.0,109500.0,461747.0,14.22,-98043,129635,-62743
2010-12-16,108500.0,112000.0,331967.0,14.55,-138159,132681,-7876
2010-12-17,113000.0,112000.0,522901.0,14.55,55685,205478,-282211
2010-12-20,109500.0,110500.0,234123.0,14.35,-16847,17472,-6161
2010-12-21,112000.0,110000.0,377258.0,14.29,73408,-49686,-35242
2010-12-22,108500.0,105500.0,501699.0,13.7,93874,-56910,-28533
2010-12-23,105500.0,107000.0,236744.0,13.9,-52905,46653,-8414
2010-12-24,108000.0,103500.0,152535.0,13.44,22405,-19486,412
2010-12-27,102500.0,104000.0,169997.0,13.51,-4450,-22526,20337
2010-12-28,105500.0,114000.0,724129.0,14.81,-267424,95223,155916
2010-12-29,115500.0,117000.0,411648.0,15.2,-76523,37301,24147
2010-12-30,116000.0,116000.0,263668.0,15.07,-2188,-21097,4367
2011-01-03,116500.0,118000.0,266762.0,14.6,-29071,56500,-1445
2011-01-04,118000.0,122500.0,393288.0,15.16,-145104,129822,6588
2011-01-05,121000.0,119500.0,449570.0,14.79,55112,-80211,30963
2011-01-06,120000.0,122500.0,427604.0,15.16,-58198,140597,-91235
2011-01-07,122000.0,122000.0,173750.0,15.1,-14797,25173,-19735
2011-01-10,121000.0,120500.0,192257.0,14.91,6822,10007,-20936
2011-01-11,122000.0,126500.0,297408.0,15.66,-21682,-13411,31933
2011-01-12,127500.0,125500.0,438154.0,15.53,12407,-9869,10771
2011-01-13,125000.0,124000.0,474211.0,15.35,132033,-58393,-9793
2011-01-14,122000.0,127500.0,459738.0,15.78,34997,52008,-89580
2011-01-17,127000.0,127000.0,505184.0,15.72,61322,28383,-82844
2011-01-18,127000.0,127500.0,211602.0,15.78,-36344,-18187,58870
2011-01-19,127000.0,125500.0,298965.0,15.53,-1599,-44232,52513
2011-01-20,125500.0,127500.0,303213.0,15.78,10410,12579,-25346
2011-01-21,126000.0,120000.0,517736.0,14.85,45411,-34733,4701
2011-01-24,120000.0,118500.0,316170.0,14.67,41744,6401,-36967
2011-01-25,121500.0,124500.0,547981.0,15.41,-14380,107171,-92251
2011-01-26,124500.0,126000.0,300368.0,15.59,-16804,51905,-36527
2011-01-27,126500.0,130500.0,389362.0,16.15,-122768,18241,113209
2011-01-28,129000.0,128000.0,365036.0,15.84,74286,51066,-142433
2011-01-31,123500.0,119000.0,650216.0,14.73,235253,-16069,-219698
2011-02-01,122000.0,116500.0,416135.0,14.42,134261,-15997,-110256
2011-02-07,118500.0,116000.0,295842.0,14.36,102351,23299,-140781
2011-02-08,118500.0,113000.0,502745.0,13.99,109247,37861,-160933
2011-02-09,114500.0,115500.0,489270.0,14.29,-1422,27497,-24922
2011-02-10,116500.0,111000.0,672761.0,13.74,96789,136003,-259205
2011-02-11,112500.0,110000.0,503610.0,13.61,107000,25026,-134899
2011-02-14,112000.0,115500.0,366511.0,14.29,-67166,12976,53610
2011-02-15,114000.0,112500.0,521690.0,13.92,107050,7601,-113982
2011-02-16,112500.0,107500.0,315166.0,13.3,59854,-47148,-19930
2011-02-17,108000.0,103500.0,595979.0,12.81,129960,-40410,-81206
2011-02-18,103500.0,109500.0,520642.0,13.55,-58852,74710,-8543
2011-02-21,107500.0,105000.0,514986.0,13.0,107347,14889,-104953
2011-02-22,101500.0,99000.0,868158.0,12.25,173626,-176595,36220
2011-02-23,99500.0,98500.0,757964.0,12.19,86621,-131272,41610
2011-02-24,98400.0,99500.0,722213.0,12.31,86762,151744,-254790
2011-02-25,101000.0,103000.0,646969.0,12.75,42556,137652,-186654
2011-02-28,102500.0,99300.0,398757.0,12.29,29512,42027,-65555
2011-03-02,97000.0,93400.0,1035759.0,11.56,279707,-121617,-187871
2011-03-03,93900.0,97400.0,840408.0,12.05,-2363,113800,-145912
2011-03-04,99900.0,102000.0,1119656.0,12.62,-145857,52702,80919
2011-03-07,101500.0,101000.0,589027.0,12.5,-80389,-74016,175107
2011-03-08,102000.0,104500.0,479377.0,12.93,-54790,42799,2642
2011-03-09,106000.0,104000.0,582389.0,12.87,-49151,77303,-35258
2011-03-10,104500.0,106000.0,511921.0,13.12,-27908,-43445,64908
2011-03-11,104000.0,102000.0,466951.0,12.62,80921,-74182,9022
2011-03-14,101000.0,101000.0,455763.0,12.5,61929,-28453,-28577
2011-03-15,101000.0,98600.0,396583.0,12.2,-6358,7863,-2723
2011-03-16,99800.0,98000.0,1066974.0,12.13,277511,-334142,26580
2011-03-17,95100.0,98300.0,535021.0,12.17,23405,-67796,50054
2011-03-18,99300.0,104000.0,972002.0,12.87,-60599,95518,-51291
2011-03-21,104500.0,105000.0,606578.0,13.0,-89611,165558,-80603
2011-03-22,105000.0,103500.0,486959.0,12.81,10724,62298,-78298
2011-03-23,105000.0,109000.0,772166.0,13.49,-141654,34630,58242
2011-03-24,110500.0,109000.0,389396.0,13.49,-42767,59823,-34099
2011-03-25,111000.0,111500.0,451204.0,13.8,-151365,153499,2488
2011-03-28,109500.0,107500.0,475439.0,13.3,16105,-58956,55812
2011-03-29,107500.0,108000.0,223394.0,13.37,-10103,-30773,48501
2011-03-30,107000.0,111000.0,527677.0,13.74,-82982,-9718,102894
2011-03-31,111500.0,115000.0,595672.0,14.23,-167736,91965,70358
2011-04-01,116000.0,115000.0,494481.0,14.23,-91546,34418,64030
2011-04-04,116000.0,116000.0,262233.0,14.36,13440,-37794,17496
2011-04-05,116000.0,115000.0,198741.0,14.23,-12104,-32233,42364
2011-04-06,115500.0,114000.0,330501.0,14.11,37785,-56999,44520
2011-04-07,115000.0,117500.0,454297.0,14.54,-45708,72761,-37642
2011-04-08,118000.0,126000.0,829449.0,15.59,-243206,63422,163934
2011-04-11,125000.0,125500.0,446428.0,15.53,-6593,77105,-99158
2011-04-12,124000.0,123000.0,968513.0,15.22,-34812,63706,-19728
2011-04-13,121500.0,123500.0,554327.0,15.28,56278,11050,-75790
2011-04-14,123500.0,122000.0,638052.0,15.1,46110,141817,-200589
2011-04-15,122000.0,121000.0,263147.0,14.98,2863,-27976,25623
2011-04-18,119500.0,123000.0,534556.0,15.22,-31541,19900,9173
2011-04-19,122000.0,119000.0,418056.0,14.73,-5081,68533,-63622
2011-04-20,120000.0,120500.0,363082.0,14.91,-17900,-23743,34039
2011-04-21,119500.0,117500.0,434290.0,14.54,-2887,-46708,56888
2011-04-22,117000.0,118500.0,632631.0,14.67,42969,-180999,154459
2011-04-25,121000.0,120500.0,340808.0,14.91,-51935,19181,41328
2011-04-26,120000.0,120500.0,484903.0,14.91,5088,-12516,4280
2011-04-27,121500.0,127000.0,1025071.0,15.72,-271418,306903,-53144
2011-04-28,128000.0,126500.0,606548.0,15.66,-21557,189742,-147978
2011-04-29,125500.0,129000.0,485363.0,15.97,-63390,135952,-78114
2011-05-02,132000.0,130000.0,490330.0,16.09,-122775,103013,5534
2011-05-03,129500.0,126000.0,389183.0,15.59,18848,-41182,24656
2011-05-04,126000.0,124000.0,217414.0,15.35,-4406,-6224,27614
2011-05-06,122000.0,121000.0,282817.0,14.98,-22539,6642,25349
2011-05-09,120500.0,119000.0,244438.0,14.73,11481,-5971,17626
2011-05-11,120500.0,124000.0,343585.0,15.35,-66165,-56576,138534
2011-05-12,123000.0,119000.0,338700.0,14.73,35483,-30217,-5578
2011-05-13,119000.0,117000.0,389690.0,14.48,50923,-48938,36021
2011-05-16,116000.0,114000.0,289807.0,14.11,66955,-56149,11257
2011-05-17,114000.0,113500.0,398585.0,14.05,63298,-74709,26110
2011-05-18,113500.0,114500.0,391232.0,14.17,89631,78754,-174733
2011-05-19,115500.0,108000.0,574307.0,13.37,97279,-31759,-41285
2011-05-20,108000.0,105500.0,617478.0,13.06,112670,-47612,-55616
2011-05-23,105000.0,104000.0,342660.0,12.87,14367,5903,-22668
2011-05-24,104000.0,107000.0,475034.0,13.24,-78483,17046,55660
2011-05-25,107000.0,106500.0,325818.0,13.18,-36055,39777,331
2011-05-26,108500.0,110000.0,411000.0,13.61,-55802,56884,-12304
2011-05-27,110000.0,112000.0,456958.0,13.86,-47354,93558,-24233
2011-05-30,113000.0,112500.0,236697.0,13.92,-59556,76616,-18631
2011-05-31,112000.0,115500.0,543366.0,14.29,-61600,106065,-117951
2011-06-01,118000.0,115500.0,305928.0,14.29,-12710,28105,-12980
2011-06-02,112500.0,118500.0,603081.0,14.67,-123382,202331,-62113
2011-06-03,120500.0,120000.0,398748.0,14.85,-81942,176761,-127904
2011-06-07,117500.0,118000.0,343304.0,14.6,23213,92204,-117039
2011-06-08,117000.0,115000.0,306372.0,14.23,11971,63923,-69651
2011-06-09,115000.0,115000.0,360338.0,14.23,29442,85924,-96886
2011-06-10,116000.0,115000.0,329840.0,14.23,-22448,4846,34250
2011-06-13,114500.0,115000.0,255712.0,14.23,-11348,696,-12718
2011-06-14,114500.0,117500.0,340482.0,14.54,16415,35905,-65725
2011-06-15,118500.0,120500.0,392768.0,14.91,-73312,115736,-59854
2011-06-16,119000.0,117500.0,215824.0,14.54,24633,63432,-79220
2011-06-17,119500.0,123500.0,622451.0,15.28,-87250,112757,-57490
2011-06-20,125500.0,124000.0,599463.0,15.35,-14563,159844,-150333
2011-06-21,126000.0,125000.0,343287.0,15.47,-31320,84111,-50370
2011-06-22,127000.0,127500.0,242723.0,15.78,-35021,4290,30397
2011-06-23,126000.0,124500.0,247152.0,15.41,36645,42150,-69176
2011-06-24,125000.0,126000.0,472910.0,15.59,16457,-89492,72032
2011-06-27,125000.0,125500.0,161107.0,15.53,5367,6289,16560
2011-06-28,127000.0,129000.0,490493.0,15.97,-66487,-8310,64210
2011-06-29,131500.0,130000.0,467728.0,16.09,-66774,88595,-39193
2011-06-30,129500.0,130000.0,299178.0,16.09,-73016,41127,32373
2011-07-01,133000.0,132500.0,300735.0,16.4,-63509,47103,13447
2011-07-04,134000.0,131000.0,238422.0,16.21,-1100,19067,-15959
2011-07-05,129000.0,129000.0,340912.0,15.97,53657,-82485,32023
2011-07-06,128000.0,131500.0,254549.0,16.27,-61754,10636,49880
2011-07-07,134000.0,134500.0,446279.0,16.65,-89926,54237,57376
2011-07-08,136000.0,130000.0,523744.0,16.09,194234,-86066,-99857
2011-07-11,130000.0,130000.0,226318.0,16.09,-7895,16137,-4454
2011-07-12,128000.0,125000.0,347868.0,15.47,68990,13239,-69217
2011-07-13,126000.0,127500.0,196812.0,15.78,17034,-21819,-3316
2011-07-14,127000.0,127000.0,246593.0,15.72,48228,-27624,-4738
2011-07-15,128000.0,129500.0,237579.0,16.03,-1727,-40584,34289
2011-07-18,130000.0,128500.0,161059.0,15.9,12707,-5625,6455
2011-07-19,126500.0,127000.0,312808.0,15.72,34262,14930,-61831
2011-07-20,129000.0,130500.0,458591.0,16.15,-12374,72193,-73818
2011-07-21,131000.0,132500.0,317553.0,16.4,-52233,5457,43921
2011-07-22,133500.0,131500.0,232452.0,16.27,42621,-44420,23487
2011-07-25,129500.0,128000.0,305590.0,15.84,78050,-85183,17731
2011-07-26,127000.0,123500.0,994239.0,15.28,307249,-237748,-77099
2011-07-27,121500.0,120500.0,836456.0,14.91,156597,20683,-209728
2011-07-28,118500.0,120500.0,429668.0,14.91,53732,76534,-135900
2011-07-29,120500.0,119000.0,330888.0,14.73,26262,6939,-36527
2011-08-01,120500.0,119500.0,400929.0,14.79,132804,-27449,-122900
2011-08-02,118000.0,115500.0,419335.0,14.29,57707,62567,-118394
2011-08-03,113000.0,111500.0,550150.0,13.8,38151,106719,-136682
2011-08-04,112500.0,109000.0,441191.0,13.49,31032,16739,-54836
2011-08-05,103500.0,103500.0,650390.0,12.81,8409,-18592,26311
2011-08-08,102500.0,97400.0,982521.0,12.05,-12162,61521,-57644
2011-08-09,93500.0,94000.0,1078866.0,11.63,-36072,197234,-167043
2011-08-10,98800.0,93300.0,923980.0,11.55,184458,22583,-184509
2011-08-11,88900.0,92100.0,927564.0,11.4,236990,-172034,-81588
2011-08-12,94400.0,92500.0,796609.0,11.45,-118029,206229,-98282
2011-08-16,96600.0,101000.0,852572.0,12.5,-82540,105295,-66415
2011-08-17,99800.0,103500.0,754948.0,12.81,-114774,129517,-72116
2011-08-18,104000.0,104500.0,629347.0,12.93,-113171,114427,12964
2011-08-19,100000.0,98800.0,528973.0,12.23,-81625,76157,-13865
2011-08-22,100000.0,96500.0,545927.0,11.94,6914,-8635,-6326
2011-08-23,99900.0,101500.0,527367.0,12.56,-30913,33212,-3237
2011-08-24,105500.0,102000.0,865850.0,12.62,68632,74337,-135003
2011-08-25,104000.0,101000.0,534910.0,12.5,32666,38816,-43008
2011-08-26,99000.0,100000.0,254560.0,12.38,16509,806,-15020
2011-08-29,102000.0,102500.0,481429.0,12.69,31336,69830,-93453
2011-08-30,105000.0,103000.0,589482.0,12.75,85683,26655,-120849
2011-08-31,103000.0,104000.0,315536.0,12.87,-8818,31824,-36225
2011-09-01,105500.0,105000.0,782000.0,13.0,-144203,129985,59567
2011-09-02,106000.0,103000.0,620903.0,12.75,116473,84881,-212391
2011-09-05,100000.0,95600.0,465842.0,11.83,88604,6903,-84865
2011-09-06,93500.0,93800.0,436257.0,11.61,64496,116,-65802
2011-09-07,96200.0,99100.0,340704.0,12.26,-7266,-9389,17150
2011-09-08,101000.0,98500.0,355166.0,12.19,-26055,80009,-54777
2011-09-09,97400.0,95000.0,355623.0,11.76,81288,14924,-89181
2011-09-14,95000.0,93000.0,340961.0,11.51,-63822,99758,-47398
2011-09-15,96300.0,96200.0,427827.0,11.91,-49753,165312,-123041
2011-09-16,99000.0,104000.0,820603.0,12.87,-201172,360983,-190862
2011-09-19,103000.0,102500.0,384788.0,12.69,-34279,52521,-21054
2011-09-20,102500.0,105500.0,343875.0,13.06,-73327,78835,-26646
2011-09-21,105500.0,107500.0,289437.0,13.3,-62076,95505,-35079
2011-09-22,103500.0,105500.0,447989.0,13.06,-66244,145372,-56795
2011-09-23,100500.0,96100.0,448919.0,11.89,92683,28080,-116372
2011-09-26,97200.0,90200.0,418221.0,11.16,18666,-36850,-24492
2011-09-27,93400.0,94500.0,352735.0,11.7,9812,-21450,-22977
2011-09-28,95300.0,93900.0,268953.0,11.62,5770,10293,11056
2011-09-29,92600.0,97700.0,422567.0,12.09,14791,20269,-34976
2011-09-30,97000.0,98000.0,423044.0,12.13,-7127,32296,-20237
2011-10-04,89200.0,87100.0,937547.0,10.78,305568,-229824,-29504
2011-10-05,89000.0,74100.0,2283979.0,9.17,578100,-584137,112762
2011-10-06,77800.0,75300.0,1889166.0,9.32,-43992,-59290,111565
2011-10-07,79100.0,84000.0,1334321.0,10.4,-416455,191857,226803
2011-10-10,83400.0,85000.0,544437.0,10.52,-41850,115707,-74484
2011-10-11,88300.0,88300.0,908625.0,10.93,-212226,173519,59624
2011-10-12,89300.0,91400.0,550154.0,11.31,-138512,8816,186260
2011-10-13,92400.0,92000.0,353659.0,11.39,-75296,-4217,81242
2011-10-14,91000.0,91500.0,252353.0,11.32,-67192,57883,21209
2011-10-17,93300.0,94400.0,331832.0,11.68,-13043,-9485,5818
2011-10-18,91100.0,90700.0,501723.0,11.23,160473,-119252,-25041
2011-10-19,91400.0,89100.0,543632.0,11.03,75727,-66784,31974
2011-10-20,89400.0,84200.0,495876.0,10.42,120342,-152972,56020
2011-10-21,88900.0,87800.0,544313.0,10.87,118680,-116636,15481
2011-10-24,88900.0,95400.0,854696.0,11.81,-246879,193964,40877
2011-10-25,96500.0,94200.0,439195.0,11.66,-98394,6735,102576
