Symbol,삼성전자_시가(원),삼성전자_종가(원),삼성전자_거래량(주),삼성전자_PER(IFRS-연결),삼성전자_순매수수량(개인)(주),삼성전자_순매수수량(기관계)(주),삼성전자_순매수수량(외국인계)(주)
2010-03-29,810000.0,818000.0,155679.0,14.54,-32664,19000,15788
2010-03-30,827000.0,814000.0,240934.0,14.47,-7637,-3955,11549
2010-03-31,814000.0,818000.0,434300.0,14.54,-44492,69214,-22702
2010-04-01,826000.0,845000.0,561659.0,15.02,-149085,99094,77497
2010-04-02,846000.0,857000.0,419069.0,15.23,-129843,31027,117863
2010-04-05,861000.0,870000.0,304516.0,15.46,-90256,10012,52145
2010-04-06,874000.0,869000.0,330287.0,15.45,-88697,22789,58332
2010-04-07,865000.0,859000.0,388680.0,15.27,-44686,-19359,59674
2010-04-08,857000.0,863000.0,269327.0,15.34,-8894,-1908,21992
2010-04-09,864000.0,856000.0,275789.0,15.22,8906,-48796,45041
2010-04-12,859000.0,830000.0,497940.0,14.75,38327,-102650,49565
2010-04-13,834000.0,828000.0,409114.0,14.72,59785,45544,-111430
2010-04-14,835000.0,845000.0,308499.0,15.02,-80441,-4241,110503
2010-04-15,862000.0,855000.0,365104.0,15.2,-37183,-40472,90563
2010-04-16,855000.0,848000.0,220112.0,15.07,-18229,-51812,89292
2010-04-19,837000.0,827000.0,247376.0,14.7,25385,-7403,-36506
2010-04-20,827000.0,828000.0,271882.0,14.72,59721,24812,-82893
2010-04-21,838000.0,852000.0,264254.0,15.14,-61698,-19340,76012
2010-04-22,849000.0,841000.0,343557.0,14.95,36185,-3881,-14341
2010-04-23,848000.0,830000.0,309436.0,14.75,35648,10946,-32661
2010-04-26,835000.0,834000.0,260608.0,14.82,-5056,16882,-19293
2010-04-27,831000.0,835000.0,260996.0,14.84,3470,-23969,31837
2010-04-28,820000.0,825000.0,320393.0,14.66,62911,-25904,-5052
2010-04-29,830000.0,825000.0,226931.0,14.66,12737,-23815,11280
2010-04-30,828000.0,849000.0,454668.0,15.09,-109953,-8213,113918
2010-05-03,845000.0,829000.0,291445.0,14.74,29559,25273,-81176
2010-05-04,840000.0,834000.0,183456.0,14.82,-14046,-11291,45794
2010-05-06,817000.0,814000.0,451765.0,14.47,73731,-8678,-82799
2010-05-07,798000.0,794000.0,759225.0,14.11,190141,59301,-304482
2010-05-10,800000.0,803000.0,330582.0,14.27,52344,-20535,-36498
2010-05-11,812000.0,791000.0,450658.0,14.06,111208,-92534,-18156
2010-05-12,797000.0,789000.0,315809.0,14.02,12858,-63967,16120
2010-05-13,798000.0,813000.0,319461.0,14.45,-55371,5685,72401
2010-05-14,806000.0,810000.0,293840.0,14.4,11863,-22842,13042
2010-05-17,798000.0,784000.0,530598.0,13.94,158176,-74117,-98586
2010-05-18,790000.0,792000.0,363385.0,14.08,-21380,-38288,17364
2010-05-19,785000.0,773000.0,361171.0,13.74,126974,-12464,-66801
2010-05-20,765000.0,756000.0,395806.0,13.44,50944,11916,-75899
2010-05-24,747000.0,758000.0,354475.0,13.47,31978,-2727,-18196
2010-05-25,750000.0,741000.0,511626.0,13.17,52743,-18630,-52247
2010-05-26,760000.0,750000.0,460053.0,13.33,4885,41937,-37537
2010-05-27,744000.0,772000.0,444241.0,13.72,-5741,4092,-1529
2010-05-28,787000.0,778000.0,450925.0,13.83,16486,-32665,17253
2010-05-31,772000.0,776000.0,255822.0,13.79,2214,-18382,19765
2010-06-01,776000.0,768000.0,228117.0,13.65,39948,-49384,2285
2010-06-03,780000.0,777000.0,293327.0,13.81,-23241,-28163,28696
2010-06-04,775000.0,793000.0,252280.0,14.1,-46971,29989,34170
2010-06-07,779000.0,787000.0,303328.0,13.99,-4966,-9863,9687
2010-06-08,785000.0,785000.0,290449.0,13.95,18207,-17527,-18620
2010-06-09,792000.0,770000.0,359716.0,13.69,110504,-52752,-37526
2010-06-10,777000.0,773000.0,356286.0,13.74,-16280,-51876,71873
2010-06-11,785000.0,797000.0,366275.0,14.17,-123495,-41281,149637
2010-06-14,791000.0,807000.0,241981.0,14.34,-65470,8300,51234
2010-06-15,810000.0,798000.0,190780.0,14.18,8665,1910,-10234
2010-06-16,815000.0,819000.0,376553.0,14.56,-132639,-8002,151508
2010-06-17,812000.0,817000.0,233390.0,14.52,-3016,19747,-24016
2010-06-18,825000.0,822000.0,191872.0,14.61,-31639,-46427,81825
2010-06-21,830000.0,830000.0,284790.0,14.75,-41081,18072,22456
2010-06-22,827000.0,816000.0,296417.0,14.5,45583,-64824,22131
2010-06-23,811000.0,805000.0,350031.0,14.31,59880,-46799,-15695
2010-06-24,808000.0,820000.0,283144.0,14.58,-54666,-28480,98054
2010-06-25,809000.0,805000.0,340230.0,14.31,59801,-12095,-45124
2010-06-28,805000.0,796000.0,261209.0,14.15,58295,-16617,-58290
2010-06-29,801000.0,792000.0,251786.0,14.08,14039,-17258,-8838
2010-06-30,770000.0,774000.0,536406.0,13.76,129917,-65010,-66633
2010-07-01,779000.0,766000.0,444516.0,13.62,176423,-68586,-63675
2010-07-02,770000.0,767000.0,233128.0,13.63,73903,-10451,-60243
2010-07-05,763000.0,767000.0,200619.0,13.63,49662,-58974,18791
2010-07-06,762000.0,775000.0,358388.0,13.78,89479,39874,-127740
2010-07-07,780000.0,769000.0,324156.0,13.67,82384,-268,-88534
2010-07-08,783000.0,775000.0,295553.0,13.78,12986,-324,-35002
2010-07-09,779000.0,796000.0,372579.0,14.15,-80702,-19141,85722
2010-07-12,799000.0,802000.0,252065.0,14.26,-56428,-25592,90750
2010-07-13,798000.0,796000.0,307189.0,14.15,-34874,-49454,58010
2010-07-14,813000.0,824000.0,664091.0,14.65,-308164,64315,263737
2010-07-15,825000.0,820000.0,321508.0,14.58,-59717,-12735,69575
2010-07-16,816000.0,802000.0,338810.0,14.26,21295,-76536,73578
2010-07-19,786000.0,795000.0,292107.0,14.13,15616,-70227,66674
2010-07-20,795000.0,798000.0,231722.0,14.18,28739,-49127,62466
2010-07-21,817000.0,817000.0,331706.0,14.52,-88528,-69055,169586
2010-07-22,812000.0,808000.0,309521.0,14.36,-41368,-47360,61787
2010-07-23,815000.0,811000.0,282472.0,14.42,-25038,1098,23513
2010-07-26,813000.0,818000.0,212627.0,14.54,-22057,6370,28451
2010-07-27,824000.0,829000.0,382877.0,14.74,-113643,24394,95626
2010-07-28,832000.0,837000.0,465199.0,14.88,-164037,-14625,164684
2010-07-29,839000.0,827000.0,297472.0,14.7,-14063,7285,17120
2010-07-30,822000.0,810000.0,328824.0,14.4,33060,-37111,7803
2010-08-02,817000.0,810000.0,249388.0,14.4,34267,-5339,-33093
2010-08-03,820000.0,815000.0,262302.0,14.49,-4814,-12647,22342
2010-08-04,817000.0,806000.0,213434.0,14.33,17117,-20230,3009
2010-08-05,811000.0,804000.0,280897.0,14.29,28901,-7216,-19802
2010-08-06,810000.0,801000.0,247165.0,14.24,26450,-23740,-2009
2010-08-09,799000.0,802000.0,182922.0,14.26,27571,-28492,3525
2010-08-10,800000.0,793000.0,281589.0,14.1,84573,-28485,-50097
2010-08-11,784000.0,779000.0,359968.0,13.85,120597,-139312,49860
2010-08-12,768000.0,766000.0,428357.0,13.62,138424,-14829,-107794
2010-08-13,770000.0,781000.0,286706.0,13.88,31475,-49258,28611
2010-08-16,773000.0,782000.0,205733.0,13.9,29754,-19921,-5199
2010-08-17,777000.0,782000.0,289608.0,13.9,26366,-6989,-46190
2010-08-18,784000.0,778000.0,234522.0,13.83,43347,-57842,16872
2010-08-19,779000.0,789000.0,244134.0,14.02,-18346,-47949,28850
2010-08-20,780000.0,784000.0,246690.0,13.94,14230,-81586,58960
2010-08-23,786000.0,790000.0,181946.0,14.04,-41357,-22381,65768
2010-08-24,785000.0,783000.0,227569.0,13.92,24841,-23917,11595
2010-08-25,776000.0,772000.0,185769.0,13.72,33081,-23910,-9441
2010-08-26,772000.0,773000.0,208913.0,13.74,-11281,-18101,41921
2010-08-27,765000.0,766000.0,256176.0,13.62,71098,-43535,-7230
2010-08-30,775000.0,776000.0,140117.0,13.79,1339,-13097,12879
2010-08-31,766000.0,756000.0,441643.0,13.44,165428,-62860,-98638
2010-09-01,762000.0,752000.0,389308.0,13.37,80331,-81159,-35383
2010-09-02,760000.0,759000.0,365551.0,13.49,65392,6358,-71158
2010-09-03,761000.0,761000.0,441942.0,13.53,78638,-38819,-39946
2010-09-06,772000.0,780000.0,394601.0,13.86,-68925,6652,60029
2010-09-07,783000.0,788000.0,320803.0,14.01,-64201,-39324,114626
2010-09-08,776000.0,771000.0,219482.0,13.7,37706,-2177,-46550
2010-09-09,767000.0,756000.0,617488.0,13.44,226066,52130,-283796
2010-09-10,760000.0,766000.0,280275.0,13.62,-33156,-9743,49642
2010-09-13,770000.0,770000.0,234851.0,13.69,-13460,-54779,76062
2010-09-14,775000.0,760000.0,371530.0,13.51,43267,-41704,-1838
2010-09-15,763000.0,757000.0,389289.0,13.46,102479,-69258,-23908
2010-09-16,754000.0,757000.0,234815.0,13.46,-473,18784,-17061
2010-09-17,762000.0,773000.0,447649.0,13.74,-65716,57893,11328
2010-09-20,774000.0,780000.0,296452.0,13.86,-61326,-31983,116800
2010-09-24,779000.0,762000.0,655763.0,13.54,87437,-29526,-69395
2010-09-27,765000.0,755000.0,502855.0,13.42,158052,-100568,-56500
2010-09-28,755000.0,745000.0,467300.0,13.24,208500,-106689,-108305
2010-09-29,753000.0,772000.0,708864.0,13.72,-233396,-27105,264177
2010-09-30,772000.0,777000.0,337258.0,13.81,-104026,-17616,129176
2010-10-01,772000.0,777000.0,296366.0,13.81,-56742,-18656,69276
2010-10-04,780000.0,780000.0,257594.0,13.86,-55584,-36403,119791
2010-10-05,772000.0,773000.0,286977.0,13.74,-9986,-20690,4286
2010-10-06,778000.0,793000.0,471103.0,14.1,-155016,61828,108442
2010-10-07,779000.0,770000.0,511410.0,13.69,83197,-9631,-99287
2010-10-08,763000.0,758000.0,543410.0,13.47,136332,-19274,-123498
2010-10-11,762000.0,753000.0,376032.0,13.38,66092,-32979,-45620
2010-10-12,752000.0,746000.0,370422.0,13.26,141586,-9619,-101381
2010-10-13,752000.0,744000.0,409029.0,13.22,170276,5256,-171188
2010-10-14,753000.0,750000.0,535249.0,13.33,99646,-3491,-119559
2010-10-15,750000.0,754000.0,494223.0,13.4,12587,-33092,25687
2010-10-18,757000.0,751000.0,276635.0,13.35,-7011,-4608,57252
2010-10-19,750000.0,741000.0,389964.0,13.17,128282,-76611,-39282
2010-10-20,740000.0,745000.0,369809.0,13.24,39801,16714,-71381
2010-10-21,745000.0,765000.0,567644.0,13.6,-157172,88770,89287
2010-10-22,773000.0,777000.0,408511.0,13.81,-250152,29804,213615
2010-10-25,773000.0,771000.0,248329.0,13.7,-72828,-48395,96992
2010-10-26,768000.0,763000.0,312674.0,13.56,53355,-108197,69620
2010-10-27,758000.0,753000.0,334811.0,13.38,69632,-106496,70230
2010-10-28,760000.0,764000.0,293095.0,13.58,-28586,-7588,35638
2010-10-29,764000.0,745000.0,463204.0,13.24,182502,-71621,-83635
2010-11-01,753000.0,747000.0,296972.0,13.28,66531,-66634,-13044
2010-11-02,747000.0,740000.0,330999.0,13.15,111194,-102958,8367
2010-11-03,740000.0,740000.0,359315.0,13.15,21900,-55176,1484
2010-11-04,747000.0,763000.0,547715.0,13.56,-106417,-1823,94760
2010-11-05,780000.0,776000.0,703745.0,13.79,-339253,-21776,356712
2010-11-08,785000.0,778000.0,279228.0,13.83,-87659,-7941,94817
2010-11-09,784000.0,774000.0,256281.0,13.76,-12994,-2804,20477
2010-11-10,780000.0,790000.0,422271.0,14.04,-225310,-49000,263800
2010-11-11,793000.0,767000.0,907350.0,13.63,-41046,189580,-185154
2010-11-12,784000.0,778000.0,566889.0,13.83,-145842,-83068,217147
2010-11-15,786000.0,808000.0,719096.0,14.36,-324589,187444,137213
2010-11-16,814000.0,811000.0,590651.0,14.42,-156656,53951,150809
2010-11-17,801000.0,795000.0,342693.0,14.13,20000,67435,-60411
2010-11-18,797000.0,799000.0,266236.0,14.2,8125,9103,-34213
2010-11-19,808000.0,818000.0,387386.0,14.54,-82929,26905,89338
2010-11-22,820000.0,848000.0,721536.0,15.07,-341830,209731,119347
2010-11-23,850000.0,840000.0,394881.0,14.93,-67223,72286,32239
2010-11-24,826000.0,851000.0,637287.0,15.13,-146228,113367,18482
2010-11-25,853000.0,845000.0,367302.0,15.02,-30856,50032,-30186
2010-11-26,848000.0,837000.0,314059.0,14.88,-52696,-18302,20975
2010-11-29,835000.0,836000.0,310288.0,14.86,-29815,36540,-31490
2010-11-30,832000.0,826000.0,424616.0,14.68,34877,-4793,-35274
2010-12-01,824000.0,820000.0,375860.0,14.58,46293,25191,-59960
2010-12-02,828000.0,859000.0,612551.0,15.27,-180990,39539,162185
2010-12-03,870000.0,894000.0,788939.0,15.89,-323707,208646,101500
2010-12-06,890000.0,890000.0,336854.0,15.82,-31561,7563,7317
2010-12-07,887000.0,901000.0,498508.0,16.02,-81789,62666,25678
2010-12-08,903000.0,888000.0,336418.0,15.78,23700,269,-3004
2010-12-09,885000.0,917000.0,589656.0,16.3,-30286,49097,-40366
2010-12-10,915000.0,919000.0,255668.0,16.33,-8809,13080,-10821
2010-12-13,919000.0,930000.0,307257.0,16.53,-22204,5928,11374
2010-12-14,937000.0,929000.0,443223.0,16.51,22663,-107079,126246
2010-12-15,925000.0,916000.0,329329.0,16.28,89021,-64605,-7886
2010-12-16,908000.0,911000.0,233885.0,16.19,11228,-1975,-29421
2010-12-17,914000.0,926000.0,346130.0,16.46,-26902,65984,-35615
2010-12-20,917000.0,932000.0,338560.0,16.57,-42560,31540,5268
2010-12-21,931000.0,936000.0,252120.0,16.64,-8505,-25138,9116
2010-12-22,939000.0,939000.0,333591.0,16.69,-29531,-32805,74123
2010-12-23,936000.0,936000.0,219864.0,16.64,22628,-7021,-41459
2010-12-24,939000.0,925000.0,169733.0,16.44,2041,-14291,-3225
2010-12-27,925000.0,922000.0,210673.0,16.39,-57316,14368,24006
2010-12-28,928000.0,938000.0,313323.0,16.67,-54664,51718,1117
2010-12-29,935000.0,945000.0,238527.0,16.8,7132,43051,-47538
2010-12-30,942000.0,949000.0,183831.0,16.87,-10312,19941,-6202
2011-01-03,955000.0,958000.0,265562.0,10.32,-14653,6812,16464
2011-01-04,956000.0,958000.0,274488.0,10.32,5369,-30177,59645
2011-01-05,955000.0,942000.0,336224.0,10.14,26777,-82612,44433
2011-01-06,942000.0,930000.0,387488.0,10.01,73386,8534,-71061
2011-01-07,915000.0,921000.0,463447.0,9.92,109753,-50220,-79004
2011-01-10,918000.0,917000.0,367107.0,9.87,73655,-4006,-87165
2011-01-11,917000.0,913000.0,391242.0,9.83,81849,15460,-85459
2011-01-12,914000.0,930000.0,412107.0,10.01,-72390,43977,57864
2011-01-13,949000.0,922000.0,568083.0,9.93,30961,-22603,46131
2011-01-14,928000.0,933000.0,307694.0,10.05,-4375,14332,-11418
2011-01-17,945000.0,949000.0,411740.0,10.22,-100952,18207,101551
2011-01-18,950000.0,969000.0,592816.0,10.43,-169301,112648,63084
2011-01-19,979000.0,997000.0,668320.0,10.74,-186009,106577,64599
2011-01-20,987000.0,982000.0,304970.0,10.57,30592,46710,-69642
2011-01-21,976000.0,971000.0,333801.0,10.46,28805,9682,-44266
2011-01-24,968000.0,971000.0,272455.0,10.46,24004,26747,-44223
2011-01-25,972000.0,975000.0,279580.0,10.5,-19914,-16872,14009
2011-01-26,985000.0,998000.0,267128.0,10.75,-43037,399,42492
2011-01-27,995000.0,994000.0,307490.0,10.7,-24698,-6919,56149
2011-01-28,998000.0,1010000.0,383021.0,10.88,-53718,32984,30080
2011-01-31,1009000.0,981000.0,428852.0,10.56,100292,24220,-149321
2011-02-01,982000.0,983000.0,269518.0,10.59,23101,3606,-2649
2011-02-07,1002000.0,972000.0,485191.0,10.47,54520,-2708,-42301
2011-02-08,970000.0,961000.0,610004.0,10.35,100845,-70925,-34872
2011-02-09,973000.0,960000.0,420301.0,10.34,27148,-24167,10752
2011-02-10,960000.0,936000.0,614002.0,10.08,141110,-41597,-132244
2011-02-11,935000.0,915000.0,530889.0,9.85,112566,32548,-135224
2011-02-14,928000.0,953000.0,391852.0,10.26,-90093,40406,54642
2011-02-15,963000.0,958000.0,362193.0,10.32,-40638,-28652,71858
2011-02-16,952000.0,945000.0,304438.0,10.18,-10778,26757,-55363
2011-02-17,953000.0,954000.0,287009.0,10.27,-16930,8853,5984
2011-02-18,965000.0,960000.0,205097.0,10.34,-19611,12426,22252
2011-02-21,964000.0,948000.0,275361.0,10.21,19202,-45400,52967
2011-02-22,939000.0,938000.0,243946.0,10.1,-4033,17780,-21187
2011-02-23,925000.0,930000.0,344149.0,10.01,-3901,8406,-50764
2011-02-24,926000.0,929000.0,362392.0,10.0,-46402,-27167,49477
2011-02-25,928000.0,926000.0,303972.0,9.97,41129,27783,-35747
2011-02-28,920000.0,923000.0,325623.0,9.94,-15463,34965,-4570
2011-03-02,914000.0,918000.0,322780.0,9.89,9993,31719,-31948
2011-03-03,919000.0,923000.0,362277.0,9.94,46870,-38725,4008
2011-03-04,934000.0,945000.0,371501.0,10.18,-24740,-79863,69317
2011-03-07,943000.0,906000.0,638965.0,9.76,196968,-135546,-24788
2011-03-08,911000.0,899000.0,499287.0,9.68,100917,-65449,-79604
2011-03-09,906000.0,890000.0,527673.0,9.58,92305,-93222,11171
2011-03-10,879000.0,866000.0,834229.0,9.33,248867,11250,-302281
2011-03-11,861000.0,862000.0,543168.0,9.28,46966,24056,-51594
2011-03-14,880000.0,900000.0,667121.0,9.69,-98167,95278,-5508
2011-03-15,901000.0,860000.0,727312.0,9.26,110645,41704,-121176
2011-03-16,885000.0,886000.0,799142.0,9.54,-146081,113737,-41884
2011-03-17,878000.0,890000.0,450459.0,9.58,-17549,-12223,41490
2011-03-18,892000.0,891000.0,383562.0,9.59,-8120,-48873,55789
2011-03-21,891000.0,890000.0,290140.0,9.58,104,-53505,51378
2011-03-22,892000.0,875000.0,436722.0,9.42,103725,-127653,14617
2011-03-23,880000.0,873000.0,505176.0,9.4,79220,-85437,-12292
2011-03-24,880000.0,880000.0,308119.0,9.48,-39713,15148,7705
2011-03-25,892000.0,910000.0,622311.0,9.8,-170306,36493,121189
2011-03-28,915000.0,916000.0,318215.0,9.86,-94069,19667,71871
2011-03-29,907000.0,916000.0,344624.0,9.86,5369,-23964,19851
2011-03-30,916000.0,926000.0,414257.0,9.97,-126011,8600,122363
2011-03-31,936000.0,932000.0,527666.0,10.04,-86636,-64988,165418
2011-04-01,936000.0,940000.0,449733.0,10.12,-91752,-113375,216380
2011-04-04,940000.0,945000.0,334749.0,10.18,-84306,-55006,143386
2011-04-05,948000.0,945000.0,238698.0,10.18,-48933,-24840,80046
2011-04-06,940000.0,923000.0,550378.0,9.94,84159,-135354,78346
2011-04-07,925000.0,909000.0,436076.0,9.79,110857,-33119,-44012
2011-04-08,911000.0,898000.0,521299.0,9.67,132887,-141942,40871
2011-04-11,898000.0,894000.0,412638.0,9.63,50737,-91200,62091
2011-04-12,886000.0,882000.0,316036.0,9.5,78041,-21786,-21315
2011-04-13,887000.0,901000.0,332860.0,9.7,-28558,-30433,69955
2011-04-14,900000.0,900000.0,505624.0,9.69,68545,-95550,14820
2011-04-15,898000.0,888000.0,446008.0,9.56,92885,-136985,40634
2011-04-18,891000.0,867000.0,549291.0,9.34,159771,-113614,-6020
2011-04-19,853000.0,875000.0,462304.0,9.42,66561,-80379,17500
2011-04-20,889000.0,916000.0,641519.0,9.86,-261778,162662,53602
2011-04-21,930000.0,928000.0,541665.0,9.99,-169593,-69890,188572
2011-04-22,924000.0,904000.0,377225.0,9.73,23535,-149292,114806
2011-04-25,901000.0,889000.0,287621.0,9.57,49673,-63920,38954
2011-04-26,899000.0,897000.0,384355.0,9.66,41274,-42192,-11199
2011-04-27,917000.0,924000.0,528108.0,9.95,-202443,19470,177808
2011-04-28,924000.0,900000.0,416427.0,9.69,28335,-56451,96415
2011-04-29,901000.0,893000.0,429874.0,9.62,97971,-49230,-55383
2011-05-02,910000.0,932000.0,651726.0,10.04,-272376,178758,47561
2011-05-03,936000.0,938000.0,507510.0,10.1,-152933,114525,32081
2011-05-04,930000.0,915000.0,515717.0,9.85,36280,-23279,-13601
2011-05-06,899000.0,899000.0,473222.0,9.68,44858,14380,-45540
2011-05-09,908000.0,891000.0,271573.0,9.59,66336,31386,-24326
2011-05-11,889000.0,892000.0,447932.0,9.61,106069,-54292,-27634
2011-05-12,886000.0,885000.0,552942.0,9.53,42950,67102,-113346
2011-05-13,896000.0,916000.0,669154.0,9.86,-145329,266052,-133839
2011-05-16,917000.0,901000.0,322905.0,9.7,8759,29472,-38372
2011-05-17,897000.0,890000.0,231293.0,9.58,30000,-7849,-15265
2011-05-18,893000.0,893000.0,331824.0,9.62,18090,-26872,9928
2011-05-19,891000.0,880000.0,387733.0,9.48,101810,-46272,-53595
2011-05-20,885000.0,882000.0,221517.0,9.5,2907,-15050,16292
2011-05-23,877000.0,873000.0,282045.0,9.4,22038,-28005,4891
2011-05-24,872000.0,865000.0,290181.0,9.31,26111,-11078,-10630
2011-05-25,879000.0,856000.0,320945.0,9.22,63271,-63374,8460
2011-05-26,868000.0,879000.0,279740.0,9.47,-9196,-44665,35399
2011-05-27,874000.0,891000.0,430296.0,9.59,-81272,87360,2495
2011-05-30,895000.0,884000.0,205979.0,9.52,16810,31853,-47667
2011-05-31,890000.0,902000.0,478089.0,9.71,-176914,11944,72202
2011-06-01,902000.0,911000.0,313832.0,9.81,-65255,48082,6171
2011-06-02,894000.0,883000.0,331899.0,9.51,56232,-14379,-1669
2011-06-03,890000.0,885000.0,201472.0,9.53,-12163,-5099,-14331
2011-06-07,876000.0,887000.0,303586.0,9.55,-1240,-9031,11557
2011-06-08,885000.0,877000.0,258873.0,9.44,11655,-17624,42549
2011-06-09,877000.0,865000.0,434119.0,9.31,105203,-35844,-34260
2011-06-10,870000.0,851000.0,392575.0,9.16,90843,-54669,5664
2011-06-13,844000.0,853000.0,301387.0,9.19,18897,14152,-80828
2011-06-14,851000.0,863000.0,213419.0,9.29,-20759,24973,-25978
2011-06-15,866000.0,865000.0,265758.0,9.31,-3677,23939,-27331
2011-06-16,853000.0,848000.0,239116.0,9.13,58814,-21516,-9605
2011-06-17,851000.0,819000.0,723027.0,8.82,150120,-138134,-54157
2011-06-20,813000.0,800000.0,472386.0,8.61,98235,10665,-117360
2011-06-21,800000.0,814000.0,378374.0,8.77,-20607,3633,-665
2011-06-22,824000.0,826000.0,330821.0,8.89,-35055,5770,21958
2011-06-23,825000.0,831000.0,277391.0,8.95,-41609,4255,51192
2011-06-24,821000.0,852000.0,469223.0,9.17,-108213,157142,-65228
2011-06-27,847000.0,835000.0,304257.0,8.99,35939,16211,33289
2011-06-28,840000.0,832000.0,239178.0,8.96,-15562,-47830,12063
2011-06-29,848000.0,833000.0,207146.0,8.97,-5661,-51458,50371
2011-06-30,833000.0,826000.0,328339.0,8.89,38049,-40957,13063
2011-07-01,843000.0,855000.0,442918.0,9.21,-89681,54472,23321
2011-07-04,870000.0,878000.0,429433.0,9.45,-140545,88378,32471
2011-07-05,880000.0,899000.0,422262.0,9.68,-183454,27625,150260
2011-07-06,893000.0,898000.0,224722.0,9.67,-52521,33384,21586
