Symbol,한미사이언스_시가(원),한미사이언스_종가(원),한미사이언스_거래량(주),한미사이언스_PER(IFRS-연결),한미사이언스_순매수수량(개인)(주),한미사이언스_순매수수량(기관계)(주),한미사이언스_순매수수량(외국인계)(주)
2001-11-13,11750.0,11500.0,113640.0,4.96,-26420,-1560,27800
2001-11-14,11800.0,11700.0,156000.0,5.04,41500,-1500,-40000
2001-11-15,11800.0,11800.0,148140.0,5.09,-6410,-5340,10000
2001-11-16,11800.0,11800.0,114200.0,5.09,-63540,48550,15700
2001-11-19,11800.0,12350.0,138360.0,5.32,8250,-11800,90
2001-11-20,12250.0,11900.0,255590.0,5.13,21180,61590,-86270
2001-11-21,11700.0,11700.0,134340.0,5.04,14080,33680,-48220
2001-11-22,11800.0,11850.0,83980.0,5.11,-7130,7400,0
2001-11-23,11700.0,11900.0,101540.0,5.13,-4540,6230,0
2001-11-26,12000.0,12450.0,257440.0,5.36,-73190,69200,0
2001-11-27,12550.0,12350.0,203240.0,5.32,17060,-17840,840
2001-11-28,12300.0,11600.0,74340.0,5.0,-3510,3400,60
2001-11-29,11700.0,11900.0,90010.0,5.13,-26790,28390,0
2001-11-30,11600.0,12500.0,174280.0,5.39,-98670,92940,0
2001-12-03,12650.0,12600.0,113810.0,5.43,-60650,54810,0
2001-12-04,12650.0,12550.0,61470.0,5.41,-24170,18330,0
2001-12-05,12400.0,12550.0,126940.0,5.41,-25730,33660,0
2001-12-06,12550.0,12400.0,276380.0,5.35,2220,-3080,80
2001-12-07,12600.0,12900.0,104970.0,5.56,-38830,31960,920
2001-12-10,13100.0,12650.0,136770.0,5.45,6310,17110,-23060
2001-12-11,12500.0,13000.0,74800.0,5.6,-27610,28130,-40
2001-12-12,13000.0,12750.0,89800.0,5.49,-7800,2460,0
2001-12-13,12900.0,12800.0,72370.0,5.52,15790,-13410,430
2001-12-14,12800.0,13300.0,203430.0,5.73,-24420,19470,-40
2001-12-17,13300.0,13750.0,172030.0,5.92,-45320,46080,-160
2001-12-18,13850.0,13700.0,107010.0,5.91,-26440,30230,950
2001-12-19,13250.0,13300.0,105030.0,5.73,-26090,17960,-810
2001-12-20,13050.0,13300.0,49480.0,5.73,-3100,-5690,0
2001-12-21,13050.0,13300.0,33590.0,5.73,2020,-4090,-200
2001-12-24,13100.0,12900.0,78630.0,5.56,24410,-23410,0
2001-12-26,12900.0,13000.0,135680.0,5.6,48070,-71070,35000
2001-12-27,12750.0,12850.0,211150.0,5.54,2560,-2630,80
2001-12-28,12700.0,12850.0,234980.0,5.54,13890,-67150,0
2002-01-02,12800.0,12700.0,76298.0,2.78,17672,-17602,0
2002-01-03,12700.0,12300.0,173276.0,2.69,64596,-29756,-35000
2002-01-04,12450.0,12300.0,181190.0,2.69,88630,-89060,120
2002-01-07,12350.0,12300.0,143529.0,2.69,31910,-20710,-11080
2002-01-08,12500.0,12750.0,272210.0,2.79,-25160,12540,0
2002-01-09,12750.0,12400.0,129209.0,2.71,12559,-13309,0
2002-01-10,12500.0,12650.0,138553.0,2.76,-8910,5800,0
2002-01-11,12500.0,13350.0,332411.0,2.92,-79020,63020,0
2002-01-14,13500.0,13100.0,298526.0,2.86,14440,-11010,0
2002-01-15,13700.0,13300.0,256100.0,2.91,-670,-21090,37890
2002-01-16,13300.0,13350.0,104220.0,2.92,8260,-3440,0
2002-01-17,13550.0,13400.0,341925.0,2.93,22020,-22140,240
2002-01-18,13700.0,14300.0,433960.0,3.13,-31530,21920,9770
2002-01-21,14750.0,14300.0,278255.0,3.13,-10870,4720,9840
2002-01-22,14700.0,14900.0,313318.0,3.26,-62550,18580,48150
2002-01-23,14800.0,16400.0,451122.0,3.58,-74130,1380,72430
2002-01-24,16700.0,16400.0,250800.0,3.58,-39400,22620,15420
2002-01-25,16400.0,16000.0,293590.0,3.5,21360,26980,-36670
2002-01-28,16100.0,16050.0,183519.0,3.51,21710,4910,-1560
2002-01-29,16000.0,15950.0,185673.0,3.48,-44540,43670,550
2002-01-30,15550.0,15500.0,71911.0,3.39,-13140,12830,310
2002-01-31,15800.0,15850.0,72660.0,3.46,-16240,17030,-310
2002-02-01,16200.0,16200.0,130420.0,3.54,-28770,6730,22620
2002-02-04,16450.0,16800.0,213623.0,3.67,-50710,-16130,67060
2002-02-05,16800.0,16850.0,121149.0,3.68,-32610,-850,33590
2002-02-06,16750.0,17000.0,102704.0,3.71,-33890,16590,17300
2002-02-07,17000.0,16600.0,90460.0,3.63,-39520,-4690,29170
2002-02-08,16600.0,16600.0,40561.0,3.63,-24410,3970,20560
2002-02-14,16600.0,17000.0,78690.0,3.71,7500,14880,3740
2002-02-15,16950.0,17100.0,61000.0,3.74,-840,3310,0
2002-02-18,16950.0,17100.0,86469.0,3.74,4561,5249,0
2002-02-19,17300.0,17850.0,210990.0,3.9,16210,-23130,3930
2002-02-20,17500.0,17750.0,72981.0,3.88,-20730,20760,0
2002-02-21,18400.0,18000.0,130138.0,3.93,-24620,15980,17120
2002-02-22,18100.0,17800.0,50962.0,3.89,-5350,4620,0
2002-02-25,18000.0,18100.0,108898.0,3.95,-209,28630,0
2002-02-26,17750.0,17500.0,52102.0,3.82,310,-4690,4000
2002-02-27,17800.0,18100.0,69000.0,3.95,-51500,41190,10020
2002-02-28,18200.0,17900.0,70040.0,3.91,-2766,-3550,17166
2002-03-04,18900.0,18300.0,237950.0,4.0,31170,-73040,41590
2002-03-05,18400.0,17800.0,111306.0,3.89,38610,-38410,0
2002-03-06,17950.0,18850.0,241578.0,4.12,-22200,45380,-22570
2002-03-07,18550.0,19250.0,266554.0,4.21,-59470,60770,-300
2002-03-08,19100.0,19500.0,138150.0,4.26,-18180,44100,-26000
2002-03-11,19500.0,19700.0,127683.0,4.3,-30579,13809,16800
2002-03-12,20000.0,21000.0,135674.0,4.59,-81240,75230,5920
2002-03-13,20050.0,22500.0,230135.0,4.92,-65600,29030,36600
2002-03-14,23000.0,22250.0,172420.0,4.86,-9300,5020,3880
2002-03-15,22000.0,22800.0,169650.0,4.98,-47630,42150,9200
2002-03-18,23500.0,26200.0,237971.0,5.73,-62050,28770,41780
2002-03-19,26200.0,26200.0,159350.0,5.73,-21450,-4400,26200
2002-03-20,26200.0,26100.0,109614.0,5.7,12810,-13160,2500
2002-03-21,25900.0,26100.0,112252.0,5.7,-2160,2080,0
2002-03-22,26800.0,27650.0,163730.0,6.04,-32485,17245,14430
2002-03-25,27700.0,28000.0,110580.0,6.12,-9532,8422,850
2002-03-26,28850.0,28600.0,149961.0,6.25,-25750,-2650,29040
2002-03-27,30000.0,28500.0,55570.0,6.23,-7960,1990,5890
2002-03-28,29000.0,27000.0,102135.0,5.9,15680,-29250,13930
2002-03-29,27000.0,25000.0,143728.0,5.46,17880,-17720,0
2002-04-01,25000.0,25000.0,166980.0,5.46,-6360,14770,-8000
2002-04-02,25100.0,26000.0,140160.0,5.68,-21520,3590,17790
2002-04-03,25750.0,26900.0,89323.0,5.88,-8770,5460,1910
2002-04-04,26550.0,26950.0,102867.0,5.89,-3600,23930,-20770
2002-04-08,27250.0,26600.0,71100.0,5.81,-35400,25900,9030
2002-04-09,26300.0,26000.0,89830.0,5.68,-2830,14810,-12000
2002-04-10,24750.0,24350.0,57610.0,5.32,9240,-16980,5250
2002-04-11,24400.0,24550.0,82380.0,5.36,-3890,7440,-4450
2002-04-12,24450.0,25000.0,32239.0,5.46,-9750,9290,0
2002-04-15,25000.0,24800.0,56670.0,5.42,16130,-12120,-3240
2002-04-16,24800.0,25600.0,80968.0,5.6,-37600,37690,0
2002-04-17,26100.0,26350.0,106620.0,5.76,-40880,-2780,43120
2002-04-18,26900.0,26000.0,56775.0,5.68,-70,-10770,10760
2002-04-19,26100.0,25750.0,38540.0,5.63,-10160,1300,8850
2002-04-22,25850.0,25000.0,37170.0,5.46,2150,-5490,3110
2002-04-23,25000.0,26000.0,68152.0,5.68,-15320,-16660,32070
2002-04-24,26000.0,25600.0,31031.0,5.6,-8040,6440,0
2002-04-25,25600.0,25000.0,29390.0,5.46,-7610,7250,10
2002-04-26,25300.0,24850.0,93480.0,5.43,15280,-29420,14500
2002-04-29,24850.0,24750.0,54112.0,5.41,-5840,-5530,11500
2002-04-30,24800.0,25800.0,123660.0,5.64,-8430,19340,-9700
2002-05-02,26000.0,26500.0,65640.0,5.79,-23000,24430,-500
2002-05-03,26800.0,26300.0,39465.0,5.75,-7440,5590,0
2002-05-06,26300.0,25700.0,49800.0,5.62,5660,-5650,0
2002-05-07,25400.0,25050.0,44014.0,5.47,230,-11380,10520
2002-05-08,25150.0,25200.0,40706.0,5.51,-550,2750,0
2002-05-09,25300.0,25400.0,86430.0,5.55,13900,-12950,1750
2002-05-10,26200.0,26250.0,162967.0,5.74,9590,-55080,27330
2002-05-13,26800.0,27200.0,120005.0,5.94,4200,-12020,0
2002-05-14,27000.0,27300.0,87620.0,5.97,-6730,-800,-310
2002-05-15,27300.0,27300.0,132740.0,5.97,1520,770,1350
2002-05-16,27000.0,27850.0,65254.0,6.08,-19060,18920,0
2002-05-17,27500.0,28100.0,81450.0,6.14,2800,-10790,3000
2002-05-20,28500.0,28400.0,56680.0,6.21,16960,-8030,-10690
2002-05-21,28000.0,27000.0,51202.0,5.9,-7340,7730,0
2002-05-22,25650.0,26900.0,69607.0,5.88,26450,-29480,2500
2002-05-23,27450.0,26400.0,267183.0,5.77,32602,-12220,-16192
2002-05-24,26900.0,27200.0,166430.0,5.94,-5550,-1320,9010
2002-05-27,27200.0,26300.0,72023.0,5.75,2210,-5070,2830
2002-05-28,26300.0,25550.0,51170.0,5.58,1110,2230,-3320
2002-05-29,24800.0,24100.0,98500.0,5.26,-5110,-7110,6540
2002-05-30,24100.0,21600.0,164300.0,4.72,25080,11440,-19990
2002-05-31,21600.0,23000.0,81685.0,5.02,-35060,-3800,38910
2002-06-03,22400.0,21850.0,36400.0,4.77,11840,-980,-10460
2002-06-04,21000.0,21550.0,39813.0,4.71,1910,-5390,3700
2002-06-05,21650.0,21800.0,43660.0,4.76,4920,-6650,200
2002-06-07,22000.0,23400.0,82413.0,5.11,-38170,38070,200
2002-06-10,23100.0,23500.0,61509.0,5.13,18863,-19523,0
2002-06-11,24100.0,23800.0,44520.0,5.2,-1750,-1330,2910
2002-06-12,23500.0,23700.0,54069.0,5.18,-8350,19860,-12340
2002-06-14,24300.0,24400.0,68913.0,5.33,10870,-15900,4950
2002-06-17,24950.0,25400.0,64310.0,5.55,-9990,-7880,32890
2002-06-18,25300.0,25500.0,44920.0,5.57,-3160,-3100,14880
2002-06-19,25500.0,23800.0,37870.0,5.2,-18470,3730,15040
2002-06-20,24000.0,24100.0,22300.0,5.26,317,743,0
2002-06-21,23500.0,23950.0,8780.0,5.23,-460,400,0
2002-06-24,23200.0,23200.0,21660.0,5.07,-6290,3410,0
2002-06-25,23700.0,23250.0,15570.0,5.08,-4490,1830,2500
2002-06-26,22500.0,22500.0,38040.0,4.92,-17510,-1380,18730
2002-06-27,22900.0,22200.0,43985.0,4.85,1700,580,-2360
2002-06-28,22000.0,24500.0,93831.0,5.35,-19090,63750,-44820
2002-07-02,23500.0,23200.0,37670.0,5.07,19020,450,-19390
2002-07-03,23500.0,23150.0,18414.0,5.06,-1210,1130,0
2002-07-04,23150.0,23400.0,66517.0,5.11,-4398,6198,-2000
2002-07-05,23400.0,23400.0,114270.0,5.11,46140,-23890,-28600
2002-07-08,23300.0,22850.0,55897.0,4.99,7210,-5550,-1350
2002-07-09,23000.0,22850.0,31710.0,4.99,-4110,4210,0
2002-07-10,23200.0,23300.0,43345.0,5.09,-6610,9230,-2620
2002-07-11,23200.0,22700.0,30150.0,4.96,-7460,7470,-70
2002-07-12,22800.0,22800.0,43403.0,4.98,5270,3160,-8710
2002-07-15,22950.0,22350.0,32360.0,4.88,-3910,3910,0
2002-07-16,22350.0,21600.0,27534.0,4.72,-70,-130,200
2002-07-18,21600.0,20800.0,38186.0,4.54,14126,-10686,-3440
2002-07-19,20400.0,19600.0,234240.0,4.28,67370,-39910,-21950
2002-07-22,18100.0,17850.0,137110.0,3.9,34480,6940,-46580
2002-07-23,17700.0,18200.0,482110.0,3.98,85540,-109840,74300
2002-07-24,18350.0,18000.0,127417.0,3.93,6790,5610,-12350
2002-07-25,19400.0,18400.0,131700.0,4.02,-6580,7100,-520
2002-07-26,18100.0,17900.0,79881.0,3.91,16150,-190,-15960
2002-07-29,18100.0,20550.0,328965.0,4.49,65830,-49420,-17000
2002-07-30,21500.0,20400.0,363679.0,4.46,21700,-6750,-6450
2002-07-31,20000.0,20000.0,127710.0,4.37,-15270,-5850,21310
2002-08-01,20650.0,19400.0,199450.0,4.24,17950,-48710,31290
2002-08-02,18500.0,18600.0,109930.0,4.06,-8620,21940,-19950
2002-08-05,17900.0,17300.0,70500.0,3.78,-14850,17270,-1150
2002-08-06,16600.0,16750.0,110580.0,3.66,30470,-20760,-10030
2002-08-07,16900.0,17000.0,85180.0,3.71,-15160,3690,11540
2002-08-08,17200.0,17800.0,94500.0,3.89,-6430,-6150,0
2002-08-09,18400.0,18450.0,156312.0,4.03,-13370,-7990,21360
2002-08-12,18500.0,18250.0,69730.0,3.99,4870,-230,-4450
2002-08-13,18250.0,18150.0,58060.0,3.97,12820,-5010,0
2002-08-14,17350.0,18000.0,49872.0,3.93,-2400,1900,500
2002-08-16,18500.0,18500.0,73310.0,4.04,-12720,13110,-400
2002-08-19,18300.0,18200.0,37170.0,3.98,240,-240,0
2002-08-20,18500.0,18400.0,57010.0,4.02,7020,-4150,-2770
2002-08-21,18400.0,19300.0,140660.0,4.22,-15540,-11530,27000
2002-08-22,19550.0,19350.0,62540.0,4.23,-19550,1490,17900
2002-08-23,19850.0,20000.0,134490.0,4.37,-10680,33890,0
2002-08-26,20000.0,19700.0,48930.0,4.3,-10570,8000,0
2002-08-27,20000.0,19500.0,94490.0,4.26,4020,20410,-29930
2002-08-28,19200.0,20400.0,219510.0,4.46,-39230,20890,18200
2002-08-29,22000.0,21200.0,71206.0,4.63,-28180,-1890,30000
2002-08-30,21150.0,22000.0,172130.0,4.81,-28780,-48370,77300
2002-09-02,22500.0,23200.0,182611.0,5.07,-67972,-40028,107670
2002-09-03,23400.0,22100.0,57386.0,4.83,3300,-16460,13730
2002-09-04,22000.0,21600.0,114779.0,4.72,15449,-13000,-2610
2002-09-05,22100.0,22600.0,85531.0,4.94,-6760,-930,7980
2002-09-06,21700.0,22300.0,95860.0,4.87,-30160,-1780,32060
2002-09-09,22300.0,20550.0,68940.0,4.49,-10170,780,8600
2002-09-10,20750.0,22500.0,151680.0,4.92,-28600,-17260,52370
2002-09-11,22900.0,22600.0,51410.0,4.94,-8320,3990,3530
2002-09-12,22300.0,22500.0,54186.0,4.92,-17080,4980,9520
2002-09-13,21650.0,22200.0,41304.0,4.85,-13370,13250,0
2002-09-16,22850.0,21900.0,39770.0,4.78,11450,-11300,0
2002-09-17,22200.0,23300.0,125793.0,5.09,-16910,19010,-4000
2002-09-18,22850.0,23300.0,138550.0,5.09,-240,23830,-19490
2002-09-19,23600.0,23700.0,98500.0,5.18,3530,-3210,-1220
2002-09-23,23700.0,22300.0,60770.0,4.87,16570,1780,-7340
2002-09-24,22100.0,21450.0,116550.0,4.69,4811,17769,-23080
2002-09-25,21000.0,21600.0,73554.0,4.72,-13883,23187,-8630
2002-09-26,22100.0,20800.0,36180.0,4.54,1030,-1280,0
2002-09-27,20800.0,21000.0,29020.0,4.59,-4540,-4920,8940
2002-09-30,20250.0,20500.0,16930.0,4.48,-3070,-300,1620
2002-10-01,19600.0,20200.0,22220.0,4.41,920,-670,0
2002-10-02,20600.0,20250.0,24057.0,4.43,190,2140,0
2002-10-04,20000.0,20450.0,18080.0,4.47,-5840,5950,-1000
2002-10-07,20400.0,19500.0,24359.0,4.26,689,-349,0
2002-10-08,19500.0,20100.0,74623.0,4.39,-4227,9617,0
2002-10-09,20200.0,19700.0,65520.0,4.3,22640,10350,-29800
2002-10-10,19400.0,18800.0,77080.0,4.11,-12960,14670,-18450
2002-10-11,19150.0,18000.0,61030.0,3.93,15240,-20740,6290
2002-10-14,18250.0,18500.0,41590.0,4.04,5710,330,-2510
2002-10-15,19150.0,18800.0,164920.0,4.11,80450,-33580,-45500
2002-10-16,19000.0,18450.0,232520.0,4.03,95191,763,-95790
2002-10-17,18150.0,18600.0,159227.0,4.06,59437,21760,-72327
2002-10-18,19050.0,20200.0,253121.0,4.41,-42570,5400,37820
2002-10-21,20600.0,19500.0,141690.0,4.26,-6970,-1300,9020
2002-10-22,19850.0,20300.0,144125.0,4.44,-62885,68265,870
2002-10-23,20450.0,21000.0,104700.0,4.59,-28080,7590,0
2002-10-24,20600.0,20650.0,54225.0,4.51,-10600,11440,0
2002-10-25,20600.0,20600.0,40350.0,4.5,-22730,8840,15000
2002-10-28,21200.0,21100.0,71770.0,4.61,-1090,23230,-10000
2002-10-29,20700.0,20600.0,66610.0,4.5,6980,19910,-26920
2002-10-30,20700.0,20650.0,271449.0,4.51,17260,880,-22000
2002-10-31,20850.0,20500.0,86210.0,4.48,3560,16690,-14320
2002-11-01,20300.0,20000.0,36555.0,4.37,-645,4575,-3340
2002-11-04,20100.0,20450.0,81954.0,4.47,11990,-3190,0
2002-11-05,20400.0,20250.0,55760.0,4.43,-410,570,0
2002-11-06,20400.0,20300.0,63820.0,4.44,6410,-4270,-3030
2002-11-07,20500.0,20350.0,38230.0,4.45,7290,-4690,0
2002-11-08,20350.0,20150.0,28892.0,4.4,5870,-5940,0
2002-11-11,20300.0,19700.0,29610.0,4.3,3410,-2890,0
2002-11-12,19650.0,19800.0,23050.0,4.33,-4050,-110,3910
2002-11-13,19550.0,19600.0,45974.0,4.28,7540,-6340,-990
2002-11-14,20250.0,20000.0,57330.0,4.37,10310,-9060,-1180
2002-11-15,20200.0,20400.0,89800.0,4.46,-12909,2389,-590
2002-11-18,20400.0,19900.0,34741.0,4.35,13560,3320,-17160
2002-11-19,20000.0,19900.0,52619.0,4.35,3250,8640,-36870
2002-11-20,19900.0,20850.0,77930.0,4.56,-43430,19300,17670
2002-11-21,20800.0,20400.0,71619.0,4.46,16449,-15489,-4710
2002-11-22,20650.0,20400.0,45831.0,4.46,-1660,8240,-6970
2002-11-25,20600.0,20750.0,66928.0,4.53,-10732,9192,930
2002-11-26,20500.0,20350.0,77986.0,4.45,42110,-12620,-35000
2002-11-27,20150.0,20150.0,86480.0,4.4,34880,4380,-39560
2002-11-28,20300.0,20600.0,222618.0,4.5,18651,-27551,260
2002-11-29,20800.0,22000.0,292970.0,4.81,-93110,57790,-10060
2002-12-02,22000.0,22700.0,105460.0,4.96,-36728,41878,-10000
2002-12-03,22750.0,22350.0,85183.0,4.88,-10170,29420,-23830
2002-12-04,21950.0,21200.0,132950.0,4.63,1810,-7750,-12450
2002-12-05,21350.0,21500.0,134916.0,4.7,-4037,43707,-59960
2002-12-06,21200.0,21800.0,84016.0,4.76,-10460,43180,-31770
2002-12-09,22400.0,22300.0,72120.0,4.87,-41260,22610,1760
2002-12-10,21800.0,22450.0,111020.0,4.91,-4060,-2880,-11790
2002-12-11,22450.0,22300.0,60390.0,4.87,-9180,-15850,6040
2002-12-12,22050.0,23700.0,180230.0,5.18,-32130,15620,480
2002-12-13,23400.0,23650.0,169230.0,5.17,6660,-44230,59420
2002-12-16,23250.0,22700.0,40981.0,4.96,3801,-6841,9000
2002-12-17,22950.0,22700.0,36040.0,4.96,-3900,-6790,10000
2002-12-18,22600.0,23200.0,38894.0,5.07,-6489,4219,5340
2002-12-20,23650.0,22950.0,56110.0,5.02,19060,-19150,1190
2002-12-23,22950.0,21700.0,59940.0,4.74,6450,-15330,8810
2002-12-24,21900.0,21300.0,42820.0,4.65,-4640,4630,0
2002-12-26,21450.0,20800.0,42850.0,4.54,922,-2362,0
2002-12-27,20550.0,19900.0,36960.0,4.35,9530,1210,-11360
2002-12-30,19600.0,18800.0,82118.0,4.11,-12140,11390,820
2003-01-02,18650.0,19300.0,57530.0,4.17,20730,-6040,-14470
2003-01-03,21500.0,20500.0,126040.0,4.43,23270,-42670,29030
2003-01-06,20550.0,20400.0,69491.0,4.4,6841,-4611,6310
2003-01-07,20800.0,19650.0,65320.0,4.24,15410,-9020,200
2003-01-08,19550.0,19650.0,20730.0,4.24,80,200,0
2003-01-09,19350.0,19300.0,37310.0,4.17,1320,170,-1080
2003-01-10,19600.0,19400.0,50166.0,4.19,-9540,8400,-260
2003-01-13,19100.0,19600.0,22398.0,4.23,-5200,4920,20
2003-01-14,19400.0,19600.0,58659.0,4.23,15180,15890,1830
2003-01-15,19800.0,19650.0,24462.0,4.24,2920,-2490,1860
2003-01-16,19450.0,19500.0,34660.0,4.21,8450,10400,50
2003-01-17,19300.0,19050.0,94540.0,4.11,21320,46610,60
2003-01-20,18850.0,19150.0,38500.0,4.14,1380,-12160,8980
2003-01-21,19500.0,19250.0,47410.0,4.16,-11030,130,11270
2003-01-22,18900.0,19100.0,45130.0,4.12,-518,-4352,4870
2003-01-23,18800.0,19500.0,33715.0,4.21,-21614,20964,140
2003-01-24,19300.0,19000.0,26140.0,4.1,-7340,6760,240
2003-01-27,18900.0,18600.0,56490.0,4.02,-3990,7520,-3800
2003-01-28,18500.0,18600.0,25210.0,4.02,1380,9460,-10680
2003-01-29,18700.0,18200.0,60370.0,3.93,6300,-7400,-3760
2003-01-30,18050.0,18200.0,52730.0,3.93,24280,10930,-26520
2003-02-03,17900.0,18250.0,87519.0,3.94,40910,950,-42030
2003-02-04,18150.0,18100.0,31471.0,3.91,6030,-3910,-2120
2003-02-05,17900.0,18000.0,21240.0,3.89,3098,-68,-3030
2003-02-06,18100.0,17800.0,33640.0,3.84,2400,-2810,-190
2003-02-07,17700.0,17250.0,38480.0,3.73,7160,-17210,0
2003-02-10,17050.0,17150.0,45140.0,3.7,-3830,2710,1120
2003-02-11,17350.0,17850.0,76780.0,3.86,-21175,10275,17070
2003-02-12,17700.0,18000.0,28060.0,3.89,-10400,10630,0
2003-02-13,18000.0,17700.0,41020.0,3.82,-7730,9170,0
2003-02-14,17700.0,18800.0,88840.0,4.06,-17690,18580,110
2003-02-17,19300.0,19200.0,85747.0,4.14,-13350,-15100,25950
2003-02-18,19450.0,19450.0,143599.0,4.2,-24203,-44047,60000
2003-02-19,19850.0,19350.0,65837.0,4.18,-2392,-9908,16300
2003-02-20,19350.0,19800.0,37610.0,4.27,-11900,11390,0
2003-02-21,19650.0,20000.0,62470.0,4.32,-25870,940,25000
2003-02-24,20050.0,20400.0,76332.0,4.4,-18170,-12310,26830
2003-02-25,20450.0,19750.0,32660.0,4.27,-1470,1730,140
2003-02-26,19550.0,19450.0,24018.0,4.2,2460,-10950,-10
2003-02-27,19600.0,20150.0,54930.0,4.35,-9530,20070,-15360
2003-02-28,19800.0,19950.0,51082.0,4.31,-15568,15698,-330
2003-03-03,19900.0,20500.0,25254.0,4.43,-13922,13502,420
2003-03-04,20050.0,20400.0,23820.0,4.4,-8970,-4920,11890
2003-03-05,20200.0,20000.0,128380.0,4.32,15320,-24890,9650
2003-03-06,20100.0,19950.0,32990.0,4.31,-11120,10100,500
2003-03-07,19950.0,19200.0,20790.0,4.14,-5800,3740,2060
2003-03-10,19000.0,19200.0,16520.0,4.14,-6420,1100,4620
2003-03-11,19000.0,19300.0,24740.0,4.17,-16090,8590,8160
2003-03-12,19200.0,20000.0,60590.0,4.32,-9840,-16520,26150
2003-03-13,19700.0,20400.0,139612.0,4.4,-20500,-33630,56630
2003-03-14,20750.0,21500.0,111170.0,4.64,-8080,-48330,55410
2003-03-17,21650.0,20000.0,73970.0,4.32,16940,-7100,-8580
2003-03-18,20650.0,20500.0,39023.0,4.43,-3237,2787,0
2003-03-19,20600.0,19900.0,47950.0,4.3,14370,-11110,-4180
2003-03-20,20300.0,20700.0,84865.0,4.47,-4890,24530,-12820
2003-03-21,20550.0,20900.0,39462.0,4.51,-17190,-1430,0
2003-03-24,20950.0,21600.0,97250.0,4.66,-21960,-2220,22720
2003-03-25,21050.0,21750.0,45817.0,4.7,-13410,6800,6520
2003-03-26,22000.0,21700.0,124528.0,4.68,-13154,-8266,21500
2003-03-27,21950.0,21350.0,31808.0,4.61,-2080,1980,100
2003-03-28,21900.0,21650.0,32120.0,4.68,-7025,-3695,10640
2003-03-31,21600.0,21850.0,44732.0,4.72,-18460,-3730,22030
2003-04-01,21900.0,21000.0,102250.0,4.53,17020,-5170,-13710
2003-04-02,20900.0,22000.0,108210.0,4.75,-7950,-7810,9340
2003-04-03,22500.0,22900.0,308898.0,4.94,44586,-94356,51590
2003-04-04,22900.0,22750.0,124371.0,4.91,-40901,31110,10270
2003-04-07,23800.0,23200.0,152848.0,5.01,-7920,11080,620
2003-04-08,22600.0,22700.0,81250.0,4.9,340,-18280,16920
2003-04-09,22600.0,21650.0,56322.0,4.68,6089,-10679,4550
2003-04-10,21500.0,21700.0,81810.0,4.68,24970,-5770,-20480
2003-04-11,21350.0,21700.0,68452.0,4.68,-1920,8670,-6830
2003-04-14,21750.0,22850.0,200321.0,4.93,-34257,-40303,75660
2003-04-15,23000.0,22500.0,50196.0,4.86,3404,5560,-8800
2003-04-16,22800.0,23000.0,101810.0,4.96,21470,-30490,9480
2003-04-17,23100.0,24200.0,375150.0,5.22,-23740,-116830,157810
2003-04-18,24950.0,23850.0,167019.0,5.15,-8180,-16900,47520
2003-04-21,24200.0,25700.0,91640.0,5.55,-32170,15120,16850
2003-04-22,25900.0,24400.0,102860.0,5.27,19350,870,-15340
2003-04-23,24700.0,25200.0,174222.0,5.44,-34695,-19897,57770
2003-04-24,25900.0,25450.0,194142.0,5.49,21012,-50452,35050
2003-04-25,25800.0,24500.0,151480.0,5.29,-20620,-12740,34110
2003-04-28,24100.0,24100.0,53160.0,5.2,-14230,8600,5630
2003-04-29,24550.0,25150.0,89294.0,5.43,-870,2750,-1960
2003-04-30,25550.0,24600.0,125939.0,5.31,11549,-18539,10120
2003-05-02,24500.0,23550.0,271040.0,5.08,35410,-10830,-22780
2003-05-06,23400.0,23200.0,128311.0,5.01,30081,-34901,8400
2003-05-07,23400.0,24450.0,157114.0,5.28,-44600,18830,26330
2003-05-09,24200.0,24900.0,57283.0,5.38,-2640,-3460,4340
2003-05-12,25150.0,24900.0,67192.0,5.38,-22840,18060,7720
2003-05-13,25000.0,24500.0,63268.0,5.29,-4470,-10,3930
2003-05-14,24750.0,24150.0,56480.0,5.21,-4960,2370,1440
2003-05-15,24450.0,23850.0,83980.0,5.15,7960,36880,-45560
2003-05-16,23750.0,23300.0,140090.0,5.03,32210,37380,-64120
2003-05-19,23250.0,23000.0,92510.0,4.96,5320,16000,-20380
2003-05-20,22600.0,23000.0,26580.0,4.96,-6780,4980,1230
2003-05-21,23100.0,24300.0,76680.0,5.25,-9620,5780,-1150
2003-05-22,24500.0,24800.0,144740.0,5.35,-36460,-400,32010
2003-05-23,24850.0,25000.0,146682.0,5.4,-18150,-17160,5420
