Symbol,롯데정밀화학_시가(원),롯데정밀화학_종가(원),롯데정밀화학_거래량(주),롯데정밀화학_PER(IFRS-연결),롯데정밀화학_순매수수량(개인)(주),롯데정밀화학_순매수수량(기관계)(주),롯데정밀화학_순매수수량(외국인계)(주)
2005-01-12,18000.0,17650.0,41604.0,9.69,-1280,1430,-480
2005-01-13,17600.0,17800.0,65362.0,9.78,-8130,-1780,3600
2005-01-14,17700.0,18200.0,107180.0,10.0,-42030,27790,13880
2005-01-17,18300.0,17900.0,143370.0,9.83,41530,7640,-49100
2005-01-18,17800.0,17900.0,61720.0,9.83,-6190,6470,0
2005-01-19,17800.0,17600.0,69810.0,9.67,3970,-1990,-1640
2005-01-20,17550.0,17300.0,79520.0,9.5,20210,-14780,-5830
2005-01-21,17300.0,17250.0,68280.0,9.47,-5460,6130,50
2005-01-24,17250.0,17150.0,118260.0,9.42,25140,-26280,1490
2005-01-25,17150.0,17050.0,57636.0,9.36,8100,-8930,1550
2005-01-26,17150.0,17400.0,92480.0,9.56,-9160,10810,-1470
2005-01-27,17400.0,17200.0,68970.0,9.45,40,2850,-3350
2005-01-28,17200.0,17250.0,37490.0,9.47,-5930,-2330,8020
2005-01-31,17200.0,17600.0,84374.0,9.67,-32580,7120,25350
2005-02-01,17600.0,17150.0,76940.0,9.42,37610,-10540,-29310
2005-02-02,17200.0,17300.0,67376.0,9.5,80,-5860,5230
2005-02-03,17450.0,18100.0,191245.0,9.94,-59545,-25305,85210
2005-02-04,18100.0,18400.0,185660.0,10.11,-72830,-6670,84900
2005-02-07,18500.0,18350.0,129871.0,10.08,5300,-9700,4400
2005-02-11,18200.0,18150.0,84230.0,9.97,22042,-19490,-1382
2005-02-14,18150.0,18350.0,135978.0,10.08,-12900,10100,2800
2005-02-15,18450.0,18200.0,96331.0,10.0,13620,-11570,-2340
2005-02-16,18250.0,18350.0,114155.0,10.08,3980,-2800,140
2005-02-17,18450.0,18800.0,241620.0,10.33,33340,-26770,-3690
2005-02-18,18800.0,19200.0,190268.0,10.55,22790,-22830,-770
2005-02-21,19400.0,19100.0,171405.0,10.49,6309,-22539,19710
2005-02-22,19100.0,18800.0,214130.0,10.33,-1910,-11430,12780
2005-02-23,18700.0,18800.0,101980.0,10.33,-4120,-6330,8820
2005-02-24,19000.0,19200.0,147190.0,10.55,39310,-40650,2500
2005-02-25,19200.0,19200.0,216530.0,10.55,10770,-11550,1570
2005-02-28,19250.0,19200.0,145382.0,10.55,58320,-62510,5350
2005-03-02,19300.0,20000.0,443290.0,10.98,-5880,-26070,26590
2005-03-03,20150.0,19900.0,322251.0,10.93,36730,-20400,-4650
2005-03-04,20100.0,20200.0,226393.0,11.09,-14009,-177,16990
2005-03-07,20300.0,20050.0,217600.0,11.01,-13080,-13530,26250
2005-03-08,19900.0,19850.0,220055.0,10.9,-68150,-9220,76290
2005-03-09,19700.0,21000.0,315836.0,11.53,-62585,25725,37780
2005-03-10,21000.0,21000.0,429500.0,11.53,-3222,-5558,17870
2005-03-11,21250.0,21600.0,308262.0,11.86,-117821,28420,84310
2005-03-14,21400.0,21800.0,115111.0,11.97,-20720,-3720,24100
2005-03-15,21700.0,21150.0,423281.0,11.62,-224165,-10660,236260
2005-03-16,21200.0,20800.0,145180.0,11.42,-18840,14810,1360
2005-03-17,20600.0,20650.0,281760.0,11.34,-8680,-78750,86150
2005-03-18,20600.0,20700.0,192923.0,11.37,-18730,-220,17260
2005-03-21,20700.0,20550.0,219260.0,11.29,-71701,-33640,106550
2005-03-22,20800.0,21100.0,230955.0,11.59,36089,-49490,11920
2005-03-23,20950.0,20150.0,183810.0,11.07,8750,-17940,7920
2005-03-24,20250.0,19450.0,226195.0,10.68,-7490,-1560,6830
2005-03-25,19450.0,19850.0,134990.0,10.9,-24030,-1810,25890
2005-03-28,19900.0,20100.0,119380.0,11.04,11970,-17500,4020
2005-03-29,20100.0,19400.0,99660.0,10.66,11080,-9170,-2380
2005-03-30,19150.0,20000.0,151400.0,10.98,-63280,-4060,68370
2005-03-31,20250.0,20700.0,210377.0,11.37,-46640,-350,47130
2005-04-01,20650.0,20750.0,179040.0,11.4,-8580,-36140,44970
2005-04-04,20900.0,21200.0,151435.0,11.64,-67035,-10690,78790
2005-04-06,21350.0,22100.0,339181.0,12.14,-110191,-28030,140050
2005-04-07,22300.0,22200.0,161409.0,12.19,-28296,-21324,50340
2005-04-08,22250.0,22300.0,200660.0,12.25,-88970,-28410,117750
2005-04-11,22300.0,21550.0,92680.0,11.84,16700,-18180,1640
2005-04-12,21400.0,21600.0,147231.0,11.86,8750,-27780,19030
2005-04-13,21900.0,21400.0,81160.0,11.75,32332,-6762,-25570
2005-04-14,21100.0,20500.0,140550.0,11.26,25090,-16270,-11760
2005-04-15,20250.0,20150.0,119700.0,11.07,-15460,8810,6900
2005-04-18,19850.0,19500.0,90630.0,10.71,-20570,12960,7370
2005-04-19,19600.0,19650.0,89680.0,10.79,31620,-24670,-4850
2005-04-20,19900.0,20000.0,97180.0,10.98,18450,-19920,2510
2005-04-21,19750.0,20450.0,87230.0,11.23,-20161,19071,590
2005-04-22,20750.0,20300.0,62660.0,11.15,2931,-1751,-1080
2005-04-25,20050.0,20300.0,77850.0,11.15,-13210,4840,2740
2005-04-26,20300.0,19900.0,60670.0,10.93,2100,-6340,4990
2005-04-27,19600.0,19150.0,105150.0,10.52,12830,-17070,2120
2005-04-28,19300.0,18800.0,95235.0,10.33,7420,9190,-18050
2005-04-29,18650.0,17800.0,135550.0,9.78,11540,9410,-22410
2005-05-02,17900.0,18200.0,55450.0,10.0,-8630,2340,5870
2005-05-03,18000.0,18300.0,87670.0,10.05,16330,-11960,-4050
2005-05-04,18200.0,18500.0,42971.0,10.16,840,1090,-1780
2005-05-06,18400.0,18700.0,52604.0,10.27,-9950,-6750,16200
2005-05-09,18600.0,18400.0,55556.0,10.11,9340,-1350,-3350
2005-05-10,18400.0,18750.0,40750.0,10.3,-25160,-60,23930
2005-05-11,18650.0,18250.0,20570.0,10.02,1850,-1990,610
2005-05-12,18000.0,18150.0,37402.0,9.97,-1330,1740,1250
2005-05-13,18050.0,17900.0,51654.0,9.83,25930,-28180,0
2005-05-16,18100.0,18350.0,42801.0,10.08,-6970,7570,-990
2005-05-17,18350.0,18250.0,31857.0,10.02,-480,3390,-2910
2005-05-18,18300.0,18550.0,46821.0,10.19,-29260,21800,7370
2005-05-19,18700.0,19400.0,102950.0,10.66,-73920,68720,2450
2005-05-20,19300.0,19100.0,19096.0,10.49,-590,2140,-2380
2005-05-23,19300.0,19150.0,45778.0,10.52,14110,-10590,-3750
2005-05-24,19200.0,19250.0,26646.0,10.57,-5630,3440,1770
2005-05-25,19200.0,18900.0,53305.0,10.38,5450,-4570,-2930
2005-05-26,18900.0,19600.0,54356.0,10.77,-28440,24930,2270
2005-05-27,19500.0,19550.0,39573.0,10.74,-14881,9161,-2860
2005-05-30,19250.0,19500.0,33853.0,10.71,-3890,3510,6680
2005-05-31,19500.0,19400.0,31660.0,10.66,4534,-3024,-10
2005-06-01,19200.0,19100.0,50892.0,10.49,21140,-20360,-780
2005-06-02,19300.0,19000.0,66388.0,10.44,2360,-1390,-970
2005-06-03,19000.0,19400.0,66583.0,10.66,-12480,1810,10500
2005-06-07,19350.0,19800.0,91038.0,10.88,-1245,405,1040
2005-06-08,19800.0,19900.0,58610.0,10.93,-17890,12940,3260
2005-06-09,19700.0,20300.0,110477.0,11.15,-18925,22575,1610
2005-06-10,20350.0,20250.0,58040.0,11.12,-12220,10730,1120
2005-06-13,20150.0,20200.0,57461.0,11.09,-12681,15810,-3249
2005-06-14,20100.0,20000.0,40200.0,10.98,-16420,19360,-5080
2005-06-15,20200.0,20800.0,158830.0,11.42,-13170,29340,-19200
2005-06-16,20600.0,20650.0,58500.0,11.34,-8730,10750,-3970
2005-06-17,20600.0,20750.0,44744.0,11.4,3230,-1050,-3150
2005-06-20,20650.0,20500.0,46260.0,11.26,-10310,13790,-3610
2005-06-21,20350.0,20500.0,31610.0,11.26,-14150,7440,3310
2005-06-22,20400.0,20600.0,68650.0,11.31,-2610,6150,-5210
2005-06-23,20700.0,20900.0,76662.0,11.48,-23010,12860,6180
2005-06-24,20650.0,20950.0,66776.0,11.51,-8180,2370,5970
2005-06-27,20600.0,20350.0,71530.0,11.18,3300,-1750,-720
2005-06-28,20150.0,20600.0,52270.0,11.31,-20980,23580,-4400
2005-06-29,20700.0,20900.0,68210.0,11.48,-11460,19050,-6400
2005-06-30,20650.0,21400.0,179290.0,11.75,-12560,21870,-7390
2005-07-01,21600.0,21300.0,70423.0,11.7,-100,-300,440
2005-07-04,21350.0,21200.0,86640.0,11.64,10990,-10020,1690
2005-07-05,20950.0,20850.0,87000.0,11.45,-2290,2090,0
2005-07-06,20950.0,20850.0,54860.0,11.45,90,-490,500
2005-07-07,20750.0,20700.0,73805.0,11.37,-10752,10962,0
2005-07-08,20700.0,20450.0,83176.0,11.23,-670,690,520
2005-07-11,20550.0,20900.0,130580.0,11.48,-6890,4250,3430
2005-07-12,20950.0,20300.0,143700.0,11.15,69220,-53440,-4420
2005-07-13,20300.0,20300.0,72633.0,11.15,13260,-15670,2500
2005-07-14,20300.0,20500.0,83730.0,11.26,12400,-13980,6370
2005-07-15,20650.0,20500.0,65800.0,11.26,-810,990,-290
2005-07-18,20550.0,20400.0,76400.0,11.2,25750,-26230,540
2005-07-19,20450.0,21100.0,106991.0,11.59,2170,-2570,340
2005-07-20,21100.0,20800.0,178030.0,11.42,10950,-2430,4030
2005-07-21,21250.0,20750.0,100270.0,11.4,23240,-11080,-10040
2005-07-22,20600.0,20650.0,75160.0,11.34,-12340,6710,7030
2005-07-25,20700.0,21000.0,144080.0,11.53,30160,-33940,3780
2005-07-26,21200.0,21750.0,187590.0,11.95,28020,-24210,-2460
2005-07-27,21800.0,22200.0,182169.0,12.19,18060,-19910,-460
2005-07-28,22200.0,21950.0,126727.0,12.06,35652,-11690,-13112
2005-07-29,21950.0,22100.0,191420.0,12.14,4310,-2090,-1870
2005-08-01,22100.0,22200.0,135024.0,12.19,17950,-22690,-230
2005-08-02,22100.0,21850.0,101741.0,12.0,3540,-1870,-1380
2005-08-03,21800.0,21300.0,138651.0,11.7,17510,-11560,-3610
2005-08-04,21350.0,21700.0,136670.0,11.92,250,6240,-6210
2005-08-05,21400.0,21000.0,82323.0,11.53,-4390,6200,-2310
2005-08-08,20750.0,20600.0,64064.0,11.31,2900,4870,-7560
2005-08-09,20500.0,20850.0,65659.0,11.45,8930,-13350,4490
2005-08-10,20950.0,21200.0,114441.0,11.64,-9529,2889,6640
2005-08-11,21250.0,21300.0,85646.0,11.7,13341,5319,-20410
2005-08-12,21250.0,21800.0,148083.0,11.97,22110,2700,-25540
2005-08-16,21900.0,21850.0,117492.0,12.0,8990,-6930,-4800
2005-08-17,21600.0,22000.0,88922.0,12.08,-4420,3700,0
2005-08-18,22200.0,22700.0,415742.0,12.47,7260,-16990,3840
2005-08-19,22600.0,22650.0,128365.0,12.44,9050,-10040,2810
2005-08-22,22800.0,24000.0,431362.0,13.18,-118380,120840,-2320
2005-08-23,24200.0,24650.0,339601.0,13.54,-89970,56470,28340
2005-08-24,24450.0,24800.0,368743.0,13.62,-49160,98550,-81720
2005-08-25,24950.0,24700.0,146806.0,13.57,-41920,50220,-6330
2005-08-26,24550.0,23550.0,213661.0,12.93,-22097,14420,8277
2005-08-29,23300.0,23650.0,199482.0,12.99,-8570,1140,8200
2005-08-30,23900.0,23450.0,247585.0,12.88,110200,-54420,-55600
2005-08-31,23300.0,23800.0,127582.0,13.07,-9128,-3702,12830
2005-09-01,23900.0,24150.0,189198.0,13.26,9010,7070,-21080
2005-09-02,24150.0,24300.0,154435.0,13.35,33645,-15900,-22745
2005-09-05,24350.0,23900.0,93271.0,13.13,6050,-9620,-430
2005-09-06,23900.0,24100.0,113865.0,13.24,-26120,20390,3520
2005-09-07,24500.0,25800.0,275570.0,14.17,12070,2560,-16290
2005-09-08,26000.0,26050.0,257146.0,14.31,-12007,46830,-27483
2005-09-09,26000.0,27500.0,387156.0,15.1,-94287,53260,-58263
2005-09-12,27500.0,27000.0,265362.0,14.83,59367,5329,-71596
2005-09-13,27000.0,26500.0,162755.0,14.56,39760,-16250,-23500
2005-09-14,26250.0,26500.0,323967.0,14.56,135556,-10796,-78330
2005-09-15,26300.0,26000.0,322686.0,14.28,147980,-50780,-101600
2005-09-16,26200.0,25700.0,237575.0,14.12,98400,-44320,-45270
2005-09-20,26300.0,27400.0,383699.0,15.05,-56715,45565,11120
2005-09-21,27000.0,27100.0,209400.0,14.88,31895,-3665,-24360
2005-09-22,26700.0,26950.0,135472.0,14.8,-7753,4070,1633
2005-09-23,26750.0,25650.0,308122.0,14.09,53210,-10370,-42880
2005-09-26,25700.0,26400.0,215345.0,14.5,-54880,27780,-10960
2005-09-27,26150.0,25950.0,121760.0,14.25,10021,-341,-5850
2005-09-28,26100.0,27000.0,247343.0,14.83,-72800,18200,58350
2005-09-29,26800.0,26850.0,159464.0,14.75,-25360,26540,-1280
2005-09-30,27100.0,26650.0,134667.0,14.64,-11093,12400,-1307
2005-10-04,26400.0,27000.0,142028.0,14.83,-3080,7810,-10430
2005-10-05,27150.0,27100.0,286320.0,14.88,15020,-28100,6750
2005-10-06,26800.0,26000.0,309056.0,14.28,98870,-12540,-97790
2005-10-07,25900.0,25700.0,127035.0,14.12,8325,5030,-13205
2005-10-10,25500.0,25950.0,98780.0,14.25,-4920,4170,710
2005-10-11,25700.0,26900.0,339760.0,14.77,-64988,120298,-44350
2005-10-12,27050.0,25800.0,185431.0,14.17,24230,-7260,-16970
2005-10-13,25750.0,25400.0,212190.0,13.95,101030,-91560,-8780
2005-10-14,25550.0,25000.0,191731.0,13.73,35650,-27340,-2880
2005-10-17,25300.0,24650.0,122901.0,13.54,7840,-6690,-1730
2005-10-18,24700.0,25500.0,231371.0,14.01,-131200,85360,35340
2005-10-19,25400.0,24650.0,96537.0,13.54,5258,-2128,-3070
2005-10-20,25200.0,24600.0,116734.0,13.51,30020,-29960,-1030
2005-10-21,24500.0,26000.0,195190.0,14.28,-106660,103540,1500
2005-10-24,26300.0,27150.0,311790.0,14.91,-45000,20180,-24500
2005-10-25,27300.0,26800.0,209282.0,14.72,20800,-9910,-12420
2005-10-26,26600.0,26700.0,96776.0,14.66,20260,-20030,-790
2005-10-27,26600.0,26050.0,217431.0,14.31,42910,-36250,-13280
2005-10-28,25700.0,25450.0,144990.0,13.98,21320,-11840,-8870
2005-10-31,25700.0,25450.0,112202.0,13.98,25870,-20680,-5190
2005-11-01,25600.0,26000.0,137672.0,14.28,7660,-6670,-990
2005-11-02,26000.0,26450.0,129050.0,14.53,-19920,16320,1030
2005-11-03,26700.0,27250.0,219360.0,14.97,-70120,19060,-8240
2005-11-04,27050.0,27500.0,179079.0,15.1,-42600,51920,-37740
2005-11-07,27500.0,27300.0,195020.0,14.99,16590,9880,-39080
2005-11-08,27400.0,29350.0,730042.0,16.12,-89588,26140,-96502
2005-11-09,29200.0,29950.0,362767.0,16.45,-111570,36320,-20030
2005-11-10,29900.0,30000.0,280013.0,16.48,-45520,11720,-7330
2005-11-11,30000.0,30200.0,240817.0,16.59,-44871,29591,6010
2005-11-14,30050.0,32000.0,604850.0,17.58,-256888,247380,-3322
2005-11-15,32050.0,33700.0,356570.0,18.51,-133700,100600,-12250
2005-11-16,33400.0,33500.0,419657.0,18.4,31753,9907,-52800
2005-11-17,33500.0,33500.0,288094.0,18.4,35910,56090,-111810
2005-11-18,34100.0,32800.0,214662.0,18.02,4480,10420,-30500
2005-11-21,32800.0,33750.0,358724.0,18.54,-31670,70950,-88910
2005-11-22,33600.0,32800.0,310006.0,18.02,74090,-3810,-86380
2005-11-23,32800.0,33300.0,357382.0,18.29,17328,115922,-135420
2005-11-24,33550.0,33600.0,327008.0,18.45,94890,-15050,-82320
2005-11-25,33600.0,34000.0,268017.0,18.67,29230,19110,-47150
2005-11-28,34050.0,33450.0,264864.0,18.37,-37212,11518,25284
2005-11-29,32850.0,32000.0,266291.0,17.58,24680,-20590,-570
2005-11-30,31850.0,32450.0,207641.0,17.82,-17380,42820,-29040
2005-12-01,32050.0,33050.0,210890.0,18.15,-20940,61280,-36230
2005-12-02,33300.0,32600.0,142745.0,17.91,-15110,20800,-5330
2005-12-05,32200.0,32500.0,199628.0,17.85,14828,-25748,23600
2005-12-06,32500.0,32000.0,142132.0,17.58,16730,-480,-16310
2005-12-07,31850.0,31150.0,224702.0,17.11,-26850,24010,-2650
2005-12-08,31150.0,31800.0,229400.0,17.47,6480,4770,-7850
2005-12-09,31350.0,32600.0,135075.0,17.91,-17170,34690,-27620
2005-12-12,32400.0,32800.0,152550.0,18.02,-6940,45260,-38740
2005-12-13,32800.0,32950.0,124370.0,18.1,9480,19270,-17610
2005-12-14,33300.0,32600.0,189510.0,17.91,17580,8620,-22580
2005-12-15,32600.0,31700.0,157680.0,17.41,-1294,12374,-13010
2005-12-16,31200.0,30700.0,130031.0,16.86,11240,-11390,2850
2005-12-19,30600.0,31250.0,103664.0,17.16,-15960,13580,-3620
2005-12-20,31000.0,30850.0,103331.0,16.94,9010,2630,-8340
2005-12-21,30700.0,32200.0,187672.0,17.69,17880,23000,-41670
2005-12-22,32000.0,31800.0,128942.0,17.47,24920,-8540,-16250
2005-12-23,32000.0,31400.0,82671.0,17.25,2140,-5200,3130
2005-12-26,31250.0,32900.0,272661.0,18.07,42488,21692,-64120
2005-12-27,32700.0,33250.0,268020.0,18.26,24550,23040,-58960
2005-12-28,33000.0,32800.0,140382.0,18.02,15080,-200,-14400
2005-12-29,32750.0,33250.0,237679.0,18.26,-15090,18420,15840
2006-01-02,33550.0,32650.0,191730.0,16.75,58055,-34605,-37670
2006-01-03,32650.0,31900.0,190482.0,16.37,19830,-15370,-7790
2006-01-04,32000.0,31100.0,299137.0,15.96,97930,-95660,370
2006-01-05,31300.0,31350.0,269482.0,16.09,38674,-14694,-280
2006-01-06,31500.0,33800.0,381815.0,17.34,-31415,22585,12380
2006-01-09,34000.0,34100.0,436385.0,17.5,51480,-54850,2650
2006-01-10,34350.0,32650.0,385470.0,16.75,60250,-73020,12980
2006-01-11,32400.0,33400.0,238248.0,17.14,-36375,23665,18040
2006-01-12,33600.0,33650.0,467565.0,17.27,105308,-101108,-2270
2006-01-13,33500.0,36350.0,518268.0,18.65,-38242,19712,10130
2006-01-16,37900.0,36450.0,499131.0,18.7,-4531,-23700,48071
2006-01-17,36200.0,33800.0,354261.0,17.34,11800,-18580,-1600
2006-01-18,33600.0,33350.0,540121.0,17.11,-89980,-14760,105180
2006-01-19,33800.0,33650.0,596049.0,17.27,-95390,-174450,274460
2006-01-20,34150.0,32000.0,490614.0,16.42,-49536,-41824,118490
2006-01-23,31250.0,30250.0,359141.0,15.52,-78400,13570,87110
2006-01-24,30500.0,31100.0,389062.0,15.96,52826,-96286,141560
2006-01-25,31250.0,30500.0,362342.0,15.65,81310,-49020,45600
2006-01-26,31050.0,32100.0,434751.0,16.47,80810,-107500,62430
2006-01-27,32550.0,32300.0,308050.0,16.57,-12120,44960,-41600
2006-01-31,32350.0,32350.0,179252.0,16.6,9281,-8120,-331
2006-02-01,31900.0,31200.0,275887.0,16.01,29370,-2050,-3010
2006-02-02,31300.0,31300.0,227817.0,16.06,68310,-62280,6240
2006-02-03,30150.0,30250.0,289840.0,15.52,84880,-61000,5140
2006-02-06,29300.0,30150.0,272213.0,15.47,25200,1680,3220
2006-02-07,29650.0,29650.0,111250.0,15.21,-13180,2560,11410
2006-02-08,29500.0,29900.0,147736.0,15.34,-30400,17130,12910
2006-02-09,30100.0,30450.0,110512.0,15.62,-6430,-1580,6310
2006-02-10,30550.0,30350.0,145800.0,15.57,24900,-4980,-13560
2006-02-13,30450.0,29450.0,137098.0,15.11,47950,-38250,-6500
2006-02-14,29150.0,29250.0,137016.0,15.01,14370,5090,-23590
2006-02-15,29650.0,29250.0,238944.0,15.01,-23110,91930,-68690
2006-02-16,29050.0,29850.0,77990.0,15.32,-26720,16440,4170
2006-02-17,30000.0,30000.0,93074.0,15.39,-2780,990,-3500
2006-02-20,29900.0,30400.0,364875.0,15.6,134885,16730,-69400
2006-02-21,30300.0,30400.0,164357.0,15.6,55200,13390,-43100
2006-02-22,30200.0,29950.0,156153.0,15.37,-7330,9980,-20600
2006-02-23,29950.0,31500.0,284634.0,16.16,-65183,147713,-86310
2006-02-24,31450.0,32350.0,290541.0,16.6,-62110,142370,-84680
2006-02-27,32350.0,31900.0,129737.0,16.37,16945,18345,-33380
2006-02-28,32200.0,31650.0,119050.0,16.24,5160,18390,-25550
2006-03-02,31550.0,31800.0,97190.0,16.32,-8490,29430,-21140
2006-03-03,31800.0,30900.0,152737.0,15.85,32420,-11730,-21100
2006-03-06,30350.0,30400.0,135147.0,15.6,12890,13740,-23460
2006-03-07,30350.0,29150.0,141306.0,14.96,-18710,17660,910
2006-03-08,28800.0,28800.0,187090.0,14.78,8440,7560,-16040
2006-03-09,29000.0,28950.0,176180.0,14.85,71780,-7450,-49480
2006-03-10,28950.0,28850.0,118081.0,14.8,25790,1750,-27340
2006-03-13,29050.0,29350.0,184997.0,15.06,58380,-20010,-42470
2006-03-14,29450.0,29000.0,128833.0,14.88,21410,-5500,-13450
2006-03-15,29100.0,28650.0,131927.0,14.7,3560,19980,-18580
2006-03-16,28700.0,28900.0,113094.0,14.83,9730,550,-10920
2006-03-17,28800.0,29000.0,106914.0,14.88,2170,25570,-21000
2006-03-20,29000.0,29450.0,126272.0,15.11,17000,19770,-30070
2006-03-21,29300.0,29050.0,79391.0,14.91,14600,5550,-19790
2006-03-22,28850.0,28000.0,205924.0,14.37,67050,-11880,-34050
2006-03-23,28200.0,27700.0,131737.0,14.21,15290,-13400,-11610
2006-03-24,27700.0,27400.0,255552.0,14.06,95490,-12590,-69830
2006-03-27,27400.0,26750.0,155068.0,13.73,15000,37240,-52940
2006-03-28,26450.0,25900.0,289791.0,13.29,53300,-35620,-15350
2006-03-29,25550.0,26300.0,240116.0,13.49,48950,-27160,-22760
2006-03-30,26450.0,26450.0,278862.0,13.57,78700,23050,-105570
2006-03-31,26600.0,26800.0,294486.0,13.75,100340,-6880,-93520
2006-04-03,26800.0,27200.0,291911.0,13.96,14290,35800,-80990
2006-04-04,27300.0,27500.0,195567.0,14.11,13250,4210,-1810
2006-04-05,27550.0,28200.0,207444.0,14.47,-3030,18710,-6310
2006-04-06,28300.0,27800.0,182102.0,14.26,49020,3120,-53590
2006-04-07,27600.0,27400.0,196719.0,14.06,43290,2230,-53530
2006-04-10,27200.0,27700.0,128380.0,14.21,6350,20080,-500
2006-04-11,27500.0,26850.0,180537.0,13.78,46640,-34690,-70
2006-04-12,26300.0,28300.0,298803.0,14.52,-9890,-28330,38470
2006-04-13,28200.0,28400.0,256418.0,14.57,60440,-9430,6970
2006-04-14,28750.0,29600.0,309979.0,15.19,-31710,46290,3540
2006-04-17,29650.0,29650.0,193038.0,15.21,32641,-33631,24190
2006-04-18,29150.0,28150.0,482640.0,14.44,185680,-660,-140940
2006-04-19,28400.0,28100.0,345390.0,14.42,78110,-38000,8840
2006-04-20,28200.0,27200.0,386270.0,13.96,163560,-72160,-51450
2006-04-21,27200.0,27650.0,240840.0,14.19,30000,-35320,29090
2006-04-24,27700.0,28400.0,274292.0,14.57,-28070,-13820,41750
2006-04-25,28250.0,29100.0,336624.0,14.93,-81920,37470,42740
2006-04-26,29250.0,29600.0,290830.0,15.19,-23080,38700,-13630
2006-04-27,29700.0,29100.0,245950.0,14.93,12110,24990,-37300
2006-04-28,29000.0,29000.0,217301.0,14.88,-15126,-6964,19320
2006-05-02,28750.0,29350.0,197408.0,15.06,-42810,32320,11130
2006-05-03,29350.0,29800.0,394644.0,15.29,-12810,3120,7160
2006-05-04,29850.0,30000.0,349839.0,15.39,-21480,86080,-63810
2006-05-08,30050.0,29600.0,196967.0,15.19,-12740,44400,-31420
2006-05-09,29350.0,29300.0,181014.0,15.03,-10642,28892,-30210
2006-05-10,29050.0,29000.0,181466.0,14.88,-22550,29390,-16400
2006-05-11,29000.0,29750.0,159580.0,15.26,-62810,57050,5390
2006-05-12,29400.0,29000.0,125270.0,14.88,7920,-8460,3070
2006-05-15,28500.0,28250.0,127410.0,14.5,-28550,36650,-7490
2006-05-16,28200.0,26650.0,203470.0,13.67,7550,28620,-39280
2006-05-17,26700.0,26900.0,115160.0,13.8,-24910,42310,-17860
2006-05-18,26100.0,26000.0,159430.0,13.34,-20930,40190,-8160
2006-05-19,26000.0,26400.0,104060.0,13.55,-19330,33540,2090
2006-05-22,26600.0,25450.0,100627.0,13.06,12370,19990,-27530
2006-05-23,25150.0,25700.0,183646.0,13.19,-38180,11700,33050
2006-05-24,25700.0,25750.0,150339.0,13.21,27260,24690,-52750
2006-05-25,26050.0,25100.0,96872.0,12.88,-14730,19970,-5160
2006-05-26,25350.0,25400.0,103393.0,13.03,-23950,37190,-15880
2006-05-29,25800.0,25300.0,91897.0,12.98,-11480,12670,0
2006-05-30,25200.0,25000.0,121362.0,12.83,-10350,14420,-3750
2006-06-01,24500.0,24000.0,93870.0,12.31,1697,473,-200
2006-06-02,24500.0,24100.0,91630.0,12.37,-24260,22510,1750
2006-06-05,24400.0,23450.0,107267.0,12.03,-6100,4580,3840
2006-06-07,22800.0,22000.0,118436.0,11.29,-3600,28720,-25300
2006-06-08,21800.0,21250.0,163983.0,10.9,61416,-51276,-6860
2006-06-09,21600.0,22200.0,106009.0,11.39,-13812,28872,-15460
2006-06-12,22200.0,23000.0,84374.0,11.8,-39700,13920,25810
2006-06-13,22500.0,22550.0,73532.0,11.57,-14350,26910,-12990
2006-06-14,22550.0,23900.0,124182.0,12.26,-23310,15510,6270
