Symbol,에스엘_시가(원),에스엘_종가(원),에스엘_거래량(주),에스엘_PER(IFRS-연결),에스엘_순매수수량(개인)(주),에스엘_순매수수량(기관계)(주),에스엘_순매수수량(외국인계)(주)
2001-12-14,22350.0,23500.0,7350.0,3.58,370,-370,0
2001-12-17,23500.0,23400.0,3400.0,3.56,10,-10,0
2001-12-18,23000.0,22650.0,4580.0,3.45,-950,950,0
2001-12-19,22300.0,22650.0,2500.0,3.45,-930,930,0
2001-12-20,22650.0,22900.0,2360.0,3.49,-510,510,0
2001-12-21,22900.0,23250.0,1530.0,3.54,0,0,0
2001-12-24,22900.0,23200.0,3200.0,3.53,1880,-1880,0
2001-12-26,23050.0,23250.0,5420.0,3.54,1150,-500,0
2001-12-27,23200.0,23200.0,540.0,3.53,0,0,0
2001-12-28,23200.0,23300.0,3060.0,3.55,2010,-2010,0
2002-01-02,23400.0,23600.0,2190.0,3.59,0,0,0
2002-01-03,23600.0,24000.0,2667.0,3.65,107,-107,0
2002-01-04,24500.0,24500.0,8310.0,3.73,2670,-2670,0
2002-01-07,24350.0,25900.0,1625.0,3.94,10,-10,0
2002-01-08,25150.0,25250.0,1480.0,3.84,0,0,0
2002-01-09,25000.0,26000.0,1170.0,3.96,210,-210,0
2002-01-10,26000.0,26050.0,1000.0,3.96,10,-10,0
2002-01-11,25800.0,26000.0,3155.0,3.96,-560,-10,0
2002-01-14,25500.0,25150.0,360.0,3.83,0,0,0
2002-01-15,25050.0,24750.0,710.0,3.77,0,0,0
2002-01-16,24150.0,24200.0,1190.0,3.68,30,-50,0
2002-01-17,24000.0,23650.0,550.0,3.6,0,0,0
2002-01-18,23150.0,23600.0,710.0,3.59,10,-10,0
2002-01-21,23300.0,23800.0,370.0,3.62,0,0,0
2002-01-22,23900.0,23850.0,2770.0,3.63,0,0,0
2002-01-23,23850.0,24350.0,640.0,3.71,100,-100,0
2002-01-24,24100.0,24800.0,2640.0,3.78,0,0,0
2002-01-25,24500.0,24900.0,1020.0,3.79,0,0,0
2002-01-28,24700.0,24500.0,2280.0,3.73,90,-90,0
2002-01-29,24200.0,25000.0,910.0,3.81,-880,880,0
2002-01-30,23900.0,25200.0,4220.0,3.84,0,0,0
2002-01-31,25100.0,26100.0,4711.0,3.97,2552,-2552,0
2002-02-01,26400.0,25700.0,2550.0,3.91,960,-960,0
2002-02-04,26150.0,26000.0,3040.0,3.96,1660,-1660,0
2002-02-05,25500.0,25200.0,1120.0,3.84,0,0,0
2002-02-06,27000.0,26500.0,1800.0,4.03,0,0,0
2002-02-07,26700.0,25450.0,430.0,3.87,0,0,0
2002-02-08,25400.0,25900.0,1140.0,3.94,300,-300,0
2002-02-14,25900.0,26300.0,15650.0,4.0,-10890,0,0
2002-02-15,26100.0,26200.0,840.0,3.99,0,0,0
2002-02-18,25800.0,26000.0,3400.0,3.96,0,0,0
2002-02-19,25800.0,28850.0,7470.0,4.39,-200,-100,0
2002-02-20,27100.0,27500.0,1300.0,4.19,-340,340,0
2002-02-21,27500.0,27000.0,1241.0,4.11,9,-9,0
2002-02-22,27900.0,27650.0,1320.0,4.21,0,0,0
2002-02-25,27650.0,27950.0,1340.0,4.25,0,0,0
2002-02-26,27950.0,27350.0,1699.0,4.16,1520,0,0
2002-02-27,26850.0,27300.0,1980.0,4.16,70,-70,0
2002-02-28,27950.0,27650.0,4090.0,4.21,0,0,0
2002-03-04,28000.0,28400.0,2470.0,4.32,0,0,0
2002-03-05,28100.0,28450.0,1710.0,4.33,0,0,0
2002-03-06,28500.0,28000.0,2270.0,4.26,30,-30,0
2002-03-07,27600.0,27600.0,630.0,4.2,0,0,0
2002-03-08,27600.0,27100.0,4822.0,4.12,3411,-3411,0
2002-03-11,27500.0,27200.0,3870.0,4.14,2720,-2720,0
2002-03-12,27500.0,27800.0,1300.0,4.23,0,0,0
2002-03-13,27800.0,29150.0,1520.0,4.44,830,-830,0
2002-03-14,28550.0,28550.0,40.0,4.35,0,0,0
2002-03-15,29000.0,29750.0,890.0,4.53,0,0,0
2002-03-18,29500.0,29500.0,3475.0,4.49,1220,-270,0
2002-03-19,29300.0,30000.0,7860.0,4.57,-2000,2000,0
2002-03-20,30600.0,31300.0,4120.0,4.77,10,-10,0
2002-03-21,32250.0,32400.0,4040.0,4.93,0,0,0
2002-03-22,32400.0,33400.0,3090.0,5.08,10,-10,0
2002-03-25,33400.0,32500.0,1600.0,4.95,10,-10,0
2002-03-26,31850.0,32100.0,480.0,4.89,0,0,0
2002-03-27,32100.0,32700.0,2326.0,4.98,0,0,0
2002-03-28,32800.0,32500.0,4090.0,4.95,3060,0,0
2002-03-29,32100.0,32500.0,2270.0,4.95,0,0,0
2002-04-01,32500.0,32000.0,1960.0,2.49,0,0,0
2002-04-02,31500.0,30800.0,2410.0,2.4,10,-10,0
2002-04-03,30850.0,31450.0,1190.0,2.45,0,0,0
2002-04-04,31500.0,32400.0,1670.0,2.52,-30,30,0
2002-04-08,33000.0,32700.0,3490.0,2.55,1850,970,0
2002-04-09,32200.0,31200.0,2700.0,2.43,0,0,0
2002-04-10,31500.0,31100.0,530.0,2.42,0,0,0
2002-04-11,31000.0,30800.0,1260.0,2.4,0,0,0
2002-04-12,30750.0,30300.0,2550.0,2.36,0,0,0
2002-04-15,30500.0,30100.0,6960.0,2.34,6720,-6720,0
2002-04-16,31000.0,30300.0,2460.0,2.36,740,-740,0
2002-04-17,30500.0,30500.0,590.0,2.37,0,0,0
2002-04-18,30500.0,31150.0,890.0,2.43,0,0,0
2002-04-19,30700.0,31350.0,540.0,2.44,0,0,0
2002-04-22,30500.0,30000.0,3730.0,2.34,0,0,0
2002-04-23,30000.0,29600.0,430.0,2.3,0,0,0
2002-04-24,29500.0,28500.0,1540.0,2.22,0,0,0
2002-04-25,24300.0,27150.0,640.0,2.11,0,0,0
2002-04-26,27150.0,27200.0,970.0,2.12,0,0,0
2002-04-29,26700.0,26950.0,450.0,2.1,0,0,0
2002-04-30,27150.0,27300.0,1470.0,2.13,0,0,0
2002-05-02,27350.0,28600.0,780.0,2.23,0,0,0
2002-05-03,28000.0,28600.0,1880.0,2.23,-520,520,0
2002-05-06,28600.0,27500.0,1590.0,2.14,0,0,0
2002-05-07,28200.0,28000.0,1200.0,2.18,0,0,0
2002-05-08,28700.0,29500.0,1520.0,2.3,0,0,0
2002-05-09,31300.0,29200.0,1774.0,2.27,0,0,0
2002-05-10,29300.0,29200.0,2920.0,2.27,2110,-2110,0
2002-05-13,30000.0,30000.0,1020.0,2.34,0,0,0
2002-05-14,31000.0,31950.0,9570.0,2.49,2290,-2290,2290
2002-05-15,31650.0,33300.0,5844.0,2.59,0,0,0
2002-05-16,33000.0,33900.0,2840.0,2.64,0,0,0
2002-05-17,33500.0,33700.0,380.0,2.62,0,0,0
2002-05-20,34000.0,34200.0,2550.0,2.66,0,0,0
2002-05-21,34200.0,32100.0,3850.0,2.5,0,0,0
2002-05-22,31000.0,36900.0,23370.0,2.87,5000,-5000,0
2002-05-23,42400.0,42400.0,27790.0,3.3,2200,-2200,0
2002-05-24,42000.0,42400.0,42030.0,3.3,700,-700,0
2002-05-27,41000.0,39000.0,16313.0,3.04,-500,0,500
2002-05-28,44850.0,44850.0,34180.0,3.49,13570,-13570,0
2002-05-29,45100.0,43900.0,69310.0,3.42,9190,-9190,0
2002-05-30,42100.0,40200.0,22030.0,3.13,100,0,0
2002-05-31,40700.0,39450.0,13908.0,3.07,0,0,0
2002-06-03,37500.0,38300.0,14860.0,2.98,0,0,0
2002-06-04,37600.0,41000.0,21360.0,3.19,2610,-2610,0
2002-06-05,42000.0,41000.0,10450.0,3.19,0,0,0
2002-06-07,40500.0,40000.0,8970.0,3.11,0,0,0
2002-06-10,40000.0,40800.0,5235.0,3.18,0,0,0
2002-06-11,39600.0,40000.0,3885.0,3.11,0,0,0
2002-06-12,39300.0,40300.0,3135.0,3.14,0,0,0
2002-06-14,40600.0,41200.0,5385.0,3.21,0,0,0
2002-06-17,41000.0,41000.0,1045.0,3.19,0,0,0
2002-06-18,41500.0,40000.0,6050.0,3.11,0,0,0
2002-06-19,40500.0,40250.0,7640.0,3.13,0,0,0
2002-06-20,39300.0,39000.0,6480.0,3.04,0,0,0
2002-06-21,37100.0,37800.0,3450.0,2.94,0,0,0
2002-06-24,38000.0,37100.0,3950.0,2.89,0,0,0
2002-06-25,37600.0,39900.0,14330.0,3.11,0,0,0
2002-06-26,39050.0,38500.0,8230.0,3.0,0,0,0
2002-06-27,37600.0,38900.0,4780.0,3.03,0,0,0
2002-06-28,38100.0,39100.0,1620.0,3.04,-90,90,0
2002-07-02,38500.0,38150.0,4430.0,2.97,0,0,0
2002-07-03,38450.0,38950.0,2470.0,3.03,0,0,0
2002-07-04,39000.0,42600.0,25561.0,3.32,0,0,0
2002-07-05,41950.0,41350.0,3210.0,3.22,70,-70,0
2002-07-08,41250.0,40600.0,10050.0,3.16,0,0,0
2002-07-09,40600.0,41000.0,3130.0,3.19,0,0,0
2002-07-10,40600.0,42300.0,17310.0,3.29,3010,-3010,0
2002-07-11,42300.0,42300.0,0.0,3.29,0,0,0
2002-07-12,42300.0,42300.0,0.0,3.29,0,0,0
2002-07-15,42300.0,42300.0,0.0,3.29,0,0,0
2002-07-16,42300.0,42300.0,0.0,3.29,0,0,0
2002-07-18,42300.0,42300.0,0.0,3.29,0,0,0
2002-07-19,42300.0,42300.0,0.0,3.29,0,0,0
2002-07-22,42300.0,42300.0,0.0,3.29,0,0,0
2002-07-23,42300.0,42300.0,0.0,3.29,0,0,0
2002-07-24,42300.0,42300.0,0.0,3.29,0,0,0
2002-07-25,42300.0,42300.0,0.0,3.29,0,0,0
2002-07-26,42300.0,42300.0,0.0,3.29,0,0,0
2002-07-29,42300.0,42300.0,0.0,3.29,0,0,0
2002-07-30,4010.0,3910.0,209110.0,3.04,-14250,14250,0
2002-07-31,4000.0,3635.0,111348.0,2.83,-34960,34960,0
2002-08-01,3580.0,3530.0,19152.0,2.75,0,0,0
2002-08-02,3310.0,3580.0,27005.0,2.79,-6700,6700,0
2002-08-05,3310.0,3350.0,50640.0,2.61,-13170,-40,0
2002-08-06,3210.0,3200.0,28760.0,2.49,-10000,0,0
2002-08-07,3280.0,3230.0,20190.0,2.51,0,0,0
2002-08-08,3230.0,3405.0,45930.0,2.65,0,0,0
2002-08-09,3590.0,3350.0,11130.0,2.61,0,0,0
2002-08-12,3450.0,3320.0,12100.0,2.58,0,0,0
2002-08-13,3300.0,3490.0,39970.0,2.72,-2430,0,0
2002-08-14,3360.0,3420.0,15370.0,2.66,0,0,0
2002-08-16,3420.0,3455.0,17490.0,2.69,-1000,0,1000
2002-08-19,3320.0,3450.0,36820.0,2.69,-25000,25000,0
2002-08-20,3410.0,3450.0,36225.0,2.69,-16970,16970,0
2002-08-21,3400.0,3450.0,29670.0,2.69,-26180,26180,0
2002-08-22,3500.0,3480.0,21420.0,2.71,-6670,6670,0
2002-08-23,3410.0,3400.0,44837.0,2.65,-330,330,0
2002-08-26,3320.0,3340.0,18680.0,2.6,-10000,10000,0
2002-08-27,3300.0,3340.0,46440.0,2.6,-4480,4480,0
2002-08-28,3210.0,3390.0,10950.0,2.64,-7730,7730,0
2002-08-29,3320.0,3325.0,5850.0,2.59,-1250,1250,0
2002-08-30,3400.0,3590.0,85090.0,2.8,-7910,57910,0
2002-09-02,3580.0,3475.0,10303.0,2.71,0,0,0
2002-09-03,3480.0,3450.0,13840.0,2.69,0,0,0
2002-09-04,3300.0,3350.0,7910.0,2.61,-4840,4840,0
2002-09-05,3390.0,3600.0,68520.0,2.8,0,0,0
2002-09-06,3680.0,3425.0,34410.0,2.67,0,0,0
2002-09-09,3430.0,3350.0,10360.0,2.61,0,0,0
2002-09-10,3350.0,3340.0,50070.0,2.6,0,0,0
2002-09-11,3400.0,3300.0,29610.0,2.57,-10530,5530,5000
2002-09-12,3300.0,3265.0,9990.0,2.54,-2000,2000,0
2002-09-13,3200.0,3200.0,14720.0,2.49,-5240,5240,0
2002-09-16,3120.0,3140.0,6880.0,2.44,0,0,0
2002-09-17,3100.0,3200.0,12900.0,2.49,-6020,6020,0
2002-09-18,3150.0,3245.0,4910.0,2.53,0,0,0
2002-09-19,3245.0,3245.0,4690.0,2.53,-1740,1740,0
2002-09-23,3110.0,3035.0,8720.0,2.36,0,0,0
2002-09-24,3000.0,3000.0,14500.0,2.34,-10000,10000,0
2002-09-25,3000.0,2900.0,25950.0,2.26,-19670,19670,0
2002-09-26,2900.0,2950.0,5820.0,2.3,-2120,2120,0
2002-09-27,3190.0,3090.0,4320.0,2.41,-3400,3400,0
2002-09-30,2910.0,2950.0,4860.0,2.3,650,-650,0
2002-10-01,2755.0,3100.0,13270.0,2.41,-10000,10000,0
2002-10-02,3100.0,3245.0,8380.0,2.53,-6180,6180,0
2002-10-04,3020.0,3300.0,13250.0,2.57,-2610,2610,0
2002-10-07,3300.0,3390.0,27850.0,2.64,-19980,19980,0
2002-10-08,3420.0,3450.0,5310.0,2.69,0,0,0
2002-10-09,3400.0,3200.0,27610.0,2.49,-14420,14420,0
2002-10-10,3105.0,3100.0,5180.0,2.41,-2170,2170,0
2002-10-11,3040.0,3100.0,17460.0,2.41,-13850,13850,0
2002-10-14,3270.0,3150.0,3600.0,2.45,-2790,2790,0
2002-10-15,3105.0,3200.0,7660.0,2.49,1130,-1130,0
2002-10-16,3340.0,3290.0,1010.0,2.56,0,0,0
2002-10-17,3400.0,3250.0,32220.0,2.53,-24820,4820,0
2002-10-18,3250.0,3220.0,23690.0,2.51,13530,0,-13530
2002-10-21,3200.0,3100.0,3707.0,2.41,-200,200,0
2002-10-22,3160.0,3080.0,1570.0,2.4,0,0,0
2002-10-23,3070.0,3200.0,9010.0,2.49,-3000,3000,0
2002-10-24,3200.0,3110.0,21650.0,2.42,-14440,14440,0
2002-10-25,3025.0,3040.0,890.0,2.37,0,0,0
2002-10-28,3040.0,3100.0,407.0,2.41,0,0,0
2002-10-29,3050.0,3060.0,500.0,2.38,0,0,0
2002-10-30,3060.0,3090.0,3720.0,2.41,0,0,0
2002-10-31,3140.0,3140.0,530.0,2.44,0,0,0
2002-11-01,3100.0,3100.0,3560.0,2.41,-2000,2000,0
2002-11-04,3010.0,3140.0,1210.0,2.44,0,0,0
2002-11-05,3140.0,3100.0,4510.0,2.41,-1830,1830,0
2002-11-06,3100.0,3140.0,1310.0,2.44,0,0,0
2002-11-07,3140.0,3140.0,10.0,2.44,0,0,0
2002-11-08,3125.0,3100.0,2020.0,2.41,0,0,0
2002-11-11,3180.0,3180.0,10.0,2.48,0,0,0
2002-11-12,3170.0,3170.0,10.0,2.47,0,0,0
2002-11-13,3200.0,3140.0,12850.0,2.44,-9820,0,9820
2002-11-14,3240.0,3200.0,32710.0,2.49,-30730,0,30730
2002-11-15,3250.0,3250.0,15240.0,2.53,-10460,0,10460
2002-11-18,3250.0,3245.0,9470.0,2.53,3980,0,-3980
2002-11-19,3200.0,3230.0,8120.0,2.51,-3410,0,3410
2002-11-20,3250.0,3235.0,36720.0,2.52,29250,0,-29250
2002-11-21,3360.0,3270.0,30780.0,2.55,4500,-17000,12500
2002-11-22,3250.0,3260.0,10880.0,2.54,-4180,0,4180
2002-11-25,3300.0,3275.0,19810.0,2.55,10000,0,0
2002-11-26,3450.0,3300.0,1230.0,2.57,0,0,0
2002-11-27,3320.0,3335.0,2950.0,2.6,0,0,0
2002-11-28,3280.0,3300.0,53790.0,2.57,18530,11130,17300
2002-11-29,3300.0,3350.0,13240.0,2.61,-5630,0,5630
2002-12-02,3330.0,3400.0,12070.0,2.65,0,0,0
2002-12-03,3460.0,3440.0,1770.0,2.68,0,0,0
2002-12-04,3370.0,3430.0,4350.0,2.67,0,0,0
2002-12-05,3320.0,3450.0,12420.0,2.69,-2360,0,2360
2002-12-06,3450.0,3420.0,5430.0,2.66,-5000,5000,0
2002-12-09,3380.0,3420.0,1210.0,2.66,0,0,0
2002-12-10,3380.0,3370.0,4120.0,2.62,0,0,0
2002-12-11,3450.0,3335.0,220.0,2.6,0,0,0
2002-12-12,3450.0,3395.0,170.0,2.64,0,0,0
2002-12-13,3310.0,3370.0,2610.0,2.62,0,0,0
2002-12-16,3370.0,3300.0,1790.0,2.57,-1160,0,1160
2002-12-17,3300.0,3330.0,4010.0,2.59,-1640,0,1640
2002-12-18,3320.0,3375.0,6960.0,2.63,3300,0,-3300
2002-12-20,3370.0,3300.0,570.0,2.57,-450,0,450
2002-12-23,3320.0,3350.0,27790.0,2.61,-21760,-1930,23690
2002-12-24,3250.0,3350.0,3950.0,2.61,-2170,-40,2210
2002-12-26,3270.0,3380.0,3470.0,2.63,-340,0,340
2002-12-27,3350.0,3350.0,0.0,2.61,0,0,0
2002-12-30,3250.0,3200.0,6510.0,2.49,-4520,0,4520
2003-01-02,3200.0,3250.0,2670.0,2.53,-1970,0,1970
2003-01-03,3260.0,3340.0,4190.0,2.6,-470,0,470
2003-01-06,3260.0,3270.0,1140.0,2.55,0,0,0
2003-01-07,3300.0,3300.0,1230.0,2.57,0,0,0
2003-01-08,3260.0,3250.0,16850.0,2.53,-12580,0,12580
2003-01-09,3240.0,3250.0,11870.0,2.53,-7350,-440,7790
2003-01-10,3310.0,3260.0,5680.0,2.54,-3050,0,3050
2003-01-13,3210.0,3400.0,700.0,2.65,-60,0,60
2003-01-14,3360.0,3445.0,2520.0,2.68,-870,870,0
2003-01-15,3450.0,3450.0,1270.0,2.69,0,0,0
2003-01-16,3400.0,3340.0,24400.0,2.6,-18280,5000,13280
2003-01-17,3340.0,3310.0,4080.0,2.58,0,0,0
2003-01-20,3310.0,3320.0,1190.0,2.58,-750,0,500
2003-01-21,3300.0,3300.0,5710.0,2.57,-5710,0,5710
2003-01-22,3440.0,3290.0,6620.0,2.56,-6110,0,6110
2003-01-23,3425.0,3300.0,6410.0,2.57,-4850,100,4750
2003-01-24,3440.0,3430.0,2620.0,2.67,-660,0,660
2003-01-27,3310.0,3310.0,2230.0,2.58,-550,0,550
2003-01-28,3305.0,3375.0,2350.0,2.63,-1790,0,1790
2003-01-29,3350.0,3300.0,2210.0,2.57,-310,0,110
2003-01-30,3300.0,3300.0,1160.0,2.57,0,0,0
2003-02-03,3300.0,3260.0,1660.0,2.54,-900,0,900
2003-02-04,3250.0,3260.0,2020.0,2.54,-60,0,60
2003-02-05,3260.0,3365.0,870.0,2.62,0,0,0
2003-02-06,3350.0,3350.0,310.0,2.61,0,0,0
2003-02-07,3260.0,3340.0,2660.0,2.6,-2150,0,2150
2003-02-10,3350.0,3250.0,4600.0,2.53,-1650,-600,2250
2003-02-11,3260.0,3250.0,6060.0,2.53,-3810,-480,4290
2003-02-12,3100.0,3200.0,4080.0,2.49,-1470,600,870
2003-02-13,3200.0,3250.0,1260.0,2.53,-380,-20,400
2003-02-14,3200.0,3295.0,240.0,2.57,-100,0,100
2003-02-17,3340.0,3300.0,9910.0,2.57,-300,0,0
2003-02-18,3420.0,3380.0,3270.0,2.63,0,0,0
2003-02-19,3405.0,3350.0,11560.0,2.61,2860,-2860,0
2003-02-20,3320.0,3320.0,510.0,2.58,0,0,0
2003-02-21,3320.0,3280.0,2090.0,2.55,0,0,0
2003-02-24,3350.0,3300.0,1450.0,2.57,0,0,0
2003-02-25,3300.0,3300.0,15000.0,2.57,0,0,0
2003-02-26,3350.0,3290.0,10450.0,2.56,0,0,0
2003-02-27,3200.0,3200.0,10660.0,2.49,-1000,0,1000
2003-02-28,3220.0,3350.0,440.0,2.61,0,0,0
2003-03-03,3360.0,3215.0,6790.0,2.5,-1150,0,1150
2003-03-04,3200.0,3250.0,21950.0,2.53,-800,0,800
2003-03-05,3350.0,3200.0,1110.0,2.49,-590,0,590
2003-03-06,3200.0,3200.0,0.0,2.49,0,0,0
2003-03-07,3150.0,3160.0,1760.0,2.46,-1290,0,1300
2003-03-10,3150.0,3150.0,1230.0,2.45,-1220,0,1220
2003-03-11,3100.0,3110.0,35750.0,2.42,-660,0,650
2003-03-12,3100.0,3100.0,88950.0,2.41,-3530,0,3510
2003-03-13,3130.0,3075.0,3630.0,2.39,-2840,0,2840
2003-03-14,3105.0,3070.0,41120.0,2.39,-10,0,0
2003-03-17,3070.0,3070.0,1450.0,2.39,440,-440,0
2003-03-18,3080.0,3120.0,38360.0,2.43,-430,0,430
2003-03-19,3050.0,3155.0,25860.0,2.46,0,0,0
2003-03-20,3185.0,3140.0,32260.0,2.44,-40,0,0
2003-03-21,3150.0,3200.0,27150.0,2.49,0,0,0
2003-03-24,3260.0,3180.0,33330.0,2.48,510,-510,0
2003-03-25,3200.0,3100.0,40310.0,2.41,120,0,0
2003-03-26,3100.0,3190.0,44990.0,2.48,1300,-1340,0
2003-03-27,3180.0,3180.0,1560.0,2.48,0,0,0
2003-03-28,3115.0,3075.0,2230.0,2.39,-650,0,650
2003-03-31,3020.0,3080.0,3490.0,2.4,-1190,0,1180
2003-04-01,3010.0,3080.0,2760.0,1.74,-1640,1000,640
2003-04-02,3005.0,3010.0,4280.0,1.71,-1470,-20,1470
2003-04-03,3060.0,3100.0,1180.0,1.76,710,-720,0
2003-04-04,3015.0,3045.0,2460.0,1.73,-190,0,160
2003-04-07,3100.0,3185.0,10360.0,1.8,-1050,70,980
2003-04-08,3120.0,3080.0,780.0,1.74,0,0,0
2003-04-09,3095.0,3020.0,3720.0,1.71,1500,0,-1500
2003-04-10,3025.0,3110.0,10250.0,1.76,1200,0,-500
2003-04-11,3060.0,3150.0,5310.0,1.78,740,-60,-570
2003-04-14,3150.0,3100.0,1300.0,1.76,430,0,-430
2003-04-15,3180.0,3145.0,2610.0,1.78,10,-10,0
2003-04-16,3200.0,3280.0,33630.0,1.86,0,0,0
2003-04-17,3300.0,3170.0,8970.0,1.8,0,0,0
2003-04-18,3175.0,3230.0,5240.0,1.83,0,0,0
2003-04-21,3160.0,3165.0,2040.0,1.79,0,0,0
2003-04-22,3220.0,3150.0,2030.0,1.78,320,-320,0
2003-04-23,3160.0,3150.0,4400.0,1.78,550,-550,0
2003-04-24,3240.0,3155.0,6490.0,1.79,-140,140,0
2003-04-25,3100.0,3100.0,9280.0,1.76,-3410,0,3410
2003-04-28,3010.0,3120.0,110.0,1.77,-100,0,100
2003-04-29,3200.0,3170.0,310.0,1.8,0,0,0
2003-04-30,3170.0,3140.0,2260.0,1.78,0,0,0
2003-05-02,3130.0,3140.0,2410.0,1.78,0,0,0
2003-05-06,3140.0,3150.0,3240.0,1.78,0,0,0
2003-05-07,3180.0,3295.0,12200.0,1.87,-2960,0,2960
2003-05-09,3200.0,3275.0,3400.0,1.85,-1450,0,1450
2003-05-12,3275.0,3300.0,8770.0,1.87,-690,690,0
2003-05-13,3270.0,3235.0,3660.0,1.83,0,0,0
2003-05-14,3205.0,3250.0,4040.0,1.84,0,0,0
2003-05-15,3280.0,3220.0,2570.0,1.82,0,0,0
2003-05-16,3220.0,3250.0,4020.0,1.84,-3000,0,0
2003-05-19,3200.0,3300.0,2430.0,1.87,-200,0,200
2003-05-20,3295.0,3300.0,5570.0,1.87,0,0,0
2003-05-21,3300.0,3390.0,6140.0,1.92,0,0,0
2003-05-22,3380.0,3370.0,1680.0,1.91,0,0,0
2003-05-23,3320.0,3800.0,49480.0,2.15,-29330,-8040,35870
2003-05-26,3800.0,3900.0,7830.0,2.21,-2550,-20,2570
2003-05-27,3810.0,3850.0,8610.0,2.18,-1560,0,1560
2003-05-28,3950.0,3980.0,5390.0,2.25,530,-530,0
2003-05-29,3900.0,4190.0,44150.0,2.37,-13790,6230,7560
2003-05-30,4150.0,4230.0,39700.0,2.4,6020,-10520,120
2003-06-02,4230.0,4230.0,25370.0,2.4,-13900,0,0
2003-06-03,4280.0,4270.0,12330.0,2.42,0,0,0
2003-06-04,4120.0,4910.0,462480.0,2.78,42340,-30340,-2000
2003-06-05,5290.0,5640.0,488770.0,3.2,-62440,-55000,117320
2003-06-09,5890.0,5700.0,1316920.0,3.23,130120,-154310,24190
2003-06-10,5520.0,5500.0,367290.0,3.12,7740,-23340,21760
2003-06-11,5600.0,5500.0,668320.0,3.12,122840,-31440,-95400
2003-06-12,5520.0,5910.0,717380.0,3.35,-83430,-1100,88530
2003-06-13,5800.0,5700.0,245640.0,3.23,-54050,0,53050
2003-06-16,5700.0,5750.0,248880.0,3.26,-450,0,1450
2003-06-17,5800.0,5710.0,167440.0,3.23,-6920,0,6920
2003-06-18,5720.0,5500.0,326280.0,3.12,-6710,0,6710
2003-06-19,5400.0,5560.0,217980.0,3.15,-59560,31640,23080
2003-06-20,5480.0,5720.0,174900.0,3.24,-45310,37440,0
2003-06-23,5650.0,6570.0,344760.0,3.72,-10870,3560,0
2003-06-24,6990.0,6350.0,1287103.0,3.6,69060,-60000,-39060
2003-06-25,6440.0,7300.0,759870.0,4.14,4740,-25000,20250
2003-06-26,7500.0,7630.0,1161520.0,4.32,-109830,0,105680
2003-06-27,7780.0,7620.0,307320.0,4.32,-320,0,320
2003-06-30,7530.0,7300.0,221820.0,4.14,320,0,-320
2003-07-01,7280.0,7030.0,211760.0,3.98,19560,0,-20250
2003-07-02,7100.0,7110.0,305081.0,4.03,3820,-2400,-1420
2003-07-03,7400.0,7010.0,327040.0,3.97,4200,0,0
2003-07-04,6940.0,6990.0,147230.0,3.96,-300,0,300
2003-07-07,7150.0,7050.0,210680.0,3.99,8350,0,20
2003-07-08,7070.0,6750.0,261610.0,3.82,55310,0,-55310
2003-07-09,6750.0,6820.0,224070.0,3.86,8330,-5120,-2450
2003-07-10,6810.0,6800.0,92690.0,3.85,0,0,0
2003-07-11,6800.0,6830.0,149990.0,3.87,-2490,-920,200
2003-07-14,6900.0,6700.0,117160.0,3.8,-80,-100,180
2003-07-15,6700.0,6500.0,179730.0,3.68,-36990,9000,24490
2003-07-16,6500.0,6190.0,120410.0,3.51,11490,-9060,510
2003-07-18,6220.0,5750.0,170025.0,3.26,12390,-1040,15430
2003-07-21,5650.0,5230.0,172560.0,2.96,49070,-9000,-37910
2003-07-22,5210.0,5270.0,109665.0,2.99,0,0,0
2003-07-23,5340.0,5700.0,211116.0,3.23,5840,1660,0
2003-07-24,5850.0,5710.0,80290.0,3.23,-9190,-350,9540
2003-07-25,5760.0,5950.0,117890.0,3.37,17160,-17160,0
2003-07-28,6020.0,5990.0,88130.0,3.39,-1560,10,1550
2003-07-29,6070.0,6880.0,432640.0,3.9,52540,-55070,27700
2003-07-30,7010.0,6870.0,712630.0,3.89,-22470,-62690,75910
2003-07-31,6910.0,7150.0,311310.0,4.05,18970,-24170,7800
2003-08-01,7200.0,7350.0,391921.0,4.16,-60500,-40000,100500
2003-08-04,7280.0,6800.0,164001.0,3.85,-12511,0,6630
2003-08-05,6810.0,6850.0,129120.0,3.88,-2210,-1150,3360
2003-08-06,6780.0,6850.0,102740.0,3.88,-8210,0,8210
2003-08-07,6770.0,6860.0,133456.0,3.89,25290,-23000,710
2003-08-08,6860.0,6900.0,84760.0,3.91,-3640,0,3640
2003-08-11,7020.0,7000.0,127900.0,3.97,-9410,10000,0
2003-08-12,7090.0,6910.0,71648.0,3.91,-3000,0,0
2003-08-13,6870.0,6860.0,105406.0,3.89,-29100,3000,26100
2003-08-14,6880.0,7700.0,671568.0,4.36,-48880,-30000,77880
2003-08-18,8190.0,8510.0,557315.0,4.82,-68660,-35920,102400
2003-08-19,8890.0,8260.0,255279.0,4.68,-24110,0,32290
2003-08-20,8490.0,8350.0,185330.0,4.73,-50920,15000,38920
2003-08-21,8360.0,8500.0,191960.0,4.82,3000,0,0
2003-08-22,8620.0,8640.0,156070.0,4.89,-4300,3300,8000
2003-08-25,8750.0,8830.0,259400.0,5.0,-45000,45000,0
2003-08-26,8680.0,8930.0,132030.0,5.06,-49800,49800,0
