Symbol,·Ôµ¥ÄÉ¹ÌÄ®_½Ã°¡(¿ø),·Ôµ¥ÄÉ¹ÌÄ®_Á¾°¡(¿ø),·Ôµ¥ÄÉ¹ÌÄ®_°Å·¡·®(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_PER(IFRS-¿¬°á),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2001-10-12,9200.0,9200.0,153400.0,8.41,3570,-14280,10500
2001-10-15,9110.0,9100.0,27720.0,8.32,-7610,7410,0
2001-10-16,9060.0,9110.0,132990.0,8.32,5810,-5810,0
2001-10-17,9110.0,9300.0,83750.0,8.5,-31130,31130,0
2001-10-18,9240.0,9290.0,31980.0,8.49,-16070,16070,0
2001-10-19,9290.0,9400.0,41700.0,8.59,-20850,9690,3100
2001-10-22,9300.0,9500.0,20700.0,8.68,-2590,2590,0
2001-10-23,9670.0,9400.0,92760.0,8.59,-11250,9310,0
2001-10-24,9400.0,9470.0,62990.0,8.65,8440,-8240,-200
2001-10-25,9470.0,9350.0,33850.0,8.54,8110,-8000,0
2001-10-26,9230.0,9350.0,110820.0,8.54,6260,-8110,0
2001-10-29,9200.0,9210.0,53420.0,8.42,3070,2100,-5000
2001-10-30,9150.0,9090.0,67260.0,8.31,-600,540,0
2001-10-31,9100.0,9000.0,42070.0,8.22,6150,-14150,8000
2001-11-01,8880.0,9200.0,56370.0,8.41,-6960,-8040,15000
2001-11-02,9290.0,9400.0,134660.0,8.59,4310,-38430,34120
2001-11-05,9510.0,9650.0,158930.0,8.82,1550,-53330,42000
2001-11-06,9700.0,9800.0,177410.0,8.95,-16940,-22120,40000
2001-11-07,9780.0,10200.0,184080.0,9.32,-8730,25010,-16130
2001-11-08,10100.0,10000.0,116780.0,9.14,-1270,24400,-22500
2001-11-09,10000.0,9790.0,151930.0,8.95,17820,79540,-94750
2001-11-12,9800.0,9900.0,70970.0,9.05,-520,19630,-14170
2001-11-13,9800.0,10250.0,174340.0,9.37,-37430,50080,-9600
2001-11-14,10350.0,11300.0,261280.0,10.33,-18690,-13360,31990
2001-11-15,11300.0,12050.0,393380.0,11.01,-20600,-163760,193690
2001-11-16,12500.0,11700.0,172820.0,10.69,-23010,28480,-7640
2001-11-19,11400.0,11700.0,361420.0,10.69,47720,-99480,50850
2001-11-20,12100.0,11600.0,366780.0,10.6,11360,-171930,110350
2001-11-21,11600.0,11200.0,203760.0,10.23,-18040,38510,-22550
2001-11-22,11200.0,11800.0,148650.0,10.78,-4070,38010,-32500
2001-11-23,11900.0,12250.0,355470.0,11.19,8300,-9140,300
2001-11-26,12450.0,12800.0,404270.0,11.7,-42570,-102370,168750
2001-11-27,12700.0,12400.0,283100.0,11.33,52500,-54930,1820
2001-11-28,12100.0,11850.0,488630.0,10.83,77070,-66650,-11300
2001-11-29,11800.0,12500.0,231070.0,11.42,-24510,-12110,11650
2001-11-30,13000.0,14350.0,736920.0,13.11,-127740,-113060,246000
2001-12-03,14800.0,14750.0,531950.0,13.48,88340,-206180,120660
2001-12-04,15000.0,13900.0,245830.0,12.7,46880,-35050,-8380
2001-12-05,14300.0,15950.0,892200.0,14.57,-45550,-139440,108880
2001-12-06,16100.0,15700.0,676360.0,14.35,37110,-135740,97200
2001-12-07,15500.0,16000.0,503480.0,14.62,23650,42490,-128470
2001-12-10,15850.0,15400.0,281650.0,14.07,-26320,31900,-7080
2001-12-11,14550.0,15000.0,185680.0,13.71,-5470,24670,-24550
2001-12-12,15000.0,16500.0,250650.0,15.08,-93800,71900,21940
2001-12-13,15900.0,16400.0,404790.0,14.99,24800,-50220,15560
2001-12-14,16200.0,16350.0,221530.0,14.94,-17360,17640,-180
2001-12-17,15900.0,16000.0,130150.0,14.62,-25740,26820,-920
2001-12-18,16000.0,15350.0,220910.0,14.03,-14010,35900,-25800
2001-12-19,14800.0,14600.0,225650.0,13.34,22950,75140,-94870
2001-12-20,14600.0,15400.0,236740.0,14.07,-15670,-1540,-16660
2001-12-21,14850.0,14850.0,125550.0,13.57,4670,-17260,13310
2001-12-24,14500.0,15200.0,156870.0,13.89,-23260,29160,-4720
2001-12-26,15400.0,14750.0,106170.0,13.48,2670,8870,-8870
2001-12-27,15100.0,15600.0,206090.0,14.25,-40430,-7780,49160
2001-12-28,15900.0,17600.0,245830.0,16.08,-90180,51560,-2660
2002-01-02,18000.0,17500.0,215677.0,75.02,47727,10873,-58950
2002-01-03,17500.0,17950.0,415280.0,76.95,72990,-20120,-96950
2002-01-04,18150.0,18150.0,405360.0,77.81,-87560,53480,24840
2002-01-07,17800.0,17050.0,241806.0,73.09,46436,-13306,-32330
2002-01-08,16700.0,15550.0,340260.0,66.66,122880,-101620,-12000
2002-01-09,15500.0,16200.0,592113.0,69.45,92850,-387580,258820
2002-01-10,16200.0,15500.0,220063.0,66.45,-21760,-59030,83630
2002-01-11,15900.0,15400.0,116630.0,66.02,-900,420,0
2002-01-14,14800.0,15300.0,79190.0,65.59,-7930,8820,-1220
2002-01-15,15000.0,14500.0,242636.0,62.16,70596,-26986,-13010
2002-01-16,14800.0,14900.0,197770.0,63.88,-4180,-5370,19400
2002-01-17,14500.0,15050.0,126732.0,64.52,-25468,58558,-33790
2002-01-18,15200.0,15300.0,155980.0,65.59,-2950,34650,-35720
2002-01-21,15300.0,15500.0,94350.0,66.45,-6330,23190,-17590
2002-01-22,15300.0,15800.0,243960.0,67.74,-19450,60700,-44780
2002-01-23,15400.0,16800.0,206850.0,72.02,-75510,47950,31190
2002-01-24,16950.0,16600.0,177110.0,71.17,-41340,43800,-2510
2002-01-25,16700.0,17000.0,178560.0,72.88,-20910,19450,5550
2002-01-28,17200.0,17650.0,274860.0,75.67,-29120,-67200,96260
2002-01-29,18000.0,18450.0,593760.0,79.1,-29540,-79410,103670
2002-01-30,18300.0,19000.0,796300.0,81.45,-133250,-88460,235350
2002-01-31,19300.0,18500.0,284520.0,79.31,52987,-30267,-20800
2002-02-01,18500.0,17450.0,207060.0,74.81,-5190,-3250,8970
2002-02-04,17150.0,17900.0,276120.0,76.74,-60970,-101700,163070
2002-02-05,17350.0,17900.0,158195.0,76.74,-6905,4050,3485
2002-02-06,18000.0,18700.0,333719.0,80.17,-55115,-8810,93745
2002-02-07,18700.0,18400.0,100520.0,78.88,-23500,28860,-16620
2002-02-08,18500.0,18600.0,215985.0,79.74,29170,5250,-34490
2002-02-14,19800.0,21350.0,816585.0,91.53,93695,-245830,214890
2002-02-15,21500.0,21400.0,521630.0,91.74,25451,-5763,-508
2002-02-18,20900.0,21100.0,189750.0,90.46,40390,19570,-60940
2002-02-19,21200.0,19900.0,218367.0,85.31,28110,-22200,-5660
2002-02-20,19300.0,20100.0,145680.0,86.17,-22500,26180,-540
2002-02-21,20000.0,20100.0,154190.0,86.17,30650,-10510,-25080
2002-02-22,19500.0,19750.0,126200.0,84.67,-22140,49410,-27550
2002-02-25,19750.0,20000.0,144690.0,85.74,-1950,41440,-39800
2002-02-26,20150.0,20600.0,502834.0,88.31,86597,-6147,-34370
2002-02-27,20850.0,22500.0,441310.0,96.46,-119234,11494,90140
2002-02-28,22800.0,21900.0,247270.0,93.89,73230,-3210,-60590
2002-03-04,22100.0,22300.0,381040.0,95.6,-17610,103030,-76530
2002-03-05,22450.0,21050.0,231265.0,90.24,60815,-47735,-10650
2002-03-06,20650.0,21000.0,246860.0,90.03,78090,-21116,-52270
2002-03-07,21200.0,20550.0,260130.0,88.1,47830,-36800,-4100
2002-03-08,20250.0,20500.0,191260.0,87.88,20030,16240,-36940
2002-03-11,20400.0,19800.0,167630.0,84.88,55010,-10160,-45100
2002-03-12,20100.0,20750.0,364159.0,88.96,76490,-52190,5600
2002-03-13,20950.0,21500.0,410449.0,92.17,3650,-18800,17400
2002-03-14,21200.0,21800.0,427128.0,93.46,42510,94980,-140920
2002-03-15,21600.0,21950.0,411860.0,94.1,52530,13010,-65760
2002-03-18,22200.0,21250.0,284610.0,91.1,33290,11850,-57650
2002-03-19,21250.0,21900.0,515490.0,93.89,5875,11305,-13390
2002-03-20,22000.0,22500.0,494240.0,96.46,-41470,135200,-92000
2002-03-21,22600.0,22700.0,616650.0,97.32,-56820,137150,-87410
2002-03-22,22900.0,23500.0,900700.0,100.75,-90470,13350,152590
2002-03-25,24000.0,22850.0,452167.0,97.96,-24320,46750,-26640
2002-03-26,22800.0,21000.0,569491.0,90.03,140601,-58167,-60980
2002-03-27,21500.0,23500.0,446730.0,100.75,-105222,-9178,110650
2002-03-28,23400.0,24000.0,456480.0,102.89,-131720,-29180,159110
2002-03-29,24600.0,23150.0,187670.0,99.25,11010,-11730,0
2002-04-01,23500.0,21900.0,244330.0,93.89,16010,-57910,43000
2002-04-02,21900.0,24300.0,535320.0,104.18,-164150,820,162230
2002-04-03,24800.0,27900.0,773620.0,119.61,-156710,-34860,221630
2002-04-04,28500.0,28100.0,1033530.0,120.47,-16230,-70880,84030
2002-04-08,27500.0,24650.0,665780.0,105.68,219150,84910,-332720
2002-04-09,25450.0,24600.0,390190.0,105.46,33240,-10690,-11550
2002-04-10,24500.0,23500.0,315751.0,100.75,20790,93270,-114080
2002-04-11,23500.0,23500.0,657810.0,100.75,79850,154130,-237220
2002-04-12,22600.0,23200.0,322950.0,99.46,80070,36060,-111510
2002-04-15,23500.0,24500.0,346350.0,105.03,10450,44820,-37300
2002-04-16,24500.0,24800.0,308230.0,106.32,-68310,53840,13200
2002-04-17,25300.0,26350.0,630910.0,112.96,66755,43025,-113620
2002-04-18,25800.0,26000.0,296680.0,111.46,-14170,47610,-38210
2002-04-19,26000.0,26500.0,490730.0,113.61,-107625,107980,-10805
2002-04-22,26500.0,24550.0,377430.0,105.25,81440,64820,-144760
2002-04-23,24600.0,24200.0,191640.0,103.75,34840,-21470,-15000
2002-04-24,24200.0,22200.0,338495.0,95.17,85920,-56040,-6800
2002-04-25,22000.0,21000.0,291622.0,90.03,44070,39980,-88700
2002-04-26,21500.0,21450.0,161545.0,91.96,-110,45740,-46730
2002-04-29,20300.0,20100.0,151240.0,86.17,2550,21060,-23120
2002-04-30,19600.0,18400.0,866360.0,78.88,421560,-275850,-206180
2002-05-02,19350.0,19000.0,406050.0,81.45,73631,-67771,-5700
2002-05-03,19000.0,19000.0,544690.0,81.45,79960,21540,-107350
2002-05-06,18650.0,18950.0,276120.0,81.24,-44850,22000,0
2002-05-07,18700.0,20500.0,412950.0,87.88,-22880,31910,-15000
2002-05-08,20450.0,20650.0,404345.0,88.53,-77740,69270,2720
2002-05-09,21600.0,20250.0,357405.0,86.81,49700,-55490,7950
2002-05-10,20300.0,19700.0,163283.0,84.46,11760,2480,-13690
2002-05-13,19100.0,18900.0,234871.0,81.03,107070,3990,-113200
2002-05-14,19300.0,19900.0,359800.0,85.31,-50680,60000,-55280
2002-05-15,20100.0,20800.0,409420.0,89.17,-39650,-7520,69780
2002-05-16,21100.0,22050.0,801610.0,94.53,-108860,64040,73080
2002-05-17,22500.0,22600.0,687566.0,96.89,-170270,159300,-520
2002-05-20,22800.0,23100.0,305660.0,99.03,-22425,38885,-21440
2002-05-21,22500.0,20650.0,485040.0,88.53,119800,-33560,-79470
2002-05-22,20050.0,20900.0,480297.0,89.6,125630,73170,-203390
2002-05-23,21000.0,21700.0,406805.0,93.03,-95580,85050,1480
2002-05-24,22350.0,22200.0,271607.0,95.17,-75000,105580,-30650
2002-05-27,21800.0,21400.0,143850.0,91.74,-21910,43030,-21250
2002-05-28,21500.0,21700.0,101655.0,93.03,-2640,14830,-12450
2002-05-29,21350.0,22000.0,165557.0,94.32,-28973,30133,-9210
2002-05-30,22000.0,22800.0,471060.0,97.75,-89030,58520,36640
2002-05-31,23000.0,21850.0,245850.0,93.67,28860,12230,-45730
2002-06-03,22000.0,21800.0,285070.0,93.46,18780,-23590,-12670
2002-06-04,21400.0,22500.0,206720.0,96.46,-54890,59960,-6260
2002-06-05,22900.0,23650.0,440420.0,101.39,-135470,91000,-23330
2002-06-07,23000.0,23650.0,850452.0,101.39,38891,107890,-200950
2002-06-10,24150.0,25000.0,588501.0,107.18,-106850,138830,-15210
2002-06-11,25000.0,25450.0,483700.0,109.11,-92150,70970,25900
2002-06-12,25000.0,25400.0,274770.0,108.89,-30860,73610,-36330
2002-06-14,25400.0,24200.0,367440.0,103.75,32130,-42750,-940
2002-06-17,24700.0,24300.0,229885.0,104.18,36080,-44630,3410
2002-06-18,24900.0,23650.0,226240.0,101.39,68650,-36380,-41560
2002-06-19,23700.0,22900.0,223335.0,98.17,17860,-39990,15260
2002-06-20,22250.0,23150.0,238590.0,99.25,31610,-5280,-27520
2002-06-21,22600.0,24450.0,311210.0,104.82,8470,10950,-16040
2002-06-24,24750.0,25100.0,618820.0,107.61,-54390,-26500,96340
2002-06-25,25350.0,24750.0,569710.0,106.1,-160520,58070,91720
2002-06-26,24500.0,21400.0,384040.0,91.74,85400,-71390,-7960
2002-06-27,22900.0,23500.0,346700.0,100.75,-67600,108080,-41820
2002-06-28,24700.0,24650.0,307580.0,105.68,-32560,24970,5430
2002-07-02,23400.0,24100.0,312073.0,103.32,57100,52040,-111470
2002-07-03,23700.0,23750.0,237246.0,101.82,37600,32220,-85730
2002-07-04,24000.0,24600.0,279260.0,105.46,-52790,115230,-49340
2002-07-05,24250.0,26000.0,678171.0,111.46,-190270,114800,84640
2002-07-08,26300.0,25350.0,474909.0,108.68,-14590,16250,-28040
2002-07-09,25950.0,26100.0,649047.0,111.89,167610,-104050,-34640
2002-07-10,25800.0,25450.0,411670.0,109.11,49390,-5520,-50740
2002-07-11,25000.0,25550.0,306657.0,109.53,10660,9820,-970
2002-07-12,25800.0,27050.0,716499.0,115.97,-77531,95521,26130
2002-07-15,27050.0,27600.0,484760.0,118.32,-100130,78410,19180
2002-07-16,27100.0,26000.0,358380.0,111.46,74750,20560,-96050
2002-07-18,26000.0,26150.0,295810.0,112.11,-49480,29890,15020
2002-07-19,25750.0,26150.0,350222.0,112.11,-15240,47950,-53830
2002-07-22,25150.0,25700.0,255610.0,110.18,-73920,-23850,21470
2002-07-23,25700.0,26500.0,405700.0,113.61,53710,32600,-116470
2002-07-24,25900.0,26400.0,243630.0,113.18,-37730,6850,-31800
2002-07-25,27000.0,26500.0,380410.0,113.61,-27890,47310,-31530
2002-07-26,26000.0,24300.0,195470.0,104.18,65140,-18180,-41040
2002-07-29,24500.0,23400.0,194060.0,100.32,22600,14940,-23620
2002-07-30,24050.0,25000.0,294710.0,107.18,-29560,2160,-34040
2002-07-31,24550.0,25300.0,233360.0,108.46,-49200,51150,-12580
2002-08-01,25000.0,24600.0,111312.0,105.46,-2700,7980,-28710
2002-08-02,23850.0,24500.0,110368.0,105.03,12270,28740,-47690
2002-08-05,24000.0,23000.0,79260.0,98.6,-3850,17230,-13220
2002-08-06,22500.0,21000.0,759250.0,90.03,153620,91420,-359830
2002-08-07,21600.0,21700.0,387700.0,93.03,1420,80430,-136700
2002-08-08,22200.0,21700.0,244640.0,93.03,11540,690,-33380
2002-08-09,22000.0,21400.0,265180.0,91.74,9940,-44540,-20560
2002-08-12,21200.0,21700.0,135460.0,93.03,-32480,-7650,39810
2002-08-13,21700.0,22300.0,197380.0,95.6,-15450,29700,-14250
2002-08-14,22000.0,22800.0,245895.0,97.75,-3440,43890,-46160
2002-08-16,23500.0,23500.0,145705.0,100.75,-57700,39240,17550
2002-08-19,23900.0,24850.0,209705.0,106.53,-98460,16830,132110
2002-08-20,25550.0,24850.0,222925.0,106.53,-45480,78490,-2980
2002-08-21,24850.0,25400.0,165540.0,108.89,-8030,-7210,14950
2002-08-22,25500.0,25700.0,163805.0,110.18,-40260,-3170,64890
2002-08-23,25900.0,24950.0,164140.0,106.96,15040,5900,-25170
2002-08-26,24200.0,24300.0,163500.0,104.18,38290,-25820,-16960
2002-08-27,24500.0,24200.0,152740.0,103.75,63440,-38930,9690
2002-08-28,24400.0,23950.0,163400.0,102.68,55990,-39420,-22010
2002-08-29,23550.0,23700.0,164290.0,101.6,44450,26650,-48450
2002-08-30,24000.0,25500.0,263830.0,109.32,-4750,69270,12830
2002-09-02,24900.0,25800.0,322630.0,110.61,24500,17120,23130
2002-09-03,25700.0,25450.0,161067.0,109.11,-4820,10960,-4310
2002-09-04,24550.0,24650.0,139940.0,105.68,5190,-9430,-15230
2002-09-05,24700.0,24100.0,141310.0,103.32,66640,-48380,-19110
2002-09-06,23600.0,22850.0,225230.0,97.96,81530,-20040,-81390
2002-09-09,22850.0,22850.0,114530.0,97.96,-6157,11577,-13570
2002-09-10,23000.0,23400.0,157675.0,100.32,720,14980,-28980
2002-09-11,23400.0,23950.0,99460.0,102.68,-32070,42210,-18120
2002-09-12,23700.0,23650.0,194080.0,101.39,37920,-3840,-43220
2002-09-13,22800.0,22900.0,134720.0,98.17,18900,170,-20890
2002-09-16,22950.0,22500.0,158820.0,96.46,31820,33480,-62150
2002-09-17,22950.0,23450.0,233160.0,100.53,12080,56280,-68110
2002-09-18,22900.0,22300.0,291229.0,95.6,55719,-132449,91220
2002-09-19,22700.0,22800.0,192620.0,97.75,-32110,16690,-23410
2002-09-23,22150.0,21400.0,159670.0,91.74,14390,-7320,-4820
2002-09-24,20750.0,21250.0,146200.0,91.1,6930,-17070,9430
2002-09-25,20650.0,18800.0,417522.0,80.6,169342,-10962,-140550
2002-09-26,19400.0,18400.0,844518.0,78.88,150548,-191228,-72210
2002-09-27,18500.0,18600.0,428350.0,79.74,-35660,102160,-30380
2002-09-30,17250.0,16650.0,610440.0,71.38,134687,-24187,-132480
2002-10-01,16200.0,17200.0,858278.0,73.74,167803,-140973,-12530
2002-10-02,17900.0,17700.0,846820.0,75.88,-136200,22900,130030
2002-10-04,17700.0,18000.0,328239.0,77.17,-25781,-47640,74421
2002-10-07,17750.0,16900.0,437101.0,72.45,105080,-165800,87590
2002-10-08,16900.0,18250.0,358080.0,78.24,-32230,-8280,39580
2002-10-09,18150.0,17600.0,344350.0,75.45,-72290,-30870,100040
2002-10-10,17150.0,17000.0,341099.0,72.88,-19310,5250,13750
2002-10-11,17600.0,17000.0,323130.0,72.88,-7243,-26497,37240
2002-10-14,17350.0,17950.0,543133.0,76.95,21470,158550,-235350
2002-10-15,18000.0,18800.0,620340.0,80.6,-81090,45350,-73770
2002-10-16,19100.0,18850.0,634990.0,80.81,79491,-156450,93790
2002-10-17,18550.0,19450.0,464952.0,83.38,-81530,38790,35810
2002-10-18,19900.0,20900.0,455910.0,89.6,-101610,51710,28150
2002-10-21,20550.0,20650.0,240600.0,88.53,-123870,68940,5000
2002-10-22,20850.0,19800.0,635220.0,84.88,103080,64180,-304180
2002-10-23,19600.0,20100.0,319881.0,86.17,11140,106430,-120330
2002-10-24,20100.0,19500.0,218070.0,83.6,-44730,26030,2240
2002-10-25,18850.0,19200.0,150975.0,82.31,1370,-6590,6520
2002-10-28,19550.0,20000.0,194594.0,85.74,-36740,1780,-670
2002-10-29,19700.0,20500.0,244880.0,87.88,-100490,74360,13000
2002-10-30,20900.0,20000.0,217150.0,85.74,20020,29600,4790
2002-10-31,20100.0,19550.0,126230.0,83.81,38020,-47430,7210
2002-11-01,19200.0,19050.0,126200.0,81.67,58260,-71020,8730
2002-11-04,19350.0,20100.0,270711.0,86.17,18820,29750,-39110
2002-11-05,20250.0,19750.0,233555.0,84.67,-4135,16915,6370
2002-11-06,20100.0,21600.0,684273.0,92.6,-196870,142130,59820
2002-11-07,21400.0,21200.0,379270.0,90.89,-53350,45450,500
2002-11-08,20750.0,21100.0,190180.0,90.46,-6920,19050,-13100
2002-11-11,20800.0,20700.0,151370.0,88.74,-9660,-51550,62520
2002-11-12,20300.0,20700.0,208840.0,88.74,40570,-70020,28120
2002-11-13,20900.0,20400.0,325400.0,87.46,-301,52791,-36000
2002-11-14,20450.0,21450.0,401070.0,91.96,-66110,-51140,149380
2002-11-15,22000.0,22600.0,487038.0,96.89,-76406,31926,32780
2002-11-18,22400.0,22150.0,244400.0,94.96,29420,-33130,12190
2002-11-19,22150.0,22300.0,137800.0,95.6,7100,-3910,-800
2002-11-20,22250.0,22700.0,216030.0,97.32,-41470,42470,-30
2002-11-21,23150.0,22700.0,205883.0,97.32,-63810,93060,-16570
2002-11-22,23000.0,22700.0,115350.0,97.32,-17450,20730,-4780
2002-11-25,23000.0,23800.0,220680.0,102.03,-64305,48625,22480
2002-11-26,23650.0,23900.0,157175.0,102.46,2217,-8877,10000
2002-11-27,23500.0,24100.0,167023.0,103.32,-11343,72760,-48707
2002-11-28,24500.0,24000.0,197410.0,102.89,-28410,39990,790
2002-11-29,23700.0,24700.0,146020.0,105.89,-27220,68960,-16710
2002-12-02,24700.0,24500.0,119986.0,105.03,7660,-19896,27100
2002-12-03,24750.0,24500.0,163140.0,105.03,33390,-5230,-900
2002-12-04,24100.0,24000.0,128940.0,102.89,-39690,57580,-9580
2002-12-05,24300.0,24900.0,261950.0,106.75,-62740,163470,6740
2002-12-06,24400.0,24700.0,189920.0,105.89,19640,-46040,27100
2002-12-09,24750.0,24200.0,128810.0,103.75,-4190,9780,19500
2002-12-10,23700.0,23850.0,116991.0,102.25,17670,-4310,-850
2002-12-11,24000.0,23700.0,126690.0,101.6,22770,-22170,-50
2002-12-12,23700.0,24300.0,336290.0,104.18,-27608,63552,33520
2002-12-13,24300.0,24800.0,190590.0,106.32,9295,-26725,68300
2002-12-16,24300.0,23950.0,301630.0,102.68,46200,12290,8100
2002-12-17,24300.0,24100.0,147600.0,103.32,-16070,43760,270
2002-12-18,23800.0,24700.0,196740.0,105.89,-37540,1690,58000
2002-12-20,24300.0,26100.0,418905.0,111.89,-110910,-63920,193090
2002-12-23,26500.0,25200.0,308625.0,108.03,-2200,-92120,112700
2002-12-24,25500.0,25400.0,239090.0,108.89,10540,-3920,89760
2002-12-26,25350.0,24500.0,107900.0,105.03,120,-380,12000
2002-12-27,24150.0,23600.0,121420.0,101.17,-5010,14170,-2700
2002-12-30,22900.0,21700.0,118890.0,93.03,-7050,31990,-7470
2003-01-02,22300.0,22450.0,95460.0,12.01,27010,-19680,-1020
2003-01-03,23100.0,23800.0,211730.0,12.73,170,-67490,81640
2003-01-06,24300.0,24800.0,133524.0,13.27,-18296,-35250,49976
2003-01-07,25200.0,24000.0,213386.0,12.84,16628,-50950,24354
2003-01-08,24100.0,25700.0,255200.0,13.75,-63840,-67460,122890
2003-01-09,25350.0,26700.0,578998.0,14.28,-101530,-236840,369080
2003-01-10,27700.0,27800.0,666961.0,14.87,-49980,-289640,352210
2003-01-13,28100.0,28000.0,300033.0,14.98,3525,-75345,70060
2003-01-14,27750.0,28000.0,146253.0,14.98,-14100,20900,-6410
2003-01-15,27200.0,27000.0,201857.0,14.45,10280,2570,-17330
2003-01-16,26350.0,27600.0,169770.0,14.77,-41295,124315,-80480
2003-01-17,27400.0,26700.0,72160.0,14.28,-11420,6860,590
2003-01-20,26050.0,26950.0,76935.0,14.42,-4440,27720,-5780
2003-01-21,26700.0,26750.0,122480.0,14.31,11960,-34990,23040
2003-01-22,26100.0,27100.0,111273.0,14.5,-3800,9230,2660
2003-01-23,27450.0,27400.0,253293.0,14.66,-20590,-51580,65890
2003-01-24,27900.0,26100.0,132010.0,13.96,14760,-31920,9160
2003-01-27,26000.0,25500.0,155455.0,13.64,23800,-42050,22380
2003-01-28,25300.0,25100.0,197397.0,13.43,21020,-21630,-2520
2003-01-29,25200.0,25200.0,330000.0,13.48,-27780,-161370,207700
2003-01-30,25500.0,27400.0,234403.0,14.66,-55220,-44120,115510
2003-02-03,28000.0,29300.0,290320.0,15.68,-16850,-89760,128530
2003-02-04,29000.0,28500.0,379280.0,15.25,117530,-191830,100080
2003-02-05,27950.0,27800.0,233302.0,14.87,-11658,3628,7410
2003-02-06,28200.0,28000.0,257708.0,14.98,-63460,-65960,130330
2003-02-07,28100.0,27000.0,241381.0,14.45,19147,-2537,12230
2003-02-10,26500.0,27700.0,129360.0,14.82,-9530,-10710,20980
2003-02-11,28400.0,27100.0,242720.0,14.5,7770,10460,-14370
2003-02-12,27000.0,29500.0,469683.0,15.78,-124140,-89110,222080
2003-02-13,29700.0,32000.0,651500.0,17.12,-28100,-206290,249760
2003-02-14,32300.0,28850.0,403420.0,15.44,77280,29940,-92840
2003-02-17,29600.0,29150.0,375547.0,15.6,31967,-99657,89400
2003-02-18,29200.0,29900.0,227060.0,16.0,5890,-27490,21450
2003-02-19,30100.0,28400.0,236409.0,15.19,37199,-1539,-39370
2003-02-20,28200.0,28500.0,183590.0,15.25,25260,-32390,5460
2003-02-21,28450.0,28500.0,115650.0,15.25,-2220,12350,-9860
2003-02-24,28500.0,29950.0,266548.0,16.02,-28193,16983,9680
2003-02-25,29200.0,28850.0,139690.0,15.44,-12800,6250,6690
2003-02-26,28900.0,29500.0,201110.0,15.78,-27860,31940,880
2003-02-27,29500.0,29000.0,229762.0,15.52,19390,88930,-109620
2003-02-28,29500.0,28600.0,194101.0,15.3,420,34870,-28040
2003-03-03,28100.0,29500.0,170561.0,15.78,-29490,33270,-1530
