Symbol,»ï¾çÈ¦µù½º_½Ã°¡(¿ø),»ï¾çÈ¦µù½º_Á¾°¡(¿ø),»ï¾çÈ¦µù½º_°Å·¡·®(ÁÖ),»ï¾çÈ¦µù½º_PER(IFRS-¿¬°á),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2010-09-17,57900.0,57400.0,49964.0,7.43,-154,-38974,39328
2010-09-20,57400.0,56600.0,21991.0,7.33,3565,-8877,5782
2010-09-24,56600.0,57700.0,24068.0,7.47,-4502,-1560,6177
2010-09-27,57800.0,58400.0,47014.0,7.56,328,-19091,18643
2010-09-28,59200.0,59800.0,33611.0,7.75,1703,-9691,7718
2010-09-29,59600.0,59500.0,28203.0,7.71,-3194,1338,1556
2010-09-30,60000.0,63400.0,85788.0,8.21,-29773,26959,2959
2010-10-01,63000.0,63300.0,33183.0,8.2,-110,1405,-1345
2010-10-04,64500.0,62900.0,33787.0,8.15,3886,-4725,1677
2010-10-05,63000.0,62000.0,26863.0,8.03,-231,-4105,3825
2010-10-06,62400.0,61700.0,27014.0,7.99,4065,-8585,6341
2010-10-07,61900.0,62400.0,31493.0,8.08,2820,-10287,7260
2010-10-08,62200.0,61600.0,27504.0,7.98,2012,-2149,-2870
2010-10-11,62600.0,62000.0,45035.0,8.03,-5416,-5877,9269
2010-10-12,62800.0,62000.0,33339.0,8.03,-6716,8698,-1456
2010-10-13,62500.0,63100.0,34668.0,8.17,1958,-65,-1866
2010-10-14,63300.0,62700.0,30955.0,8.12,11353,-6224,-3703
2010-10-15,62700.0,61700.0,24800.0,7.99,3237,-8271,4863
2010-10-18,62100.0,61500.0,16620.0,7.97,-3233,2936,1384
2010-10-19,61500.0,62400.0,30528.0,8.08,-10798,11183,3040
2010-10-20,62400.0,61300.0,21916.0,7.94,4369,-2485,-2177
2010-10-21,61300.0,66400.0,89855.0,8.6,1789,1433,-2497
2010-10-22,66300.0,67100.0,80565.0,8.69,22689,-16213,-9124
2010-10-25,66700.0,65100.0,41100.0,8.43,4875,-8272,540
2010-10-26,65100.0,67800.0,57882.0,8.78,9862,-16527,7558
2010-10-27,67500.0,66400.0,33736.0,8.6,2989,-2615,1848
2010-10-28,65800.0,66700.0,31586.0,8.64,-1256,-13383,14633
2010-10-29,66000.0,64100.0,47237.0,8.3,13947,-5694,-6443
2010-11-01,64100.0,65000.0,43904.0,8.42,-5504,8136,-2127
2010-11-02,65000.0,64500.0,57669.0,8.35,-3906,-6606,10656
2010-11-03,65700.0,74100.0,263961.0,9.6,-28834,48870,-19554
2010-11-04,74300.0,73800.0,125292.0,9.56,-5274,28244,-14836
2010-11-05,74000.0,72800.0,61776.0,9.43,6495,848,-7969
2010-11-08,73000.0,71200.0,61098.0,9.22,10338,-8417,934
2010-11-09,71500.0,74000.0,117433.0,9.58,-11884,13509,-1291
2010-11-10,74300.0,74600.0,109370.0,9.66,4043,9752,-9450
2010-11-11,74600.0,71000.0,92597.0,9.2,19271,-17949,-4642
2010-11-12,71900.0,67500.0,72946.0,8.74,-1309,-6922,6936
2010-11-15,68200.0,65800.0,56875.0,8.52,8413,-15712,6989
2010-11-16,65600.0,68300.0,75911.0,8.85,-1645,-13288,24280
2010-11-17,67500.0,70200.0,48753.0,9.09,-4486,7776,-4929
2010-11-18,70000.0,72700.0,60447.0,9.42,-14163,16969,-3969
2010-11-19,72800.0,72000.0,20852.0,9.33,-3002,7546,-3093
2010-11-22,72100.0,71900.0,28768.0,9.31,794,-1764,-311
2010-11-23,71200.0,69700.0,57352.0,9.03,8487,-15888,4834
2010-11-24,67000.0,67100.0,58141.0,8.69,15948,-15348,-212
2010-11-25,67500.0,67200.0,30888.0,8.7,5309,-7333,565
2010-11-26,67200.0,66200.0,32457.0,8.57,-10663,5916,1892
2010-11-29,65600.0,67600.0,28479.0,8.76,-8591,6893,732
2010-11-30,68300.0,68300.0,26735.0,8.85,-3792,6823,-3013
2010-12-01,68200.0,68200.0,36174.0,8.83,11259,-4681,-6226
2010-12-02,68600.0,69300.0,34606.0,8.98,-7739,2068,1840
2010-12-03,69300.0,67800.0,20983.0,8.78,6218,-6296,1002
2010-12-06,68000.0,66200.0,22252.0,8.57,9601,-11534,1677
2010-12-07,66100.0,68000.0,29501.0,8.81,-7328,5592,2116
2010-12-08,67400.0,67700.0,22753.0,8.77,-5754,9529,-2612
2010-12-09,67900.0,72300.0,91483.0,9.36,-43973,36559,3784
2010-12-10,72300.0,72400.0,103145.0,9.38,31691,-20289,-9080
2010-12-13,72000.0,70700.0,52157.0,9.16,9494,-13146,3430
2010-12-14,71200.0,71200.0,42599.0,9.22,7745,-10963,4962
2010-12-15,71300.0,72500.0,43384.0,9.39,-9476,9375,2561
2010-12-16,72500.0,72500.0,36821.0,9.39,-4759,-2951,-2616
2010-12-17,72800.0,71700.0,25774.0,9.29,-3608,2283,2606
2010-12-20,70700.0,69800.0,27541.0,9.04,2153,-2630,241
2010-12-21,70500.0,71200.0,45443.0,9.22,-1201,-9576,14193
2010-12-22,70200.0,71000.0,22511.0,9.2,3200,-10041,9325
2010-12-23,71500.0,70100.0,32903.0,9.08,4804,204,2470
2010-12-24,70300.0,69800.0,38726.0,9.04,-1507,2965,8551
2010-12-27,69900.0,68000.0,48667.0,8.81,6703,-15671,9458
2010-12-28,68300.0,68500.0,45458.0,8.87,-9127,-11214,12708
2010-12-29,68600.0,68000.0,36090.0,8.81,7890,-17332,9248
2010-12-30,68500.0,69800.0,30056.0,9.04,-10321,1045,9226
2011-01-03,70300.0,70700.0,23957.0,6.42,-9325,4512,4959
2011-01-04,70600.0,71700.0,26245.0,6.51,-9814,8004,4248
2011-01-05,71700.0,71600.0,24895.0,6.5,-6270,7477,284
2011-01-06,71600.0,75100.0,74264.0,6.82,-28715,25912,2543
2011-01-07,75200.0,73200.0,83242.0,6.65,24535,-25149,-905
2011-01-10,72500.0,72000.0,31535.0,6.54,1993,-7779,5282
2011-01-11,72000.0,74600.0,41311.0,6.78,-10950,-14,10917
2011-01-12,74700.0,75900.0,47846.0,6.89,-3604,5022,431
2011-01-13,75100.0,74200.0,27464.0,6.74,10661,-5519,-3744
2011-01-14,73900.0,74700.0,17139.0,6.78,-560,2563,-2616
2011-01-17,73300.0,72500.0,25974.0,6.58,3900,-8054,5032
2011-01-18,72500.0,72000.0,39347.0,6.54,-2226,10378,-7379
2011-01-19,72100.0,71500.0,17868.0,6.49,5065,-4441,-1228
2011-01-20,70800.0,70800.0,32466.0,6.43,10092,-5893,254
2011-01-21,71500.0,69000.0,24115.0,6.27,423,-2580,5028
2011-01-24,67000.0,68400.0,27117.0,6.21,-4178,3415,1557
2011-01-25,68700.0,68400.0,34028.0,6.21,-4071,1590,-449
2011-01-26,68500.0,68400.0,38592.0,6.21,17215,-21777,4435
2011-01-27,68700.0,69900.0,36760.0,6.35,6027,-8720,1284
2011-01-28,69200.0,68000.0,30907.0,6.18,15681,-14575,-1145
2011-01-31,67800.0,64000.0,42964.0,5.81,7880,-11689,2275
2011-02-01,64500.0,65000.0,20209.0,5.9,6031,-8413,3424
2011-02-07,65800.0,64900.0,29424.0,5.89,4915,-8998,3187
2011-02-08,64900.0,64400.0,23307.0,5.85,4348,-4022,1330
2011-02-09,64400.0,65900.0,33745.0,5.98,-9575,7275,2420
2011-02-10,66200.0,67200.0,108152.0,6.1,-31572,33556,-2600
2011-02-11,67900.0,65100.0,34560.0,5.91,4708,-10351,6675
2011-02-14,65200.0,64500.0,23068.0,5.86,8289,-7709,-456
2011-02-15,64000.0,61600.0,58459.0,5.59,9396,-8763,-556
2011-02-16,61000.0,62500.0,46776.0,5.68,-17094,-432,9628
2011-02-17,63300.0,60500.0,20084.0,5.49,-1421,2663,-1012
2011-02-18,59100.0,61000.0,37923.0,5.54,10293,-14644,5141
2011-02-21,61000.0,62200.0,31483.0,5.65,-5219,3424,3571
2011-02-22,61100.0,60800.0,16238.0,5.52,-1959,6204,-4281
2011-02-23,61600.0,60000.0,22227.0,5.45,6994,-10454,2629
2011-02-24,60500.0,58900.0,19615.0,5.35,3491,-9574,4627
2011-02-25,60000.0,57900.0,22817.0,5.26,10676,-7985,-1875
2011-02-28,58000.0,57000.0,18717.0,5.18,-2661,-884,4618
2011-03-02,56100.0,55600.0,22427.0,5.05,2218,-2682,957
2011-03-03,55800.0,57200.0,49592.0,5.19,8487,-12509,8384
2011-03-04,57500.0,57800.0,71587.0,5.25,-7215,-1770,-5994
2011-03-07,57900.0,56200.0,36390.0,5.1,9582,-11946,5882
2011-03-08,56600.0,57600.0,34016.0,5.23,-1557,-4835,4107
2011-03-09,58000.0,57400.0,18792.0,5.21,4467,-5644,1235
2011-03-10,58100.0,57900.0,39573.0,5.26,-7203,10482,-3523
2011-03-11,56200.0,58100.0,17969.0,5.28,609,1840,-1762
2011-03-14,58200.0,56300.0,39317.0,5.11,10398,-11361,-2144
2011-03-15,56300.0,53400.0,61381.0,4.85,8938,3908,-10829
2011-03-16,53600.0,55400.0,33615.0,5.03,-9401,1640,-2620
2011-03-17,54200.0,54300.0,42767.0,4.93,2661,4156,-5669
2011-03-18,54500.0,54400.0,55704.0,4.94,22175,-23817,1422
2011-03-21,54800.0,55600.0,37983.0,5.05,4565,-10204,5899
2011-03-22,56000.0,59200.0,87600.0,5.38,14625,-4066,-11226
2011-03-23,59200.0,58100.0,80544.0,5.28,16839,-6219,-5458
2011-03-24,58500.0,61700.0,102742.0,5.6,-11509,2459,2063
2011-03-25,62800.0,61800.0,62433.0,5.61,1898,-4511,-2345
2011-03-28,62300.0,60500.0,48256.0,5.49,13832,-15401,1586
2011-03-29,60300.0,61200.0,44186.0,5.56,2806,-3553,1012
2011-03-30,62100.0,62600.0,69074.0,5.69,8010,-8639,223
2011-03-31,64200.0,64400.0,58053.0,5.85,-5625,4309,1003
2011-04-01,64400.0,67400.0,130376.0,6.12,-25082,31259,-3647
2011-04-04,67900.0,71300.0,112094.0,6.48,-33861,33284,770
2011-04-05,72300.0,72400.0,81854.0,6.58,-17647,22282,-3295
2011-04-06,72900.0,73200.0,97312.0,6.65,-33258,44012,-9331
2011-04-07,72200.0,73500.0,47122.0,6.68,-7737,10166,-1692
2011-04-08,72500.0,74300.0,53552.0,6.75,-17352,27926,-9105
2011-04-11,75500.0,75000.0,73425.0,6.81,-866,5395,-3547
2011-04-12,74200.0,72500.0,50320.0,6.58,-11128,-869,10646
2011-04-13,72300.0,74600.0,55886.0,6.78,-8017,-2178,8986
2011-04-14,74700.0,78200.0,123094.0,7.1,4729,-4784,367
2011-04-15,79000.0,84000.0,118068.0,7.63,3936,10467,-4080
2011-04-18,85700.0,83500.0,102614.0,7.58,16683,3019,-18832
2011-04-19,83300.0,85500.0,139405.0,7.77,1102,-4785,1872
2011-04-20,86900.0,83500.0,55037.0,7.58,-2860,2611,-2842
2011-04-21,84600.0,86900.0,66712.0,7.89,-16416,15639,2188
2011-04-22,87300.0,88600.0,68843.0,8.05,-4232,7719,-4071
2011-04-25,88600.0,88000.0,52041.0,7.99,12494,-9488,-2529
2011-04-26,87100.0,84000.0,68025.0,7.63,7537,-13780,5045
2011-04-27,84500.0,83600.0,91938.0,7.59,-6146,-36910,46213
2011-04-28,83700.0,82400.0,39906.0,7.48,-2291,1334,3596
2011-04-29,81300.0,83000.0,43848.0,7.54,-11296,5040,9839
2011-05-02,83200.0,84200.0,32051.0,7.65,1744,-2954,-448
2011-05-03,84600.0,83300.0,29373.0,7.57,-11402,8103,3473
2011-05-04,83600.0,84400.0,23920.0,7.67,-5165,1422,1892
2011-05-06,84200.0,81600.0,27938.0,7.41,-7101,6465,1179
2011-05-09,81600.0,78200.0,48144.0,7.1,10362,-11674,4743
2011-05-11,79300.0,80100.0,34483.0,7.27,-2396,4239,-476
2011-05-12,79500.0,76400.0,132941.0,6.94,37818,-31868,-3092
2011-05-13,76700.0,77400.0,37446.0,7.03,-10222,4682,3065
2011-05-16,75400.0,78700.0,34017.0,7.15,-12208,14588,-2254
2011-05-17,78700.0,77000.0,25743.0,6.99,989,-1807,-2135
2011-05-18,77000.0,80600.0,47843.0,7.32,-15821,16227,-448
2011-05-19,80600.0,81500.0,48600.0,7.4,-18585,8420,10301
2011-05-20,81600.0,85700.0,68169.0,7.78,-21889,16571,-923
2011-05-23,86500.0,85400.0,53364.0,7.76,-17671,23597,-6147
2011-05-24,85500.0,86300.0,44794.0,7.84,-8333,11692,-3540
2011-05-25,86500.0,85000.0,34593.0,7.72,-3622,10866,-7254
2011-05-26,85200.0,86600.0,38051.0,7.86,-4766,4407,-4734
2011-05-27,86700.0,91000.0,63814.0,8.26,-16378,17740,417
2011-05-30,91900.0,90900.0,38689.0,8.26,-5550,8632,-3139
2011-05-31,92400.0,95400.0,80651.0,8.66,-12704,10656,-1558
2011-06-01,95500.0,98700.0,64598.0,8.96,1440,11108,-12728
2011-06-02,96500.0,96800.0,121838.0,8.79,10352,9844,-18525
2011-06-03,97900.0,99500.0,78812.0,9.04,-3146,8324,-8520
2011-06-07,99100.0,96700.0,83169.0,8.78,-2892,-1068,6259
2011-06-08,97800.0,92700.0,60891.0,8.42,19494,-26123,8618
2011-06-09,92700.0,90000.0,78381.0,8.17,12730,-4303,-6616
2011-06-10,91000.0,90100.0,63046.0,8.18,-289,-5160,7560
2011-06-13,89800.0,90300.0,50187.0,8.2,-8076,6378,-99
2011-06-14,91000.0,94000.0,50530.0,8.54,-13444,5296,4034
2011-06-15,95300.0,97500.0,53489.0,8.85,675,8915,-2804
2011-06-16,95200.0,95000.0,39372.0,8.63,1434,6067,-10281
2011-06-17,95900.0,98700.0,38199.0,8.96,-15001,3947,3254
2011-06-20,99300.0,99200.0,51411.0,9.01,-9447,13386,-7344
2011-06-21,99700.0,99900.0,42891.0,9.07,-3884,986,-2160
2011-06-22,101000.0,100000.0,52777.0,9.08,-17277,10426,2969
2011-06-23,99500.0,97000.0,76719.0,8.81,5712,2843,-7811
2011-06-24,97200.0,99100.0,48893.0,9.0,-16074,8797,4159
2011-06-27,99000.0,97900.0,21644.0,8.89,6728,-1118,-1295
2011-06-28,99000.0,97200.0,36637.0,8.83,-2006,-10361,6198
2011-06-29,97400.0,99800.0,27585.0,9.06,-11544,10342,523
2011-06-30,100000.0,105000.0,84490.0,9.54,-26277,27335,-736
2011-07-01,106000.0,105500.0,86023.0,9.58,-16652,17029,-3072
2011-07-04,107000.0,105000.0,37363.0,9.54,2138,2827,-30
2011-07-05,105500.0,109500.0,59220.0,9.94,-4810,4570,-1494
2011-07-06,110500.0,111500.0,30417.0,10.13,43,516,-87
2011-07-07,112000.0,109500.0,40216.0,9.94,-3914,1968,1984
2011-07-08,110500.0,109500.0,38661.0,9.94,-2432,-10021,11713
2011-07-11,109500.0,108500.0,45577.0,9.85,-14089,-1285,15329
2011-07-12,106000.0,108500.0,22625.0,9.85,-5570,2210,4074
2011-07-13,109500.0,107000.0,60086.0,9.72,3763,12796,-16049
2011-07-14,108000.0,110500.0,48081.0,10.04,-5126,-7138,12269
2011-07-15,110500.0,117000.0,84913.0,10.63,-10411,24946,-12032
2011-07-18,117000.0,118500.0,43724.0,10.76,4645,687,-3914
2011-07-19,119000.0,123000.0,55582.0,11.17,-5089,2232,1804
2011-07-20,124000.0,120500.0,48890.0,10.94,4861,-7411,97
2011-07-21,120500.0,115000.0,48860.0,10.44,14686,-15236,530
2011-07-22,116000.0,122000.0,57930.0,11.08,-2954,10650,-6767
2011-07-25,122500.0,119500.0,32702.0,10.85,8514,-6299,-1355
2011-07-26,120500.0,119000.0,29105.0,10.81,-447,-4705,2861
2011-07-27,120000.0,117000.0,51984.0,10.63,9474,-24033,12275
2011-07-28,117000.0,117500.0,37166.0,10.67,6143,-12067,5683
2011-07-29,117500.0,116500.0,29828.0,10.58,-514,4265,-2956
2011-08-01,117500.0,115500.0,36576.0,10.49,3069,-8604,3697
2011-08-02,115000.0,115500.0,54665.0,10.49,-12977,2737,13427
2011-08-03,113000.0,110500.0,36475.0,10.04,-319,7150,-4525
2011-08-04,111000.0,101500.0,62235.0,9.22,-6102,-5170,9891
2011-08-05,91500.0,99800.0,71275.0,9.06,-25086,5737,17822
2011-08-08,98200.0,95600.0,70144.0,8.68,-21160,23400,-4595
2011-08-09,91400.0,90200.0,89318.0,8.19,138,21246,-10798
2011-08-10,96800.0,93700.0,92269.0,8.51,2702,286,-1729
2011-08-11,90000.0,103000.0,138012.0,9.35,-15503,36770,-33500
2011-08-12,103500.0,104500.0,70750.0,9.49,-5446,17379,-8979
2011-08-16,109000.0,107000.0,46415.0,9.72,1545,-2737,1761
2011-08-17,108000.0,115000.0,87054.0,10.44,-23316,13362,6263
2011-08-18,114000.0,120500.0,71831.0,10.94,-5372,10342,-8552
2011-08-19,118000.0,115000.0,73829.0,10.44,-25424,13061,7818
2011-08-22,114000.0,106500.0,60562.0,9.67,-9720,6315,2535
2011-08-23,108000.0,111000.0,40454.0,10.08,-5506,3931,5290
2011-08-24,112000.0,106500.0,42982.0,9.67,5564,-2647,-1642
2011-08-25,107000.0,99500.0,86242.0,9.04,110,6188,-3361
2011-08-26,99500.0,99200.0,40708.0,9.01,2785,-3323,2376
2011-08-29,100500.0,98400.0,48662.0,8.94,14491,-16011,2326
2011-08-30,99600.0,107500.0,79382.0,9.76,-11012,9934,375
2011-08-31,110000.0,110500.0,46271.0,10.04,-4224,-1646,4074
2011-09-01,111000.0,109000.0,69778.0,9.9,-9109,-14488,23336
2011-09-02,108500.0,102500.0,88513.0,9.31,34796,-22929,-13316
2011-09-05,100000.0,96600.0,71088.0,8.77,9607,-7174,-7409
2011-09-06,95500.0,98000.0,67849.0,8.9,-3885,-3702,5833
2011-09-07,101500.0,99200.0,53657.0,9.01,11237,-6080,-8743
2011-09-08,100000.0,98800.0,42302.0,8.97,7528,-10466,3104
2011-09-09,97700.0,96800.0,22124.0,8.79,-2112,-2934,5089
2011-09-14,96800.0,95000.0,37797.0,8.63,-4633,-2371,-6329
2011-09-15,96900.0,93900.0,39194.0,8.53,-750,-11037,2687
2011-09-16,95000.0,101000.0,48349.0,9.17,-14787,-4833,12868
2011-09-19,98200.0,98000.0,21413.0,8.9,6462,-3329,-3380
2011-09-20,96900.0,93800.0,33123.0,8.52,5771,-9403,451
2011-09-21,94300.0,94700.0,31648.0,8.6,-1540,-3641,4898
2011-09-22,92500.0,93600.0,38775.0,8.5,10998,-4984,-2394
2011-09-23,88600.0,86000.0,45626.0,7.81,6198,396,-6895
2011-09-26,86500.0,73100.0,96592.0,6.64,2617,-12302,-13
2011-09-27,75200.0,75000.0,85470.0,6.81,11892,-17652,3963
2011-09-28,76200.0,80400.0,68945.0,7.3,-14747,18566,-1836
2011-09-29,77900.0,78500.0,34172.0,7.13,-274,2935,-3088
2011-09-30,79000.0,80800.0,25533.0,7.34,-347,832,-1593
2011-10-04,74500.0,83400.0,57463.0,7.57,-24012,18809,4876
2011-10-05,84000.0,79000.0,38070.0,7.17,-945,-6714,858
2011-10-06,80500.0,79500.0,34310.0,7.22,-3820,-2217,5539
2011-10-07,78200.0,78000.0,58012.0,7.08,18979,-26403,4182
2011-10-10,78000.0,80000.0,35786.0,7.27,-6584,7000,-616
2011-10-11,81300.0,79300.0,53249.0,7.2,6148,-806,-3556
2011-10-12,78500.0,77600.0,46441.0,7.05,9032,-7387,213
2011-10-13,78500.0,80800.0,57176.0,7.34,-4490,5028,315
2011-10-14,81000.0,82200.0,43673.0,7.47,-1456,-416,1539
2011-10-17,82700.0,83900.0,55862.0,7.62,7541,-12173,3236
2011-10-18,81500.0,80100.0,52636.0,7.27,6806,-8036,2475
2011-10-19,81900.0,80700.0,52803.0,7.33,8096,-2682,-7245
2011-10-20,80200.0,75000.0,84765.0,6.81,11617,-10527,-7353
2011-10-21,76500.0,76000.0,38437.0,6.9,-4542,-4617,3176
2011-10-24,76800.0,78300.0,66070.0,7.11,-15810,22597,-9163
2011-10-25,78600.0,80900.0,110346.0,7.35,-14391,13957,-5201
2011-10-26,80900.0,80900.0,0.0,7.35,0,0,0
2011-10-27,80900.0,80900.0,0.0,7.35,0,0,0
2011-10-28,80900.0,80900.0,0.0,7.35,0,0,0
2011-10-31,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-01,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-02,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-03,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-04,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-07,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-08,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-09,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-10,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-11,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-14,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-15,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-16,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-17,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-18,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-21,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-22,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-23,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-24,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-25,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-28,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-29,80900.0,80900.0,0.0,7.35,0,0,0
2011-11-30,80900.0,80900.0,0.0,7.35,0,0,0
2011-12-01,80900.0,80900.0,0.0,7.35,0,0,0
2011-12-02,80900.0,80900.0,0.0,7.35,0,0,0
2011-12-05,84000.0,82300.0,71270.0,7.2,12007,-13455,2904
2011-12-06,81000.0,80400.0,76026.0,7.03,10684,-6749,-746
2011-12-07,80500.0,83800.0,70875.0,7.33,11814,-8062,1321
2011-12-08,83000.0,79000.0,77888.0,6.91,30975,3694,-32953
2011-12-09,77500.0,75800.0,54597.0,6.63,10923,12326,-24323
2011-12-12,77100.0,78000.0,39288.0,6.82,5427,8606,-13000
2011-12-13,77100.0,79900.0,32905.0,6.99,-4915,6726,-3715
2011-12-14,80200.0,83000.0,24089.0,7.26,-7532,7601,1057
2011-12-15,81700.0,85900.0,59782.0,7.51,-3089,-111,1730
2011-12-16,87000.0,82200.0,34652.0,7.19,7523,-5133,-4246
2011-12-19,81200.0,81000.0,28281.0,7.08,-11907,7748,3703
2011-12-20,79800.0,80000.0,17106.0,7.0,5611,-5488,-512
2011-12-21,81500.0,80400.0,20230.0,7.03,4882,-5446,213
2011-12-22,80300.0,81500.0,17220.0,7.13,-3953,708,2928
2011-12-23,81600.0,79900.0,25134.0,6.99,5612,-6670,213
2011-12-26,80500.0,78800.0,29661.0,6.89,-5459,3413,1727
2011-12-27,78500.0,77700.0,40342.0,6.8,-1049,9172,107
2011-12-28,76800.0,79300.0,15001.0,6.94,-6379,6167,383
2011-12-29,79500.0,77200.0,29014.0,6.75,2950,4578,-766
2012-01-02,77500.0,78400.0,17842.0,4.95,-8687,9284,-125
2012-01-03,78500.0,82500.0,31611.0,5.21,-17140,16478,89
2012-01-04,83000.0,82900.0,25792.0,5.23,-2376,-222,2919
2012-01-05,82900.0,83400.0,20007.0,5.27,-3560,8542,-5696
2012-01-06,84100.0,83700.0,20129.0,5.28,-4062,2758,1728
2012-01-09,83900.0,83500.0,9130.0,5.27,-2432,1268,741
2012-01-10,84300.0,84900.0,9958.0,5.36,-3427,-107,3073
2012-01-11,84100.0,86000.0,14570.0,5.43,-4857,5449,-562
2012-01-12,86000.0,86700.0,6167.0,5.47,-2724,2121,476
2012-01-13,86100.0,85600.0,5506.0,5.4,-110,-258,766
2012-01-16,85700.0,83100.0,11287.0,5.25,-1280,1544,467
2012-01-17,83800.0,83700.0,6979.0,5.28,-3658,969,2447
2012-01-18,82200.0,84600.0,9576.0,5.34,-4744,5202,-799
2012-01-19,84600.0,84300.0,8806.0,5.32,-1977,-586,2362
2012-01-20,83100.0,85000.0,13209.0,5.37,-2271,-3383,5368
2012-01-25,85000.0,88000.0,24171.0,5.56,-2122,-2466,4624
2012-01-26,88000.0,87800.0,8890.0,5.54,126,-3775,3476
2012-01-27,89000.0,87700.0,16583.0,5.54,-1657,-2413,3784
2012-01-30,87100.0,90200.0,19486.0,5.7,-8819,2872,5477
2012-01-31,91200.0,89300.0,16262.0,5.64,715,-4827,1361
2012-02-01,91000.0,90500.0,8228.0,5.71,-2092,-969,3085
2012-02-02,90500.0,90600.0,10190.0,5.72,-1313,-2594,4001
2012-02-03,91200.0,90200.0,8758.0,5.7,1494,-1973,432
2012-02-06,89700.0,90200.0,11725.0,5.7,-710,-2461,1788
2012-02-07,90300.0,88300.0,8962.0,5.58,-590,-1364,1972
2012-02-08,88300.0,88400.0,14055.0,5.58,2707,-5424,2886
2012-02-09,88400.0,87500.0,15310.0,5.52,1083,-5682,3696
2012-02-10,87600.0,87100.0,15821.0,5.5,-150,-5054,5860
2012-02-13,87500.0,87300.0,13569.0,5.51,-1187,-692,3089
2012-02-14,87900.0,86500.0,20943.0,5.46,4444,-2782,-1496
2012-02-15,87000.0,86900.0,22686.0,5.49,3756,-8546,6690
2012-02-16,86000.0,86700.0,13608.0,5.47,27,-5839,5863
2012-02-17,87100.0,85400.0,18377.0,5.39,4089,-10811,6640
2012-02-20,85500.0,81400.0,32671.0,5.14,913,-7362,2419
2012-02-21,81600.0,79900.0,25570.0,5.04,9824,-12417,2581
2012-02-22,80200.0,79000.0,30594.0,4.99,16009,-15537,3038
2012-02-23,78100.0,76300.0,52715.0,4.82,22712,-22973,1816
2012-02-24,76300.0,77900.0,30052.0,4.92,8674,-12937,4310
2012-02-27,78000.0,74500.0,36178.0,4.7,13353,-13246,232
2012-02-28,75100.0,73700.0,43733.0,4.65,9571,-8054,-1552
2012-02-29,73300.0,73400.0,21898.0,4.63,-914,2935,-1904
2012-03-02,74100.0,74800.0,23871.0,4.72,2765,-2942,2298
2012-03-05,74700.0,73300.0,24128.0,4.63,8279,-6839,-1743
2012-03-06,73300.0,73700.0,13523.0,4.65,1062,-5209,3952
2012-03-07,73000.0,73000.0,18509.0,4.61,1781,2174,-3789
2012-03-08,73800.0,72900.0,9792.0,4.6,-103,279,-931
2012-03-09,73400.0,74300.0,18296.0,4.69,-2365,15,1932
2012-03-12,74700.0,74100.0,10125.0,4.68,3254,-1365,-1808
2012-03-13,74500.0,73700.0,7992.0,4.65,-1523,823,772
2012-03-14,74500.0,73700.0,9419.0,4.65,-2172,68,2112
2012-03-15,74000.0,74000.0,14130.0,4.67,532,-1750,2724
2012-03-16,74000.0,75500.0,17624.0,4.77,-8529,6754,1899
2012-03-19,75700.0,75000.0,12164.0,4.74,-51,2645,-2404
2012-03-20,75000.0,74300.0,7633.0,4.69,701,-944,390
2012-03-21,74400.0,73100.0,12567.0,4.62,5546,-2110,-575
2012-03-22,72900.0,69500.0,31875.0,4.39,3198,-2885,683
2012-03-23,69400.0,69700.0,10729.0,4.4,-827,-886,1819
2012-03-26,70200.0,70100.0,10169.0,4.43,33,1779,455
2012-03-27,70400.0,70600.0,6612.0,4.46,-1441,1653,-193
2012-03-28,69100.0,69700.0,4210.0,4.4,-1331,1491,-135
2012-03-29,69500.0,72800.0,13795.0,4.6,-6858,5146,577
2012-03-30,72500.0,74200.0,13766.0,4.69,-4322,3590,837
2012-04-02,74200.0,73000.0,5819.0,4.61,162,390,-467
