Symbol,대한유화_시가(원),대한유화_종가(원),대한유화_거래량(주),대한유화_PER(IFRS-연결),대한유화_순매수수량(개인)(주),대한유화_순매수수량(기관계)(주),대한유화_순매수수량(외국인계)(주)
2005-10-25,31700.0,31800.0,10300.0,3.37,-4310,3720,0
2005-10-26,31850.0,31650.0,13630.0,3.35,-9250,9000,80
2005-10-27,31300.0,30850.0,10218.0,3.27,-1270,570,0
2005-10-28,30300.0,30600.0,14272.0,3.24,1490,320,-1610
2005-10-31,30800.0,30500.0,11678.0,3.23,-7440,7240,200
2005-11-01,30200.0,30650.0,6970.0,3.25,-1420,1510,-90
2005-11-02,30450.0,30950.0,9352.0,3.28,-6840,5890,460
2005-11-03,30950.0,31950.0,9151.0,3.39,-5840,5840,0
2005-11-04,32000.0,31950.0,9741.0,3.39,-6710,6490,0
2005-11-07,31700.0,31900.0,5590.0,3.38,-1940,2180,0
2005-11-08,31450.0,31900.0,8840.0,3.38,-5640,5340,110
2005-11-09,32000.0,32000.0,16600.0,3.39,-5060,3660,0
2005-11-10,32350.0,31800.0,10950.0,3.37,-2120,120,0
2005-11-11,31800.0,33550.0,24770.0,3.56,-15270,12990,720
2005-11-14,33350.0,33400.0,5990.0,3.54,-560,620,0
2005-11-15,33100.0,33000.0,21270.0,3.5,-6630,2830,3900
2005-11-16,33000.0,32800.0,5290.0,3.48,-1430,1340,0
2005-11-17,32100.0,31850.0,8360.0,3.38,720,-680,10
2005-11-18,31700.0,31400.0,9680.0,3.33,-390,520,0
2005-11-21,31400.0,30600.0,13576.0,3.24,2660,-2610,0
2005-11-22,30550.0,30150.0,14724.0,3.19,350,-340,-10
2005-11-23,30150.0,30700.0,13904.0,3.25,-3390,3410,290
2005-11-24,30300.0,30000.0,16167.0,3.18,190,1410,40
2005-11-25,30100.0,30300.0,7890.0,3.21,-1650,1410,240
2005-11-28,30400.0,30500.0,5373.0,3.23,30,-30,130
2005-11-29,30550.0,29750.0,15380.0,3.15,4590,-3570,-640
2005-11-30,29750.0,30200.0,14620.0,3.2,630,900,2120
2005-12-01,30300.0,30550.0,8044.0,3.24,-3230,1830,1490
2005-12-02,30250.0,30000.0,8563.0,3.18,1633,417,0
2005-12-05,29900.0,29550.0,7973.0,3.13,287,-287,0
2005-12-06,29500.0,28350.0,22370.0,3.0,6710,1750,-8410
2005-12-07,28200.0,27000.0,41944.0,2.86,13450,4980,-18430
2005-12-08,27150.0,26000.0,26600.0,2.76,8610,2930,-6280
2005-12-09,25300.0,26400.0,39874.0,2.8,17340,8510,-26650
2005-12-12,26050.0,26800.0,13642.0,2.84,-3510,3420,-90
2005-12-13,27150.0,26200.0,6610.0,2.78,1890,-1230,190
2005-12-14,26200.0,25500.0,23570.0,2.7,15750,-15690,200
2005-12-15,26000.0,25350.0,7582.0,2.69,3530,-2730,140
2005-12-16,25250.0,25000.0,9260.0,2.65,4440,-3970,-410
2005-12-19,25200.0,25800.0,11100.0,2.73,-2380,-900,3020
2005-12-20,25800.0,25050.0,11262.0,2.65,3217,-3107,-40
2005-12-21,25000.0,24800.0,11510.0,2.63,6400,-6400,0
2005-12-22,25100.0,24200.0,13578.0,2.56,6256,-6196,40
2005-12-23,24100.0,23650.0,8700.0,2.51,400,-570,0
2005-12-26,23500.0,24400.0,9040.0,2.59,-3070,2780,370
2005-12-27,25000.0,25000.0,20620.0,2.65,6320,-3280,450
2005-12-28,25550.0,24800.0,6700.0,2.63,1580,-2390,920
2005-12-29,24500.0,24150.0,6020.0,2.56,3330,-3780,470
2006-01-02,24150.0,23550.0,14260.0,5.12,2100,-3950,1890
2006-01-03,23500.0,22800.0,45174.0,4.95,21110,-8980,-12070
2006-01-04,23200.0,23100.0,18430.0,5.02,2010,-2310,280
2006-01-05,23200.0,23050.0,21865.0,5.01,3310,-3980,630
2006-01-06,23000.0,24600.0,41672.0,5.34,-3370,-1070,-900
2006-01-09,24700.0,23600.0,16350.0,5.13,1280,-720,-520
2006-01-10,23900.0,23800.0,16302.0,5.17,2992,-2842,-70
2006-01-11,23350.0,23500.0,18812.0,5.1,8220,-8200,-20
2006-01-12,23450.0,23450.0,23160.0,5.09,12660,-11470,870
2006-01-13,23700.0,23950.0,9650.0,5.2,-2060,1240,820
2006-01-16,24200.0,24600.0,19151.0,5.34,3460,-3560,100
2006-01-17,24450.0,23750.0,20960.0,5.16,7870,-6760,-1110
2006-01-18,24000.0,23150.0,22924.0,5.03,3920,-2260,-1700
2006-01-19,23700.0,22800.0,12270.0,4.95,4720,-4900,110
2006-01-20,22700.0,22000.0,16552.0,4.78,1740,-1630,-110
2006-01-23,21000.0,20000.0,19660.0,4.34,2690,-2760,-60
2006-01-24,20650.0,19900.0,13410.0,4.32,3680,-4920,1300
2006-01-25,19800.0,20050.0,17140.0,4.36,5780,-8400,2690
2006-01-26,20050.0,21200.0,766460.0,4.61,2020,-752550,910
2006-01-27,21600.0,23250.0,25680.0,5.05,-8930,220,-280
2006-01-31,22650.0,22300.0,18810.0,4.84,-4600,1230,-1540
2006-02-01,22300.0,22300.0,13304.0,4.84,-3070,3100,0
2006-02-02,22100.0,22400.0,9834.0,4.87,-1030,1030,0
2006-02-03,22300.0,21000.0,10690.0,4.56,1530,-1470,0
2006-02-06,21000.0,20850.0,22320.0,4.53,8340,-8960,620
2006-02-07,20450.0,20450.0,8380.0,4.44,-1490,1370,120
2006-02-08,20300.0,20450.0,9340.0,4.44,-3440,3200,240
2006-02-09,20450.0,20500.0,10040.0,4.45,30,-740,430
2006-02-10,20600.0,20750.0,4060.0,4.51,620,-1110,490
2006-02-13,20750.0,21100.0,10100.0,4.58,1620,-1310,40
2006-02-14,21400.0,22000.0,8420.0,4.78,-3820,3890,-170
2006-02-15,22000.0,21400.0,8940.0,4.65,2030,-1550,-480
2006-02-16,21950.0,21300.0,6960.0,4.63,540,-770,-120
2006-02-17,21300.0,21150.0,3660.0,4.59,680,-470,-140
2006-02-20,21300.0,21800.0,8310.0,4.74,-2460,2180,220
2006-02-21,21800.0,21950.0,9760.0,4.77,1880,-1640,-470
2006-02-22,22300.0,21300.0,6970.0,4.63,3430,-3340,-60
2006-02-23,21500.0,21900.0,7417.0,4.76,-3750,3470,300
2006-02-24,21900.0,21600.0,7480.0,4.69,-1610,1580,-60
2006-02-27,21600.0,21800.0,4200.0,4.74,-580,450,40
2006-02-28,21800.0,22500.0,15450.0,4.89,-7140,2990,-850
2006-03-02,22300.0,22650.0,10550.0,4.92,-4300,4270,30
2006-03-03,22850.0,21650.0,10620.0,4.7,4490,-2730,-1640
2006-03-06,21650.0,22350.0,5150.0,4.86,-500,260,240
2006-03-07,21700.0,21450.0,6152.0,4.66,2320,-1870,-450
2006-03-08,22200.0,21350.0,11360.0,4.64,2060,-1880,30
2006-03-09,21750.0,21300.0,8130.0,4.63,1210,-1030,750
2006-03-10,21700.0,21350.0,4330.0,4.64,2020,-1850,-170
2006-03-13,21350.0,21350.0,4200.0,4.64,220,-260,40
2006-03-14,21350.0,21450.0,5082.0,4.66,2200,-2280,80
2006-03-15,21350.0,21450.0,4730.0,4.66,-1980,1950,30
2006-03-16,21550.0,21450.0,1740.0,4.66,10,-40,30
2006-03-17,21200.0,22000.0,18370.0,4.78,-2480,2230,250
2006-03-20,21700.0,22600.0,20050.0,4.91,-8330,8600,-270
2006-03-21,22700.0,22100.0,2935.0,4.8,-590,720,-160
2006-03-22,22050.0,21450.0,7760.0,4.66,2890,-2940,50
2006-03-23,21450.0,21450.0,4170.0,4.66,470,-330,-140
2006-03-24,21800.0,21650.0,7220.0,4.7,1740,-2070,330
2006-03-27,21900.0,21300.0,4083.0,4.63,-420,410,10
2006-03-28,21300.0,21400.0,3110.0,4.65,-1150,990,40
2006-03-29,21200.0,21350.0,7931.0,4.64,-1860,1630,100
2006-03-30,21400.0,21450.0,4820.0,4.66,-2010,1810,160
2006-03-31,21450.0,22050.0,8860.0,4.79,-3000,1520,920
2006-04-03,22100.0,22400.0,15730.0,4.87,-3850,3340,0
2006-04-04,22250.0,22500.0,45120.0,4.89,1560,-1270,-170
2006-04-05,22850.0,23200.0,32920.0,5.04,-3060,-16870,20
2006-04-06,23300.0,24050.0,46940.0,5.22,-9990,6850,-950
2006-04-07,24450.0,24550.0,18441.0,5.33,-6250,6570,-320
2006-04-10,24600.0,25400.0,25810.0,5.52,-13720,9200,8940
2006-04-11,25250.0,26300.0,21870.0,5.71,-5640,-850,6490
2006-04-12,27000.0,26650.0,19136.0,5.79,1780,-3690,1940
2006-04-13,26300.0,26900.0,25151.0,5.84,-9040,4840,4310
2006-04-14,27000.0,27400.0,13390.0,5.95,1500,-1500,0
2006-04-17,27400.0,28000.0,25800.0,6.08,-8110,-530,8700
2006-04-18,28050.0,28550.0,53488.0,6.2,-17120,3410,9480
2006-04-19,28300.0,29600.0,43470.0,6.43,13150,-13530,4230
2006-04-20,29600.0,30050.0,34660.0,6.53,-5560,-1440,7000
2006-04-21,30100.0,30000.0,48680.0,6.52,-18770,-1930,20730
2006-04-24,30150.0,29750.0,38562.0,6.46,810,-750,0
2006-04-25,29100.0,29450.0,14510.0,6.4,-5930,5100,1500
2006-04-26,28700.0,28800.0,13060.0,6.26,-2640,2610,0
2006-04-27,28650.0,27350.0,13940.0,5.94,-3100,2350,750
2006-04-28,27150.0,25500.0,24350.0,5.54,5200,-3530,1860
2006-05-02,24500.0,27600.0,21010.0,6.0,-2450,-5680,8130
2006-05-03,28200.0,29000.0,22760.0,6.3,-8560,-4040,12630
2006-05-04,28150.0,28000.0,7210.0,6.08,450,-660,180
2006-05-08,27700.0,28500.0,8840.0,6.19,-1170,-690,1850
2006-05-09,26800.0,27450.0,14340.0,5.96,-6990,5230,770
2006-05-10,27250.0,28400.0,9510.0,6.17,-5030,-1470,6500
2006-05-11,28400.0,28700.0,13070.0,6.23,-6040,950,4960
2006-05-12,28700.0,29050.0,32160.0,6.31,-22250,-5400,27670
2006-05-15,29250.0,28400.0,7400.0,6.17,-2520,-2100,4760
2006-05-16,28700.0,27300.0,5120.0,5.93,120,-310,190
2006-05-17,26900.0,27900.0,7302.0,6.06,-2990,-350,3340
2006-05-18,27500.0,27900.0,9360.0,6.06,-6470,2450,4120
2006-05-19,27000.0,27100.0,9850.0,5.89,250,-5240,4990
2006-05-22,26900.0,28200.0,6290.0,6.13,-1640,-500,2190
2006-05-23,28350.0,27500.0,12208.0,5.97,-3820,-2890,6710
2006-05-24,27700.0,27500.0,8020.0,5.97,-3840,370,3340
2006-05-25,29000.0,27500.0,12800.0,5.97,-1630,-5660,7290
2006-05-26,28600.0,26400.0,13920.0,5.73,8030,-7030,0
2006-05-29,26300.0,26300.0,9380.0,5.71,1180,-1190,190
2006-05-30,25500.0,25100.0,10000.0,5.45,6540,-6400,-190
2006-06-01,24500.0,24000.0,12910.0,5.21,1230,-4210,-1020
2006-06-02,23700.0,22500.0,22520.0,4.89,4240,-8980,690
2006-06-05,22900.0,20750.0,19722.0,4.51,14352,-15022,620
2006-06-07,20650.0,20000.0,19270.0,4.34,6430,-7760,1300
2006-06-08,20250.0,19100.0,18332.0,4.15,732,-2602,1870
2006-06-09,19500.0,19950.0,14722.0,4.33,4000,-4460,360
2006-06-12,19650.0,20350.0,6470.0,4.42,-420,-250,650
2006-06-13,20500.0,19800.0,4450.0,4.3,820,-380,-260
2006-06-14,20200.0,20300.0,9249.0,4.41,-1130,560,390
2006-06-15,20800.0,20450.0,5220.0,4.44,2100,-1950,-10
2006-06-16,20600.0,21200.0,2950.0,4.61,-1310,1240,40
2006-06-19,20800.0,20650.0,4880.0,4.49,1620,-1230,-350
2006-06-20,20650.0,20100.0,1770.0,4.37,250,-150,-10
2006-06-21,20100.0,20100.0,3630.0,4.37,-1790,60,1730
2006-06-22,20200.0,20700.0,5880.0,4.5,-1150,540,280
2006-06-23,22900.0,21200.0,7880.0,4.61,-1410,-1760,3250
2006-06-26,20900.0,20600.0,3300.0,4.48,1230,-1030,-240
2006-06-27,20500.0,20450.0,2390.0,4.44,520,-770,250
2006-06-28,20050.0,20100.0,4310.0,4.37,2640,-2430,0
2006-06-29,20500.0,21400.0,4390.0,4.65,-3590,3320,-50
2006-06-30,21550.0,21650.0,6760.0,4.7,-1460,-390,50
2006-07-03,21350.0,21100.0,2270.0,4.58,1210,-1110,0
2006-07-04,21100.0,20850.0,1990.0,4.53,890,-820,0
2006-07-05,20650.0,20500.0,3930.0,4.45,570,-570,0
2006-07-06,20900.0,20350.0,2470.0,4.42,1850,-1420,-160
2006-07-07,20350.0,20500.0,3010.0,4.45,-350,-190,490
2006-07-10,20500.0,21900.0,4850.0,4.76,-1980,1230,570
2006-07-11,21950.0,21800.0,8220.0,4.74,-520,-5470,5990
2006-07-12,21950.0,21950.0,12740.0,4.77,-1280,-8240,9520
2006-07-13,21950.0,22050.0,8240.0,4.79,-1450,-3070,4600
2006-07-14,22050.0,22400.0,8440.0,4.87,-3020,-3120,6380
2006-07-18,22000.0,22200.0,3840.0,4.82,-2070,40,2030
2006-07-19,22050.0,22100.0,1480.0,4.8,-420,-340,760
2006-07-20,22150.0,23000.0,3970.0,5.0,-1700,510,1050
2006-07-21,23400.0,23000.0,5890.0,5.0,-2550,-2140,4660
2006-07-24,22650.0,23050.0,3250.0,5.01,-440,-1400,1980
2006-07-25,23100.0,24150.0,10340.0,5.25,-2140,-3410,5760
2006-07-26,24300.0,24100.0,5360.0,5.24,-1670,-1810,3500
2006-07-27,24000.0,25200.0,9760.0,5.47,-4190,3200,4300
2006-07-28,24800.0,25400.0,5650.0,5.52,-3650,630,2980
2006-07-31,25200.0,25400.0,6950.0,5.52,-2030,-1560,3590
2006-08-01,25100.0,25800.0,11200.0,5.6,-3860,-290,6670
2006-08-02,25800.0,26100.0,2770.0,5.67,-1260,350,1000
2006-08-03,25800.0,26100.0,6390.0,5.67,-860,-2950,4220
2006-08-04,26100.0,25650.0,14630.0,5.57,-560,-11130,12150
2006-08-07,25600.0,26000.0,17730.0,5.65,-2940,-13150,17210
2006-08-08,26250.0,26700.0,7630.0,5.8,-2350,2190,850
2006-08-09,26300.0,26200.0,2919.0,5.69,-420,250,250
2006-08-10,26000.0,26000.0,10129.0,5.65,-4241,-3469,7810
2006-08-11,26600.0,26000.0,4820.0,5.65,-1220,370,960
2006-08-14,25750.0,26700.0,6644.0,5.8,-4100,1680,3000
2006-08-16,27000.0,27200.0,12720.0,5.91,-6080,1540,8020
2006-08-17,27200.0,27500.0,21420.0,5.97,-5680,-13680,19420
2006-08-18,27100.0,26800.0,5470.0,5.82,-750,-1730,2480
2006-08-21,26950.0,27200.0,5100.0,5.91,-1070,80,40
2006-08-22,27350.0,27150.0,4810.0,5.9,-710,2530,0
2006-08-23,27200.0,25500.0,11060.0,5.54,4830,-5390,600
2006-08-24,26000.0,25250.0,5780.0,5.49,2200,-1060,0
2006-08-25,25250.0,26000.0,4401.0,5.65,-2350,2530,0
2006-08-28,25800.0,26000.0,2840.0,5.65,-560,460,0
2006-08-29,26850.0,27500.0,25990.0,5.97,7870,-4370,-2500
2006-08-30,27500.0,26200.0,22599.0,5.69,-1200,-260,390
2006-08-31,26300.0,25800.0,10534.0,5.6,1770,-1530,190
2006-09-01,25700.0,26000.0,6360.0,5.65,-2590,2070,700
2006-09-04,25750.0,25600.0,3370.0,5.56,-520,640,0
2006-09-05,25250.0,25500.0,1640.0,5.54,380,-100,0
2006-09-06,25350.0,25050.0,5530.0,5.44,1810,-1150,60
2006-09-07,25050.0,25400.0,2090.0,5.52,-980,1060,0
2006-09-08,25100.0,25650.0,2410.0,5.57,-1570,350,1130
2006-09-11,26200.0,25300.0,1920.0,5.5,1150,-1120,-10
2006-09-12,25250.0,24350.0,3211.0,5.29,550,-530,0
2006-09-13,24700.0,24500.0,2400.0,5.32,500,-390,0
2006-09-14,24900.0,23850.0,12534.0,5.18,5520,-1460,-2760
2006-09-15,24150.0,24350.0,5520.0,5.29,530,490,-1020
2006-09-18,24250.0,25050.0,4440.0,5.44,-1980,2080,-60
2006-09-19,25050.0,25350.0,3900.0,5.51,-150,150,0
2006-09-20,25350.0,25400.0,1550.0,5.52,-1150,1060,0
2006-09-21,25100.0,25250.0,2600.0,5.49,-690,740,0
2006-09-22,25450.0,25600.0,3870.0,5.56,-770,530,0
2006-09-25,25600.0,25650.0,3610.0,5.57,-1860,1900,0
2006-09-26,25950.0,25300.0,6560.0,5.5,1630,-1370,-10
2006-09-27,25050.0,25700.0,6250.0,5.58,-360,1750,-10
2006-09-28,25500.0,25900.0,1240.0,5.63,-240,270,0
2006-09-29,26000.0,25800.0,7312.0,5.6,2412,-1372,0
2006-10-02,26400.0,25850.0,4140.0,5.62,-1130,1410,-60
2006-10-04,25550.0,25950.0,3840.0,5.64,1350,-1280,-40
2006-10-09,25950.0,24200.0,14050.0,5.26,1830,1530,-3270
2006-10-10,23800.0,25000.0,10590.0,5.43,-2020,-510,6890
2006-10-11,25000.0,25200.0,5500.0,5.47,-4390,300,3970
2006-10-12,25750.0,25650.0,6780.0,5.57,-4060,2670,1230
2006-10-13,25500.0,26350.0,5670.0,5.72,-1840,1880,-310
2006-10-16,26050.0,26800.0,8390.0,5.82,-4080,-440,5550
2006-10-17,26900.0,27500.0,14070.0,5.97,-6900,-1380,8250
2006-10-18,27500.0,28400.0,10750.0,6.17,-5790,360,5280
2006-10-19,28400.0,28750.0,9460.0,6.25,1530,-1600,0
2006-10-20,29000.0,28700.0,6555.0,6.23,-805,-1755,2560
2006-10-23,28850.0,28800.0,5200.0,6.26,-870,840,0
2006-10-24,28500.0,28450.0,8480.0,6.18,-140,210,40
2006-10-25,28000.0,28100.0,6310.0,6.1,275,1235,-2520
2006-10-26,27000.0,27350.0,4360.0,5.94,1090,-1400,190
2006-10-27,27900.0,27850.0,3750.0,6.05,1030,-1190,10
2006-10-30,28000.0,27900.0,3260.0,6.06,-690,620,-50
2006-10-31,28300.0,29400.0,38330.0,6.39,1720,-8030,7350
2006-11-01,29100.0,30000.0,109010.0,6.52,45170,-630,-2400
2006-11-02,29900.0,34500.0,127089.0,7.49,-23180,34700,-2520
2006-11-03,37950.0,35850.0,127630.0,7.79,12240,17270,-310
2006-11-06,35600.0,34000.0,76243.0,7.39,3290,15010,2200
2006-11-07,34050.0,33300.0,47180.0,7.23,14220,8700,0
2006-11-08,32700.0,34000.0,189997.0,7.39,-3720,4380,-10
2006-11-09,34300.0,34100.0,33448.0,7.41,0,3620,-11740
2006-11-10,34100.0,33250.0,29370.0,7.22,1980,10550,-17910
2006-11-13,32750.0,32700.0,99211.0,7.1,50439,6041,-18870
2006-11-14,32700.0,33700.0,97220.0,7.32,44070,7170,-260
2006-11-15,33800.0,35300.0,82713.0,7.67,5760,4020,100
2006-11-16,37500.0,40550.0,254015.0,8.81,9783,-10233,-80
2006-11-17,40650.0,41000.0,158830.0,8.91,-17023,-687,3730
2006-11-20,41600.0,44000.0,179204.0,9.56,-681,-14199,190
2006-11-21,43150.0,43750.0,65047.0,9.5,-31620,140,140
2006-11-22,43750.0,46000.0,97946.0,9.99,-30596,-850,2700
2006-11-23,45950.0,44000.0,39914.0,9.56,-1520,4710,-120
2006-11-24,44100.0,44700.0,47340.0,9.71,-18780,6410,0
2006-11-27,44700.0,47500.0,54659.0,10.32,-1402,-678,1530
2006-11-28,47050.0,47350.0,23741.0,10.29,-3100,3320,-360
2006-11-29,47050.0,48750.0,43075.0,10.59,-1790,-3980,6230
2006-11-30,48300.0,48700.0,16940.0,10.58,-1230,320,1800
2006-12-01,49000.0,45500.0,55581.0,9.88,390,1270,140
2006-12-04,44550.0,44800.0,26718.0,9.73,-4590,3470,2400
2006-12-05,45650.0,45000.0,27284.0,9.78,-8350,-1480,9830
2006-12-06,44750.0,44150.0,25680.0,9.59,-6530,6480,990
2006-12-07,44200.0,44700.0,607208.0,9.71,-2170,-9000,576278
2006-12-08,46000.0,41400.0,79861.0,8.99,-4920,6310,-720
2006-12-11,41200.0,39700.0,43941.0,8.62,-12710,5980,6570
2006-12-12,39300.0,36750.0,49481.0,7.98,1180,5670,820
2006-12-13,36400.0,38700.0,49400.0,8.41,-8100,600,11500
2006-12-14,38300.0,38800.0,36391.0,8.43,-4021,-5519,11610
2006-12-15,39700.0,39700.0,59722.0,8.62,-3560,22610,1800
2006-12-18,40150.0,40000.0,30692.0,8.69,1020,-1980,3760
2006-12-19,41000.0,39950.0,29644.0,8.68,520,13400,-1240
2006-12-20,41450.0,40650.0,36150.0,8.83,9030,9590,560
2006-12-21,40700.0,40700.0,55570.0,8.84,16205,-9765,10990
2006-12-22,40700.0,40000.0,35190.0,8.69,-5690,12060,1460
2006-12-26,40400.0,39200.0,585258.0,8.52,564808,9680,-565428
2006-12-27,38550.0,37550.0,39806.0,8.16,-7920,12530,830
2006-12-28,37600.0,38200.0,29410.0,8.3,-570,15810,-40
2007-01-02,38000.0,37600.0,25090.0,5.76,-4260,10680,300
2007-01-03,37500.0,38800.0,32680.0,5.94,-3700,9390,650
2007-01-04,38500.0,38800.0,24930.0,5.94,3176,-710,7080
2007-01-05,38800.0,38800.0,46424.0,5.94,-7130,-1400,8230
2007-01-08,39400.0,39000.0,14940.0,5.97,-5050,3780,470
2007-01-09,39650.0,39950.0,27221.0,6.12,-5741,6381,830
2007-01-10,40050.0,40000.0,16140.0,6.13,-4278,4778,-200
2007-01-11,39700.0,39400.0,16631.0,6.03,-1911,1541,1280
2007-01-12,39300.0,39800.0,8130.0,6.09,-1170,-820,2050
2007-01-15,39500.0,39600.0,4410.0,6.06,-1900,1830,180
2007-01-16,39650.0,38500.0,14911.0,5.9,-1839,2189,-220
2007-01-17,38100.0,38000.0,6802.0,5.82,-640,2390,-1460
2007-01-18,38000.0,38700.0,9878.0,5.93,-3650,-1330,4920
2007-01-19,38900.0,38100.0,14960.0,5.83,-1490,-6600,8130
2007-01-22,38500.0,39000.0,14050.0,5.97,-10500,820,9590
2007-01-23,38150.0,39100.0,12311.0,5.99,-5631,2490,3111
2007-01-24,39100.0,39200.0,11900.0,6.0,1120,-5030,3910
2007-01-25,39300.0,40100.0,37250.0,6.14,4530,2350,-6880
2007-01-26,39850.0,39500.0,8968.0,6.05,-3320,-2030,5420
2007-01-29,39400.0,39000.0,6432.0,5.97,-470,-650,1120
2007-01-30,39000.0,38500.0,5430.0,5.9,-1870,3320,-1470
2007-01-31,38550.0,38100.0,13120.0,5.83,-1510,5780,-4080
2007-02-01,38900.0,39400.0,22491.0,6.03,420,7410,-7910
2007-02-02,39150.0,39900.0,12960.0,6.11,-2160,5360,-3220
2007-02-05,39250.0,39300.0,4624.0,6.02,1650,-20,-1630
2007-02-06,39000.0,39150.0,5703.0,6.0,383,797,-1220
2007-02-07,39000.0,39200.0,9789.0,6.0,1279,-1689,770
2007-02-08,39650.0,39100.0,17744.0,5.99,840,3610,-4540
2007-02-09,39000.0,39250.0,4661.0,6.01,-1519,2899,-1560
2007-02-12,38950.0,38800.0,5640.0,5.94,-830,3050,-2160
2007-02-13,38400.0,38500.0,12260.0,5.9,-4630,7460,-2790
2007-02-14,38500.0,39000.0,7360.0,5.97,360,590,-40
2007-02-15,38600.0,38700.0,4239.0,5.93,-1019,909,110
2007-02-16,38400.0,38550.0,20760.0,5.9,-1570,11390,-4850
2007-02-20,38100.0,38400.0,10700.0,5.88,3160,3890,-4510
2007-02-21,37800.0,38100.0,11982.0,5.83,-529,4499,-4000
2007-02-22,38100.0,37400.0,17003.0,5.73,4660,-5580,740
2007-02-23,37500.0,36750.0,12231.0,5.63,-5379,4869,-50
2007-02-26,37250.0,36500.0,10428.0,5.59,-503,-427,430
2007-02-27,36250.0,36200.0,8181.0,5.54,1030,-1770,770
2007-02-28,35800.0,36850.0,14140.0,5.64,-3420,2780,-100
2007-03-02,36350.0,36700.0,3958.0,5.62,-42,-598,-230
2007-03-05,36800.0,35650.0,10040.0,5.46,3080,-4600,-1240
2007-03-06,36500.0,36100.0,3060.0,5.53,-790,240,330
2007-03-07,36100.0,36200.0,8380.0,5.54,1830,-2050,250
2007-03-08,36000.0,37900.0,17994.0,5.8,-1774,1844,-610
2007-03-09,37850.0,37250.0,15844.0,5.7,1044,-224,-510
2007-03-12,36750.0,39400.0,25320.0,6.03,-13480,9130,820
2007-03-13,39350.0,39200.0,15060.0,6.0,-9150,-740,690
2007-03-14,39000.0,37600.0,7490.0,5.76,-410,450,30
2007-03-15,38200.0,37800.0,6101.0,5.79,-491,-1500,1871
2007-03-16,38200.0,38200.0,5582.0,5.85,150,-280,960
2007-03-19,38200.0,39000.0,10914.0,5.97,1444,-1594,60
2007-03-20,39400.0,39000.0,13190.0,5.97,3020,-4180,1160
2007-03-21,39000.0,39000.0,8478.0,5.97,786,-2467,1791
2007-03-22,39500.0,39000.0,5284.0,5.97,-420,430,130
2007-03-23,38650.0,39050.0,13407.0,5.98,1875,-4333,2448
2007-03-26,39500.0,41900.0,48160.0,6.42,7590,-4200,2110
2007-03-27,42500.0,42750.0,19662.0,6.55,482,727,1380
2007-03-28,42750.0,42350.0,27966.0,6.49,-518,2959,-1680
2007-03-29,42800.0,43000.0,13122.0,6.59,1761,-2571,1010
2007-03-30,43350.0,43400.0,16168.0,6.65,-4741,5011,-70
2007-04-02,43200.0,42200.0,16880.0,6.46,3310,-3340,0
2007-04-03,42300.0,41600.0,17740.0,6.37,1650,-3200,1550
2007-04-04,41150.0,41600.0,9270.0,6.37,-1950,1950,0
2007-04-05,42000.0,41000.0,17142.0,6.28,182,-232,50
2007-04-06,41000.0,42900.0,17180.0,6.57,-3950,1410,4140
2007-04-09,43500.0,45200.0,35521.0,6.92,-535,354,2551
2007-04-10,45550.0,45800.0,17402.0,7.01,1944,-1614,-230
2007-04-11,45200.0,46050.0,18430.0,7.05,-4320,4090,230
2007-04-12,45400.0,47000.0,23297.0,7.2,-7840,8733,57
2007-04-13,46500.0,45750.0,12315.0,7.01,-2675,2655,80
2007-04-16,45700.0,45850.0,33954.0,7.02,-860,7365,3595
2007-04-17,45550.0,44850.0,14250.0,6.87,670,-560,-110
2007-04-18,45450.0,47300.0,35653.0,7.24,1907,-5159,3282
2007-04-19,47400.0,47000.0,17525.0,7.2,796,664,-1450
2007-04-20,47700.0,48000.0,19175.0,7.35,-2493,3363,-60
2007-04-23,48500.0,47950.0,25805.0,7.34,-1540,-4120,4570
2007-04-24,48250.0,47200.0,18260.0,7.23,1459,1421,-2880
2007-04-25,47550.0,46050.0,16697.0,7.05,-612,-3688,4390
2007-04-26,46200.0,46200.0,17195.0,7.08,1077,-3847,2770
2007-04-27,45500.0,46900.0,18709.0,7.18,-6328,2188,4140
2007-04-30,46950.0,47000.0,5759.0,7.2,-1865,1375,610
2007-05-02,47500.0,47350.0,31798.0,7.25,1933,-11270,7327
2007-05-03,47300.0,49000.0,15834.0,7.5,-3700,2530,1110
2007-05-04,49000.0,49000.0,16404.0,7.5,2774,-6574,1800
2007-05-07,48650.0,53000.0,35609.0,8.12,-7422,8352,-930
2007-05-08,52600.0,51200.0,26263.0,7.84,983,1096,-4039
2007-05-09,50900.0,51900.0,13509.0,7.95,896,-383,-643
2007-05-10,51500.0,52100.0,19918.0,7.98,1018,-2161,1173
2007-05-11,52500.0,52600.0,20991.0,8.06,-1405,4178,-2873
2007-05-14,52200.0,52000.0,33488.0,7.96,2654,-2130,-504
2007-05-15,52000.0,50700.0,14262.0,7.76,-2692,915,337
2007-05-16,49900.0,51000.0,11300.0,7.81,-3635,3931,-296
2007-05-17,49900.0,49500.0,26906.0,7.58,3486,-3548,112
2007-05-18,50000.0,49900.0,16458.0,7.64,2444,-4014,950
2007-05-21,49900.0,50400.0,23118.0,7.72,2495,-2815,300
2007-05-22,50700.0,51300.0,34252.0,7.86,10885,-11174,539
