Symbol,삼성중공업_시가(원),삼성중공업_종가(원),삼성중공업_거래량(주),삼성중공업_PER(IFRS-연결),삼성중공업_순매수수량(개인)(주),삼성중공업_순매수수량(기관계)(주),삼성중공업_순매수수량(외국인계)(주)
2013-11-27,40200.0,39350.0,1738535.0,10.88,589263,-369433,-217210
2013-11-28,39500.0,39300.0,1230332.0,10.87,120336,-115376,11240
2013-11-29,39500.0,39200.0,673403.0,10.84,52146,-140581,90255
2013-12-02,39300.0,38650.0,1030777.0,10.69,139254,-237753,103779
2013-12-03,38550.0,38600.0,719451.0,10.67,155289,-209369,56880
2013-12-04,38400.0,38000.0,1028155.0,10.51,269308,-72448,-177040
2013-12-05,38000.0,37600.0,1030282.0,10.4,264496,-141356,-127750
2013-12-06,37500.0,37200.0,1287291.0,10.29,409202,-263107,-148515
2013-12-09,37600.0,37850.0,880305.0,10.47,-34310,44880,-10440
2013-12-10,37850.0,37950.0,910776.0,10.49,3342,72792,-79644
2013-12-11,37650.0,36800.0,1137653.0,10.18,292989,-37859,-253490
2013-12-12,36550.0,36100.0,1208478.0,9.98,409791,-218514,-192817
2013-12-13,36200.0,35450.0,1287536.0,9.8,176628,27244,-197082
2013-12-16,35500.0,35550.0,1014788.0,9.83,252052,-7199,-251043
2013-12-17,36050.0,37200.0,1916929.0,10.29,-391924,241564,144930
2013-12-18,37500.0,37500.0,1321165.0,10.37,-95875,77349,13056
2013-12-19,38100.0,38200.0,1795967.0,10.56,-511890,-352460,867220
2013-12-20,38050.0,38400.0,1036315.0,10.62,-164898,-251682,-9990
2013-12-23,38300.0,37600.0,895759.0,10.4,292219,-217859,-67380
2013-12-24,37950.0,37600.0,763145.0,10.4,-148950,31660,121310
2013-12-26,37800.0,37450.0,1271906.0,10.36,-302208,-103892,404230
2013-12-27,37500.0,38000.0,680217.0,10.51,-62873,-188406,252219
2013-12-30,38300.0,38050.0,492828.0,10.52,-38281,-117609,155160
2014-01-02,38400.0,38050.0,971881.0,13.25,-114431,-34773,159834
2014-01-03,37700.0,37100.0,1355226.0,12.92,391054,-321334,-65520
2014-01-06,37050.0,36700.0,1064878.0,12.78,299066,-144840,-159256
2014-01-07,36450.0,38200.0,1146412.0,13.31,-256224,220774,24920
2014-01-08,38300.0,37850.0,884584.0,13.18,97793,-109359,-44954
2014-01-09,37550.0,37850.0,1333855.0,13.18,244170,-309120,16170
2014-01-10,37550.0,35700.0,2489069.0,12.44,1359572,-259457,-1103505
2014-01-13,35850.0,35100.0,2105680.0,12.23,705845,25093,-741958
2014-01-14,34850.0,34850.0,1435352.0,12.14,464059,-96455,-378464
2014-01-15,35050.0,34750.0,1859420.0,12.1,824368,-98670,-723088
2014-01-16,35000.0,34750.0,1354022.0,12.1,289648,-101116,-190402
2014-01-17,34750.0,34150.0,1450431.0,11.9,486465,-122124,-363531
2014-01-20,34000.0,34250.0,1405426.0,11.93,387001,-1763,-387018
2014-01-21,34300.0,35650.0,2134620.0,12.42,-410261,882541,-517350
2014-01-22,35700.0,35850.0,2098012.0,12.49,-187716,692186,-544030
2014-01-23,35950.0,35450.0,1084468.0,12.35,92133,22962,-117255
2014-01-24,35250.0,35200.0,1055527.0,12.26,11387,328749,-341326
2014-01-27,34200.0,34250.0,1065854.0,11.93,171062,76858,-246090
2014-01-28,33750.0,33150.0,3214109.0,11.55,796082,5666,-801588
2014-01-29,33200.0,33700.0,1562135.0,11.74,255309,250781,-545710
2014-02-03,33000.0,32750.0,1366299.0,11.41,574870,-94540,-476710
2014-02-04,31500.0,31600.0,2829797.0,11.01,940491,169122,-1125503
2014-02-05,31900.0,32650.0,2400410.0,11.37,-414882,1040102,-624100
2014-02-06,32450.0,32200.0,2060173.0,11.22,751546,281698,-1043014
2014-02-07,32900.0,32100.0,2501285.0,11.18,632561,323554,-965025
2014-02-10,32350.0,33550.0,2087695.0,11.69,-452163,288265,168458
2014-02-11,33350.0,33400.0,1105641.0,11.63,-53660,317740,-258540
2014-02-12,33850.0,33100.0,1037301.0,11.53,180106,-44276,-134750
2014-02-13,33300.0,32850.0,706832.0,11.44,65090,6025,-68215
2014-02-14,33150.0,33200.0,1144868.0,11.57,58927,127069,-185106
2014-02-17,34000.0,34300.0,1557878.0,11.95,-270464,333488,-61940
2014-02-18,34300.0,34350.0,787983.0,11.97,2455,162360,-179415
2014-02-19,34000.0,34200.0,918514.0,11.91,148722,51621,-193643
2014-02-20,33900.0,33750.0,778052.0,11.76,80320,-49490,-30820
2014-02-21,34050.0,34750.0,905569.0,12.1,-256553,293023,-38890
2014-02-24,34750.0,34350.0,680912.0,11.97,-25289,80271,-57302
2014-02-25,34800.0,34200.0,728363.0,11.91,57916,-117036,44690
2014-02-26,34200.0,34300.0,789864.0,11.95,-19880,-74340,90990
2014-02-27,34250.0,33600.0,1283356.0,11.7,507380,-548970,61590
2014-02-28,33700.0,31900.0,3534373.0,11.11,1981839,-1720968,-260531
2014-03-03,31800.0,31900.0,1454326.0,11.11,399697,-162664,-251453
2014-03-04,31900.0,32150.0,1474140.0,11.2,270494,-255420,-22984
2014-03-05,32700.0,33550.0,1872967.0,11.69,-429442,267362,132660
2014-03-06,33600.0,33350.0,1180038.0,11.62,284193,-45337,-261616
2014-03-07,33600.0,33200.0,704610.0,11.57,68681,-22291,-53780
2014-03-10,33100.0,32450.0,1216075.0,11.3,374865,-350255,-37620
2014-03-11,32550.0,32000.0,2413427.0,11.15,1047227,-819527,-229410
2014-03-12,31400.0,30700.0,3959579.0,10.69,2585340,-2389857,-142053
2014-03-13,30900.0,29950.0,4311002.0,10.43,2635038,-2002798,-620150
2014-03-14,29600.0,30050.0,2549548.0,10.47,319102,-306002,-21370
2014-03-17,29900.0,30950.0,1437878.0,10.78,-29008,-54792,84080
2014-03-18,31350.0,31400.0,1737483.0,10.94,-352443,6483,347050
2014-03-19,31450.0,30750.0,1390261.0,10.71,578489,-442639,-136650
2014-03-20,30300.0,29650.0,2791067.0,10.33,1040692,-701358,-323582
2014-03-21,29900.0,29800.0,1423370.0,10.38,463374,-362116,-94108
2014-03-24,29850.0,30600.0,1771615.0,10.66,-291817,96277,193420
2014-03-25,30650.0,31150.0,1657428.0,10.85,-273794,181284,77320
2014-03-26,31350.0,31100.0,1685970.0,10.83,173116,231322,-403658
2014-03-27,31050.0,30650.0,1606145.0,10.68,463400,-254948,-205782
2014-03-28,30750.0,30650.0,1182143.0,10.68,291000,-92900,-236420
2014-03-31,30950.0,31850.0,2540246.0,11.09,-896738,131132,765946
2014-04-01,31950.0,31600.0,1901653.0,11.01,398072,-210489,-196433
2014-04-02,31900.0,32200.0,2150471.0,11.22,-857676,126179,735077
2014-04-03,32400.0,31700.0,1386113.0,11.04,308039,-103499,-192350
2014-04-04,31550.0,31600.0,1115001.0,11.01,98358,1402,-92420
2014-04-07,31450.0,32050.0,1093056.0,11.16,-162132,65022,106940
2014-04-08,31900.0,32250.0,1037098.0,11.23,-184993,-61070,211809
2014-04-09,32450.0,32100.0,1372115.0,11.18,277132,-291612,21340
2014-04-10,32850.0,32150.0,2066050.0,11.2,229978,-233810,7152
2014-04-11,31700.0,32250.0,1161502.0,11.23,-153629,82236,66543
2014-04-14,32200.0,32200.0,890621.0,11.22,61095,-188655,130560
2014-04-15,32200.0,31150.0,2299471.0,10.85,929245,-763605,-173640
2014-04-16,31250.0,30850.0,1622563.0,10.75,765327,-588707,-169480
2014-04-17,31150.0,30900.0,1119459.0,10.76,265461,-460249,232398
2014-04-18,31100.0,31300.0,900041.0,10.9,121400,-129700,21600
2014-04-21,31400.0,31000.0,752683.0,10.8,210786,-112506,-99620
2014-04-22,31100.0,31150.0,637882.0,10.85,110333,-142911,34718
2014-04-23,30150.0,29150.0,8804504.0,10.15,2510232,-1745367,-803975
2014-04-24,28900.0,28350.0,4651461.0,9.88,2374334,-63414,-2338940
2014-04-25,28500.0,28500.0,2134436.0,9.93,186661,-28495,-169536
2014-04-28,28100.0,28700.0,3789970.0,10.0,52839,530991,-507110
2014-04-29,28650.0,28300.0,2517342.0,9.86,958271,-232502,-704069
2014-04-30,28450.0,28200.0,1482059.0,9.82,436801,83445,-493976
2014-05-02,28300.0,27550.0,2585715.0,9.6,787592,21008,-816620
2014-05-07,27350.0,26400.0,3411901.0,9.2,799986,84464,-842010
2014-05-08,26500.0,26900.0,2266297.0,9.37,297472,86514,-381267
2014-05-09,26800.0,27050.0,1509888.0,9.42,-1013,227213,-252030
2014-05-12,27000.0,26550.0,1845063.0,9.25,566106,116605,-684861
2014-05-13,26900.0,28600.0,3747529.0,9.96,-1205222,580431,600421
2014-05-14,28500.0,28500.0,1636727.0,9.93,179738,220892,-414960
2014-05-15,28300.0,28750.0,1659006.0,10.02,-136501,124410,22190
2014-05-16,28400.0,29000.0,1271412.0,10.1,-358883,355768,5755
2014-05-19,29000.0,28450.0,1080619.0,9.91,192386,119604,-309790
2014-05-20,28300.0,27550.0,1404925.0,9.6,302044,-142404,-161730
2014-05-21,27500.0,27550.0,1682412.0,9.6,404939,-72724,-307135
2014-05-22,27800.0,29050.0,2915068.0,10.12,-848406,759506,78630
2014-05-23,29050.0,28800.0,1390031.0,10.03,47172,215773,-275105
2014-05-26,28900.0,29050.0,1583569.0,10.12,-141784,245804,-135040
2014-05-27,29200.0,29300.0,1570360.0,10.21,-541149,309939,203770
2014-05-28,29350.0,29600.0,1587929.0,10.31,-401290,172852,202728
2014-05-29,29400.0,28550.0,1927932.0,9.95,611649,-95732,-529107
2014-05-30,28500.0,28150.0,1336860.0,9.81,349377,-167293,-183784
2014-06-02,28150.0,28100.0,691010.0,9.79,-23286,29474,-7406
2014-06-03,28000.0,27350.0,1486687.0,9.53,259374,-169476,-90689
2014-06-05,27500.0,28000.0,1183277.0,9.75,-84531,40824,44957
2014-06-09,28150.0,28850.0,1428229.0,10.05,-608738,573002,2120
2014-06-10,28850.0,28750.0,956000.0,10.02,63016,85277,-157276
2014-06-11,28850.0,28300.0,1395039.0,9.86,435203,-75243,-350570
2014-06-12,28100.0,27700.0,1794714.0,9.65,782211,-502476,-277216
2014-06-13,27650.0,27900.0,896994.0,9.72,263564,-236528,-25774
2014-06-16,27650.0,27250.0,1248058.0,9.49,469359,-368709,-90782
2014-06-17,27100.0,27200.0,1448647.0,9.48,570142,-629253,56075
2014-06-18,27200.0,26900.0,925164.0,9.37,256470,-302995,37516
2014-06-19,27200.0,27350.0,1056555.0,9.53,-20546,-91971,112868
2014-06-20,27350.0,27250.0,1093886.0,9.49,29024,44755,-74653
2014-06-23,27350.0,26850.0,867695.0,9.35,136642,-185658,62555
2014-06-24,26800.0,27150.0,839301.0,9.46,-82385,-17883,110178
2014-06-25,27100.0,26650.0,1221750.0,9.28,491256,-500259,13143
2014-06-26,26700.0,26800.0,1224512.0,9.34,233247,-484496,239410
2014-06-27,27050.0,27100.0,1291479.0,9.44,124106,-266655,130648
2014-06-30,27200.0,27050.0,689596.0,9.42,20557,-8762,-3125
2014-07-01,27150.0,27050.0,792796.0,9.42,238296,34851,-27123
2014-07-02,27300.0,27600.0,1706948.0,9.61,-125498,198600,44699
2014-07-03,27650.0,27750.0,1253764.0,9.67,-62312,39251,120991
2014-07-04,27950.0,27450.0,932907.0,9.56,146730,36325,-104166
2014-07-07,27150.0,26900.0,1121736.0,9.37,94587,-125360,11206
2014-07-08,26850.0,26900.0,685273.0,9.37,-3896,-127607,93098
2014-07-09,26900.0,26750.0,908322.0,9.32,241108,-117575,-129190
2014-07-10,26700.0,26100.0,2138511.0,9.09,507816,-414829,-57209
2014-07-11,26050.0,25200.0,2278627.0,8.78,879326,-492441,-388095
2014-07-14,25400.0,25250.0,1182875.0,8.8,204885,-276674,69333
2014-07-15,25350.0,25500.0,921816.0,8.88,108692,-212036,105416
2014-07-16,25500.0,25700.0,1770249.0,8.95,77068,38081,-134890
2014-07-17,25900.0,25900.0,1176707.0,9.02,9692,100889,-105735
2014-07-18,26050.0,26900.0,3170072.0,9.37,-422587,460554,-59079
2014-07-21,27100.0,27100.0,1432369.0,9.44,-255193,144013,99037
2014-07-22,27150.0,27150.0,1449701.0,9.46,-108702,302218,-196021
2014-07-23,27400.0,28900.0,5499351.0,10.07,-2391902,1881566,517323
2014-07-24,29050.0,29050.0,4127436.0,10.12,-1104586,982054,119233
2014-07-25,29250.0,28500.0,1401275.0,9.93,87080,-8927,-82791
2014-07-28,29100.0,28500.0,2598075.0,9.93,692856,-909948,217110
2014-07-29,28700.0,28700.0,2735104.0,10.0,-328947,-61732,392515
2014-07-30,28000.0,27750.0,3263523.0,9.67,495956,-269447,-152168
2014-07-31,27750.0,28050.0,1498750.0,9.77,-52634,-188132,249070
2014-08-01,27650.0,28100.0,996879.0,9.79,-83178,34402,66417
2014-08-04,28100.0,28450.0,1038748.0,9.91,71672,-49082,-14775
2014-08-05,28350.0,28000.0,870269.0,9.75,164828,-10335,-157348
2014-08-06,27800.0,26500.0,2441041.0,9.23,852238,-622999,-235196
2014-08-07,26500.0,26700.0,1090093.0,9.3,21935,-226409,201655
2014-08-08,26750.0,26750.0,623370.0,9.32,-50318,-49709,101433
2014-08-11,26950.0,26800.0,515089.0,9.34,61055,-20211,-42205
2014-08-12,27100.0,27350.0,1994930.0,9.53,-45975,153408,-99457
2014-08-13,27650.0,27900.0,1015041.0,9.72,-283383,103754,166865
2014-08-14,28100.0,27800.0,730128.0,9.68,75382,-52977,-25116
2014-08-18,27750.0,27100.0,1195045.0,9.44,169348,-145553,-19671
2014-08-19,27250.0,26850.0,1071413.0,9.35,195621,-243440,59065
2014-08-20,27000.0,26400.0,1576262.0,9.2,346653,-481965,236643
2014-08-21,26200.0,26300.0,906196.0,9.16,96153,-203525,121980
2014-08-22,26300.0,26400.0,571380.0,9.2,12914,-1189,-5125
2014-08-25,26150.0,25800.0,1249461.0,8.99,426044,-273677,-138209
2014-08-26,26200.0,26650.0,1062910.0,9.28,-127934,74433,53119
2014-08-27,26900.0,26850.0,837634.0,9.35,-208323,68542,153593
2014-08-28,26850.0,26700.0,606296.0,9.3,-2301,115622,-116871
2014-08-29,26750.0,27250.0,1534713.0,9.49,-198432,148703,46993
2014-09-01,29000.0,28950.0,8495296.0,10.08,-881289,297478,420170
2014-09-02,28700.0,27950.0,4783304.0,9.74,41941,-284028,253845
2014-09-03,27750.0,26800.0,2631173.0,9.34,294140,-157522,-135823
2014-09-04,27050.0,26900.0,1039749.0,9.37,-120336,-34685,151322
2014-09-05,26550.0,26800.0,1135600.0,9.34,-11102,-110787,113374
2014-09-11,26700.0,26750.0,755598.0,9.32,-2374,47493,-48793
2014-09-12,26650.0,26550.0,779332.0,9.25,231681,-155620,-76884
2014-09-15,26500.0,26250.0,840190.0,9.14,-86862,35311,49201
2014-09-16,26250.0,26200.0,1070936.0,9.13,160054,80774,-242373
2014-09-17,26350.0,25850.0,1758856.0,9.0,442468,-92970,-271515
2014-09-18,25800.0,25550.0,1439317.0,8.9,251635,-285025,97170
2014-09-19,25750.0,25750.0,862869.0,8.97,46385,64737,-116197
2014-09-22,25750.0,25300.0,961119.0,8.81,245804,-47291,-202469
2014-09-23,25150.0,25100.0,957208.0,8.74,55855,-20901,-34022
2014-09-24,25200.0,25600.0,945400.0,8.92,-171639,22383,148485
2014-09-25,25950.0,25450.0,1069601.0,8.87,48388,-99860,49401
2014-09-26,25350.0,25600.0,532128.0,8.92,-13712,11577,5784
2014-09-29,25550.0,25100.0,1337474.0,8.74,178358,-10234,-162130
2014-09-30,24900.0,25250.0,1545607.0,8.8,-52017,316347,-277504
2014-10-01,25100.0,23750.0,2607526.0,8.27,802349,-360225,-426392
2014-10-02,23350.0,23050.0,1811357.0,8.03,163488,39616,-197202
2014-10-06,23100.0,23850.0,1413582.0,8.31,7364,-62698,51977
2014-10-07,23950.0,23600.0,1232176.0,8.22,171176,34981,-205657
2014-10-08,23650.0,24100.0,1231267.0,8.4,-94081,9592,72711
2014-10-10,24250.0,24100.0,1053291.0,8.4,58883,-139426,82780
2014-10-13,23850.0,23950.0,711024.0,8.34,31078,26554,-59276
2014-10-14,23800.0,24150.0,777032.0,8.41,-6651,-24154,30159
2014-10-15,24150.0,23450.0,1002859.0,8.17,141007,-36939,-117820
2014-10-16,23150.0,23600.0,866070.0,8.22,-49873,-87457,132340
2014-10-17,23650.0,23550.0,931658.0,8.2,-11650,-90719,113307
2014-10-20,23850.0,25050.0,1771369.0,8.73,-387692,-74204,465854
2014-10-21,25100.0,24150.0,1195690.0,8.41,296688,-100312,-193002
2014-10-22,24550.0,24050.0,796229.0,8.38,140194,-175228,42936
2014-10-23,24150.0,23350.0,1126461.0,8.13,426062,-446236,34497
2014-10-24,23500.0,22800.0,1042264.0,7.94,178219,-125440,-54129
2014-10-27,22900.0,24450.0,1812905.0,8.52,-377681,397347,-22066
2014-10-28,24450.0,24050.0,1053429.0,8.38,108441,157064,-266673
2014-10-29,24450.0,25750.0,3175496.0,8.97,-555103,352844,167077
2014-10-30,26000.0,25650.0,1749883.0,8.94,-93392,-369041,-7785
2014-10-31,25400.0,26050.0,2077518.0,9.07,-510001,-386734,-80259
2014-11-03,25900.0,25850.0,1739540.0,9.0,-207134,-324580,-408323
2014-11-04,25850.0,25800.0,1294121.0,8.99,-174918,6050,-385442
2014-11-05,26000.0,25800.0,1152329.0,8.99,-218982,-111753,-329315
2014-11-06,25900.0,26350.0,1879574.0,9.18,-953189,-99778,55486
2014-11-07,26300.0,26450.0,2144028.0,9.21,-459429,-313310,-404878
2014-11-10,26700.0,26550.0,2227115.0,9.25,-60773,-879867,-206123
2014-11-11,26550.0,26600.0,2003533.0,9.27,-539075,-642293,200367
2014-11-12,26500.0,26500.0,3066107.0,9.23,-409240,-838207,49527
2014-11-13,26500.0,25800.0,3090647.0,8.99,144376,-764240,-557952
2014-11-14,26000.0,25700.0,3423873.0,8.95,-670124,-469846,-45442
2014-11-17,26000.0,25750.0,2109781.0,8.97,-350320,-270293,206618
2014-11-18,25800.0,25050.0,2978843.0,8.73,651529,-849109,195635
2014-11-19,25100.0,23450.0,6517061.0,8.17,2136653,-1686417,-457053
2014-11-20,23500.0,23450.0,3356827.0,8.17,692953,-24469,-670527
2014-11-21,23650.0,23550.0,1594251.0,8.2,349387,-139293,-212224
2014-11-24,23850.0,24350.0,2934224.0,8.48,-214337,294510,-85505
2014-11-25,24400.0,24250.0,1476912.0,8.45,-65466,190596,-125156
2014-11-26,24000.0,23700.0,2304341.0,8.26,795015,-123579,-671423
2014-11-27,23800.0,22900.0,3080241.0,7.98,1543971,-417819,-1129552
2014-11-28,22650.0,21600.0,3216326.0,7.52,1020111,-630600,-400012
2014-12-01,21150.0,21000.0,2278996.0,7.32,560110,-336380,-216723
2014-12-02,21050.0,21450.0,1668902.0,7.47,111803,-129092,14271
2014-12-03,21200.0,21300.0,714163.0,7.42,155674,-9405,-146250
2014-12-04,21400.0,21650.0,1152980.0,7.54,-56749,149774,-97441
2014-12-05,21700.0,21600.0,599904.0,7.52,100755,-84342,-30874
2014-12-08,21800.0,21400.0,984263.0,7.45,194501,55878,-298084
2014-12-09,21150.0,20800.0,1633660.0,7.25,408429,-315659,-93277
2014-12-10,20800.0,20600.0,1188728.0,7.18,87125,-54065,-104937
2014-12-11,20200.0,20350.0,1465292.0,7.09,124781,372719,-542639
2014-12-12,20500.0,20350.0,1377160.0,7.09,272301,-30636,-245106
2014-12-15,20100.0,20800.0,1564102.0,7.25,-80206,292215,-211366
2014-12-16,20650.0,20200.0,1476077.0,7.04,315567,78730,-395357
2014-12-17,20300.0,20350.0,1479076.0,7.09,-9600,40029,-30434
2014-12-18,20650.0,21200.0,2703999.0,7.38,-620559,-151866,775875
2014-12-19,21400.0,21500.0,1644199.0,7.49,-24222,-64092,186848
2014-12-22,21600.0,21400.0,1035205.0,7.45,-8880,-2709,12229
2014-12-23,21500.0,21050.0,1377992.0,7.33,60503,-168313,126161
2014-12-24,21150.0,21350.0,804437.0,7.44,-150877,-97875,251072
2014-12-26,21350.0,20800.0,881055.0,7.25,-84653,24512,89984
2014-12-29,20650.0,20200.0,1199970.0,7.04,399701,-580413,111661
2014-12-30,20200.0,19950.0,901752.0,6.95,290002,-192850,-97530
2015-01-02,19900.0,19650.0,1087163.0,29.0,39317,-34509,10534
2015-01-05,19500.0,19050.0,1584809.0,28.11,177008,-224787,53714
2015-01-06,18450.0,18200.0,2417888.0,26.86,195679,-244115,47542
2015-01-07,18050.0,18300.0,1250549.0,27.01,88163,-258150,174917
2015-01-08,18500.0,18300.0,1091091.0,27.01,243235,-309970,65512
2015-01-09,18700.0,19050.0,1617680.0,28.11,-125902,47964,73309
2015-01-12,18950.0,18800.0,848135.0,27.75,138330,44412,-182868
2015-01-13,18750.0,18350.0,1089363.0,27.08,224942,-217743,-4540
2015-01-14,18350.0,18550.0,913401.0,27.38,-84924,52179,92745
2015-01-15,18550.0,18000.0,1543660.0,26.57,607774,-95584,-511070
2015-01-16,17900.0,17250.0,2137409.0,25.46,513541,160246,-667536
2015-01-19,17500.0,18200.0,2398949.0,26.86,-663186,728589,-62443
2015-01-20,18150.0,18350.0,1028488.0,27.08,-122102,93459,34143
2015-01-21,18250.0,17900.0,945065.0,26.42,128888,-165706,36368
2015-01-22,18350.0,18500.0,1507213.0,27.3,-72943,-92089,153160
2015-01-23,19150.0,18250.0,1936867.0,26.93,291444,-68900,-222624
2015-01-26,18200.0,18000.0,1503060.0,26.57,433797,-85879,-348739
2015-01-27,18200.0,18550.0,1112362.0,27.38,60885,9084,-68928
2015-01-28,18450.0,19100.0,2706304.0,28.19,597784,-118469,-481428
2015-01-29,18800.0,18800.0,1353740.0,27.75,170803,11139,-189806
2015-01-30,18750.0,17900.0,4355445.0,26.42,1534938,-406666,-1143679
2015-02-02,18250.0,18300.0,2719245.0,27.01,356714,288016,-641053
2015-02-03,18700.0,18600.0,4177804.0,27.45,85850,-58741,-25508
2015-02-04,19150.0,18800.0,2500215.0,27.75,-128098,-35254,171529
2015-02-05,18650.0,18400.0,1878690.0,27.16,319482,-151133,-168121
2015-02-06,18600.0,18600.0,1004876.0,27.45,22611,-53469,30403
2015-02-09,18600.0,18900.0,1523074.0,27.89,-54257,140955,-102377
2015-02-10,18900.0,18350.0,2108165.0,27.08,466195,-71981,-402660
2015-02-11,18450.0,18500.0,1253013.0,27.3,77952,-57705,-16617
2015-02-12,18500.0,18350.0,1180799.0,27.08,198880,-2730,-194661
2015-02-13,18500.0,18700.0,1245038.0,27.6,-380363,-28412,405637
2015-02-16,18750.0,18550.0,906033.0,27.38,-12526,5677,8206
2015-02-17,18500.0,18650.0,697824.0,27.52,34999,43352,-78914
2015-02-23,18800.0,18500.0,800745.0,27.3,179985,6686,-187591
2015-02-24,18550.0,18400.0,1077658.0,27.16,88441,23919,-110902
2015-02-25,18500.0,19350.0,3366250.0,28.56,-448548,348542,97626
2015-02-26,19500.0,20250.0,3568604.0,29.88,-558044,126676,430318
2015-02-27,20200.0,19700.0,2146058.0,29.07,422742,-42622,-389190
2015-03-02,19900.0,20400.0,2561162.0,30.11,259049,155657,-407159
2015-03-03,20850.0,20300.0,3326300.0,29.96,291623,-74907,-250164
2015-03-04,20350.0,20150.0,1801995.0,29.74,230502,-10614,-225869
2015-03-05,20000.0,20000.0,1030517.0,29.52,100994,-167712,61198
2015-03-06,20150.0,20650.0,1406668.0,30.48,-103829,110136,-15556
2015-03-09,20450.0,20050.0,1649902.0,29.59,474304,79521,-571487
2015-03-10,20250.0,19900.0,1414339.0,29.37,160838,93176,-255766
2015-03-11,19550.0,19650.0,1388094.0,29.0,67952,180009,-226546
2015-03-12,19700.0,19200.0,2086832.0,28.34,552226,78567,-622989
2015-03-13,19350.0,19300.0,1680277.0,28.48,247666,35398,-287509
2015-03-16,19350.0,18500.0,2037385.0,27.3,587082,44571,-650404
2015-03-17,18650.0,18850.0,2169659.0,27.82,307631,117609,-407584
2015-03-18,18600.0,18600.0,1633773.0,27.45,248777,-40432,-214468
2015-03-19,19000.0,18900.0,2093067.0,27.89,168386,-81357,-93610
2015-03-20,18800.0,18850.0,1634291.0,27.82,420090,-297890,-213970
2015-03-23,19050.0,18950.0,1154355.0,27.97,85178,-28453,-55499
2015-03-24,18800.0,18600.0,1514315.0,27.45,564287,-135610,-429879
2015-03-25,18700.0,18250.0,1475633.0,26.93,319574,-175546,-164798
2015-03-26,18350.0,18400.0,1152144.0,27.16,116641,-128516,11144
2015-03-27,18700.0,18350.0,961530.0,27.08,126749,-27348,-103598
2015-03-30,18350.0,18100.0,1240536.0,26.71,280114,-117462,-167926
2015-03-31,18200.0,18050.0,1510403.0,26.64,436615,-220198,-227672
2015-04-01,18100.0,18500.0,2742093.0,27.3,445471,-313,-426253
2015-04-02,18550.0,18200.0,1607465.0,26.86,373568,-135093,-234125
2015-04-03,18200.0,18450.0,1624185.0,27.23,-208214,33773,174251
2015-04-06,18650.0,19150.0,3154541.0,28.26,-444365,250063,278223
2015-04-07,19550.0,19550.0,2512015.0,28.85,-574087,519464,-62261
2015-04-08,19700.0,19750.0,2889419.0,29.15,-293408,393093,-126745
2015-04-09,19650.0,19200.0,2593061.0,28.34,651304,72172,-704349
2015-04-10,19250.0,19150.0,1675486.0,28.26,142971,10540,-160942
2015-04-13,19350.0,19950.0,2811403.0,29.44,-227209,108478,126677
2015-04-14,20100.0,19850.0,2276880.0,29.29,345361,-116891,-240679
2015-04-15,20100.0,20000.0,2076155.0,29.52,-195118,86986,83592
2015-04-16,20500.0,20050.0,2995803.0,29.59,7369,62,68
2015-04-17,20150.0,19550.0,2488368.0,28.85,607295,46817,-658307
2015-04-20,19150.0,19400.0,1832476.0,28.63,358414,-157381,-202018
2015-04-21,19600.0,19400.0,1520439.0,28.63,217020,-170206,-53066
2015-04-22,19350.0,19350.0,1899158.0,28.56,95640,-97721,2027
2015-04-23,19550.0,19450.0,1908784.0,28.7,366236,-224827,-137909
2015-04-24,19550.0,19250.0,1632546.0,28.41,362117,-249924,-103277
2015-04-27,19250.0,19450.0,1244402.0,28.7,62907,-68180,6878
2015-04-28,19600.0,19650.0,2771416.0,29.0,150393,128930,-273868
2015-04-29,19100.0,18500.0,6572292.0,27.3,2189943,-1528863,-663937
2015-04-30,18350.0,18150.0,2238406.0,26.79,434943,-2016,-439213
2015-05-04,18300.0,18450.0,2232836.0,27.23,-266527,74667,183710
2015-05-06,18400.0,18600.0,2185860.0,27.45,-291354,63369,227927
2015-05-07,18800.0,18500.0,1407958.0,27.3,289807,35513,-325415
2015-05-08,18500.0,18200.0,1435991.0,26.86,383955,-112232,-273697
2015-05-11,18450.0,18250.0,985460.0,26.93,136899,-35556,-89214
2015-05-12,18200.0,18100.0,1078835.0,26.71,214869,-63621,-152536
2015-05-13,17950.0,18250.0,1004393.0,26.93,-74514,194375,-119432
2015-05-14,18350.0,18450.0,1104689.0,27.23,-67877,-110676,181103
2015-05-15,18500.0,18150.0,1015594.0,26.79,73608,-44334,-26116
2015-05-18,18050.0,17700.0,1876659.0,26.12,450720,-303987,-155603
2015-05-19,17800.0,17950.0,1482301.0,26.49,-4085,7274,-3289
2015-05-20,18100.0,17950.0,961709.0,26.49,-87356,-150373,237619
2015-05-21,18000.0,17800.0,1011667.0,26.27,120927,-164457,43565
2015-05-22,17850.0,18700.0,2535202.0,27.6,-888918,25549,862348
2015-05-26,18800.0,18700.0,1914977.0,27.6,-8897,228274,-217989
2015-05-27,18600.0,18350.0,1133610.0,27.08,71681,-15345,-57600
2015-05-28,18450.0,17900.0,1502133.0,26.42,150227,-6144,-144093
2015-05-29,17950.0,17900.0,1748816.0,26.42,43556,41561,-87418
2015-06-01,17950.0,17900.0,875159.0,26.42,13946,8211,-20369
2015-06-02,17800.0,17700.0,1019889.0,26.12,-127398,101498,-8638
