Symbol,현대그린푸드_시가(원),현대그린푸드_종가(원),현대그린푸드_거래량(주),현대그린푸드_PER(IFRS-연결),현대그린푸드_순매수수량(개인)(주),현대그린푸드_순매수수량(기관계)(주),현대그린푸드_순매수수량(외국인계)(주)
2005-05-12,30450.0,29600.0,5565.0,6.54,-970,-460,1430
2005-05-13,29500.0,29000.0,21324.0,6.41,-810,7570,-1760
2005-05-16,28750.0,28600.0,11590.0,6.32,-200,-1640,3310
2005-05-17,29550.0,28000.0,19550.0,6.19,-5210,4180,1030
2005-05-18,29100.0,29000.0,44722.0,6.41,770,2780,-1250
2005-05-19,28600.0,29000.0,25032.0,6.41,532,5588,-7040
2005-05-20,29450.0,29400.0,15275.0,6.5,-1670,2950,120
2005-05-23,29450.0,29900.0,22613.0,6.61,1312,-1452,-1090
2005-05-24,29550.0,29500.0,24786.0,6.52,7380,-4900,-8480
2005-05-25,29150.0,29750.0,18430.0,6.58,-4320,5450,-3120
2005-05-26,30000.0,30000.0,28307.0,6.63,-540,-2910,-6410
2005-05-27,30000.0,30000.0,37973.0,6.63,-3477,8747,-14270
2005-05-30,30000.0,30100.0,14570.0,6.65,1840,70,-910
2005-05-31,30100.0,30200.0,11490.0,6.68,-4380,3060,-1180
2005-06-01,29800.0,30150.0,29120.0,6.67,-6730,14050,-3820
2005-06-02,30500.0,32050.0,43900.0,7.09,-6660,2890,-1730
2005-06-03,31850.0,32100.0,15330.0,7.1,-2220,-390,-3790
2005-06-07,32100.0,33500.0,30960.0,7.41,-2120,-5210,3250
2005-06-08,33300.0,36500.0,76290.0,8.07,-26250,21520,3930
2005-06-09,36400.0,36500.0,25866.0,8.07,-3642,5422,-6380
2005-06-10,36400.0,36500.0,34292.0,8.07,-4250,7890,-8920
2005-06-13,36000.0,36500.0,12094.0,8.07,-4506,4096,-2100
2005-06-14,35800.0,36000.0,28311.0,7.96,-10310,11870,-4160
2005-06-15,35200.0,36500.0,19200.0,8.07,-1120,0,-3000
2005-06-16,36500.0,36500.0,24199.0,8.07,-7240,9450,-2750
2005-06-17,36500.0,38200.0,116720.0,8.45,-670,35450,-28160
2005-06-20,38450.0,39000.0,26566.0,8.62,-490,3730,0
2005-06-21,39000.0,39000.0,36810.0,8.62,-4390,3250,-10600
2005-06-22,38450.0,39500.0,30540.0,8.73,-6260,-8450,-290
2005-06-23,39500.0,40500.0,19910.0,8.95,-8457,5207,250
2005-06-24,39800.0,40200.0,11261.0,8.89,-4467,5157,150
2005-06-27,40100.0,40200.0,22781.0,8.89,-2960,9380,-1800
2005-06-28,40000.0,41500.0,26270.0,9.17,-10130,14750,-10000
2005-06-29,41050.0,44400.0,75711.0,9.82,-10510,18610,-20300
2005-06-30,44300.0,46500.0,156736.0,10.28,-14728,70098,-21670
2005-07-01,45600.0,43600.0,70879.0,9.64,37839,-1679,-5190
2005-07-04,43200.0,43000.0,34623.0,9.51,-4806,1160,1746
2005-07-05,43050.0,42000.0,72530.0,9.29,-3533,9913,8720
2005-07-06,40700.0,40700.0,40498.0,9.0,20712,-17532,4240
2005-07-07,40500.0,41500.0,49220.0,9.17,-1252,-14308,15750
2005-07-08,41000.0,41000.0,48081.0,9.06,-753,8033,0
2005-07-11,41100.0,42150.0,49750.0,9.32,-3717,-4093,6540
2005-07-12,42600.0,41500.0,27450.0,9.17,3176,-3906,730
2005-07-13,41500.0,40300.0,44818.0,8.91,1426,-2526,0
2005-07-14,40500.0,39350.0,50047.0,8.7,7687,2533,-1230
2005-07-15,39650.0,39250.0,46877.0,8.68,21387,-17427,10
2005-07-18,40700.0,39500.0,40622.0,8.73,26410,-13710,300
2005-07-19,39200.0,41500.0,61320.0,9.17,-304,5704,340
2005-07-20,41100.0,41200.0,51714.0,9.11,-5086,11536,-50
2005-07-21,41200.0,41100.0,55370.0,9.09,-10593,9213,-1720
2005-07-22,40500.0,41100.0,40770.0,9.09,-5053,9583,-1030
2005-07-25,40600.0,43000.0,64902.0,9.51,639,2101,-240
2005-07-26,43200.0,43000.0,27340.0,9.51,-5779,29,-250
2005-07-27,43000.0,43600.0,32680.0,9.64,-10405,5885,-2480
2005-07-28,43150.0,43550.0,84880.0,9.63,5018,58276,-10494
2005-07-29,43550.0,42550.0,33952.0,9.41,4590,-11750,-120
2005-08-01,42000.0,42550.0,201040.0,9.41,15998,-10438,-2920
2005-08-02,41500.0,42000.0,33480.0,9.29,-7930,-5690,12930
2005-08-03,41300.0,41200.0,21205.0,9.11,-2660,-3090,1100
2005-08-04,41000.0,40050.0,64480.0,8.85,36362,-36380,138
2005-08-05,40250.0,39700.0,18251.0,8.78,-7660,7870,-210
2005-08-08,39450.0,39300.0,6530.0,8.69,-119,-371,490
2005-08-09,39300.0,39800.0,48901.0,8.8,17229,19661,1110
2005-08-10,40450.0,43200.0,132653.0,9.55,-28526,3256,40250
2005-08-11,44000.0,45600.0,113290.0,10.08,-19280,5180,10690
2005-08-12,45950.0,45400.0,41078.0,10.04,-11730,17020,630
2005-08-16,45000.0,45000.0,21390.0,9.95,-3020,5880,-2860
2005-08-17,45500.0,45500.0,23896.0,10.06,-4254,8764,-2010
2005-08-18,45100.0,45500.0,24730.0,10.06,-8273,12160,-3598
2005-08-19,45500.0,46200.0,38431.0,10.21,-4975,18715,-740
2005-08-22,46150.0,46900.0,32411.0,10.37,3980,270,-4450
2005-08-23,46100.0,46000.0,13931.0,10.17,591,-901,-40
2005-08-24,46000.0,46100.0,27680.0,10.19,-8897,14117,-5070
2005-08-25,45500.0,45250.0,8711.0,10.0,-4403,4713,-310
2005-08-26,45950.0,45250.0,20850.0,10.0,-7432,7032,-200
2005-08-29,44050.0,44900.0,23110.0,9.93,-9150,12480,-4300
2005-08-30,44850.0,46000.0,16500.0,10.17,-10470,7050,-1580
2005-08-31,45300.0,45900.0,206620.0,10.15,-5150,18750,-16600
2005-09-01,45500.0,47000.0,23798.0,10.39,770,7860,-8830
2005-09-02,47000.0,46950.0,16978.0,10.38,-3762,4442,-680
2005-09-05,46300.0,47000.0,19870.0,10.39,-8500,6740,1760
2005-09-06,46950.0,46700.0,22380.0,10.32,3150,3690,-7040
2005-09-07,46800.0,46950.0,36092.0,10.38,6153,1447,-8150
2005-09-08,47000.0,46750.0,26941.0,10.34,2010,2360,-2600
2005-09-09,46100.0,46400.0,18700.0,10.26,-491,471,20
2005-09-12,46400.0,44600.0,26426.0,9.86,8522,-4882,-3640
2005-09-13,44600.0,45700.0,20390.0,10.1,-10071,7081,-10
2005-09-14,45100.0,46100.0,12680.0,10.19,-7740,5850,1890
2005-09-15,45900.0,45800.0,12820.0,10.13,-3971,3821,150
2005-09-16,46000.0,47000.0,19850.0,10.39,-10547,10537,-490
2005-09-20,47000.0,46900.0,13167.0,10.37,-809,-261,170
2005-09-21,46700.0,46950.0,18015.0,10.38,-2358,3518,-110
2005-09-22,47000.0,46950.0,17375.0,10.38,-4170,4650,-670
2005-09-23,46900.0,46950.0,18015.0,10.38,-10609,10469,140
2005-09-26,46950.0,46850.0,30892.0,10.36,5870,9610,-14280
2005-09-27,46900.0,46050.0,16397.0,10.18,1877,3773,-5650
2005-09-28,45100.0,46300.0,31950.0,10.24,2510,-2810,-200
2005-09-29,46300.0,47000.0,34492.0,10.39,-189,-2710,3630
2005-09-30,47000.0,49500.0,98788.0,10.94,13515,10845,-33060
2005-10-04,49500.0,50000.0,23640.0,11.05,-3970,1300,1560
2005-10-05,49500.0,49400.0,13931.0,10.92,-2680,5190,-2510
2005-10-06,49000.0,48500.0,16027.0,10.72,-7331,8151,-820
2005-10-07,48400.0,48500.0,25882.0,10.72,-618,3998,-3380
2005-10-10,48200.0,48800.0,37660.0,10.79,10,1550,-3670
2005-10-11,49350.0,50000.0,212554.0,11.05,25030,-42440,-2590
2005-10-12,50000.0,49200.0,119492.0,10.88,32000,-7850,-21750
2005-10-13,49000.0,49000.0,54560.0,10.83,-16550,-8640,25550
2005-10-14,48300.0,56300.0,130224.0,12.45,-51580,60190,-19910
2005-10-17,56300.0,58500.0,110395.0,12.93,-27250,39520,-9790
2005-10-18,58000.0,58000.0,85877.0,12.82,1847,29783,-31500
2005-10-19,58000.0,58000.0,25870.0,12.82,-6726,6156,570
2005-10-20,58000.0,59000.0,68024.0,13.04,-1181,16475,-24094
2005-10-21,57300.0,67800.0,43470.0,14.99,-23730,20120,-7850
2005-10-24,64900.0,64800.0,31917.0,14.33,12077,-5247,-6000
2005-10-25,65500.0,65000.0,41672.0,14.37,-3508,9108,-2940
2005-10-26,64600.0,63200.0,48399.0,13.97,3690,20030,-19690
2005-10-27,61800.0,61500.0,40790.0,13.6,-1980,15780,-15070
2005-10-28,60200.0,61500.0,71490.0,13.6,-7860,30060,-26350
2005-10-31,62200.0,60800.0,44632.0,13.44,-1134,12470,-13336
2005-11-01,60500.0,62500.0,50535.0,13.82,1215,8525,150
2005-11-02,62100.0,63400.0,49390.0,14.02,1730,150,-1040
2005-11-03,63400.0,63200.0,26811.0,13.97,3101,1819,80
2005-11-04,62800.0,62000.0,25400.0,13.71,7760,-5650,-1270
2005-11-07,61400.0,60300.0,22211.0,13.33,1430,-2370,3940
2005-11-08,61100.0,63800.0,38370.0,14.11,-12410,12780,-450
2005-11-09,63100.0,62900.0,21920.0,13.91,-640,-210,-1750
2005-11-10,63000.0,63700.0,25890.0,14.08,2730,8890,-12000
2005-11-11,64500.0,66800.0,70604.0,14.77,1350,-9250,12620
2005-11-14,67000.0,64200.0,32910.0,14.19,8730,-4730,-5470
2005-11-15,64400.0,63000.0,17097.0,13.93,5408,-3258,-2150
2005-11-16,62300.0,62000.0,24576.0,13.71,2761,-3781,1020
2005-11-17,62000.0,61500.0,52920.0,13.6,13600,-16460,-4200
2005-11-18,61600.0,60600.0,31012.0,13.4,4852,-7582,-270
2005-11-21,60500.0,60700.0,17041.0,13.42,2436,-2386,-1150
2005-11-22,59800.0,60700.0,64100.0,13.42,-4034,15014,-1940
2005-11-23,60200.0,62600.0,32589.0,13.84,-7919,5489,-3120
2005-11-24,65200.0,71500.0,219321.0,15.81,-27705,-7385,34660
2005-11-25,70800.0,78000.0,96136.0,17.24,-34680,14620,19210
2005-11-28,77000.0,79200.0,51124.0,17.51,-10008,31598,-13440
2005-11-29,79000.0,82600.0,36481.0,18.26,-12790,17580,-1230
2005-11-30,90000.0,83900.0,41040.0,18.55,-2580,20950,-18250
2005-12-01,82900.0,79400.0,29525.0,17.55,5899,4740,-9500
2005-12-02,79500.0,79500.0,33880.0,17.58,5540,-6210,3070
2005-12-05,78100.0,77000.0,37918.0,17.02,8923,6027,-3700
2005-12-06,76600.0,78900.0,21942.0,17.44,-1060,6900,220
2005-12-07,79100.0,77700.0,27285.0,17.18,1445,7875,-9080
2005-12-08,77700.0,77400.0,25834.0,17.11,5304,-7664,2150
2005-12-09,75500.0,79300.0,32810.0,17.53,-4320,1830,-3270
2005-12-12,79500.0,78400.0,19009.0,17.33,6740,-8580,-410
2005-12-13,78400.0,76500.0,40960.0,16.91,18970,-11050,-6120
2005-12-14,76700.0,75500.0,17470.0,16.69,7830,-7550,-200
2005-12-15,75100.0,73700.0,22270.0,16.29,6580,-4990,-2090
2005-12-16,72100.0,72000.0,72025.0,15.92,21030,-23710,2260
2005-12-19,70200.0,74000.0,55749.0,16.36,3120,17860,-11620
2005-12-20,73300.0,74000.0,28670.0,16.36,-1300,-6310,8600
2005-12-21,74200.0,74500.0,33604.0,16.47,-654,1504,-3050
2005-12-22,73900.0,77200.0,39121.0,17.07,-17220,4750,9370
2005-12-23,77100.0,75400.0,25155.0,16.67,4518,-5078,-1040
2005-12-26,74900.0,73400.0,56811.0,16.23,10167,973,60
2005-12-27,73400.0,71100.0,20075.0,15.72,7975,-8505,0
2005-12-28,71100.0,73500.0,26580.0,16.25,-1199,-3461,-320
2005-12-29,73000.0,75300.0,39273.0,16.65,-11570,8160,6500
2006-01-02,76700.0,75200.0,19259.0,18.5,2540,-4290,-750
2006-01-03,75100.0,76000.0,18900.0,18.7,-610,-800,-490
2006-01-04,77500.0,79900.0,90600.0,19.66,14680,-10740,-2290
2006-01-05,80900.0,79000.0,35758.0,19.44,1508,1782,-2790
2006-01-06,78000.0,79000.0,34370.0,19.44,-1107,-2623,3100
2006-01-09,80800.0,82900.0,53990.0,20.4,-5400,-9920,15000
2006-01-10,83300.0,80000.0,32110.0,19.68,-3640,-5020,12740
2006-01-11,79500.0,80600.0,40649.0,19.83,420,-17530,18940
2006-01-12,80600.0,80900.0,29771.0,19.91,-3620,-4970,7280
2006-01-13,79200.0,80800.0,17251.0,19.88,-3460,5040,-3270
2006-01-16,79800.0,79800.0,20070.0,19.64,-1080,5260,-2000
2006-01-17,79800.0,76000.0,42670.0,18.7,2670,-10860,8000
2006-01-18,75000.0,76400.0,29560.0,18.8,-8330,-1290,4400
2006-01-19,74400.0,73800.0,45043.0,18.16,9316,-13606,1810
2006-01-20,72400.0,72300.0,23542.0,17.79,-3760,-2770,7010
2006-01-23,68400.0,69900.0,50560.0,17.2,-1620,-21010,22480
2006-01-24,71300.0,71400.0,45971.0,17.57,3651,-18411,16840
2006-01-25,70500.0,69500.0,47255.0,17.1,14900,-31491,15520
2006-01-26,70000.0,69500.0,19526.0,17.1,3290,-12320,8040
2006-01-27,71000.0,73100.0,53426.0,17.99,5545,-16595,5850
2006-01-31,72600.0,73500.0,25981.0,18.09,3084,-4394,1310
2006-02-01,72900.0,69200.0,29451.0,17.03,8401,-11861,3560
2006-02-02,69900.0,67700.0,30383.0,16.66,5573,-13983,8410
2006-02-03,65800.0,67300.0,18700.0,16.56,-40,-3170,3210
2006-02-06,65200.0,67400.0,11450.0,16.58,-3120,-360,3480
2006-02-07,66400.0,68600.0,16560.0,16.88,-1760,1930,-170
2006-02-08,67200.0,67300.0,13953.0,16.56,-2487,-3233,6130
2006-02-09,66900.0,66700.0,9213.0,16.41,211,589,-980
2006-02-10,66800.0,66700.0,19980.0,16.41,-1570,-5250,2790
2006-02-13,66700.0,65000.0,23470.0,15.99,4100,4880,-2020
2006-02-14,64000.0,64400.0,38660.0,15.85,2552,-1822,-5730
2006-02-15,65000.0,65600.0,15780.0,16.14,-8030,6190,1860
2006-02-16,65600.0,66800.0,11305.0,16.44,-4265,2925,1260
2006-02-17,66500.0,66400.0,14314.0,16.34,-1170,-6240,7790
2006-02-20,66400.0,70000.0,38742.0,17.22,-2420,-16680,19100
2006-02-21,69500.0,69700.0,34500.0,17.15,-6896,-10924,17820
2006-02-22,69700.0,70900.0,13975.0,17.45,-7725,605,7120
2006-02-23,70800.0,72300.0,16900.0,17.79,-2850,-1670,4140
2006-02-24,72500.0,72400.0,14151.0,17.81,-2920,-960,2940
2006-02-27,72300.0,72300.0,13863.0,17.79,880,-4610,2730
2006-02-28,73200.0,72900.0,19541.0,17.94,780,-2410,660
2006-03-02,72200.0,70000.0,36960.0,17.22,18940,-10850,-7990
2006-03-03,68500.0,67200.0,21730.0,16.54,6160,-7460,1300
2006-03-06,66600.0,67000.0,19123.0,16.49,2170,-6130,6460
2006-03-07,66800.0,66100.0,19940.0,16.26,2410,-1690,-720
2006-03-08,65300.0,64800.0,18600.0,15.94,4940,-7140,2840
2006-03-09,65000.0,65100.0,20710.0,16.02,5960,-8510,2550
2006-03-10,65100.0,64300.0,31528.0,15.82,13270,-11940,-2180
2006-03-13,64500.0,63800.0,27973.0,15.7,12662,-5782,-7080
2006-03-14,63800.0,64300.0,19770.0,15.82,2907,-2767,-140
2006-03-15,64500.0,63000.0,25707.0,15.5,1048,4332,-5030
2006-03-16,62200.0,63400.0,19225.0,15.6,-1878,-422,0
2006-03-17,62500.0,63000.0,20917.0,15.5,5670,-6770,-150
2006-03-20,62200.0,62700.0,19592.0,15.43,6670,-4970,-2810
2006-03-21,62600.0,61900.0,21680.0,15.23,7360,-9820,1700
2006-03-22,61600.0,59500.0,21833.0,14.64,10680,-4260,1040
2006-03-23,59600.0,58700.0,45654.0,14.44,4044,1236,2520
2006-03-24,57700.0,59800.0,45012.0,14.71,-4050,1290,17260
2006-03-27,58400.0,61500.0,33250.0,15.13,-4090,-1610,9810
2006-03-28,61400.0,61300.0,22350.0,15.08,-440,-7760,8200
2006-03-29,60300.0,60500.0,20990.0,14.89,-3050,-3610,6660
2006-03-30,60100.0,62000.0,43480.0,15.26,-7580,5298,1382
2006-03-31,61200.0,63000.0,40100.0,15.5,1740,-10380,8640
2006-04-03,62600.0,64000.0,32770.0,15.75,-1098,-2572,3670
2006-04-04,64100.0,65500.0,36370.0,16.12,-4630,-10790,9220
2006-04-05,65800.0,65000.0,58029.0,15.99,1989,-26659,24670
2006-04-06,65300.0,67000.0,68384.0,16.49,-7756,-13624,21170
2006-04-07,67100.0,70200.0,52600.0,17.27,-11158,6638,4520
2006-04-10,69600.0,70000.0,21630.0,17.22,-4150,-4180,8330
2006-04-11,70400.0,70000.0,16415.0,17.22,-9216,3786,5430
2006-04-12,70000.0,70200.0,33026.0,17.27,-7910,100,3840
2006-04-13,70300.0,72400.0,15982.0,17.81,-4242,4042,200
2006-04-14,71400.0,75400.0,29893.0,18.55,-22910,22780,-170
2006-04-17,74200.0,75000.0,16912.0,18.45,-3072,-1518,4590
2006-04-18,75000.0,74800.0,22671.0,18.41,-9517,-73,13590
2006-04-19,74900.0,73600.0,49790.0,18.11,560,1860,-3920
2006-04-20,73600.0,75000.0,25413.0,18.45,-4908,5578,3050
2006-04-21,75100.0,77000.0,38237.0,18.95,-5880,-2010,7840
2006-04-24,75500.0,76400.0,38170.0,18.8,-140,3620,-7360
2006-04-25,75600.0,76100.0,14270.0,18.72,-5110,1960,760
2006-04-26,75600.0,76000.0,9516.0,18.7,-4726,3726,0
2006-04-27,76000.0,75300.0,18490.0,18.53,280,-1420,-1720
2006-04-28,75900.0,76400.0,10700.0,18.8,-8740,7860,880
2006-05-02,76400.0,76500.0,9380.0,18.82,-3620,4560,-940
2006-05-03,77200.0,76500.0,17420.0,18.82,-4160,3210,-1010
2006-05-04,76500.0,75300.0,16030.0,18.53,140,9230,420
2006-05-08,75400.0,74300.0,36540.0,18.28,-520,680,-4160
2006-05-09,74000.0,74600.0,12750.0,18.36,-2070,360,5990
2006-05-10,74600.0,73400.0,24773.0,18.06,-3697,-8893,12590
2006-05-11,73000.0,73500.0,7226.0,18.09,-2220,-310,1530
2006-05-12,73600.0,74800.0,6340.0,18.41,-2430,2460,-30
2006-05-15,73800.0,74000.0,9510.0,18.21,-1900,2060,-160
2006-05-16,73400.0,73400.0,95900.0,18.06,77460,4960,-630
2006-05-17,73400.0,72000.0,16494.0,17.72,5340,-7410,2290
2006-05-18,69600.0,70000.0,20730.0,17.22,1580,2640,-4220
2006-05-19,69100.0,70000.0,28190.0,17.22,-3106,15846,-13140
2006-05-22,70900.0,65100.0,7348.0,16.02,360,1020,-1380
2006-05-23,65500.0,66300.0,16831.0,16.31,-1810,4440,-4480
2006-05-24,65500.0,66100.0,14161.0,16.26,2160,2530,-1390
2006-05-25,66500.0,64000.0,12360.0,15.75,5550,-2140,-4410
2006-05-26,64600.0,64500.0,22370.0,15.87,3783,5017,-7000
2006-05-29,63900.0,66300.0,14193.0,16.31,-3770,6630,-2520
2006-05-30,66300.0,66300.0,7230.0,16.31,-4140,5030,-890
2006-06-01,65300.0,64200.0,7510.0,15.8,-1393,3223,-1730
2006-06-02,64300.0,61800.0,24140.0,15.21,3850,8140,-12520
2006-06-05,62200.0,59000.0,21669.0,14.52,3338,-8148,-190
2006-06-07,57900.0,57000.0,22533.0,14.03,-2978,5953,-2975
2006-06-08,55800.0,56500.0,23109.0,13.9,-656,7149,-1886
2006-06-09,56500.0,57700.0,23193.0,14.2,2554,1515,-1335
2006-06-12,57700.0,58500.0,9796.0,14.39,977,1005,1168
2006-06-13,56300.0,56700.0,5524.0,13.95,-1134,1394,-60
2006-06-14,54600.0,57000.0,18808.0,14.03,-936,-4730,6875
2006-06-15,58400.0,55000.0,10740.0,13.53,4979,-689,-10
2006-06-16,56200.0,59000.0,10535.0,14.52,-6718,3001,1815
2006-06-19,57200.0,57000.0,9529.0,14.03,2594,4066,-4748
2006-06-20,56000.0,55300.0,8106.0,13.61,1197,239,-1436
2006-06-21,55300.0,54000.0,38788.0,13.29,2730,5240,-1700
2006-06-22,54800.0,54200.0,12571.0,13.34,1950,-455,-495
2006-06-23,52900.0,53700.0,11982.0,13.21,-152,-408,2070
2006-06-26,53200.0,53100.0,7686.0,13.07,-750,3299,-1179
2006-06-27,53100.0,53900.0,7194.0,13.26,-1165,3116,-1951
2006-06-28,52800.0,54800.0,3681.0,13.48,-2865,1882,983
2006-06-29,54000.0,55200.0,7408.0,13.58,66,2479,-2545
2006-06-30,56000.0,58700.0,29735.0,14.44,-1634,-12926,-840
2006-07-03,58300.0,56800.0,2728.0,13.98,672,-401,-55
2006-07-04,57300.0,57800.0,5586.0,14.22,-1639,390,513
2006-07-05,56900.0,58300.0,1698.0,14.35,-795,41,754
2006-07-06,58200.0,58700.0,2890.0,14.44,-931,2339,-908
2006-07-07,58700.0,58300.0,48013.0,14.35,1925,-29699,2320
2006-07-10,57100.0,58000.0,9775.0,14.27,-298,5391,-6160
2006-07-11,56900.0,57800.0,22702.0,14.22,4131,-3403,-1786
2006-07-12,56900.0,55900.0,14085.0,13.75,5583,-4326,-1257
2006-07-13,55800.0,54500.0,30998.0,13.41,2709,-4296,-63
2006-07-14,53500.0,54400.0,10349.0,13.39,-1544,1582,507
2006-07-18,53100.0,52800.0,12583.0,12.99,611,2699,-3960
2006-07-19,52400.0,52000.0,10986.0,12.79,620,-74,-546
2006-07-20,52600.0,54000.0,5852.0,13.29,-2753,2408,345
2006-07-21,53200.0,53000.0,7297.0,13.04,853,1202,-55
2006-07-24,53500.0,51700.0,7003.0,12.72,2187,-2557,770
2006-07-25,52100.0,51000.0,32274.0,12.55,431,165,5810
2006-07-26,50900.0,50500.0,18914.0,12.43,1743,-1391,-357
2006-07-27,50200.0,51500.0,26701.0,12.67,-2275,4348,8927
2006-07-28,51200.0,52000.0,19885.0,12.79,530,3352,73
2006-07-31,52100.0,53800.0,22654.0,13.24,-3203,4559,-6356
2006-08-01,53800.0,53400.0,7097.0,13.14,-770,2110,-1330
2006-08-02,52900.0,51200.0,10514.0,12.6,2638,802,-3430
2006-08-03,51500.0,50500.0,15963.0,12.43,6797,2000,-8617
2006-08-04,50200.0,49800.0,46364.0,12.25,18588,-1190,-12898
2006-08-07,50400.0,49800.0,37865.0,12.25,-620,33580,-32960
2006-08-08,49350.0,50300.0,49774.0,12.38,6870,8070,-14940
2006-08-09,49300.0,50400.0,15726.0,12.4,-792,1082,360
2006-08-10,50500.0,50400.0,10118.0,12.4,-1820,2220,600
2006-08-11,50500.0,51100.0,11893.0,12.57,-4714,4435,-1
2006-08-14,51300.0,51200.0,7549.0,12.6,-1997,2005,-8
2006-08-16,51300.0,51700.0,11055.0,12.72,-4155,6385,-2230
2006-08-17,52000.0,54000.0,24794.0,13.29,-4139,1532,-3843
2006-08-18,54200.0,55400.0,88395.0,13.63,13079,-29388,-3347
2006-08-21,56800.0,57000.0,57142.0,14.03,-14843,3756,-2160
2006-08-22,57600.0,59500.0,18811.0,14.64,-4453,723,-670
2006-08-23,59500.0,58000.0,9528.0,14.27,13,2090,-1318
2006-08-24,57600.0,58100.0,17491.0,14.3,-1655,4310,-2655
2006-08-25,57400.0,60500.0,30779.0,14.89,-10067,8196,-5879
2006-08-28,59600.0,62700.0,33911.0,15.43,4641,7998,-11360
2006-08-29,62900.0,66000.0,21383.0,16.24,-12444,10112,1782
2006-08-30,66200.0,64200.0,9808.0,15.8,2825,-2620,-332
2006-08-31,65400.0,68000.0,41511.0,16.73,-5525,4066,-5145
2006-09-01,68900.0,65600.0,22383.0,16.14,6735,-26,-11541
2006-09-04,65400.0,63600.0,11220.0,15.65,-2069,2086,278
2006-09-05,62600.0,63200.0,10656.0,15.55,1327,-3747,1420
2006-09-06,63500.0,63000.0,22201.0,15.5,-1401,5451,-5050
2006-09-07,62600.0,63900.0,11576.0,15.72,-3288,3507,-219
2006-09-08,63100.0,63700.0,3233.0,15.67,405,-220,-185
2006-09-11,64000.0,63000.0,3156.0,15.5,-883,194,-22
2006-09-12,63000.0,63400.0,9013.0,15.6,-3774,6910,-64
2006-09-13,63600.0,64500.0,24994.0,15.87,1655,-2272,-3883
2006-09-14,64500.0,67000.0,36312.0,16.49,-2029,-10004,10763
2006-09-15,68000.0,65800.0,14910.0,16.19,5799,4695,-10994
2006-09-18,65300.0,65000.0,24302.0,15.99,8725,8896,-16621
2006-09-19,64100.0,65800.0,9148.0,16.19,-2097,2060,-2034
2006-09-20,65000.0,64400.0,13848.0,15.85,3187,4299,-6926
2006-09-21,64800.0,64000.0,19617.0,15.75,6621,5212,-13233
2006-09-22,63100.0,62300.0,15718.0,15.33,2930,1463,-4093
2006-09-25,62100.0,61500.0,15977.0,15.13,3655,2449,-6104
2006-09-26,61600.0,61000.0,7003.0,15.01,335,1517,-1852
2006-09-27,61000.0,60800.0,224926.0,14.96,27630,-83851,-29149
2006-09-28,60900.0,63000.0,88621.0,15.5,4305,19913,-27149
2006-09-29,63000.0,65000.0,71203.0,15.99,-9115,28671,-15545
2006-10-02,65000.0,65300.0,24548.0,16.07,-2496,10705,-9293
2006-10-04,64100.0,64900.0,10642.0,15.97,-2728,6454,-3726
2006-10-09,62100.0,64300.0,25502.0,15.82,-7043,11593,-9780
2006-10-10,62300.0,65000.0,29042.0,15.99,-11415,4827,12886
2006-10-11,64300.0,65400.0,62117.0,16.09,695,1585,-1986
2006-10-12,65000.0,66500.0,94360.0,16.36,-4048,14597,-25799
2006-10-13,67000.0,69900.0,56689.0,17.2,-14183,13325,-2655
2006-10-16,69800.0,69600.0,10190.0,17.13,432,2179,-3511
2006-10-17,69200.0,71100.0,49557.0,17.49,-16058,16966,-5469
2006-10-18,70000.0,73400.0,28368.0,18.06,-3817,12545,-12613
2006-10-19,74000.0,73400.0,33933.0,18.06,-365,14247,-5176
2006-10-20,73400.0,72700.0,6114.0,17.89,-1432,3211,-70
2006-10-23,72200.0,71500.0,21623.0,17.59,-1134,13134,-9532
2006-10-24,71500.0,70900.0,27848.0,17.45,129,6097,-3896
2006-10-25,70400.0,70700.0,16798.0,17.4,5802,-3494,929
2006-10-26,70500.0,72800.0,13723.0,17.91,-4606,9407,119
2006-10-27,73500.0,72500.0,15454.0,17.84,-397,2870,-2042
2006-10-30,71600.0,73500.0,24926.0,18.09,-7350,4183,6023
2006-10-31,72500.0,75500.0,20955.0,18.58,-6623,4868,2380
2006-11-01,75600.0,76200.0,14025.0,18.75,-2161,2064,-573
2006-11-02,77000.0,75300.0,12054.0,18.53,2860,-2540,-1905
2006-11-03,75200.0,74500.0,7802.0,18.33,1454,-3140,485
2006-11-06,74500.0,76200.0,18265.0,18.75,-3207,4762,-2320
2006-11-07,76200.0,74700.0,12473.0,18.38,4705,2419,-7133
2006-11-08,75000.0,73000.0,14495.0,17.96,2414,-2927,-437
2006-11-09,73000.0,73200.0,13208.0,18.01,986,3162,-5955
2006-11-10,72400.0,72000.0,15260.0,17.72,5457,3475,-10982
2006-11-13,72000.0,70800.0,10121.0,17.42,3719,-1655,-2399
2006-11-14,71000.0,70000.0,11784.0,17.22,5791,-3945,748
2006-11-15,70600.0,70000.0,23975.0,17.22,15145,-14407,-2948
2006-11-16,70600.0,70100.0,12238.0,17.25,3242,-3745,0
2006-11-17,70800.0,70000.0,14515.0,17.22,5770,-6770,1000
2006-11-20,68500.0,69800.0,24933.0,17.17,12146,-11886,-520
2006-11-21,68600.0,69800.0,25516.0,17.17,5497,-4441,-366
2006-11-22,69800.0,71300.0,26862.0,17.54,-1868,4491,853
2006-11-23,72400.0,71600.0,21005.0,17.62,4267,-1551,25
