Symbol,세아제강_시가(원),세아제강_종가(원),세아제강_거래량(주),세아제강_PER(IFRS-연결),세아제강_순매수수량(개인)(주),세아제강_순매수수량(기관계)(주),세아제강_순매수수량(외국인계)(주)
2002-01-17,15400.0,15300.0,14690.0,2.18,-4570,4430,140
2002-01-18,15400.0,15500.0,10460.0,2.21,-1720,1650,0
2002-01-21,15750.0,15300.0,4780.0,2.18,-350,230,120
2002-01-22,15450.0,15600.0,13140.0,2.22,-4110,4110,0
2002-01-23,15600.0,16800.0,20860.0,2.39,-4440,4420,20
2002-01-24,17000.0,16800.0,21690.0,2.39,-1430,1150,280
2002-01-25,17050.0,16850.0,30930.0,2.4,-410,-470,880
2002-01-28,17200.0,16950.0,37031.0,2.42,3320,-3390,0
2002-01-29,17000.0,17500.0,28400.0,2.49,3525,-5635,40
2002-01-30,17000.0,17000.0,37650.0,2.42,-20700,17700,0
2002-01-31,14700.0,16400.0,24740.0,2.74,-8090,8090,0
2002-02-01,15950.0,15400.0,19160.0,2.57,-5890,5960,0
2002-02-04,15450.0,15500.0,14840.0,2.59,-10850,2450,8400
2002-02-05,15500.0,16000.0,21400.0,2.67,-9330,2530,8800
2002-02-06,16000.0,15700.0,3930.0,2.62,260,-260,0
2002-02-07,15600.0,14900.0,9130.0,2.49,293,-293,0
2002-02-08,15200.0,15450.0,22200.0,2.58,-2290,2290,0
2002-02-14,15800.0,15250.0,21596.0,2.55,5250,730,-1380
2002-02-15,15500.0,16200.0,65268.0,2.71,-2990,3990,0
2002-02-18,16400.0,17550.0,74130.0,2.93,-6830,6940,0
2002-02-19,17900.0,17800.0,30360.0,2.97,-1700,-170,0
2002-02-20,17650.0,17300.0,13581.0,2.89,180,-180,0
2002-02-21,17600.0,18700.0,51222.0,3.12,-1804,-13896,16500
2002-02-22,18200.0,18900.0,32323.0,3.16,-7730,7430,0
2002-02-25,20300.0,21700.0,156851.0,3.63,-16266,20116,0
2002-02-26,22700.0,23800.0,189981.0,3.98,-49182,4079,74960
2002-02-27,24900.0,23500.0,129975.0,3.93,11686,-11866,80
2002-02-28,23500.0,22800.0,42863.0,3.81,2654,-2754,0
2002-03-04,24300.0,22900.0,62917.0,3.83,3098,-78,60
2002-03-05,22500.0,22500.0,48140.0,3.76,-8520,8570,0
2002-03-06,22200.0,21600.0,81428.0,3.61,-3920,2970,-50
2002-03-07,21000.0,20900.0,65603.0,3.49,3190,11970,-20160
2002-03-08,20600.0,21150.0,102681.0,3.53,20610,37180,-54840
2002-03-11,21150.0,22800.0,62246.0,3.81,-22830,23440,0
2002-03-12,22800.0,22900.0,55946.0,3.83,75,5828,0
2002-03-13,22500.0,23000.0,50750.0,3.84,-9240,9240,0
2002-03-14,23300.0,23600.0,49550.0,3.94,-25370,23350,-1200
2002-03-15,23150.0,24000.0,50416.0,4.01,-3560,3410,0
2002-03-18,24500.0,26000.0,55840.0,4.34,-22332,6232,11500
2002-03-19,26500.0,26500.0,44062.0,4.43,-5580,15150,0
2002-03-20,26700.0,27300.0,51750.0,4.56,-24680,22940,700
2002-03-21,27300.0,28000.0,23590.0,4.68,-15810,18290,-2540
2002-03-22,27800.0,28200.0,8853.0,4.71,-5850,6050,0
2002-03-25,27800.0,27400.0,31520.0,4.58,-11790,9940,1800
2002-03-26,27400.0,26200.0,21762.0,4.38,-14584,12604,1850
2002-03-27,26200.0,26600.0,12995.0,4.45,-2515,1465,0
2002-03-28,26100.0,26100.0,10655.0,4.36,-1050,400,0
2002-03-29,26050.0,27500.0,20640.0,4.6,-9530,9410,0
2002-04-01,28000.0,27000.0,19970.0,4.51,-7420,7580,0
2002-04-02,26550.0,26350.0,11930.0,4.4,3800,40,-2120
2002-04-03,25600.0,26200.0,10210.0,4.38,580,-450,-500
2002-04-04,26200.0,26200.0,8750.0,4.38,-750,390,160
2002-04-08,26500.0,26350.0,13630.0,4.4,-6900,6770,30
2002-04-09,26600.0,26500.0,36300.0,4.43,4140,-4140,0
2002-04-10,26700.0,26000.0,45492.0,4.34,-2160,13760,-11500
2002-04-11,25800.0,25000.0,24130.0,4.18,6290,-2060,-1720
2002-04-12,25100.0,25000.0,32296.0,4.18,-12140,15990,0
2002-04-15,24100.0,25000.0,17070.0,4.18,-10000,10100,-200
2002-04-16,24500.0,24850.0,12930.0,4.15,2720,280,0
2002-04-17,24950.0,25200.0,8069.0,4.21,-3730,3500,180
2002-04-18,25500.0,24400.0,17824.0,4.08,4164,-4214,0
2002-04-19,24650.0,24500.0,7160.0,4.09,1170,-1160,0
2002-04-22,24900.0,23750.0,5820.0,3.97,-280,90,0
2002-04-23,23750.0,23000.0,9230.0,3.84,-1100,810,300
2002-04-24,23000.0,21800.0,22280.0,3.64,1450,-16440,0
2002-04-25,21400.0,20050.0,37060.0,3.35,-270,-4920,70
2002-04-26,19400.0,19500.0,54520.0,3.26,8020,-8380,-300
2002-04-29,18800.0,19100.0,84500.0,3.19,20440,-27440,0
2002-04-30,19700.0,18850.0,5730.0,3.15,-50,-10,0
2002-05-02,19000.0,18900.0,12970.0,3.16,1390,-1190,0
2002-05-03,19100.0,19750.0,21291.0,3.3,100,140,0
2002-05-06,19650.0,19300.0,25960.0,3.23,670,-10010,0
2002-05-07,19250.0,18700.0,11993.0,3.12,-5830,5890,0
2002-05-08,18800.0,19200.0,14320.0,3.21,360,-360,0
2002-05-09,19250.0,19050.0,15738.0,3.18,1970,-1720,-250
2002-05-10,18350.0,18600.0,5650.0,3.11,280,-280,0
2002-05-13,18000.0,18450.0,4957.0,3.08,-290,290,0
2002-05-14,18600.0,18450.0,5945.0,3.08,-890,890,-890
2002-05-15,18400.0,19000.0,16824.0,3.18,-4529,4409,0
2002-05-16,19100.0,19150.0,5460.0,3.2,-1470,1410,0
2002-05-17,19300.0,20800.0,33800.0,3.48,760,-1120,0
2002-05-20,21150.0,20700.0,12400.0,3.46,-3280,3340,0
2002-05-21,20200.0,20150.0,9334.0,3.37,-2510,2570,0
2002-05-22,19700.0,20200.0,8590.0,3.38,-4230,4160,0
2002-05-23,20500.0,20300.0,12090.0,3.39,-5250,5740,0
2002-05-24,19800.0,20150.0,24730.0,3.37,-180,160,0
2002-05-27,19700.0,20150.0,5870.0,3.37,-660,660,0
2002-05-28,20150.0,19850.0,2920.0,3.32,-220,270,0
2002-05-29,19950.0,19700.0,13430.0,3.29,-1420,1590,0
2002-05-30,19500.0,18300.0,18760.0,3.06,-1670,4750,0
2002-05-31,18200.0,17450.0,64180.0,2.92,-1610,1640,0
2002-06-03,17450.0,16400.0,18675.0,2.74,4740,3730,0
2002-06-04,15700.0,15150.0,70210.0,2.53,27740,-27580,0
2002-06-05,15350.0,15650.0,57360.0,2.62,25000,-18820,0
2002-06-07,15300.0,15400.0,28250.0,2.57,3820,7450,-11270
2002-06-10,15600.0,16500.0,35590.0,2.76,2570,1560,-5080
2002-06-11,16800.0,16800.0,12450.0,2.81,-1710,-100,1800
2002-06-12,17450.0,17000.0,29760.0,2.84,1620,-7660,1020
2002-06-14,17200.0,16900.0,53680.0,2.82,6050,-11100,0
2002-06-17,17300.0,17400.0,117907.0,2.91,63250,-61860,-390
2002-06-18,17600.0,17400.0,106780.0,2.91,27500,-38480,10980
2002-06-19,17450.0,15850.0,43560.0,2.65,930,-980,50
2002-06-20,15550.0,16100.0,39240.0,2.69,5390,-5440,0
2002-06-21,16150.0,16000.0,19646.0,2.67,-4910,5050,0
2002-06-24,15500.0,15200.0,32920.0,2.54,4600,-4650,0
2002-06-25,15250.0,14500.0,50960.0,2.42,4530,10900,0
2002-06-26,13900.0,12850.0,47510.0,2.15,2020,-4620,0
2002-06-27,13200.0,13000.0,91570.0,2.17,11940,31290,-80
2002-06-28,13950.0,14050.0,44485.0,2.35,26875,-26925,-50
2002-07-02,13500.0,14300.0,21370.0,2.39,-3750,2610,0
2002-07-03,14200.0,14450.0,33640.0,2.41,5200,-13750,0
2002-07-04,14500.0,14800.0,25290.0,2.47,-7430,-2680,10110
2002-07-05,14850.0,15500.0,53280.0,2.59,-2620,1730,-4110
2002-07-08,15900.0,16000.0,68990.0,2.67,-2530,10,2460
2002-07-09,16000.0,17000.0,49390.0,2.84,-12610,3360,9350
2002-07-10,17000.0,17800.0,79400.0,2.97,-23840,13690,10150
2002-07-11,17450.0,17800.0,26490.0,2.97,-4270,620,3600
2002-07-12,18000.0,18100.0,64560.0,3.02,-20020,16240,2700
2002-07-15,18300.0,17700.0,16460.0,2.96,-8780,5740,3040
2002-07-16,17800.0,17300.0,32140.0,2.89,-19650,10020,9630
2002-07-18,17300.0,17800.0,40620.0,2.97,-6710,10710,-6000
2002-07-19,17200.0,16800.0,74792.0,2.81,24270,-36730,18680
2002-07-22,16000.0,14800.0,119860.0,2.47,17520,-52730,41210
2002-07-23,14200.0,15100.0,108411.0,2.52,30371,-57911,27540
2002-07-24,14800.0,14200.0,39090.0,2.37,-10710,-290,11000
2002-07-25,14750.0,14400.0,93730.0,2.41,21560,-36630,11070
2002-07-26,14200.0,14000.0,35100.0,2.34,-2150,-3450,5600
2002-07-29,14900.0,14500.0,53970.0,2.42,10590,-22600,11960
2002-07-30,15600.0,15400.0,84760.0,2.57,-1360,-13610,14960
2002-07-31,15600.0,16900.0,76080.0,2.82,-9280,-210,9560
2002-08-01,16900.0,16800.0,55340.0,2.81,-4890,-2150,7300
2002-08-02,16300.0,17150.0,38320.0,2.87,-9890,-40,10880
2002-08-05,17150.0,16850.0,37910.0,2.82,-10310,-290,10600
2002-08-06,16400.0,16850.0,17290.0,2.82,-6300,1330,4770
2002-08-07,17450.0,17000.0,23127.0,2.84,-5550,-1990,7540
2002-08-08,17050.0,16850.0,22850.0,2.82,3530,-5130,1800
2002-08-09,16850.0,16600.0,31520.0,2.77,-3260,3260,0
2002-08-12,16750.0,16200.0,28320.0,2.71,-14180,14180,0
2002-08-13,16200.0,15950.0,14590.0,2.67,-1620,1620,0
2002-08-14,15500.0,16300.0,15030.0,2.72,-4050,4050,0
2002-08-16,16650.0,16400.0,16840.0,2.74,-10,0,0
2002-08-19,16050.0,15900.0,23210.0,2.66,1720,9680,0
2002-08-20,15950.0,15950.0,20520.0,2.67,-4480,4420,0
2002-08-21,15800.0,16600.0,13180.0,2.77,-4190,2860,1300
2002-08-22,16750.0,16600.0,30520.0,2.77,4880,-5390,410
2002-08-23,16400.0,17200.0,28900.0,2.87,-4960,3940,720
2002-08-26,17000.0,17600.0,27590.0,2.94,-5020,4970,0
2002-08-27,17700.0,17450.0,20780.0,2.92,-9180,5080,4100
2002-08-28,17350.0,17500.0,17980.0,2.92,-7450,7350,0
2002-08-29,17150.0,17100.0,14200.0,2.86,-4760,690,4020
2002-08-30,17000.0,17200.0,16440.0,2.87,-11710,9660,2150
2002-09-02,17000.0,17200.0,14910.0,2.87,-7090,6900,220
2002-09-03,17400.0,17000.0,8500.0,2.84,-230,-180,410
2002-09-04,16900.0,16950.0,11340.0,2.83,-2930,-210,3190
2002-09-05,17200.0,17900.0,32207.0,2.99,409,-1369,1080
2002-09-06,17800.0,17150.0,12902.0,2.87,500,-1830,1390
2002-09-09,17600.0,16150.0,10650.0,2.7,-10,10,0
2002-09-10,16100.0,16300.0,14690.0,2.72,-4850,4950,0
2002-09-11,16200.0,16450.0,6752.0,2.75,-1440,1440,0
2002-09-12,16550.0,16600.0,12430.0,2.77,1440,-1440,0
2002-09-13,16350.0,16100.0,34390.0,2.69,2270,-2270,0
2002-09-16,16300.0,15700.0,9430.0,2.62,1630,-1630,0
2002-09-17,16000.0,16000.0,5280.0,2.67,-930,920,0
2002-09-18,16000.0,15400.0,7730.0,2.57,1440,-1180,0
2002-09-19,15150.0,15200.0,6880.0,2.54,3710,-3710,0
2002-09-23,15200.0,15200.0,4430.0,2.54,50,0,0
2002-09-24,15000.0,15150.0,8030.0,2.53,-1000,990,0
2002-09-25,15150.0,14700.0,11120.0,2.46,-900,900,0
2002-09-26,15100.0,14600.0,6320.0,2.44,700,-200,0
2002-09-27,14600.0,14450.0,9770.0,2.41,-750,750,0
2002-09-30,14000.0,13550.0,16290.0,2.26,-3820,2740,0
2002-10-01,13200.0,13800.0,37294.0,2.31,13730,-13730,0
2002-10-02,14250.0,14000.0,34160.0,2.34,-1050,1050,0
2002-10-04,13950.0,15100.0,15630.0,2.52,-13120,12000,0
2002-10-07,15100.0,15000.0,3560.0,2.51,-1820,1820,0
2002-10-08,14900.0,14900.0,3160.0,2.49,-1740,1740,0
2002-10-09,14700.0,14850.0,3420.0,2.48,-1480,1490,0
2002-10-10,14800.0,14500.0,8120.0,2.42,-2950,2950,0
2002-10-11,14800.0,13800.0,1696.0,2.31,202,-202,0
2002-10-14,14000.0,14700.0,7300.0,2.46,-4380,3170,0
2002-10-15,14500.0,15200.0,10830.0,2.54,-990,490,0
2002-10-16,15400.0,14900.0,5620.0,2.49,-2040,2040,0
2002-10-17,14500.0,14700.0,3510.0,2.46,-70,70,0
2002-10-18,14950.0,15000.0,6530.0,2.51,0,-190,190
2002-10-21,15350.0,14850.0,6860.0,2.48,20,-20,0
2002-10-22,14850.0,15000.0,9450.0,2.51,-4620,4790,0
2002-10-23,14900.0,15100.0,7950.0,2.52,-4310,4310,0
2002-10-24,14850.0,14950.0,6590.0,2.5,-680,680,0
2002-10-25,14900.0,15000.0,5600.0,2.51,-4170,4760,-590
2002-10-28,15500.0,15000.0,8630.0,2.51,1910,-4920,0
2002-10-29,15100.0,14300.0,14000.0,2.39,6230,-6230,0
2002-10-30,14700.0,14100.0,5499.0,2.36,1500,-1500,0
2002-10-31,14150.0,14200.0,3240.0,2.37,-160,160,0
2002-11-01,14050.0,14000.0,3060.0,2.34,270,-270,0
2002-11-04,13950.0,14200.0,7050.0,2.37,-1160,1750,-600
2002-11-05,14200.0,13950.0,8781.0,2.33,4490,-3490,-1000
2002-11-06,14050.0,14500.0,18300.0,2.42,-3480,-8520,0
2002-11-07,14500.0,14100.0,9740.0,2.36,4250,-3750,-500
2002-11-08,14100.0,13900.0,4280.0,2.32,1770,-1120,-650
2002-11-11,13900.0,13750.0,6920.0,2.3,3730,-790,-2930
2002-11-12,13400.0,13850.0,4390.0,2.31,1458,142,-1600
2002-11-13,13800.0,13550.0,4260.0,2.26,1740,-580,-1160
2002-11-14,13800.0,13800.0,3920.0,2.31,-950,-380,1330
2002-11-15,13600.0,13700.0,5171.0,2.29,311,29,-340
2002-11-18,13700.0,13600.0,1910.0,2.27,0,0,0
2002-11-19,13600.0,13800.0,1630.0,2.31,-420,420,0
2002-11-20,13550.0,13850.0,2570.0,2.31,-920,900,0
2002-11-21,13900.0,13900.0,10300.0,2.32,2490,1580,-10
2002-11-22,14000.0,14000.0,7260.0,2.34,-930,920,30
2002-11-25,14200.0,14000.0,5220.0,2.34,-1590,1490,0
2002-11-26,14100.0,13850.0,3190.0,2.31,850,-850,0
2002-11-27,13850.0,14000.0,3430.0,2.34,-90,90,0
2002-11-28,14150.0,14050.0,16770.0,2.35,5070,-5070,0
2002-11-29,14050.0,14300.0,12370.0,2.39,3140,-3140,0
2002-12-02,14500.0,14500.0,4460.0,2.42,310,-310,0
2002-12-03,14500.0,14300.0,25820.0,2.39,14910,-3470,-50
2002-12-04,14400.0,14000.0,6800.0,2.34,-380,410,-30
2002-12-05,14250.0,14100.0,4290.0,2.36,-1800,1830,-30
2002-12-06,13850.0,13900.0,5109.0,2.32,1430,-1350,-80
2002-12-09,14200.0,13750.0,4201.0,2.3,1868,-1898,0
2002-12-10,13700.0,13900.0,6610.0,2.32,-3790,460,0
2002-12-11,13750.0,13650.0,8700.0,2.28,5410,-5410,0
2002-12-12,13800.0,13700.0,8800.0,2.29,670,-1280,550
2002-12-13,13500.0,13700.0,6840.0,2.29,80,-20,0
2002-12-16,13750.0,13600.0,2551.0,2.27,1330,-1300,0
2002-12-17,13900.0,13800.0,19540.0,2.31,1580,7800,0
2002-12-18,13600.0,13800.0,3511.0,2.31,-150,90,0
2002-12-20,13900.0,13850.0,3140.0,2.31,-100,100,0
2002-12-23,13900.0,13750.0,5560.0,2.3,-320,500,0
2002-12-24,13750.0,14000.0,8210.0,2.34,-5870,860,0
2002-12-26,13950.0,14000.0,12030.0,2.34,800,4200,0
2002-12-27,14000.0,13500.0,3000.0,2.26,390,-330,0
2002-12-30,13500.0,12050.0,7270.0,2.01,-930,980,0
2003-01-02,12050.0,12150.0,3570.0,3.63,1240,-1050,-170
2003-01-03,12200.0,12100.0,10583.0,3.62,6553,-6493,-50
2003-01-06,12250.0,12350.0,4045.0,3.69,35,45,20
2003-01-07,12400.0,12350.0,4280.0,3.69,730,-730,0
2003-01-08,12200.0,12400.0,3090.0,3.71,-190,190,0
2003-01-09,12400.0,11850.0,6550.0,3.54,3860,-1740,-2120
2003-01-10,12000.0,11550.0,6424.0,3.45,3294,-3334,40
2003-01-13,11500.0,11500.0,20500.0,3.44,17630,-17650,20
2003-01-14,11500.0,11550.0,23590.0,3.45,19600,-7630,30
2003-01-15,11550.0,11300.0,19596.0,3.38,14100,-14160,60
2003-01-16,11250.0,11450.0,55131.0,3.42,38540,-8500,-11960
2003-01-17,11450.0,11050.0,7590.0,3.3,140,-200,60
2003-01-20,11000.0,11000.0,8500.0,3.29,2730,250,20
2003-01-21,10800.0,10700.0,10201.0,3.2,1550,-1550,0
2003-01-22,10600.0,10400.0,6720.0,3.11,110,-10,-100
2003-01-23,10600.0,10900.0,7700.0,3.26,-2500,2610,140
2003-01-24,10700.0,10300.0,9210.0,3.08,-60,20,40
2003-01-27,10150.0,9850.0,10980.0,2.95,1610,-1610,0
2003-01-28,9700.0,9950.0,3730.0,2.98,1080,-1080,0
2003-01-29,9980.0,9720.0,7070.0,2.91,3830,-330,-3500
2003-01-30,9750.0,9920.0,7980.0,2.97,3360,-110,-3250
2003-02-03,9920.0,9920.0,3970.0,2.97,3030,180,-3210
2003-02-04,9960.0,10250.0,7100.0,3.06,3430,-230,-3200
2003-02-05,10250.0,10600.0,14100.0,3.17,0,0,0
2003-02-06,10450.0,10450.0,3950.0,3.12,-1300,-10,0
2003-02-07,10450.0,10200.0,2900.0,3.05,0,0,0
2003-02-10,10000.0,10350.0,3780.0,3.09,-90,90,0
2003-02-11,10550.0,10350.0,9140.0,3.09,240,-240,0
2003-02-12,10450.0,10500.0,1910.0,3.14,-20,20,0
2003-02-13,10700.0,10800.0,6690.0,3.23,-2950,2950,0
2003-02-14,10800.0,10800.0,1790.0,3.23,180,-290,110
2003-02-17,10800.0,11300.0,9020.0,3.38,-730,280,450
2003-02-18,11300.0,11200.0,5090.0,3.35,220,-220,0
2003-02-19,11000.0,10900.0,6470.0,3.26,-10,-160,170
2003-02-20,10900.0,10550.0,3860.0,3.15,-230,230,0
2003-02-21,10600.0,10700.0,5000.0,3.2,520,-520,0
2003-02-24,10700.0,11100.0,8200.0,3.32,-2150,1950,200
2003-02-25,11100.0,10500.0,3600.0,3.14,540,-540,0
2003-02-26,10500.0,10700.0,3480.0,3.2,130,-260,130
2003-02-27,10450.0,10550.0,4120.0,3.15,1590,-1510,-80
2003-02-28,10500.0,10300.0,3340.0,3.08,810,-760,-50
2003-03-03,10450.0,10550.0,950.0,3.15,-230,230,0
2003-03-04,10400.0,10200.0,1450.0,3.05,340,-340,0
2003-03-05,10000.0,10300.0,1710.0,3.08,140,-140,0
2003-03-06,10050.0,10050.0,890.0,3.01,60,-60,0
2003-03-07,9760.0,10200.0,1610.0,3.05,20,-20,0
2003-03-10,10050.0,10200.0,4410.0,3.05,120,-120,0
2003-03-11,9950.0,10000.0,2750.0,2.99,-140,140,0
2003-03-12,10200.0,10150.0,1880.0,3.03,-1090,1090,0
2003-03-13,9850.0,10450.0,12660.0,3.12,-1730,4720,-930
2003-03-14,10600.0,10450.0,8070.0,3.12,-800,800,0
2003-03-17,10100.0,10100.0,13120.0,3.02,-8440,8440,0
2003-03-18,10400.0,10300.0,1590.0,3.08,-60,60,0
2003-03-19,10100.0,10100.0,3510.0,3.02,440,-440,0
2003-03-20,10300.0,10800.0,9970.0,3.23,-1970,1970,0
2003-03-21,10650.0,10900.0,5492.0,3.26,150,70,0
2003-03-24,11200.0,10600.0,5041.0,3.17,680,-700,20
2003-03-25,10450.0,10300.0,2790.0,3.08,-990,950,40
2003-03-26,10300.0,10500.0,2830.0,3.14,-1160,1010,150
2003-03-27,10700.0,10400.0,430.0,3.11,10,-110,100
2003-03-28,10650.0,10400.0,2656.0,3.11,-254,394,-140
2003-03-31,10400.0,10400.0,11350.0,3.11,-10170,10170,0
2003-04-01,10550.0,10300.0,2180.0,3.08,-970,1040,-70
2003-04-02,10500.0,10500.0,5329.0,3.14,-3010,3010,0
2003-04-03,10850.0,10800.0,9470.0,3.23,-7100,2010,90
2003-04-04,10600.0,10800.0,3600.0,3.23,-2460,2190,270
2003-04-07,10800.0,11400.0,11169.0,3.41,-540,130,410
2003-04-08,11300.0,11050.0,14184.0,3.3,7894,-8314,420
2003-04-09,11050.0,10950.0,4210.0,3.27,150,-320,170
2003-04-10,10950.0,11150.0,7588.0,3.33,-512,-3818,4330
2003-04-11,11050.0,11450.0,14888.0,3.42,410,760,-1210
2003-04-14,11900.0,11700.0,9270.0,3.5,-1400,1200,200
2003-04-15,11700.0,11750.0,8760.0,3.51,30,-30,0
2003-04-16,12000.0,11950.0,20080.0,3.57,11950,-11950,0
2003-04-17,11800.0,11900.0,5600.0,3.56,-480,480,0
2003-04-18,11900.0,12000.0,14640.0,3.59,1110,-1200,90
2003-04-21,12150.0,12100.0,3956.0,3.62,70,-40,-30
2003-04-22,12100.0,11700.0,8020.0,3.5,3460,-3390,-60
2003-04-23,11700.0,11800.0,2940.0,3.53,-1530,1560,-30
2003-04-24,12000.0,11750.0,2720.0,3.51,-510,510,0
2003-04-25,11550.0,10850.0,16800.0,3.24,500,-470,0
2003-04-28,10800.0,10750.0,8350.0,3.21,540,-540,0
2003-04-29,11400.0,11150.0,6360.0,3.33,-450,410,40
2003-04-30,11100.0,11500.0,8905.0,3.44,-1150,990,160
2003-05-02,11400.0,11350.0,11050.0,3.39,2030,-4430,0
2003-05-06,11600.0,11350.0,4010.0,3.39,-110,510,0
2003-05-07,11250.0,11400.0,9170.0,3.41,920,-3200,2280
2003-05-09,11400.0,11800.0,4600.0,3.53,-890,260,0
2003-05-12,11850.0,12100.0,17410.0,3.62,-2000,3940,60
2003-05-13,11700.0,11500.0,12370.0,3.44,5640,-6090,0
2003-05-14,11500.0,11550.0,11740.0,3.45,4710,-5140,0
2003-05-15,11600.0,11700.0,9520.0,3.5,-770,330,0
2003-05-16,12000.0,12450.0,30650.0,3.72,920,-1370,0
2003-05-19,12650.0,12300.0,28250.0,3.68,-1590,-3880,0
2003-05-20,12250.0,12450.0,13990.0,3.72,-3380,3180,-270
2003-05-21,12450.0,12600.0,15150.0,3.77,1000,-370,-630
2003-05-22,12600.0,12500.0,18780.0,3.74,240,150,-590
2003-05-23,12700.0,12800.0,16420.0,3.83,-1100,820,-160
2003-05-26,12950.0,13000.0,33710.0,3.89,2710,-3150,0
2003-05-27,12900.0,12600.0,11783.0,3.77,-887,-453,0
2003-05-28,12850.0,12850.0,16730.0,3.84,-7519,3209,0
2003-05-29,12700.0,13000.0,13060.0,3.89,-7600,2570,0
2003-05-30,12800.0,13000.0,6535.0,3.89,-4450,-80,0
2003-06-02,13200.0,13050.0,9210.0,3.9,-2350,-430,60
2003-06-03,13000.0,13000.0,9850.0,3.89,-4510,-920,0
2003-06-04,13000.0,13050.0,4865.0,3.9,-2645,-285,-50
2003-06-05,13050.0,12800.0,24210.0,3.83,8730,-17360,0
2003-06-09,12600.0,13100.0,9950.0,3.92,-6280,450,0
2003-06-10,12600.0,12900.0,7110.0,3.86,-5470,620,0
2003-06-11,12800.0,13300.0,17620.0,3.98,-15470,15470,0
2003-06-12,13150.0,12900.0,19243.0,3.86,7000,-3997,-3000
2003-06-13,12800.0,13300.0,7580.0,3.98,360,-360,0
2003-06-16,13050.0,13100.0,4770.0,3.92,560,-560,0
2003-06-17,13200.0,13250.0,4530.0,3.96,-1567,1567,0
2003-06-18,13400.0,13300.0,13490.0,3.98,-960,960,0
2003-06-19,13300.0,13300.0,37770.0,3.98,-12900,9900,0
2003-06-20,13000.0,12800.0,17690.0,3.83,7730,-7730,0
2003-06-23,12800.0,12750.0,11453.0,3.81,-1627,-2853,-400
2003-06-24,12350.0,12300.0,22497.0,3.68,6790,-11210,0
2003-06-25,12200.0,12600.0,11370.0,3.77,-1470,1470,0
2003-06-26,12600.0,12250.0,5420.0,3.66,3660,-3660,0
2003-06-27,12300.0,12200.0,6843.0,3.65,2040,2390,-400
2003-06-30,12200.0,12500.0,25920.0,3.74,-16390,16390,0
2003-07-01,12300.0,12400.0,3320.0,3.71,-820,820,0
2003-07-02,12350.0,12400.0,3970.0,3.71,-1690,1690,0
2003-07-03,12400.0,12400.0,9183.0,3.71,150,-150,0
2003-07-04,12400.0,12650.0,9280.0,3.78,-1070,1070,0
2003-07-07,12650.0,13250.0,52842.0,3.96,10351,-10351,0
2003-07-08,13500.0,13650.0,41200.0,4.08,440,-440,0
2003-07-09,13650.0,13800.0,31920.0,4.13,1230,-4660,0
2003-07-10,14200.0,13550.0,18490.0,4.05,3190,-6290,1100
2003-07-11,13300.0,13750.0,11270.0,4.11,-2560,60,-1500
2003-07-14,13900.0,13600.0,7880.0,4.07,-1990,2290,-300
2003-07-15,13700.0,13500.0,8710.0,4.04,-870,-1130,0
2003-07-16,13300.0,13650.0,6440.0,4.08,-2470,2970,-500
