Symbol,LS산전_시가(원),LS산전_종가(원),LS산전_거래량(주),LS산전_PER(IFRS-연결),LS산전_순매수수량(개인)(주),LS산전_순매수수량(기관계)(주),LS산전_순매수수량(외국인계)(주)
2002-09-12,2420.0,2440.0,843555.0,,79380,129460,43200
2002-09-13,2385.0,2350.0,688000.0,,281710,-82970,0
2002-09-16,2370.0,2275.0,898700.0,,353940,-57090,4900
2002-09-17,2295.0,2295.0,1152811.0,,601390,76190,0
2002-09-18,2255.0,2190.0,1230730.0,,521040,-137730,0
2002-09-19,2170.0,2160.0,868599.0,,259030,470,0
2002-09-23,2160.0,2000.0,895690.0,,222880,5370,0
2002-09-24,1980.0,2000.0,989130.0,,293540,13780,0
2002-09-25,1950.0,1890.0,735827.0,,83010,22790,0
2002-09-26,1910.0,1885.0,1509651.0,,679030,-23830,0
2002-09-27,1890.0,1900.0,749300.0,,182230,35960,0
2002-09-30,1830.0,1785.0,687880.0,,62810,-10480,0
2002-10-01,1710.0,1790.0,717455.0,,193040,57170,0
2002-10-02,1850.0,1785.0,850840.0,,301140,2930,0
2002-10-04,1755.0,1775.0,633955.0,,211260,48740,0
2002-10-07,1745.0,1710.0,654853.0,,159253,-45093,0
2002-10-08,1675.0,1765.0,2071529.0,,355420,111160,0
2002-10-09,1815.0,1735.0,840469.0,,280560,-3900,670
2002-10-10,1710.0,1700.0,1253340.0,,22850,-56400,0
2002-10-11,1760.0,1700.0,1047770.0,,278800,-20800,2420
2002-10-14,1730.0,1740.0,2031866.0,,1089270,-990,0
2002-10-15,1760.0,1785.0,3037690.0,,768260,-9740,-10270
2002-10-16,1820.0,1730.0,2325219.0,,493330,-22890,-37660
2002-10-17,1730.0,1850.0,4333880.0,,451580,106500,0
2002-10-18,1920.0,1905.0,2830194.0,,293495,13780,11860
2002-10-21,1905.0,1905.0,3912300.0,,-89340,92830,1760
2002-10-22,1970.0,1940.0,3731320.0,,73840,-75840,-9000
2002-10-23,1940.0,1940.0,1726040.0,,-40620,-8980,60
2002-10-24,1970.0,1865.0,1928930.0,,120500,-107380,0
2002-10-25,1835.0,1875.0,931300.0,,-35010,30320,3800
2002-10-28,1880.0,1930.0,1226557.0,,-7670,9220,-2400
2002-10-29,1905.0,1970.0,4326690.0,,-240,7510,5000
2002-10-30,2000.0,1915.0,1089700.0,,-16640,-5250,0
2002-10-31,1940.0,1890.0,825690.0,,-16190,14440,0
2002-11-01,1875.0,1870.0,586353.0,,22860,-15450,-5790
2002-11-04,1885.0,1910.0,853241.0,,-124170,109890,0
2002-11-05,1910.0,1880.0,586757.0,,43870,-46090,5000
2002-11-06,1890.0,1895.0,759757.0,,-124650,193210,0
2002-11-07,1910.0,1890.0,1367350.0,,168170,-40100,0
2002-11-08,1870.0,1845.0,913427.0,,161750,-161840,0
2002-11-11,1840.0,1780.0,730160.0,,88580,-43140,0
2002-11-12,1740.0,1750.0,600920.0,,-22600,27830,-4760
2002-11-13,1760.0,1740.0,511870.0,,137910,-67920,-29430
2002-11-14,1760.0,1765.0,558639.0,,-8220,-14810,35830
2002-11-15,1790.0,1790.0,676450.0,,23080,-11950,-11130
2002-11-18,1800.0,1765.0,452770.0,,6370,-6370,-2520
2002-11-19,1765.0,1785.0,545130.0,,-38930,38930,0
2002-11-20,1760.0,1805.0,505980.0,,-102200,96440,0
2002-11-21,1830.0,1870.0,1131260.0,,-130130,126480,0
2002-11-22,1905.0,1860.0,908900.0,,-41650,37810,690
2002-11-25,1865.0,1890.0,717904.0,,-89770,62900,16500
2002-11-26,1920.0,1900.0,833450.0,,49270,-59050,120
2002-11-27,1880.0,1925.0,557542.0,,-49640,23290,12850
2002-11-28,1960.0,1945.0,2380185.0,,166430,5230,4870
2002-11-29,1955.0,1945.0,882568.0,,9810,-7610,1260
2002-12-02,1950.0,1950.0,777747.0,,233740,-12740,0
2002-12-03,1935.0,1975.0,1556701.0,,203750,8400,7850
2002-12-04,1955.0,1900.0,1054560.0,,74810,13160,-20330
2002-12-05,1870.0,1910.0,1034810.0,,109830,78510,-690
2002-12-06,1890.0,1875.0,1027486.0,,191140,-51950,-1840
2002-12-09,1860.0,1865.0,1159140.0,,178650,-21620,0
2002-12-10,1840.0,1850.0,603670.0,,69500,30500,0
2002-12-11,1860.0,1835.0,849969.0,,155180,-54640,0
2002-12-12,1830.0,1855.0,913551.0,,157381,4409,13580
2002-12-13,1955.0,1970.0,14869866.0,,-102450,-129630,9000
2002-12-16,1905.0,1835.0,3379400.0,,217380,-57200,0
2002-12-17,1880.0,1795.0,3724094.0,,659646,25000,15104
2002-12-18,1770.0,1760.0,2272340.0,,337240,-3740,0
2002-12-20,1725.0,1685.0,2273780.0,,141180,58180,-4220
2002-12-23,1660.0,1575.0,2880847.0,,80630,77770,0
2002-12-24,1520.0,1535.0,1205035.0,,-20360,19820,0
2002-12-26,1510.0,1500.0,1360870.0,,-17360,12070,0
2002-12-27,1455.0,1475.0,830047.0,,54130,-34280,-17550
2002-12-30,1440.0,1400.0,1078713.0,,-12680,31000,-17850
2003-01-02,1410.0,1440.0,937670.0,68.72,80770,-65320,-3910
2003-01-03,1500.0,1520.0,1228712.0,72.53,100370,-78530,-1150
2003-01-06,1550.0,1515.0,854945.0,72.29,127460,-25730,560
2003-01-07,1535.0,1475.0,938870.0,70.38,83840,-58670,50
2003-01-08,1515.0,1560.0,1979350.0,74.44,141390,7490,0
2003-01-09,1540.0,1510.0,1051151.0,72.05,151540,19460,-54390
2003-01-10,1540.0,1475.0,1533050.0,70.38,-97260,180920,920
2003-01-13,1450.0,1520.0,984700.0,72.53,-250890,378020,460
2003-01-14,1530.0,1520.0,674870.0,72.53,32570,66250,690
2003-01-15,1530.0,1585.0,4118690.0,75.63,797940,-379180,1380
2003-01-16,1600.0,1765.0,6968860.0,84.22,-222880,185600,501150
2003-01-17,1760.0,1670.0,2507010.0,79.68,61340,60920,1380
2003-01-20,1650.0,1830.0,8765887.0,87.32,-979675,162990,1022060
2003-01-21,1870.0,1840.0,3857174.0,87.8,-425180,210100,466000
2003-01-22,1850.0,1735.0,2525417.0,82.79,-210100,177450,50710
2003-01-23,1740.0,1755.0,2239910.0,83.75,-89298,107240,3220
2003-01-24,1745.0,1705.0,1696850.0,81.36,-580710,278010,306750
2003-01-27,1640.0,1710.0,1724430.0,81.6,-151730,-125780,280460
2003-01-28,1710.0,1755.0,2095539.0,83.75,157930,-157930,0
2003-01-29,1780.0,1705.0,1218150.0,81.36,35380,-28180,-6780
2003-01-30,1725.0,1775.0,1968947.0,84.7,-282820,284100,-1280
2003-02-03,1775.0,1830.0,2984234.0,87.32,294070,1430,-5500
2003-02-04,1840.0,1790.0,2210522.0,85.41,244170,-20070,-5600
2003-02-05,1765.0,1745.0,1485949.0,83.27,228200,1290,510
2003-02-06,1750.0,1700.0,1781493.0,81.12,14180,-22060,7940
2003-02-07,1700.0,1715.0,1559040.0,81.84,-164970,-94220,264440
2003-02-10,1700.0,1710.0,1159300.0,81.6,-233520,217090,16430
2003-02-11,1735.0,1710.0,2683813.0,81.6,28600,-33660,121900
2003-02-12,1715.0,1690.0,1312033.0,80.64,115770,1760,2470
2003-02-13,1700.0,1670.0,1708801.0,79.68,264679,100600,300001
2003-02-14,1680.0,1800.0,3917157.0,85.89,1399040,229700,-3820
2003-02-17,1840.0,1840.0,3746151.0,87.8,-393990,163640,10350
2003-02-18,1840.0,1805.0,1604946.0,86.13,-11607,11607,0
2003-02-19,1835.0,1755.0,2127023.0,83.75,47609,-45170,-2439
2003-02-20,1745.0,1725.0,1864032.0,82.31,-2940,-35850,0
2003-02-21,1710.0,1705.0,1167874.0,81.36,-27300,27300,0
2003-02-24,1710.0,1715.0,1469712.0,81.84,-209140,192360,10270
2003-02-25,1690.0,1620.0,1734470.0,77.3,273890,-220630,1960
2003-02-26,1640.0,1605.0,1635110.0,76.59,447850,-211710,1730
2003-02-27,1590.0,1605.0,2338300.0,76.59,33580,-34400,-4360
2003-02-28,1585.0,1550.0,1590600.0,73.96,-88160,-32690,530
2003-03-03,1535.0,1555.0,1505461.0,74.2,-54921,52890,3781
2003-03-04,1525.0,1535.0,1080550.0,73.25,53040,-53040,0
2003-03-05,1480.0,1475.0,897550.0,70.38,9740,-4520,-3160
2003-03-06,1475.0,1440.0,811210.0,68.72,-8830,9460,0
2003-03-07,1400.0,1380.0,1352310.0,65.85,-23500,11460,5040
2003-03-10,1360.0,1355.0,1378740.0,64.65,113560,-24860,0
2003-03-11,1315.0,1250.0,1406658.0,59.64,356320,-121850,0
2003-03-12,1230.0,1255.0,1362770.0,59.88,-35930,34040,0
2003-03-13,1260.0,1155.0,2039880.0,55.11,261410,-229230,78610
2003-03-14,1220.0,1180.0,2402650.0,56.31,442850,-13690,840
2003-03-17,1165.0,1095.0,1421000.0,52.25,-37020,34510,510
2003-03-18,1150.0,1175.0,1602601.0,56.07,-21140,31040,1000
2003-03-19,1175.0,1210.0,1430560.0,57.74,68290,-67740,-20
2003-03-20,1235.0,1340.0,3073814.0,63.94,174610,-160600,510
2003-03-21,1360.0,1370.0,2360542.0,65.37,-247060,-47940,300000
2003-03-24,1400.0,1350.0,2163600.0,64.42,104690,24850,460
2003-03-25,1270.0,1260.0,1191570.0,60.12,-27080,24420,2660
2003-03-26,1290.0,1280.0,2309244.0,61.08,431980,-435430,3450
2003-03-27,1280.0,1280.0,0.0,61.08,0,0,0
2003-03-28,1280.0,1280.0,0.0,61.08,0,0,0
2003-03-31,1280.0,1280.0,0.0,61.08,0,0,0
2003-04-01,1280.0,1280.0,0.0,61.08,0,0,0
2003-04-02,1280.0,1280.0,0.0,61.08,0,0,0
2003-04-03,1280.0,1280.0,0.0,61.08,0,0,0
2003-04-04,1280.0,1280.0,0.0,61.08,0,0,0
2003-04-07,1280.0,1280.0,0.0,61.08,0,0,0
2003-04-08,1280.0,1280.0,0.0,61.08,0,0,0
2003-04-09,1280.0,1280.0,0.0,61.08,0,0,0
2003-04-10,1280.0,1280.0,0.0,61.08,0,0,0
2003-04-11,1280.0,1280.0,0.0,61.08,0,0,0
2003-04-14,1280.0,1280.0,0.0,61.08,0,0,0
2003-04-15,1280.0,1280.0,0.0,61.08,0,0,0
2003-04-16,6900.0,5960.0,3801788.0,52.76,124629,-26249,-95390
2003-04-17,6000.0,5530.0,2120920.0,48.95,193308,-60408,-133280
2003-04-18,5650.0,5200.0,2261389.0,46.03,140830,-46270,-96890
2003-04-21,4965.0,5140.0,1583721.0,45.5,-8062,14142,-1160
2003-04-22,5100.0,5110.0,1011409.0,45.23,17510,-18670,1160
2003-04-23,5110.0,4370.0,2303692.0,38.68,164029,-68039,-96100
2003-04-24,4400.0,4340.0,1176446.0,38.42,7465,-8555,200
2003-04-25,4215.0,3780.0,1205247.0,33.46,23072,-16702,1800
2003-04-28,3460.0,3625.0,851301.0,32.09,4758,10642,-14430
2003-04-29,3740.0,3870.0,1880096.0,34.26,-12469,12769,-300
2003-04-30,3845.0,3690.0,790365.0,32.66,-13737,7867,5220
2003-05-02,3735.0,3800.0,816828.0,33.64,30000,-31220,0
2003-05-06,3870.0,3830.0,588267.0,33.9,1877,2618,-4495
2003-05-07,3850.0,3860.0,456780.0,34.17,-18690,940,14400
2003-05-09,3855.0,3950.0,488598.0,34.97,9836,-7797,-9
2003-05-12,4070.0,4005.0,901511.0,35.45,30294,24396,-50340
2003-05-13,4035.0,3810.0,576214.0,33.73,11110,-13900,0
2003-05-14,3770.0,3835.0,472247.0,33.95,3530,-6410,100
2003-05-15,3870.0,3840.0,455694.0,33.99,-24140,21290,0
2003-05-16,3830.0,3740.0,384124.0,33.11,28100,-30570,-350
2003-05-19,3680.0,3550.0,351930.0,31.42,19780,-22710,0
2003-05-20,3450.0,3500.0,292799.0,30.98,33570,-5530,-30880
2003-05-21,3505.0,3500.0,233994.0,30.98,7270,-2660,-4610
2003-05-22,3490.0,3530.0,696480.0,31.25,-15310,1880,3430
2003-05-23,3570.0,3570.0,339850.0,31.6,-25290,23340,-810
2003-05-26,3590.0,3600.0,274628.0,31.87,-19000,17530,-1290
2003-05-27,3610.0,3550.0,278398.0,31.42,15190,-17300,-650
2003-05-28,3600.0,3685.0,596781.0,32.62,-68290,44660,0
2003-05-29,3685.0,3990.0,1820630.0,35.32,-99320,3930,81500
2003-05-30,4100.0,4585.0,2697764.0,40.59,-49800,-14980,64780
2003-06-02,4800.0,5270.0,4034287.0,46.65,-1084450,11130,1053320
2003-06-03,5550.0,6060.0,3823754.0,53.64,-547132,-9568,545300
2003-06-04,6400.0,6100.0,5218021.0,54.0,-518497,5237,553060
2003-06-05,6100.0,5630.0,1071766.0,49.84,-61080,-5600,57380
2003-06-09,5530.0,5960.0,1553315.0,52.76,-251075,635,246000
2003-06-10,5900.0,5750.0,578654.0,50.9,-17909,13439,-510
2003-06-11,5800.0,5450.0,697276.0,48.24,34852,-4852,-30000
2003-06-12,5580.0,5460.0,725964.0,48.33,19862,-14502,1330
2003-06-13,5550.0,5600.0,637953.0,49.57,8501,-8451,-50
2003-06-16,5600.0,6160.0,3466232.0,54.53,36688,-25688,0
2003-06-17,6350.0,6110.0,1312003.0,54.09,5772,-8472,0
2003-06-18,6150.0,6290.0,2081422.0,55.68,12724,-11214,0
2003-06-19,6400.0,6270.0,942445.0,55.5,-1100,2880,0
2003-06-20,6090.0,5940.0,659440.0,52.58,-16258,3258,0
2003-06-23,5800.0,5660.0,496236.0,50.1,-18230,15230,0
2003-06-24,5500.0,5720.0,415265.0,50.63,-20520,19520,0
