Symbol,고려아연_시가(원),고려아연_종가(원),고려아연_거래량(주),고려아연_PER(IFRS-연결),고려아연_순매수수량(개인)(주),고려아연_순매수수량(기관계)(주),고려아연_순매수수량(외국인계)(주)
2010-12-01,281000.0,291500.0,110121.0,13.25,-25328,41756,-14659
2010-12-02,298500.0,294500.0,113278.0,13.39,-13988,20146,-2834
2010-12-03,292500.0,281500.0,228378.0,12.8,37336,-105755,69718
2010-12-06,285000.0,276000.0,125925.0,12.55,26367,-13994,-10673
2010-12-07,279000.0,291000.0,130973.0,13.23,-18680,29455,-10405
2010-12-08,287000.0,291500.0,119892.0,13.25,-13884,20639,491
2010-12-09,291000.0,287500.0,114058.0,13.07,13519,-14712,-861
2010-12-10,290500.0,297500.0,134355.0,13.53,-23483,29764,-10907
2010-12-13,297000.0,292500.0,93079.0,13.3,7447,4343,-11450
2010-12-14,299000.0,304000.0,148519.0,13.82,-25103,20572,3848
2010-12-15,308500.0,308500.0,95279.0,14.03,-8099,-984,11068
2010-12-16,306500.0,303500.0,69822.0,13.8,20411,-14862,-8399
2010-12-17,304000.0,300000.0,66297.0,13.64,16837,-15937,3063
2010-12-20,297500.0,288000.0,184669.0,13.09,58461,-48885,-1928
2010-12-21,293000.0,292500.0,119433.0,13.3,22490,-7082,-17359
2010-12-22,292500.0,284000.0,176385.0,12.91,76315,-56091,-20600
2010-12-23,286500.0,281500.0,170509.0,12.8,86496,-80729,-6229
2010-12-24,282000.0,285000.0,81731.0,12.96,6306,7335,-15976
2010-12-27,281000.0,275500.0,128634.0,12.53,60670,-38267,-24016
2010-12-28,274000.0,275500.0,111078.0,12.53,20693,-2497,-17326
2010-12-29,277500.0,282000.0,142399.0,12.82,-4847,26480,-20006
2010-12-30,284000.0,276500.0,195200.0,12.57,59536,18824,-81727
2011-01-03,280000.0,287000.0,149369.0,9.87,-31357,24289,9196
2011-01-04,291500.0,295500.0,221980.0,10.16,-82934,55209,28298
2011-01-05,291000.0,292000.0,137232.0,10.04,-6683,10732,-11157
2011-01-06,290000.0,289000.0,150654.0,9.94,25131,-13275,-8333
2011-01-07,288000.0,284500.0,183484.0,9.78,76727,-32286,-35303
2011-01-10,281500.0,288500.0,162510.0,9.92,14033,10464,-29986
2011-01-11,290000.0,300500.0,272609.0,10.33,-95202,95184,-608
2011-01-12,304000.0,309000.0,250964.0,10.62,-110241,88751,22993
2011-01-13,315000.0,310000.0,144196.0,10.66,-36188,25164,11462
2011-01-14,310500.0,312500.0,121816.0,10.74,-8233,12040,-5892
2011-01-17,309500.0,297000.0,132642.0,10.21,19299,-13015,-1985
2011-01-18,297000.0,303500.0,107991.0,10.43,-35288,30550,6517
2011-01-19,307500.0,319000.0,167334.0,10.97,-70002,38903,31277
2011-01-20,317000.0,315500.0,115358.0,10.85,16245,3069,-21034
2011-01-21,310500.0,306000.0,93990.0,10.52,16741,-1492,-14621
2011-01-24,306000.0,316500.0,92523.0,10.88,-6258,8629,-229
2011-01-25,315000.0,314000.0,128864.0,10.8,8655,-8111,-882
2011-01-26,308500.0,300000.0,214123.0,10.31,96705,-95991,-1420
2011-01-27,304500.0,299500.0,99745.0,10.3,13913,-23958,10276
2011-01-28,301500.0,299000.0,96835.0,10.28,-16655,7878,8482
2011-01-31,300000.0,297000.0,107463.0,10.21,9833,-14353,3528
2011-02-01,298000.0,298500.0,43969.0,10.26,-4247,10527,-4357
2011-02-07,302000.0,311500.0,105925.0,10.71,-48147,31605,17378
2011-02-08,315000.0,312000.0,133347.0,10.73,-35792,6874,27991
2011-02-09,312000.0,323000.0,206917.0,11.1,-76795,16521,62027
2011-02-10,322000.0,315500.0,154283.0,10.85,-6073,8186,-4220
2011-02-11,316500.0,315500.0,149127.0,10.85,-30791,13693,17537
2011-02-14,319000.0,320000.0,78615.0,11.0,-4672,737,5527
2011-02-15,317500.0,322500.0,80996.0,11.09,-5467,-5967,13790
2011-02-16,319000.0,325500.0,158007.0,11.19,-33288,9967,25636
2011-02-17,327000.0,313000.0,106977.0,10.76,8964,-4298,-2653
2011-02-18,313000.0,336000.0,124482.0,11.55,-33444,24662,12400
2011-02-21,336000.0,345000.0,158155.0,11.86,-21154,19811,7024
2011-02-22,347000.0,338000.0,101613.0,11.62,4868,-6240,784
2011-02-23,341000.0,331500.0,95257.0,11.4,8554,-10147,-524
2011-02-24,334500.0,333000.0,110916.0,11.45,-4854,15907,-13438
2011-02-25,328500.0,337000.0,92827.0,11.59,17379,-15454,-829
2011-02-28,330000.0,334000.0,50025.0,11.48,-2759,4017,-588
2011-03-02,339000.0,336500.0,82192.0,11.57,7126,-11507,2780
2011-03-03,338500.0,336000.0,82064.0,11.55,10483,-12911,4933
2011-03-04,336000.0,332500.0,98108.0,11.43,10623,4298,-18179
2011-03-07,337000.0,336500.0,100839.0,11.57,-12571,2208,13095
2011-03-08,340500.0,355000.0,173630.0,12.21,-41075,45863,-9386
2011-03-09,355000.0,354000.0,81249.0,12.17,7026,4386,-11674
2011-03-10,351500.0,367500.0,155052.0,12.63,-29805,48267,-27537
2011-03-11,361000.0,367500.0,123387.0,12.63,12089,15927,-28613
2011-03-14,367000.0,375000.0,119461.0,12.89,1824,-1530,-1974
2011-03-15,375000.0,374000.0,161403.0,12.86,-2290,19906,-19088
2011-03-16,375000.0,361000.0,142577.0,12.41,31131,-30654,-3386
2011-03-17,361000.0,366500.0,92833.0,12.6,-17975,8286,9057
2011-03-18,377000.0,371500.0,125584.0,12.77,-25080,24735,-1674
2011-03-21,372000.0,373000.0,41424.0,12.82,304,-10712,8318
2011-03-22,373000.0,392000.0,112901.0,13.48,-13938,10316,181
2011-03-23,392000.0,388500.0,82582.0,13.36,9997,-11390,-385
2011-03-24,391000.0,397500.0,104716.0,13.67,-3501,6360,-2736
2011-03-25,402000.0,392000.0,88195.0,13.48,33335,-28135,-2014
2011-03-28,388000.0,392000.0,95763.0,13.48,25815,-32183,6435
2011-03-29,393500.0,404000.0,121385.0,13.89,-12883,17569,-6391
2011-03-30,400000.0,398500.0,88317.0,13.7,12659,-12232,-915
2011-03-31,392500.0,399000.0,118917.0,13.72,33798,-25732,4106
2011-04-01,400000.0,417500.0,111491.0,14.35,-16158,-2558,17359
2011-04-04,414000.0,404000.0,92457.0,13.89,30891,-22654,-9373
2011-04-05,405500.0,411000.0,73216.0,14.13,-6233,165,8808
2011-04-06,414500.0,430000.0,156603.0,14.78,-38333,33568,375
2011-04-07,441000.0,440000.0,129511.0,15.13,-12892,6026,7864
2011-04-08,445000.0,441000.0,85246.0,15.16,3102,3082,-4825
2011-04-11,442000.0,444500.0,97613.0,15.28,-9059,31922,-21024
2011-04-12,438500.0,435000.0,71517.0,14.96,21229,-13017,1972
2011-04-13,429000.0,429500.0,128632.0,14.77,24563,-11752,-11247
2011-04-14,429500.0,429500.0,119620.0,14.77,21898,-22781,7019
2011-04-15,437500.0,442000.0,118913.0,15.2,-24334,1228,18737
2011-04-18,447000.0,464500.0,107548.0,15.97,-36488,27026,11553
2011-04-19,469500.0,462000.0,137452.0,15.88,20163,-437,-17602
2011-04-20,467000.0,461000.0,90691.0,15.85,9287,-23876,11788
2011-04-21,469000.0,478500.0,127968.0,16.45,-10166,-24223,31644
2011-04-22,487000.0,472000.0,110118.0,16.23,25182,-29675,7776
2011-04-25,475000.0,487000.0,79560.0,16.74,217,-16358,18971
2011-04-26,487000.0,457000.0,384760.0,15.71,51336,-52791,6996
2011-04-27,450000.0,427500.0,396227.0,14.7,48885,-59158,15424
2011-04-28,439000.0,440500.0,285636.0,15.14,-20025,19046,-13728
2011-04-29,442500.0,422000.0,191036.0,14.51,43066,-55042,12607
2011-05-02,417000.0,422000.0,271922.0,14.51,36398,-23266,-28238
2011-05-03,420000.0,400000.0,252873.0,13.75,80636,-63856,4631
2011-05-04,395000.0,404000.0,198824.0,13.89,-5769,1417,5475
2011-05-06,384000.0,373500.0,519049.0,12.84,102871,-142774,49642
2011-05-09,381000.0,379000.0,199636.0,13.03,-9712,-955,12952
2011-05-11,394500.0,389500.0,245190.0,13.39,159,-18342,21750
2011-05-12,372500.0,367500.0,218416.0,12.63,56396,-57946,6791
2011-05-13,373500.0,361000.0,304899.0,12.41,61558,-54442,269
2011-05-16,356000.0,365500.0,206654.0,12.57,14676,32614,-48036
2011-05-17,365500.0,362000.0,169622.0,12.45,11528,35859,-54350
2011-05-18,362000.0,377500.0,363951.0,12.98,40198,-46864,18590
2011-05-19,382500.0,352000.0,347810.0,12.1,35261,-9234,-25032
2011-05-20,354500.0,359000.0,175552.0,12.34,-7,-19891,20618
2011-05-23,363000.0,351000.0,93667.0,12.07,4129,996,-4714
2011-05-24,347000.0,374000.0,227138.0,12.86,-61903,59010,-8078
2011-05-25,382000.0,386500.0,294600.0,13.29,-79033,18886,60615
2011-05-26,394500.0,395500.0,189974.0,13.6,-43404,29897,18022
2011-05-27,391500.0,392000.0,150617.0,13.48,-26495,-7088,38222
2011-05-30,400500.0,388000.0,82715.0,13.34,-4691,-12520,14200
2011-05-31,392500.0,408000.0,115750.0,14.03,-41017,25109,10169
2011-06-01,406000.0,402500.0,106943.0,13.84,-7779,-20085,28615
2011-06-02,391500.0,388500.0,94027.0,13.36,31513,-20608,-6413
2011-06-03,383500.0,364000.0,277791.0,12.51,102648,-103608,3512
2011-06-07,359500.0,359000.0,135244.0,12.34,28789,-25098,-1847
2011-06-08,361500.0,378500.0,114703.0,13.01,-32643,28391,6257
2011-06-09,374000.0,389000.0,135426.0,13.37,-36703,48217,-16925
2011-06-10,394500.0,384000.0,81085.0,13.2,-18934,10423,8250
2011-06-13,376000.0,378500.0,64697.0,13.01,-3974,2634,-8328
2011-06-14,367000.0,377500.0,125247.0,12.98,36119,-38716,9114
2011-06-15,385500.0,384500.0,125418.0,13.22,-3066,11292,-10146
2011-06-16,380000.0,381500.0,97880.0,13.12,-3375,17822,-18652
2011-06-17,386000.0,385000.0,70467.0,13.24,-7923,8698,-5371
2011-06-20,385500.0,400000.0,189216.0,13.75,-75571,82236,-12087
2011-06-21,408000.0,407000.0,112939.0,13.99,-17716,16181,-3023
2011-06-22,401000.0,420000.0,227061.0,14.44,-68094,91439,-27488
2011-06-23,417000.0,414000.0,67833.0,14.23,4828,-2108,-1180
2011-06-24,405500.0,417500.0,250286.0,14.35,14340,-30538,23837
2011-06-27,405000.0,396000.0,117277.0,13.61,44378,-17799,-13880
2011-06-28,398500.0,381500.0,135763.0,13.12,49437,-36880,-10029
2011-06-29,387500.0,392500.0,98116.0,13.49,-10991,5722,6112
2011-06-30,397500.0,409500.0,127633.0,14.08,-52687,45879,7147
2011-07-01,407500.0,406000.0,104602.0,13.96,-11018,15945,-6628
2011-07-04,406000.0,399500.0,101323.0,13.74,13641,-11713,-2259
2011-07-05,403500.0,406000.0,81996.0,13.96,-12549,15797,5088
2011-07-06,416500.0,412500.0,127524.0,14.18,-4250,16744,-12814
2011-07-07,413500.0,417000.0,73079.0,14.34,-15952,10017,4224
2011-07-08,422500.0,419000.0,121578.0,14.41,-19736,15936,8566
2011-07-11,428000.0,424000.0,71029.0,14.58,-7464,-2888,8512
2011-07-12,420000.0,407500.0,85848.0,14.01,2857,1653,-585
2011-07-13,415000.0,410000.0,82175.0,14.1,14745,2939,-17335
2011-07-14,429000.0,434000.0,218510.0,14.92,-70449,57929,11339
2011-07-15,436000.0,444000.0,167227.0,15.27,-38049,24630,23089
2011-07-18,444000.0,443000.0,102583.0,15.23,-13902,4248,11611
2011-07-19,450000.0,460500.0,157601.0,15.83,-38482,6927,25453
2011-07-20,465500.0,462500.0,119447.0,15.9,-15317,-15251,28125
2011-07-21,463000.0,459000.0,95048.0,15.78,-11834,13988,-359
2011-07-22,452000.0,453500.0,79420.0,15.59,5888,-16412,11810
2011-07-25,454000.0,458000.0,63811.0,15.75,-13247,-7387,22550
2011-07-26,461500.0,456500.0,97654.0,15.69,-5536,-34705,37648
2011-07-27,460000.0,445000.0,93774.0,15.3,19992,-18277,6789
2011-07-28,437000.0,444000.0,87836.0,15.27,-1013,-34077,30758
2011-07-29,447000.0,437500.0,82370.0,15.04,6282,-30648,27979
2011-08-01,449000.0,451500.0,100857.0,15.52,-26300,-14775,40472
2011-08-02,447000.0,440500.0,86240.0,15.14,12363,4321,-11085
2011-08-03,442000.0,438500.0,174443.0,15.08,2815,-9073,7024
2011-08-04,445000.0,414500.0,122961.0,14.25,-33289,23155,10124
2011-08-05,383000.0,398500.0,110600.0,13.7,-15248,15021,-2640
2011-08-08,392000.0,398000.0,178906.0,13.68,-24173,17070,495
2011-08-09,401000.0,375000.0,261307.0,12.89,8818,47449,-59636
2011-08-10,399500.0,394000.0,141270.0,13.55,-7517,28152,-22109
2011-08-11,383500.0,404000.0,137083.0,13.89,-21923,20609,53
2011-08-12,400000.0,394500.0,76739.0,13.56,-144,8221,-7270
2011-08-16,392500.0,415000.0,99375.0,14.27,-28428,10779,16909
2011-08-17,419000.0,423000.0,76260.0,14.54,-15925,10146,3999
2011-08-18,425000.0,441000.0,84513.0,15.16,-35739,27667,8841
2011-08-19,438500.0,431000.0,191655.0,14.82,-48876,42183,8503
2011-08-22,448000.0,408000.0,105038.0,14.03,10977,-16471,3726
2011-08-23,415500.0,427000.0,82035.0,14.68,-10021,-11250,24332
2011-08-24,416000.0,430000.0,124281.0,14.78,-11069,-1152,15628
2011-08-25,409000.0,411000.0,174858.0,14.13,24350,-3931,-19834
2011-08-26,413000.0,396000.0,112702.0,13.61,21168,-13688,-3480
2011-08-29,408000.0,417500.0,82707.0,14.35,-28398,7117,28813
2011-08-30,416500.0,405500.0,74354.0,13.94,21322,-19490,-2103
2011-08-31,412500.0,420000.0,76589.0,14.44,-13420,1574,19727
2011-09-01,428000.0,431500.0,138420.0,14.84,-30595,4834,34465
2011-09-02,439000.0,440000.0,62164.0,15.13,-8191,-6299,15498
2011-09-05,445000.0,430500.0,47411.0,14.8,-7446,9895,-1656
2011-09-06,421000.0,425000.0,61712.0,14.61,6414,15818,-17961
2011-09-07,430000.0,425500.0,68568.0,14.63,8782,-4475,-7515
2011-09-08,422000.0,417000.0,67967.0,14.34,2298,14608,-17050
2011-09-09,425000.0,415000.0,48789.0,14.27,-2333,3510,-104
2011-09-14,415000.0,404000.0,71320.0,13.89,8942,20144,-27996
2011-09-15,410000.0,418000.0,83584.0,14.37,-7080,25378,-20051
2011-09-16,413000.0,420000.0,97522.0,14.44,-10499,9667,-3064
2011-09-19,420000.0,406000.0,92266.0,13.96,32374,1756,-26345
2011-09-20,400000.0,396000.0,117466.0,13.61,39815,-42536,-747
2011-09-21,397500.0,406500.0,69520.0,13.98,-20964,9714,11971
2011-09-22,399500.0,399000.0,78016.0,13.72,10781,858,-8936
2011-09-23,367500.0,341000.0,358561.0,11.72,110439,14191,-122456
2011-09-26,330000.0,290000.0,515594.0,9.97,76909,-60668,-4185
2011-09-27,299500.0,318000.0,229892.0,10.93,-46673,46227,3134
2011-09-28,325000.0,306500.0,154787.0,10.54,3703,-1236,-1214
2011-09-29,298000.0,298000.0,410223.0,10.25,78778,-7980,-68004
2011-09-30,303000.0,291500.0,190256.0,10.02,17718,-13846,-2314
2011-10-04,273000.0,272000.0,193082.0,9.35,47471,-47082,492
2011-10-05,271500.0,232000.0,475789.0,7.98,106086,-76181,-29781
2011-10-06,248500.0,246000.0,283604.0,8.46,-27345,-1393,27211
2011-10-07,261000.0,282500.0,308902.0,9.71,-128174,88000,39938
2011-10-10,282000.0,284000.0,213438.0,9.76,16238,-751,-21295
2011-10-11,303000.0,296500.0,174379.0,10.19,-36773,44703,-7867
2011-10-12,290000.0,299000.0,107758.0,10.28,-24402,25718,-2776
2011-10-13,308000.0,307000.0,170882.0,10.55,-9921,18115,-7991
2011-10-14,306000.0,315000.0,115011.0,10.83,-12652,15983,-13018
2011-10-17,322000.0,323000.0,89579.0,11.1,-23980,17315,-435
2011-10-18,309500.0,311500.0,135539.0,10.71,25014,-17438,-10651
2011-10-19,312500.0,311500.0,61696.0,10.71,357,-968,-1754
2011-10-20,307000.0,279000.0,307849.0,9.59,121815,-81442,-36802
2011-10-21,283000.0,281500.0,175422.0,9.68,48922,-51390,3026
2011-10-24,294500.0,319000.0,247316.0,10.97,-91011,64433,13644
2011-10-25,324500.0,320500.0,180501.0,11.02,-42536,22248,10025
2011-10-26,329500.0,335500.0,305765.0,11.53,-42541,-2626,14681
2011-10-27,335500.0,354000.0,172769.0,12.17,-81489,44840,35282
2011-10-28,370000.0,350000.0,135202.0,12.03,-5952,520,7746
2011-10-31,345000.0,329000.0,137595.0,11.31,35290,-20462,-12697
2011-11-01,322000.0,336000.0,141168.0,11.55,6529,-43957,48005
2011-11-02,322000.0,335000.0,133252.0,11.52,28569,-16714,-11370
2011-11-03,338500.0,328500.0,53476.0,11.29,3631,1979,-1957
2011-11-04,345000.0,351500.0,98752.0,12.08,-46322,29699,11247
2011-11-07,357000.0,348000.0,47639.0,11.96,7053,-5940,1895
2011-11-08,357000.0,344000.0,69170.0,11.83,-4272,-1175,2717
2011-11-09,354000.0,347000.0,50589.0,11.93,-16483,6920,4868
2011-11-10,332000.0,335000.0,122241.0,11.52,-2064,10386,-1735
2011-11-11,339500.0,347000.0,67199.0,11.93,-18882,19087,-1680
2011-11-14,355500.0,355000.0,69155.0,12.21,-18021,28214,-10186
2011-11-15,348000.0,350000.0,43993.0,12.03,3761,-4025,-1234
2011-11-16,347000.0,337500.0,88695.0,11.6,18089,-1959,-11926
2011-11-17,339000.0,337000.0,75291.0,11.59,8774,27,3716
2011-11-18,327000.0,322000.0,116117.0,11.07,32825,-14621,-6056
2011-11-21,318500.0,329500.0,77026.0,11.33,-14586,17611,-6578
2011-11-22,317000.0,319500.0,59921.0,10.98,15056,6822,-19932
2011-11-23,322000.0,309000.0,59889.0,10.62,9612,266,-9558
2011-11-24,304500.0,329000.0,53778.0,11.31,-25248,20827,5075
2011-11-25,320000.0,323500.0,51457.0,11.12,-5303,16724,-10683
2011-11-28,325000.0,339500.0,58366.0,11.67,-24321,9767,11651
2011-11-29,342000.0,346000.0,71364.0,11.9,-19622,8067,4686
2011-11-30,340000.0,337000.0,95680.0,11.59,21345,-1007,-20188
2011-12-01,379500.0,366000.0,194041.0,12.58,-59983,29366,26606
2011-12-02,360500.0,365000.0,61443.0,12.55,-6272,11272,-10083
2011-12-05,370000.0,360000.0,51235.0,12.38,1187,8113,-11107
2011-12-06,357000.0,360500.0,42446.0,12.39,-5257,8425,-6283
2011-12-07,356000.0,363000.0,90531.0,12.48,8534,25381,-36683
2011-12-08,361000.0,364000.0,72197.0,12.51,-3777,12687,-7829
2011-12-09,359500.0,356000.0,50002.0,12.24,4334,10315,-13996
2011-12-12,364000.0,356000.0,39720.0,12.24,4264,1363,-8124
2011-12-13,348000.0,347000.0,50258.0,11.93,15814,1486,-14236
2011-12-14,340000.0,335500.0,93319.0,11.53,20855,8360,-35774
2011-12-15,320500.0,306000.0,236527.0,10.52,117356,-71574,-40181
2011-12-16,309000.0,309500.0,112211.0,10.64,28379,-15647,-10587
2011-12-19,311500.0,291000.0,137330.0,10.0,24174,-7524,-25769
2011-12-20,295500.0,300500.0,64910.0,10.33,8171,-3625,-6863
2011-12-21,311000.0,305000.0,115672.0,10.49,8019,2389,-6934
2011-12-22,305500.0,313000.0,62833.0,10.76,-26597,8809,17619
2011-12-23,316000.0,313500.0,46283.0,10.78,-10168,3078,6869
2011-12-26,313500.0,309000.0,34391.0,10.62,1109,3150,4485
2011-12-27,306500.0,299500.0,37445.0,10.3,8391,-3149,-4125
2011-12-28,292500.0,306500.0,27005.0,10.54,-8870,5885,5546
2011-12-29,300000.0,304000.0,39181.0,10.45,6755,-3714,-59
2012-01-02,305500.0,299000.0,36459.0,8.01,12886,-12678,-3122
2012-01-03,303500.0,317000.0,87823.0,8.49,-32885,20280,7655
2012-01-04,321000.0,320500.0,93411.0,8.58,-44049,36142,5646
2012-01-05,327000.0,317500.0,36475.0,8.5,-4026,1569,3201
2012-01-06,316500.0,315500.0,44755.0,8.45,2477,-1674,2208
2012-01-09,311500.0,315000.0,50072.0,8.44,4996,2816,-3940
2012-01-10,313500.0,320000.0,79903.0,8.57,-9409,28932,-26146
2012-01-11,326500.0,323500.0,69533.0,8.66,-24654,33728,-7596
2012-01-12,321000.0,338000.0,108855.0,9.05,-23230,38763,-17343
2012-01-13,339500.0,350000.0,107080.0,9.37,-27947,18429,8893
2012-01-16,348000.0,346500.0,86550.0,9.28,8716,-2127,-4550
2012-01-17,354000.0,350500.0,66869.0,9.39,2936,9070,-15803
2012-01-18,348000.0,360000.0,74031.0,9.64,-25890,29827,-5366
2012-01-19,361000.0,360000.0,51753.0,9.64,-13102,6165,5844
2012-01-20,358000.0,371000.0,53312.0,9.94,-29931,1687,29871
2012-01-25,368000.0,370000.0,80459.0,9.91,4812,-21861,18177
2012-01-26,379000.0,382500.0,95578.0,10.24,-10385,-5547,15433
2012-01-27,386000.0,385000.0,54739.0,10.31,-846,-16781,16990
2012-01-30,389500.0,368500.0,69188.0,9.87,14712,-21595,7838
2012-01-31,370000.0,383500.0,73830.0,10.27,-3550,-14464,18927
2012-02-01,378000.0,383500.0,34521.0,10.27,-118,-3476,5577
2012-02-02,389000.0,400500.0,82466.0,10.73,-23898,1437,26958
2012-02-03,404500.0,407000.0,60205.0,10.9,-1476,-12113,13735
2012-02-06,409500.0,393000.0,84738.0,10.52,8238,-3830,-4201
2012-02-07,390000.0,389000.0,80802.0,10.42,914,18413,-20337
2012-02-08,399000.0,402500.0,71975.0,10.78,-8382,-4009,12541
2012-02-09,401500.0,410000.0,73470.0,10.98,-14995,17731,-835
2012-02-10,415000.0,418000.0,82626.0,11.19,-12078,12990,10796
2012-02-13,419000.0,417500.0,65167.0,11.18,-10799,3117,6047
2012-02-14,408500.0,401500.0,74969.0,10.75,30433,-4633,-22121
2012-02-15,399500.0,406500.0,44115.0,10.89,-4694,-445,1571
2012-02-16,398000.0,390500.0,65097.0,10.46,18698,266,-17998
2012-02-17,406000.0,403500.0,74878.0,10.81,-6479,-7422,13722
2012-02-20,409500.0,419000.0,44806.0,11.22,-18578,14157,3093
2012-02-21,419500.0,412500.0,72936.0,11.05,13337,-8619,-5798
2012-02-22,421000.0,427500.0,64721.0,11.45,-26282,14571,11983
2012-02-23,428000.0,435000.0,73439.0,11.65,-16122,20053,-4412
2012-02-24,435500.0,438000.0,55820.0,11.73,-10382,20617,-12673
2012-02-27,438000.0,431500.0,65149.0,11.56,2965,1429,-3528
2012-02-28,440000.0,441500.0,75868.0,11.82,-14903,35859,-19744
2012-02-29,445500.0,438500.0,52389.0,11.74,-314,9507,-7251
2012-03-02,435000.0,428000.0,87127.0,11.46,28961,-34084,10797
2012-03-05,420000.0,418000.0,168166.0,11.19,51287,-33271,-19898
2012-03-06,415000.0,409500.0,72621.0,10.97,22595,-14333,-5897
2012-03-07,399000.0,406500.0,70982.0,10.89,4156,11385,-14652
2012-03-08,408000.0,422500.0,84084.0,11.31,-12139,14488,-3870
2012-03-09,425000.0,426500.0,57005.0,11.42,-9596,12765,-8819
2012-03-12,429000.0,414000.0,99844.0,11.09,23284,-41590,10179
2012-03-13,412000.0,405500.0,151275.0,10.86,39083,-54121,15736
2012-03-14,408000.0,404000.0,108484.0,10.82,18656,-13863,-2476
2012-03-15,396000.0,385500.0,215787.0,10.32,75057,-84005,8475
2012-03-16,390500.0,398500.0,109449.0,10.67,-25020,20068,7566
2012-03-19,401000.0,399500.0,69153.0,10.7,-7345,-2229,9222
2012-03-20,396500.0,391500.0,50510.0,10.48,4721,2566,-1769
2012-03-21,384500.0,380500.0,95665.0,10.19,38052,-33073,-8726
2012-03-22,377500.0,368000.0,147075.0,9.85,34441,-51529,7444
2012-03-23,367500.0,380000.0,96780.0,10.18,-17076,36263,-21059
2012-03-26,383500.0,372000.0,51768.0,9.96,8246,-929,-7520
2012-03-27,386500.0,392500.0,108772.0,10.51,-42550,16676,22376
2012-03-28,393000.0,386000.0,58396.0,10.34,-4016,2354,573
2012-03-29,384000.0,391500.0,59335.0,10.48,-3005,15443,-12075
2012-03-30,396000.0,391500.0,73836.0,10.48,-6612,36806,-31256
2012-04-02,394000.0,394500.0,38737.0,10.56,-1799,15925,-13410
2012-04-03,399000.0,389000.0,57342.0,10.42,5798,-1441,-6098
2012-04-04,388000.0,375000.0,73579.0,10.04,24961,-17331,-18108
2012-04-05,365000.0,376000.0,73326.0,10.07,4953,-9963,5193
2012-04-06,377000.0,376000.0,70696.0,10.07,7120,1146,-9391
2012-04-09,374000.0,381500.0,53879.0,10.22,-19953,4559,16127
2012-04-10,386500.0,389500.0,81102.0,10.43,-12693,6510,3698
