Symbol,동국제강_시가(원),동국제강_종가(원),동국제강_거래량(주),동국제강_PER(IFRS-연결),동국제강_순매수수량(개인)(주),동국제강_순매수수량(기관계)(주),동국제강_순매수수량(외국인계)(주)
2001-11-21,2765.0,2830.0,887940.0,,-4040,-88400,1200
2001-11-22,2850.0,2930.0,615390.0,,-165860,117440,0
2001-11-23,2950.0,2990.0,1198340.0,,-29210,-11220,0
2001-11-26,3030.0,3005.0,1341610.0,,285540,-156870,0
2001-11-27,3045.0,3120.0,1197250.0,,-260120,300770,8880
2001-11-28,3050.0,2980.0,1094940.0,,-94980,91330,600
2001-11-29,2925.0,3050.0,465580.0,,-99090,87060,0
2001-11-30,3090.0,3100.0,507550.0,,19760,9110,0
2001-12-03,3060.0,3150.0,516120.0,,-21850,35450,0
2001-12-04,3150.0,3505.0,3361890.0,,-390490,553490,0
2001-12-05,3500.0,3800.0,2840320.0,,-1038790,1131890,0
2001-12-06,4000.0,3840.0,1557300.0,,-180280,128090,2880
2001-12-07,3800.0,3940.0,1071820.0,,-114200,56030,57490
2001-12-10,3835.0,4000.0,1562830.0,,-67470,83940,-1530
2001-12-11,3910.0,3820.0,483120.0,,-14920,2440,-9950
2001-12-12,3800.0,3850.0,661570.0,,-5420,4190,0
2001-12-13,3800.0,3775.0,819280.0,,86050,-200220,2800
2001-12-14,3670.0,3700.0,627580.0,,92710,-72250,-440
2001-12-17,3710.0,3500.0,745870.0,,-45160,39310,-2090
2001-12-18,3575.0,3320.0,614860.0,,-79610,84780,-4450
2001-12-19,3400.0,3530.0,1043180.0,,29020,13960,-34350
2001-12-20,3500.0,3600.0,550780.0,,101110,-85980,0
2001-12-21,3600.0,3700.0,667440.0,,98260,-92530,-2250
2001-12-24,3700.0,3750.0,519200.0,,66060,-53000,-8800
2001-12-26,3730.0,3795.0,812190.0,,-36670,90180,0
2001-12-27,3510.0,3415.0,632330.0,,66120,-65110,880
2001-12-28,3485.0,3495.0,414140.0,,-75900,72300,0
2002-01-02,3495.0,3500.0,502770.0,24.9,-154870,153430,0
2002-01-03,3500.0,3365.0,537986.0,23.93,-40554,35074,0
2002-01-04,3400.0,3370.0,799914.0,23.97,7314,-17034,1200
2002-01-07,3460.0,3875.0,1854343.0,27.57,-389281,393891,-880
2002-01-08,4000.0,3900.0,2708535.0,27.75,194660,-190360,-11380
2002-01-09,4000.0,3940.0,1360410.0,28.03,53600,26970,0
2002-01-10,4010.0,4000.0,1630771.0,28.46,180180,-163090,0
2002-01-11,4120.0,4050.0,1194241.0,28.81,-471090,496090,0
2002-01-14,4110.0,4100.0,1409873.0,29.16,43120,161020,0
2002-01-15,4055.0,4000.0,636480.0,28.46,-81510,54430,17800
2002-01-16,3980.0,4000.0,735380.0,28.46,-212110,134810,6480
2002-01-17,3910.0,3965.0,347991.0,28.2,-139860,135060,3500
2002-01-18,3985.0,3965.0,401494.0,28.2,-64780,126930,-61450
2002-01-21,4010.0,4090.0,373486.0,29.09,-49637,46117,2220
2002-01-22,4150.0,4350.0,1817020.0,30.94,-47510,14950,0
2002-01-23,4455.0,4750.0,3075950.0,33.79,31330,-107240,97090
2002-01-24,4950.0,4840.0,2064590.0,34.43,-129770,-240200,372220
2002-01-25,4990.0,4900.0,1438985.0,34.86,38220,-59990,20830
2002-01-28,4985.0,4880.0,1099877.0,34.72,102390,-21890,0
2002-01-29,4880.0,4780.0,691082.0,34.01,36090,-40540,740
2002-01-30,4650.0,4500.0,723520.0,32.02,-36410,26510,10000
2002-01-31,4600.0,4530.0,568717.0,32.23,92350,-79160,-3000
2002-02-01,4550.0,4425.0,573922.0,31.48,-99122,73640,0
2002-02-04,4400.0,4380.0,511575.0,31.16,-7080,7880,-3800
2002-02-05,4300.0,4380.0,463258.0,31.16,-24050,63680,-1000
2002-02-06,4380.0,4380.0,566635.0,31.16,173890,108920,-284000
2002-02-07,4850.0,4330.0,1037870.0,30.8,181510,-145440,-34000
2002-02-08,4330.0,4360.0,444708.0,31.02,-32680,32680,0
2002-02-14,4500.0,4960.0,1621940.0,35.28,-379470,133430,272890
2002-02-15,4950.0,4990.0,1199356.0,35.5,15927,-19717,0
2002-02-18,5000.0,5060.0,1305022.0,35.99,-73730,-319200,318440
2002-02-19,5150.0,5110.0,1411227.0,36.36,-129070,-167040,267220
2002-02-20,5100.0,4960.0,609270.0,35.28,15390,4960,-30000
2002-02-21,5000.0,4940.0,1010686.0,35.14,-15930,2930,-5000
2002-02-22,4800.0,5000.0,474643.0,35.57,5290,-44990,-1000
2002-02-25,5000.0,4870.0,493887.0,34.65,-10430,-1970,0
2002-02-26,4920.0,5000.0,1020673.0,35.57,-37080,92130,0
2002-02-27,5030.0,5070.0,1301780.0,36.07,10085,-67275,51400
2002-02-28,5110.0,5100.0,982050.0,36.28,100710,-98710,0
2002-03-04,5170.0,4940.0,1457707.0,35.14,323035,-340635,64070
2002-03-05,4930.0,4890.0,1132085.0,34.79,177130,-172040,0
2002-03-06,4760.0,4530.0,1906818.0,32.23,341740,-344720,-139540
2002-03-07,4530.0,4750.0,2863915.0,33.79,-89662,663032,-617870
2002-03-08,4750.0,5000.0,3491302.0,35.57,-658350,-359760,701970
2002-03-11,5120.0,5400.0,5223473.0,38.42,-200940,-128360,418340
2002-03-12,5580.0,5580.0,3457160.0,39.69,-812850,78470,787280
2002-03-13,5600.0,5570.0,1253152.0,39.62,5180,34260,-49990
2002-03-14,5580.0,5500.0,7737946.0,39.13,776800,103710,-159180
2002-03-15,5550.0,5680.0,4050243.0,40.41,-754830,261500,392310
2002-03-18,5850.0,5740.0,1898467.0,40.84,34840,-144550,48700
2002-03-19,5740.0,5650.0,1330266.0,40.19,-66260,-3670,0
2002-03-20,5770.0,5550.0,912192.0,39.48,-45406,14556,-21260
2002-03-21,5550.0,5700.0,702047.0,40.55,-289070,206210,30000
2002-03-22,5700.0,6010.0,2077050.0,42.76,-160068,42798,37610
2002-03-25,6060.0,5920.0,1185110.0,42.11,-101208,40188,-6170
2002-03-26,5920.0,5860.0,751640.0,41.69,-219664,84984,-58530
2002-03-27,5860.0,5950.0,611670.0,42.32,-155890,83640,57450
2002-03-28,6100.0,5900.0,721642.0,41.97,-215750,12340,79410
2002-03-29,5980.0,5930.0,500244.0,42.18,-124020,44620,13450
2002-04-01,6070.0,5860.0,759897.0,41.69,-106500,-78800,6450
2002-04-02,5860.0,5910.0,1457370.0,42.04,402070,-616830,8800
2002-04-03,5910.0,5860.0,812040.0,41.69,-276580,-42940,0
2002-04-04,5860.0,5820.0,651211.0,41.4,-154640,-22310,-1550
2002-04-08,5930.0,5990.0,927255.0,42.62,-181200,216900,420
2002-04-09,6000.0,5850.0,749670.0,41.62,-81100,-165160,42550
2002-04-10,5850.0,5760.0,783280.0,40.98,-220220,20220,0
2002-04-11,5850.0,5960.0,835171.0,42.4,67030,-64230,-2640
2002-04-12,5960.0,6300.0,1706202.0,44.82,-152879,7909,55000
2002-04-15,6410.0,6290.0,2069857.0,44.74,-169580,13060,161540
2002-04-16,6390.0,6530.0,1667276.0,46.45,-17490,-52670,289300
2002-04-17,6630.0,6530.0,2049879.0,46.45,27910,159090,-85800
2002-04-18,6530.0,6410.0,987520.0,45.6,-37060,-22420,-12620
2002-04-19,6410.0,6280.0,818390.0,44.67,-2800,14800,-157100
2002-04-22,6280.0,6180.0,671280.0,43.96,-206930,87830,-75050
2002-04-23,6180.0,6200.0,513610.0,44.1,-173560,-31340,300
2002-04-24,6250.0,6420.0,819881.0,45.67,28770,-104400,135050
2002-04-25,6420.0,6000.0,911950.0,42.69,-176780,88360,31590
2002-04-26,6100.0,6250.0,439500.0,44.46,-107800,92860,19800
2002-04-29,6250.0,5950.0,737300.0,42.32,-208090,77880,-64080
2002-04-30,5950.0,5790.0,806234.0,41.19,-160460,-117610,-41800
2002-05-02,5900.0,5950.0,391411.0,42.32,-1960,-22620,0
2002-05-03,5980.0,5980.0,412700.0,42.54,-117730,9680,-27490
2002-05-06,5830.0,5840.0,142734.0,41.55,16310,6790,-22770
2002-05-07,5670.0,5770.0,178010.0,41.05,-60810,60810,0
2002-05-08,5900.0,6170.0,453115.0,43.89,-131420,47800,88620
2002-05-09,6400.0,6280.0,793660.0,44.67,-261210,-28490,296040
2002-05-10,6330.0,6360.0,584650.0,45.25,-92070,82470,30200
2002-05-13,6300.0,6360.0,284920.0,45.25,-37410,44140,0
2002-05-14,6490.0,6360.0,342170.0,45.25,-7370,-3950,13380
2002-05-15,6420.0,6300.0,510750.0,44.82,13610,98800,-123000
2002-05-16,6300.0,6200.0,368650.0,44.1,-26560,27490,6440
2002-05-17,6190.0,6230.0,302860.0,44.32,-60590,61300,0
2002-05-20,6320.0,6130.0,353822.0,43.61,11174,-6180,36
2002-05-21,6000.0,5950.0,230410.0,42.32,-54830,15460,40000
2002-05-22,5890.0,6140.0,305552.0,43.68,-85140,70520,3570
2002-05-23,6150.0,5950.0,392564.0,42.32,-34096,-84560,134936
2002-05-24,5900.0,6000.0,191683.0,42.69,-48500,46760,0
2002-05-27,5950.0,5910.0,132070.0,42.04,600,-4610,3710
2002-05-28,6050.0,6010.0,256920.0,42.76,-11870,17920,-650
2002-05-29,5980.0,5800.0,289750.0,41.26,110010,-74290,-36170
2002-05-30,5800.0,5450.0,342629.0,38.77,-32250,94480,-64000
2002-05-31,5450.0,5240.0,263731.0,37.28,26980,78900,-109400
2002-06-03,5190.0,4965.0,293049.0,35.32,27900,131750,-160300
2002-06-04,4965.0,5010.0,274990.0,35.64,17540,5640,-23180
2002-06-05,5050.0,5200.0,321319.0,36.99,-21001,185501,-164500
2002-06-07,5050.0,5450.0,236202.0,38.77,-28220,28870,4310
2002-06-10,5410.0,5700.0,313966.0,40.55,-57250,40730,34750
2002-06-11,5720.0,5650.0,174490.0,40.19,17180,-21280,4100
2002-06-12,5730.0,5890.0,403380.0,41.9,-30400,25860,-29940
2002-06-14,5800.0,5850.0,399730.0,41.62,-80760,96780,-16890
2002-06-17,5980.0,6200.0,1341010.0,44.1,101700,-45560,-4540
2002-06-18,6300.0,7130.0,4645661.0,50.72,-1160370,-429070,1890900
2002-06-19,7160.0,6650.0,1519550.0,47.31,-16220,6820,10550
2002-06-20,6690.0,7110.0,2947792.0,50.58,-52460,-31730,222590
2002-06-21,7000.0,7000.0,1545834.0,49.8,-305810,-3420,340980
2002-06-24,7000.0,6700.0,1034390.0,47.66,-186090,18120,167100
2002-06-25,6800.0,6200.0,1100354.0,44.1,-326,-25910,22856
2002-06-26,5950.0,5270.0,889352.0,37.49,167360,48160,-189970
2002-06-27,5410.0,5810.0,1385500.0,41.33,89870,11300,-103520
2002-06-28,6000.0,6250.0,1241175.0,44.46,-33160,-136830,170580
2002-07-02,5920.0,6350.0,528043.0,45.18,5070,-23690,29180
2002-07-03,6300.0,6250.0,463730.0,44.46,29080,-21070,-9400
2002-07-04,6360.0,6300.0,593122.0,44.82,146510,-97570,-38260
2002-07-05,6300.0,6400.0,826580.0,45.53,-64760,79550,-20000
2002-07-08,6500.0,6150.0,860958.0,43.75,254910,-251640,0
2002-07-09,6390.0,6440.0,665788.0,45.81,-32076,41736,-10000
2002-07-10,6360.0,6830.0,1146984.0,48.59,-274260,128040,134650
2002-07-11,6690.0,6780.0,943394.0,48.23,9720,27660,-49370
2002-07-12,6850.0,6810.0,830361.0,48.44,22440,144750,-250100
2002-07-15,6810.0,6650.0,489100.0,47.31,-14260,12550,0
2002-07-16,6510.0,6290.0,600731.0,44.74,6820,7260,-11000
2002-07-18,6380.0,6290.0,333284.0,44.74,-16540,20540,-4000
2002-07-19,6250.0,6160.0,390770.0,43.82,105550,-102550,-1960
2002-07-22,5930.0,5900.0,697330.0,41.97,-35660,47410,-14980
2002-07-23,6020.0,6200.0,423665.0,44.1,-16380,15900,0
2002-07-24,6130.0,5980.0,277781.0,42.54,39180,-47000,10000
2002-07-25,6400.0,5900.0,744440.0,41.97,205190,-208980,10000
2002-07-26,5950.0,5750.0,412965.0,40.91,-1890,14190,-11050
2002-07-29,5800.0,5590.0,278970.0,39.77,-20440,18640,0
2002-07-30,5750.0,5800.0,721640.0,41.26,68840,29060,-99000
2002-07-31,5800.0,5620.0,313052.0,39.98,16040,-12800,0
2002-08-01,5620.0,5490.0,280152.0,39.06,35410,-27720,-3400
2002-08-02,5420.0,5530.0,206401.0,39.34,-45550,40320,0
2002-08-05,5340.0,5190.0,246780.0,36.92,24030,-1440,-3570
2002-08-06,5090.0,5240.0,223895.0,37.28,-86450,130760,-48870
2002-08-07,5240.0,5100.0,233520.0,36.28,115300,-62270,-52160
2002-08-08,5130.0,5050.0,296460.0,35.92,182660,-121200,-55580
2002-08-09,5160.0,5120.0,332890.0,36.43,87330,-4870,-83390
2002-08-12,5250.0,5270.0,424930.0,37.49,-13980,13020,0
2002-08-13,5320.0,5370.0,346910.0,38.2,-6450,6450,0
2002-08-14,5250.0,5580.0,412090.0,39.69,-81030,31210,47900
2002-08-16,5610.0,5470.0,355228.0,38.91,26020,-34120,9100
2002-08-19,5570.0,5470.0,213740.0,38.91,60730,-59290,0
2002-08-20,5620.0,5520.0,301330.0,39.27,-2200,-7950,5000
2002-08-21,5520.0,5470.0,326140.0,38.91,123160,-56710,0
2002-08-22,5500.0,5440.0,290320.0,38.7,18540,8040,-26000
2002-08-23,5440.0,5400.0,202630.0,38.42,-43050,42760,0
2002-08-26,5320.0,5300.0,207350.0,37.7,41290,690,-47040
2002-08-27,5300.0,5170.0,350120.0,36.78,201980,-115870,-86790
2002-08-28,5180.0,5100.0,529990.0,36.28,256450,-90230,-171630
2002-08-29,5200.0,4995.0,639200.0,35.54,333210,-146380,-196270
2002-08-30,5010.0,4900.0,727490.0,34.86,267210,-99020,-167230
2002-09-02,4900.0,4990.0,984603.0,35.5,297813,-297553,0
2002-09-03,5030.0,5200.0,1138840.0,36.99,39870,-37370,0
2002-09-04,5100.0,4990.0,888040.0,35.5,424310,-125330,-325560
2002-09-05,5030.0,5000.0,1103540.0,35.57,225500,229880,-452640
2002-09-06,4835.0,4840.0,538540.0,34.43,33590,73630,-105960
2002-09-09,4765.0,4790.0,727170.0,34.08,-204600,206790,-122190
2002-09-10,4750.0,4745.0,563904.0,33.76,13850,32940,-142490
2002-09-11,4820.0,4800.0,404660.0,34.15,57560,68980,-126540
2002-09-12,4750.0,4980.0,688667.0,35.43,-64600,165080,-133460
2002-09-13,4900.0,4715.0,332840.0,33.54,167470,-77350,-100000
2002-09-16,4730.0,4675.0,243480.0,33.26,67480,-73280,0
2002-09-17,4750.0,4870.0,312918.0,34.65,-127120,81090,9420
2002-09-18,4670.0,4700.0,355410.0,33.43,87480,-70400,0
2002-09-19,4700.0,4800.0,243444.0,34.15,-141959,104209,30550
2002-09-23,4730.0,4680.0,106940.0,33.29,10650,-10570,-1280
2002-09-24,4695.0,4600.0,182530.0,32.72,-41390,35670,1040
2002-09-25,4580.0,4560.0,323720.0,32.44,-85590,-10220,98960
2002-09-26,4610.0,4480.0,187811.0,31.87,-2000,-8030,0
2002-09-27,4530.0,4525.0,186453.0,32.19,-63450,56730,0
2002-09-30,4420.0,4350.0,150800.0,30.94,-14470,16160,10290
2002-10-01,4330.0,4390.0,124650.0,31.23,-56240,53130,1200
2002-10-02,4500.0,4455.0,135230.0,31.69,-8330,20640,-12040
2002-10-04,4400.0,4570.0,218543.0,32.51,15890,36410,-66860
2002-10-07,4630.0,4550.0,225575.0,32.37,62310,-30010,-27900
2002-10-08,4490.0,4720.0,290091.0,33.57,-139930,166260,-21980
2002-10-09,4800.0,4750.0,408520.0,33.79,62370,-51150,-4000
2002-10-10,4650.0,4450.0,375710.0,31.66,31850,-39050,0
2002-10-11,4800.0,4695.0,415850.0,33.4,51160,-51460,7370
2002-10-14,4890.0,4845.0,284750.0,34.46,-43650,40200,0
2002-10-15,4860.0,4905.0,504370.0,34.89,-102175,6815,-5600
2002-10-16,4935.0,4870.0,310560.0,34.65,-54520,-14360,-29100
2002-10-17,4870.0,4870.0,350170.0,34.65,-151500,103930,-200
2002-10-18,4915.0,4995.0,430530.0,35.54,-62470,123140,-60740
2002-10-21,5010.0,4865.0,355845.0,34.61,27350,-14200,-109550
2002-10-22,4950.0,4850.0,413164.0,34.5,-92640,-7880,-100000
2002-10-23,4850.0,4890.0,592730.0,34.79,-69400,128050,-288860
2002-10-24,4920.0,4795.0,678210.0,34.11,191960,-111130,-270050
2002-10-25,4795.0,4700.0,557001.0,33.43,45700,-26310,-226800
2002-10-28,4720.0,4780.0,247720.0,34.01,-9740,2850,8600
2002-10-29,4780.0,4800.0,425060.0,34.15,-75810,-125740,0
2002-10-30,4805.0,4700.0,497600.0,33.43,126170,-328420,0
2002-10-31,4705.0,4700.0,260940.0,33.43,-44180,-50340,0
2002-11-01,4700.0,4720.0,225790.0,33.57,-121000,27350,-3000
2002-11-04,4730.0,4930.0,394530.0,35.07,-202380,75930,117440
2002-11-05,5030.0,4990.0,644552.0,35.5,-103070,-2270,116870
2002-11-06,5050.0,5030.0,307334.0,35.78,-67530,69220,-6400
2002-11-07,5040.0,5100.0,339880.0,36.28,-154870,-45590,1580
2002-11-08,5090.0,5040.0,898134.0,35.85,98750,-381180,85510
2002-11-11,5040.0,4990.0,473960.0,35.5,-266830,-108340,179710
2002-11-12,4990.0,5050.0,754920.0,35.92,-169960,-420670,390910
2002-11-13,5060.0,5100.0,422110.0,36.28,-141380,-74870,25210
2002-11-14,5100.0,5030.0,411468.0,35.78,-95060,-59660,-44930
2002-11-15,5050.0,5100.0,124270.0,36.28,19100,-12270,-6830
2002-11-18,5120.0,5040.0,347860.0,35.85,-174100,-25900,-1400
2002-11-19,5080.0,5120.0,109446.0,36.43,-16040,21750,-8300
2002-11-20,5130.0,5140.0,344660.0,36.57,-294010,80860,0
2002-11-21,5170.0,5330.0,335270.0,37.91,-198230,170140,300
2002-11-22,5350.0,5330.0,151436.0,37.91,-72124,17154,420
2002-11-25,5350.0,5340.0,174713.0,37.99,8120,-28640,7800
2002-11-26,5360.0,5280.0,339660.0,37.56,-21360,-177790,-1300
2002-11-27,5280.0,5230.0,380264.0,37.21,-18850,-191110,7560
2002-11-28,5300.0,5140.0,476499.0,36.57,125340,-282490,2890
2002-11-29,5200.0,5150.0,170850.0,36.64,65200,-68150,700
2002-12-02,5180.0,5260.0,192666.0,37.42,29160,-27960,0
2002-12-03,5260.0,5470.0,325271.0,38.91,-82280,110310,4680
2002-12-04,5430.0,5300.0,148580.0,37.7,4670,9650,-17820
2002-12-05,5210.0,5360.0,206489.0,38.13,-66670,63520,-420
2002-12-06,5350.0,5280.0,118940.0,37.56,59010,-55840,-1120
2002-12-09,5390.0,5130.0,144190.0,36.5,19900,-32420,-300
2002-12-10,5090.0,5180.0,84160.0,36.85,-37750,37270,0
2002-12-11,5250.0,5210.0,92410.0,37.06,61900,-61630,0
2002-12-12,5300.0,5670.0,342740.0,40.33,-97970,83050,7260
2002-12-13,5420.0,5360.0,279090.0,38.13,129350,-130700,0
2002-12-16,5370.0,5290.0,197810.0,37.63,66930,-90070,26320
2002-12-17,5370.0,5350.0,125390.0,38.06,-20920,-9420,25000
2002-12-18,5350.0,5430.0,188533.0,38.63,6030,-11410,25000
2002-12-20,5460.0,5510.0,337280.0,39.2,-22950,-25890,22460
2002-12-23,5550.0,5500.0,229698.0,39.13,-92980,45880,42860
2002-12-24,5480.0,5500.0,160286.0,39.13,-21064,-3826,24000
2002-12-26,5510.0,5300.0,429413.0,37.7,168280,-162560,2000
2002-12-27,5020.0,4770.0,278660.0,33.94,6520,3030,-8250
2002-12-30,4710.0,4455.0,201780.0,31.69,-70360,79810,-10650
2003-01-02,4480.0,4400.0,210400.0,6.23,136510,-129730,-2380
2003-01-03,4490.0,4570.0,380393.0,6.47,47577,-24427,300
2003-01-06,4650.0,4600.0,178950.0,6.51,7313,7517,340
2003-01-07,4670.0,4500.0,201780.0,6.37,25250,-11670,-4970
2003-01-08,4460.0,4420.0,177040.0,6.26,65590,-62870,0
2003-01-09,4400.0,4200.0,297471.0,5.95,78520,-42270,-20990
2003-01-10,4300.0,4180.0,305333.0,5.92,-25010,19690,-5280
2003-01-13,4100.0,4320.0,175030.0,6.12,-65660,62170,280
2003-01-14,4460.0,4440.0,122190.0,6.29,-17340,-5350,21890
2003-01-15,4470.0,4470.0,315220.0,6.33,-6880,-29310,40730
2003-01-16,4470.0,4600.0,260242.0,6.51,-54890,-13350,67040
2003-01-17,4540.0,4415.0,207000.0,6.25,26670,-108540,80840
2003-01-20,4300.0,4320.0,158410.0,6.12,20950,-72010,51060
2003-01-21,4340.0,4280.0,123036.0,6.06,8330,-48290,43150
2003-01-22,4250.0,4235.0,136900.0,6.0,-8330,-40650,48500
2003-01-23,4230.0,4800.0,706828.0,6.8,-367140,118140,243640
2003-01-24,4800.0,4420.0,108360.0,6.26,-3000,-2100,3210
2003-01-27,4410.0,4420.0,175525.0,6.26,-18390,20150,0
2003-01-28,4420.0,4440.0,47240.0,6.29,-6090,6090,0
2003-01-29,4405.0,4450.0,162940.0,6.3,53420,-51380,-4200
2003-01-30,4320.0,4390.0,51090.0,6.22,-20270,15950,-710
2003-02-03,4380.0,4500.0,196849.0,6.37,-81950,7010,71940
2003-02-04,4560.0,4520.0,86565.0,6.4,19460,-23540,2320
2003-02-05,4430.0,4490.0,67889.0,6.36,-3720,4220,-740
2003-02-06,4480.0,4430.0,113090.0,6.27,9340,-8680,0
2003-02-07,4365.0,4470.0,95381.0,6.33,-35540,39760,0
2003-02-10,4465.0,4570.0,96310.0,6.47,-60390,59670,0
2003-02-11,4630.0,4420.0,214371.0,6.26,33250,-33130,0
2003-02-12,4440.0,4410.0,39130.0,6.24,1400,-420,-980
2003-02-13,4460.0,4450.0,206690.0,6.3,-36300,39620,0
2003-02-14,4420.0,4260.0,133809.0,6.03,36279,-35779,30
2003-02-17,4395.0,4390.0,87830.0,6.22,-19290,24440,-5150
2003-02-18,4470.0,4340.0,140055.0,6.14,18805,-19315,0
2003-02-19,4455.0,4410.0,180610.0,6.24,-49450,47240,2210
2003-02-20,4470.0,4445.0,114980.0,6.29,-64150,64150,0
2003-02-21,4410.0,4425.0,66041.0,6.27,-12900,13410,0
2003-02-24,4450.0,4530.0,133730.0,6.41,-90860,83100,5750
2003-02-25,4500.0,4400.0,101160.0,6.23,11200,-11900,700
2003-02-26,4360.0,4320.0,69310.0,6.12,15760,-16750,990
2003-02-27,4260.0,4295.0,87950.0,6.08,25350,-21690,-2440
2003-02-28,4230.0,4215.0,52399.0,5.97,26360,-24310,-2050
2003-03-03,4210.0,4240.0,85339.0,6.0,-34460,32360,2100
2003-03-04,4210.0,4165.0,62170.0,5.9,31720,-31720,0
2003-03-05,4165.0,4150.0,80320.0,5.88,710,1570,-1750
2003-03-06,4130.0,4080.0,51210.0,5.78,-8950,9300,0
2003-03-07,4055.0,4000.0,143120.0,5.66,-52480,49680,2800
2003-03-10,4005.0,4000.0,75360.0,5.66,-44410,40910,0
2003-03-11,3975.0,4000.0,104790.0,5.66,-83730,83280,0
2003-03-12,4090.0,4200.0,130680.0,5.95,-97410,96360,0
2003-03-13,4140.0,4200.0,321970.0,5.95,93230,10400,-65600
2003-03-14,4210.0,4210.0,188740.0,5.96,8400,-27540,19140
2003-03-17,4210.0,3800.0,167010.0,5.38,16000,9170,-25560
2003-03-18,3865.0,3880.0,251310.0,5.49,86200,2060,-90700
2003-03-19,3880.0,3670.0,428470.0,5.2,207370,-3430,-203710
2003-03-20,3760.0,3900.0,632130.0,5.52,69750,-70030,0
2003-03-21,3940.0,3990.0,304840.0,5.65,-41280,41280,0
2003-03-24,4050.0,4000.0,243070.0,5.66,17340,-17510,280
2003-03-25,3850.0,3875.0,164027.0,5.49,-67270,66710,560
2003-03-26,3915.0,3870.0,177188.0,5.48,22008,-24318,2100
2003-03-27,3820.0,3815.0,136690.0,5.4,-12190,11000,1400
2003-03-28,3800.0,3790.0,149210.0,5.37,14910,-10110,190
2003-03-31,3800.0,3700.0,122560.0,5.24,19900,-20750,-1990
2003-04-01,3570.0,3550.0,334770.0,5.03,191220,-191190,-980
2003-04-02,3590.0,3540.0,314649.0,5.01,134670,-134390,0
2003-04-03,3615.0,3550.0,437400.0,5.03,27610,-30680,1260
2003-04-04,3550.0,3730.0,408100.0,5.28,54340,-67740,3510
2003-04-07,3840.0,3930.0,582856.0,5.56,-21821,13071,58160
2003-04-08,3870.0,3900.0,286301.0,5.52,-29085,5045,22430
2003-04-09,3985.0,3840.0,615999.0,5.44,242120,-52890,-189770
2003-04-10,3760.0,3745.0,814745.0,5.3,230780,-53450,-165670
2003-04-11,3765.0,3755.0,950040.0,5.32,386450,-21630,-365010
2003-04-14,3855.0,3920.0,1099500.0,5.55,114220,76630,-161410
2003-04-15,4010.0,3960.0,1138671.0,5.61,137350,-130280,-36200
2003-04-16,4050.0,4000.0,1426660.0,5.66,236660,-140620,-110950
2003-04-17,3960.0,3805.0,834950.0,5.39,474760,-116390,-398560
2003-04-18,3860.0,3870.0,484525.0,5.48,-48030,44460,2730
2003-04-21,3905.0,3920.0,815280.0,5.55,95140,-78220,-540
2003-04-22,3975.0,3960.0,791026.0,5.61,-53280,-125580,266940
2003-04-23,3960.0,3960.0,0.0,5.61,0,0,0
2003-04-24,3370.0,3370.0,842310.0,4.77,343350,-584260,243590
2003-04-25,3370.0,3620.0,6337594.0,5.13,169421,-2296021,2171790
2003-04-28,3620.0,3500.0,2300229.0,4.96,81600,-655700,226080
2003-04-29,3595.0,3800.0,2793500.0,5.38,-24176,-480824,465000
2003-04-30,3820.0,3990.0,1870157.0,5.65,-330660,-97020,402680
2003-05-02,4100.0,4120.0,1155902.0,5.83,-251390,18000,233390
2003-05-06,4150.0,4735.0,2946037.0,6.7,-819925,-82855,889080
2003-05-07,5000.0,4850.0,5924798.0,6.87,-471569,-233421,791940
2003-05-09,4860.0,4690.0,1680780.0,6.64,107527,-877,-99500
