Symbol,SK네트웍스_시가(원),SK네트웍스_종가(원),SK네트웍스_거래량(주),SK네트웍스_PER(IFRS-연결),SK네트웍스_순매수수량(개인)(주),SK네트웍스_순매수수량(기관계)(주),SK네트웍스_순매수수량(외국인계)(주)
2001-10-22,5750.0,5840.0,76680.0,7.69,18590,-18590,0
2001-10-23,5900.0,6160.0,271650.0,8.12,-21180,33990,-10310
2001-10-24,6160.0,6370.0,205320.0,8.39,-7890,10280,0
2001-10-25,6450.0,6220.0,105850.0,8.19,5480,-5290,0
2001-10-26,5910.0,6130.0,101640.0,8.08,-12610,2420,10000
2001-10-29,6180.0,6070.0,63290.0,8.0,-40,230,0
2001-10-30,5940.0,5910.0,70240.0,7.79,-860,670,0
2001-10-31,5860.0,6190.0,79880.0,8.15,-25950,26950,0
2001-11-01,6100.0,6270.0,142530.0,8.26,-46160,30330,16830
2001-11-02,6300.0,6150.0,99630.0,8.1,-56130,50920,7210
2001-11-05,6160.0,6250.0,66370.0,8.23,5940,11040,0
2001-11-06,6350.0,6350.0,215010.0,8.37,-36940,59630,80
2001-11-07,6410.0,6170.0,73290.0,8.13,27480,-27270,350
2001-11-08,6170.0,6200.0,196020.0,8.17,-3950,-5460,190
2001-11-09,6200.0,6290.0,106270.0,8.29,24750,-32060,11430
2001-11-12,6320.0,6300.0,197080.0,8.3,113850,-53060,-60790
2001-11-13,6300.0,6700.0,425480.0,8.83,-49550,49510,200
2001-11-14,6770.0,6980.0,259540.0,9.2,-7870,1600,6270
2001-11-15,6910.0,6940.0,183680.0,9.14,-40910,31770,7240
2001-11-16,6780.0,7250.0,210500.0,9.55,-89540,82620,1180
2001-11-19,7300.0,7500.0,257290.0,9.88,-83110,77960,1530
2001-11-20,7550.0,7100.0,216680.0,9.35,-24360,37030,8600
2001-11-21,7100.0,7160.0,192950.0,9.43,-19230,3740,13510
2001-11-22,7200.0,7200.0,105090.0,9.49,15610,-12300,-2460
2001-11-23,7240.0,7440.0,157690.0,9.8,-47350,45260,0
2001-11-26,7510.0,8000.0,402520.0,10.54,-64030,-14150,90000
2001-11-27,8040.0,8090.0,259060.0,10.66,-127740,109610,17200
2001-11-28,7850.0,7510.0,226310.0,9.89,-39780,47220,-16300
2001-11-29,7450.0,8630.0,911380.0,11.37,-512630,-30570,548180
2001-11-30,9000.0,9100.0,734540.0,11.99,-175230,-32770,208370
2001-12-03,9460.0,8990.0,311770.0,11.84,105610,-108370,8580
2001-12-04,8980.0,8800.0,216140.0,11.59,21880,-25400,3520
2001-12-05,8810.0,9400.0,417840.0,12.38,-205770,197110,8380
2001-12-06,9850.0,9000.0,280420.0,11.86,-46780,38560,5320
2001-12-07,9230.0,9600.0,231490.0,12.65,-129830,104680,26120
2001-12-10,9590.0,9150.0,293560.0,12.05,-65120,-35190,97260
2001-12-11,9100.0,8760.0,161220.0,11.54,14760,-9390,-5940
2001-12-12,8910.0,9150.0,209450.0,12.05,-13110,13740,0
2001-12-13,9310.0,8790.0,696620.0,11.58,265400,-268470,24770
2001-12-14,8750.0,8650.0,250100.0,11.4,50620,-30090,-16560
2001-12-17,8400.0,8030.0,255780.0,10.58,20800,-6960,-22840
2001-12-18,8000.0,7620.0,263020.0,10.04,-16130,-5690,6080
2001-12-19,7900.0,7700.0,498270.0,10.14,-37000,-164590,201590
2001-12-20,8210.0,8410.0,682990.0,11.08,62660,-1030,-62000
2001-12-21,8410.0,8300.0,563260.0,10.93,-111340,-65950,178770
2001-12-24,8300.0,8190.0,138550.0,10.79,-10690,24080,-14030
2001-12-26,8050.0,8000.0,169360.0,10.54,47740,-50330,0
2001-12-27,7810.0,8200.0,171310.0,10.8,20390,-20580,1120
2001-12-28,8000.0,8460.0,148790.0,11.15,-66350,63170,0
2002-01-02,8460.0,8600.0,224479.0,,-39135,18985,19070
2002-01-03,8660.0,9230.0,465650.0,,-64693,52113,29700
2002-01-04,9500.0,9200.0,372710.0,,-143985,73763,65812
2002-01-07,9200.0,9050.0,393611.0,,33060,-4810,-28820
2002-01-08,8980.0,8810.0,130640.0,,23550,-25120,-410
2002-01-09,8800.0,8530.0,343384.0,,209295,-119215,-86990
2002-01-10,8530.0,8060.0,541631.0,,321359,-173010,-141759
2002-01-11,8200.0,8090.0,519936.0,,256030,5530,-261000
2002-01-14,8000.0,7870.0,398641.0,,193490,21590,-215820
2002-01-15,7770.0,7560.0,490230.0,,240920,-74180,-171620
2002-01-16,7530.0,7220.0,825820.0,,434280,-92840,-359780
2002-01-17,7100.0,7320.0,299420.0,,-64568,54318,3730
2002-01-18,7320.0,7360.0,221410.0,,16470,-15530,-200
2002-01-21,7250.0,7700.0,257070.0,,-48335,43325,4110
2002-01-22,7800.0,7530.0,254590.0,,15770,-16300,-50
2002-01-23,7530.0,7770.0,218191.0,,-31440,41880,480
2002-01-24,7800.0,7840.0,438900.0,,-64060,108520,-35930
2002-01-25,8000.0,8050.0,637370.0,,73459,90771,-171240
2002-01-28,8360.0,8200.0,348060.0,,26530,-9360,-15260
2002-01-29,8050.0,8300.0,287660.0,,-61170,54010,2650
2002-01-30,8010.0,7930.0,178760.0,,10200,-9740,300
2002-01-31,7950.0,8300.0,463023.0,,40920,-39040,3760
2002-02-01,8350.0,7800.0,369900.0,,113930,-113130,250
2002-02-04,7760.0,7400.0,228930.0,,55340,-73610,140
2002-02-05,7350.0,7380.0,145134.0,,26184,-23494,0
2002-02-06,7300.0,7550.0,117080.0,,6620,-6340,0
2002-02-07,7530.0,7210.0,205307.0,,62587,-49580,-15547
2002-02-08,7250.0,7300.0,132092.0,,84540,-80020,-2100
2002-02-14,7410.0,8050.0,278657.0,,-43810,75230,-32590
2002-02-15,7800.0,7850.0,222054.0,,-64140,40940,24000
2002-02-18,7800.0,8100.0,466413.0,,73240,3420,-920
2002-02-19,8400.0,8590.0,1088781.0,,59510,-54520,-440
2002-02-20,8550.0,8380.0,249024.0,,-18460,17910,70
2002-02-21,8600.0,8850.0,524630.0,,-129690,131430,-70
2002-02-22,8620.0,8910.0,334013.0,,-86883,86303,-200
2002-02-25,8990.0,8580.0,306514.0,,-52726,51926,0
2002-02-26,8700.0,9350.0,1123630.0,,-526850,549330,12190
2002-02-27,9300.0,9890.0,870660.0,,-240750,226610,28160
2002-02-28,10000.0,10000.0,607336.0,,62650,-49870,3180
2002-03-04,10350.0,10500.0,639850.0,,-140060,116420,15310
2002-03-05,10900.0,11400.0,920200.0,,-153570,157910,-1390
2002-03-06,11550.0,12000.0,886504.0,,-229830,209510,18640
2002-03-07,12050.0,11700.0,578593.0,,-221490,186640,25420
2002-03-08,11600.0,11700.0,442890.0,,-202308,196238,10000
2002-03-11,11200.0,11200.0,237290.0,,-11010,40,9150
2002-03-12,11200.0,11300.0,494130.0,,-160614,185264,8220
2002-03-13,11500.0,12300.0,587880.0,,-126797,120617,13000
2002-03-14,12500.0,12950.0,585548.0,,-5600,7850,6800
2002-03-15,12700.0,13200.0,1033870.0,,-106160,150170,-14060
2002-03-18,13400.0,12900.0,482198.0,,30187,-16367,4000
2002-03-19,12750.0,13250.0,535417.0,,11480,-18040,660
2002-03-20,13100.0,12700.0,308040.0,,-29920,32880,1100
2002-03-21,12400.0,12750.0,185412.0,,-44530,41350,1560
2002-03-22,13000.0,13100.0,328422.0,,-67570,47750,7280
2002-03-25,13000.0,12850.0,420000.0,,-27745,42465,3800
2002-03-26,12850.0,12750.0,270460.0,,-30910,20700,11180
2002-03-27,12750.0,12700.0,321389.0,,-31197,44777,3430
2002-03-28,12900.0,13950.0,1140640.0,,-44890,149060,17490
2002-03-29,14100.0,14200.0,937280.0,,-44352,37092,11570
2002-04-01,14450.0,13400.0,400784.0,,32010,-40590,13500
2002-04-02,13100.0,13950.0,346200.0,,-167540,146480,17620
2002-04-03,12900.0,14500.0,647781.0,,-141610,130930,11280
2002-04-04,14500.0,14500.0,300810.0,,-115230,95410,19820
2002-04-08,14700.0,14000.0,174370.0,,-13050,12760,570
2002-04-09,13950.0,14000.0,214900.0,,-51560,53040,-1480
2002-04-10,13500.0,13400.0,198040.0,,38840,-44840,0
2002-04-11,13200.0,13400.0,435587.0,,4150,16390,-34280
2002-04-12,13300.0,14000.0,355929.0,,-111800,102790,9600
2002-04-15,14300.0,14300.0,204526.0,,-18020,10770,4940
2002-04-16,14300.0,15300.0,521844.0,,-112070,90580,19000
2002-04-17,15050.0,15300.0,491134.0,,-200870,146360,43420
2002-04-18,15450.0,15450.0,288510.0,,14397,-8017,-1760
2002-04-19,15250.0,15100.0,222080.0,,-3840,2340,-150
2002-04-22,14650.0,15300.0,211860.0,,-69780,66630,2750
2002-04-23,14900.0,15450.0,171640.0,,-26860,27490,10
2002-04-24,15450.0,15050.0,99854.0,,-12420,11980,0
2002-04-25,15000.0,14350.0,137140.0,,-31430,46580,-2750
2002-04-26,14500.0,14250.0,115090.0,,-24370,17860,5180
2002-04-29,14050.0,13800.0,144000.0,,-24760,25860,240
2002-04-30,13800.0,13800.0,119540.0,,-13770,14140,40
2002-05-02,13900.0,14200.0,214820.0,,-34240,34790,-40
2002-05-03,13900.0,13600.0,178822.0,,22880,-25140,0
2002-05-06,13350.0,13300.0,72280.0,,-7000,6750,40
2002-05-07,13200.0,13450.0,77052.0,,-37650,37360,0
2002-05-08,13250.0,13500.0,107470.0,,-15815,18175,2000
2002-05-09,13900.0,12500.0,363283.0,,79490,-75810,-4700
2002-05-10,12950.0,12500.0,280457.0,,53730,-57680,2000
2002-05-13,12600.0,12600.0,87435.0,,-4190,3750,0
2002-05-14,12900.0,13150.0,178912.0,,-35580,49630,-30
2002-05-15,13400.0,13700.0,163290.0,,-29910,29640,1050
2002-05-16,13300.0,13650.0,54320.0,,-14520,16000,-2260
2002-05-17,13650.0,13500.0,166862.0,,-14330,12670,-1440
2002-05-20,13750.0,13200.0,229635.0,,72650,-67150,-1480
2002-05-21,12800.0,12700.0,174270.0,,-10730,12450,-1000
2002-05-22,12650.0,13100.0,203640.0,,-31753,32090,-7
2002-05-23,12850.0,12550.0,239872.0,,67040,-58490,50
2002-05-24,12400.0,12950.0,229210.0,,-98343,99063,-50
2002-05-27,12700.0,12650.0,182140.0,,-5020,6840,-2160
2002-05-28,12700.0,13150.0,91620.0,,-64640,57910,5950
2002-05-29,12900.0,12600.0,205960.0,,82540,-80710,-60
2002-05-30,12200.0,12150.0,82527.0,,-6910,6110,180
2002-05-31,12400.0,11950.0,116012.0,,-24630,9160,14470
2002-06-03,12000.0,11600.0,97486.0,,21300,-10680,-10510
2002-06-04,11400.0,12250.0,159520.0,,-29350,11050,17450
2002-06-05,12250.0,12700.0,102440.0,,-37980,33810,4680
2002-06-07,12250.0,12200.0,183530.0,,34820,-46020,13260
2002-06-10,12100.0,12800.0,122699.0,,-69650,73020,-50
2002-06-11,12900.0,12800.0,136200.0,,30550,-30460,370
2002-06-12,12550.0,12800.0,283399.0,,12810,-1720,-28530
2002-06-14,12800.0,12900.0,138724.0,,-54470,62770,-8590
2002-06-17,12600.0,13000.0,147500.0,,-15520,25540,-9490
2002-06-18,13250.0,12850.0,80930.0,,-23400,27440,-4320
2002-06-19,13100.0,12700.0,117850.0,,-7930,10930,-2820
2002-06-20,12200.0,12450.0,186452.0,,-6790,8700,-1860
2002-06-21,12300.0,12450.0,81370.0,,-1800,-11650,12920
2002-06-24,12600.0,13000.0,244590.0,,-71480,77500,-50
2002-06-25,13200.0,13000.0,105901.0,,-32310,34120,-2530
2002-06-26,12650.0,12300.0,118640.0,,-41810,37060,7550
2002-06-27,12350.0,12500.0,122460.0,,-41670,40670,-50
2002-06-28,12700.0,12900.0,140410.0,,12420,-10750,-2120
2002-07-02,12250.0,12100.0,167537.0,,111700,-108230,-2130
2002-07-03,11900.0,12150.0,133960.0,,970,-1600,0
2002-07-04,12300.0,11950.0,169130.0,,54117,-53617,0
2002-07-05,12000.0,12750.0,561690.0,,-98060,5320,89450
2002-07-08,13050.0,12400.0,318570.0,,87690,-116160,30650
2002-07-09,12400.0,12750.0,237611.0,,-62241,55981,5100
2002-07-10,12600.0,12450.0,148970.0,,26070,-26440,0
2002-07-11,12550.0,11950.0,318510.0,,88230,-108120,20540
2002-07-12,11900.0,13000.0,304450.0,,-151110,139050,5450
2002-07-15,12900.0,12350.0,170254.0,,-7700,1490,6570
2002-07-16,12400.0,12300.0,135746.0,,-10200,-7090,18010
2002-07-18,12700.0,12450.0,84027.0,,-33820,33320,500
2002-07-19,12050.0,11750.0,229231.0,,130040,-123770,-370
2002-07-22,11350.0,11100.0,119390.0,,-5770,14720,-9330
2002-07-23,11150.0,11850.0,113014.0,,-58390,57380,-50
2002-07-24,11100.0,11300.0,114094.0,,52930,-54330,1750
2002-07-25,11850.0,11500.0,89616.0,,-42250,41900,0
2002-07-26,11500.0,10600.0,246170.0,,58110,-54200,0
2002-07-29,10800.0,10600.0,73070.0,,14010,-13180,0
2002-07-30,11000.0,10600.0,206303.0,,76853,-72833,-4890
2002-07-31,10700.0,10650.0,169380.0,,3110,4760,-4250
2002-08-01,10650.0,10200.0,85670.0,,39520,-33500,-3550
2002-08-02,9990.0,10050.0,132259.0,,-50140,56130,-7920
2002-08-05,9800.0,9680.0,169420.0,,11580,-15270,2860
2002-08-06,9580.0,10100.0,216620.0,,-139380,137580,-60
2002-08-07,10250.0,9800.0,253350.0,,76360,-77830,1760
2002-08-08,9820.0,9450.0,172186.0,,118690,-102680,-12980
2002-08-09,9640.0,9320.0,189322.0,,26740,-33870,2500
2002-08-12,9200.0,9900.0,244170.0,,-90060,36360,53000
2002-08-13,9900.0,10450.0,159740.0,,-24865,27465,-60
2002-08-14,10450.0,11250.0,178280.0,,-27270,10930,14780
2002-08-16,11300.0,11250.0,137810.0,,-9860,8120,1660
2002-08-19,11000.0,10800.0,101678.0,,11660,-10810,0
2002-08-20,11000.0,11100.0,172174.0,,-109280,115360,-11000
2002-08-21,11000.0,11300.0,98870.0,,-36270,35770,0
2002-08-22,11350.0,11100.0,92420.0,,15440,-13570,-1930
2002-08-23,11150.0,11200.0,85143.0,,-43930,44080,-500
2002-08-26,11050.0,11200.0,46720.0,,-31950,31200,-320
2002-08-27,11300.0,10700.0,142670.0,,85230,-84150,60
2002-08-28,10700.0,10750.0,99090.0,,-34400,50350,-16060
2002-08-29,10800.0,10550.0,80202.0,,44708,-38620,-6148
2002-08-30,10500.0,11150.0,223540.0,,-59260,-22450,68680
2002-09-02,11300.0,11200.0,107357.0,,50947,-29287,0
2002-09-03,11250.0,10950.0,82670.0,,20660,-20920,-120
2002-09-04,10750.0,10500.0,111360.0,,52500,-50740,-360
2002-09-05,10750.0,10400.0,92196.0,,32360,-10700,-19320
2002-09-06,10350.0,10000.0,99780.0,,21880,-21430,60
2002-09-09,10100.0,9700.0,59890.0,,-8150,14840,-6810
2002-09-10,9700.0,10350.0,121370.0,,8120,20350,2580
2002-09-11,10400.0,10500.0,59980.0,,-29030,28860,-60
2002-09-12,10950.0,10950.0,249440.0,,-57650,39570,40180
2002-09-13,10500.0,10400.0,102297.0,,53800,-50320,-2310
2002-09-16,10550.0,10200.0,67240.0,,33100,-32680,0
2002-09-17,10200.0,10400.0,163839.0,,12370,72530,-87960
2002-09-18,10400.0,9800.0,224930.0,,157660,-150570,1270
2002-09-19,9710.0,9860.0,138220.0,,-45180,43950,90
2002-09-23,9830.0,9640.0,110530.0,,18080,-18330,60
2002-09-24,9550.0,9430.0,77890.0,,-40950,39390,0
2002-09-25,9400.0,9600.0,65240.0,,-39460,38670,0
2002-09-26,9660.0,9690.0,75040.0,,-6260,5700,0
2002-09-27,9690.0,9600.0,83080.0,,-38370,33640,4200
2002-09-30,9450.0,9740.0,64020.0,,-10070,3570,6420
2002-10-01,9690.0,9670.0,80426.0,,-39600,53020,-14300
2002-10-02,9900.0,9600.0,51363.0,,-970,1320,0
2002-10-04,9590.0,9660.0,59170.0,,-32010,33440,-1430
2002-10-07,9660.0,9200.0,121971.0,,51020,-69590,20450
2002-10-08,9300.0,9600.0,116800.0,,-68830,68700,-60
2002-10-09,9800.0,9590.0,146380.0,,2970,-37750,27960
2002-10-10,9600.0,8800.0,241884.0,,13980,-62800,46600
2002-10-11,9100.0,8750.0,121800.0,,9566,-11386,4100
2002-10-14,9090.0,8960.0,86310.0,,9760,1300,-12490
2002-10-15,8960.0,9250.0,139940.0,,-46770,46990,-410
2002-10-16,9410.0,9040.0,117391.0,,55530,-35950,-19500
2002-10-17,9040.0,9140.0,92819.0,,2380,1170,-7000
2002-10-18,9200.0,9400.0,180760.0,,-8750,-29880,38780
2002-10-21,9490.0,9200.0,62010.0,,6420,-7410,560
2002-10-22,9340.0,9370.0,98680.0,,-32970,33490,0
2002-10-23,9260.0,9650.0,250680.0,,-65150,56830,50
2002-10-24,9630.0,9600.0,259580.0,,-1310,-1940,3700
2002-10-25,9600.0,9680.0,112350.0,,-56850,26920,26620
2002-10-28,9700.0,9890.0,172270.0,,-33390,25490,26900
2002-10-29,9930.0,9970.0,132400.0,,-13470,11740,-100
2002-10-30,9850.0,9760.0,131400.0,,12340,-13300,-280
2002-10-31,9760.0,9610.0,98280.0,,2240,-6780,4160
2002-11-01,9500.0,9450.0,97260.0,,5440,-1900,-3700
2002-11-04,9510.0,9950.0,211530.0,,-68830,104480,0
2002-11-05,10000.0,9610.0,126810.0,,17930,-16550,0
2002-11-06,9880.0,9700.0,222752.0,,-20,114370,0
2002-11-07,9650.0,9820.0,174120.0,,-11770,14700,-1600
2002-11-08,9870.0,9620.0,119100.0,,310,-1460,2640
2002-11-11,9540.0,9690.0,109580.0,,-5440,9650,6160
2002-11-12,9640.0,9980.0,131000.0,,-66270,67600,-980
2002-11-13,9850.0,9820.0,118440.0,,26690,-14980,-9680
2002-11-14,9890.0,10300.0,181044.0,,-55100,28560,26870
2002-11-15,10400.0,10500.0,153450.0,,-61696,53226,-7320
2002-11-18,10600.0,10400.0,131015.0,,-41810,39510,430
2002-11-19,10600.0,11000.0,217960.0,,-133420,73550,59790
2002-11-20,11200.0,11750.0,170244.0,,-66060,43520,20000
2002-11-21,11950.0,12350.0,238120.0,,-91320,96330,0
2002-11-22,12500.0,12400.0,141620.0,,-58670,46150,10980
2002-11-25,12350.0,12400.0,149619.0,,-73470,68230,9150
2002-11-26,12250.0,11850.0,148850.0,,11880,-17880,7700
2002-11-27,11550.0,11900.0,125554.0,,-26000,45720,-20500
2002-11-28,11950.0,12300.0,136590.0,,-34040,36550,7430
2002-11-29,12400.0,12300.0,97940.0,,-38180,29790,-2100
2002-12-02,12200.0,12100.0,85772.0,,-19350,19540,0
2002-12-03,12050.0,12200.0,78010.0,,-36100,17780,17990
2002-12-04,12200.0,12350.0,133460.0,,-22476,27960,-6674
2002-12-05,12350.0,12100.0,158280.0,,-97230,85060,8490
2002-12-06,12100.0,11650.0,109410.0,,24723,-31543,8560
2002-12-09,11900.0,11500.0,204305.0,,28060,-27350,0
2002-12-10,11400.0,11600.0,79744.0,,-43510,44880,-3130
2002-12-11,11700.0,11600.0,139290.0,,-10810,-18090,29770
2002-12-12,11450.0,12500.0,316330.0,,-121900,113740,6180
2002-12-13,12050.0,12100.0,208830.0,,17340,-113450,54900
2002-12-16,11800.0,11700.0,117700.0,,37530,-44160,9120
2002-12-17,11700.0,12000.0,76490.0,,-56795,56725,-3700
2002-12-18,11900.0,11750.0,118516.0,,5400,43340,1230
2002-12-20,11900.0,12000.0,114770.0,,-53720,77580,-23900
2002-12-23,12100.0,12100.0,120060.0,,-95790,90010,0
2002-12-24,11800.0,11650.0,79784.0,,-34206,34106,500
2002-12-26,11550.0,11600.0,1060265.0,,-19850,16070,999500
2002-12-27,11600.0,11000.0,155340.0,,4960,23370,-26850
2002-12-30,11000.0,11200.0,144400.0,,-59670,85570,-26350
2003-01-02,11200.0,10900.0,196890.0,,18070,9440,-21790
2003-01-03,11100.0,10650.0,226240.0,,119830,-102420,-10900
2003-01-06,10800.0,10300.0,104253.0,,39010,-30590,-7880
2003-01-07,10500.0,9800.0,197160.0,,73520,-52660,-17640
2003-01-08,9800.0,10000.0,131940.0,,-31630,44440,-9050
2003-01-09,9980.0,9600.0,209520.0,,46390,-70150,-23020
2003-01-10,9730.0,9360.0,265660.0,,10280,-3330,-29750
2003-01-13,9300.0,9950.0,177460.0,,-58330,101650,-41630
2003-01-14,10000.0,9700.0,116140.0,,17690,-12190,-10140
2003-01-15,9870.0,9610.0,156880.0,,38414,-27530,-8080
2003-01-16,9430.0,9780.0,103190.0,,-35000,49610,-13060
2003-01-17,9710.0,9470.0,105900.0,,6300,5040,-12300
2003-01-20,9200.0,9260.0,70801.0,,9206,800,-9460
2003-01-21,9160.0,9190.0,134360.0,,47510,-25810,-23500
2003-01-22,9000.0,8780.0,92274.0,,33080,-23510,-9830
2003-01-23,8870.0,9100.0,157670.0,,-63170,80590,-19920
2003-01-24,9070.0,8560.0,125520.0,,26490,-34360,-10080
2003-01-27,8600.0,8140.0,137810.0,,54890,-39450,-13000
2003-01-28,8100.0,8100.0,126358.0,,25160,21620,-49020
2003-01-29,8250.0,7570.0,214090.0,,112230,-46990,-62580
2003-01-30,7690.0,7800.0,84920.0,,-1880,12440,-9070
2003-02-03,7650.0,7900.0,131544.0,,1050,11080,-12130
2003-02-04,7910.0,8100.0,186880.0,,37450,-18620,-18830
2003-02-05,8000.0,8170.0,106730.0,,-7450,15480,-8030
2003-02-06,8200.0,7960.0,91380.0,,18850,-7820,-8490
2003-02-07,7830.0,7970.0,95730.0,,12460,950,-14140
2003-02-10,7810.0,8110.0,99610.0,,-26460,63380,-29700
2003-02-11,8100.0,8300.0,370720.0,,53180,65120,-119780
2003-02-12,8070.0,8410.0,134640.0,,-24290,69060,-44720
2003-02-13,8500.0,8650.0,310720.0,,-57490,135040,-73700
2003-02-14,8540.0,8850.0,199470.0,,-13280,89540,-70830
2003-02-17,8950.0,9410.0,324847.0,,-55700,136150,-63850
2003-02-18,9000.0,9220.0,311764.0,,-101790,131570,-30120
2003-02-19,9210.0,9440.0,185680.0,,-66960,75810,-8620
2003-02-20,9430.0,9450.0,155780.0,,-72790,88370,-11140
2003-02-21,9330.0,9400.0,263010.0,,-30000,35340,-5000
2003-02-24,9400.0,9400.0,153550.0,,-82330,76110,6550
2003-02-25,9400.0,9050.0,103530.0,,4270,26130,-400
2003-02-26,9050.0,8950.0,154162.0,,-16340,44830,1510
2003-02-27,8860.0,8200.0,468690.0,,-66500,81220,4210
2003-02-28,8050.0,7900.0,199320.0,,-62720,76140,1170
2003-03-03,7890.0,7930.0,134880.0,,-80530,73550,5600
2003-03-04,7760.0,7660.0,109810.0,,2140,-2220,0
2003-03-05,7440.0,7100.0,186130.0,,-35520,42940,-5890
2003-03-06,7270.0,7100.0,219410.0,,-42080,40710,-3620
2003-03-07,6900.0,6600.0,201073.0,,-29820,27100,2720
2003-03-10,6390.0,6130.0,181304.0,,-31020,22840,0
2003-03-11,5690.0,5220.0,304588.0,,35240,-4690,-30890
2003-03-12,4440.0,4440.0,56090.0,,-370,-80,-400
2003-03-13,3775.0,3775.0,39360.0,,-17970,13550,-300
2003-03-14,3210.0,3210.0,12469799.0,,948613,-853803,-43750
2003-03-17,3300.0,3210.0,5386998.0,,33360,-33240,-120
2003-03-18,3370.0,3310.0,3455088.0,,-6810,13970,-8860
2003-03-19,3380.0,3400.0,3923690.0,,70813,26332,-97645
2003-03-20,3570.0,3450.0,3377890.0,,450240,-8460,-444280
2003-03-21,3500.0,3500.0,3394170.0,,56360,-119690,50330
2003-03-24,3600.0,4025.0,3726946.0,,27873,-23760,5470
2003-03-25,3930.0,4570.0,4568550.0,,-7200,-9790,7730
2003-03-26,4750.0,4135.0,3275841.0,,88641,-2801,-67660
2003-03-27,4150.0,3965.0,1707402.0,,18502,-18572,70
2003-03-28,4010.0,4000.0,4125969.0,,397570,-400950,2280
2003-03-31,4000.0,4000.0,0.0,,0,0,0
2003-04-01,4000.0,4000.0,0.0,,0,0,0
2003-04-02,3400.0,3400.0,22520.0,,-13040,6400,6940
2003-04-03,2890.0,2890.0,55191.0,,-30430,3450,27380
2003-04-04,2460.0,2460.0,41111.0,,-4450,-800,5550
2003-04-07,2110.0,2650.0,14752262.0,,1016299,-154621,-621508
2003-04-08,2695.0,2900.0,5060028.0,,2020,600,-12070
2003-04-09,2970.0,2680.0,3182625.0,,50261,-21,-50240
2003-04-10,2680.0,2520.0,2022910.0,,47123,-30,-47683
2003-04-11,2500.0,2440.0,3200787.0,,17300,-6970,20
2003-04-14,2440.0,2440.0,0.0,,0,0,0
2003-04-15,2610.0,2650.0,4893988.0,,508200,-8170,-500330
2003-04-16,2700.0,2565.0,3232051.0,,-1600,-90,1690
2003-04-17,2750.0,2600.0,2212070.0,,39200,-30270,-8000
2003-04-18,2585.0,2470.0,1852654.0,,-3797,14347,-23440
