Symbol,KT&G_시가(원),KT&G_종가(원),KT&G_거래량(주),KT&G_PER(IFRS-연결),KT&G_순매수수량(개인)(주),KT&G_순매수수량(기관계)(주),KT&G_순매수수량(외국인계)(주)
2010-02-09,68300.0,67600.0,384156.0,11.01,-18276,-54353,83894
2010-02-10,67800.0,67100.0,497055.0,10.93,8631,-151333,147813
2010-02-11,66500.0,66900.0,361642.0,10.9,15175,2054,-25474
2010-02-12,66600.0,66800.0,460428.0,10.88,16020,-120651,113555
2010-02-16,67300.0,66600.0,258754.0,10.85,15176,-27498,-1141
2010-02-17,67100.0,66500.0,462630.0,10.83,83122,-91878,15154
2010-02-18,66200.0,66000.0,463966.0,10.75,100841,-1332,-90564
2010-02-19,66000.0,65700.0,425276.0,10.7,381,-2541,2526
2010-02-22,65500.0,64600.0,825733.0,10.52,300279,-71919,-242457
2010-02-23,64500.0,64800.0,435573.0,10.56,49384,-26660,-24730
2010-02-24,64200.0,63800.0,485354.0,10.39,79460,-16927,-54856
2010-02-25,63600.0,63200.0,534991.0,10.29,142593,-37473,-54263
2010-02-26,63700.0,64200.0,665182.0,10.46,-50523,84272,-37890
2010-03-02,66000.0,64400.0,507376.0,10.49,-95373,36214,59298
2010-03-03,64800.0,64300.0,319103.0,10.47,9871,48111,-43031
2010-03-04,64100.0,64500.0,360919.0,10.51,-8518,140962,-123116
2010-03-05,64200.0,63900.0,556422.0,10.41,63797,-21954,-68658
2010-03-08,64000.0,63900.0,648296.0,10.41,114528,-321774,207753
2010-03-09,64200.0,64400.0,432987.0,10.49,37199,-66021,27637
2010-03-10,64600.0,64200.0,385160.0,10.46,91626,-4952,-87055
2010-03-11,64200.0,64100.0,521071.0,10.44,64400,-16493,-48542
2010-03-12,64200.0,64200.0,209475.0,10.46,-25265,-40543,65402
2010-03-15,64300.0,64200.0,203591.0,10.46,-43938,24686,20930
2010-03-16,64200.0,64200.0,272021.0,10.46,-11214,-122766,130600
2010-03-17,64400.0,64400.0,511610.0,10.49,12455,-157576,119820
2010-03-18,64100.0,63300.0,629098.0,10.31,304222,-320300,17349
2010-03-19,63500.0,63800.0,592652.0,10.39,18721,-183706,157813
2010-03-22,63500.0,62600.0,840732.0,10.2,386090,-294314,-73131
2010-03-23,62800.0,62700.0,689511.0,10.21,209814,-253218,67825
2010-03-24,62600.0,62100.0,524793.0,10.12,186652,-175119,-22934
2010-03-25,62200.0,62700.0,1211048.0,10.21,81321,-135196,50262
2010-03-26,62900.0,62900.0,446506.0,10.25,60859,-119989,74490
2010-03-29,62400.0,62300.0,617551.0,10.15,124932,-189952,93206
2010-03-30,62400.0,62900.0,624580.0,10.25,-10179,-107599,108830
2010-03-31,63000.0,62600.0,403630.0,10.2,2523,-132535,125516
2010-04-01,62500.0,62700.0,420973.0,10.21,68970,-106985,21282
2010-04-02,62700.0,61200.0,855401.0,9.97,416022,-387125,5647
2010-04-05,61000.0,59900.0,896363.0,9.76,262039,-85907,-186022
2010-04-06,60000.0,60500.0,611559.0,9.85,71036,-72876,-2714
2010-04-07,60700.0,62400.0,1083934.0,10.16,-300908,-10849,309680
2010-04-08,62100.0,62300.0,450948.0,10.15,-89934,-17501,112432
2010-04-09,62000.0,62300.0,701811.0,10.15,-107289,-85664,204913
2010-04-12,62600.0,61700.0,1087754.0,10.05,-25738,-20831,39226
2010-04-13,61900.0,60400.0,1307076.0,9.84,219738,6013,-223972
2010-04-14,60200.0,60500.0,687523.0,9.85,74748,-98266,22532
2010-04-15,60400.0,59800.0,930478.0,9.74,310659,-218887,-69085
2010-04-16,59500.0,58500.0,1077671.0,9.53,306660,77014,-366789
2010-04-19,58700.0,58000.0,811806.0,9.45,21529,9370,-30936
2010-04-20,58600.0,59800.0,893717.0,9.74,-180786,-19240,194921
2010-04-21,60100.0,59500.0,779898.0,9.69,-79428,-22495,102726
2010-04-22,59400.0,59500.0,412109.0,9.69,-16771,-15098,40257
2010-04-23,59400.0,58000.0,826713.0,9.45,253334,-41700,-143924
2010-04-26,58400.0,58500.0,493873.0,9.53,-67415,7627,39743
2010-04-27,58100.0,57900.0,646145.0,9.43,77879,-90341,23373
2010-04-28,57500.0,56900.0,664755.0,9.27,144761,-8558,-110477
2010-04-29,57200.0,56100.0,627591.0,9.14,117146,-35763,-83319
2010-04-30,56100.0,56000.0,741778.0,9.12,-13984,-15579,27099
2010-05-03,56300.0,56000.0,404585.0,9.12,-49661,15285,8745
2010-05-04,56200.0,56400.0,473997.0,9.19,-83816,68098,26734
2010-05-06,56000.0,56700.0,640192.0,9.24,-44891,-66876,92165
2010-05-07,56200.0,56200.0,794383.0,9.15,-76536,-53747,133298
2010-05-10,56200.0,56600.0,823988.0,9.22,3053,-80807,71066
2010-05-11,57100.0,57400.0,395286.0,9.35,-40881,-42709,82483
2010-05-12,58900.0,59000.0,783685.0,9.61,-190820,-5018,148964
2010-05-13,59300.0,58900.0,337365.0,9.59,-18209,-45645,85376
2010-05-14,58900.0,58400.0,345718.0,9.51,-59383,-82379,147667
2010-05-17,58700.0,58400.0,579177.0,9.51,-128084,-32345,115268
2010-05-18,58100.0,59700.0,672166.0,9.72,-145360,72567,34975
2010-05-19,60300.0,59600.0,407975.0,9.71,-35502,12143,67504
2010-05-20,59000.0,59100.0,323882.0,9.63,-85010,-46651,111090
2010-05-24,58800.0,57400.0,644874.0,9.35,15615,23990,-27143
2010-05-25,57000.0,56500.0,709147.0,9.2,-72219,-131902,223434
2010-05-26,56400.0,56100.0,412806.0,9.14,-11353,-21939,36312
2010-05-27,56500.0,57200.0,501514.0,9.32,-39043,-22710,62089
2010-05-28,58100.0,58000.0,369143.0,9.45,-8110,-120837,132390
2010-05-31,59000.0,60100.0,577993.0,9.79,-239702,128310,91451
2010-06-01,60100.0,62500.0,1482537.0,10.18,-590418,306794,254378
2010-06-03,62500.0,62200.0,517692.0,10.13,-52994,85425,-83123
2010-06-04,62600.0,62800.0,372093.0,10.23,-171007,44655,143033
2010-06-07,62300.0,61900.0,385935.0,10.08,-68081,11426,44482
2010-06-08,62200.0,61500.0,405178.0,10.02,4488,120398,-138739
2010-06-09,61000.0,61600.0,314936.0,10.03,-19352,39281,-4530
2010-06-10,61700.0,61000.0,413856.0,9.94,-10467,-9364,21498
2010-06-11,62000.0,62000.0,458316.0,10.1,-107584,-113947,198635
2010-06-14,62200.0,62000.0,270727.0,10.1,-61715,50664,1711
2010-06-15,61500.0,62000.0,309270.0,10.1,-19688,-32194,72072
2010-06-16,62000.0,62300.0,335578.0,10.15,-104722,-13924,122362
2010-06-17,62600.0,63300.0,479962.0,10.31,-181665,-85621,272774
2010-06-18,62500.0,63300.0,331878.0,10.31,-75867,-7634,88652
2010-06-21,63000.0,62700.0,464613.0,10.21,-59472,47048,17580
2010-06-22,62200.0,61000.0,418902.0,9.94,114144,27238,-137430
2010-06-23,60900.0,60300.0,514058.0,9.82,47548,46273,-94884
2010-06-24,60600.0,59400.0,528788.0,9.68,108493,41940,-150387
2010-06-25,59200.0,59700.0,620610.0,9.72,71227,43882,-110887
2010-06-28,59600.0,59600.0,172014.0,9.71,9936,-19584,-7952
2010-06-29,60000.0,59800.0,305166.0,9.74,-38378,44233,-20797
2010-06-30,59800.0,60200.0,343785.0,9.81,-50023,19510,40792
2010-07-01,60800.0,60000.0,308029.0,9.77,-17508,-5833,73339
2010-07-02,60700.0,61100.0,362599.0,9.95,-115312,18672,105000
2010-07-05,61500.0,61600.0,367320.0,10.03,-79903,-43774,127889
2010-07-06,61000.0,61300.0,517723.0,9.99,-38532,-42136,111232
2010-07-07,61000.0,60000.0,573675.0,9.77,107718,65470,-168411
2010-07-08,59600.0,59700.0,609114.0,9.72,90970,-44894,-77986
2010-07-09,59300.0,58600.0,589037.0,9.55,192215,16745,-226926
2010-07-12,58400.0,58600.0,270834.0,9.55,42264,-18160,-15466
2010-07-13,58800.0,59200.0,336476.0,9.64,-60026,45329,-21612
2010-07-14,59200.0,59900.0,402953.0,9.76,-172885,58688,101845
2010-07-15,59600.0,60300.0,240869.0,9.82,-18597,-60175,76460
2010-07-16,60000.0,60500.0,399094.0,9.85,-64501,-8737,72344
2010-07-19,60000.0,59200.0,331691.0,9.64,40393,-51712,22385
2010-07-20,58900.0,59100.0,504598.0,9.63,-2120,-51715,90399
2010-07-21,59000.0,59900.0,301868.0,9.76,-52291,37385,33669
2010-07-22,59000.0,58600.0,634056.0,9.55,51826,-18337,-63672
2010-07-23,60500.0,59300.0,663390.0,9.66,-101757,94705,5852
2010-07-26,59100.0,59400.0,276507.0,9.68,5227,-153154,153927
2010-07-27,59700.0,59500.0,213850.0,9.69,-16831,-56779,80664
2010-07-28,59000.0,59000.0,376896.0,9.61,54682,-3445,-77099
2010-07-29,58900.0,59200.0,375002.0,9.64,-21666,44251,-21801
2010-07-30,58900.0,59400.0,446920.0,9.68,-37546,107159,-70841
2010-08-02,59400.0,59000.0,314214.0,9.61,24471,23309,-48972
2010-08-03,58700.0,58900.0,418282.0,9.59,-501,-40659,40843
2010-08-04,59200.0,59100.0,270537.0,9.63,-48386,4851,45516
2010-08-05,59100.0,59800.0,298333.0,9.74,-56137,20870,30668
2010-08-06,59500.0,61800.0,800456.0,10.07,-323819,129303,187963
2010-08-09,62000.0,61600.0,195881.0,10.03,-49484,19463,32865
2010-08-10,61300.0,61400.0,184987.0,10.0,-31908,-22491,74098
2010-08-11,61200.0,60500.0,252467.0,9.85,8271,9063,8139
2010-08-12,60300.0,60400.0,273931.0,9.84,-14589,-63115,105152
2010-08-13,60600.0,61600.0,365726.0,10.03,-63821,31151,37111
2010-08-16,61100.0,60500.0,184467.0,9.85,35877,-29064,-3936
2010-08-17,60900.0,61100.0,255198.0,9.95,-48988,11590,41926
2010-08-18,61000.0,61800.0,301425.0,10.07,-58243,-81473,153039
2010-08-19,61800.0,62300.0,281254.0,10.15,-127218,-24328,109246
2010-08-20,61600.0,62300.0,218191.0,10.15,-74809,46462,22735
2010-08-23,61900.0,61000.0,253289.0,9.94,44196,31908,-76888
2010-08-24,61000.0,60800.0,147342.0,9.9,19970,-16754,11991
2010-08-25,60500.0,60600.0,146952.0,9.87,7371,-2649,-5234
2010-08-26,61300.0,61600.0,307852.0,10.03,-42578,-25274,82969
2010-08-27,61500.0,61600.0,240624.0,10.03,-19644,-8752,56122
2010-08-30,61300.0,61400.0,258866.0,10.0,36120,-26180,-16402
2010-08-31,60700.0,61000.0,225865.0,9.94,22542,-1525,-9650
2010-09-01,60700.0,61800.0,407957.0,10.07,-117293,-10747,85089
2010-09-02,62000.0,61800.0,214223.0,10.07,-18136,-62149,76453
2010-09-03,61500.0,61900.0,163262.0,10.08,-25888,-11818,38547
2010-09-06,62000.0,62200.0,271117.0,10.13,-19561,-41796,60725
2010-09-07,62000.0,62200.0,310772.0,10.13,-62887,-32748,107166
2010-09-08,62500.0,61000.0,161519.0,9.94,19858,17914,-47166
2010-09-09,61100.0,62400.0,469385.0,10.16,-47177,11233,35727
2010-09-10,62300.0,63100.0,452587.0,10.28,-165856,-89487,255492
2010-09-13,63000.0,62700.0,293489.0,10.21,-55969,-100984,177124
2010-09-14,62700.0,63800.0,474457.0,10.39,-72685,-166804,242119
2010-09-15,64200.0,64300.0,486872.0,10.47,-87188,-178964,267849
2010-09-16,64400.0,65600.0,609788.0,10.69,-186418,12812,276290
2010-09-17,65600.0,66100.0,520991.0,10.77,-206042,49022,150068
2010-09-20,65300.0,65500.0,366438.0,10.67,-30242,211923,-160989
2010-09-24,66300.0,66900.0,527006.0,10.9,-136618,-10588,145285
2010-09-27,67000.0,67300.0,244636.0,10.96,-81193,9213,63138
2010-09-28,67700.0,67500.0,363469.0,11.0,-77570,-45795,157203
2010-09-29,68000.0,69000.0,578759.0,11.24,-176481,-50791,257958
2010-09-30,69000.0,68000.0,539368.0,11.08,-67157,-16213,92785
2010-10-01,68000.0,67700.0,209496.0,11.03,-53601,8564,39027
2010-10-04,67700.0,66800.0,328148.0,10.88,18414,12070,-4190
2010-10-05,67600.0,68100.0,313024.0,11.09,-51136,-26201,50806
2010-10-06,68600.0,68900.0,543363.0,11.22,-88991,-75646,179896
2010-10-07,68200.0,69300.0,272914.0,11.29,-25902,-20178,7150
2010-10-08,70000.0,69700.0,361907.0,11.35,-107535,-20122,129599
2010-10-11,69700.0,70000.0,299695.0,11.4,-73092,64367,4312
2010-10-12,70300.0,70300.0,349885.0,11.45,-91491,-36498,210461
2010-10-13,71500.0,70900.0,534108.0,11.55,-112546,-23457,128995
2010-10-14,70800.0,69100.0,507014.0,11.26,21257,-151303,111360
2010-10-15,69300.0,69700.0,225220.0,11.35,-3830,-68787,70252
2010-10-18,69700.0,68000.0,212834.0,11.08,38493,33835,-27836
2010-10-19,67100.0,66600.0,562770.0,10.85,92600,-69773,15216
2010-10-20,66600.0,66400.0,233836.0,10.82,-7639,-38160,35255
2010-10-21,67200.0,66000.0,361658.0,10.75,73535,-100686,50401
2010-10-22,66500.0,66600.0,191878.0,10.85,-23606,-64007,70435
2010-10-25,66200.0,66800.0,146014.0,10.88,-15735,-55406,46265
2010-10-26,67800.0,67100.0,180625.0,10.93,4841,-37608,45624
2010-10-27,67700.0,68200.0,388549.0,11.11,-4605,-38029,68719
2010-10-28,68000.0,69600.0,618242.0,11.34,-117268,99545,16202
2010-10-29,70000.0,69100.0,505972.0,11.26,-30803,48486,-2278
2010-11-01,69700.0,69200.0,287379.0,11.27,-26082,10239,-5099
2010-11-02,69000.0,69500.0,319906.0,11.32,-42253,-34692,93882
2010-11-03,69500.0,69600.0,304483.0,11.34,-54885,-42779,66676
2010-11-04,69500.0,68800.0,265267.0,11.21,-4134,-14162,19799
2010-11-05,68100.0,68000.0,474676.0,11.08,16893,-62769,22380
2010-11-08,67500.0,67800.0,440573.0,11.04,19460,-3272,-17205
2010-11-09,68000.0,68800.0,377458.0,11.21,-17491,-96848,123676
2010-11-10,68300.0,67400.0,506244.0,10.98,89234,-11730,-40259
2010-11-11,66000.0,62800.0,1568366.0,10.23,513562,219265,-765770
2010-11-12,63800.0,63800.0,1015302.0,10.39,22374,-60689,37732
2010-11-15,63800.0,63600.0,315141.0,10.36,21285,48459,-59439
2010-11-16,62900.0,63000.0,445684.0,10.26,30944,69141,-33123
2010-11-17,62500.0,63000.0,224143.0,10.26,45570,16581,-32201
2010-11-18,62800.0,63200.0,326861.0,10.29,73781,-47097,-43406
2010-11-19,64500.0,63100.0,551455.0,10.28,156706,-3760,-118377
2010-11-22,63400.0,64100.0,333354.0,10.44,-49088,-28633,44552
2010-11-23,63500.0,62800.0,475775.0,10.23,160789,21422,-147474
2010-11-24,60800.0,61500.0,1119452.0,10.02,266488,82942,-296461
2010-11-25,61400.0,62200.0,436217.0,10.13,31537,2211,-51980
2010-11-26,62500.0,62700.0,340087.0,10.21,-145192,16297,68438
2010-11-29,62800.0,63200.0,298271.0,10.29,-73254,35792,32141
2010-11-30,63300.0,62700.0,365844.0,10.21,23776,29094,-52738
2010-12-01,63500.0,64400.0,444219.0,10.49,-139970,-15683,165052
2010-12-02,65300.0,65400.0,435281.0,10.65,-124226,-26866,175976
2010-12-03,65500.0,65800.0,221696.0,10.72,-71223,-39526,101663
2010-12-06,65900.0,64400.0,430882.0,10.49,26458,-17348,-13253
2010-12-07,64000.0,64300.0,213791.0,10.47,16521,19005,-15197
2010-12-08,64300.0,63900.0,267721.0,10.41,113547,14664,-104916
2010-12-09,64800.0,66600.0,673007.0,10.85,-252541,-13618,242379
2010-12-10,66900.0,66400.0,327344.0,10.82,-41132,-39785,75687
2010-12-13,66600.0,67000.0,170738.0,10.91,-36618,1769,54429
2010-12-14,67700.0,67200.0,212505.0,10.95,-7105,-138,50821
2010-12-15,67700.0,67300.0,476668.0,10.96,-87633,-71024,182272
2010-12-16,67700.0,67900.0,456594.0,11.06,-23974,-41267,50708
2010-12-17,67900.0,68000.0,250991.0,11.08,-24743,10365,21012
2010-12-20,67200.0,67900.0,273956.0,11.06,-45835,1870,48777
2010-12-21,67400.0,67900.0,251420.0,11.06,68644,-57093,-29866
2010-12-22,67900.0,67900.0,226753.0,11.06,-19344,14538,5303
2010-12-23,67400.0,68000.0,170646.0,11.08,-5661,-4270,-13526
2010-12-24,67700.0,67800.0,115298.0,11.04,-11477,12310,-7375
2010-12-27,67800.0,68300.0,365792.0,11.13,-76360,-11878,70632
2010-12-28,68400.0,68600.0,454445.0,11.17,-33333,-12836,52909
2010-12-29,65700.0,65200.0,467232.0,10.62,167847,-173598,11346
2010-12-30,65200.0,64700.0,365479.0,10.54,3809,-73020,71572
2011-01-03,64800.0,65700.0,201986.0,8.74,-69293,14581,61425
2011-01-04,65700.0,65600.0,309628.0,8.73,-46971,-48632,125714
2011-01-05,65500.0,65300.0,252185.0,8.69,-1365,7577,-21023
2011-01-06,64600.0,65300.0,313988.0,8.69,-51098,4512,53519
2011-01-07,65300.0,65200.0,284504.0,8.68,-5344,19409,-26112
2011-01-10,64700.0,64100.0,357965.0,8.53,43206,-67638,9065
2011-01-11,64700.0,63600.0,402717.0,8.46,74753,-96934,30344
2011-01-12,63300.0,64600.0,828296.0,8.6,-9907,-88245,137252
2011-01-13,65400.0,64600.0,586448.0,8.6,-54381,-170148,286914
2011-01-14,65000.0,65100.0,333761.0,8.66,6093,-64312,58121
2011-01-17,65500.0,63500.0,348500.0,8.45,34722,25267,-39993
2011-01-18,63000.0,62300.0,486045.0,8.29,78399,-22055,-40077
2011-01-19,62000.0,62200.0,358917.0,8.28,26164,-61656,39929
2011-01-20,62600.0,62200.0,684023.0,8.28,14311,11340,-18273
2011-01-21,61600.0,62100.0,394431.0,8.26,16982,65202,-87443
2011-01-24,61300.0,60800.0,397358.0,8.09,70422,115634,-191533
2011-01-25,61100.0,62100.0,404041.0,8.26,-69290,-15161,56289
2011-01-26,61800.0,60900.0,430052.0,8.1,98873,59212,-159736
2011-01-27,61000.0,60500.0,398473.0,8.05,84122,-19364,-36620
2011-01-28,60500.0,59900.0,307622.0,7.97,37262,22329,-55157
2011-01-31,59300.0,59100.0,276939.0,7.86,13987,53688,-85253
2011-02-01,62000.0,59800.0,351322.0,7.96,7218,-37835,48842
2011-02-07,60000.0,59800.0,359014.0,7.96,24165,-67189,43161
2011-02-08,59600.0,58700.0,385008.0,7.81,101692,-44159,-53875
2011-02-09,58200.0,58000.0,470006.0,7.72,60350,33444,-99767
2011-02-10,57300.0,57000.0,468793.0,7.58,88601,-8306,-107068
2011-02-11,57500.0,56800.0,430809.0,7.56,81432,-1522,-63629
2011-02-14,56800.0,56800.0,335037.0,7.56,-215,10804,-15445
2011-02-15,56500.0,57300.0,392762.0,7.62,38542,-57265,16119
2011-02-16,57000.0,56600.0,444010.0,7.53,20602,-22580,-46612
2011-02-17,56400.0,57100.0,484561.0,7.6,-41309,-92707,138982
2011-02-18,58200.0,57600.0,245057.0,7.66,-13184,-24394,50339
2011-02-21,57400.0,57100.0,458217.0,7.6,19038,-136767,145282
2011-02-22,57400.0,57400.0,395152.0,7.64,-49431,-57920,107797
2011-02-23,58000.0,57100.0,368509.0,7.6,27886,-77225,7364
2011-02-24,57600.0,58500.0,668814.0,7.78,-81599,-53680,100828
2011-02-25,58600.0,59400.0,402370.0,7.9,-85809,47121,95688
2011-02-28,59500.0,57300.0,405748.0,7.62,76445,33464,-105909
2011-03-02,58100.0,58200.0,377753.0,7.74,-63625,-36506,110806
2011-03-03,58200.0,59000.0,240926.0,7.85,-50132,-19824,101807
2011-03-04,61000.0,60700.0,451375.0,8.08,-160103,-103864,230560
2011-03-07,61200.0,60000.0,320346.0,7.98,-13372,-35946,100971
2011-03-08,59100.0,58600.0,412425.0,7.8,90796,13828,-157581
2011-03-09,58100.0,58500.0,497461.0,7.78,80112,-11701,-61692
2011-03-10,58200.0,57300.0,529663.0,7.62,118771,22269,-183545
2011-03-11,57000.0,56800.0,379999.0,7.56,41149,-8387,-14494
2011-03-14,56500.0,57500.0,379833.0,7.65,-68209,-64728,137989
2011-03-15,57000.0,56200.0,581329.0,7.48,-2242,-30933,70314
2011-03-16,55100.0,55600.0,613685.0,7.4,88786,34912,-198602
2011-03-17,54200.0,54900.0,513952.0,7.3,-13123,12183,13059
2011-03-18,54700.0,54400.0,633164.0,7.24,43697,1632,-56443
2011-03-21,54200.0,54400.0,545736.0,7.24,111024,39954,-161678
2011-03-22,54500.0,54600.0,416845.0,7.26,68057,11239,-93416
2011-03-23,54300.0,55000.0,504620.0,7.32,14172,-3237,-32432
2011-03-24,55500.0,55800.0,426175.0,7.42,-51083,-40084,103134
2011-03-25,55700.0,56100.0,324171.0,7.46,-59809,52842,-1069
2011-03-28,57000.0,55500.0,315366.0,7.38,19794,-24389,4154
2011-03-29,55800.0,55500.0,287556.0,7.38,-5527,8456,-5989
2011-03-30,56000.0,56300.0,777111.0,7.49,-48998,74804,-31747
2011-03-31,56700.0,57100.0,390382.0,7.6,-88307,24270,71498
2011-04-01,56600.0,57900.0,353937.0,7.7,-59399,5437,47952
2011-04-04,57400.0,58100.0,340211.0,7.73,-27503,27663,-10935
2011-04-05,57500.0,58400.0,280129.0,7.77,-41106,6648,37866
2011-04-06,58000.0,57100.0,448525.0,7.6,58340,-29005,-11044
2011-04-07,57400.0,57000.0,314484.0,7.58,25315,-26414,12147
2011-04-08,56500.0,56000.0,464243.0,7.45,91689,17199,-86768
2011-04-11,55600.0,55400.0,461846.0,7.37,108962,-41222,-46916
2011-04-12,55500.0,55000.0,926474.0,7.32,239510,124368,-326694
2011-04-13,55000.0,54400.0,419752.0,7.24,79737,202106,-272267
2011-04-14,55000.0,55000.0,666771.0,7.32,13806,-77040,37479
2011-04-15,55000.0,54000.0,947561.0,7.19,162069,66244,-233554
2011-04-18,54300.0,54300.0,517138.0,7.23,-24521,16661,30314
2011-04-19,54700.0,54200.0,513015.0,7.21,-2154,48164,-45225
2011-04-20,54200.0,56700.0,1170845.0,7.54,-218042,-64401,243627
2011-04-21,56500.0,57200.0,709459.0,7.61,-96961,-63995,107022
2011-04-22,57400.0,57600.0,388244.0,7.66,-141136,-2257,141914
2011-04-25,57600.0,58200.0,375835.0,7.74,-92658,-37524,122969
2011-04-26,58000.0,58800.0,684984.0,7.82,-168891,67995,23112
2011-04-27,59500.0,62900.0,1797681.0,8.37,-656412,-134660,700655
2011-04-28,62000.0,62900.0,833924.0,8.37,-143551,-56070,230717
2011-04-29,62200.0,63400.0,509279.0,8.44,-108409,96953,4106
2011-05-02,64000.0,66200.0,960466.0,8.81,-282020,-106568,382781
2011-05-03,67000.0,65700.0,350418.0,8.74,-41223,16357,30828
2011-05-04,64800.0,65300.0,538398.0,8.69,-56496,8929,52099
2011-05-06,64000.0,65100.0,611190.0,8.66,-66109,45253,33354
2011-05-09,65000.0,64700.0,699591.0,8.61,-46475,-29110,140620
2011-05-11,64700.0,65100.0,378017.0,8.66,-52882,-41680,71580
2011-05-12,64300.0,64400.0,596553.0,8.57,-19578,46278,-69709
2011-05-13,64900.0,62900.0,554474.0,8.37,-20976,41125,-118727
2011-05-16,61900.0,62900.0,550018.0,8.37,-47657,-40650,20139
2011-05-17,62600.0,62600.0,250235.0,8.33,-12838,28275,-26136
2011-05-18,63000.0,63500.0,404878.0,8.45,-32552,-54872,23939
2011-05-19,63100.0,62900.0,567576.0,8.37,5177,-83357,11181
2011-05-20,62000.0,63300.0,614118.0,8.42,-30406,-32359,62088
2011-05-23,63900.0,62600.0,280551.0,8.33,2975,3886,-84809
2011-05-24,63800.0,64000.0,517192.0,8.52,-106432,3012,99283
2011-05-25,65400.0,64600.0,595922.0,8.6,-68032,-45618,61186
2011-05-26,65000.0,65300.0,644316.0,8.69,-60378,-55596,97715
2011-05-27,66000.0,64900.0,499975.0,8.64,-110105,-12264,138934
2011-05-30,65000.0,63500.0,499420.0,8.45,18854,-33127,17132
2011-05-31,63500.0,63300.0,364475.0,8.42,-3705,-128787,7653
2011-06-01,63700.0,65700.0,425805.0,8.74,-120490,-103030,157244
2011-06-02,66200.0,65300.0,541795.0,8.69,-34997,-33591,9477
2011-06-03,64600.0,65800.0,323947.0,8.76,-38832,47726,-81636
2011-06-07,66400.0,66000.0,441127.0,8.78,-75044,28991,-10996
2011-06-08,65000.0,65500.0,942727.0,8.72,-66570,-33800,64578
2011-06-09,66700.0,64500.0,456656.0,8.58,13544,-11846,-25449
2011-06-10,65100.0,64000.0,247626.0,8.52,15641,3961,-45529
2011-06-13,64800.0,64500.0,360078.0,8.58,-24395,-20738,-43284
2011-06-14,64800.0,64400.0,428845.0,8.57,6503,-27020,-55329
2011-06-15,63500.0,63800.0,427949.0,8.49,40809,-53695,-91423
