Symbol,현대모비스_시가(원),현대모비스_종가(원),현대모비스_거래량(주),현대모비스_PER(IFRS-연결),현대모비스_순매수수량(개인)(주),현대모비스_순매수수량(기관계)(주),현대모비스_순매수수량(외국인계)(주)
2001-11-14,15500.0,15250.0,760830.0,10.26,1500,-75440,45190
2001-11-15,15300.0,15800.0,1086850.0,10.63,-237540,23210,230220
2001-11-16,16000.0,15850.0,594250.0,10.66,-66360,152470,-94630
2001-11-19,15800.0,16700.0,1401460.0,11.23,-472540,359090,73430
2001-11-20,16900.0,16950.0,1519810.0,11.4,-185940,61650,199080
2001-11-21,17000.0,17450.0,834250.0,11.74,-136510,31690,100370
2001-11-22,17450.0,17950.0,1000620.0,12.07,-348700,154210,240730
2001-11-23,18300.0,18300.0,906880.0,12.31,-29380,15960,45080
2001-11-26,18400.0,18300.0,1671650.0,12.31,221440,-134220,-145620
2001-11-27,18200.0,17750.0,1392120.0,11.94,69110,-112660,-31030
2001-11-28,17400.0,17000.0,1424020.0,11.44,8310,-33100,9220
2001-11-29,16700.0,17400.0,1157470.0,11.7,-166050,-12210,172660
2001-11-30,18000.0,17850.0,788210.0,12.01,-181580,148160,-9280
2001-12-03,17850.0,17900.0,543840.0,12.04,-4930,-5190,-3810
2001-12-04,17500.0,17600.0,648690.0,11.84,69210,-10630,-113090
2001-12-05,17800.0,17650.0,1078160.0,11.87,-87020,74840,-22410
2001-12-06,17900.0,17200.0,1118000.0,11.57,95320,-110580,20290
2001-12-07,16950.0,17750.0,1291430.0,11.94,-187360,123640,75480
2001-12-10,17700.0,17350.0,614190.0,11.67,-76020,21060,79760
2001-12-11,17250.0,17050.0,310510.0,11.47,-27550,41180,-24780
2001-12-12,16900.0,17250.0,491340.0,11.6,-53210,111690,-48070
2001-12-13,16950.0,17550.0,908390.0,11.8,15640,-164140,119050
2001-12-14,17400.0,17400.0,431500.0,11.7,-65520,60180,17440
2001-12-17,17100.0,17050.0,510240.0,11.47,8140,15220,-57570
2001-12-18,17000.0,17000.0,550140.0,11.44,-136460,-52290,179700
2001-12-19,16900.0,17000.0,602470.0,11.44,-169010,29060,105650
2001-12-20,17100.0,17900.0,874750.0,12.04,-145030,2890,129230
2001-12-21,17800.0,18000.0,718550.0,12.11,-77830,-35680,114500
2001-12-24,18200.0,17800.0,545690.0,11.97,-530,-29190,7120
2001-12-26,17800.0,18050.0,638890.0,12.14,18470,-78670,56230
2001-12-27,17500.0,18150.0,646080.0,12.21,-207720,185560,-31660
2001-12-28,18200.0,18900.0,822710.0,12.71,-274750,253850,-43600
2002-01-02,19150.0,19450.0,673214.0,5.53,-37491,70181,-34490
2002-01-03,19450.0,20900.0,1970571.0,5.95,-572449,15369,559020
2002-01-04,21500.0,21000.0,1103350.0,5.97,-12160,-52940,158830
2002-01-07,21000.0,21350.0,976173.0,6.07,-148644,-136976,281750
2002-01-08,21000.0,20150.0,968110.0,5.73,85673,11927,-144020
2002-01-09,19500.0,19900.0,1310872.0,5.66,264100,50620,-233760
2002-01-10,20000.0,19300.0,799925.0,5.49,-38130,-17890,5520
2002-01-11,19750.0,19700.0,676350.0,5.61,-6960,-122220,106080
2002-01-14,19150.0,19250.0,334870.0,5.48,-34960,21680,1360
2002-01-15,19000.0,18900.0,834920.0,5.38,20155,115255,-271430
2002-01-16,18500.0,18600.0,335830.0,5.29,-111000,105530,4000
2002-01-17,18200.0,18400.0,789151.0,5.24,15455,365825,-422530
2002-01-18,18500.0,18100.0,479680.0,5.15,2800,123950,-149520
2002-01-21,18000.0,18100.0,427680.0,5.15,74570,149600,-234610
2002-01-22,18300.0,18850.0,891891.0,5.36,73530,-31220,-17510
2002-01-23,18550.0,19300.0,763101.0,5.49,-98350,174230,-68110
2002-01-24,19500.0,20700.0,1388990.0,5.89,-341680,-176480,527660
2002-01-25,21000.0,20400.0,840392.0,5.8,-158430,102890,26900
2002-01-28,20400.0,19800.0,716990.0,5.63,65550,-41460,-39080
2002-01-29,19600.0,19350.0,819190.0,5.51,213860,-231290,34370
2002-01-30,18900.0,18600.0,565890.0,5.29,59610,-39910,-48120
2002-01-31,19000.0,19000.0,641890.0,5.41,131436,-244626,138590
2002-02-01,18800.0,18750.0,431510.0,5.33,84560,-132470,5160
2002-02-04,18300.0,18150.0,303561.0,5.16,23880,-21120,-23000
2002-02-05,18000.0,18000.0,765987.0,5.12,71726,139060,-15336
2002-02-06,17650.0,17900.0,714050.0,5.09,63322,-6202,-79690
2002-02-07,17550.0,18150.0,1079440.0,5.16,138120,43110,-185640
2002-02-08,18150.0,18450.0,609733.0,5.25,-105244,106884,23880
2002-02-14,18200.0,20300.0,2174530.0,5.78,-538570,-39420,615370
2002-02-15,20300.0,20900.0,2476253.0,5.95,-227631,10771,358290
2002-02-18,21300.0,21750.0,1241640.0,6.19,-174947,73857,127340
2002-02-19,22300.0,21850.0,1131925.0,6.22,-244031,-94980,369451
2002-02-20,21350.0,21750.0,470773.0,6.19,-92810,71220,23800
2002-02-21,21950.0,22000.0,683170.0,6.26,-133070,14220,90830
2002-02-22,21700.0,22000.0,456816.0,6.26,-115190,14610,94130
2002-02-25,22100.0,21600.0,649730.0,6.15,-63350,226870,-161700
2002-02-26,21700.0,23500.0,2909873.0,6.69,-368248,-246402,607710
2002-02-27,23500.0,24600.0,2264205.0,7.0,-407033,362443,107120
2002-02-28,24500.0,24750.0,1128153.0,7.04,-119010,-115890,263890
2002-03-04,26000.0,25500.0,1922204.0,7.26,-258475,-89645,498160
2002-03-05,26000.0,25800.0,1066310.0,7.34,58940,-271050,174550
2002-03-06,25850.0,25600.0,417428.0,7.28,45860,-60340,3200
2002-03-07,25700.0,25700.0,1214693.0,7.31,289,-503939,509660
2002-03-08,25700.0,26200.0,1161070.0,7.45,-64909,-212021,261760
2002-03-11,26500.0,28400.0,1491868.0,8.08,-341143,-12947,348690
2002-03-12,28500.0,29500.0,1047238.0,8.39,-134080,51870,68070
2002-03-13,29100.0,29950.0,925361.0,8.52,-50821,122261,-72760
2002-03-14,29500.0,30800.0,928701.0,8.76,32985,-91275,55690
2002-03-15,31500.0,33500.0,1936381.0,9.53,-328858,259918,67440
2002-03-18,33500.0,32200.0,1479781.0,9.16,155783,-297263,151900
2002-03-19,32500.0,32000.0,1427650.0,9.1,230942,-353052,117820
2002-03-20,32000.0,31150.0,1533300.0,8.86,-102867,15347,108230
2002-03-21,30300.0,30550.0,1175539.0,8.69,269657,-6816,-268501
2002-03-22,30200.0,30750.0,1607375.0,8.75,199964,-166294,-41790
2002-03-25,30250.0,30000.0,867351.0,8.54,22109,-73284,48745
2002-03-26,29700.0,30750.0,1104471.0,8.75,-88515,-220655,264960
2002-03-27,31300.0,32450.0,1428236.0,9.23,60426,-191700,165744
2002-03-28,32500.0,31600.0,1871732.0,8.99,218143,287321,-594444
2002-03-29,31600.0,31850.0,670860.0,9.06,27488,-49178,-1800
2002-04-01,31800.0,30150.0,827487.0,8.58,-3056,-28004,27370
2002-04-02,29550.0,30500.0,1108996.0,8.68,-34958,57608,-133610
2002-04-03,30000.0,30700.0,1039614.0,8.73,51310,100120,-172170
2002-04-04,30700.0,31800.0,1104315.0,9.05,-109638,105658,-1010
2002-04-08,31800.0,31000.0,1227605.0,8.82,214025,74276,-375201
2002-04-09,31000.0,30700.0,551913.0,8.73,-81467,19947,57830
2002-04-10,30000.0,29100.0,644268.0,8.28,-56590,23300,26260
2002-04-11,28750.0,30200.0,1091187.0,8.59,-157807,-122273,254910
2002-04-12,29600.0,30200.0,581172.0,8.59,-33978,6168,26880
2002-04-15,29600.0,31500.0,936766.0,8.96,-41799,227311,-208842
2002-04-16,31300.0,31400.0,584823.0,8.93,-111694,105364,-9720
2002-04-17,32000.0,33200.0,1594735.0,9.45,-56306,107636,-18300
2002-04-18,33400.0,34400.0,1615053.0,9.79,-284550,26050,259240
2002-04-19,34200.0,34000.0,609792.0,9.67,-139830,123540,15950
2002-04-22,34200.0,32700.0,960962.0,9.3,51883,-49900,25710
2002-04-23,32700.0,34550.0,1381165.0,9.83,4168,-132488,164620
2002-04-24,34200.0,35500.0,1215846.0,10.1,-6660,-27780,22530
2002-04-25,34700.0,33400.0,1023770.0,9.5,-45310,135210,-21830
2002-04-26,33400.0,33000.0,844378.0,9.39,-47562,84782,-54140
2002-04-29,31900.0,31800.0,801455.0,9.05,-117570,108330,25870
2002-04-30,31600.0,31700.0,990830.0,9.02,-112600,144690,-124450
2002-05-02,32200.0,31800.0,1183200.0,9.05,128929,-138819,112370
2002-05-03,31800.0,31750.0,1475410.0,9.03,163411,-172611,14189
2002-05-06,31750.0,30500.0,630150.0,8.68,-8510,38740,11680
2002-05-07,29050.0,29600.0,860673.0,8.42,69100,640,-72170
2002-05-08,30300.0,29500.0,705125.0,8.39,48711,-148780,106470
2002-05-09,30300.0,29600.0,823193.0,8.42,136400,-132750,-31880
2002-05-10,30000.0,29300.0,851390.0,8.34,3240,12610,-53800
2002-05-13,28400.0,28750.0,429571.0,8.18,-111600,86900,18540
2002-05-14,28800.0,28100.0,1037489.0,7.99,49805,132285,-177905
2002-05-15,28400.0,30100.0,1271210.0,8.56,162683,111140,-253233
2002-05-16,30100.0,30100.0,957373.0,8.56,-183302,92550,87523
2002-05-17,30400.0,30450.0,601120.0,8.66,-10470,152330,-174910
2002-05-20,30450.0,30300.0,469154.0,8.62,-73088,32827,82071
2002-05-21,29800.0,28600.0,606365.0,8.14,-60790,97180,-5910
2002-05-22,27800.0,28200.0,1201382.0,8.02,227931,149060,-434661
2002-05-23,27600.0,26850.0,1267836.0,7.64,262498,244702,-509830
2002-05-24,26050.0,26650.0,1103897.0,7.58,123572,-44945,-71207
2002-05-27,26300.0,26400.0,559033.0,7.51,-25075,7695,12760
2002-05-28,26400.0,26500.0,551680.0,7.54,-122590,104380,15900
2002-05-29,25800.0,25600.0,609393.0,7.28,-16061,-15469,38480
2002-05-30,25000.0,22500.0,2021021.0,6.4,199390,279890,-396020
2002-05-31,22000.0,22500.0,1972700.0,6.4,352481,-443711,95050
2002-06-03,23400.0,25500.0,2022822.0,7.26,-142918,-96092,335480
2002-06-04,25100.0,25600.0,1098000.0,7.28,26960,109100,-168810
2002-06-05,25800.0,25600.0,778910.0,7.28,-15090,-84060,93520
2002-06-07,24900.0,25100.0,683960.0,7.14,-132690,108230,28440
2002-06-10,25400.0,26000.0,624199.0,7.4,-121038,166768,-47320
2002-06-11,26000.0,27000.0,617259.0,7.68,-98219,64399,-5190
2002-06-12,27150.0,28000.0,1866995.0,7.97,99610,-322920,23160
2002-06-14,28000.0,27700.0,619570.0,7.88,-128520,-59620,40140
2002-06-17,27600.0,26050.0,723160.0,7.41,-31360,20730,-60050
2002-06-18,26400.0,26400.0,517580.0,7.51,-83800,-48970,139390
2002-06-19,25900.0,24750.0,863665.0,7.04,63230,39440,-76880
2002-06-20,24000.0,24750.0,720850.0,7.04,10310,-430,-13540
2002-06-21,24200.0,25150.0,599270.0,7.16,-68590,-16150,113740
2002-06-24,24650.0,25450.0,543698.0,7.24,-30760,-36200,88150
2002-06-25,26000.0,24000.0,590900.0,6.83,81610,43670,-122560
2002-06-26,23300.0,23500.0,746720.0,6.69,-179340,97800,91990
2002-06-27,23750.0,23800.0,1116151.0,6.77,-20054,87164,-92870
2002-06-28,24000.0,25400.0,907522.0,7.23,-74342,-144778,259950
2002-07-02,24800.0,25650.0,803765.0,7.3,-7390,-8000,-12700
2002-07-03,25200.0,25700.0,421279.0,7.31,-31510,-26250,56720
2002-07-04,26000.0,27000.0,752749.0,7.68,-71050,-10710,69530
2002-07-05,26500.0,27250.0,790004.0,7.75,-256284,136100,52324
2002-07-08,28000.0,26900.0,785240.0,7.65,-40638,-47172,104170
2002-07-09,27000.0,27350.0,493816.0,7.78,-88215,-39765,96210
2002-07-10,27000.0,26950.0,330164.0,7.67,43040,-41780,-5870
2002-07-11,26100.0,25300.0,597845.0,7.2,107760,2750,-104700
2002-07-12,25900.0,25450.0,795319.0,7.24,104457,106973,-148050
2002-07-15,24500.0,23650.0,993600.0,6.73,318028,-55959,-311740
2002-07-16,23650.0,23100.0,626362.0,6.57,68870,-2050,-96360
2002-07-18,22850.0,23600.0,457000.0,6.71,-56713,68713,-12260
2002-07-19,23200.0,23900.0,749536.0,6.8,83900,-81580,-22900
2002-07-22,23000.0,23550.0,999727.0,6.7,-149660,-63600,218580
2002-07-23,23700.0,24450.0,786563.0,6.96,50680,86930,-138320
2002-07-24,23950.0,23700.0,606115.0,6.74,16600,76450,-123700
2002-07-25,24700.0,23550.0,920033.0,6.7,8110,99520,-109630
2002-07-26,23200.0,22300.0,993773.0,6.34,151470,300070,-456010
2002-07-29,22800.0,22700.0,510230.0,6.46,-44790,48850,-6520
2002-07-30,23300.0,24000.0,864880.0,6.83,-22160,-47760,58680
2002-07-31,24000.0,24400.0,498670.0,6.94,-105060,85340,4930
2002-08-01,24500.0,23800.0,448736.0,6.77,-44106,131006,-79970
2002-08-02,23100.0,23550.0,268642.0,6.7,-66769,63919,-3180
2002-08-05,23000.0,23100.0,397370.0,6.57,51630,16350,-65310
2002-08-06,21500.0,23850.0,568710.0,6.79,-175310,369130,-199240
2002-08-07,23550.0,23800.0,618828.0,6.77,-128270,-73510,201780
2002-08-08,23900.0,24000.0,343001.0,6.83,-9690,-70340,81130
2002-08-09,24500.0,23750.0,352410.0,6.76,-94630,39050,54170
2002-08-12,23800.0,24400.0,463510.0,6.94,-121263,-86437,210060
2002-08-13,24150.0,24500.0,230314.0,6.97,-35343,64043,-26200
2002-08-14,24200.0,25200.0,1281720.0,7.17,9837,-202217,154340
2002-08-16,26200.0,26800.0,2181700.0,7.63,-124520,-688930,831270
2002-08-19,27300.0,26900.0,963020.0,7.65,-141981,-291589,453890
2002-08-20,27500.0,27550.0,1119122.0,7.84,-238325,2035,254570
2002-08-21,27500.0,27800.0,536021.0,7.91,-110565,35405,64630
2002-08-22,27800.0,27750.0,565300.0,7.9,-109690,-68570,140560
2002-08-23,27450.0,26650.0,973670.0,7.58,-12066,30336,-37350
2002-08-26,26650.0,26400.0,469638.0,7.51,-61180,-40110,77130
2002-08-27,26200.0,26150.0,433471.0,7.44,4780,-41970,26210
2002-08-28,25500.0,26700.0,576845.0,7.6,-5830,-39390,92450
2002-08-29,27500.0,27400.0,695917.0,7.8,-64345,-53315,131820
2002-08-30,27600.0,28550.0,1597934.0,8.12,-53537,-152473,274630
2002-09-02,29500.0,28700.0,709845.0,8.17,-128192,70382,79070
2002-09-03,28900.0,28300.0,586620.0,8.05,-110161,88811,-10410
2002-09-04,27500.0,27950.0,570719.0,7.95,-43141,115030,-71900
2002-09-05,28250.0,27450.0,504825.0,7.81,12430,111240,-117000
2002-09-06,27000.0,27200.0,521320.0,7.74,-43760,173570,-124700
2002-09-09,27200.0,26500.0,334603.0,7.54,-47498,130088,-76670
2002-09-10,26500.0,26550.0,492991.0,7.55,-24600,47220,-14830
2002-09-11,26800.0,26750.0,447390.0,7.61,-9462,135782,-136270
2002-09-12,26300.0,27500.0,596607.0,7.82,-66370,129030,-114610
2002-09-13,27100.0,27550.0,515800.0,7.84,-32480,-140790,166880
2002-09-16,28000.0,27550.0,758155.0,7.84,-72175,-211115,251650
2002-09-17,28000.0,28650.0,611482.0,8.15,-139630,146940,-13980
2002-09-18,27800.0,28400.0,553430.0,8.08,-114685,5965,127080
2002-09-19,28600.0,27900.0,387990.0,7.94,-41880,41600,-17830
2002-09-23,27500.0,27250.0,645507.0,7.75,4350,108060,-180930
2002-09-24,26450.0,27150.0,558750.0,7.72,-15145,-219425,206180
2002-09-25,27000.0,26750.0,443510.0,7.61,-34180,-82230,127540
2002-09-26,27050.0,26300.0,523325.0,7.48,57041,-117861,42340
2002-09-27,26000.0,25400.0,858541.0,7.23,81869,-173999,-4470
2002-09-30,24650.0,24000.0,327842.0,6.83,2190,-62090,30360
2002-10-01,23400.0,24800.0,285233.0,7.06,5597,29343,-36990
2002-10-02,25300.0,25300.0,325310.0,7.2,-14870,86270,-68000
2002-10-04,24100.0,25650.0,240820.0,7.3,-94260,8740,86520
2002-10-07,25150.0,25000.0,245815.0,7.11,-46983,-50247,99790
2002-10-08,24600.0,26000.0,413506.0,7.4,-67210,155850,-87740
2002-10-09,26100.0,23800.0,839208.0,6.77,258299,-241919,-106340
2002-10-10,22850.0,23500.0,1085631.0,6.69,-31920,78100,-69640
2002-10-11,23600.0,22700.0,662489.0,6.46,99910,-19430,-76610
2002-10-14,23000.0,23150.0,392190.0,6.59,-39100,-33990,63700
2002-10-15,23350.0,24500.0,563736.0,6.97,-46883,9903,24130
2002-10-16,24950.0,24800.0,868605.0,7.06,1428,-57268,43590
2002-10-17,24950.0,26300.0,752377.0,7.48,-279042,5630,229700
2002-10-18,27000.0,27300.0,662898.0,7.77,-167580,-189420,405240
2002-10-21,27300.0,27200.0,417331.0,7.74,-88610,-74610,185140
2002-10-22,27850.0,26900.0,611378.0,7.65,-93118,-45692,221920
2002-10-23,26900.0,27800.0,403090.0,7.91,-119880,127350,4160
2002-10-24,27450.0,27200.0,356771.0,7.74,81585,-31685,-56380
2002-10-25,26700.0,27100.0,248790.0,7.71,-40750,54060,-3160
2002-10-28,27300.0,27950.0,634440.0,7.95,90990,-3390,-99940
2002-10-29,27950.0,27800.0,436780.0,7.91,-34142,-9148,89480
2002-10-30,27800.0,27000.0,677227.0,7.68,32120,-185470,93040
2002-10-31,27300.0,27350.0,372580.0,7.78,-70660,5580,42960
2002-11-01,26900.0,26000.0,920829.0,7.4,317717,-272757,-192400
2002-11-04,26250.0,26700.0,851624.0,7.6,-22900,173750,-310670
2002-11-05,26400.0,26000.0,787823.0,7.4,125990,20640,-151700
2002-11-06,26300.0,26700.0,796933.0,7.6,177000,-92680,-21270
2002-11-07,26200.0,26300.0,675721.0,7.48,94810,-16200,-147660
2002-11-08,25700.0,26000.0,743140.0,7.4,36140,2970,-76410
2002-11-11,25800.0,25300.0,520830.0,7.2,36890,-16200,-116980
2002-11-12,24800.0,24900.0,354162.0,7.08,-49570,85210,-34460
2002-11-13,25300.0,25200.0,435436.0,7.17,-16696,27626,-127580
2002-11-14,24750.0,25300.0,296758.0,7.2,-3359,-54461,43840
2002-11-15,25850.0,25500.0,571923.0,7.26,1807,-58707,-880
2002-11-18,25250.0,25000.0,444680.0,7.11,10150,46670,-107260
2002-11-19,24700.0,25250.0,296011.0,7.18,-63870,61920,28300
2002-11-20,24950.0,25700.0,297400.0,7.31,-81130,70080,37640
2002-11-21,26250.0,26400.0,549699.0,7.51,-36491,50061,87210
2002-11-22,27500.0,26400.0,524501.0,7.51,-75800,34270,83690
2002-11-25,26750.0,27700.0,973141.0,7.88,-71435,-13675,241740
2002-11-26,27750.0,27650.0,814233.0,7.87,-56703,-34107,108540
2002-11-27,27300.0,27450.0,389530.0,7.81,10550,-8650,-4250
2002-11-28,27850.0,27700.0,967522.0,7.88,111849,-142859,226110
2002-11-29,27800.0,27850.0,550583.0,7.92,11625,7125,-16560
2002-12-02,27550.0,27700.0,491775.0,7.88,-20796,-11924,-82190
2002-12-03,27500.0,27950.0,537616.0,7.95,-27308,-3272,18610
2002-12-04,27400.0,27600.0,432330.0,7.85,-180000,-9880,200450
2002-12-05,27900.0,28200.0,758620.0,8.02,-88560,-12070,45540
2002-12-06,27900.0,28200.0,481240.0,8.02,-61110,167010,-57630
2002-12-09,27950.0,27500.0,479520.0,7.82,-66720,55910,-80130
2002-12-10,26900.0,27450.0,418660.0,7.81,-30518,-27452,-27090
2002-12-11,27350.0,27350.0,223900.0,7.78,-26260,-17220,31990
2002-12-12,27450.0,27750.0,632860.0,7.9,-13290,43750,-53980
2002-12-13,27450.0,27750.0,398220.0,7.9,18222,-3042,-53570
2002-12-16,27050.0,27050.0,358930.0,7.7,62690,-59930,-38470
2002-12-17,27200.0,27600.0,453953.0,7.85,-54516,20006,53730
2002-12-18,27200.0,27750.0,365694.0,7.9,-14614,-57866,21650
2002-12-20,27350.0,27900.0,480946.0,7.94,-57709,-95457,188720
2002-12-23,27900.0,27000.0,438941.0,7.68,-65310,15600,89190
2002-12-24,26650.0,26100.0,322885.0,7.43,25265,17175,9980
2002-12-26,25700.0,25200.0,499770.0,7.17,196120,-130760,-660
2002-12-27,24750.0,24100.0,342741.0,6.86,101480,-96820,-1080
2002-12-30,23500.0,21800.0,925548.0,6.2,308368,1405,-252283
2003-01-02,22300.0,23000.0,743744.0,4.85,256321,-184991,-57800
2003-01-03,24000.0,24400.0,891635.0,5.15,86770,-236780,239450
2003-01-06,24500.0,24900.0,884413.0,5.25,-34703,-130143,241506
2003-01-07,25450.0,24000.0,711140.0,5.06,-72342,-1472,147214
2003-01-08,24350.0,24500.0,671230.0,5.17,83885,-189695,229620
2003-01-09,24300.0,24000.0,885393.0,5.06,-11220,-207500,249700
2003-01-10,24550.0,24500.0,1264402.0,5.17,-223308,-89482,356660
2003-01-13,24600.0,24550.0,370622.0,5.18,-8347,8367,-1380
2003-01-14,24700.0,24600.0,561472.0,5.19,53080,22350,-13280
2003-01-15,24600.0,24200.0,382951.0,5.11,-18360,-650,41260
2003-01-16,23800.0,23700.0,370749.0,5.0,-31373,38993,-6580
2003-01-17,23100.0,22500.0,703030.0,4.75,268323,-149163,-148960
2003-01-20,22000.0,22350.0,474442.0,4.72,53481,98279,-152470
2003-01-21,22500.0,22650.0,577155.0,4.78,88840,-168390,66830
2003-01-22,22350.0,22400.0,413845.0,4.73,-80119,16769,44680
2003-01-23,22350.0,22800.0,398002.0,4.81,25920,37210,-45330
2003-01-24,22800.0,21550.0,602971.0,4.55,-28860,44760,-10160
2003-01-27,20900.0,21400.0,529229.0,4.52,-62859,-15241,86440
2003-01-28,21300.0,21800.0,201570.0,4.6,-66810,35810,24620
2003-01-29,21850.0,21100.0,437953.0,4.45,23311,2879,-19740
2003-01-30,21200.0,21400.0,421651.0,4.52,99900,91780,-210650
2003-02-03,21500.0,22200.0,329451.0,4.68,-51120,47570,2280
2003-02-04,22300.0,22300.0,477109.0,4.71,-7098,81628,-51930
2003-02-05,21950.0,21900.0,158212.0,4.62,-10212,18062,-17660
2003-02-06,21750.0,21300.0,316640.0,4.49,39340,68170,-105150
2003-02-07,21000.0,20850.0,408476.0,4.4,66927,38160,-80687
2003-02-10,20500.0,21000.0,390380.0,4.43,-65180,82690,-18520
2003-02-11,21100.0,21300.0,434513.0,4.49,-71056,128586,-60730
2003-02-12,21100.0,22000.0,392031.0,4.64,-150410,74190,90610
2003-02-13,21900.0,21750.0,384120.0,4.59,-45720,-5730,76470
2003-02-14,22150.0,22200.0,258040.0,4.68,-96380,-6690,109210
2003-02-17,22900.0,23500.0,393203.0,4.96,-70590,-740,110260
2003-02-18,23900.0,23200.0,259447.0,4.9,-1420,-23170,19410
2003-02-19,23800.0,22850.0,662350.0,4.82,-59189,-45088,188467
2003-02-20,22900.0,22950.0,455247.0,4.84,-14580,-23550,89560
2003-02-21,23050.0,23150.0,263420.0,4.88,-39250,-29770,62840
2003-02-24,23150.0,23850.0,491180.0,5.03,-164040,40490,112730
2003-02-25,23500.0,22500.0,392110.0,4.75,20610,-107530,100690
2003-02-26,23000.0,22400.0,236630.0,4.73,70690,-23790,-54290
2003-02-27,21850.0,22600.0,293662.0,4.77,-15250,1550,-22630
2003-02-28,22450.0,22150.0,386402.0,4.67,40120,92380,-165840
2003-03-03,21800.0,22300.0,320680.0,4.71,75340,83380,-164310
2003-03-04,22000.0,22200.0,183014.0,4.68,-36330,31900,6730
2003-03-05,22000.0,21000.0,273550.0,4.43,46590,-26880,-20420
2003-03-06,21400.0,20750.0,385623.0,4.38,-16650,-108810,125980
2003-03-07,20100.0,19400.0,598776.0,4.09,125900,148220,-270060
2003-03-10,19050.0,18800.0,458952.0,3.97,15600,-40080,38840
2003-03-11,18100.0,19400.0,546643.0,4.09,-121930,87090,67180
2003-03-12,19450.0,18300.0,850881.0,3.86,285541,256499,-574330
