Symbol,남해화학_시가(원),남해화학_종가(원),남해화학_거래량(주),남해화학_PER(IFRS-연결),남해화학_순매수수량(개인)(주),남해화학_순매수수량(기관계)(주),남해화학_순매수수량(외국인계)(주)
2001-10-29,2210.0,2270.0,998270.0,13.74,-221510,218730,-17000
2001-10-30,2200.0,2150.0,280170.0,13.01,-5980,760,0
2001-10-31,2150.0,2160.0,193220.0,13.08,17290,2710,0
2001-11-01,2160.0,2170.0,187790.0,13.13,-80,10080,0
2001-11-02,2170.0,2145.0,524880.0,12.98,287640,-246490,3850
2001-11-05,2145.0,2190.0,256660.0,13.26,-76660,86240,0
2001-11-06,2235.0,2180.0,603400.0,13.2,79150,-58520,1220
2001-11-07,2200.0,2130.0,500480.0,12.89,72640,-34660,-45980
2001-11-08,2160.0,2130.0,574500.0,12.89,99330,-96380,0
2001-11-09,2135.0,2130.0,369190.0,12.89,-9700,93330,-80310
2001-11-12,2130.0,2130.0,541720.0,12.89,24630,61060,0
2001-11-13,2130.0,2180.0,484710.0,13.2,3650,32660,-33100
2001-11-14,2220.0,2180.0,862330.0,13.2,392060,-380220,-12000
2001-11-15,2200.0,2185.0,555330.0,13.23,-33710,33890,-18000
2001-11-16,2180.0,2180.0,462630.0,13.2,-9840,35630,-28800
2001-11-19,2210.0,2275.0,1012620.0,13.77,-57580,71540,-13270
2001-11-20,2340.0,2225.0,719200.0,13.47,44760,-37860,-18250
2001-11-21,2225.0,2240.0,331040.0,13.56,-99060,92320,1240
2001-11-22,2250.0,2265.0,402080.0,13.71,-64850,67590,0
2001-11-23,2265.0,2290.0,664010.0,13.86,-8940,21160,0
2001-11-26,2350.0,2330.0,1522200.0,14.1,566740,-576390,-1930
2001-11-27,2365.0,2320.0,974840.0,14.05,-233530,204050,-5680
2001-11-28,2290.0,2210.0,605610.0,13.38,-231010,177920,620
2001-11-29,2160.0,2230.0,450820.0,13.49,44190,-60890,0
2001-11-30,2230.0,2130.0,704590.0,12.89,346320,-97360,-246110
2001-12-03,2160.0,2185.0,419760.0,13.23,173230,-76010,-95830
2001-12-04,2180.0,2210.0,413770.0,13.38,-45900,47110,0
2001-12-05,2230.0,2260.0,731590.0,13.68,-165890,288700,-100820
2001-12-06,2330.0,2225.0,779510.0,13.47,-26250,106590,-71600
2001-12-07,2240.0,2270.0,454340.0,13.74,-173400,198800,-30000
2001-12-10,2270.0,2180.0,1175820.0,13.2,742020,-682140,-61250
2001-12-11,2200.0,2200.0,364420.0,13.31,114480,-110650,-400
2001-12-12,2210.0,2205.0,307100.0,13.34,20670,-16470,0
2001-12-13,2210.0,2245.0,852390.0,13.59,236330,-224880,3270
2001-12-14,2270.0,2280.0,1071510.0,13.8,-127450,128070,-400
2001-12-17,2340.0,2285.0,579330.0,13.83,-30150,52580,-1990
2001-12-18,2300.0,2245.0,614400.0,13.59,4880,14700,-20460
2001-12-19,2250.0,2225.0,430910.0,13.47,-81770,91200,570
2001-12-20,2190.0,2265.0,351020.0,13.71,-90850,84110,0
2001-12-21,2240.0,2280.0,595910.0,13.8,-21820,34780,-4900
2001-12-24,2300.0,2340.0,918810.0,14.16,-12800,23030,-2800
2001-12-26,2340.0,2370.0,1205430.0,14.34,16050,-19130,0
2001-12-27,2250.0,2250.0,660650.0,13.62,-130030,125240,800
2001-12-28,2250.0,2250.0,641140.0,13.62,-95210,90130,0
2002-01-02,2260.0,2245.0,668690.0,9.47,-200860,201070,0
2002-01-03,2250.0,2300.0,1043498.0,9.7,-127152,125442,0
2002-01-04,2300.0,2350.0,1602470.0,9.91,-730,-30,1110
2002-01-07,2360.0,2400.0,3517080.0,10.12,981610,-940010,-800
2002-01-08,2430.0,2350.0,1474380.0,9.91,186380,-156630,0
2002-01-09,2430.0,2500.0,2271260.0,10.54,272365,-332125,54150
2002-01-10,2550.0,2480.0,1998180.0,10.46,313360,-311030,0
2002-01-11,2450.0,2355.0,1349530.0,9.93,75060,-65670,-4150
2002-01-14,2370.0,2370.0,702230.0,9.99,-84500,83260,0
2002-01-15,2325.0,2310.0,810440.0,9.74,-13730,16880,-2180
2002-01-16,2300.0,2300.0,518690.0,9.7,-35560,36560,0
2002-01-17,2255.0,2330.0,649800.0,9.82,-204600,202760,2600
2002-01-18,2365.0,2365.0,554080.0,9.97,-51800,25830,0
2002-01-21,2420.0,2400.0,715340.0,10.12,-102660,77720,2100
2002-01-22,2390.0,2300.0,1402300.0,9.7,-152265,135845,0
2002-01-23,2300.0,2390.0,959381.0,10.08,-390840,390390,350
2002-01-24,2400.0,2445.0,1156759.0,10.31,-171790,139550,4900
2002-01-25,2520.0,2530.0,2860612.0,10.67,305580,-336340,15500
2002-01-28,2580.0,2625.0,2222120.0,11.07,52120,-53250,0
2002-01-29,2620.0,2560.0,1012910.0,10.79,-142190,132830,700
2002-01-30,2510.0,2485.0,1013440.0,10.48,185350,-176860,-48330
2002-01-31,2520.0,2450.0,884830.0,10.33,180095,-169645,-1770
2002-02-01,2450.0,2430.0,964080.0,10.25,14740,-28260,0
2002-02-04,2375.0,2380.0,691490.0,10.04,2550,10550,0
2002-02-05,2345.0,2345.0,510200.0,9.89,-26580,28470,0
2002-02-06,2370.0,2345.0,1236890.0,9.89,258860,-253450,0
2002-02-07,2395.0,2315.0,720150.0,9.76,-24760,27330,-1000
2002-02-08,2365.0,2460.0,2308190.0,10.37,452930,-362570,0
2002-02-14,2520.0,2510.0,1859953.0,10.59,-74550,97630,-24070
2002-02-15,2510.0,2460.0,1060520.0,10.37,21010,10990,0
2002-02-18,2510.0,2700.0,3955570.0,11.39,16700,-6770,0
2002-02-19,2800.0,2680.0,4509755.0,11.3,753150,-687690,0
2002-02-20,2650.0,2750.0,1510035.0,11.59,-174790,65120,0
2002-02-21,2800.0,2785.0,4022100.0,11.74,238480,-135250,-88230
2002-02-22,2650.0,2680.0,1410352.0,11.3,-15140,4480,0
2002-02-25,2680.0,2800.0,2232200.0,11.81,73480,-52700,-25780
2002-02-26,2800.0,2880.0,2605320.0,12.14,-225900,198680,0
2002-02-27,2930.0,2860.0,1896190.0,12.06,-238210,264480,1320
2002-02-28,2860.0,2785.0,1585335.0,11.74,46060,-51060,0
2002-03-04,2800.0,2750.0,1646300.0,11.59,-31640,28710,990
2002-03-05,2760.0,2680.0,1680525.0,11.3,237260,-188450,-47250
2002-03-06,2680.0,2670.0,938335.0,11.26,54590,-54480,-830
2002-03-07,2750.0,2720.0,1247788.0,11.47,28670,-22670,0
2002-03-08,2720.0,2685.0,756730.0,11.32,20610,34740,-51350
2002-03-11,2710.0,2835.0,1559075.0,11.96,-3170,10940,0
2002-03-12,2795.0,2835.0,1295315.0,11.96,107090,-53090,0
2002-03-13,2835.0,2830.0,1172491.0,11.93,-24370,21860,0
2002-03-14,2840.0,2800.0,1229890.0,11.81,-5600,53440,-40340
2002-03-15,2800.0,2830.0,1571200.0,11.93,15480,-26440,0
2002-03-18,2950.0,2910.0,1837580.0,12.27,2380,-6940,2000
2002-03-19,2895.0,2935.0,1288360.0,12.38,-53180,56030,0
2002-03-20,2995.0,2980.0,3336040.0,12.57,18100,-13220,0
2002-03-21,2950.0,2980.0,1388100.0,12.57,-48330,56500,-500
2002-03-22,2960.0,2905.0,1214165.0,12.25,-57220,60760,-1000
2002-03-25,2905.0,3015.0,2816235.0,12.71,-93470,62820,2100
2002-03-26,3020.0,3000.0,1219410.0,12.65,-72420,62980,11260
2002-03-27,3050.0,3095.0,1392885.0,13.05,-86860,81340,0
2002-03-28,3100.0,2990.0,923170.0,12.61,26390,-16370,0
2002-03-29,2950.0,2940.0,796640.0,12.4,1895,6375,0
2002-04-01,2920.0,2750.0,1058010.0,11.59,126560,-122050,0
2002-04-02,2750.0,2800.0,741105.0,11.81,-70600,60220,7800
2002-04-03,2775.0,2885.0,871870.0,12.16,24250,-23790,0
2002-04-04,2880.0,2900.0,838660.0,12.23,-24070,40500,2080
2002-04-08,3100.0,2965.0,1880480.0,12.5,35150,-23980,1390
2002-04-09,3000.0,2825.0,873890.0,11.91,-38310,33310,0
2002-04-10,2790.0,2670.0,812096.0,11.26,41120,-37120,-1000
2002-04-11,2670.0,2645.0,841900.0,11.16,168470,-143830,-22360
2002-04-12,2690.0,2700.0,894440.0,11.39,42340,-45660,0
2002-04-15,2675.0,2740.0,466590.0,11.56,-24640,23140,0
2002-04-16,2705.0,2740.0,543050.0,11.56,-32250,31380,0
2002-04-17,2760.0,2750.0,728360.0,11.59,-97080,99340,2340
2002-04-18,2750.0,2720.0,570695.0,11.47,-35630,35630,0
2002-04-19,2710.0,2635.0,929611.0,11.11,25640,-10400,0
2002-04-22,2650.0,2525.0,958199.0,10.65,103710,-108880,0
2002-04-23,2495.0,2500.0,551922.0,10.54,80,760,0
2002-04-24,2495.0,2510.0,494620.0,10.59,-12480,11590,0
2002-04-25,2460.0,2350.0,580625.0,9.91,-21980,9360,980
2002-04-26,2350.0,2370.0,346320.0,9.99,-7080,7360,0
2002-04-29,2210.0,2250.0,428742.0,9.49,-19680,20810,-80
2002-04-30,2180.0,2180.0,397838.0,9.19,5350,-7140,0
2002-05-02,2235.0,2250.0,374652.0,9.49,71980,-68300,0
2002-05-03,2270.0,2255.0,409800.0,9.51,25920,-38040,0
2002-05-06,2240.0,2210.0,331050.0,9.32,-59120,51760,0
2002-05-07,2180.0,2230.0,389890.0,9.4,-44370,44370,0
2002-05-08,2210.0,2260.0,366900.0,9.53,8710,-8710,0
2002-05-09,2320.0,2210.0,692515.0,9.32,119150,-116090,-3320
2002-05-10,2230.0,2285.0,428904.0,9.64,11240,-9930,0
2002-05-13,2280.0,2280.0,322020.0,9.62,-11310,11780,0
2002-05-14,2320.0,2340.0,465540.0,9.87,-41710,22370,-22410
2002-05-15,2340.0,2360.0,522547.0,9.95,-2780,630,0
2002-05-16,2250.0,2310.0,357610.0,9.74,-18420,13320,0
2002-05-17,2280.0,2410.0,1130613.0,10.16,-79880,82560,0
2002-05-20,2410.0,2350.0,447083.0,9.91,93375,-89420,-5
2002-05-21,2350.0,2250.0,518530.0,9.49,17400,-26800,0
2002-05-22,2200.0,2250.0,317176.0,9.49,-29530,29650,0
2002-05-23,2250.0,2210.0,409568.0,9.32,89220,-88350,0
2002-05-24,2210.0,2230.0,372710.0,9.4,-87160,86080,0
2002-05-27,2320.0,2560.0,2295077.0,10.79,139040,-120040,0
2002-05-28,2630.0,2500.0,2851035.0,10.54,-58200,57850,0
2002-05-29,2450.0,2370.0,959090.0,9.99,110200,-108120,0
2002-05-30,2320.0,2240.0,753497.0,9.45,-39590,40140,0
2002-05-31,2280.0,2225.0,525190.0,9.39,-18700,19290,0
2002-06-03,2200.0,2210.0,402470.0,9.32,10810,-9040,0
2002-06-04,2160.0,2230.0,522040.0,9.4,-4990,5580,0
2002-06-05,2200.0,2230.0,399440.0,9.4,9000,-9000,0
2002-06-07,2190.0,2140.0,435390.0,9.02,96610,-95830,0
2002-06-10,2165.0,2180.0,247910.0,9.19,-21175,24925,0
2002-06-11,2210.0,2165.0,292490.0,9.13,75710,-70160,-1770
2002-06-12,2175.0,2190.0,482984.0,9.24,4400,6290,-14700
2002-06-14,2160.0,2185.0,225290.0,9.22,11820,-5330,0
2002-06-17,2200.0,2155.0,288650.0,9.09,60090,-59320,-4530
2002-06-18,2180.0,2200.0,302370.0,9.28,-47260,46480,-950
2002-06-19,2230.0,2120.0,476050.0,8.94,29420,-29550,130
2002-06-20,2085.0,2120.0,240540.0,8.94,8470,-5710,-1030
2002-06-21,2150.0,2300.0,597653.0,9.7,45390,-44280,0
2002-06-24,2290.0,2330.0,1101460.0,9.82,-53470,55470,0
2002-06-25,2380.0,2270.0,549430.0,9.57,-72190,72190,0
2002-06-26,2240.0,2075.0,501530.0,8.75,-19070,19070,0
2002-06-27,2075.0,2050.0,315610.0,8.65,53270,-51540,0
2002-06-28,2070.0,2130.0,501970.0,8.98,63110,-62330,-780
2002-07-02,2010.0,2110.0,362380.0,8.9,-18770,21300,0
2002-07-03,2110.0,2130.0,319960.0,8.98,-36120,34390,0
2002-07-04,2150.0,2185.0,443250.0,9.22,69890,-69890,0
2002-07-05,2190.0,2260.0,773430.0,9.53,-214400,210540,0
2002-07-08,2320.0,2210.0,609103.0,9.32,117435,-117220,0
2002-07-09,2200.0,2240.0,304770.0,9.45,-120300,121760,0
2002-07-10,2265.0,2240.0,304032.0,9.45,37450,-29410,0
2002-07-11,2200.0,2155.0,486798.0,9.09,204670,-151620,-47540
2002-07-12,2200.0,2240.0,404740.0,9.45,-150110,139950,0
2002-07-15,2240.0,2230.0,444350.0,9.4,23410,-22410,0
2002-07-16,2205.0,2235.0,308770.0,9.42,31800,-30310,0
2002-07-18,2270.0,2270.0,1698510.0,9.57,-98440,48800,150
2002-07-19,2265.0,2215.0,565720.0,9.34,150460,-145060,-150
2002-07-22,2120.0,2110.0,556090.0,8.9,-15390,30770,-15380
2002-07-23,2050.0,2150.0,594170.0,9.07,-63390,59630,0
2002-07-24,2110.0,2130.0,339190.0,8.98,89340,-86580,0
2002-07-25,2150.0,2160.0,1185320.0,9.11,-46580,45320,0
2002-07-26,2130.0,2085.0,1034195.0,8.79,34260,-33260,0
2002-07-29,2110.0,2120.0,616076.0,8.94,-5140,-12670,0
2002-07-30,2120.0,2150.0,414596.0,9.07,-53890,51240,0
2002-07-31,2150.0,2120.0,369735.0,8.94,17160,-12290,0
2002-08-01,2110.0,2100.0,274765.0,8.85,25810,-23620,0
2002-08-02,2050.0,2195.0,455680.0,9.25,-17090,15830,0
2002-08-05,2195.0,2125.0,469320.0,8.96,23880,-22620,0
2002-08-06,2080.0,2135.0,583400.0,9.0,-115610,113090,0
2002-08-07,2170.0,2210.0,1211296.0,9.32,50070,-50070,0
2002-08-08,2215.0,2230.0,859079.0,9.4,108520,-106740,0
2002-08-09,2240.0,2180.0,708890.0,9.19,5150,-6410,0
2002-08-12,2100.0,2180.0,527680.0,9.19,-25160,22640,0
2002-08-13,2210.0,2215.0,1528680.0,9.34,-26590,14180,0
2002-08-14,2130.0,2130.0,1076340.0,8.98,-143570,141050,0
2002-08-16,2130.0,2105.0,926410.0,8.88,-32680,33810,0
2002-08-19,2090.0,2085.0,638635.0,8.79,67230,-63450,0
2002-08-20,2105.0,2095.0,696795.0,8.84,-242390,235960,0
2002-08-21,2080.0,2105.0,394285.0,8.88,-43360,46770,0
2002-08-22,2135.0,2110.0,638840.0,8.9,13930,-11930,0
2002-08-23,2120.0,2130.0,383460.0,8.98,-41600,41600,0
2002-08-26,2130.0,2125.0,297230.0,8.96,-29170,30680,-2770
2002-08-27,2145.0,2140.0,582920.0,9.02,248910,-246390,0
2002-08-28,2140.0,2145.0,432777.0,9.05,-75490,75490,0
2002-08-29,2140.0,2145.0,268950.0,9.05,62160,-46160,-16000
2002-08-30,2150.0,2200.0,1835476.0,9.28,141880,-109340,-32400
2002-09-02,2280.0,2250.0,2956634.0,9.49,84425,-49345,0
2002-09-03,2260.0,2170.0,880052.0,9.15,30620,-31880,0
2002-09-04,2140.0,2145.0,699092.0,9.05,58130,-53100,10
2002-09-05,2160.0,2160.0,608120.0,9.11,11400,-9890,10
2002-09-06,2160.0,2100.0,556790.0,8.85,24340,-24190,-20
2002-09-09,2105.0,2070.0,740000.0,8.73,-4390,4390,0
2002-09-10,2070.0,2100.0,848725.0,8.85,-40295,40295,0
2002-09-11,2140.0,2210.0,1599115.0,9.32,-57600,57760,0
2002-09-12,2210.0,2210.0,0.0,9.32,0,0,0
2002-09-13,2210.0,2210.0,0.0,9.32,0,0,0
2002-09-16,2210.0,2210.0,0.0,9.32,0,0,0
2002-09-17,2210.0,2210.0,0.0,9.32,0,0,0
2002-09-18,2210.0,2210.0,0.0,9.32,0,0,0
2002-09-19,2210.0,2210.0,0.0,9.32,0,0,0
2002-09-23,2210.0,2210.0,0.0,9.32,0,0,0
2002-09-24,2210.0,2210.0,0.0,9.32,0,0,0
2002-09-25,2210.0,2210.0,0.0,9.32,0,0,0
2002-09-26,2210.0,2210.0,0.0,9.32,0,0,0
2002-09-27,2210.0,2210.0,0.0,9.32,0,0,0
2002-09-30,2210.0,2210.0,0.0,9.32,0,0,0
2002-10-01,2210.0,2210.0,0.0,9.32,0,0,0
2002-10-02,2210.0,2210.0,0.0,9.32,0,0,0
2002-10-04,2210.0,2210.0,0.0,9.32,0,0,0
2002-10-07,1700.0,1445.0,4658311.0,7.92,-63154,6304,2000
2002-10-08,1440.0,1290.0,1737645.0,7.07,318843,-326218,8590
2002-10-09,1340.0,1380.0,4409264.0,7.57,28531,6010,-6440
2002-10-10,1330.0,1270.0,1694909.0,6.96,28440,-28860,0
2002-10-11,1300.0,1135.0,1198746.0,6.22,18619,-939,0
2002-10-14,1155.0,1170.0,764407.0,6.41,-2880,1290,0
2002-10-15,1195.0,1205.0,1142018.0,6.61,5500,-5500,0
2002-10-16,1350.0,1205.0,934640.0,6.61,19440,-4500,-16000
2002-10-17,1190.0,1210.0,759853.0,6.63,-1550,-40,0
2002-10-18,1210.0,1240.0,852440.0,6.8,-5540,2930,2610
2002-10-21,1225.0,1425.0,2502042.0,7.81,86800,-9030,290
2002-10-22,1470.0,1350.0,5341245.0,7.4,12165,-10165,-2000
2002-10-23,1350.0,1340.0,1229080.0,7.35,-24070,20860,30
2002-10-24,1370.0,1315.0,1732436.0,7.21,31300,-32890,0
2002-10-25,1275.0,1290.0,771013.0,7.07,-7140,3280,2270
2002-10-28,1305.0,1320.0,640940.0,7.24,-2070,2280,-870
2002-10-29,1300.0,1300.0,704331.0,7.13,-14650,12530,0
2002-10-30,1300.0,1265.0,658295.0,6.93,-4000,2410,0
2002-10-31,1285.0,1450.0,6426768.0,7.95,-283290,2040,281250
2002-11-01,1485.0,1420.0,3305180.0,7.78,-97330,3050,93750
2002-11-04,1450.0,1500.0,2286380.0,8.22,-11720,10530,0
2002-11-05,1530.0,1410.0,1196765.0,7.73,-17170,16110,0
2002-11-06,1410.0,1420.0,1028106.0,7.78,-6820,4170,0
2002-11-07,1410.0,1355.0,757487.0,7.43,-8300,8300,0
2002-11-08,1330.0,1400.0,673374.0,7.68,-6430,5900,0
2002-11-11,1370.0,1365.0,320790.0,7.48,-1830,370,0
2002-11-12,1310.0,1420.0,818210.0,7.78,3900,830,-3770
2002-11-13,1390.0,1440.0,368295.0,7.89,22380,-5950,-16430
2002-11-14,1450.0,1655.0,6451284.0,9.07,62860,-57650,-2620
2002-11-15,1715.0,1600.0,7829237.0,8.77,94520,-77870,-6170
2002-11-18,1600.0,1650.0,2070889.0,9.05,1790,-1980,-1930
2002-11-19,1635.0,1520.0,3932613.0,8.33,-21290,1560,-270
2002-11-20,1500.0,1510.0,1366975.0,8.28,-13820,10580,0
2002-11-21,1525.0,1475.0,1460429.0,8.09,-76980,21100,0
2002-11-22,1475.0,1530.0,1983850.0,8.39,-18202,5552,0
2002-11-25,1555.0,1530.0,1374540.0,8.39,28020,5260,7170
2002-11-26,1550.0,1590.0,1511870.0,8.72,2450,-4040,0
2002-11-27,1580.0,1560.0,1355190.0,8.55,-8530,5450,3080
2002-11-28,1575.0,1535.0,1050182.0,8.42,-5933,4023,1910
2002-11-29,1520.0,1520.0,687125.0,8.33,-3350,700,1060
2002-12-02,1510.0,1540.0,650757.0,8.44,-3573,3580,0
2002-12-03,1550.0,1550.0,716859.0,8.5,-6080,3110,2970
2002-12-04,1550.0,1510.0,715810.0,8.28,-8496,7690,-1844
2002-12-05,1530.0,1585.0,2527147.0,8.69,-4690,4690,0
2002-12-06,1580.0,1570.0,605493.0,8.61,850,-1380,0
2002-12-09,1570.0,1540.0,712818.0,8.44,1323,-443,0
2002-12-10,1480.0,1500.0,540794.0,8.22,-4960,4960,0
2002-12-11,1520.0,1490.0,541313.0,8.17,3004,-1344,0
2002-12-12,1515.0,1495.0,518351.0,8.2,1601,-7061,5100
2002-12-13,1475.0,1495.0,390510.0,8.2,34230,-30160,0
2002-12-16,1470.0,1460.0,330201.0,8.0,17650,-16940,0
2002-12-17,1475.0,1480.0,406534.0,8.11,15405,8295,0
2002-12-18,1480.0,1485.0,220530.0,8.14,-2700,2700,0
2002-12-20,1530.0,1580.0,3202734.0,8.66,-36650,18130,29550
2002-12-23,1580.0,1475.0,957782.0,8.09,-7150,13500,-6350
2002-12-24,1480.0,1410.0,748760.0,7.73,-9670,9580,0
2002-12-26,1370.0,1400.0,534840.0,7.68,-3900,3900,0
2002-12-27,1330.0,1310.0,392899.0,7.18,11980,-3400,-6900
2002-12-30,1260.0,1215.0,375255.0,6.66,9100,-2200,-6900
2003-01-02,1205.0,1275.0,287538.0,,21520,-15830,-1530
2003-01-03,1320.0,1290.0,518479.0,,19580,-16410,-450
2003-01-06,1315.0,1300.0,272590.0,,-14270,650,13620
2003-01-07,1315.0,1280.0,398034.0,,8900,-17860,10020
2003-01-08,1270.0,1290.0,280651.0,,-28430,-1290,30250
2003-01-09,1270.0,1220.0,409440.0,,33560,-22810,-8100
2003-01-10,1270.0,1275.0,2876661.0,,-1266,6906,360
2003-01-13,1285.0,1315.0,571885.0,,-2650,2470,180
2003-01-14,1310.0,1285.0,489145.0,,1150,-1420,270
2003-01-15,1350.0,1285.0,403786.0,,2300,-2840,540
2003-01-16,1280.0,1300.0,247693.0,,-4540,4090,450
2003-01-17,1290.0,1260.0,301348.0,,2380,-2920,540
2003-01-20,1240.0,1260.0,173110.0,,-2580,2400,180
2003-01-21,1265.0,1285.0,230984.0,,6480,-3980,-2500
2003-01-22,1280.0,1270.0,717610.0,,-5510,2000,-1490
2003-01-23,1260.0,1270.0,251260.0,,-23560,22790,770
2003-01-24,1260.0,1225.0,329144.0,,8120,-180,2060
2003-01-27,1175.0,1185.0,183545.0,,12420,-12420,0
2003-01-28,1150.0,1210.0,190060.0,,8480,-8480,0
2003-01-29,1230.0,1180.0,163590.0,,5070,-2370,-2700
2003-01-30,1180.0,1185.0,113800.0,,460,0,-460
2003-02-03,1175.0,1190.0,189570.0,,-6000,6090,-90
2003-02-04,1190.0,1195.0,184280.0,,9120,-6600,-2520
2003-02-05,1215.0,1190.0,179332.0,,4612,-4612,0
2003-02-06,1200.0,1170.0,197226.0,,12140,-12140,0
2003-02-07,1160.0,1155.0,158985.0,,-7140,7140,0
2003-02-10,1135.0,1130.0,137201.0,,-2660,2660,0
2003-02-11,1130.0,1120.0,232960.0,,2660,-2660,0
2003-02-12,1110.0,1140.0,135390.0,,-430,430,0
2003-02-13,1120.0,1130.0,176398.0,,1220,-1220,0
2003-02-14,1115.0,1130.0,104510.0,,-5170,4180,990
2003-02-17,1150.0,1185.0,283507.0,,-8400,4350,4050
2003-02-18,1190.0,1185.0,252780.0,,-340,1340,0
2003-02-19,1260.0,1215.0,592733.0,,-2373,843,1530
2003-02-20,1220.0,1195.0,150020.0,,-3370,3370,0
2003-02-21,1205.0,1195.0,156170.0,,2500,-2500,0
2003-02-24,1195.0,1225.0,173890.0,,-16400,9830,6570
2003-02-25,1200.0,1165.0,132083.0,,930,-1990,1060
2003-02-26,1170.0,1185.0,90160.0,,-14820,14710,110
2003-02-27,1175.0,1160.0,106250.0,,-1070,3910,-2840
2003-02-28,1160.0,1140.0,101580.0,,7010,-4440,-2570
2003-03-03,1130.0,1155.0,84180.0,,-5430,2250,3180
2003-03-04,1140.0,1145.0,106510.0,,4890,-4890,0
2003-03-05,1130.0,1120.0,190410.0,,7210,-2030,-2650
2003-03-06,1130.0,1085.0,148307.0,,2210,-1680,0
2003-03-07,1055.0,1035.0,149923.0,,-3800,-440,4240
2003-03-10,1005.0,1015.0,117410.0,,-27290,21990,0
2003-03-11,1000.0,995.0,133490.0,,12490,-12490,0
2003-03-12,990.0,1025.0,96695.0,,-19580,17990,0
2003-03-13,1015.0,1000.0,109100.0,,3110,5260,-8370
2003-03-14,1060.0,1030.0,153600.0,,17170,-3170,0
2003-03-17,1010.0,985.0,114940.0,,-7830,7830,0
2003-03-18,1025.0,1100.0,948093.0,,-210973,-30227,242700
2003-03-19,1100.0,1080.0,383260.0,,440,-440,0
2003-03-20,1095.0,1170.0,810874.0,,12070,-12070,0
2003-03-21,1180.0,1145.0,306180.0,,-14850,14850,0
2003-03-24,1160.0,1135.0,255950.0,,-9360,9180,180
2003-03-25,1100.0,1155.0,853096.0,,-128680,26320,102360
2003-03-26,1170.0,1150.0,494720.0,,-4000,2650,1350
2003-03-27,1120.0,1115.0,183500.0,,1720,-2620,900
2003-03-28,1115.0,1130.0,171490.0,,1830,-570,-1260
2003-03-31,1110.0,1090.0,106200.0,,-170,520,0
2003-04-01,1060.0,1085.0,114550.0,,3310,-2680,-630
2003-04-02,1090.0,1100.0,164150.0,,-1890,1890,0
2003-04-03,1130.0,1130.0,237352.0,,-37210,36400,810
2003-04-04,1145.0,1150.0,162890.0,,-59110,78880,-19770
2003-04-07,1160.0,1200.0,396717.0,,-23998,18798,5350
2003-04-08,1220.0,1190.0,244761.0,,-6140,240,6430
2003-04-09,1190.0,1180.0,281170.0,,1550,-3080,1530
2003-04-10,1165.0,1210.0,208697.0,,-12260,-17050,29310
2003-04-11,1205.0,1190.0,335468.0,,-8466,6056,2050
2003-04-14,1205.0,1240.0,355578.0,,-22310,21710,1600
2003-04-15,1300.0,1270.0,320970.0,,-3470,3470,0
2003-04-16,1295.0,1345.0,630796.0,,-3910,4410,0
2003-04-17,1350.0,1335.0,454190.0,,2190,-2190,0
2003-04-18,1400.0,1510.0,2737970.0,,70190,-70590,400
2003-04-21,1490.0,1480.0,949010.0,,-10860,11280,-420
2003-04-22,1485.0,1440.0,570092.0,,21270,-20820,-360
2003-04-23,1490.0,1390.0,513469.0,,-22477,17277,5200
2003-04-24,1365.0,1340.0,326011.0,,510,-440,-70
2003-04-25,1280.0,1230.0,678797.0,,13270,-13000,0
2003-04-28,1180.0,1260.0,270480.0,,-400,400,0
2003-04-29,1290.0,1355.0,480420.0,,-14880,9140,5740
2003-04-30,1390.0,1325.0,283000.0,,-25170,18590,6580
2003-05-02,1350.0,1310.0,427910.0,,48900,-48900,0
2003-05-06,1395.0,1325.0,287830.0,,-6490,6490,0
2003-05-07,1335.0,1320.0,312630.0,,-9260,270,8990
2003-05-09,1320.0,1335.0,187739.0,,1020,-1020,0
2003-05-12,1350.0,1355.0,445230.0,,-10200,9660,540
2003-05-13,1385.0,1330.0,292143.0,,7670,-12280,0
2003-05-14,1330.0,1315.0,158133.0,,-6470,1780,0
2003-05-15,1330.0,1365.0,502088.0,,-116500,111900,0
2003-05-16,1390.0,1420.0,1413298.0,,8850,-12620,0
2003-05-19,1430.0,1330.0,458720.0,,-25800,20950,0
2003-05-20,1270.0,1325.0,216880.0,,-1600,-1520,-1700
2003-05-21,1300.0,1300.0,246529.0,,6820,-3890,-2930
2003-05-22,1290.0,1300.0,194386.0,,-10520,11360,-840
