Symbol,한화테크윈_시가(원),한화테크윈_종가(원),한화테크윈_거래량(주),한화테크윈_PER(IFRS-연결),한화테크윈_순매수수량(개인)(주),한화테크윈_순매수수량(기관계)(주),한화테크윈_순매수수량(외국인계)(주)
2011-05-19,83100.0,79700.0,716866.0,18.14,75892,20699,-99342
2011-05-20,80100.0,80600.0,321582.0,18.34,26543,-10302,-7481
2011-05-23,80300.0,77000.0,463263.0,17.53,45705,-750,-53099
2011-05-24,76100.0,77900.0,284984.0,17.73,-47234,90493,-48229
2011-05-25,78100.0,76400.0,262705.0,17.39,-8755,62755,-64489
2011-05-26,78200.0,78800.0,363323.0,17.94,-19804,-23152,31829
2011-05-27,78400.0,80300.0,245413.0,18.28,-61344,73226,-7410
2011-05-30,80500.0,79900.0,203191.0,18.19,3745,47690,-36719
2011-05-31,79500.0,80000.0,287477.0,18.21,-37611,27371,-20237
2011-06-01,79500.0,80500.0,231676.0,18.32,-13672,-13298,24208
2011-06-02,78600.0,78900.0,308383.0,17.96,-11236,42179,-3990
2011-06-03,79000.0,78500.0,184649.0,17.87,-40793,35444,10758
2011-06-07,78600.0,77700.0,307762.0,17.68,19890,54200,-77839
2011-06-08,77700.0,81800.0,691305.0,18.62,-159251,49633,100896
2011-06-09,81000.0,83100.0,645751.0,18.91,-205009,186190,14043
2011-06-10,83500.0,81600.0,428803.0,18.57,13535,146463,-154656
2011-06-13,81000.0,81700.0,367779.0,18.6,-90720,128970,-52890
2011-06-14,82000.0,83500.0,519894.0,19.0,-141112,194288,-67434
2011-06-15,84100.0,85000.0,663981.0,19.35,-162453,212817,-61810
2011-06-16,83900.0,86500.0,795121.0,19.69,-377105,323830,59000
2011-06-17,87300.0,87000.0,405690.0,19.8,-152359,133305,-12880
2011-06-20,87000.0,91200.0,1237937.0,20.76,-455858,466860,-49783
2011-06-21,91400.0,91100.0,492777.0,20.73,-121996,91422,22757
2011-06-22,91700.0,91100.0,762291.0,20.73,-201009,363226,-158911
2011-06-23,90900.0,92400.0,359338.0,21.03,-152341,108681,52964
2011-06-24,92500.0,92400.0,758549.0,21.03,-73473,118606,-13049
2011-06-27,91700.0,92500.0,287877.0,21.05,-12060,121732,-77569
2011-06-28,92700.0,91000.0,281366.0,20.71,-12084,18278,-15411
2011-06-29,91200.0,89900.0,391113.0,20.46,-19530,-20979,40807
2011-06-30,90300.0,92900.0,588212.0,21.14,-248788,169260,63962
2011-07-01,93800.0,93100.0,406575.0,21.19,-91519,68890,24455
2011-07-04,93800.0,93500.0,342074.0,21.28,-94583,46221,38001
2011-07-05,93800.0,95300.0,604174.0,21.69,-242995,168658,49571
2011-07-06,95500.0,95400.0,302923.0,21.71,-23889,19336,3466
2011-07-07,95100.0,94100.0,472159.0,21.42,-12346,491,40054
2011-07-08,94900.0,92900.0,473635.0,21.14,61630,-84279,58920
2011-07-11,92300.0,93900.0,281827.0,21.37,-95275,34330,53060
2011-07-12,92900.0,92100.0,499382.0,20.96,13217,-5541,6071
2011-07-13,91500.0,88400.0,927817.0,20.12,251156,-178551,-38963
2011-07-14,88500.0,89400.0,520414.0,20.35,-6654,-156364,188135
2011-07-15,88600.0,89800.0,320687.0,20.44,-89,22514,-7329
2011-07-18,89500.0,88200.0,386125.0,20.07,17166,19769,9867
2011-07-19,87700.0,90700.0,428134.0,20.64,-79842,24048,57045
2011-07-20,91900.0,89700.0,495628.0,20.42,116061,-160595,19842
2011-07-21,88300.0,88800.0,357716.0,20.21,-100796,33187,70275
2011-07-22,89200.0,87700.0,952422.0,19.96,244283,-278346,102518
2011-07-25,86900.0,80800.0,2182751.0,18.39,835896,-854704,131471
2011-07-26,81300.0,81400.0,712486.0,18.53,79986,-84852,15377
2011-07-27,81400.0,80700.0,399843.0,18.37,88616,-80099,10303
2011-07-28,78300.0,78000.0,1142484.0,17.75,426091,-403540,-1675
2011-07-29,78400.0,77300.0,641257.0,17.59,160553,-196386,45682
2011-08-01,78100.0,79000.0,502527.0,17.98,12677,-107521,67342
2011-08-02,78500.0,76800.0,617352.0,17.48,223190,-129566,-72995
2011-08-03,75300.0,73800.0,767223.0,16.8,102131,-105787,28248
2011-08-04,75000.0,72900.0,342829.0,16.59,35831,-17083,-27536
2011-08-05,67500.0,67700.0,638858.0,15.41,52572,-62184,10219
2011-08-08,66200.0,63600.0,783452.0,14.48,-77713,49689,45924
2011-08-09,61000.0,59900.0,1071752.0,13.63,143969,-56295,-94650
2011-08-10,62700.0,58600.0,1030404.0,13.34,349180,-241284,-144977
2011-08-11,55000.0,60500.0,610078.0,13.77,-25225,-65222,68616
2011-08-12,62200.0,59000.0,787388.0,13.43,191908,-97,-203242
2011-08-16,60800.0,61400.0,360321.0,13.97,25631,17744,-40233
2011-08-17,61000.0,62300.0,489711.0,14.18,6489,17424,-23325
2011-08-18,62300.0,59300.0,658197.0,13.5,210880,-62667,-126225
2011-08-19,56400.0,54400.0,665051.0,12.38,34863,-19208,41716
2011-08-22,53000.0,52500.0,420482.0,11.95,-53780,88632,-45567
2011-08-23,52700.0,54500.0,327934.0,12.4,6074,-12463,24391
2011-08-24,55200.0,52900.0,344762.0,12.04,37937,-8352,-12669
2011-08-25,53700.0,52300.0,336791.0,11.9,52847,-2182,-50719
2011-08-26,52000.0,52300.0,535604.0,11.9,84755,70324,-154875
2011-08-29,53500.0,55300.0,917688.0,12.59,174417,-6542,-174180
2011-08-30,56300.0,57900.0,918328.0,13.18,24603,5898,-35455
2011-08-31,57400.0,58400.0,463544.0,13.29,-52246,9527,41057
2011-09-01,58500.0,57400.0,574801.0,13.06,-11038,-1678,11491
2011-09-02,57000.0,56500.0,299986.0,12.86,56789,-40466,-735
2011-09-05,55000.0,52600.0,418578.0,11.97,111530,-96294,-13660
2011-09-06,51000.0,50700.0,530725.0,11.54,73599,-18448,-7972
2011-09-07,52100.0,54500.0,417861.0,12.4,-62336,-59183,117172
2011-09-08,54300.0,56500.0,614030.0,12.86,-217654,202019,-10033
2011-09-09,55500.0,54300.0,283233.0,12.36,3986,37094,-27570
2011-09-14,53900.0,52200.0,230195.0,11.88,456,30881,-28640
2011-09-15,53800.0,52900.0,223229.0,12.04,-11645,-10278,15674
2011-09-16,54000.0,54400.0,199423.0,12.38,-34591,23531,-7663
2011-09-19,53800.0,54000.0,199800.0,12.29,-43907,36884,22069
2011-09-20,54000.0,58200.0,558315.0,13.25,-141179,54738,44664
2011-09-21,58200.0,58400.0,366755.0,13.29,-6215,-1282,3979
2011-09-22,56500.0,56300.0,298886.0,12.81,-6035,55074,-17127
2011-09-23,53800.0,52100.0,396518.0,11.86,63004,-363,-61289
2011-09-26,52500.0,49800.0,423158.0,11.33,-30014,75452,-41891
2011-09-27,51300.0,51600.0,255767.0,11.74,37217,-32298,-11929
2011-09-28,51800.0,51700.0,326835.0,11.77,26032,-9572,9942
2011-09-29,51200.0,54500.0,475728.0,12.4,-21016,14061,32104
2011-09-30,53500.0,55000.0,516984.0,12.52,-40292,34264,2481
2011-10-04,51500.0,53100.0,407207.0,12.09,-13599,98199,-96135
2011-10-05,53400.0,50500.0,350240.0,11.49,16712,-9651,-17966
2011-10-06,52800.0,53500.0,699999.0,12.18,-46969,940,36521
2011-10-07,55200.0,56000.0,436425.0,12.75,-100795,56329,45130
2011-10-10,56700.0,58700.0,600798.0,13.36,-106631,-1447,113969
2011-10-11,60700.0,57700.0,554321.0,13.13,85393,-69738,-35559
2011-10-12,57000.0,58400.0,296890.0,13.29,-25131,38606,-2440
2011-10-13,59500.0,58600.0,303384.0,13.34,-17758,-6379,22952
2011-10-14,58500.0,59500.0,283974.0,13.54,-83945,66442,4024
2011-10-17,60200.0,59700.0,254270.0,13.59,7958,-2000,1022
2011-10-18,58200.0,58300.0,191397.0,13.27,-20719,23020,4929
2011-10-19,59000.0,58200.0,194354.0,13.25,22413,-41865,15253
2011-10-20,57500.0,56000.0,685030.0,12.75,148426,29251,-180210
2011-10-21,57400.0,58600.0,312177.0,13.34,7962,4527,-16072
2011-10-24,60000.0,62000.0,935171.0,14.11,24031,1400,-72324
2011-10-25,62000.0,62600.0,602981.0,14.25,-74763,64416,21866
2011-10-26,61400.0,60800.0,740920.0,13.84,206705,-79460,-91925
2011-10-27,61300.0,61100.0,438423.0,13.91,19620,-22106,-2523
2011-10-28,62200.0,62100.0,630234.0,14.13,-47058,72742,-33046
2011-10-31,61800.0,60300.0,328167.0,13.72,39237,1925,-33893
2011-11-01,59300.0,60500.0,223725.0,13.77,-38525,-16852,65545
2011-11-02,58700.0,59400.0,264755.0,13.52,-26339,37629,-3315
2011-11-03,60000.0,57800.0,227728.0,13.16,30584,-12232,-5777
2011-11-04,59300.0,60600.0,220896.0,13.79,-41143,17647,-312
2011-11-07,60500.0,60200.0,173215.0,13.7,31534,-13475,-1018
2011-11-08,60500.0,60300.0,178277.0,13.72,-37061,30670,-1375
2011-11-09,61000.0,60100.0,136793.0,13.68,-12215,-4386,-7318
2011-11-10,57900.0,55600.0,363082.0,12.65,38651,16770,-44233
2011-11-11,56900.0,57100.0,200412.0,13.0,32532,6098,-13988
2011-11-14,58000.0,58300.0,228357.0,13.27,69075,-67363,-3710
2011-11-15,57300.0,57100.0,192243.0,13.0,34839,-28693,-12840
2011-11-16,57200.0,55700.0,206241.0,12.68,41171,-11640,-26377
2011-11-17,55700.0,55800.0,251297.0,12.7,53615,-25143,-31429
2011-11-18,54500.0,54800.0,175880.0,12.47,33134,-8012,-17957
2011-11-21,54700.0,54600.0,128490.0,12.43,-5824,28917,-19034
2011-11-22,54100.0,55400.0,129384.0,12.61,-16102,24462,-4233
2011-11-23,55000.0,52600.0,229828.0,11.97,70534,-8684,-64630
2011-11-24,52500.0,53000.0,127818.0,12.06,-27730,19738,12425
2011-11-25,52100.0,51700.0,181917.0,11.77,29333,7185,-32184
2011-11-28,52300.0,53600.0,136604.0,12.2,-31620,7459,15040
2011-11-29,54200.0,54600.0,201703.0,12.43,-8359,-24176,14077
2011-11-30,54500.0,54400.0,170286.0,12.38,-31471,204,31366
2011-12-01,56300.0,55900.0,304427.0,12.72,-55480,59675,-12285
2011-12-02,56100.0,55900.0,198137.0,12.72,17186,-30291,12840
2011-12-05,56400.0,55700.0,214197.0,12.68,38695,-59350,14475
2011-12-06,55000.0,54100.0,397298.0,12.31,117448,-75994,-55784
2011-12-07,54300.0,54300.0,311864.0,12.36,50685,-64768,20516
2011-12-08,53900.0,54200.0,344435.0,12.34,15911,-81800,62280
2011-12-09,53200.0,53300.0,241956.0,12.13,66431,-20920,-34553
2011-12-12,54100.0,54200.0,387211.0,12.34,102083,-131131,19846
2011-12-13,53600.0,54600.0,382640.0,12.43,9685,-11060,17520
2011-12-14,54200.0,53900.0,326969.0,12.27,96028,-84098,-13914
2011-12-15,53300.0,51900.0,347316.0,11.81,94056,-74937,1487
2011-12-16,52400.0,52400.0,231869.0,11.93,37229,-20943,-17970
2011-12-19,52000.0,52300.0,3140594.0,11.9,698404,-349396,-171385
2011-12-20,52900.0,51300.0,820916.0,11.68,58170,-55259,-7447
2011-12-21,52200.0,52200.0,683562.0,11.88,-57667,12835,27939
2011-12-22,52000.0,53800.0,549620.0,12.25,-72694,48634,17256
2011-12-23,54200.0,54100.0,406364.0,12.31,-44621,-18701,35004
2011-12-26,54500.0,54100.0,410422.0,12.31,-26020,40341,-21508
2011-12-27,54200.0,53200.0,329329.0,12.11,-71263,70359,12634
2011-12-28,53000.0,53200.0,240151.0,12.11,5247,13577,-8651
2011-12-29,52600.0,53200.0,209691.0,12.11,-30616,-6009,8581
2012-01-02,53400.0,54600.0,310567.0,12.56,-47658,90373,-33540
2012-01-03,55000.0,55300.0,346611.0,12.73,-116860,41859,30950
2012-01-04,55700.0,56400.0,659230.0,12.98,-104220,55402,28365
2012-01-05,56500.0,55500.0,383766.0,12.77,61574,-39458,-29966
2012-01-06,55900.0,54700.0,245391.0,12.59,30004,-12991,-4909
2012-01-09,54500.0,53700.0,230272.0,12.36,87004,-63299,-3706
2012-01-10,53700.0,53300.0,399001.0,12.26,115339,-64734,-67334
2012-01-11,53800.0,53500.0,241423.0,12.31,46316,-42392,1647
2012-01-12,53400.0,53900.0,240565.0,12.4,22726,-19852,721
2012-01-13,53900.0,54600.0,270557.0,12.56,-13978,-14772,23615
2012-01-16,54000.0,53600.0,326594.0,12.33,2246,-35493,26346
2012-01-17,53900.0,53800.0,318620.0,12.38,-10741,-60007,58491
2012-01-18,54000.0,53900.0,321090.0,12.4,60587,-22693,-20479
2012-01-19,54500.0,54400.0,829696.0,12.52,39867,49579,-110510
2012-01-20,53900.0,53500.0,975331.0,12.31,86370,-25222,-50594
2012-01-25,53700.0,53500.0,467657.0,12.31,44001,-24107,-17526
2012-01-26,53700.0,53000.0,610300.0,12.2,272882,-192490,-83922
2012-01-27,53000.0,53600.0,488437.0,12.33,123195,-54777,-65956
2012-01-30,53500.0,54000.0,844353.0,12.43,130795,-2283,-132892
2012-01-31,54300.0,56600.0,1380598.0,13.02,25565,66881,-80210
2012-02-01,56000.0,57100.0,1176548.0,13.14,92675,12998,-52447
2012-02-02,57900.0,58100.0,963865.0,13.37,41548,14320,-61725
2012-02-03,58200.0,58000.0,737367.0,13.35,124033,-42457,-86596
2012-02-06,58600.0,55600.0,974962.0,12.79,290005,-162958,-119856
2012-02-07,55300.0,56300.0,509311.0,12.96,87782,-98476,26548
2012-02-08,56900.0,58600.0,904508.0,13.48,112444,-79353,-30894
2012-02-09,58800.0,60400.0,981295.0,13.9,29333,-10974,-17292
2012-02-10,60300.0,59600.0,752816.0,13.71,65912,14245,-76629
2012-02-13,59000.0,60300.0,538971.0,13.88,73213,-34365,-48289
2012-02-14,60400.0,59200.0,432946.0,13.62,70455,-32330,-6556
2012-02-15,59200.0,59100.0,490782.0,13.6,3432,-3869,-7502
2012-02-16,58700.0,57600.0,363960.0,13.25,35480,-52274,18167
2012-02-17,58700.0,59100.0,519120.0,13.6,3910,-33227,15714
2012-02-20,59800.0,60100.0,506570.0,13.83,-44732,9867,22728
2012-02-21,60200.0,60000.0,496951.0,13.81,20244,-12198,-8711
2012-02-22,60400.0,59300.0,347336.0,13.65,50977,-12054,4896
2012-02-23,59100.0,61800.0,1035123.0,14.22,-43513,116343,-78797
2012-02-24,62200.0,63500.0,1093674.0,14.61,-155059,180109,-50485
2012-02-27,63500.0,63100.0,610296.0,14.52,-67531,110522,-52274
2012-02-28,63100.0,64400.0,551354.0,14.82,-97976,98229,-21198
2012-02-29,64600.0,64100.0,636601.0,14.75,-98028,86370,25719
2012-03-02,64500.0,66000.0,1199842.0,15.19,-276370,244264,-28446
2012-03-05,66000.0,64600.0,433776.0,14.87,59595,498,-26823
2012-03-06,64200.0,67200.0,1047551.0,15.46,-125417,158785,-100162
2012-03-07,66500.0,66600.0,770854.0,15.33,21842,31362,-64752
2012-03-08,67100.0,68000.0,1326908.0,15.65,-234992,108534,88087
2012-03-09,69100.0,68600.0,426859.0,15.79,-9197,-35721,27293
2012-03-12,69100.0,68400.0,356930.0,15.74,34541,-44142,14999
2012-03-13,68900.0,68700.0,491269.0,15.81,-9811,-14524,34116
2012-03-14,69800.0,68800.0,641249.0,15.83,25593,-111979,94616
2012-03-15,68500.0,71000.0,759291.0,16.34,-180089,130386,31908
2012-03-16,71500.0,71300.0,474335.0,16.41,-75608,35804,31491
2012-03-19,71900.0,70900.0,324679.0,16.31,29542,-17955,-14291
2012-03-20,70700.0,68400.0,797302.0,15.74,96422,-134735,55920
2012-03-21,68000.0,69800.0,731235.0,16.06,-103366,-3247,95287
2012-03-22,70400.0,71500.0,397925.0,16.45,-80296,54296,13228
2012-03-23,71400.0,71100.0,415186.0,16.36,-97176,79383,32898
2012-03-26,72000.0,71600.0,676501.0,16.48,-7474,-85384,40162
2012-03-27,72300.0,71200.0,314676.0,16.38,30146,-30703,9676
2012-03-28,71300.0,67900.0,635783.0,15.62,160605,-166533,-4559
2012-03-29,67400.0,68400.0,376707.0,15.74,-43257,-26870,79141
2012-03-30,68100.0,68000.0,218795.0,15.65,-10959,6190,9494
2012-04-02,67900.0,65800.0,706269.0,15.14,93140,-95572,62677
2012-04-03,66300.0,65000.0,675102.0,14.96,97884,-140397,40857
2012-04-04,65500.0,65000.0,422519.0,14.96,-54748,13241,-30605
2012-04-05,65300.0,66200.0,403483.0,15.23,27378,-4846,-35718
2012-04-06,66100.0,66600.0,316601.0,15.33,-43811,54917,208
2012-04-09,67500.0,66000.0,349757.0,15.19,43039,-28254,-21361
2012-04-10,65500.0,64100.0,371982.0,14.75,32407,-1428,-50640
2012-04-12,63900.0,63500.0,411369.0,14.61,-40816,-14228,59325
2012-04-13,64000.0,64600.0,267295.0,14.87,-20342,1199,19975
2012-04-16,64000.0,63000.0,459394.0,14.5,-24022,52610,-5316
2012-04-17,63400.0,63600.0,218477.0,14.64,-5721,-4923,3036
2012-04-18,64300.0,64900.0,311725.0,14.93,-60011,12336,38580
2012-04-19,64600.0,64400.0,303708.0,14.82,-25474,20804,-1091
2012-04-20,64100.0,64900.0,260955.0,14.93,-57364,62085,-6921
2012-04-23,65300.0,65400.0,352251.0,15.05,-44652,91520,-46733
2012-04-24,65100.0,66800.0,632868.0,15.37,-121879,146379,-15346
2012-04-25,67300.0,67000.0,389029.0,15.42,-121280,93104,23552
2012-04-26,67400.0,67500.0,386943.0,15.53,-116593,66767,40447
2012-04-27,67700.0,69000.0,402590.0,15.88,-91813,28177,71240
2012-04-30,69000.0,69200.0,430743.0,15.92,-75366,59572,41297
2012-05-02,69600.0,69100.0,292539.0,15.9,-27628,17775,21977
2012-05-03,68800.0,69100.0,413155.0,15.9,-51198,77990,-21924
